12fceb07fb021a45b6e6ca2cb6bc21a50e2bf6bf5e1fe97851826b7cf71f6962,52092806fa89eb4137016904d3f899e6ddd234d58df488deb3d952509256eb49,727f19ec9a854ba2798cac7fa3299dab4ed8030b486b0b61dfbb636deef13619,426cc173f9fe1b831748059a4e7f729abb242b9d6b666e5fa81033528e87e3a7,4c107abc7945d7166657217768e2d6de3ddbc90cffb05e75183a32fe071ecf43,ce53c3c6c1b9eaaca3941f08e5ec388d066f795d53b420cec4e89856d0528f64,d65086823332673e9f62470d7cc425d7ac2ec54750d78d7bcf7c031977fd9a01,84f8428fe3040a6a2e5f7485289d036b7ee1e8a063e21378d974e82d568b8e2b,5dd2503ae5ea98bd8efc3d4d029fd8d0a21ae82e7f6fe468c4e93932678b333c,6c71eba52b624839ffdfa7783a86305d9aa4f85473424ceb5b103079b7327b8c,686d31df6778acdda6e745058a34d768e693d48ea68ee9e9e0fae62d7cd0f72a,5391fd3cafd409ff38487cfc0b7b6a86373150f2073c75bf00e842aa376f0b5c,fcf3d42f45d650f6145a649f45c319e770bb883df5a207c29aca8f6f87ca1357,17fc376363e17cb356fd0e2e6bcc3d6549f256edd081357f00104d7d4798734f,cad7f2b18ffb0062807eae8aaeaac21f1522511319db4ccff3f98ecb5b775b85,a3294379653320eec11e828188f2e651bd6ac115af0ad8438b405a5818119fa3,2ea0cdf30c9b89ca4c12108ce7e404dacd40d53d02a717225059d1befb1d51b7,3a3a8d2c6cbe63b44adbf58d491fcf941ae36b4993ece1439cb927b73b118c87,c9ccde23da102a4a6f5173f04c76b285cd78ac336883e932aa721cff9ec1522f,827b83a912d8f167bbb0c56963b66a861ed1361b33b3c567bc57e783ec2f31e0,24767bec27fc487068387024d08a8dda6db1c551fb69788e8f50841555f9df26,9acfe5327e674aa73496f4b4774bb77b1602f979ba789239ca51220358850bcd,6c0d85215629890e5ff812dc8f6ced0a5aa66ef08d81624dbb521170be86a5d8,86bd14fa15cfef9d80fbc3ceeccea9e52bf927f880d47904f0d7b923ae6832dc,05988b58f967b2261dc7d6fee268e0612c3716b2264bf820d05fccfcd86bf858
"91002","0","2018/10/03 16:00:00","8","小小甜心大作戰！","0","小小甜心大冒險 第6話","5002006","0","5002","0","55002006","1","5002005","0","31020","2","1","20","0","0","2030/12/31 23:59:59","0","0","1"
"91002","0","2018/10/03 16:00:00","8","以滿分的笑容","0","小小甜心大冒險 尾聲","5002007","0","5002","0","0","1","5002006","0","31004","2","0","20","0","0","2030/12/31 23:59:59","0","0","1"
"91002","0","2018/11/01 15:59:59","8","甦醒的傳說","0","吸血鬼獵人 with伊莉亞 序章","5003000","0","5003","0","0","1","0","0","31017","2","0","20","0","0","2030/12/31 23:59:59","0","0","1"
"91002","0","2018/11/01 15:59:59","8","尋求超越傳說之物","0","吸血鬼獵人 with伊莉亞 第1話","5003001","0","5003","0","0","1","5003000","0","31010","2","0","20","0","0","2030/12/31 23:59:59","0","0","1"
"91002","0","2018/11/01 15:59:59","8","旅途的同伴是吸血鬼","0","吸血鬼獵人 with伊莉亞 第2話","5003002","0","5003","0","0","1","5003001","0","31017","2","0","20","0","0","2030/12/31 23:59:59","0","0","1"
"91002","0","2018/11/01 15:59:59","8","找尋密林中的蔬菜","0","吸血鬼獵人 with伊莉亞 第3話","5003003","0","5003","0","0","1","5003002","0","31010","2","0","20","0","0","2030/12/31 23:59:59","0","0","1"
"91002","0","2018/11/01 15:59:59","8","尋求魔物之角","0","吸血鬼獵人 with伊莉亞 第4話","5003004","0","5003","0","0","1","5003003","0","31017","2","0","20","0","0","2030/12/31 23:59:59","0","0","1"
"91002","0","2018/11/01 15:59:59","8","與傳說的相遇","0","吸血鬼獵人 with伊莉亞 第5話","5003005","0","5003","0","0","1","5003004","0","31010","2","0","20","0","0","2030/12/31 23:59:59","0","0","1"
"91002","0","2018/11/01 15:59:59","8","Dear‧吸血鬼","0","吸血鬼獵人 with伊莉亞 第6話","5003006","0","5003","0","55003006","1","5003005","0","31017","2","1","20","0","0","2030/12/31 23:59:59","0","0","1"
"91002","0","2018/11/01 15:59:59","8","大家一起開烏龍麵派對","0","吸血鬼獵人 with伊莉亞 尾聲","5003007","0","5003","0","0","1","5003006","0","31010","2","0","20","0","0","2030/12/31 23:59:59","0","0","1"
"91002","0","2018/12/01 16:00:00","8","前往「迷人的南國之旅」！","0","危險的假期！海岸邊的美食公主 序章","5004000","0","5004","0","0","1","0","0","31028","2","0","20","0","0","2030/12/31 23:59:59","0","0","1"
"91002","0","2018/12/01 16:00:00","8","盛夏的失蹤事件","0","危險的假期！海岸邊的美食公主 第1話","5004001","0","5004","0","0","1","5004000","0","31076","2","0","20","0","0","2030/12/31 23:59:59","0","0","1"
"91002","0","2018/12/01 16:00:00","8","那個時候，女僕看見了！","0","危險的假期！海岸邊的美食公主 第2話","5004002","0","5004","0","0","1","5004001","0","31028","2","0","20","0","0","2030/12/31 23:59:59","0","0","1"
"91002","0","2018/12/01 16:00:00","8","海邊作戰會議","0","危險的假期！海岸邊的美食公主 第3話","5004003","0","5004","0","0","1","5004002","0","31076","2","0","20","0","0","2030/12/31 23:59:59","0","0","1"
"91002","0","2018/12/01 16:00:00","8","為了拯救的深潛","0","危險的假期！海岸邊的美食公主 第4話","5004004","0","5004","0","0","1","5004003","0","31028","2","0","20","0","0","2030/12/31 23:59:59","0","0","1"
"91002","0","2018/12/01 16:00:00","8","充滿謎團的海底遺跡","0","危險的假期！海岸邊的美食公主 第5話","5004005","0","5004","0","55004005","1","5004004","0","31076","2","1","20","0","0","2030/12/31 23:59:59","0","0","1"
"91002","0","2018/12/01 16:00:00","8","美食殿堂的作戰","0","危險的假期！海岸邊的美食公主 第6話","5004006","0","5004","0","0","1","5004005","0","31028","2","0","20","0","0","2030/12/31 23:59:59","0","0","1"
"91002","0","2018/12/01 16:00:00","8","幸腹烤肉，開場！","0","危險的假期！海岸邊的美食公主 終章","5004007","0","5004","0","0","1","5004006","0","31076","2","0","20","0","0","2030/12/31 23:59:59","0","0","1"
"91002","0","2019/01/03 16:00:00","8","實現願望之島","0","珠希和美冬的無人島０盧幣生活 序章","5005000","0","5005","0","0","1","0","0","31032","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/01/03 16:00:00","8","無法逃離的無人島","0","珠希和美冬的無人島０盧幣生活 第1話","5005001","0","5005","0","0","1","5005000","0","31080","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/01/03 16:00:00","8","魅惑的夢想空間","0","珠希和美冬的無人島０盧幣生活 第2話","5005002","0","5005","0","0","1","5005001","0","31032","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/01/03 16:00:00","8","貪婪的樂園生活","0","珠希和美冬的無人島０盧幣生活 第3話","5005003","0","5005","0","0","1","5005002","0","31080","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/01/03 16:00:00","8","樂園的真實","0","珠希和美冬的無人島０盧幣生活 第4話","5005004","0","5005","0","0","1","5005003","0","31032","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/01/03 16:00:00","8","樂園的閉幕","0","珠希和美冬的無人島０盧幣生活 第5話","5005005","0","5005","0","0","1","5005004","0","31080","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/01/03 16:00:00","8","對決！島鯨！","0","珠希和美冬的無人島０盧幣生活 第6話","5005006","0","5005","0","55005006","1","5005005","0","31032","2","1","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/01/03 16:00:00","8","Come back 夢之島！？","0","珠希和美冬的無人島０盧幣生活 終章","5005007","0","5005","0","0","1","5005006","0","31080","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/02/01 12:00:00","8","團長的孤獨","0","黑鐵的亡靈 序幕","5006000","0","5006","0","0","1","0","0","31034","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/02/01 12:00:00","8","未曾消失的遺恨","0","黑鐵的亡靈 第1話","5006001","0","5006","0","0","1","5006000","0","31047","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/02/01 12:00:00","8","疑神疑鬼","0","黑鐵的亡靈 第2話","5006002","0","5006","0","0","1","5006001","0","31034","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/02/01 12:00:00","8","徘徊的盔甲","0","黑鐵的亡靈 第3話","5006003","0","5006","0","0","1","5006002","0","31047","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/02/01 12:00:00","8","被釋放的惡夢","0","黑鐵的亡靈 第4話","5006004","0","5006","0","0","1","5006003","0","31034","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/02/01 12:00:00","8","獸人街的暴動","0","黑鐵的亡靈 第5話","5006005","0","5006","0","0","1","5006004","0","31047","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/02/01 12:00:00","8","正義所在之處","0","黑鐵的亡靈 第6話","5006006","0","5006","0","0","1","5006005","0","31034","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/02/01 12:00:00","8","暢談未來理想圖","0","黑鐵的亡靈 終幕","5006007","0","5006","0","0","1","5006006","0","31047","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/03/06 14:00:00","8","漫漫長夜的開端","0","不給布丁就搗蛋！約定的萬聖節派對 序章","5007000","0","5007","0","0","1","0","0","31022","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/03/06 14:00:00","8","我是傑克！","0","不給布丁就搗蛋！約定的萬聖節派對 第1話","5007001","0","5007","0","0","1","5007000","0","31082","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/03/06 14:00:00","8","新的附身對象","0","不給布丁就搗蛋！約定的萬聖節派對 第2話","5007002","0","5007","0","0","1","5007001","0","31022","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/03/06 14:00:00","8","祕密的日記","0","不給布丁就搗蛋！約定的萬聖節派對 第3話","5007003","0","5007","0","0","1","5007002","0","31082","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/03/06 14:00:00","8","入魂！　忍奪回作戰","0","不給布丁就搗蛋！約定的萬聖節派對 第4話","5007004","0","5007","0","0","1","5007003","0","31022","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/03/06 14:00:00","8","究極的選擇","0","不給布丁就搗蛋！約定的萬聖節派對 第5話","5007005","0","5007","0","0","1","5007004","0","31082","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/03/06 14:00:00","8","真正的萬聖節之夜","0","不給布丁就搗蛋！約定的萬聖節派對 第6話","5007006","0","5007","0","0","1","5007005","0","31022","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/03/06 14:00:00","8","被最愛之物包圍著","0","不給布丁就搗蛋！約定的萬聖節派對 終章","5007007","0","5007","0","0","1","5007006","0","31082","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/04/03 16:00:00","8","狂風暴雨的旅途","0","暮光破壞者 序幕","5008000","0","5008","0","0","1","0","0","31051","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/04/03 16:00:00","8","被絕望所統治的村落","0","暮光破壞者 第1話","5008001","0","5008","0","0","1","5008000","0","31009","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/04/03 16:00:00","8","可疑的洞窟","0","暮光破壞者 第2話","5008002","0","5008","0","0","1","5008001","0","31051","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/04/03 16:00:00","8","天下沒有白吃的午餐","0","暮光破壞者 第3話","5008003","0","5008","0","0","1","5008002","0","31009","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/04/03 16:00:00","8","惡徒們的陰謀","0","暮光破壞者 第4話","5008004","0","5008","0","0","1","5008003","0","31051","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/04/03 16:00:00","8","反擊的狼煙","0","暮光破壞者 第5話","5008005","0","5008","0","0","1","5008004","0","31009","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/04/03 16:00:00","8","巨大武器與復仇之刃","0","暮光破壞者 第6話","5008006","0","5008","0","0","1","5008005","0","31051","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/04/03 16:00:00","8","無盡的旅途","0","暮光破壞者 終幕","5008007","0","5008","0","0","1","5008006","0","31009","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/05/02 16:00:00","8","冬空的嘆歌","0","忘却的頌歌 序幕","5009000","0","5009","0","0","1","0","0","31029","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/05/02 16:00:00","8","沉睡的歌姬","0","忘却的頌歌 第1話","5009001","0","5009","0","0","1","5009000","0","31085","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/05/02 16:00:00","8","野獸的饗宴","0","忘却的頌歌 第2話","5009002","0","5009","0","0","1","5009001","0","31029","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/05/02 16:00:00","8","以歌曲點綴的回憶","0","忘却的頌歌 第3話","5009003","0","5009","0","0","1","5009002","0","31085","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/05/02 16:00:00","8","回憶之歌要和家人一起唱","0","忘却的頌歌 第4話","5009004","0","5009","0","0","1","5009003","0","31029","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/05/02 16:00:00","8","記憶的大精靈霧奇","0","忘却的頌歌 第5話","5009005","0","5009","0","0","1","5009004","0","31085","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/05/02 16:00:00","8","追憶的珍貴回憶","0","忘却的頌歌 第6話","5009006","0","5009","0","0","1","5009005","0","31029","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/05/02 16:00:00","8","平安夜的慈愛頌歌","0","忘却的頌歌 終幕","5009007","0","5009","0","0","1","5009006","0","31085","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/06/03 16:00:00","8","一年之末的約定","0","新春破曉之星大危機！ 序幕","5010000","0","5010","0","0","1","0","0","31002","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/06/03 16:00:00","8","創造今年最後的回憶","0","新春破曉之星大危機！ 第1話","5010001","0","5010","0","0","1","5010000","0","31089","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/06/03 16:00:00","8","願望的話語聲","0","新春破曉之星大危機！ 第2話","5010002","0","5010","0","0","1","5010001","0","31002","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/06/03 16:00:00","8","沒有奢望的願望？","0","新春破曉之星大危機！ 第3話","5010003","0","5010","0","0","1","5010002","0","31089","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/06/03 16:00:00","8","粉身碎骨的淨化","0","新春破曉之星大危機！ 第4話","5010004","0","5010","0","0","1","5010003","0","31002","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/06/03 16:00:00","8","想要累積的回憶","0","新春破曉之星大危機！ 第5話","5010005","0","5010","0","0","1","5010004","0","31089","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/06/03 16:00:00","8","巡迴往復的羈絆","0","新春破曉之星大危機！ 第6話","5010006","0","5010","0","0","1","5010005","0","31002","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/06/03 16:00:00","8","新願望的開始","0","新春破曉之星大危機！ 終幕","5010007","0","5010","0","0","1","5010006","0","31089","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"0","0","2019/06/03 16:00:00","0","新年演出","8","新年演出","5010501","0","5010","0","0","0","0","0","0","0","0","0","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/07/01 16:00:00","8","那是與甜蜜香氣同在","0","情人節之戰！ 正中紅心的甜蜜戰鬥 序幕","5011000","0","5011","0","0","1","0","0","31011","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/07/01 16:00:00","8","突發狀況，甜點對決！","0","情人節之戰！ 正中紅心的甜蜜戰鬥 第1話","5011001","0","5011","0","0","1","5011000","0","31090","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/07/01 16:00:00","8","廚房競技場的戰鬥","0","情人節之戰！ 正中紅心的甜蜜戰鬥 第2話","5011002","0","5011","0","0","1","5011001","0","31011","2","1","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/07/01 16:00:00","8","命運芳香的巧克力","0","情人節之戰！ 正中紅心的甜蜜戰鬥 第3話","5011003","0","5011","0","0","1","5011002","0","31090","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/07/01 16:00:00","8","姐姐要抓住胃袋","0","情人節之戰！ 正中紅心的甜蜜戰鬥 第4話","5011004","0","5011","0","0","1","5011003","0","31011","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/07/01 16:00:00","8","萌芽的心意之花","0","情人節之戰！ 正中紅心的甜蜜戰鬥 第5話","5011005","0","5011","0","55011005","1","5011004","0","31090","2","1","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/07/01 16:00:00","8","溶化巧克力的熾愛一擊","0","情人節之戰！ 正中紅心的甜蜜戰鬥 第6話","5011006","0","5011","0","55011006","1","5011005","0","31011","2","1","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/07/01 16:00:00","8","愛就在戰鬥之後","0","情人節之戰！ 正中紅心的甜蜜戰鬥 終幕","5011007","0","5011","0","0","1","5011006","0","31090","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/07/17 16:00:00","8","競賽、災難、凝視的瞳孔","0","王都的名偵探 嘆息的追緝者 序幕","5012000","0","5012","0","0","1","0","0","31008","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/07/17 16:00:00","8","身家調查是搜查的基本","0","王都的名偵探 嘆息的追緝者 第1話","5012001","0","5012","0","0","1","5012000","0","31043","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/07/17 16:00:00","8","多災多難的目擊者","0","王都的名偵探 嘆息的追緝者 第2話","5012002","0","5012","0","0","1","5012001","0","31008","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/07/17 16:00:00","8","愚者的氣味","0","王都的名偵探 嘆息的追緝者 第3話","5012003","0","5012","0","0","1","5012002","0","31043","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/07/17 16:00:00","8","跨出勇氣的那一步","0","王都的名偵探 嘆息的追緝者 第4話","5012004","0","5012","0","0","1","5012003","0","31008","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/07/17 16:00:00","8","解決事件的秘訣","0","王都的名偵探 嘆息的追緝者 第5話","5012005","0","5012","0","0","1","5012004","0","31043","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/07/17 16:00:00","8","哀嘆者和救贖者","0","王都的名偵探 嘆息的追緝者 第6話","5012006","0","5012","0","0","1","5012005","0","31008","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/07/17 16:00:00","8","事件解決後發現的事","0","王都的名偵探 嘆息的追緝者 終幕","5012007","0","5012","0","0","1","5012006","0","31043","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/08/01 16:00:00","8","從密斯塔爾西亞前往異世界","0","在阿斯特朗盛開的雙輪之花 序幕","5013000","0","5013","0","0","1","0","0","31018","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/08/01 16:00:00","8","登上加托羅斯山！","0","在阿斯特朗盛開的雙輪之花 第1話","5013001","0","5013","0","0","1","5013000","0","31093","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/08/01 16:00:00","8","龍人公主與引路的巫女","0","在阿斯特朗盛開的雙輪之花 第2話","5013002","0","5013","0","0","1","5013001","0","31018","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/08/01 16:00:00","8","蘭德索爾觀光導覽","0","在阿斯特朗盛開的雙輪之花 第3話","5013003","0","5013","0","0","1","5013002","0","31093","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/08/01 16:00:00","8","光之裂縫與世界的危機","0","在阿斯特朗盛開的雙輪之花 第4話","5013004","0","5013","0","0","1","5013003","0","31018","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/08/01 16:00:00","8","公主們的對話","0","在阿斯特朗盛開的雙輪之花 第5話","5013005","0","5013","0","0","1","5013004","0","31093","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/08/01 16:00:00","8","最完美的合作","0","在阿斯特朗盛開的雙輪之花 第6話","5013006","0","5013","0","0","1","5013005","0","31018","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/08/01 16:00:00","8","落櫻紛飛與真正的美食","0","在阿斯特朗盛開的雙輪之花 終幕","5013007","0","5013","0","0","1","5013006","0","31093","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/09/03 16:00:00","8","來吧！　前往大江戶的邀約","0","將軍道中記　白翼的武士 序幕","5015000","0","5015","0","0","1","0","0","31045","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/09/03 16:00:00","8","艷麗白翼少女","0","將軍道中記　白翼的武士 第1話","5015001","0","5015","0","0","1","5015000","0","31053","2","1","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/09/03 16:00:00","8","恐怖的強迫推銷大街","0","將軍道中記　白翼的武士 第2話","5015002","0","5015","0","0","1","5015001","0","31045","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/09/03 16:00:00","8","大江戶搜查網","0","將軍道中記　白翼的武士 第3話","5015003","0","5015","0","0","1","5015002","0","31053","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/09/03 16:00:00","8","屈辱的敗退","0","將軍道中記　白翼的武士 第4話","5015004","0","5015","0","0","1","5015003","0","31045","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
"91002","0","2019/09/03 16:00:00","8","白翼之羈絆","0","將軍道中記　白翼的武士 第5話","5015005","0","5015","0","0","1","5015004","0","31053","2","0","20","0","0","2030/12/31 14:59:59","0","0","1"
