4fa95611b73621123fbe5e0f4ce4af6f4900b05773169e01da6b33781390cf2b,1e7604e7ab39854fbc44b76d2fc821416734b16a25bdc19a1b683f7fbc4d5b59,ccac6d14b9fafe1479e8bcf2ca19d7d5f349e818a978515ecd998328103c2a96,c0d41c19ef37447b0e9c3cab3535249551380d4a57aad4440607e1609a66d896,34f8a4b6cd50bc8c8ee127a6767cfc20173d8b3740d2e30eca66ce4e4702a518,7bdd8b20b40520f8a958a5aceb92f22322eb4c7cdc51cc8c09748135efde802a,0fc3fce51cc9741374e2086df91299ae55542969780658d2da0ed9b70cf14df5,1c334f569a84dfbbedcbe31effc533720e0b11f80aad29e890d6bbeea4de7e7b,ce0fb206248dfb5f22d81332d932c39032e166dbc0b14d43584786a01747c9ca,a41fd47cda1c5f38fe9faef5ae3326e37a6464f567987e53a368ec7014bb006b,6e7ff619ed879681abe6293c5d482f43e73dfe46fcd9fe42afccacd29c239146,05381cfee0098a2f2bbcbd24275bfdbc46b29bf7faee78f6e38a33d9b10ffa71,f15e1852cb234916cd8886fbd78eca20c9ea4f34206abd628a7c6e0023f2f749,38a7d825ff5e823e9ea44c0d3ffc7894feb5ee02730424399657caa637ca5aa2,39045b0bcacaece81bedaf4c974c37bc30070a285b45a6b1aac74213264b2b05,3c72ecb723269e616058c62a7fc0be28b364f8edba23b38c932e7a0273424017,61794046e621edaaddfd2b3f959c6610e9d72793257c7d2b3920887ac8d0d284,208de3bed2067a50265e5710762388d214436d85d89e125bf27567299d5e3e2f,a96b5d93a93a3467777d1c75f0011ce57091e90e16ab3c365d7206ada8ecd533,94ab285946d9f5049f7ad9d792038b6590e20bea3cb3de64dc3c59fde9d6d676,559c49889ac865eca2fb03497c257106452ca9a96eca82b4503097b03b5ed4d4,ec23ca3959f69ed3768edf6ac2cc86078af49367cf1abb57ca55b0e5bfc2cd96,a05956cb65927a1f236e56cd064a77198e2395df646ca9d41a064a25387ff638,72c29613913073cd8ad76e5e0e045d3f537a41133fc9201cc490501ee52c94b3,9378ce2e65edf85e3183c05341c2e1fb24cd9f3c304e322232b8ffd1c2beb250,3f5b57cfd3dec21529598cfbca61ccbd6d303be69e74994dbaac816146463d4c
"105650202","105650205","1","bgm_MC022","0","0","","bgm_MC022","","15065002","","105650201","105650204","0","0","90","0","0","150650021","105650203","","0","0","103171","0","0"
"105650302","105650305","1","bgm_MC022","0","0","","bgm_MC022","","15065003","","105650301","105650304","0","0","90","0","0","150650031","105650303","","0","0","103171","0","0"
"105650402","105650405","1","bgm_MC022","0","0","","bgm_MC022","","15065004","","105650401","105650404","0","0","90","0","0","150650041","105650403","","0","0","103171","0","0"
"105650502","105650505","1","bgm_MC022","0","0","","bgm_MC022","","15065005","","105650501","105650504","0","0","90","0","0","150650051","105650503","","0","0","103171","0","0"
"105650601","0","1","bgm_MC022","0","0","","bgm_MC022","","15065006","","105650602","0","0","0","90","0","0","150650061","0","","0","0","103201","0","0"
"105660102","105660105","1","bgm_MC022","0","0","","bgm_MC022","","15066001","","105660101","105660104","0","0","90","0","0","150660011","105660103","","0","0","103171","0","0"
"105660202","105660205","1","bgm_MC022","0","0","","bgm_MC022","","15066002","","105660201","105660204","0","0","90","0","0","150660021","105660203","","0","0","103171","0","0"
"0","0","1","bgm_MC081_Fubuki","9066157","0","","bgm_MC081","","15066003","","105660301","0","0","0","90","0","0","150660031","0","","0","0","103201","0","9066158"
"105660402","105660405","1","bgm_MC022","0","0","","bgm_MC022","","15066004","","105660401","105660404","0","0","90","0","0","150660041","105660403","","0","0","103171","0","0"
"105660502","105660505","1","bgm_MC022","0","0","","bgm_MC022","","15066005","","105660501","105660504","0","0","90","0","0","150660051","105660503","","0","0","103171","0","0"
"105660602","105660605","1","bgm_MC022","0","0","","bgm_MC022","","15066006","","105660601","105660604","0","0","90","0","0","150660061","105660603","","0","0","103171","0","0"
"105660702","0","1","bgm_MC022","0","0","","bgm_MC022","","15066007","","105660701","0","0","0","90","0","0","150660071","105660703","","0","0","103201","0","0"
"105670102","105670105","1","bgm_MC086","0","0","","bgm_MC086","","15067001","","105670101","105670104","0","0","90","0","0","150670011","105670103","","0","0","103331","0","0"
"105670202","105670205","1","bgm_MC086","0","0","","bgm_MC086","","15067002","","105670201","105670204","0","0","90","0","0","150670021","105670203","","0","0","103331","0","0"
"0","0","1","bgm_MC081_Wakana","9067157","0","","bgm_MC081","","15067003","","105670301","0","0","0","90","0","0","150670031","0","","0","0","103361","0","9067158"
"105670402","105670405","1","bgm_MC086","0","0","","bgm_MC086","","15067004","","105670401","105670404","0","0","90","0","0","150670041","105670403","","0","0","103331","0","0"
"105670502","105670505","1","bgm_MC086","0","0","","bgm_MC086","","15067005","","105670501","105670504","0","0","90","0","0","150670051","105670503","","0","0","103331","0","0"
"105670601","0","1","bgm_MC086","0","0","","bgm_MC086","","15067006","","105670602","0","0","0","90","0","0","150670061","0","","0","0","103331","0","0"
"105680102","105680105","1","bgm_MC086","0","0","","bgm_MC086","","15068001","","105680101","105680104","0","0","90","0","0","150680011","105680103","","0","0","103331","0","0"
"105680202","105680205","1","bgm_MC086","0","0","","bgm_MC086","","15068002","","105680201","105680204","0","0","90","0","0","150680021","105680203","","0","0","103331","0","0"
"0","0","1","bgm_MC081_Yamato","9068157","0","","bgm_MC081","","15068003","","105680301","0","0","0","90","0","0","150680031","0","","0","0","103361","0","9068158"
"105680402","105680405","1","bgm_MC086","0","0","","bgm_MC086","","15068004","","105680401","105680404","0","0","90","0","0","150680041","105680403","","0","0","103331","0","0"
"105680502","105680505","1","bgm_MC086","0","0","","bgm_MC086","","15068005","","105680501","105680504","0","0","90","0","0","150680051","105680503","","0","0","103361","0","0"
"105680602","0","1","bgm_MC086","0","0","","bgm_MC086","","15068006","","105680601","105680604","0","0","90","0","0","150680061","105680603","","0","0","103361","0","0"
"105690102","105690105","1","bgm_MC086","0","0","","bgm_MC086","","15069001","","105690101","105690104","0","0","90","0","0","150690011","105690103","","0","0","103331","0","0"
"105690202","105690205","1","bgm_MC086","0","0","","bgm_MC086","","15069002","","105690201","105690204","0","0","90","0","0","150690021","105690203","","0","0","103361","0","0"
"105690302","0","1","bgm_MC086","0","0","","bgm_MC086","","15069003","","105690301","0","0","0","90","0","0","150690031","105690303","","0","0","103361","0","0"
"105690402","105690405","1","bgm_MC086","0","0","","bgm_MC086","","15069004","","105690401","105690404","0","0","90","0","0","150690041","105690403","","0","0","103361","0","0"
"105690502","105690505","1","bgm_MC086","0","0","","bgm_MC086","","15069005","","105690501","105690504","0","0","90","0","0","150690051","105690503","","0","0","103331","0","0"
"105690602","0","1","bgm_MC086","0","0","","bgm_MC086","","15069006","","105690601","105690604","0","0","90","0","0","150690061","105690603","","0","0","103331","0","0"
"105700102","105700105","1","bgm_MC086","0","0","","bgm_MC086","","15070001","","105700101","105700104","0","0","90","0","0","150700011","105700103","","0","0","103361","0","0"
"105700202","105700205","1","bgm_MC086","0","0","","bgm_MC086","","15070002","","105700201","105700204","0","0","90","0","0","150700021","105700203","","0","0","103361","0","0"
"105700302","0","1","bgm_MC086","0","0","","bgm_MC086","","15070003","","105700301","0","0","0","90","0","0","150700031","105700303","","0","0","103331","0","0"
"105700402","105700405","1","bgm_MC086","0","0","","bgm_MC086","","15070004","","105700401","105700404","0","0","90","0","0","150700041","105700403","","0","0","103331","0","0"
"105700502","105700505","1","bgm_MC086","0","0","","bgm_MC086","","15070005","","105700501","105700504","0","0","90","0","0","150700051","105700503","","0","0","103331","0","0"
"105700602","0","1","bgm_MC086","0","0","","bgm_MC086","","15070006","","105700601","105700604","0","0","90","0","0","150700061","105700603","","0","0","103331","0","0"
"105710102","105710105","1","bgm_MC086","0","0","","bgm_MC086","","15071001","","105710101","105710104","0","0","90","0","0","150710011","105710103","","0","0","103331","0","0"
"105710202","105710205","1","bgm_MC086","0","0","","bgm_MC086","","15071002","","105710201","105710204","0","0","90","0","0","150710021","105710203","","0","0","103361","0","0"
"105710302","0","1","bgm_MC086","0","0","","bgm_MC086","","15071003","","105710301","0","0","0","90","0","0","150710031","105710303","","0","0","103361","0","0"
"105710402","105710405","1","bgm_MC086","0","0","","bgm_MC086","","15071004","","105710401","105710404","0","0","90","0","0","150710041","105710403","","0","0","103361","0","0"
"105710502","105710505","1","bgm_MC086","0","0","","bgm_MC086","","15071005","","105710501","105710504","0","0","90","0","0","150710051","105710503","","0","0","103361","0","0"
"105710602","0","1","bgm_MC086","0","0","","bgm_MC086","","15071006","","105710601","105710604","0","0","90","0","0","150710061","105710603","","0","0","103361","0","0"
"105720102","105720105","1","bgm_MC086","0","0","","bgm_MC086","","15072001","","105720101","105720104","0","0","90","0","0","150720011","105720103","","0","0","103331","0","0"
"105720202","105720205","1","bgm_MC086","0","0","","bgm_MC086","","15072002","","105720201","105720204","0","0","90","0","0","150720021","105720203","","0","0","103361","0","0"
"105720302","0","1","bgm_MC086","0","0","","bgm_MC086","","15072003","","105720301","105720304","0","0","90","0","0","150720031","105720303","","0","0","103331","0","0"
"105720402","105720405","1","bgm_MC086","0","0","","bgm_MC086","","15072004","","105720401","105720404","0","0","90","0","0","150720041","105720403","","0","0","103361","0","0"
"105720502","105720505","1","bgm_MC086","0","0","","bgm_MC086","","15072005","","105720501","105720504","0","0","90","0","0","150720051","105720503","","0","0","103361","0","0"
"105720602","0","1","bgm_MC086","0","0","","bgm_MC086","","15072006","","105720601","105720604","0","0","90","0","0","150720061","105720603","","0","0","103331","0","0"
"105730102","105730105","1","bgm_MC202","0","0","","bgm_MC202","","15073001","","105730101","105730104","0","0","90","0","0","150730011","105730103","","0","0","103581","0","0"
"105730202","105730205","1","bgm_MC202","0","0","","bgm_MC202","","15073002","","105730201","105730204","0","0","90","0","0","150730021","105730203","","0","0","103601","0","0"
"105730302","0","1","bgm_MC202","0","0","","bgm_MC202","","15073003","","105730301","0","0","0","90","0","0","150730031","105730303","","0","0","103581","0","0"
"105730402","105730405","1","bgm_MC202","0","0","","bgm_MC202","","15073004","","105730401","105730404","0","0","90","0","0","150730041","105730403","","0","0","103581","0","0"
"105730502","105730505","1","bgm_MC202","0","0","","bgm_MC202","","15073005","","105730501","105730504","0","0","90","0","0","150730051","105730503","","0","0","103602","0","0"
"105740102","105740105","1","bgm_MC202","0","0","","bgm_MC202","","15074001","","105740101","105740104","0","0","90","0","0","150740011","105740103","","0","0","103601","0","0"
"105740202","105740205","1","bgm_MC202","0","0","","bgm_MC202","","15074002","","105740201","105740204","0","0","90","0","0","150740021","105740203","","0","0","103601","0","0"
"105740302","0","1","bgm_MC202","0","0","","bgm_MC202","","15074003","","105740301","0","0","0","90","0","0","150740031","105740303","","0","0","103581","0","0"
"105740402","105740405","1","bgm_MC202","0","0","","bgm_MC202","","15074004","","105740401","105740404","0","0","90","0","0","150740041","105740403","","0","0","103601","0","0"
"105740502","105740505","1","bgm_MC202","0","0","","bgm_MC202","","15074005","","105740501","105740504","0","0","90","0","0","150740051","105740503","","0","0","103581","0","0"
"105750102","105750105","1","bgm_MC202","0","0","","bgm_MC202","","15075001","","105750101","105750104","0","0","90","0","0","150750011","105750103","","0","0","103581","0","0"
"105750202","0","1","bgm_MC202","0","0","","bgm_MC202","","15075002","","105750201","0","0","0","90","0","0","150750021","105750203","","0","0","103601","0","0"
"105750302","105750305","1","bgm_MC202","0","0","","bgm_MC202","","15075003","","105750301","105750304","0","0","90","0","0","150750031","105750303","","0","0","103601","0","0"
"105750401","0","1","bgm_MC202","0","0","","bgm_MC202","","15075004","","105750402","0","0","0","90","0","0","150750041","105750403","","0","0","103581","0","0"
