9b8d37198104295333f13777d4c3323c8c7d6d1a341277f9292db9c18b7fcc7c,a721cefacd4d7ec72103c341562326b3a9c827dfc9e0db3f904a4d1c4443cd1b,eed9dc4acd929673c84129ccc5591bc44f400a98e64f04b86803a21ec6f6fd32,6fc6437ede12e314e7ccc3f0f485d2ee07d211f6d59de84dd1dccd724c638d07,fae089b76e747b23c1ecd78963a8fbef4bed46275c6c53d8caef912f9a2fc48d,196430f0d4582990ee61558f391e76739de1458f21544f3a275ea2959db6a939,fddaed50890063ba3c762873db9efcbe790a05c2c1c33fde6c54f103ce9a513c,1e3a83ba6938c8601516bd6dd5cd810e883dc72290a8887876f893d05c849644,e1686e1d76c297ca0b66764d0adeef0c67bfe179ca1bbb72ac96df807198bc4d,a292e5dd9226e0349ace897d07d0cff857d3f52f6b519b3cb3d7fc0560601c1b,453a94ebf595376b4582121059124f67020ab7cd9999bd4264383a4a52d767e7
"0","12020","……不過，帶什麼才好呢？\n要是選了不適合的東西，\n反倒讓對方感到困擾也不行……","1","1","0","0","12","11","1","10"
"","12021","","","0","","","12","91","0","0"
"","12022","surprise_talk_dere","","1","","0.3","12","3","","1"
"","12023","vo_asb_0124","","vo_asb","","","12","21","0","0"
"0","12024","畢竟是跟兄長大人有關的地方……\n果然還是跟兄長大人商量，\n再一起去挑比較好吧……","1","1","0","0","12","11","1","10"
"","12025","","","0","","","12","91","0","0"
"0","12026","sad_talk_riri_in","1","1","","0.4","12","3","sad_idle_red_riri","0"
"","12027","vo_asb_0125","","vo_asb","","","12","21","0","0"
"0","12028","……一起……挑伴手禮……\n……臉紅。","1","1","0","0","12","11","1","10"
"","12029","","","0","","","12","91","0","0"
"","12030","","","12031","","","12","101","",""
"0","12031","1","0","1","","0.3","12","6","1","1"
"0","12032","1","0","0","","0.3","12","6","1","1"
"","12033","-120","1","1","","","12","2","0.3","-250"
"","12034","-100","1","0","","","12","2","0.3","0"
"","12035","0","","0","","","12","22","",""
"","12036","0","","0.4","","","12","93","",""
"0","13001","1","-230","1","riri_idle_look_shy","2.2","13","5","20","17"
"0","13002","2","-255","2","clear_idle_look_shy","2.2","13","5","-140","19"
"1","13003","3","-245","3","idle_look_precia","2.2","13","5","270","18"
"0","13004","1","0","1","","0","13","6","1","1"
"0","13005","1","0","2","","0","13","6","1","1"
"0","13006","1","0","3","","0","13","6","1","1"
"","13007","100","1","1","","0","13","31","0","0"
"","13008","0","","100","","","13","35","",""
"0","13009","0","0","0","black","1","13","5","50","16"
"0","13010","1","0","0","","0","13","6","1","1"
"","13011","","","0","","","13","91","",""
"","13012","0","","0.1","","","13","93","",""
"0","13013","1","1","1","","0.2","13","6","1","1"
"0","13014","1","1","2","","0.2","13","6","1","1"
"0","13015","1","1","3","","0.2","13","6","1","1"
"0","13016","1","1","0","","0.2","13","6","1","1"
"","13017","-30","2","1","","","13","2","0.3","-230"
"","13018","-190","2","2","","","13","2","0.3","-255"
"","13019","220","2","3","","","13","2","0.3","-245"
"","13020","0","2","0","","","13","2","0.3","0"
"","13021","1","","100","","","13","32","",""
"","13022","0","","0.6","","","13","93","",""
"","13023","sad_talk_look_shy_riri","","1","","0.2","13","3","","1"
"","13024","vo_asb_1521","","vo_asb","","","13","21","0","0"
"0","13025","其實我們……\n要讓兄長大人看這本\n學習的剪貼簿，\n會覺得有點害羞。","1","1","0","0","13","11","1","10"
"","13026","","","0","","","13","91","0","0"
"","13027","sad_idle_normal_look_shy_riri","","1","","0.2","13","3","","1"
"","13028","clear_talk_look_shy","","2","","0.2","13","3","","1"
"","13029","vo_asb_1522","","vo_asb","","","13","21","0","0"
"0","13030","因為，雖然有很多快樂的回憶，\n但也同樣搞砸了許多事或力不從心。\n這些事要特地讓哥哥看一遍，\n是很需要勇氣的……","1","2","0","0","13","11","1","10"
"","13031","","","0","","","13","91","0","0"
"","13032","clear_idle_look_shy","","2","","0.3","13","3","","1"
"","13033","sad_talk_look_precia","","3","","0.2","13","3","","1"
"","13034","vo_asb_1523","","vo_asb","","","13","21","0","0"
"0","13035","赤裸裸的，\n冒險記。","1","3","0","0","13","11","1","10"
"","13036","","","0","","","13","91","0","0"
"","13037","idle_look_precia","","3","","0.2","13","3","","1"
"","13038","talk_look_shy_riri","","1","","0.3","13","3","","1"
"","13039","vo_asb_1524","","vo_asb","","","13","21","0","0"
"0","13040","但是……這也是種學習。\n兄長大人，能請您務必告訴我們，\n您看完之後的感想嗎？","1","1","0","0","13","11","1","10"
"","13041","","","0","","","13","91","0","0"
"","13042","wish_talk_look_shy_riri","","1","","0.2","13","3","","1"
"","13043","vo_asb_1525","","vo_asb","","","13","21","0","0"
"0","13044","無論是多嚴厲的斥責或指教，\n我們都會虛心接受的──\n呃…………咦？","1","1","0","0","13","11","1","10"
"","13045","","","0","","","13","91","0","0"
"","13046","idle_look_shy","","2","","0.2","13","3","","1"
"","13047","joy_idle_look_shy_precia","","3","","0.3","13","3","","1"
"","13048","wish_talk_Ex4","","1","","0.2","13","3","","1"
"","13049","vo_asb_1526","","vo_asb","","","13","21","0","0"
"0","13050","…………\n沒、沒想到……\n竟然能像這樣被稱讚……","1","1","0","0","13","11","1","10"
"","13051","","","0","","","13","91","0","0"
"","13052","idle_look_shy_riri","","1","","0.2","13","3","","1"
"","13053","surprise_idle_lookR_precia","","3","","0.4","13","3","","1"
"","13054","vo_asb_1527","","vo_asb","","","13","21","0","0"
"0","13055","哥……","1","3","0","0","13","11","1","10"
"","13056","","","0","","","13","91","0","0"
"","13057","joy_idle_look_shy_precia2","","3","","0.4","13","3","","1"
"","13058","clear_talk2_look","","2","","0.2","13","3","","1"
"","13059","vo_asb_1528","","vo_asb","","","13","21","0","0"
"0","13060","哥哥你，\n並不是針對結果，\n而是看到我們努力的過程，\n稱讚了我們的付出……","1","2","0","0","13","11","1","10"
"","13061","","","0","","","13","91","0","0"
"","13062","wish_talk_Ex3","","1","","0.2","13","3","","1"
"","13063","joy_idle_look_shy_precia","","3","","0.3","13","3","","1"
"0","13064","talk2ToWish_look","1","2","","0.2","13","3","clear_wish_talk_joy_look","0"
"","13065","vo_asb_1529","","vo_asb","","","13","21","0","0"
"0","13066","……謝謝！","1","1","0","0","13","11","1","10"
"","13067","","","0","","","13","91","0","0"
"","13068","idle_look_shy_riri","","1","","0.2","13","3","","1"
"","13069","idle_look_shy","","2","","0.2","13","3","","1"
"0","13070","doya_in_precia","1","3","","0.2","13","3","doya_talk_precia","0"
"","13071","vo_asb_1530","","vo_asb","","","13","21","0","0"
"0","13072","自信滿滿的，\n冒險記。","1","3","0","0","13","11","1","10"
"","13073","","","0","","","13","91","0","0"
"","13074","idle_look_normal_precia","","3","","0.4","13","3","","1"
"","13075","riri_talk_look_shy","","1","","0.2","13","3","","1"
"","13076","vo_asb_1531","","vo_asb","","","13","21","0","0"
"0","13077","誠如您看到的，\n我們還是如此的笨拙不成熟……","1","1","0","0","13","11","1","10"
"","13078","","","0","","","13","91","0","0"
"","13079","riri_idle_look_normal_shy","","1","","0.2","13","3","","1"
"","13080","clear_talk3_look","","2","","0.2","13","3","","1"
"","13081","vo_asb_1532","","vo_asb","","","13","21","0","0"
"0","13082","但多虧有哥哥\n像這樣溫暖地守護我們，\n我才能繼續追逐夢想，\n想成為了不起的冒險者。","1","2","0","0","13","11","1","10"
"","13083","","","0","","","13","91","0","0"
"","13084","clear_wish_talk_joy_look","","2","","0.2","13","3","","1"
"","13085","vo_asb_1533","","vo_asb","","","13","21","0","0"
"0","13086","哥哥。\n從今以後，也請你繼續\n待在【幻變少女】身旁喔。","1","2","0","0","13","11","1","10"
"","13087","","","0","","","13","91","0","0"
"","13088","clear_wish_idle_look","","2","","0.2","13","3","","1"
"0.2","13089","agree","1","3","","0.1","13","3","joy_idle_look_shy_precia2","0"
"","13090","vo_asb_1534","","vo_asb","","","13","21","0","0"
"0","13091","請多指教。","1","3","0","0","13","11","1","10"
"","13092","","","0","","","13","91","0","0"
"0.2","13093","bow_riri","1","1","","0.2","13","3","idle_look_shy_riri","0"
"","13094","vo_asb_1535","","vo_asb","","","13","21","0","0"
"0","13095","請多多指教……！","1","1","0","0","13","11","1","10"
"","13096","","","0","","","13","91","0","0"
"","13097","","","13098","","","13","101","",""
"0","13098","1","0","1","","0.3","13","6","1","1"
"0","13099","1","0","2","","0.3","13","6","1","1"
"0","13100","1","0","3","","0.3","13","6","1","1"
"0","13101","1","0","0","","0.3","13","6","1","1"
"","13102","-130","1","1","","","13","2","0.3","-230"
"","13103","-290","1","2","","","13","2","0.3","-255"
"","13104","120","1","3","","","13","2","0.3","-245"
"","13105","-100","1","0","","","13","2","0.3","0"
"","13106","0","","0","","","13","22","",""
"","13107","1","","100","","","13","35","",""
"","13108","-100","1","100","","","13","33","0.3","0"
"","13109","0","","0.4","","","13","93","",""
"","13110","0","","100","","","13","32","",""
"0","22001","1","-250","3","surprise_idle_normal2_precia","2.2","22","5","30","52"
"0","22002","1","0","1","","0","22","6","1","1"
"0","22003","0","0","0","black","1","22","5","50","29"
"0","22004","1","0","0","","0","22","6","1","1"
"","22005","","","0","","","22","91","",""
"0","22006","1","1","1","","0.2","22","6","1","1"
"0","22007","1","1","0","","0.2","22","6","1","1"
"","22008","-20","2","1","","","22","2","0.3","-250"
"","22009","0","2","0","","","22","2","0.3","0"
"","22010","0","","0.6","","","22","93","",""
"","22011","vo_asb_0221","","vo_asb","","","22","21","0","0"
"0","22012","坐墊。\n餅乾。\n吃了好多。","1","1","0","0","22","11","1","10"
"","22013","","","0","","","22","91","0","0"
"","22014","talk_surprise_precia","","1","","0.3","22","3","","1"
"","22015","vo_asb_0222","","vo_asb","","","22","21","0","0"
"0","22016","鈴莓。\n好像，\n會做各式各樣。","1","1","0","0","22","11","1","10"
"","22017","","","0","","","22","91","0","0"
"","22018","think_idle_precia","","1","","0.3","22","3","","1"
"","22019","vo_asb_0223","","vo_asb","","","22","21","0","0"
"0","22020","像是，坐墊鬆餅。\n之類的？","1","1","0","0","22","11","1","10"
"","22021","","","0","","","22","91","0","0"
"","22022","think_idle_dere_precia","","1","","0.3","22","3","","1"
"","22023","vo_asb_0224","","vo_asb","","","22","21","0","0"
"0","22024","像是，坐墊馬芬蛋糕。\n之類的？","1","1","0","0","22","11","1","10"
"","22025","","","0","","","22","91","0","0"
"","22026","think_idle_angerR","","1","","0.3","22","3","","1"
"","22027","vo_asb_0225","","vo_asb","","","22","21","0","0"
"0","22028","像是，坐墊肉包子……\n之類的……（吞口水)","1","1","0","0","22","11","1","10"
"","22029","","","0","","","22","91","0","0"
"0","22030","thinkToSpeak_precia","1","1","","0.1","22","3","speak1_light_precia","0"
"","22031","vo_asb_0226","","vo_asb","","","22","21","0","0"
"0","22032","鈴莓。\n我要挖角她。\n來幻變少女。","1","1","0","0","22","11","1","10"
"","22033","","","0","","","22","91","0","0"
"","22034","","","22035","","","22","101","",""
"0","22035","1","0","1","","0.3","22","6","1","1"
"0","22036","1","0","0","","0.3","22","6","1","1"
"","22037","-120","1","1","","","22","2","0.3","-250"
"","22038","-100","1","0","","","22","2","0.3","0"
"","22039","0","","0","","","22","22","",""
"","22040","0","","0.4","","","22","93","",""
"0","32001","1","-230","1","riri_idle_look","2.2","32","5","20","52"
"0","32002","2","-255","2","clear_book_read","2.2","32","5","-140","58"
"1","32003","3","-245","3","joy_idle_precia","2.2","32","5","270","55"
"0","32004","1","0","1","","0","32","6","1","1"
"0","32005","1","0","2","","0","32","6","1","1"
"0","32006","1","0","3","","0","32","6","1","1"
"0","32007","0","0","0","black","1","32","5","50","29"
"0","32008","1","0","0","","0","32","6","1","1"
"","32009","","","0","","","32","91","",""
"0","32010","1","1","1","","0.2","32","6","1","1"
"0","32011","1","1","2","","0.2","32","6","1","1"
"0","32012","1","1","3","","0.2","32","6","1","1"
"0","32013","1","1","0","","0.2","32","6","1","1"
"","32014","-30","2","1","","","32","2","0.3","-230"
"","32015","-190","2","2","","","32","2","0.3","-255"
"","32016","220","2","3","","","32","2","0.3","-245"
"","32017","0","2","0","","","32","2","0.3","0"
"","32018","0","","0.6","","","32","93","",""
"","32019","clear_book_talk","","2","","0.2","32","3","","1"
"","32020","vo_asb_0321","","vo_asb","","","32","21","0","0"
"0","32021","這幅牛的畫，\n未免畫得太好了吧！？","1","2","0","0","32","11","1","10"
"","32022","","","0","","","32","91","0","0"
"","32023","clear_book_idle","","2","","0.4","32","3","","1"
"","32024","riri_talk_look","","1","","0.2","32","3","","1"
"","32025","vo_asb_0322","","vo_asb","","","32","21","0","0"
"0","32026","這是普蕾西亞畫的。\n因為她是天才呢。","1","1","0","0","32","11","1","10"
"","32027","","","0","","","32","91","0","0"
"","32028","riri_idle_look","","1","","0.2","32","3","","1"
"0","32029","clear_bookToTalk2","1","2","","0.1","32","3","clear_talk2_noShy","0"
"","32030","vo_asb_0323","","vo_asb","","","32","21","0","0"
"0","32031","話說回來，我和莉莉兩人，\n一直做不好「手插腰」，\n真陽小姐為了教我們，\n苦戰一番的時候也……","1","2","0","0","32","11","1","10"
"","32032","","","0","","","32","91","0","0"
"0","32033","talk2ToIdle_talkjoy2","1","2","","0.1","32","3","idle_talkjoy2","0"
"","32034","sad_talk_joy2R","","1","","0.2","32","3","","1"
"","32035","vo_asb_0324","","vo_asb","","","32","21","0","0"
"0","32036","是，只有普蕾西亞\n一次就合格了吧。\n從我們這些外行人的眼中看來，\n也是非常完美的「手插腰」。","1","1","0","0","32","11","1","10"
"","32037","","","0","","","32","91","0","0"
"","32038","sad_idle_normal_riri","","1","","0.2","32","3","","1"
"","32039","idle","","2","","0.2","32","3","","1"
"","32040","talk_precia","","3","","0.3","32","3","","1"
"","32041","vo_asb_0325","","vo_asb","","","32","21","0","0"
"0","32042","想看嗎？","1","3","0","0","32","11","1","10"
"","32043","","","0","","","32","91","0","0"
"","32044","joy_idle_precia","","3","","0.3","32","3","","1"
"","32045","guts2_talk_riri","","1","","0.2","32","3","","1"
"","32046","clear_hope_talk","","2","","0.2","32","3","","1"
"","32047","vo_asb_0326","","vo_asb","","","32","21","0","0"
"0","32048","當然的。","1","1","0","0","32","11","1","10"
"","32049","","","0","","","32","91","0","0"
"","32050","guts2_idle_riri","","1","","0.2","32","3","","1"
"","32051","clear_hope_idle","","2","","0.2","32","3","","1"
"0","32052","cool_in","1","3","","0.2","32","3","cool_idle","0"
"","32053","vo_asb_0327","","vo_asb","","","32","21","0","0"
"0","32054","插腰。","1","3","0","0","32","11","1","10"
"","32055","","","0","","","32","91","0","0"
"0.1","32056","cool_idle_doya_in","1","3","","0.2","32","3","cool_idle_doya","0"
"","32057","guts2_idle_joy_riri","","1","","0.2","32","3","","1"
"","32058","clear_hope_joy","","2","","0.2","32","3","","1"
"","32059","vo_asb_0328","","vo_asb","","","32","21","0","0"
"-22","32060","哇～♪","1","1","0","-85","32","11","1","10"
"","32061","","","0","","","32","91","0","0"
"","32062","","","32063","","","32","101","",""
"0","32063","1","0","1","","0.3","32","6","1","1"
"0","32064","1","0","2","","0.3","32","6","1","1"
"0","32065","1","0","3","","0.3","32","6","1","1"
"0","32066","1","0","0","","0.3","32","6","1","1"
"","32067","-130","1","1","","","32","2","0.3","-230"
"","32068","-290","1","2","","","32","2","0.3","-255"
"","32069","120","1","3","","","32","2","0.3","-245"
"","32070","-100","1","0","","","32","2","0.3","0"
"","32071","0","","0","","","32","22","",""
"","32072","0","","0.4","","","32","93","",""
"0","42001","1","-250","2","clear_wish_talk_joy_noShy","2.2","42","5","30","52"
"0","42002","1","0","1","","0","42","6","1","1"
"0","42003","0","0","0","black","1","42","5","50","29"
"0","42004","1","0","0","","0","42","6","1","1"
"","42005","","","0","","","42","91","",""
"0","42006","1","1","1","","0.2","42","6","1","1"
"0","42007","1","1","0","","0.2","42","6","1","1"
"","42008","-20","2","1","","","42","2","0.3","-250"
"","42009","0","2","0","","","42","2","0.3","0"
"","42010","0","","0.6","","","42","93","",""
"","42011","vo_asb_0421","","vo_asb","","","42","21","0","0"
"0","42012","鈴小姐模仿真陽小姐，\n模仿得非常到位。","1","1","0","0","42","11","1","10"
"","42013","","","0","","","42","91","0","0"
"","42014","clear_talk_normal","","1","","0.1","42","3","","1"
"","42015","vo_asb_0422","","vo_asb","","","42","21","0","0"
"0","42016","在公會久待，\n關係深厚的成員之間，\n要像那樣子互相模仿，\n似乎也會變得容易呢……","1","1","0","0","42","11","1","10"
"","42017","","","0","","","42","91","0","0"
"0","42018","clear_kohon_in","1","1","","0.2","42","3","clear_kohon_loop","0"
"","42019","vo_asb_0423","","vo_asb","","","42","21","0","0"
"0","42020","…………\n……咳咳。","1","1","0","0","42","11","1","10"
"","42021","","","0","","","42","91","0","0"
"0","42022","clear_imitation_in","1","1","","0.2","42","3","clear_speak2_talk","0"
"","42023","vo_asb_0424","","vo_asb","","","42","21","0","0"
"0","42024","兄、兄長大人。兄長大人……？\n哥、哥，哥……哥。\n…………","1","1","0","0","42","11","1","10"
"","42025","","","0","","","42","91","0","0"
"0","42026","clear_surprise_in_red","1","1","","0.3","42","3","clear_surprise_talk_red","0"
"","42027","vo_asb_0425","","vo_asb","","","42","21","0","0"
"0","42028","……啊！\n只是要模仿公會成員而已，\n我真是的，為什麼會臉紅……！","1","1","0","0","42","11","1","10"
"","42029","","","0","","","42","91","0","0"
"","42030","clear_wish_talk_pain_red","","1","","0.2","42","3","","1"
"","42031","vo_asb_0426","","vo_asb","","","42","21","0","0"
"0","42032","從各方面來說，我都還差得遠呢……！","1","1","0","0","42","11","1","10"
"","42033","","","0","","","42","91","0","0"
"","42034","","","42035","","","42","101","",""
"0","42035","1","0","1","","0.3","42","6","1","1"
"0","42036","1","0","0","","0.3","42","6","1","1"
"","42037","-120","1","1","","","42","2","0.3","-250"
"","42038","-100","1","0","","","42","2","0.3","0"
"","42039","0","","0","","","42","22","",""
"","42040","0","","0.4","","","42","93","",""
"0","52001","1","-243","1","dance_riri","2.2","52","5","70","55"
"1","52002","2","-245","2","dance_clear","2.2","52","5","320","52"
"0","52003","3","-255","3","dance_precia","2.2","52","5","-90","58"
"0","52004","1","0","1","","0","52","6","1","1"
"0","52005","1","0","2","","0","52","6","1","1"
"0","52006","1","0","3","","0","52","6","1","1"
"0","52007","0","0","0","black","1","52","5","50","29"
"0","52008","1","0","0","","0","52","6","1","1"
"","52009","","","0","","","52","91","",""
"","52010","dance_riri","","1","","0.1","52","3","","0"
"0","52011","dance_clear","1","2","","0.1","52","3","idle","0"
"0","52012","dance_precia","1","3","","0.1","52","3","idle_precia","0"
"0","52013","1","1","1","","0.2","52","6","1","1"
"0","52014","1","1","2","","0.2","52","6","1","1"
"0","52015","1","1","3","","0.2","52","6","1","1"
"0","52016","1","1","0","","0.2","52","6","1","1"
"","52017","-30","2","1","","","52","2","0.3","-243"
"","52018","220","2","2","","","52","2","0.3","-245"
"","52019","-190","2","3","","","52","2","0.3","-255"
"","52020","0","2","0","","","52","2","0.3","0"
"","52021","0","","0.6","","","52","93","",""
"","52022","vo_asb_0521","","vo_asb","","","52","21","0","0"
"0","52023","快、快、慢。","0","3","0.15","0","52","11","0","11"
"","52024","","","0","","","52","91","0","0"
"","52025","vo_asb_0522","","vo_asb","","","52","21","0","0"
"0","52026","旋轉、停，旋轉、停，\n快、快、慢！","0","1","0.75","0","52","11","0","10"
"","52027","","","52010","","","52","91","",""
"","52028","idle","","1","","0.1","52","3","","1"
"","52029","0","","0.2","","","52","93","",""
"0.2","52030","smile_riri","1","1","","0.1","52","3","talk_joy","0"
"","52031","vo_asb_0523","","vo_asb","","","52","21","0","0"
"0","52032","……呵呵呵，有了這個口號，\n我們三人的步調，\n就很不可思議地同步了呢。","1","1","0","0","52","11","1","10"
"","52033","","","0","","","52","91","",""
"","52034","riri_idle","","1","","0.2","52","3","","1"
"","52035","clear_talk2_noShy","","2","","0.2","52","3","","1"
"","52036","vo_asb_0524","","vo_asb","","","52","21","0","0"
"0","52037","是啊。所以在那之後，\n我們也很常用這個口號呢。\n像是要合力搬起重物時，\n或是三人要一起做體操時。","1","2","0","0","52","11","1","10"
"","52038","","","0","","","52","91","0","0"
"0","52039","talk2ToIdle","1","2","","0.2","52","3","idle","0"
"","52040","riri_talk","","1","","0.2","52","3","","1"
"","52041","vo_asb_0525","","vo_asb","","","52","21","0","0"
"0","52042","其他還有，戰鬥訓練中要配合步調時，\n還有走夜路要避開魔物的時候！","1","1","0","0","52","11","1","10"
"","52043","","","0","","","52","91","0","0"
"","52044","riri_idle_look","","1","","0.2","52","3","","1"
"","52045","idle_talkjoy2","","2","","0.2","52","3","","1"
"","52046","talk_precia","","3","","0.3","52","3","","1"
"","52047","vo_asb_0526","","vo_asb","","","52","21","0","0"
"0","52048","實用性，\n太高了。","1","3","0","0","52","11","1","10"
"","52049","","","0","","","52","91","0","0"
"","52050","","","52051","","","52","101","",""
"0","52051","1","0","1","","0.3","52","6","1","1"
"0","52052","1","0","2","","0.3","52","6","1","1"
"0","52053","1","0","3","","0.3","52","6","1","1"
"0","52054","1","0","0","","0.3","52","6","1","1"
"","52055","-130","1","1","","","52","2","0.3","-230"
"","52056","120","1","2","","","52","2","0.3","-245"
"","52057","-290","1","3","","","52","2","0.3","-255"
"","52058","-100","1","0","","","52","2","0.3","0"
"","52059","0","","0","","","52","22","",""
"","52060","0","","0.4","","","52","93","",""
"0","62001","1","-250","1","talk_joy","2.2","62","5","30","52"
"0","62002","1","0","1","","0","62","6","1","1"
"0","62003","0","0","0","black","1","62","5","50","29"
"0","62004","1","0","0","","0","62","6","1","1"
"","62005","","","0","","","62","91","",""
"0","62006","1","1","1","","0.2","62","6","1","1"
"0","62007","1","1","0","","0.2","62","6","1","1"
"","62008","-20","2","1","","","62","2","0.3","-250"
"","62009","0","2","0","","","62","2","0.3","0"
"","62010","0","","0.6","","","62","93","",""
"","62011","vo_asb_0621","","vo_asb","","","62","21","0","0"
"0","62012","演唱會結束後，\n慈樂之音的成員們來拜訪了。","1","1","0","0","62","11","1","10"
"","62013","","","0","","","62","91","0","0"
"","62014","wish_talk_joyR_riri","","1","","0.2","62","3","","1"
"","62015","vo_asb_0622","","vo_asb","","","62","21","0","0"
"0","62016","她們說「絕對要再一起跳舞」，\n還把手疊在我們的手上……","1","1","0","0","62","11","1","10"
"","62017","","","0","","","62","91","0","0"
"","62018","memoly_talk_joy","","1","","0.3","62","3","","1"
"","62019","vo_asb_0623","","vo_asb","","","62","21","0","0"
"0","62020","她們三位實在是又可愛又耀眼，\n我已經是，\n頭暈目眩了……","1","1","0","0","62","11","1","10"
"","62021","","","0","","","62","91","0","0"
"","62022","sad_talk2_dere","","1","","0.2","62","3","","1"
"","62023","vo_asb_0624","","vo_asb","","","62","21","0","0"
"0","62024","其實，與她們相疊的這隻手，\n我從那天以來一次都沒有洗過。","1","1","0","0","62","11","1","10"
"","62025","","","0","","","62","91","0","0"
"","62026","wish_talk_nervous_riri","","1","","0.3","62","3","","1"
"","62027","vo_asb_0625","","vo_asb","","","62","21","0","0"
"0","62028","雖然也不是沒感覺到\n璃亞用有點傻眼的視線\n看著我……\n但至少讓我再等半天……！","1","1","0","0","62","11","1","10"
"","62029","","","0","","","62","91","0","0"
"","62030","","","62031","","","62","101","",""
"0","62031","1","0","1","","0.3","62","6","1","1"
"0","62032","1","0","0","","0.3","62","6","1","1"
"","62033","-120","1","1","","","62","2","0.3","-250"
"","62034","-100","1","0","","","62","2","0.3","0"
"","62035","0","","0","","","62","22","",""
"","62036","0","","0.4","","","62","93","",""
"0","72001","1","-250","2","idle","2.2","72","5","30","52"
"0","72002","1","0","1","","0","72","6","1","1"
"0","72003","0","0","0","black","1","72","5","50","29"
"0","72004","1","0","0","","0","72","6","1","1"
"","72005","","","0","","","72","91","",""
"0","72006","1","1","1","","0.2","72","6","1","1"
"0","72007","1","1","0","","0.2","72","6","1","1"
"","72008","-20","2","1","","","72","2","0.3","-250"
"","72009","0","2","0","","","72","2","0.3","0"
"","72010","0","","0.6","","","72","93","",""
"","72011","clear_talk_normal","","1","","0.2","72","3","","1"
"","72012","vo_asb_0721","","vo_asb","","","72","21","0","0"
"0","72013","碧小姐好像很害羞。\n但不是有這樣的說法嗎？\n有共同話題的人，\n彼此更容易敞開心扉。","1","1","0","0","72","11","1","10"
"","72014","","","0","","","72","91","0","0"
"","72015","clear_kohon_talk_surprise","","1","","0.2","72","3","","1"
"","72016","vo_asb_0722","","vo_asb","","","72","21","0","0"
"0","72017","我的直覺是對的呢。\n雖然不像碧小姐那麼了解，\n但我也喜歡花草。\n我有種感覺，能跟這個人變得很要好。","1","1","0","0","72","11","1","10"
"","72018","","","0","","","72","91","0","0"
"","72019","clear_talk2_noShy","","1","","0.2","72","3","","1"
"","72020","vo_asb_0723","","vo_asb","","","72","21","0","0"
"0","72021","所以我啊，\n鼓起勇氣說出口了！\n「能跟妳當朋友嗎？」這句話。","1","1","0","0","72","11","1","10"
"","72022","","","0","","","72","91","0","0"
"0","72023","talk2ToWish","1","1","","0.2","72","3","clear_wish_talk_joy","0"
"","72024","vo_asb_0724","","vo_asb","","","72","21","0","0"
"0","72025","然後碧小姐她，\n臉就變得紅通通的，\n「嗯嗯！」地點頭如搗蒜。\n我當時心想，成功了！","1","1","0","0","72","11","1","10"
"","72026","","","0","","","72","91","0","0"
"","72027","clear_talk2_nervous","","1","","0.2","72","3","","1"
"","72028","vo_asb_0725","","vo_asb","","","72","21","0","0"
"0","72029","……但接下來，\n她說需要一點時間心理準備。\n而她的心理準備，\n可能會花上300年左右……","1","1","0","0","72","11","1","10"
"","72030","","","0","","","72","91","0","0"
"0","72031","talk2ToKohon","1","1","","0.2","72","3","clear_kohon_loop_shy","0"
"","72032","vo_asb_0726","","vo_asb","","","72","21","0","0"
"0","72033","也是啦……\n因為我突然間太太太心急了嘛……","1","1","0","0","72","11","1","10"
