16fb6785eff41b82857e5a8dfd1c80e45bdfd475aad3214738c186220ccd60a1,29c2304d034d65a240aa090c2332e03ecf7766cccb6915e49fe70dac8c2bfdca,13828f3578162c4306203afadb7bd31008b8d2310e379547fff2597b6b54eb43,64f445f47005774b0df479423f67b0130d000caf786a5c1a032f38c4f0723a61,b5997a4d41f3d5b290c4331449184775fb84be52a289c8e4cb238cf143cf03b6,c9e1ce749f9937f296341fc3bf77280a65e64a847c70d2ade43d806fb51f613e,22724dd7c8dab7662eff70cba3baa7ee404cb9fc06c47d6e3100c9bff4324095,3d61d1810a05195d00fa131a598ac261c1bb4aa9d6442aeded0ad3bf044df993,22ab0c028f660f652f7b8dc541c91b7f86ea721e7d6afce3a13b690454de1a8f,7093463cbedceaaefe8223056f60f333d178af2b12bff3c316034d0248dbd3df,f63c5b07d43fa54b45e44ec128b2a3b4663205198e12081f538359329a4628b5,b344fb366c1412620528a9219af6dd37eb57b27f3bc3de11871359228a0246ec,a0e1b481aae2d0a5fe19257fd2444047ae1d694604c0bb10226b92933f8dcbf2
"","","20","89","","89","1500","","","-1","We Are Golden","2019-10-15 16:00:00","We Are Golden"
"","","20","90","","90","1000","","","-1","空花大迴轉","2019-12-12 16:00:00","空花大旋轉"
"","","20","91","","91","1000","","","-1","森林的膽小鬼與神聖學院的問題兒童","2019-12-12 16:00:00","森林的膽小鬼與神聖學院的問題兒童"
"","","20","92","","92","1000","","","-1","劇毒曼德拉草","2019-12-12 16:00:00","劇毒曼德拉草"
"","","20","93","","93","1500","","","-1","好朋友新感覺","2019-12-12 16:00:00","好朋友新感覺"
"","","20","94","","94","1000","","","-1","跨越危險之根","2019-12-12 16:00:00","跨越危險之根"
"","","20","95","","95","1000","","","-1","香織的靈魂式空手道場","2019-12-12 16:00:00","香織的靈魂式空手道場"
"","","20","96","","96","1000","","","-1","小小勇敢的萬聖節之夜！","2019-12-12 16:00:00","小小勇敢的萬聖節之夜！"
"","","20","97","","97","1000","","","-1","幻影男爵","2019-12-12 16:00:00","幻影男爵"
"","","20","98","","98","1500","","","-1","惡作劇狂熱","2019-12-12 16:00:00","惡作劇狂熱"
"","","20","94","","99","1000","","","-1","泥濘森林的前方","2020-02-18 16:00:00","泥濘森林的前方"
"","","20","95","","100","1000","","","-1","大激戰！龍人們的接龍競賽","2020-02-18 16:00:00","大激戰！龍人們的接龍競賽"
"","","20","96","","101","1000","","","-1","龍的探索者們","2020-02-18 16:00:00","龍的探索者們"
"","","20","97","","102","1000","","","-1","似龍生物","2020-02-18 16:00:00","似龍生物"
"","","20","98","","103","1500","","","-1","in flames","2020-02-18 16:00:00","in flames"
"","","20","104","","104","1000","","","-1","獲得全新力量的試煉","2020-02-18 16:00:00","獲得全新力量的試煉"
"","","20","105","","105","1000","","","-1","禮物大恐慌！　蘭德索爾的聖誕老人們","2020-02-18 16:00:00","禮物大恐慌！　蘭德索爾的聖誕老人們"
"","","20","106","","106","1000","","","-1","復仇者馴鹿","2020-02-18 16:00:00","復仇者馴鹿"
"","","20","107","","107","1500","","","-1","Call Me Darling！","2020-02-18 16:00:00","Call Me Darling！"
"","","20","108","","108","1000","","","2015007","王都終末決戰","2020-04-20 16:00:00","王都終末決戰"
"","","20","109","","109","1000","","","2015007","與侍奉皇帝之徒的戰鬥","2020-04-20 16:00:00","與侍奉皇帝之徒的戰鬥"
"","","20","110","","110","1000","","","2015007","與神的決戰","2020-04-20 16:00:00","與神的決戰"
"","","20","111","","111","1000","","","-1","狂奔！　蘭德索爾的公會競速賽","2020-04-20 16:00:00","狂奔！　蘭德索爾的公會競速賽"
"","","20","112","","112","1000","","","-1","山神大人","2020-04-20 16:00:00","山神大人"
"","","20","113","","113","1500","","","-1","SAI＊KOU起跑衝刺","2020-04-20 16:00:00","SAI＊KOU起跑衝刺"
"","","20","114","","114","1000","","","-1","遙望著大海","2020-04-20 16:00:00","遙望著大海"
"","","20","115","","115","1000","","","-1","魔法少女　兩人是Misty&Purely","2020-04-20 16:00:00","魔法少女　兩人是Misty&Purely"
"","","20","116","","116","1000","","","-1","反逆獸","2020-04-20 16:00:00","反逆獸"
"","","20","117","","117","1500","","","-1","枝葉流光下的蒙太奇","2020-04-20 16:00:00","枝葉流光下的蒙太奇"
"","","20","118","","118","1000","","","-1","目標成為偶像！","2020-09-30 16:00:00","目標成為偶像！"
"","","20","119","","119","1000","","","-1","回憶的足跡","2020-09-30 16:00:00","回憶的足跡"
"","","20","120","","120","1000","","","-1","公主騎士","2020-06-18 10:00:00","公主騎士"
"","","20","121","","121","1000","","","-1","恩賜的財團與神聖學院的問題兒童","2020-06-18 10:00:00","恩賜的財團與神聖學院的問題兒童"
"","","20","122","","122","1000","","","-1","好朋友X","2020-06-18 10:00:00","好朋友X"
"","","20","123","","123","1500","","","-1","青春翻轉家","2020-06-18 10:00:00","青春翻轉家"
"","","20","124","","124","1000","","","-1","密林暗處潛伏者","2020-06-18 10:00:00","密林暗處潛伏者"
"","","20","125","","125","1500","","","2101001","Mirage Game","2020-06-18 10:00:00","Mirage Game"
"","","20","126","","126","1500","","","2101014","Yes！ Precious Harmony！","2020-06-18 10:00:00","Yes！ Precious Harmony！"
"","","20","127","","127","1000","","","-1","啾啾大恐慌！　保衛起司大作戰！","2020-05-15 15:00:00","啾啾大恐慌！　保衛起司大作戰！"
"","","20","128","","128","1000","","","-1","牧場的四農士　貧窮農場奮鬥記！","2020-05-15 15:00:00","牧場的四農士　貧窮農場奮鬥記！"
"","","20","129","","129","1000","","","-1","忍者首領半藏","2020-05-15 15:00:00","忍者首領半藏"
"","","20","130","","130","1500","","","-1","Heartful Place","2020-05-15 15:00:00","Heartful Place"
"","","20","131","","131","1000","","","-1","不可思議之國的璃乃 小小愛麗絲與希望的繪本","2020-06-17 15:00:00","不可思議之國的璃乃 小小愛麗絲與希望的繪本"
"","","20","132","","132","1000","","","-1","暗黑之王賈巴沃克","2020-06-17 15:00:00","暗黑之王賈巴沃克"
"","","20","133","","133","1500","","","-1","童話故事就在夢中","2020-06-17 15:00:00","童話故事就在夢中"
"","","20","134","","134","1000","","","-1","幽靜森林","2020-06-17 15:00:00","幽靜森林"
"","","20","135","","135","1000","","","-1","七夕劍客旅情譚 天際川流夏之戀","2020-07-15 15:00:00","七夕劍客旅情譚 天際川流夏之戀"
"","","20","136","","136","1000","","","-1","覺醒‧花心星","2020-07-15 15:00:00","覺醒‧花心星"
"","","20","137","","137","1500","","","-1","黃昏太平旅路之歌","2020-07-15 15:00:00","黃昏太平旅路之歌"
"","","20","138","","138","1000","","","-1","美里的夏日聲援！　追夢的盛夏棒球隊","2020-11-12 12:00:00","美里的夏日聲援！　追夢的盛夏棒球隊"
"","","20","139","","139","1000","","","-1","海岸暴君‧鮫吉","2020-11-12 12:00:00","海岸暴君‧鮫吉"
"","","20","140","","140","1000","","","-1","猛訓打擊道！　美里的全壘打訓練場","2020-11-12 12:00:00","猛訓打擊道！　美里的全壘打訓練場"
"","","20","141","","141","1000","","","-1","目標全壘打！","2020-11-12 12:00:00","目標全壘打！"
"","","20","142","","142","1000","","","-1","夏天的回憶","2020-11-12 12:00:00","夏天的回憶"
"","","20","143","","143","1500","","","-1","那個夏天的記憶","2020-11-12 12:00:00","那個夏天的記憶"
"","","20","144","","144","1000","","","-1","清澈的河水聲","2020-11-12 12:00:00","清澈的河水聲"
"","","20","145","","145","1000","","","-1","Happy‧Change‧Angels","2020-11-12 12:00:00","Happy‧Change‧Angels"
"","","20","146","","146","1000","","","-1","失控的純潔之弓","2020-11-12 12:00:00","失控的純潔之弓"
"","","20","147","","147","1500","","","-1","吶吶Please！","2020-11-12 12:00:00","吶吶Please！"
"","","20","148","","148","1000","","","-1","迴盪的尖叫！萬聖鬼怪狂歡節","2021-01-12 12:00:00","迴盪的尖叫！萬聖鬼怪狂歡節"
"","","20","149","","149","1000","","","-1","驚叫鬼魂教父","2021-01-12 12:00:00","驚叫鬼魂教父"
"","","20","150","","150","1500","","","-1","Paradox","2021-01-12 12:00:00","Paradox"
"","","20","151","","151","1000","","","-1","魔法提督Lovely★莫妮卡　Let's Go！魔法的四重奏！","2021-01-12 12:00:00","魔法提督Lovely★莫妮卡　Let's Go！魔法的四重奏！"
"","","20","152","","152","1000","","","-1","反逆獸 de M","2021-01-12 12:00:00","反逆獸 de M"
"","","20","153","","153","1500","","","-1","閃耀吧！Lovely★Dreamy","2021-01-12 12:00:00","閃耀吧！Lovely★Dreamy"
"","","20","154","","154","1000","","","-1","跨越斷崖　前進山麓","2021-01-12 12:00:00","跨越斷崖　前進山麓"
"","","20","155","","155","1000","","","-1","名媛初登夢想秘境　聖誕夜的戀愛遊戲","2020-12-21 15:00:00","名媛初登夢想秘境　聖誕夜的戀愛遊戲"
"","","20","156","","156","1000","","","-1","被操控的雪人","2020-12-21 15:00:00","被操控的雪人"
"","","20","157","","157","1500","","","-1","Holy Passion Roses","2020-12-21 15:00:00","Holy Passion Roses"
"","","20","158","","158","1000","","","-1","新春美食家公主！　賭上關鍵一擲的少女們","2021-01-22 15:00:00","新春美食家公主！　賭上關鍵一擲的少女們"
"","","20","159","","159","1000","","","-1","究極金槍鮪","2021-01-22 15:00:00","究極金槍鮪"
"","","20","160","","160","1500","","","-1","Brand New Sunrise","2021-01-22 15:00:00","Brand New Sunrise"
"","","20","161","","161","1000","","","-1","無比珍貴的日常","2021-02-15 15:00:00","無比珍貴的日常"
"","","20","162","","162","1000","","","-1","離別與決意","2021-02-15 15:00:00","離別與決意"
"","","20","163","","163","1000","","","-1","黑風之精靈","2021-02-15 15:00:00","黑風之精靈"
"","","20","164","","164","1500","","","-1","心的思念 ～心的思念～","2021-02-15 15:00:00","心的思念 ～心的思念～"
"","","20","165","","165","1000","","","-1","灰姑娘課程　璀璨的日子有著蘋果的滋味","2021-06-01 15:00:00","灰姑娘課程　璀璨的日子有著蘋果的滋味"
"","","20","166","","166","1000","","","-1","魔物的公主","2021-06-01 15:00:00","魔物的公主"
"","","18","167","","167","1500","","","-1","戀愛閃亮魔法☆彡","2021-06-01 15:00:00","戀愛閃亮魔法☆彡"
"","","20","168","","168","1000","","","-1","鋼鐵聖女與神聖學院的問題兒童","2021-06-01 15:00:00","鋼鐵聖女與神聖學院的問題兒童"
"","","20","169","","169","1000","","","-1","無名的藝術","2021-06-01 15:00:00","無名的藝術"
"","","20","170","","170","1500","","","-1","無敵DREAMING","2021-06-01 15:00:00","無敵DREAMING"
"","","20","171","","171","1000","","","-1","祈梨ＳＯＳ！！　踏上時空旅行的龍人族","2021-07-12 12:00:00","祈梨ＳＯＳ！！　踏上時空旅行的龍人族"
"","","20","172","","172","1000","","","-1","爆裂‧時間儀","2021-07-12 12:00:00","爆裂‧時間儀"
"","","20","173","","173","1500","","","-1","Seize The Day！","2021-07-12 12:00:00","Seize The Day！"
"","","20","174","","174","1000","","","-1","心電感應！碧與玩具朋友們","2021-10-07 12:00:00","心電感應！碧與玩具朋友們"
"","","20","175","","175","1000","","","-1","究極機械玩具王","2021-10-07 12:00:00","究極機械玩具王"
"","","20","176","","176","1500","","","-1","邊緣人的朋友進行曲","2021-10-07 12:00:00","邊緣人的朋友進行曲"
"","","20","177","","177","1000","","","-1","於飛舞的沙塵之中","2021-10-07 12:00:00","於飛舞的沙塵之中"
"","","20","178","","178","1000","","","-1","永不完結的夏日計畫　盛夏的雙人獨佔樂園","2021-10-07 12:00:00","永不完結的夏日計畫　盛夏的雙人獨佔樂園"
"","","20","179","","179","1000","","","-1","暑假作業","2021-10-07 12:00:00","暑假作業"
"","","20","180","","180","1500","","","-1","Only Only You","2021-10-07 12:00:00","Only Only You"
"","","20","181","","181","1000","","","-1","慈樂之音的夏日演唱會　Just a moment！","2021-12-09 12:00:00","慈樂之音的夏日演唱會　Just a moment！"
"","","20","182","","182","1000","","","-1","女王歌唱水母","2021-12-09 12:00:00","女王歌唱水母"
"","","20","183","","183","1500","","","-1","Just a Moment！","2021-12-09 12:00:00","Just a moment！"
"","","20","184","","184","1500","","","-1","Shining Future （Battle Arrange Ver.）","2021-12-09 12:00:00","Shining Future 戰鬥編曲版本"
"","","20","185","","185","1000","","","-1","大江戶的非法病歷　Dr.深月的診療室","2021-12-09 12:00:00","大江戶的非法病歷　Dr.深月的診療室"
"","","20","186","","186","1000","","","-1","基古魯博士","2021-12-09 12:00:00","基古魯博士"
"","","20","187","","187","1500","","","-1","Narcistration♡","2021-12-09 12:00:00","Narcistration♡"
"","","20","188","","188","1000","","","2109007","軍團之戰","2021-12-17 16:00:00","軍團之戰"
"","","20","189","","189","1000","","","2109007","VS憤怒軍團　與阿澤爾德的戰鬥","2021-12-17 16:00:00","VS憤怒軍團　與阿澤爾德的戰鬥"
"","","20","190","","190","1000","","","2109007","VS憤怒軍團　與卡里莎的戰鬥","2021-12-17 16:00:00","VS憤怒軍團　與卡里莎的戰鬥"
"","","20","191","","191","1000","","","2109007","VS憤怒軍團　與贊恩的戰鬥","2021-12-17 16:00:00","VS憤怒軍團　與贊恩的戰鬥"
"","","20","192","","192","1000","","","2109007","VS憤怒軍團　與美空的戰鬥","2021-12-17 16:00:00","VS憤怒軍團　與美空的戰鬥"
"","","20","193","","193","1000","","","2109007","VS憤怒軍團　與蘭法的戰鬥","2021-12-17 16:00:00","VS憤怒軍團　與蘭法的戰鬥"
"","","20","194","","194","1000","","","-1","萬聖節拯救隊大亂鬥！　捕獲毛茸茸大作戰","2021-12-09 12:00:00","萬聖節拯救隊大亂鬥！　捕獲毛茸茸大作戰"
"","","20","195","","195","1000","","","-1","哀暴小棉花糖","2021-12-09 12:00:00","哀暴小棉花糖"
"","","20","196","","196","1500","","","-1","Halloween Monster Jam ！！！","2021-12-09 12:00:00","Halloween Monster Jam ！！！"
"","","20","197","","197","1000","","","-1","魔法少女外傳　黑暗魔法★三人組！","2022-01-25 12:00:00","魔法少女外傳　魔法的★黑色魅力！"
"","","20","198","","198","1000","","","-1","反逆獸‧三重","2022-01-25 12:00:00","反逆獸‧三重"
"","","20","199","","199","1500","","","-1","GREEDY LOVE","2022-01-25 12:00:00","GREEDY LOVE"
"","","20","200","","200","1000","","","-1","聖誕布丁快樂！　飛舞的少女與飽含真心的點心","2021-12-15 15:00:00","聖誕布丁快樂！ 飛舞的少女與飽含真心的點心"
"","","20","201","","201","1000","","","-1","孤伶伶的聖誕夜妖精","2021-12-15 15:00:00","孤伶伶的聖誕夜妖精"
"","","20","202","","202","1000","","","-1","宮子廚房　通往究極之路","2021-12-15 15:00:00","宮子廚房 通往究極之路"
"","","20","203","","203","1500","","","-1","布丁‧聖‧代‧聖誕節來的！","2021-12-15 15:00:00","布丁聖代聖誕節來的"
"","","20","204","","204","1000","","","-1","新春美食回憶　雪菲的跑腿大作戰！","2022-01-15 15:00:00","新春美食回憶雪菲的跑腿大作戰"
"","","20","205","","205","1000","","","-1","邪牛神哞猛","2022-01-15 15:00:00","邪牛神哞猛"
"","","20","206","","206","1500","","","-1","Ice Wings","2022-01-15 15:00:00","Ice Wings"
"","","20","207","","207","1000","","","-1","尋找線索","2022-02-15 15:00:00","尋找線索"
"","","20","208","","208","1000","","","-1","到大家所度過的世界","2022-02-15 15:00:00","到大家所度過的世界"
"","","20","209","","209","1000","","","-1","超載力量","2022-02-15 15:00:00","超載力量"
"","","20","210","","210","1500","","","-1","Asymmetric World","2022-02-15 15:00:00","Asymmetric World"
"","","20","211","","211","1000","","","-1","大家的情感","2022-02-15 15:00:00","大家的情感"
"","","20","212","","212","1000","","","-1","Sweet Tiny Stage！ 新進女演員與小小淑女","2022-03-15 15:00:00","Sweet Tiny Stage！ 新進女演員與小小淑女"
"","","20","213","","213","1000","","","-1","仇鼠‧怒髮衝冠的啾二","2022-03-15 15:00:00","仇鼠‧怒髮衝冠的啾二"
"","","20","214","","214","1000","","","-1","Happy Anniv.特別版 蘭德索爾猜謎連結！","2022-03-15 15:00:00","Happy Anniv.特別版 蘭德索爾猜謎連結！"
"","","20","215","","215","1000","","","-1","Thinking Time！","2022-03-15 15:00:00","Thinking Time！"
"","","20","216","","216","1500","","","-1","聽得見音樂劇嗎？","2022-03-15 15:00:00","聽得見音樂劇嗎？"
"","","20","217","","217","1500","","","2109012","Crossing Truth","2022-03-15 15:00:00","Crossing Truth"
"","","20","218","","218","1000","","","-1","交出寶物！透明怪盜雙人組","2022-04-15 15:00:00","交出寶物！透明怪盜雙人組"
"","","20","219","","219","1000","","","-1","貪婪暴君‧賭場王","2022-04-15 15:00:00","貪婪暴君‧賭場王"
"","","20","220","","220","1500","","","-1","Secret Longing","2022-04-15 15:00:00","Secret Longing"
"","","20","221","","221","1000","","","-1"," Episode of Pirate　海盜島上被詛咒的遺寶","2022-05-15 15:00:00","海盜篇章　海盜島受詛咒的遺寶"
"","","20","222","","222","1000","","","-1","受解放的寶藏守護者","2022-05-15 15:00:00","受解放的寶藏守護者"
"","","20","223","","223","1500","","","-1","無敵海盜","2022-05-15 15:00:00","無敵海盜"
"","","20","224","","224","1000","","","-1","莊嚴的熱沙","2022-05-15 15:00:00","莊嚴的熱沙"
"","","20","225","","225","1000","","","-1","Enjoy＆Refresh！　天差地遠的女孩露營","2022-06-15 15:00:00","Enjoy＆Refresh！　天差地遠的女孩露營"
"","","20","226","","226","1000","","","-1","阿斯特賴亞牛肝菌","2022-06-15 15:00:00","阿斯特賴亞牛肝菌"
"","","20","227","","227","1500","","","-1","SAN！SHINE PARTY","2022-06-15 15:00:00","SAN！SHINE PARTY"
