e10b4eb58240812ccab8fa9b714245a317170f42e20f1f95fd434b6ad2d5f65c,49f7d532e50955804545e171f9bb7c398cc75661dd272c2376985724499e9705,7823a2a5fc711cd222344cd117aebdf8be2b21a1d36d463ee58648d959c204ad,797c6d60563faafcc7f8fa9859456860c9d895262fe12bfd754f482d6ad2c8d1,109b44c635a82b69463808c402c4b07060ce747dc29098ffef65eedadf63d021,c2b0e5f9aad1b433f58ed660ee5281a3474a355fe4a69430929ca078b88d8907,9b32f2f215c0edd6fd9596b978783d3d5823e6d7d182285a736d488d8006f3bc,edf723160eab50fac5c083232af2be0c9c2c5a75522d38307004a4af0afd2443,7b302394c387815d1a9e8d733e1000de211dce7e22e84ddec506d012c97fc124,2cf452971c2c377d96d35513f30f4677bbf807e15a85fe024680b39518f52898,b071873fdbc7c640ffad6f1a7b5864538be00298f77a57f70d6e87a62a5dc5c3
"top_luis_surprise_look","0","4035","1","","","","3","4","","1"
"0","","4036","","","","","93","4","","3.764"
"top_luis_thinking","0.2","4037","1","","","","3","4","","1"
"0","","4038","","","","","32","4","","11"
"0","","4039","","","","","93","4","","2"
"top_iroha_walk","0","4040","1","","","","3","4","","2"
"1","","4041","","","","","4","4","","2"
"400","","4042","-130","3","","0","2","4","","2"
"400","","4043","-130","3","","0","33","4","","11"
"0","","4044","","","","","93","4","","3"
"top_iroha_walk_out","0.2","4045","0","idle_normal","0","1","3","4","","2"
"0","","4046","","","","","93","4","","0.4"
"top_iroha_sit_in","0.2","4047","0","","0.2","","3","4","","2"
"0","","4048","","","","","93","4","","4"
"","","4049","","","","","101","4","","4007"
"3","1.4","5001","100","350","1","-130","5","5","top_sono_readPaper","3"
"2","1.4","5002","110","452","1","-130","5","5","top_iroha_read_loop","2"
"0","","5003","","","","","91","5","","0"
"top_iroha_read_loop","0.2","5004","1","","","","3","5","","2"
"top_sono_readPaper","0.2","5005","1","","","","3","5","","3"
"0","","5006","","","","","93","5","","13.6"
"top_sono_sit_out","0.2","5007","0","top_sono_stretch","0","1","3","5","","3"
"287","","5008","-130","0.3","","0","2","5","","3"
"0","","5009","","","","","93","5","","3.5"
"top_sono_drink","0.2","5010","1","","","","3","5","","3"
"0","","5011","","","","","93","5","","2.6"
"top_iroha_read_look","0.4","5012","0","","","","3","5","","2"
"0","","5013","","","","","93","5","","7.9"
"top_sono_sit_in","0.2","5014","0","","","","3","5","","3"
"0","","5015","","","","","93","5","","0.1"
"top_iroha_read_loop","0.2","5016","1","","","","3","5","","2"
"350","","5017","-130","0.3","","0","2","5","","3"
"0","","5018","","","","","93","5","","2.5"
"","","5019","","","","","101","5","","5005"
"1","1.4","6001","100","-216","1","-103","5","6","idle_normal","1"
"3","1.38","6002","101","350","1","-130","5","6","top_sono_readPaper_loop","3"
"10","1","6003","475","-18","","1","31","6","","10"
"13","0","6004","56","-140","","1","31","6","","13"
"14","0","6005","56","-140","","1","31","6","","14"
"0","","6006","","","","","91","6","","0"
"top_sono_readPaper_loop","0.2","6007","1","","","","3","6","","3"
"top_luis_arm_crossed_in","0.2","6008","0","top_luis_arm_crossed_idle","0","1","3","6","","1"
"0","","6009","","","","","93","6","","4"
"top_luis_approach_in","0.2","6010","0","top_luis_approach_idle","0","1","3","6","","1"
"0","","6011","","","","","93","6","","3.5"
"top_luis_thinking","0.2","6012","1","","","","3","6","","1"
"0","","6013","","","","","93","6","","3.5"
"top_luis_walk_think","0.2","6014","1","","","","3","6","","1"
"-495","","6015","-103","2","","0","2","6","","1"
"0","","6016","","","","","93","6","","2"
"0","","6017","","","","","4","6","","1"
"-216","","6018","-103","2","","0","2","6","","1"
"0","","6019","","","","","93","6","","2"
"top_luis_notice","0","6020","1","","","","3","6","","1"
"0","","6021","","","","","93","6","","1"
"top_luis_walk_jog","0.2","6022","1","","","","3","6","","1"
"-100","","6023","-130","0.5","","0","2","6","","1"
"0","","6024","","","","","93","6","","0.5"
"1","","6025","","","","","4","6","","1"
"top_luis_sit_in","0.2","6026","0","top_luis_sit_idle","0","1","3","6","","1"
"0","","6027","","","","","93","6","","0.1"
"-57","","6028","-140","0.4","","0","2","6","","1"
"0","","6029","","","","","93","6","","0.4"
"-16","","6030","-140","0","","0","2","6","","1"
"0","","6031","","","","","4","6","","1"
"0","","6032","","","","","93","6","","0.6"
"top_luis_experiment_failer_in","0.2","6033","0","","","","3","6","","1"
"0","","6034","","","","","93","6","","2.3"
"top_luis_experiment_failer_mix","0.1","6035","0","","","","3","6","","1"
"0","","6036","","","","","93","6","","2.7"
"top_sono_notice_in_surprise","0.2","6037","0","top_sono_notice_loop_surprise","0","1","3","6","","3"
"1","","6038","","","","","32","6","","13"
"top_luis_experiment_failer_burst","0.1","6039","0","","","","3","6","","1"
"0","","6040","","","","","93","6","","2.7"
"top_sono_readPaper_loop","0.2","6041","1","","","","3","6","","3"
"top_luis_experiment_failer_out","0.1","6042","0","","","","3","6","","1"
"0","","6043","","","","","93","6","","1.1"
"top_luis_sit_out","0.2","6044","0","idle_normal","0","1","3","6","","1"
"1","","6045","","","","","4","6","","1"
"-57","","6046","-140","0","","0","2","6","","1"
"-100","","6047","-130","0.3","","0","2","6","","1"
"0","","6048","","","","","93","6","","1"
"walk_normal","0.2","6049","0","","","","3","6","","1"
"-216","","6050","-103","1","","0","2","6","","1"
"0","","6051","","","","","93","6","","1"
"idle_normal","0.1","6052","0","","","","3","6","","1"
"0","","6053","","","","","93","6","","0.8"
"0","","6054","","","","","32","6","","13"
"top_luis_arm_crossed_in","0.2","6055","0","top_luis_arm_crossed_idle","0","1","3","6","","1"
"0","","6056","","","","","93","6","","4"
"top_luis_approach_in","0.2","6057","0","top_luis_approach_idle","0","1","3","6","","1"
"0","","6058","","","","","93","6","","3.5"
"top_luis_thinking","0.2","6059","1","","","","3","6","","1"
"0","","6060","","","","","93","6","","3.5"
"top_luis_walk_think","0.2","6061","1","","","","3","6","","1"
"-495","","6062","-103","2","","0","2","6","","1"
"0","","6063","","","","","93","6","","2"
"0","","6064","","","","","4","6","","1"
"-216","","6065","-103","2","","0","2","6","","1"
"0","","6066","","","","","93","6","","2"
"top_luis_notice","0","6067","1","","","","3","6","","1"
"0","","6068","","","","","93","6","","1"
"top_luis_walk_jog","0.2","6069","1","","","","3","6","","1"
"-100","","6070","-130","0.5","","0","2","6","","1"
"0","","6071","","","","","93","6","","0.5"
"1","","6072","","","","","4","6","","1"
"top_luis_sit_in","0.2","6073","0","top_luis_sit_idle","0","1","3","6","","1"
"0","","6074","","","","","93","6","","0.1"
"-57","","6075","-140","0.4","","0","2","6","","1"
"0","","6076","","","","","93","6","","0.4"
"-16","","6077","-140","0","","0","2","6","","1"
"0","","6078","","","","","4","6","","1"
"0","","6079","","","","","93","6","","0.6"
"top_luis_experiment_success_in","0.2","6080","0","","","","3","6","","1"
"0","","6081","","","","","93","6","","2.3"
"top_luis_experiment_success_mix","0.1","6082","0","","","","3","6","","1"
"0","","6083","","","","","93","6","","2.7"
"top_sono_notice_in_dere","0.2","6084","0","top_sono_notice_loop_dere","0","1","3","6","","3"
"1","","6085","","","","","32","6","","14"
"top_luis_experiment_success_burst","0.1","6086","0","","","","3","6","","1"
"0","","6087","","","","","93","6","","2.7"
"top_sono_readPaper_loop","0.2","6088","1","","","","3","6","","3"
"top_luis_experiment_success_out","0.1","6089","0","","","","3","6","","1"
"0","","6090","","","","","93","6","","1.1"
"top_luis_sit_out","0.2","6091","0","idle_normal","0","1","3","6","","1"
"1","","6092","","","","","4","6","","1"
"-57","","6093","-140","0","","0","2","6","","1"
"-100","","6094","-130","0.3","","0","2","6","","1"
"0","","6095","","","","","93","6","","1"
"walk_normal","0.2","6096","0","","","","3","6","","1"
"-216","","6097","-103","1","","0","2","6","","1"
"0","","6098","","","","","93","6","","1"
"idle_normal","0.1","6099","0","","","","3","6","","1"
"0","","6100","","","","","93","6","","0.8"
"0","","6101","","","","","32","6","","14"
"","","6102","0","0","","","101","6","","6008"
"1","1.4","7001","100","-216","1","-103","5","7","idle_normal","1"
"2","1.43","7002","110","452","1","-130","5","7","top_iroha_read_loop","2"
"3","1.38","7003","101","350","1","-130","5","7","top_sono_readPaper_loop","3"
"11","1.4","7004","111","980","1","130","5","7","butterfly","11"
"11","0","7005","452","-130","","1","31","7","","11"
"14","0","7006","56","-140","","1","31","7","","14"
"0","","7007","","","","","91","7","","0"
"top_iroha_read_loop","0.2","7008","1","","","","3","7","","2"
"top_sono_readPaper_loop","0.2","7009","1","","","","3","7","","3"
"top_luis_arm_crossed_in","0.2","7010","0","top_luis_arm_crossed_idle","0","1","3","7","","1"
"0","","7011","","","","","93","7","","4"
"top_luis_approach_in","0.2","7012","0","top_luis_approach_idle","0","1","3","7","","1"
"0","","7013","","","","","93","7","","3.5"
"top_luis_thinking","0.2","7014","1","","","","3","7","","1"
"0","","7015","","","","","93","7","","3.5"
"top_luis_walk_think","0.2","7016","1","","","","3","7","","1"
"-495","","7017","-103","2","","0","2","7","","1"
"0","","7018","","","","","93","7","","2"
"0","","7019","","","","","4","7","","1"
"-216","","7020","-103","2","","0","2","7","","1"
"0","","7021","","","","","93","7","","2"
"top_luis_notice","0","7022","1","","","","3","7","","1"
"0","","7023","","","","","93","7","","1"
"top_luis_walk_jog","0.2","7024","1","","","","3","7","","1"
"-100","","7025","-130","0.5","","0","2","7","","1"
"0","","7026","","","","","93","7","","0.5"
"1","","7027","","","","","4","7","","1"
"top_luis_sit_in","0.2","7028","0","top_luis_sit_idle","0","1","3","7","","1"
"0","","7029","","","","","93","7","","0.1"
"-57","","7030","-140","0.4","","0","2","7","","1"
"0","","7031","","","","","93","7","","0.4"
"-16","","7032","-140","0","","0","2","7","","1"
"0","","7033","","","","","4","7","","1"
"0","","7034","","","","","93","7","","0.6"
"top_luis_experiment_success_in","0.2","7035","0","","","","3","7","","1"
"0","","7036","","","","","93","7","","2.3"
"top_luis_experiment_success_mix","0.1","7037","0","","","","3","7","","1"
"0","","7038","","","","","93","7","","2.7"
"top_sono_notice_in_dere","0.2","7039","0","top_sono_notice_loop_dere","0","1","3","7","","3"
"top_iroha_read_look_light","0.2","7040","1","","","","3","7","","2"
"1","","7041","","","","","32","7","","14"
"top_luis_experiment_success_burst","0.1","7042","0","","","","3","7","","1"
"0","","7043","","","","","93","7","","2.7"
"top_sono_readPaper_loop","0.2","7044","1","","","","3","7","","3"
"top_iroha_read","0.2","7045","1","","","","3","7","","2"
"top_luis_experiment_success_out","0.1","7046","0","","","","3","7","","1"
"0","","7047","","","","","93","7","","1.1"
"top_luis_sit_out","0.2","7048","0","idle_normal","0","1","3","7","","1"
"1","","7049","","","","","4","7","","1"
"-57","","7050","-140","0","","0","2","7","","1"
"-100","","7051","-130","0.3","","0","2","7","","1"
"0","","7052","","","","","93","7","","1"
"walk_normal","0.2","7053","0","","","","3","7","","1"
"-216","","7054","-103","1","","0","2","7","","1"
"0","","7055","","","","","93","7","","1"
"idle_normal","0.1","7056","0","","","","3","7","","1"
"0","","7057","","","","","93","7","","0.8"
"0","","7058","","","","","32","7","","14"
"top_luis_thinking","0.2","7059","1","","","","3","7","","1"
"0","","7060","","","","","93","7","","5.1"
"1","","7061","","","","","4","7","","11"
"-980","","7062","130","7","","0","2","7","","11"
"0","","7063","","","","","93","7","","2.5"
"top_iroha_read_notice","0.2","7064","0","","","","3","7","","2"
"0","","7065","","","","","93","7","","0.6"
"top_iroha_notice_to_run","0","7066","0","top_iroha_run","0","1","3","7","","2"
"0","","7067","","","","","93","7","","0.4"
"1","","7068","","","","","32","7","","11"
"smokeR","","7069","","","","","37","7","","11"
"-980","","7070","-130","4.2","","0","33","7","","11"
"-980","","7071","-130","4.2","","0","2","7","","2"
"0","","7072","","","","","93","7","","0.2"
"top_sono_notice_in_surprise","0.2","7073","0","top_sono_notice_loop_surprise","0","1","3","7","","3"
"0","","7074","","","","","93","7","","1.7"
"top_luis_surprise_in","0.2","7075","0","top_luis_surprise_idle","0","1","3","7","","1"
"0","","7076","","","","","93","7","","2.5"
"0","","7077","","","","","32","7","","11"
"0","","7078","","","","","93","7","","1"
"0","","7079","","","","","4","7","","11"
"980","","7080","130","7","","0","2","7","","11"
"0","","7081","","","","","93","7","","1.5"
"1","","7082","","","","","32","7","","11"
"smokeL","","7083","","","","","37","7","","11"
"980","","7084","-130","5.964","","0","33","7","","11"
"top_iroha_run_joy","0","7085","1","","","","3","7","","2"
"0","","7086","","","","","4","7","","2"
"980","","7087","-130","5.964","","0","2","7","","2"
"0","","7088","","","","","93","7","","2.2"
"top_luis_surprise_look","0","7089","1","","","","3","7","","1"
"0","","7090","","","","","93","7","","1.8"
"top_sono_notice_loop_look","0","7091","1","","","","3","7","","3"
"0","","7092","","","","","93","7","","1.964"
"0","","7093","","","","","32","7","","11"
"0","","7094","","","","","93","7","","0.5"
"top_luis_thinking","0.2","7095","1","","","","3","7","","1"
"0","","7096","","","","","93","7","","1.5"
"top_iroha_walk","0","7097","1","","","","3","7","","2"
"1","","7098","","","","","4","7","","2"
"1032","","7099","-130","0","","0","2","7","","2"
"1032","","7100","-130","0","","0","33","7","","11"
"452","","7101","-130","3","","0","2","7","","2"
"452","","7102","-130","3","","0","33","7","","11"
"0","","7103","","","","","93","7","","3"
"top_iroha_walk_out","0.2","7104","0","idle_normal","0","1","3","7","","2"
"0","","7105","","","","","93","7","","0.4"
"top_iroha_sit_in","0.2","7106","0","top_iroha_read_loop","0.2","1","3","7","","2"
"top_sono_readPaper","0.2","7107","1","","","","3","7","","3"
"0","","7108","","","","","93","7","","4"
"0","","7109","","","","","93","7","","9.6"
"top_sono_sit_out","0.2","7110","0","top_sono_stretch","0","1","3","7","","3"
"287","","7111","-130","0.3","","0","2","7","","3"
"0","","7112","","","","","93","7","","3.5"
"top_sono_drink","0.2","7113","1","","","","3","7","","3"
"0","","7114","","","","","93","7","","2.6"
"top_iroha_read_look","0.4","7115","0","","","","3","7","","2"
"0","","7116","","","","","93","7","","3.5"
"top_luis_thinking_look","0.2","7117","1","","","","3","7","","1"
"0","","7118","","","","","93","7","","2.9"
"top_luis_thinking","0.2","7119","1","","","","3","7","","1"
"0","","7120","","","","","93","7","","1.5"
"top_sono_sit_in","0.2","7121","0","","","","3","7","","3"
"0","","7122","","","","","93","7","","0.1"
"top_iroha_read_loop","0.2","7123","1","","","","3","7","","2"
"350","","7124","-130","0.3","","0","2","7","","3"
"0","","7125","","","","","93","7","","2.5"
"top_sono_readPaper_loop","0.2","7126","1","","","","3","7","","3"
"0","","7127","","","","","93","7","","1"
"","","7128","","","","","101","7","","7012"
"3","1.4","11001","100","350","1","-130","5","11","sit_readPaper","3"
"1","1.5","11002","102","950","0","-150","5","11","empty","1"
"10","1","11003","475","-18","","1","31","11","","10"
"11","0","11004","350","-130","","1","31","11","","11"
"0","","11005","","","","","91","11","","0"
"1","","11006","","","","","93","11","","0.5"
"vo_alces_1100","","11007","0","0","","","21","11","","vo_alces"
"…………\n…………","10","11008","10","1","0","0","11","11","0.5","3"
"","","11009","0","0","","","91","11","","0"
"sit_readPaperTurn","0.2","11010","0","sit_readPaper","0","1","3","11","","3"
"1","","11011","","","","","93","11","","1"
"0","","11012","","","","","93","11","","1"
"sit_readPaper_surprise","0.2","11013","1","","","","3","11","","3"
"vo_alces_1101","","11014","0","0","","","21","11","","vo_alces"
"…………\n…………","10","11015","10","1","0","0","11","11","0.5","3"
"","","11016","0","0","","","91","11","","0"
"0","","11017","","","","","93","11","","1"
"se_alces_emotion_exQuestion","","11018","","","","","23","11","","se_alces"
"3","10","11019","0.2","0","0","0","12","11","","3"
"sit_readPaper_notice_in","0.1","11020","0","sit_readPaper_notice_loop","0","1","3","11","","3"
"0","","11021","","","","","93","11","","1.2"
"sit_readPaper_kira_in","0.2","11022","0","sit_readPaper_kira_talk","0","1","3","11","","3"
"vo_alces_1102","","11023","0","0","","","21","11","","vo_alces"
"……！！\n番茄一包三顆只要150盧幣！？\n太神了吧！？","0","11024","10","1","0","0","11","11","3.2","3"
"","","11025","","","","","91","11","","0"
"0.5","","11026","","","","","22","11","","0"
"sit_out_readPaper_light","0.2","11027","1","","","","3","11","","3"
"0","","11028","","","","","93","11","","0.5"
"sono_walletPick_in","0.2","11029","1","","","","3","11","","3"
"0","","11030","","","","","93","11","","1.8"
"sono_walk_quick_R_in","0.2","11031","0","sono_walk_quick_R","0","1","3","11","","3"
"1","","11032","","","","","32","11","","11"
"1500","","11033","-130","3.3","","0","2","11","","3"
"1500","","11034","-130","3.3","","0","33","11","","11"
"0","","11035","","","","","93","11","","1"
"luis_walk_furimuki_in","0.2","11036","0","luis_walk_furimuki","0","1","3","11","","1"
"350","","11037","-150","4","","0","2","11","","1"
"0","","11038","","","","","93","11","","4"
"luis_walk_to_idle","0.2","11039","0","luis_sad_idle","0","1","3","11","","1"
"se_alces_emotion_question","","11040","","","","","23","11","","se_alces"
"5","0","11041","1.3","0","0","0","12","11","","1"
"0","","11042","","","","","93","11","","2.1"
"idle_normal","0.2","11043","1","","","","3","11","","1"
"0","","11044","","","","","22","11","","0"
"0","","11045","","","","","93","11","","3"
"","","11046","0","0","","","101","11","","11045"
"1","1.45","12001","101","400","0","-190","5","12","luis_run_dash_pain","1"
"1001","1.45","12002","102","-85","0","-190","5","12","empty","10"
"11","","12003","400","-190","","1","31","12","","11"
"130","","12004","","","","","13","12","","1"
"105111","1.45","12005","102","1050","1","-190","1","12","empty","1"
"1002","1.45","12006","103","1050","1","-190","5","12","empty","10"
"12","0","12007","-85","-190","","1","31","12","","12"
"0","","12008","","","","","91","12","","0"
"-85","","12009","-190","1.3","","0","2","12","","1"
"-85","","12010","-190","1.3","","0","33","12","","11"
"1","","12011","","","","","32","12","","11"
"sweatR_run","","12012","","","","","37","12","","11"
"0","","12013","","","","","93","12","","1.3"
"luis_run_turn","0.2","12014","0","anger_talk_Ex0001","0","1","3","12","","1"
"vo_alces_1200","","12015","0","0","","","21","12","","vo_alces"
"等等，為什麼\n那個人在追我啊！？","0","12016","10","1","0","0","11","12","1","1"
"","","12017","0","0","","","91","12","","0"
"sad_talk_normalR","0.2","12018","1","","","","3","12","","1"
"vo_alces_1201","","12019","0","0","","","21","12","","vo_alces"
