cd5ffca93a15c6ec251ab52d0c6535bd7c03380e82e19655866c2360600b1a05,1d897eaf826a11f5794a3c03f1c47b267f19d451783a72d1acb1f2fb7a31ab00,22d73aa2b52213bc2f27dc2dee10015a390e8f117f0f240af0ed893c88408b03,24cff93a81f2bd12d4d306ae99a8c73e8143383131a49e52e29bb1e72a229ec5,f4762ab1bc7c9d6d17859d4e11854bb53b72b98769a98cb0cd7184c13b2e4c48,a7f056b557f2722b0cbb8a940c157a9948cf0c152d06f073c03515daab52320a,82d43c6e8f87aec8a9d83a5596907b2d357a5ab66661586af36b7ad319d21485,ad29d6705838126edd43b27dbb50d990fd5b0b28790e2dcd19ff5696b0591b25,2d747f1ee97ac7bfdc08d9c28e3c12b67d3958437bffb3baf19c0d3938ae46eb,bcc00e465f9eb446aed1e18357c15e80f01ae2c8ba55daa84c79aaed2f4d8cdc,134837bb37a7610844b2d7f675f00cd8e463f2dc76ae31fa52815bfaf5bb52ce,9cbe5d45b01436bb54cfcea845ac89f745f75cf1163334b4d938a2bdeace26cf,056d6a434611f113c4c8434e18e9255921e2dcf3db1f196abe257a56d5af5c63,3af892349d3d09d5007f03c8d2f56a111b69cd20c12cc79e528843b1a9c1f114
"","10044120","52","2","8","-285","1","2020/11/20 15:59:59","2020/11/02 16:00:00","10044","8.83","114","流夏（夏日）","113101"
"","10044121","52","4","8","-285","4","2020/11/20 15:59:59","2020/11/02 16:00:00","10044","0","204","七七香","101301"
"","10044122","52","4","8","-285","4","2020/11/20 15:59:59","2020/11/02 16:00:00","10044","0","214","七七香（夏日）","113301"
"","10044123","52","2","8","-285","1","2020/11/20 15:59:59","2020/11/02 16:00:00","10044","4.73","304","杏奈","100901"
"","10044124","52","2","8","-285","1","2020/11/20 15:59:59","2020/11/02 16:00:00","10044","4.73","314","杏奈（夏日）","113201"
"","10044125","52","2","8","-285","1","2020/11/20 15:59:59","2020/11/02 16:00:00","10044","9.68","105","流夏","105601"
"","10044126","52","2","8","-285","1","2020/11/20 15:59:59","2020/11/02 16:00:00","10044","9.68","115","流夏（夏日）","113101"
"","10044127","52","2","8","-285","1","2020/11/20 15:59:59","2020/11/02 16:00:00","10044","6.15","205","七七香","101301"
"","10044128","52","2","8","-285","1","2020/11/20 15:59:59","2020/11/02 16:00:00","10044","6.15","215","七七香（夏日）","113301"
"","10044129","52","2","8","-285","1","2020/11/20 15:59:59","2020/11/02 16:00:00","10044","13.22","305","杏奈","100901"
"","10044130","52","2","8","-285","1","2020/11/20 15:59:59","2020/11/02 16:00:00","10044","13.22","315","杏奈（夏日）","113201"
"","10044131","52","2","8","-285","2","2020/11/20 15:59:59","2020/11/02 16:00:00","10044","0","106","流夏","105601"
"","10044132","52","2","8","-285","2","2020/11/20 15:59:59","2020/11/02 16:00:00","10044","0","116","流夏（夏日）","113101"
"","10044133","52","2","8","-285","1","2020/11/20 15:59:59","2020/11/02 16:00:00","10044","4.85","206","七七香","101301"
"","10044134","52","2","8","-285","1","2020/11/20 15:59:59","2020/11/02 16:00:00","10044","4.85","216","七七香（夏日）","113301"
"","10044135","52","2","8","-285","1","2020/11/20 15:59:59","2020/11/02 16:00:00","10044","4.92","306","杏奈","100901"
"","10044136","52","2","8","-285","1","2020/11/20 15:59:59","2020/11/02 16:00:00","10044","4.92","316","杏奈（夏日）","113201"
"如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","10045001","53","2","0","-416.5","1","2020/11/27 15:59:59","2020/11/17 12:00:00","10045","3.414","1","花凜","190801"
"將任務完成，\n並獲得獎勵吧！","10045002","53","2","0","-416.5","1","2020/11/27 15:59:59","2020/11/17 12:00:00","10045","3.099","2","花凜","190801"
"似乎有能夠\n領取的獎勵了，\n請確認看看。","10045003","54","2","0","-416.5","1","2020/11/27 15:59:59","2020/11/17 12:00:00","10045","2.801","3","花凜","190801"
"能夠領取獎勵了！\n請檢查看看","10045004","54","2","0","-416.5","2","2020/11/27 15:59:59","2020/11/17 12:00:00","10045","0","4","花凜","190801"
"參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","10045005","57","1","0","-416.5","1","2020/11/27 15:59:59","2020/11/17 12:00:00","10045","0","5","花凜","190801"
"這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","10045006","55","2","0","-363","1","2020/11/27 15:59:59","2020/11/17 12:00:00","10045","5.506","1","花凜","190801"
"辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","10045007","55","1","0","-363","2","2020/11/27 15:59:59","2020/11/17 12:00:00","10045","1.216","2","花凜","190801"
"辛苦了\n別忘記使用討伐證\n來進行交換哦！","10045008","56","1","0","-363","2","2020/11/27 15:59:59","2020/11/17 12:00:00","10045","1.539","3","花凜","190801"
"結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","10045009","56","1","0","-363","2","2020/11/27 15:59:59","2020/11/17 12:00:00","10045","1.875","4","花凜","190801"
"","10045101","51","1","0","-285","4","2020/11/27 15:59:59","2020/11/17 12:00:00","10045","9.1","101","香織（夏日）","110501"
"","10045102","51","1","0","-285","4","2020/11/27 15:59:59","2020/11/17 12:00:00","10045","5.5","201","真琴（夏日）","110401"
"","10045103","51","5","0","-285","4","2020/11/27 15:59:59","2020/11/17 12:00:00","10045","9.7","301","真步（夏日）","110601"
"","10045104","51","1","0","-285","6","2020/11/27 15:59:59","2020/11/17 12:00:00","10045","8.5","102","香織（夏日）","110501"
"","10045105","51","3","0","-285","5","2020/11/27 15:59:59","2020/11/17 12:00:00","10045","13.5","202","真琴（夏日）","110401"
"","10045106","51","5","0","-285","3","2020/11/27 15:59:59","2020/11/17 12:00:00","10045","3.8","302","真步（夏日）","110601"
"","10045107","51","2","0","-285","1","2020/11/27 15:59:59","2020/11/17 12:00:00","10045","4.4","103","香織（夏日）","110501"
"","10045108","51","2","0","-285","1","2020/11/27 15:59:59","2020/11/17 12:00:00","10045","6.8","203","真琴（夏日）","110401"
"","10045109","51","2","0","-285","1","2020/11/27 15:59:59","2020/11/17 12:00:00","10045","8.5","303","真步（夏日）","110601"
"","10045110","52","2","0","-285","1","2020/11/27 15:59:59","2020/11/17 12:00:00","10045","4.6","104","香織（夏日）","110501"
"","10045111","52","1","0","-285","1","2020/11/27 15:59:59","2020/11/17 12:00:00","10045","0","204","真琴（夏日）","110401"
"","10045112","52","2","0","-285","1","2020/11/27 15:59:59","2020/11/17 12:00:00","10045","13.3","304","真步（夏日）","110601"
"","10045113","52","2","0","-285","1","2020/11/27 15:59:59","2020/11/17 12:00:00","10045","8.4","105","香織（夏日）","110501"
"","10045114","52","2","0","-285","1","2020/11/27 15:59:59","2020/11/17 12:00:00","10045","15.1","205","真琴（夏日）","110401"
"","10045115","52","2","0","-285","1","2020/11/27 15:59:59","2020/11/17 12:00:00","10045","12.5","305","真步（夏日）","110601"
"","10045116","52","2","0","-285","1","2020/11/27 15:59:59","2020/11/17 12:00:00","10045","6.5","106","香織（夏日）","110501"
"","10045117","52","2","0","-285","1","2020/11/27 15:59:59","2020/11/17 12:00:00","10045","13.8","206","真琴（夏日）","110401"
"","10045118","52","5","0","-285","1","2020/11/27 15:59:59","2020/11/17 12:00:00","10045","13.3","306","真步（夏日）","110601"
"如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","10046001","53","2","0","-416.5","1","2030/01/01 14:59:59","2020/07/31 12:00:00","10046","3.414","1","花凜","190801"
"將任務完成，\n並獲得獎勵吧！","10046002","53","2","0","-416.5","1","2030/01/01 14:59:59","2020/07/31 12:00:00","10046","3.099","2","花凜","190801"
"似乎有能夠\n領取的獎勵了，\n請確認看看。","10046003","54","2","0","-416.5","1","2030/01/01 14:59:59","2020/07/31 12:00:00","10046","2.801","3","花凜","190801"
"能夠領取獎勵了！\n請檢查看看","10046004","54","2","0","-416.5","2","2030/01/01 14:59:59","2020/07/31 12:00:00","10046","0","4","花凜","190801"
"參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","10046005","57","1","0","-416.5","1","2030/01/01 14:59:59","2020/07/31 12:00:00","10046","0","5","花凜","190801"
"這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","10046006","55","2","0","-363","1","2030/01/01 14:59:59","2020/07/31 12:00:00","10046","5.506","1","花凜","190801"
"辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","10046007","55","1","0","-363","2","2030/01/01 14:59:59","2020/07/31 12:00:00","10046","1.216","2","花凜","190801"
"辛苦了\n別忘記使用討伐證\n來進行交換哦！","10046008","56","1","0","-363","2","2030/01/01 14:59:59","2020/07/31 12:00:00","10046","1.539","3","花凜","190801"
"結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","10046009","56","1","0","-363","2","2030/01/01 14:59:59","2020/07/31 12:00:00","10046","1.875","4","花凜","190801"
"","10046101","51","5","8","-285","2","2030/01/01 14:59:59","2020/07/31 12:00:00","10046","6","101","美里","101501"
"","10046102","51","5","8","-285","2","2030/01/01 14:59:59","2020/07/31 12:00:00","10046","6","111","美里（夏日）","113501"
"","10046103","51","2","8","-285","1","2030/01/01 14:59:59","2020/07/31 12:00:00","10046","4.15","201","初音","101201"
"","10046104","51","2","8","-285","1","2030/01/01 14:59:59","2020/07/31 12:00:00","10046","4.15","211","初音（夏日）","113401"
"","10046105","51","2","8","-285","4","2030/01/01 14:59:59","2020/07/31 12:00:00","10046","6.3","102","美里","101501"
"","10046106","51","2","8","-285","4","2030/01/01 14:59:59","2020/07/31 12:00:00","10046","6.3","112","美里（夏日）","113501"
"","10046107","51","1","8","-285","2","2030/01/01 14:59:59","2020/07/31 12:00:00","10046","7.43","202","初音","101201"
"","10046108","51","1","8","-285","2","2030/01/01 14:59:59","2020/07/31 12:00:00","10046","7.43","212","初音（夏日）","113401"
"","10046109","51","2","8","-285","5","2030/01/01 14:59:59","2020/07/31 12:00:00","10046","10.4","103","美里","101501"
"","10046110","51","2","8","-285","5","2030/01/01 14:59:59","2020/07/31 12:00:00","10046","10.4","113","美里（夏日）","113501"
"","10046111","51","1","8","-285","1","2030/01/01 14:59:59","2020/07/31 12:00:00","10046","5.71","203","初音","101201"
"","10046112","51","1","8","-285","1","2030/01/01 14:59:59","2020/07/31 12:00:00","10046","5.71","213","初音（夏日）","113401"
"","10046113","52","2","8","-285","1","2030/01/01 14:59:59","2020/07/31 12:00:00","10046","8.71","104","美里","101501"
"","10046114","52","2","8","-285","1","2030/01/01 14:59:59","2020/07/31 12:00:00","10046","8.71","114","美里（夏日）","113501"
"","10046115","52","2","8","-285","1","2030/01/01 14:59:59","2020/07/31 12:00:00","10046","4.2","204","初音","101201"
"","10046116","52","2","8","-285","1","2030/01/01 14:59:59","2020/07/31 12:00:00","10046","4.2","214","初音（夏日）","113401"
"","10046117","52","1","8","-285","1","2030/01/01 14:59:59","2020/07/31 12:00:00","10046","7.5","105","美里","101501"
"","10046118","52","1","8","-285","1","2030/01/01 14:59:59","2020/07/31 12:00:00","10046","7.5","115","美里（夏日）","113501"
"","10046119","52","2","8","-285","5","2030/01/01 14:59:59","2020/07/31 12:00:00","10046","13.55","205","初音","101201"
"","10046120","52","2","8","-285","5","2030/01/01 14:59:59","2020/07/31 12:00:00","10046","13.55","215","初音（夏日）","113401"
"","10046121","52","2","8","-285","1","2030/01/01 14:59:59","2020/07/31 12:00:00","10046","7.75","106","美里","101501"
"","10046122","52","2","8","-285","1","2030/01/01 14:59:59","2020/07/31 12:00:00","10046","7.75","116","美里（夏日）","113501"
"","10046123","52","2","8","-285","1","2030/01/01 14:59:59","2020/07/31 12:00:00","10046","4.36","206","初音","101201"
"","10046124","52","2","8","-285","1","2030/01/01 14:59:59","2020/07/31 12:00:00","10046","4.36","216","初音（夏日）","113401"
"如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","10047001","53","2","0","-416.5","1","2020/12/27 15:59:59","2020/12/18 16:00:00","10047","3.414","1","花凜","190801"
"將任務完成，\n並獲得獎勵吧！","10047002","53","2","0","-416.5","1","2020/12/27 15:59:59","2020/12/18 16:00:00","10047","3.099","2","花凜","190801"
"似乎有能夠\n領取的獎勵了，\n請確認看看。","10047003","54","2","0","-416.5","1","2020/12/27 15:59:59","2020/12/18 16:00:00","10047","2.801","3","花凜","190801"
"能夠領取獎勵了！\n請檢查看看","10047004","54","2","0","-416.5","2","2020/12/27 15:59:59","2020/12/18 16:00:00","10047","0","4","花凜","190801"
"參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","10047005","57","1","0","-416.5","1","2020/12/27 15:59:59","2020/12/18 16:00:00","10047","0","5","花凜","190801"
"這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","10047006","55","2","0","-363","1","2020/12/27 15:59:59","2020/12/18 16:00:00","10047","5.506","1","花凜","190801"
"辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","10047007","55","1","0","-363","2","2020/12/27 15:59:59","2020/12/18 16:00:00","10047","1.216","2","花凜","190801"
"辛苦了\n別忘記使用討伐證\n來進行交換哦！","10047008","56","1","0","-363","2","2020/12/27 15:59:59","2020/12/18 16:00:00","10047","1.539","3","花凜","190801"
"結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","10047009","56","1","0","-363","2","2020/12/27 15:59:59","2020/12/18 16:00:00","10047","1.875","4","花凜","190801"
"","10047101","51","4","0","-285","1","2020/12/27 15:59:59","2020/12/18 16:00:00","10047","9.228","101","碧","110701"
"","10047102","51","5","0","-285","1","2020/12/27 15:59:59","2020/12/18 16:00:00","10047","10.38","201","克蘿依","110801"
"","10047103","51","1","0","-285","2","2020/12/27 15:59:59","2020/12/18 16:00:00","10047","10.151","301","琪愛兒","110901"
"","10047104","51","2","0","-285","1","2020/12/27 15:59:59","2020/12/18 16:00:00","10047","7.071","401","優妮","111001"
"","10047105","51","2","0","-285","2","2020/12/27 15:59:59","2020/12/18 16:00:00","10047","0","102","碧","110701"
"","10047106","51","2","0","-285","1","2020/12/27 15:59:59","2020/12/18 16:00:00","10047","3.264","202","克蘿依","110801"
"","10047107","51","2","0","-285","2","2020/12/27 15:59:59","2020/12/18 16:00:00","10047","0","302","琪愛兒","110901"
"","10047108","51","2","0","-285","3","2020/12/27 15:59:59","2020/12/18 16:00:00","10047","8.081","402","優妮","111001"
"","10047109","51","1","0","-285","1","2020/12/27 15:59:59","2020/12/18 16:00:00","10047","0","103","碧","110701"
"","10047110","51","1","0","-285","3","2020/12/27 15:59:59","2020/12/18 16:00:00","10047","2.853","203","克蘿依","110801"
"","10047111","51","2","0","-285","1","2020/12/27 15:59:59","2020/12/18 16:00:00","10047","3.148","303","琪愛兒","110901"
"","10047112","51","2","0","-285","1","2020/12/27 15:59:59","2020/12/18 16:00:00","10047","5.867","403","優妮","111001"
"","10047113","52","5","0","-285","4","2020/12/27 15:59:59","2020/12/18 16:00:00","10047","4.129","104","碧","110701"
"","10047114","52","2","0","-285","1","2020/12/27 15:59:59","2020/12/18 16:00:00","10047","10.583","204","克蘿依","110801"
"","10047115","52","2","0","-285","4","2020/12/27 15:59:59","2020/12/18 16:00:00","10047","3.971","304","琪愛兒","110901"
"","10047116","52","5","0","-285","2","2020/12/27 15:59:59","2020/12/18 16:00:00","10047","10.532","404","優妮","111001"
"","10047117","52","5","0","-285","2","2020/12/27 15:59:59","2020/12/18 16:00:00","10047","7.248","105","碧","110701"
"","10047118","52","6","0","-285","4","2020/12/27 15:59:59","2020/12/18 16:00:00","10047","6.184","205","克蘿依","110801"
"","10047119","52","2","0","-285","2","2020/12/27 15:59:59","2020/12/18 16:00:00","10047","0","305","琪愛兒","110901"
"","10047120","52","5","0","-285","1","2020/12/27 15:59:59","2020/12/18 16:00:00","10047","10.021","405","優妮","111001"
"","10047121","52","5","0","-285","2","2020/12/27 15:59:59","2020/12/18 16:00:00","10047","4.473","106","碧","110701"
"","10047122","52","5","0","-285","1","2020/12/27 15:59:59","2020/12/18 16:00:00","10047","7.12","206","克蘿依","110801"
"","10047123","52","2","0","-285","1","2020/12/27 15:59:59","2020/12/18 16:00:00","10047","6.568","306","琪愛兒","110901"
"","10047124","52","2","0","-285","3","2020/12/27 15:59:59","2020/12/18 16:00:00","10047","6.825","406","優妮","111001"
"如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","10048001","53","2","0","-416.5","1","2021/01/18 15:59:59","2020/12/28 16:00:00","10048","3.414","1","花凜","190801"
"將任務完成，\n並獲得獎勵吧！","10048002","53","2","0","-416.5","1","2021/01/18 15:59:59","2020/12/28 16:00:00","10048","3.099","2","花凜","190801"
"似乎有能夠\n領取的獎勵了，\n請確認看看。","10048003","54","2","0","-416.5","1","2021/01/18 15:59:59","2020/12/28 16:00:00","10048","2.801","3","花凜","190801"
"能夠領取獎勵了！\n請檢查看看","10048004","54","2","0","-416.5","2","2021/01/18 15:59:59","2020/12/28 16:00:00","10048","0","4","花凜","190801"
"參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","10048005","57","1","0","-416.5","1","2021/01/18 15:59:59","2020/12/28 16:00:00","10048","0","5","花凜","190801"
"這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","10048006","55","2","0","-363","1","2021/01/18 15:59:59","2020/12/28 16:00:00","10048","5.506","1","花凜","190801"
"辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","10048007","55","1","0","-363","2","2021/01/18 15:59:59","2020/12/28 16:00:00","10048","1.216","2","花凜","190801"
"辛苦了\n別忘記使用討伐證\n來進行交換哦！","10048008","56","1","0","-363","2","2021/01/18 15:59:59","2020/12/28 16:00:00","10048","1.539","3","花凜","190801"
"結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","10048009","56","1","0","-363","2","2021/01/18 15:59:59","2020/12/28 16:00:00","10048","1.875","4","花凜","190801"
"","10048101","51","4","8","-285","5","2021/01/18 15:59:59","2020/12/28 16:00:00","10048","12.962","101","依里（天使）","113801"
"","10048102","51","2","8","-285","5","2021/01/18 15:59:59","2020/12/28 16:00:00","10048","12.809","201","茜里","100601"
"","10048104","51","4","8","-285","2","2021/01/18 15:59:59","2020/12/28 16:00:00","10048","6.373","102","外表依里・聲音茜里","113801"
