313cbeba48bca9685ba2afb12f7727844c268f5ab24b05c75256ed1bf7dcbb00,912f8c1f6196d62a51179bff6ebd973b6fe31c523e6d9b969ebbd49a6ecf1da4,cdf399bfd8022f96349a9052c408c9e2c6d8956f3c5effcbc2ce1d9ad90b6bee,7f10a58686e7932bc58ce5c8c8556b716a80e37859a834fbab47dcd06129839e,ff89042112f5b39aa7fcc180fa51c7509f7517ba93e25bf23ce9737da541f946,9eb063e7b6dc2ec0cf6a32717b5ee91053f06b09d29e792dd0f83f90d5c003a2,164f5134611264cd49cbea4764bbc2a8ed708c65f924b93fc7aafc812bb07ad2,8e958cdec95250222e5227b7200d1c53293bf1424bf52a15157fbcc9694b758f,37bbf467aba093c4c98848f59f03bead7902d85f77b5d7803100decdbe5907e9,ade71840d7b8ea71f65ab5c9c8921dd98998c51261accc7c50cf263f605bb74e,459dcebb5762f567a80cc6a1d2507bd8df1c510055b423bb03b79e6e0bfa4f2f,48e2828080416d2b1f3e8c77ca960fee2cdd24b7ab3f0b5a57c76378729f6dc1,8896f6a4b49569d22a91860517c58f5f83dc2b65787a5c44b92ed0e548c68970,1216837576377709001b85de9a77dc0b7d8440629b23789bed00b525c8323c21,124979dd2cd2a682670ee166e055bd7f52365b62f96c74422715086209be7e26,8bb27fdb20fe728118afdfbdadf4eb45b585b65c5aaf5b3083aa369bafed2864,c566f9225c29c5efaa696f49690677297dd12c1339b5bf398e0eae74ea203645,74382b2de25cb41284c0f4a53d4493c187631d3d9a5d0e7aaf7fa599b220d6ad,15d4c4c86b9abcc663d3c583825929d9d776c1960f33c45dd1bf309cc0d8c96c,edcb4d0dbe4779569876aff1e1d64bc03f87bfe61fd830af58b2136d8eefac21,8e32fbd40d3cbb9e17dd499f0139dadfb8d14ecbda24cb5438da63910111025d,37cfcd88ac860efbd5101c3babcddccc00207568ddb3a3dadfc0c207c4c55367,df6bf5c3ded872ea08032a628011f20b2ab058fac9d457d08755b944dcd78e5f,fbd278b1d85a39b6c7b42de970ba43b5eb24b56cefc327139c954ed46b2aada2,88f03734cf4aaf7d6805f2215d8cad023989a5ad63242bf521b65f89fc5226c9,45a86b153765e548c486e60e79ce4f19f539e6749b13da8f0ea6f1b859190215,b99ac7d27130fe4b94d39f047414862da27c29cbf30718591ab97c64e729cc89,7c6c441b5249ddde216cc6357ce19ab9f6e934bd668c7696677af05165e21e21,926ad679ce96cfed89cc9fe11fb62aa8b8280017804da8a180ffd5d8a4f8f4fa,85c6b587f672e1265b5a0f9965b1a3826c9a125ea311eaa2d97418e389d0a847,ac934272f7f7b288a48f3ec77b5dc981a6b2f0f0ec7f3a5832b37c83d1661748,4608688f6d2bd9fb55aeaad141f87d1a03d84afd5abcb5e1d0710801201b7fef,7dbe73973cfeae4dd6b296c3d459fc30d2f15d0e694bd105146d3869e8051ccd,cda03b96b88dcf1919c12d6baeef7d3cf5d281837acbcd03911b41f0febbc0db,7cca4f0d211fcca18adf33b383ab57f82b9bfdd8bfab376398195c03ee7c2ee1,93b0e62eff81c516b22d93004bb5f7dd65370616c5f2d42f3bc201d5b0a65441,6c4382e82f6bdc5c880544182ebf43681db3d6145287096be6078ceb940cd8c9,d7fca94b93e5352b1d63d1cca203608d102937283ffa0c44b228f0b569450225,3ecba768e1184d268f0547b0e9b02e063bd8425bd3025aeb89b6c886cb92ee62,bcc69b27d48b7094e99f8e91e0a5578ec6658f49d2c852cfecb8798599fedfb9,55a022375cadeda318d55365dffdd02bcc18881d577bf77a966f12764771f249,2c9fe01d2ee3e1689fddbf7a20f905dda7cc0ac1bed2b7c8d1b7bfa04237319f,98b3d37358caa48a6c58ba1f57b0e3afb9c7b6cc3944c8bc1f1fe2a9ed399dee,f68e6c209d30cdc8d8185e56a66440814b5f91d35d153e7f8d2edbca3b6c34fe
"0","0","爆裂敵人","924070306","0","0","0","0","300000009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","1","0","0","0","500","0","100","217300","150","0","5000","100","0","1000000000","0","0","1"
"5000","0","野蠻之爪","924071101","30","0","0","0","300000008","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","5000","0","1","0","0","0","100","5000","0","306403","0","0","0","60","15000","80000000","0","0","1"
"0","300","爆裂敵人","924071102","0","0","0","0","300000009","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","0","1","0","0","0","500","0","50","217300","150","0","9000","100","0","100000","0","0","1"
"5000","0","野蠻之爪","924071201","30","0","0","0","300000008","0","0","0","0","0","0","0","300","0","0","0","0","0","0","0","0","5000","0","1","0","0","0","200","5000","0","306403","0","0","0","60","20000","150000000","0","0","1"
"0","300","爆裂敵人","924071202","0","0","0","0","300000009","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","1","0","0","0","500","0","100","217300","150","0","9000","100","0","100000","0","0","1"
"8000","0","野蠻之爪","924071301","60","0","0","0","300000008","0","0","0","0","0","0","0","900","0","0","0","0","0","0","0","0","5000","0","1","0","0","0","450","5000","0","306403","0","0","0","60","50000","300000000","0","0","1"
"0","300","爆裂敵人","924071302","0","0","0","0","300000009","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","1","0","0","0","500","0","100","217300","150","0","9000","100","0","1000000000","0","0","1"
"8000","0","野蠻之爪","924071401","60","0","0","0","300000008","0","0","0","0","0","0","0","900","0","0","0","0","0","0","0","0","5000","0","1","0","0","0","450","5000","0","306403","0","0","0","60","50000","1000000000","0","0","1"
"0","300","爆裂敵人","924071402","0","0","0","0","300000009","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","1","0","0","0","500","0","100","217300","150","0","9000","100","0","1000000000","0","0","1"
"500","0","冰霜獵犬","924072101","50","300","0","0","300000016","0","300","0","0","0","0","0","0","0","0","0","0","0","0","0","0","400","0","1","0","0","0","100","300","0","319602","0","0","300","60","0","80000000","0","0","1"
"0","0","小狗1","924072102","0","0","0","0","300000016","0","0","0","0","0","0","0","1200","0","10000","0","0","0","0","0","0","0","1000","1","0","0","0","100","0","0","319602","0","0","0","60","0","800000","0","0","1"
"0","0","冰霜獵犬本體","924072103","0","0","0","0","300000016","0","0","0","0","0","0","0","300","0","0","0","0","0","0","0","0","0","300","1","0","0","0","100","0","0","319602","0","0","0","60","0","3000000","0","0","1"
"0","0","小狗2","924072104","0","0","0","0","300000016","0","0","0","0","0","0","0","300","0","0","0","0","0","0","0","0","0","300","1","0","0","0","100","0","0","319602","0","0","0","60","0","800000","0","0","1"
"0","300","爆裂敵人","924072105","0","0","0","0","300000009","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","1","0","0","0","500","0","100","217300","150","0","5000","100","0","1000000000","0","0","1"
"500","0","冰霜獵犬","924072201","50","300","0","0","300000016","0","300","0","0","0","0","0","0","0","0","0","0","0","0","0","0","400","0","1","0","0","0","200","300","0","319602","0","0","300","60","0","150000000","0","0","1"
"0","0","小狗1","924072202","0","0","0","0","300000016","0","0","0","0","0","0","0","1600","0","15000","0","0","0","0","0","0","0","1400","1","0","0","0","200","0","0","319602","0","0","0","60","0","1600000","0","0","1"
"0","0","冰霜獵犬本體","924072203","0","0","0","0","300000016","0","0","0","0","0","0","0","300","0","0","0","0","0","0","0","0","0","300","1","0","0","0","200","0","0","319602","0","0","0","60","0","5000000","0","0","1"
"0","0","小狗2","924072204","0","0","0","0","300000016","0","0","0","0","0","0","0","300","0","0","0","0","0","0","0","0","0","300","1","0","0","0","200","0","0","319602","0","0","0","60","0","1600000","0","0","1"
"0","300","爆裂敵人","924072205","0","0","0","0","300000009","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","1","0","0","0","500","0","100","217300","150","0","5000","100","0","1000000000","0","0","1"
"900","0","冰霜獵犬","924072301","100","300","0","0","300000016","0","300","0","0","0","0","0","0","0","0","0","0","0","0","0","0","800","0","1","0","0","0","450","450","0","319602","0","0","300","60","0","300000000","0","0","1"
"0","0","小狗1","924072302","0","0","0","0","300000016","0","0","0","0","0","0","0","10000","0","45000","0","0","0","0","0","0","0","10000","1","0","0","0","450","0","0","319602","0","0","0","60","0","2400000","0","0","1"
"0","0","冰霜獵犬本體","924072303","0","0","0","0","300000016","0","0","0","0","0","0","0","300","0","0","0","0","0","0","0","0","0","300","1","0","0","0","450","0","0","319602","0","0","0","60","0","8000000","0","0","1"
"0","0","小狗2","924072304","0","0","0","0","300000016","0","0","0","0","0","0","0","300","0","0","0","0","0","0","0","0","0","300","1","0","0","0","450","0","0","319602","0","0","0","60","0","2400000","0","0","1"
"0","300","爆裂敵人","924072305","0","0","0","0","300000009","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","300","0","1","0","0","0","500","0","300","217300","150","0","5000","100","0","1000000000","0","0","1"
"900","0","冰霜獵犬","924072401","100","300","0","0","300000016","0","300","0","0","0","0","0","0","0","0","0","0","0","0","0","0","800","0","1","0","0","0","450","450","0","319602","0","0","300","60","0","1000000000","0","0","1"
"0","0","小狗1","924072402","0","0","0","0","300000016","0","0","0","0","0","0","0","10000","0","45000","0","0","0","0","0","0","0","10000","1","0","0","0","450","0","0","319602","0","0","0","60","0","2400000","0","0","1"
"0","0","冰霜獵犬本體","924072403","0","0","0","0","300000016","0","0","0","0","0","0","0","300","0","0","0","0","0","0","0","0","0","300","1","0","0","0","450","0","0","319602","0","0","0","60","0","8000000","0","0","1"
"0","0","小狗2","924072404","0","0","0","0","300000016","0","0","0","0","0","0","0","300","0","0","0","0","0","0","0","0","0","300","1","0","0","0","450","0","0","319602","0","0","0","60","0","2400000","0","0","1"
"0","300","爆裂敵人","924072405","0","0","0","0","300000009","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","300","0","1","0","0","0","500","0","300","217300","150","0","5000","100","0","1000000000","0","0","1"
"2500","0","獸人酋長","924073101","40","0","0","0","300000008","0","0","0","0","0","0","0","300","0","0","0","0","0","0","0","0","10000","300","1","0","0","0","100","2500","0","300704","0","0","0","60","5000","80000000","0","0","1"
"0","300","爆裂敵人","924073102","0","0","0","0","300000009","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","200","0","1","0","0","0","500","0","200","217300","150","0","5000","100","0","1000000000","0","0","1"
"2500","0","獸人酋長","924073201","40","0","0","0","300000008","0","0","0","0","0","0","0","300","0","0","0","0","0","0","0","0","10000","300","1","0","0","0","200","2500","0","300704","0","0","0","60","7000","150000000","0","0","1"
"0","300","爆裂敵人","924073202","0","0","0","0","300000009","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","200","0","1","0","0","0","500","0","200","217300","150","0","5000","100","0","1000000000","0","0","1"
"5000","0","獸人酋長","924073301","40","0","0","0","300000008","0","0","0","0","0","0","0","300","0","0","0","0","0","0","0","0","20000","300","1","0","0","0","450","5000","0","300704","0","0","0","60","9000","300000000","0","0","1"
"0","300","爆裂敵人","924073302","0","0","0","0","300000009","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","600","0","1","0","0","0","500","0","600","217300","150","0","5000","100","0","1000000000","0","0","1"
"5000","0","獸人酋長","924073401","40","0","0","0","300000008","0","0","0","0","0","0","0","300","0","0","0","0","0","0","0","0","20000","300","1","0","0","0","450","5000","0","300704","0","0","0","60","9000","1000000000","0","0","1"
"0","300","爆裂敵人","924073402","0","0","0","0","300000009","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","600","0","1","0","0","0","500","0","600","217300","150","0","5000","100","0","1000000000","0","0","1"
"3130","0","獸人","924080101","0","3130","0","0","200000001","0","3130","0","0","0","0","0","1555","0","0","0","0","0","0","0","0","3130","1400","0","0","0","0","313","3130","3130","252800","0","0","0","44","2354","3179526","0","0","1"
"3130","0","軟泥怪","924080102","0","3130","0","0","200000001","0","3130","0","0","0","0","0","933","0","10859","0","0","0","0","0","0","3130","1400","0","0","0","0","313","3130","3130","252600","0","0","0","44","0","2988126","0","0","1"
"313","0","安的闇影","924080103","36","313","0","0","200000001","0","313","0","0","0","2142","0","447","0","23492","0","0","0","0","0","0","313","536","0","0","18","1","313","313","313","609201","0","45","0","44","0","2156819","0","0","1"
"313","0","優衣（新年）的闇影","924080104","40","313","0","0","200000001","0","313","0","0","0","530","0","1476","0","18486","0","0","0","0","0","0","313","1755","6","0","19","1","313","313","313","608802","0","1580","0","44","0","2394123","0","3","32"
"3130","0","沉睡之梟","924080105","0","3130","0","0","200000001","0","3130","0","0","0","0","0","467","0","7139","0","0","0","0","0","0","3130","700","6","0","0","0","313","3130","3130","255700","0","0","0","44","0","3020017","0","0","32"
"0","0","爆裂敵人","924080106","0","0","0","0","300000009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","1","0","0","0","500","0","100","217300","150","0","5000","100","0","1000000000","0","0","1"
"3130","0","生者劍士像","924080201","0","3130","0","0","200000001","0","3130","0","0","0","0","0","871","0","0","0","0","0","0","0","0","3130","1959","0","0","0","0","313","3130","3130","251000","0","0","0","44","4767","4640968","0","0","1"
"313","0","琪愛兒（聖學祭）的闇影","924080202","49","313","0","0","200000001","0","313","0","2181","0","0","0","498","0","0","0","0","0","0","0","0","313","338","5","0","15","1","313","313","313","616301","0","30","0","60","30308","3349416","0","20","32"
"3130","0","紅蕈菇","924080203","0","3130","0","0","200000001","0","3130","0","0","0","0","0","653","0","0","0","0","0","0","0","0","3130","980","0","0","0","0","313","3130","3130","252100","0","0","0","44","15140","4489081","0","0","1"
"313","0","可可蘿的闇影","924080204","28","313","0","0","200000001","0","313","0","297","0","0","0","1545","0","0","0","0","0","0","0","0","313","1504","6","0","4","1","313","313","313","605901","0","1920","0","44","21532","3701586","0","48","32"
"3130","0","殺人蜂","924080205","0","3130","0","0","200000001","0","3130","0","0","0","0","0","545","0","0","0","0","0","0","0","0","3130","817","0","0","0","0","313","3130","3130","255500","0","0","0","44","8448","4402395","0","0","1"
"0","0","爆裂敵人","924080206","0","0","0","0","300000009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","1","0","0","0","500","0","100","217300","150","0","5000","100","0","1000000000","0","0","1"
"3130","0","海獅怪","924080301","0","3130","0","0","200000001","0","3130","0","0","0","0","0","1089","0","0","0","0","0","0","0","0","3130","1633","0","0","0","0","313","3130","3130","250400","0","0","0","44","5857","6468883","0","0","32"
"3130","0","叢林護衛","924080302","0","3130","0","0","200000001","0","3130","0","0","0","0","0","653","0","0","0","0","0","0","0","0","3130","1633","0","0","0","0","313","3130","3130","251300","0","0","0","44","6364","6795161","0","0","32"
"313","0","空花（大江戶）的闇影","924080303","29","313","0","0","200000001","0","313","0","0","0","126","0","1737","0","17412","0","0","0","0","0","0","313","2254","5","0","20","1","313","313","313","609501","0","209","0","44","0","5649283","0","12","1"
"313","0","鈴莓的闇影","924080304","38","313","0","0","200000001","0","313","0","0","0","1338","0","591","0","33754","0","0","0","0","0","0","313","785","6","0","24","1","313","313","313","602503","0","133","0","44","0","5014483","0","0","32"
"313","0","霞（魔法少女）的闇影","924080305","29","313","0","0","200000001","0","313","0","0","0","517","0","1471","0","25200","0","0","0","0","0","0","313","1135","5","0","21","1","313","313","313","612201","0","153","0","44","0","4827117","0","3","1"
"0","0","爆裂敵人","924080306","0","0","0","0","300000009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","1","0","0","0","500","0","100","217300","150","0","5000","100","0","1000000000","0","0","1"
"1800","0","厄勒克特拉夫人","924081101","40","0","0","0","300000008","0","0","0","0","0","0","0","500","0","30000","0","0","0","0","0","0","1200","500","1","0","0","0","100","900","0","312504","0","0","0","60","0","80000000","0","0","1"
"0","250","爆裂敵人","924081102","0","0","0","0","300000009","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","200","0","1","0","0","0","500","0","200","217300","150","0","5000","100","0","1000000000","0","0","1"
"1800","0","厄勒克特拉夫人","924081201","50","0","0","0","300000008","0","0","0","0","0","0","0","800","0","40000","0","0","0","0","0","0","1200","800","1","0","0","0","200","900","0","312504","0","0","0","60","0","150000000","0","0","1"
"0","250","爆裂敵人","924081202","0","0","0","0","300000009","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","300","0","1","0","0","0","500","0","300","217300","150","0","5000","100","0","1000000000","0","0","1"
"1800","0","厄勒克特拉夫人","924081301","70","0","0","0","300000008","0","0","0","0","0","0","0","1500","0","80000","0","0","0","0","0","0","1200","1300","1","0","0","0","450","900","0","312504","0","0","0","60","0","300000000","0","0","1"
"0","250","爆裂敵人","924081302","0","0","0","0","300000009","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500","0","1","0","0","0","500","0","500","217300","150","0","5000","100","0","1000000000","0","0","1"
"1800","0","厄勒克特拉夫人","924081401","70","0","0","0","300000008","0","0","0","0","0","0","0","1500","0","80000","0","0","0","0","0","0","1200","1300","1","0","0","0","450","900","0","312504","0","0","0","60","0","1000000000","0","0","1"
"0","250","爆裂敵人","924081402","0","0","0","0","300000009","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500","0","1","0","0","0","500","0","500","217300","150","0","5000","100","0","1000000000","0","0","1"
"5000","0","三重岩","924082101","30","3000","0","0","300000008","0","3000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2000","0","1","0","0","0","100","3000","3000","306904","0","0","0","60","0","80000000","0","0","1"
"0","0","三重岩上段","924082102","0","0","0","0","300000008","0","0","0","0","0","0","0","1000","0","2000","0","0","0","0","0","0","0","1000","1","0","0","0","100","0","0","306904","0","0","0","60","2000","400000","0","0","1"
"0","0","三重岩中段","924082103","0","0","0","0","300000008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","300","1","0","0","0","100","0","0","306904","0","0","0","60","0","1000000","0","0","1"
"0","0","三重岩下段","924082104","0","0","0","0","300000008","0","0","0","0","0","0","0","300","0","0","0","0","0","0","0","0","0","0","1","0","0","0","100","0","0","306904","0","0","0","60","0","1000000","0","0","1"
"0","250","爆裂敵人","924082105","0","0","0","0","300000009","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","1","0","0","0","500","0","100","217300","150","0","5000","100","0","1000000000","0","0","1"
"5000","0","三重岩","924082201","50","3000","0","0","300000008","0","3000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2000","0","1","0","0","0","200","3000","3000","306904","0","0","0","60","0","150000000","0","0","1"
"0","0","三重岩上段","924082202","0","0","0","0","300000008","0","0","0","0","0","0","0","1400","0","3000","0","0","0","0","0","0","0","1400","1","0","0","0","200","0","0","306904","0","0","0","60","3000","600000","0","0","1"
"0","0","三重岩中段","924082203","0","0","0","0","300000008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","800","1","0","0","0","200","0","0","306904","0","0","0","60","0","1400000","0","0","1"
"0","0","三重岩下段","924082204","0","0","0","0","300000008","0","0","0","0","0","0","0","800","0","0","0","0","0","0","0","0","0","0","1","0","0","0","200","0","0","306904","0","0","0","60","0","1400000","0","0","1"
"0","250","爆裂敵人","924082205","0","0","0","0","300000009","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","1","0","0","0","500","0","100","217300","150","0","5000","100","0","1000000000","0","0","1"
"5000","0","三重岩","924082301","70","3000","0","0","300000008","0","3000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2000","0","1","0","0","0","450","3000","3000","306904","0","0","0","60","0","300000000","0","0","1"
"0","0","三重岩上段","924082302","0","0","0","0","300000008","0","0","0","0","0","0","0","10000","0","5000","0","0","0","0","0","0","0","10000","1","0","0","0","450","0","0","306904","0","0","0","60","5000","800000","0","0","1"
"0","0","三重岩中段","924082303","0","0","0","0","300000008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1200","1","0","0","0","450","0","0","306904","0","0","0","60","0","1800000","0","0","1"
"0","0","三重岩下段","924082304","0","0","0","0","300000008","0","0","0","0","0","0","0","1200","0","0","0","0","0","0","0","0","0","0","1","0","0","0","450","0","0","306904","0","0","0","60","0","1800000","0","0","1"
"0","250","爆裂敵人","924082305","0","0","0","0","300000009","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","300","0","1","0","0","0","500","0","300","217300","150","0","5000","100","0","1000000000","0","0","1"
