48f7e9116d3d868b06def2d1eccb5e28b51dbf1e1b1c528604db97311da7781f,e2c38e3fa53bfecbd948c11fdb160e70001b31af216d5b6f5637de97c8dc3b58,7d5546a6b6ceb114e13a788ceebac041786883779bc72c5ef902dd6dc45228c4,cef68e8d642722de602bf11080f87bb0254db1310a6541c55b8fe6bb6040d5a0,3d32a8dc15bdbc2ee4c529076cfad83b831e07960fa3347a2f9f94d505ff9f95,7fb220a60f1c5522869d248ae1ad6dcb680765730419bd0008108210c77b32f0,2988a7116e9303b83ec09f1ec8b5dcc6793258eea66e477e75192ea6253a1fa8,f2bc8ec5bd0724671fcc80a37c319282cbda58dd98bd2d335e4757a0ad98bf2a,a25ebe340079243b91af5d527e07a8261163743c7d59250ea9280dec6a255349,d98b512a2cfaf5f965455115787fd0118f8863044b24b6f2917f3e6a3c55ab45,50938701e1334700afcc48a4251db30d90111fb1ebfc1f90d8323f655b386b0a,2b0612d9d053d02afc9f210c7333fb5a1deccccac9e5720c195687dbc4d717fa,73bc36878235317d12770408b008c00b9a38d4c07ba6664a0241d1f98057de08,6d3de20fed0c9e97a84da3be87d8b65354b76bc76dec00586a3351e28313a0b5
"1","0","113","10142","113","8.9","2024/08/01 16:00:00","0","惠理子","2","2030/12/17 14:59:59","24","嘻嘻，你們表現得很出色。\n我一直深信各位肯定辦得到。\n因為你們是接受我的指導，\n惠理子班優秀的新兵呀。","129901"
"5","0","114","10142","114","3.7","2024/08/01 16:00:00","0","惠理子","2","2030/12/17 14:59:59","24","如此出色的成績……！\n今天這天就作為「為那位大人著想的\n惠理子超越極限紀念日」\n寫入歷史吧……！","129901"
"2","0","200","10142","200","7.6","2024/08/01 16:00:00","0","真琴","1","2030/12/17 14:59:59","24","好，這是一場不錯的訓練呢。\n你們的動作也很靈敏，\n我認為你們確實已經有所成長。\n保持這個狀態，繼續加油吧。","129801"
"1","0","201","10142","201","2.25","2024/08/01 16:00:00","0","真琴","2","2030/12/17 14:59:59","24","總之，恭喜你們抵達終點！\n不過，努力這件事貴在堅持不懈啊。\n如果你們有幹勁繼續加油，\n無論多少次，我都很樂意奉陪喔。","129801"
"1","0","202","10142","202","3.28","2024/08/01 16:00:00","0","真琴","2","2030/12/17 14:59:59","24","這樣行軍訓練就結束了！\n……你們該不會有這種想法吧？\n直到身體牢牢記住學習成果前，\n要腳踏實地反覆去做才算練習啊。","129801"
"1","0","203","10142","203","2.98","2024/08/01 16:00:00","0","真琴","4","2030/12/17 14:59:59","24","我讓大家太勉強自己了嗎……\n不過，不能這樣就放棄啊。\n下次肯定會順利。只要相信這件事，\n持續努力鍛鍊，肯定能開闢出一條路！","129801"
"1","0","204","10142","204","3","2024/08/01 16:00:00","0","真琴","4","2030/12/17 14:59:59","24","這結果真讓人不甘心啊……\n總之，有很多該反省的地方，\n一件一件克服吧。\n我們齊心協力一起面對，來！","129801"
"2","0","205","10142","205","10.3","2024/08/01 16:00:00","0","真琴","1","2030/12/17 14:59:59","24","你們還是不成氣候的訓練兵，\n不必對失敗耿耿於懷。\n不過面臨實戰可就不能這樣了呢。\n下次要重新打起精神挑戰喔！","129801"
"1","0","206","10142","206","2.93","2024/08/01 16:00:00","0","真琴","6","2030/12/17 14:59:59","24","這就是你們的全力？\n不不不，不該是這樣吧。\n你們肯定能變得更強！\n我都這麼說了，肯定不會錯！","129801"
"1","0","207","10142","207","9.3","2024/08/01 16:00:00","0","真琴","3","2030/12/17 14:59:59","24","考慮到你們的實力，\n這個成績算不上是竭盡全力。\n那麼，接下來該做的事情已經決定了。\n轉換心情，重新鍛鍊！","129801"
"1","0","208","10142","208","6.9","2024/08/01 16:00:00","0","真琴","4","2030/12/17 14:59:59","24","還有很多課題尚待改善呢～\n拖沓的動作，慢半拍的判斷……\n只要好好改進這些部分，\n紀錄肯定也能更進一步提升。","129801"
"2","0","209","10142","209","0","2024/08/01 16:00:00","0","真琴","2","2030/12/17 14:59:59","24","能夠一路來到這個地方，你們及格了！\n不如說，回想起一開始不靠譜的樣子，\n你們已經有了驚人的成長吧？\n我認為這是值得自豪的結果啊！","129801"
"2","0","210","10142","210","5.95","2024/08/01 16:00:00","0","真琴","1","2030/12/17 14:59:59","24","雖然這次的訓練挺艱辛的，\n但大家都能確實地跟上呢。\n你們展現了腳踏實地持續進行\n基礎訓練的成果，這就是證據。","129801"
"1","0","211","10142","211","6.73","2024/08/01 16:00:00","0","真琴","2","2030/12/17 14:59:59","24","你們這次訓練也很努力呢！\n好好休息，為下次做好準備喔！\n該怎麼說，看著學生持續在成長，\n我覺得很開心呢……","129801"
"2","0","212","10142","212","0","2024/08/01 16:00:00","0","真琴","2","2030/12/17 14:59:59","24","你們幾個，太厲害了！\n我看這下啊，已經不能說你們是\n菜鳥新兵了呢。就算是在騎士團，\n你們肯定也能大為活躍喔！","129801"
"2","0","213","10142","213","6.65","2024/08/01 16:00:00","0","真琴","1","2030/12/17 14:59:59","24","與敵人的戰鬥方式，正確的狀況判斷，\n最重要的毅力……全都棒極了！\n要是一不留神，連身為教官的我\n都可能會被你們超越呢……嘿嘿。","129801"
"1","0","214","10142","214","3.05","2024/08/01 16:00:00","0","真琴","6","2030/12/17 14:59:59","24","我的指導很出色？\n不不不，能夠變強到這個地步，\n全是因為你們自己的努力。\n我重新再說一次……恭喜你們！","129801"
