2272ade76692b06f05086839c9b43a3d45aaa9dcdd8ab1a597b9d28ac31e365d,654450dce4629b1c4d06365550314bc3f50ac09ec6158d37d623757ec63b1edc,4c0bb1d3c0b87f0a603e5a51ce0267cc4938b8264afb30cd6b00bfc57a328efe,c07b4b2fce48de1a767da6fd4304cc2d9aa86429d9dc0e69bc7e6890f9ffd35b,4e8d85c0d5f069f406ca62b3133f5c7251e1d0e1407ba245a3c458a7bf41d36f,0278bd79eaf4bc1dfe741b2cf5e83b8a6b1415dbda61b3fd4a4fe950efbf5f36,ef674f137d47e3a5173809fb1252ead44008de138a0b2233f74c7064e30d24f8,7cb7556cd05ea1d1429147adacea3b253af7f1b8d28c4c08733437cd4fca14d7,7ef626cc1ebca2c3578430b2df465c24894953ed2c4529eb58fc6b03d200b418,56f46c19b12e19966ae97db8d919efaad6f756dbd9b11278a77ad4749a5eacf9,5adce304f16e39ba5fcf33422e9cc1c07396985eaca6dd5bfef35e07f8bbd2b1,1ad20fc3e6cb89e9144518f0df0e42b12e7f561edff3f79f1061bb7929028a9f,b760e2e48a4c2a31a637382788755580bd5a319f25f70336860d85c83b090ae0,fe087f083f3907a280b827e31bdafff520affc9667fa550f150b9ca4630f3d28,a061ce41cf8bb69d87bd241b0eeb8fbd3916d5a4e2e1f1fbdbd4e8b2bb1574ce,ae5106f6affcfc5c5de70bebf1448cf8cd9189b111b711fad673adb26b17ce26,48031b0b83d81e12db9e5f519916acf0470eaaf0ad867af549e9a8a210f2c34f,aa0deca28c20b0fab51982f1130a97347e4572f091d3259eb37dddc2aed83808,5466ff3ba20f24cc9a24e89f698cea02efc91dc61f6ebda2100b4e1e1859f7fa,b2c7d2d139ea087faa8ecf46b09aa356246eb5272e90884594fc5ec3fc19fe85,e443d49a00691f8ee9ae3ad2cfdc989fffa9aa6391962f378cacae122adac71a,e678ce993bbdb3adf3db8cf88ad2834a51d4c84c97384cc9fb7556fc30bdca0a,64d0173b64d75830fb6f0c9a20fcc1b28bc835d6449dec30bd032104e27ba3b0,22effdd2930f5928c4e552f6bebf697dba8be9648e6469779f7813d1aff6e977,2c8e3e00419864745ee1a0183925865cd06c20280503aa038cf4806bea188993,e61b3e12561af1de136d4f3db8f7b29c1dea7cba2bf48210cfc6badc56f8acb6,c6326f00e12660fdc4d721750642377b8aa1c8c84b860cf81ada7dc2c76b3ac2,8233e97a94b40ebd42da494b19ecfd3d8941350ef45fbe1b89d7342fd33841d3,ec40e3cdc8d721be9c558764cbc464f0db2ad2900ba0e1a351499788089c5685,6ae585dfa6151e37923300bf78b69acda345c0a33da5d6143c52adfea4c7f8f8,0893cc4ce2cfeb73d2ea763b31e6e31a82da12ebe8524d5aa3ecc77bfc93df92,5193bcf1a69d3fd943313237bb80aac1eca0f32db7a4fb4c0372d648fc9334c5,b6fa0236a2243ac839ea567b2d6a0cc7351a44e2e0f5027e9fdb64ec79048744,f54c5cf2ef97189ad76e49b262f94733cb710ede276399eed530b75e66b8fa39,0b873ff417a0ac4e0c01745ad4176c623f46688cc24d37660a0d83a828ae26bd,3f87ff8e1848721060f76ad61063990f3e49460d9be016ce6327cebb4582ba39,f6b2c6bf272e8b2a3f797c45f33996ceae2480c3c0647e55254e6bae3f1a483f,860519808daa2aa1681e52b19dc7dd5b0728e02d936aed06e5a0fbeb4cf7e866,4717d474a1feea0b0d490c501b3aaeb4eada51e206d4380e49b03b6fb991c9aa,ca35afb556f9919f32bcbd05d0ac18c155b9f0ff6243fd9f7592e2838ed8e78c,cf18163d2ce283a60722ef03dddc8f28b2c1fb6a656a6ed40cb78687f0279fb5,81037aea4c8df214c098db0f04e511ceea544b3abb5420ec705d95ff9b5be9ef,0832b27ed43f529aae2649e2852808c59dc84a959510614fb45d2169911be791,4374d5dd19fb60a1d6fdb4c23d6fd81b0624ab85720a8e98301b0ba1bb6021bb
"0","13","0","200000001","11","200600","13","1","600060013","鼠妖","0","13","13","13","13","13","0","13","13","13","13","0","0","1","13","0","13","10","13","10","699","13","0","13","0","203","13","1","0","0","0","30","10","0"
"0","16","0","200000001","13","200600","16","1","600060016","鼠妖","0","16","16","16","16","16","0","16","16","16","16","0","0","1","16","0","16","12","16","10","1026","16","0","16","0","260","16","1","0","0","0","30","10","0"
"0","20","0","200000001","16","200600","20","1","600060020","鼠妖","0","20","20","20","20","20","0","20","20","20","20","0","0","1","20","0","20","15","20","10","1462","20","0","20","0","335","20","1","0","0","0","30","10","0"
"0","1","0","200000006","3","200700","1","1","600070001","木靈","0","1","1","1","1","1","0","1","1","1","1","0","23","1","1","0","1","2","1","10","356","1","0","1","0","0","1","1","0","0","0","30","10","0"
"0","13","0","200000006","12","200700","13","1","600070013","木靈","0","13","13","13","13","13","0","13","13","13","13","0","235","1","13","0","13","14","13","10","1229","13","0","13","0","0","13","1","0","0","0","30","10","0"
"0","22","0","200000006","14","200700","22","1","600070022","木靈","0","22","22","22","22","22","0","22","22","22","22","0","358","1","22","0","22","17","22","10","2081","22","0","22","0","0","22","1","0","0","0","30","10","0"
"0","4","0","200000006","6","200800","4","1","600080004","噬岩怪","0","4","4","4","4","4","0","4","4","4","4","0","0","1","4","0","4","4","4","10","409","4","0","4","0","43","4","1","0","0","0","30","10","0"
"0","16","0","200000006","18","200800","16","1","600080016","噬岩怪","0","16","16","16","16","16","0","16","16","16","16","0","0","1","16","0","16","12","16","10","1003","16","0","16","0","163","16","1","0","0","0","30","10","0"
"0","1","0","200000001","3","200900","1","1","600090001","樹精","0","1","1","1","1","1","0","1","1","1","1","0","0","1","1","0","1","2","1","10","301","1","0","1","0","28","1","1","0","0","0","30","10","0"
"0","13","0","200000001","15","200900","13","1","600090013","樹精","0","13","13","13","13","13","0","13","13","13","13","0","0","1","13","0","13","14","13","10","1182","13","0","13","0","170","13","1","0","0","0","30","10","0"
"0","22","0","200000001","22","200900","22","1","600090022","樹精","0","22","22","22","22","22","0","22","22","22","22","0","0","1","22","0","22","21","22","10","2743","22","0","22","0","298","22","1","0","0","0","30","10","0"
"0","23","0","200000001","22","200900","23","1","600090023","樹精","0","23","23","23","23","23","0","23","23","23","23","0","0","1","23","0","23","21","23","10","2878","23","0","23","0","307","23","1","0","0","0","30","10","0"
"0","3","0","200000001","6","200901","3","1","600090103","擰扭相思樹","0","3","3","3","3","3","0","3","3","3","3","0","0","1","3","0","3","5","3","10","665","3","0","3","0","44","3","1","0","0","0","30","10","0"
"0","14","0","200000001","14","200901","14","1","600090114","擰扭相思樹","0","14","14","14","14","14","0","14","14","14","14","0","0","1","14","0","14","12","14","10","1594","14","0","14","0","284","14","1","0","0","0","30","10","0"
"0","22","0","200000001","20","200901","22","1","600090122","擰扭相思樹","0","22","22","22","22","22","0","22","22","22","22","0","0","1","22","0","22","17","22","10","3199","22","0","22","0","455","22","1","0","0","0","30","10","0"
"0","11","0","200000010","10","201000","11","1","600100011","怨火之顱","0","11","11","11","11","11","0","11","11","11","11","0","165","1","11","0","11","12","11","10","769","11","0","11","0","0","11","1","0","0","0","30","10","0"
"0","19","0","200000010","16","201000","19","1","600100019","怨火之顱","0","19","19","19","19","19","0","19","19","19","19","0","285","1","19","0","19","19","19","10","1944","19","0","19","0","0","19","1","0","0","0","30","10","0"
"0","3","0","200000001","5","201100","3","1","600110003","狗頭人","0","3","3","3","3","3","0","3","3","3","3","0","0","1","3","0","3","4","3","10","463","3","0","3","0","29","3","1","0","0","0","30","10","0"
"0","14","0","200000001","12","201100","14","1","600110014","狗頭人","0","14","14","14","14","14","0","14","14","14","14","0","0","1","14","0","14","11","14","10","1265","14","0","14","0","162","14","1","0","0","0","30","10","0"
"0","22","0","200000001","16","201100","22","1","600110022","狗頭人","0","22","22","22","22","22","0","22","22","22","22","0","0","1","22","0","22","14","22","10","2079","22","0","22","0","251","22","1","0","0","0","30","10","0"
"0","23","0","200000001","23","201100","23","1","600110023","狗頭人","0","23","23","23","23","23","0","23","23","23","23","0","0","1","23","0","23","21","23","10","2091","23","0","23","0","266","23","1","0","0","0","30","10","0"
"0","1","0","200000001","102","201200","1","1","600120001","魔像","0","1","1","1","1","1","0","1","1","1","1","0","0","1","1","0","1","3","1","10","231","1","0","1","0","52","1","1","0","0","0","30","10","0"
"0","12","0","200000003","273","201200","12","1","600120012","魔像","0","12","12","12","12","12","0","12","12","12","12","0","0","1","12","0","12","18","12","10","878","12","0","12","0","192","12","1","0","0","0","30","10","0"
"0","22","0","200000003","300","201200","22","1","600120022","魔像","0","22","22","22","22","22","0","22","22","22","22","0","0","1","22","0","22","33","22","10","2461","22","0","22","0","413","22","1","0","0","0","30","10","0"
"0","1","0","200000003","5","201300","1","1","600130001","岩花","0","1","1","1","1","1","0","1","1","1","1","0","0","1","1","0","1","4","1","10","479","1","0","1","0","31","1","1","0","0","0","30","10","0"
"0","13","0","200000003","17","201300","13","1","600130013","岩花","0","13","13","13","13","13","0","13","13","13","13","0","0","1","13","0","13","13","13","10","1088","13","0","13","0","137","13","1","0","0","0","30","10","0"
"0","10","0","200000009","10","201301","10","1","600130110","癲狂之花","0","10","10","10","10","10","0","10","10","10","10","0","0","1","10","0","10","9","10","10","1033","10","0","10","0","83","10","1","0","0","0","30","10","0"
"0","17","0","200000009","16","201301","17","1","600130117","癲狂之花","0","17","17","17","17","17","0","17","17","17","17","0","0","1","17","0","17","14","17","10","2063","17","0","17","0","155","17","1","0","0","0","30","10","0"
"0","20","0","200000009","18","201301","20","1","600130120","癲狂之花","0","20","20","20","20","20","0","20","20","20","20","0","0","1","20","0","20","15","20","10","2504","20","0","20","0","166","20","1","0","0","0","30","10","0"
"0","10","0","200000001","14","201400","10","1","600140010","雷雲長老","0","10","10","10","10","10","0","10","10","10","10","0","114","1","10","0","10","10","10","10","579","10","0","10","0","0","10","1","0","0","0","30","10","0"
"0","17","0","200000001","20","201400","17","1","600140017","雷雲長老","0","17","17","17","17","17","0","17","17","17","17","0","227","1","17","0","17","14","17","10","965","17","0","17","0","0","17","1","0","0","0","30","10","0"
"0","22","0","200000001","27","201400","22","1","600140022","雷雲長老","0","22","22","22","22","22","0","22","22","22","22","0","414","1","22","0","22","19","22","10","2106","22","0","22","0","0","22","1","0","0","0","30","10","0"
"0","23","0","200000001","14","201500","23","1","600150023","潛陸水母","0","23","23","23","23","23","0","23","23","23","23","0","196","1","23","0","23","17","23","10","2420","23","0","23","0","0","23","1","0","0","0","30","10","0"
"0","3","0","200000001","6","201600","3","1","600160003","森之寧芙","0","3","3","3","3","3","0","3","3","3","3","0","17","1","3","0","3","3","3","10","520","3","0","3","0","0","3","1","0","0","0","30","10","0"
"0","4","0","200000001","6","201600","4","1","600160004","森之寧芙","0","4","4","4","4","4","0","4","4","4","4","0","36","1","4","0","4","4","4","10","579","4","0","4","0","0","4","1","0","0","0","30","10","0"
"0","14","0","200000001","10","201600","14","1","600160014","森之寧芙","0","14","14","14","14","14","0","14","14","14","14","0","198","1","14","0","14","11","14","10","2305","14","0","14","0","0","14","1","0","0","0","30","10","0"
"0","16","0","200000001","11","201600","16","1","600160016","森之寧芙","0","16","16","16","16","16","0","16","16","16","16","0","232","1","16","0","16","13","16","10","2723","16","0","16","0","0","16","1","0","0","0","30","10","0"
"0","4","0","200000001","5","202101","4","1","600210104","紅蕈菇","0","4","4","4","4","4","0","4","4","4","4","0","0","1","4","0","4","3","4","10","473","4","0","4","0","50","4","1","0","0","0","30","10","0"
"0","11","0","200000001","10","202101","11","1","600210111","紅蕈菇","0","11","11","11","11","11","0","11","11","11","11","0","0","1","11","0","11","9","11","10","1101","11","0","11","0","183","11","1","0","0","0","30","10","0"
"0","16","0","200000001","15","202101","16","1","600210116","紅蕈菇","0","16","16","16","16","16","0","16","16","16","16","0","0","1","16","0","16","13","16","10","1670","16","0","16","0","262","16","1","0","0","0","30","10","0"
"0","19","0","200000001","16","202101","19","1","600210119","紅蕈菇","0","19","19","19","19","19","0","19","19","19","19","0","0","1","19","0","19","13","19","10","2023","19","0","19","0","295","19","1","0","0","0","30","10","0"
"0","23","0","200000001","21","202200","23","1","600220023","翼耳兔","0","23","23","23","23","23","0","23","23","23","23","0","409","1","23","0","23","29","23","10","2807","23","0","23","0","0","23","1","0","0","0","30","10","0"
"0","1","0","200000006","5","202300","1","1","600230001","火焰咒士","0","1","1","1","1","1","0","1","1","1","1","0","55","1","1","0","1","6","1","10","210","1","0","1","0","0","1","1","0","0","0","30","10","0"
"0","13","0","200000006","13","202300","13","1","600230013","火焰咒士","0","13","13","13","13","13","0","13","13","13","13","0","171","1","13","0","13","16","13","10","981","13","0","13","0","0","13","1","0","0","0","30","10","0"
"0","18","0","200000006","13","202300","18","1","600230018","火焰咒士","0","18","18","18","18","18","0","18","18","18","18","0","252","1","18","0","18","17","18","10","1681","18","0","18","0","0","18","1","0","0","0","30","10","0"
"0","23","0","200000001","33","202400","23","1","600240023","洞窟猿猴","0","23","23","23","23","23","0","23","23","23","23","0","0","1","23","0","23","18","23","10","3490","23","0","23","0","578","23","1","0","0","0","30","10","0"
"0","10","0","200000001","11","202500","10","1","600250010","洞窟蝙蝠","0","10","10","10","10","10","0","10","10","10","10","0","129","1","10","0","10","14","10","10","965","10","0","10","0","0","10","1","0","0","0","30","10","0"
"0","17","0","200000001","17","202500","17","1","600250017","洞窟蝙蝠","0","17","17","17","17","17","0","17","17","17","17","0","233","1","17","0","17","23","17","10","1658","17","0","17","0","0","17","1","0","0","0","30","10","0"
"0","4","0","200000001","8","202700","4","1","600270004","寄居蟹騎士","0","4","4","4","4","4","0","4","4","4","4","0","0","1","4","0","4","5","4","10","503","4","0","4","0","61","4","1","0","0","0","30","10","0"
"0","16","0","200000001","20","202700","16","1","600270016","寄居蟹騎士","0","16","16","16","16","16","0","16","16","16","16","0","0","1","16","0","16","16","16","10","1736","16","0","16","0","323","16","1","0","0","0","30","10","0"
"0","23","0","200000001","26","202700","23","1","600270023","寄居蟹騎士","0","23","23","23","23","23","0","23","23","23","23","0","0","1","23","0","23","19","23","10","2881","23","0","23","0","455","23","1","0","0","0","30","10","0"
"0","11","0","200000006","9","202800","11","1","600280011","流浪之鴉","0","11","11","11","11","11","0","11","11","11","11","0","0","1","11","0","11","8","11","10","4614","11","0","11","0","310","11","1","0","0","0","30","10","0"
"0","19","0","200000006","15","202800","19","1","600280019","流浪之鴉","0","19","19","19","19","19","0","19","19","19","19","0","0","1","19","0","19","12","19","10","5818","19","0","19","0","486","19","1","0","0","0","30","10","0"
"0","22","0","200000006","19","202800","22","1","600280022","流浪之鴉","0","22","22","22","22","22","0","22","22","22","22","0","0","1","22","0","22","14","22","10","6270","22","0","22","0","552","22","1","0","0","0","30","10","0"
"0","3","0","200000003","8","202901","3","1","600290103","岩石蜥蜴","0","3","3","3","3","3","0","3","3","3","3","0","0","1","3","0","3","5","3","10","615","3","0","3","0","37","3","1","0","0","0","30","10","0"
"0","14","0","200000003","18","202901","14","1","600290114","岩石蜥蜴","0","14","14","14","14","14","0","14","14","14","14","0","0","1","14","0","14","12","14","10","1276","14","0","14","0","222","14","1","0","0","0","30","10","0"
"0","20","0","200000003","21","202901","20","1","600290120","岩石蜥蜴","0","20","20","20","20","20","0","20","20","20","20","0","0","1","20","0","20","13","20","10","2932","20","0","20","0","366","20","1","0","0","0","30","10","0"
"0","10","0","200000001","12","202902","10","1","600290210","翠綠蜥蜴","0","10","10","10","10","10","0","10","10","10","10","0","0","1","10","0","10","11","10","10","1294","10","0","10","0","174","10","1","0","0","0","30","10","0"
"0","17","0","200000001","16","202902","17","1","600290217","翠綠蜥蜴","0","17","17","17","17","17","0","17","17","17","17","0","0","1","17","0","17","16","17","10","2625","17","0","17","0","296","17","1","0","0","0","30","10","0"
"0","3","0","200000001","6","203000","3","1","600300003","軟泥怪","0","3","3","3","3","3","0","3","3","3","3","0","45","1","3","0","3","4","3","10","372","3","0","3","0","0","3","1","0","0","0","30","10","0"
"0","10","0","200000001","14","203000","10","1","600300010","軟泥怪","0","10","10","10","10","10","0","10","10","10","10","0","209","1","10","0","10","11","10","10","626","10","0","10","0","0","10","1","0","0","0","30","10","0"
"0","14","0","200000001","16","203000","14","1","600300014","軟泥怪","0","14","14","14","14","14","0","14","14","14","14","0","240","1","14","0","14","13","14","10","904","14","0","14","0","0","14","1","0","0","0","30","10","0"
"0","17","0","200000001","16","203000","17","1","600300017","軟泥怪","0","17","17","17","17","17","0","17","17","17","17","0","304","1","17","0","17","15","17","10","1348","17","0","17","0","0","17","1","0","0","0","30","10","0"
"0","1","0","200000001","4","203001","1","1","600300101","閃焰軟泥怪","0","1","1","1","1","1","0","1","1","1","1","0","16","1","1","0","1","2","1","10","383","1","0","1","0","0","1","1","0","0","0","30","10","0"
"0","13","0","200000005","20","203001","13","1","600300113","閃焰軟泥怪","0","13","13","13","13","13","0","13","13","13","13","0","141","1","13","0","13","11","13","10","1314","13","0","13","0","0","13","1","0","0","0","30","10","0"
"0","20","0","200000005","22","203001","20","1","600300120","閃焰軟泥怪","0","20","20","20","20","20","0","20","20","20","20","0","215","1","20","0","20","15","20","10","2952","20","0","20","0","0","20","1","0","0","0","30","10","0"
"0","10","0","200000001","8","203200","10","1","600320010","搗蛋惡魔","0","10","10","10","10","10","0","10","10","10","10","0","148","1","10","0","10","11","10","10","1128","10","0","10","0","0","10","1","0","0","0","30","10","0"
"0","17","0","200000001","13","203200","17","1","600320017","搗蛋惡魔","0","17","17","17","17","17","0","17","17","17","17","0","268","1","17","0","17","18","17","10","1938","17","0","17","0","0","17","1","0","0","0","30","10","0"
"0","2","0","200000001","150","203300","2","1","600330002","哥布林護衛","0","2","2","2","2","2","0","2","2","2","2","0","0","1","2","0","2","28","2","10","414","2","0","2","0","17","2","1","0","0","0","30","10","0"
"0","8","0","200000001","221","203300","8","1","600330008","哥布林護衛","0","8","8","8","8","8","0","8","8","8","8","0","0","1","8","0","8","8","8","10","934","8","0","8","0","136","8","1","0","0","0","30","10","0"
"0","14","0","200000001","300","203300","14","1","600330014","哥布林護衛","0","14","14","14","14","14","0","14","14","14","14","0","0","1","14","0","14","14","14","10","1341","14","0","14","0","240","14","1","0","0","0","30","10","0"
"0","15","0","200000001","300","203300","15","1","600330015","哥布林護衛","0","15","15","15","15","15","0","15","15","15","15","0","0","1","15","0","15","14","15","10","1539","15","0","15","0","249","15","1","0","0","0","30","10","0"
"0","3","0","200000001","8","203400","3","1","600340003","鬼燈螢","0","3","3","3","3","3","0","3","3","3","3","0","126","1","3","0","3","10","3","10","844","3","0","3","0","0","3","1","0","0","0","30","10","0"
"0","10","0","200000001","10","203400","10","1","600340010","鬼燈螢","0","10","10","10","10","10","0","10","10","10","10","0","151","1","10","0","10","13","10","10","863","10","0","10","0","0","10","1","0","0","0","30","10","0"
"0","14","0","200000001","12","203400","14","1","600340014","鬼燈螢","0","14","14","14","14","14","0","14","14","14","14","0","165","1","14","0","14","14","14","10","874","14","0","14","0","0","14","1","0","0","0","30","10","0"
"0","17","0","200000001","13","203400","17","1","600340017","鬼燈螢","0","17","17","17","17","17","0","17","17","17","17","0","220","1","17","0","17","15","17","10","1522","17","0","17","0","0","17","1","0","0","0","30","10","0"
"0","4","0","200000006","5","203700","4","1","600370004","堅果射手","0","4","4","4","4","4","0","4","4","4","4","0","0","1","4","0","4","4","4","10","633","4","0","4","0","52","4","1","0","0","0","30","10","0"
"0","16","0","200000006","13","203700","16","1","600370016","堅果射手","0","16","16","16","16","16","0","16","16","16","16","0","0","1","16","0","16","10","16","10","2185","16","0","16","0","272","16","1","0","0","0","30","10","0"
"0","1","0","200000001","5","203800","1","1","600380001","獸人","0","1","1","1","1","1","0","1","1","1","1","0","0","1","1","0","1","2","1","10","370","1","0","1","0","36","1","1","0","0","0","30","10","0"
"0","9","0","200000001","14","203800","9","1","600380009","獸人","0","9","9","9","9","9","0","9","9","9","9","0","0","1","9","0","9","8","9","10","1306","9","0","9","0","195","9","1","0","0","0","30","10","0"
"0","12","0","200000001","15","203800","12","1","600380012","獸人","0","12","12","12","12","12","0","12","12","12","12","0","0","1","12","0","12","9","12","10","1416","12","0","12","0","234","12","1","0","0","0","30","10","0"
