cc16f76a4da2eeb98714bf7d5929e1b0d9dd9c0377165311e171d831b34ca924,a13b8f0baa47314ecd68e81d3fc4cfc0be62b778773bdb70984fc4dcaf09dfb2,9eea74f5e28ba76bf9c0e1b2edf305b2b88cc3b0feb5b09ccc19b54a9719b8a6,be4191f8e0722cfe7727f0829125d1813c1d73545e07141ad759b979504ad720,dedfdf4235d19a9ec63baeab3bc69727b8c5486eff88d6cc00d1bb9e31281435,535b6620ceb964968edddc515498e7a60e7e61e527b61d675f332cc15a497191,7552ac9ad0fe313de14c6dba753773e32d8076033e54ce3f27f296f5a1ad63cd,22ffc1788db675160dcd79b6742f73e59cc8067e8e34169fd7c055e406fdc51f,3336c5c3082b46fc88c88214429ece6ff6dabefcd1d81a4c87fbb86200bd97c6,fbefe347bb15138c03f6a0a6b12abfda9d37eb12790c429cd18eb8e080b4e402,95e1705bcd5aed8ef49617637d9f54b4200f421b16c72f7006bc7ef06cf5376b,4d1cb3f304c8ee87f4f812df11cb4ed5c99c6244018a15b53f1203bb793093ca,9b8e08390db333940df9a5671ce7e5e442d2b5ea8699742f70777019af6ed17b,3f605d27500ef27c3cadcf90f67d5d27e535652f3ee20a66d5a24e14ec67d28d
"190801","2020/11/17 12:00:00","2020/11/27 15:59:59","2","2","-363","55","1","花凜","10045","10045007","0","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","1.216"
"190801","2020/11/17 12:00:00","2020/11/27 15:59:59","3","2","-363","56","1","花凜","10045","10045008","0","辛苦了\n別忘記使用討伐證\n來進行交換哦！","1.539"
"190801","2020/11/17 12:00:00","2020/11/27 15:59:59","4","2","-363","56","1","花凜","10045","10045009","0","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","1.875"
"110501","2020/11/17 12:00:00","2020/11/27 15:59:59","101","4","-285","51","1","香織（夏日）","10045","10045101","0","","9.1"
"110401","2020/11/17 12:00:00","2020/11/27 15:59:59","201","4","-285","51","1","真琴（夏日）","10045","10045102","0","","5.5"
"110601","2020/11/17 12:00:00","2020/11/27 15:59:59","301","4","-285","51","5","真步（夏日）","10045","10045103","0","","9.7"
"110501","2020/11/17 12:00:00","2020/11/27 15:59:59","102","6","-285","51","1","香織（夏日）","10045","10045104","0","","8.5"
"110401","2020/11/17 12:00:00","2020/11/27 15:59:59","202","5","-285","51","3","真琴（夏日）","10045","10045105","0","","13.5"
"110601","2020/11/17 12:00:00","2020/11/27 15:59:59","302","3","-285","51","5","真步（夏日）","10045","10045106","0","","3.8"
"110501","2020/11/17 12:00:00","2020/11/27 15:59:59","103","1","-285","51","2","香織（夏日）","10045","10045107","0","","4.4"
"110401","2020/11/17 12:00:00","2020/11/27 15:59:59","203","1","-285","51","2","真琴（夏日）","10045","10045108","0","","6.8"
"110601","2020/11/17 12:00:00","2020/11/27 15:59:59","303","1","-285","51","2","真步（夏日）","10045","10045109","0","","8.5"
"110501","2020/11/17 12:00:00","2020/11/27 15:59:59","104","1","-285","52","2","香織（夏日）","10045","10045110","0","","4.6"
"110401","2020/11/17 12:00:00","2020/11/27 15:59:59","204","1","-285","52","1","真琴（夏日）","10045","10045111","0","","0"
"110601","2020/11/17 12:00:00","2020/11/27 15:59:59","304","1","-285","52","2","真步（夏日）","10045","10045112","0","","13.3"
"110501","2020/11/17 12:00:00","2020/11/27 15:59:59","105","1","-285","52","2","香織（夏日）","10045","10045113","0","","8.4"
"110401","2020/11/17 12:00:00","2020/11/27 15:59:59","205","1","-285","52","2","真琴（夏日）","10045","10045114","0","","15.1"
"110601","2020/11/17 12:00:00","2020/11/27 15:59:59","305","1","-285","52","2","真步（夏日）","10045","10045115","0","","12.5"
"110501","2020/11/17 12:00:00","2020/11/27 15:59:59","106","1","-285","52","2","香織（夏日）","10045","10045116","0","","6.5"
"110401","2020/11/17 12:00:00","2020/11/27 15:59:59","206","1","-285","52","2","真琴（夏日）","10045","10045117","0","","13.8"
"110601","2020/11/17 12:00:00","2020/11/27 15:59:59","306","1","-285","52","5","真步（夏日）","10045","10045118","0","","13.3"
"190801","2020/07/31 12:00:00","2030/01/01 14:59:59","1","1","-416.5","53","2","花凜","10046","10046001","0","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","3.414"
"190801","2020/07/31 12:00:00","2030/01/01 14:59:59","2","1","-416.5","53","2","花凜","10046","10046002","0","將任務完成，\n並獲得獎勵吧！","3.099"
"190801","2020/07/31 12:00:00","2030/01/01 14:59:59","3","1","-416.5","54","2","花凜","10046","10046003","0","似乎有能夠\n領取的獎勵了，\n請確認看看。","2.801"
"190801","2020/07/31 12:00:00","2030/01/01 14:59:59","4","2","-416.5","54","2","花凜","10046","10046004","0","能夠領取獎勵了！\n請檢查看看","0"
"190801","2020/07/31 12:00:00","2030/01/01 14:59:59","5","1","-416.5","57","1","花凜","10046","10046005","0","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","0"
"190801","2020/07/31 12:00:00","2030/01/01 14:59:59","1","1","-363","55","2","花凜","10046","10046006","0","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","5.506"
"190801","2020/07/31 12:00:00","2030/01/01 14:59:59","2","2","-363","55","1","花凜","10046","10046007","0","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","1.216"
"190801","2020/07/31 12:00:00","2030/01/01 14:59:59","3","2","-363","56","1","花凜","10046","10046008","0","辛苦了\n別忘記使用討伐證\n來進行交換哦！","1.539"
"190801","2020/07/31 12:00:00","2030/01/01 14:59:59","4","2","-363","56","1","花凜","10046","10046009","0","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","1.875"
"101501","2020/07/31 12:00:00","2030/01/01 14:59:59","101","2","-285","51","5","美里","10046","10046101","8","","6"
"113501","2020/07/31 12:00:00","2030/01/01 14:59:59","111","2","-285","51","5","美里（夏日）","10046","10046102","8","","6"
"101201","2020/07/31 12:00:00","2030/01/01 14:59:59","201","1","-285","51","2","初音","10046","10046103","8","","4.15"
"113401","2020/07/31 12:00:00","2030/01/01 14:59:59","211","1","-285","51","2","初音（夏日）","10046","10046104","8","","4.15"
"101501","2020/07/31 12:00:00","2030/01/01 14:59:59","102","4","-285","51","2","美里","10046","10046105","8","","6.3"
"113501","2020/07/31 12:00:00","2030/01/01 14:59:59","112","4","-285","51","2","美里（夏日）","10046","10046106","8","","6.3"
"101201","2020/07/31 12:00:00","2030/01/01 14:59:59","202","2","-285","51","1","初音","10046","10046107","8","","7.43"
"113401","2020/07/31 12:00:00","2030/01/01 14:59:59","212","2","-285","51","1","初音（夏日）","10046","10046108","8","","7.43"
"101501","2020/07/31 12:00:00","2030/01/01 14:59:59","103","5","-285","51","2","美里","10046","10046109","8","","10.4"
"113501","2020/07/31 12:00:00","2030/01/01 14:59:59","113","5","-285","51","2","美里（夏日）","10046","10046110","8","","10.4"
"101201","2020/07/31 12:00:00","2030/01/01 14:59:59","203","1","-285","51","1","初音","10046","10046111","8","","5.71"
"113401","2020/07/31 12:00:00","2030/01/01 14:59:59","213","1","-285","51","1","初音（夏日）","10046","10046112","8","","5.71"
"101501","2020/07/31 12:00:00","2030/01/01 14:59:59","104","1","-285","52","2","美里","10046","10046113","8","","8.71"
"113501","2020/07/31 12:00:00","2030/01/01 14:59:59","114","1","-285","52","2","美里（夏日）","10046","10046114","8","","8.71"
"101201","2020/07/31 12:00:00","2030/01/01 14:59:59","204","1","-285","52","2","初音","10046","10046115","8","","4.2"
"113401","2020/07/31 12:00:00","2030/01/01 14:59:59","214","1","-285","52","2","初音（夏日）","10046","10046116","8","","4.2"
"101501","2020/07/31 12:00:00","2030/01/01 14:59:59","105","1","-285","52","1","美里","10046","10046117","8","","7.5"
"113501","2020/07/31 12:00:00","2030/01/01 14:59:59","115","1","-285","52","1","美里（夏日）","10046","10046118","8","","7.5"
"101201","2020/07/31 12:00:00","2030/01/01 14:59:59","205","5","-285","52","2","初音","10046","10046119","8","","13.55"
"113401","2020/07/31 12:00:00","2030/01/01 14:59:59","215","5","-285","52","2","初音（夏日）","10046","10046120","8","","13.55"
"101501","2020/07/31 12:00:00","2030/01/01 14:59:59","106","1","-285","52","2","美里","10046","10046121","8","","7.75"
"113501","2020/07/31 12:00:00","2030/01/01 14:59:59","116","1","-285","52","2","美里（夏日）","10046","10046122","8","","7.75"
"101201","2020/07/31 12:00:00","2030/01/01 14:59:59","206","1","-285","52","2","初音","10046","10046123","8","","4.36"
"113401","2020/07/31 12:00:00","2030/01/01 14:59:59","216","1","-285","52","2","初音（夏日）","10046","10046124","8","","4.36"
"190801","2020/12/18 16:00:00","2020/12/27 15:59:59","1","1","-416.5","53","2","花凜","10047","10047001","0","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","3.414"
"190801","2020/12/18 16:00:00","2020/12/27 15:59:59","2","1","-416.5","53","2","花凜","10047","10047002","0","將任務完成，\n並獲得獎勵吧！","3.099"
"190801","2020/12/18 16:00:00","2020/12/27 15:59:59","3","1","-416.5","54","2","花凜","10047","10047003","0","似乎有能夠\n領取的獎勵了，\n請確認看看。","2.801"
"190801","2020/12/18 16:00:00","2020/12/27 15:59:59","4","2","-416.5","54","2","花凜","10047","10047004","0","能夠領取獎勵了！\n請檢查看看","0"
"190801","2020/12/18 16:00:00","2020/12/27 15:59:59","5","1","-416.5","57","1","花凜","10047","10047005","0","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","0"
"190801","2020/12/18 16:00:00","2020/12/27 15:59:59","1","1","-363","55","2","花凜","10047","10047006","0","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","5.506"
"190801","2020/12/18 16:00:00","2020/12/27 15:59:59","2","2","-363","55","1","花凜","10047","10047007","0","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","1.216"
"190801","2020/12/18 16:00:00","2020/12/27 15:59:59","3","2","-363","56","1","花凜","10047","10047008","0","辛苦了\n別忘記使用討伐證\n來進行交換哦！","1.539"
"190801","2020/12/18 16:00:00","2020/12/27 15:59:59","4","2","-363","56","1","花凜","10047","10047009","0","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","1.875"
"110701","2020/12/18 16:00:00","2020/12/27 15:59:59","101","1","-285","51","4","碧","10047","10047101","0","","9.228"
"110801","2020/12/18 16:00:00","2020/12/27 15:59:59","201","1","-285","51","5","克蘿依","10047","10047102","0","","10.38"
"110901","2020/12/18 16:00:00","2020/12/27 15:59:59","301","2","-285","51","1","琪愛兒","10047","10047103","0","","10.151"
"111001","2020/12/18 16:00:00","2020/12/27 15:59:59","401","1","-285","51","2","優妮","10047","10047104","0","","7.071"
"110701","2020/12/18 16:00:00","2020/12/27 15:59:59","102","2","-285","51","2","碧","10047","10047105","0","","0"
"110801","2020/12/18 16:00:00","2020/12/27 15:59:59","202","1","-285","51","2","克蘿依","10047","10047106","0","","3.264"
"110901","2020/12/18 16:00:00","2020/12/27 15:59:59","302","2","-285","51","2","琪愛兒","10047","10047107","0","","0"
"111001","2020/12/18 16:00:00","2020/12/27 15:59:59","402","3","-285","51","2","優妮","10047","10047108","0","","8.081"
"110701","2020/12/18 16:00:00","2020/12/27 15:59:59","103","1","-285","51","1","碧","10047","10047109","0","","0"
"110801","2020/12/18 16:00:00","2020/12/27 15:59:59","203","3","-285","51","1","克蘿依","10047","10047110","0","","2.853"
"110901","2020/12/18 16:00:00","2020/12/27 15:59:59","303","1","-285","51","2","琪愛兒","10047","10047111","0","","3.148"
"111001","2020/12/18 16:00:00","2020/12/27 15:59:59","403","1","-285","51","2","優妮","10047","10047112","0","","5.867"
"110701","2020/12/18 16:00:00","2020/12/27 15:59:59","104","4","-285","52","5","碧","10047","10047113","0","","4.129"
"110801","2020/12/18 16:00:00","2020/12/27 15:59:59","204","1","-285","52","2","克蘿依","10047","10047114","0","","10.583"
"110901","2020/12/18 16:00:00","2020/12/27 15:59:59","304","4","-285","52","2","琪愛兒","10047","10047115","0","","3.971"
"111001","2020/12/18 16:00:00","2020/12/27 15:59:59","404","2","-285","52","5","優妮","10047","10047116","0","","10.532"
"110701","2020/12/18 16:00:00","2020/12/27 15:59:59","105","2","-285","52","5","碧","10047","10047117","0","","7.248"
"110801","2020/12/18 16:00:00","2020/12/27 15:59:59","205","4","-285","52","6","克蘿依","10047","10047118","0","","6.184"
"110901","2020/12/18 16:00:00","2020/12/27 15:59:59","305","2","-285","52","2","琪愛兒","10047","10047119","0","","0"
"111001","2020/12/18 16:00:00","2020/12/27 15:59:59","405","1","-285","52","5","優妮","10047","10047120","0","","10.021"
"110701","2020/12/18 16:00:00","2020/12/27 15:59:59","106","2","-285","52","5","碧","10047","10047121","0","","4.473"
"110801","2020/12/18 16:00:00","2020/12/27 15:59:59","206","1","-285","52","5","克蘿依","10047","10047122","0","","7.12"
"110901","2020/12/18 16:00:00","2020/12/27 15:59:59","306","1","-285","52","2","琪愛兒","10047","10047123","0","","6.568"
"111001","2020/12/18 16:00:00","2020/12/27 15:59:59","406","3","-285","52","2","優妮","10047","10047124","0","","6.825"
"190801","2020/12/28 16:00:00","2021/01/18 15:59:59","1","1","-416.5","53","2","花凜","10048","10048001","0","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","3.414"
"190801","2020/12/28 16:00:00","2021/01/18 15:59:59","2","1","-416.5","53","2","花凜","10048","10048002","0","將任務完成，\n並獲得獎勵吧！","3.099"
"190801","2020/12/28 16:00:00","2021/01/18 15:59:59","3","1","-416.5","54","2","花凜","10048","10048003","0","似乎有能夠\n領取的獎勵了，\n請確認看看。","2.801"
"190801","2020/12/28 16:00:00","2021/01/18 15:59:59","4","2","-416.5","54","2","花凜","10048","10048004","0","能夠領取獎勵了！\n請檢查看看","0"
"190801","2020/12/28 16:00:00","2021/01/18 15:59:59","5","1","-416.5","57","1","花凜","10048","10048005","0","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","0"
"190801","2020/12/28 16:00:00","2021/01/18 15:59:59","1","1","-363","55","2","花凜","10048","10048006","0","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","5.506"
"190801","2020/12/28 16:00:00","2021/01/18 15:59:59","2","2","-363","55","1","花凜","10048","10048007","0","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","1.216"
"190801","2020/12/28 16:00:00","2021/01/18 15:59:59","3","2","-363","56","1","花凜","10048","10048008","0","辛苦了\n別忘記使用討伐證\n來進行交換哦！","1.539"
"190801","2020/12/28 16:00:00","2021/01/18 15:59:59","4","2","-363","56","1","花凜","10048","10048009","0","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","1.875"
"113801","2020/12/28 16:00:00","2021/01/18 15:59:59","101","5","-285","51","4","依里（天使）","10048","10048101","8","","12.962"
"100601","2020/12/28 16:00:00","2021/01/18 15:59:59","201","5","-285","51","2","茜里","10048","10048102","8","","12.809"
"113801","2020/12/28 16:00:00","2021/01/18 15:59:59","102","2","-285","51","4","外表依里・聲音茜里","10048","10048104","8","","6.373"
