19ef4f9e8d52dd3812c52def6d0b8878465bf9fd27f7d191af590239cb274081,2f4cee17dd5023e55e1f4d5dfaab3d3e5006784d8b2da44652931ede6647e0af,607777c5869004b2ecce5da8216b01443525a4de3a35afeacee4de9b1e0a9abc,420febfab5aa7b8374c783d2b188d83112df5544406c3543d9050eb37e949343,9cd00451be28049175ea62e4249c736d340a54f5d4ce244ac5f2687e38387753,7e42c751fcd8511233a46a64aa69174797a3856a1b2546bf78baf7d0136c71d4
"4","4365","1","600","125","85"
"4","4490","1","600","125","86"
"4","4615","1","600","125","87"
"4","4740","1","600","125","88"
"4","4865","1","600","125","89"
"4","4990","1","600","125","90"
"5","5140","1","600","150","91"
"5","5290","1","600","150","92"
"5","5440","1","600","150","93"
"5","5590","1","600","150","94"
"5","5740","1","600","150","95"
"5","5890","1","600","150","96"
"5","6040","1","600","150","97"
"5","6190","1","600","150","98"
"5","6340","1","600","150","99"
"5","6490","1","600","150","100"
"5","6665","1","600","175","101"
"5","6840","1","600","175","102"
"5","7015","1","600","175","103"
"5","7190","1","600","175","104"
"5","7365","1","600","175","105"
"5","7540","1","600","175","106"
"5","7715","1","600","175","107"
"5","7890","1","600","175","108"
"5","8065","1","600","175","109"
"5","8240","1","600","175","110"
"6","8440","1","600","200","111"
"6","8640","1","600","200","112"
"6","8840","1","600","200","113"
"6","9040","1","600","200","114"
"6","9240","1","600","200","115"
"6","9440","1","600","200","116"
"6","9640","1","600","200","117"
"6","9840","1","600","200","118"
"6","10040","1","600","200","119"
"6","10240","1","600","200","120"
"6","10465","1","600","225","121"
"6","10690","1","600","225","122"
"6","10915","1","600","225","123"
"6","11140","1","600","225","124"
"6","11365","1","600","225","125"
"6","11590","1","600","225","126"
"6","11815","1","600","225","127"
"6","12040","1","600","225","128"
"6","12265","1","600","225","129"
"6","12490","1","600","225","130"
"7","12740","1","600","250","131"
"7","12990","1","600","250","132"
"7","13240","1","600","250","133"
"7","13490","1","600","250","134"
"7","13740","1","600","250","135"
"7","13990","1","600","250","136"
"7","14240","1","600","250","137"
"7","14490","1","600","250","138"
"7","14740","1","600","250","139"
"7","14990","1","600","250","140"
"8","15240","1","600","250","141"
"8","15490","1","600","250","142"
"8","15740","1","600","250","143"
"8","15990","1","600","250","144"
"8","16240","1","600","250","145"
"8","16490","1","600","250","146"
"8","16740","1","600","250","147"
"8","16990","1","600","250","148"
"8","17240","1","600","250","149"
"8","17490","1","600","250","150"
"9","17740","1","600","250","151"
"9","17990","1","600","250","152"
"9","18240","1","600","250","153"
"9","18490","1","600","250","154"
"9","18740","1","600","250","155"
"9","18990","1","600","250","156"
"9","19240","1","600","250","157"
"9","19490","1","600","250","158"
"9","19740","1","600","250","159"
"9","19990","1","600","250","160"
"10","20240","1","600","250","161"
"10","20490","1","600","250","162"
"10","20740","1","600","250","163"
"10","20990","1","600","250","164"
"10","21240","1","600","250","165"
"10","21490","1","600","250","166"
"10","21740","1","600","250","167"
"10","21990","1","600","250","168"
"10","22240","1","600","250","169"
"10","22490","1","600","250","170"
"11","22740","1","600","250","171"
"11","22990","1","600","250","172"
"11","23240","1","600","250","173"
"11","23490","1","600","250","174"
"11","23740","1","600","250","175"
"11","23990","1","600","250","176"
"11","24240","1","600","250","177"
"11","24490","1","600","250","178"
"11","24740","1","600","250","179"
"11","24990","1","600","250","180"
"12","25240","1","600","250","181"
"12","25490","1","600","250","182"
"12","25740","1","600","250","183"
"12","25990","1","600","250","184"
"12","26240","1","600","250","185"
"12","26490","1","600","250","186"
"12","26740","1","600","250","187"
"12","26990","1","600","250","188"
"12","27240","1","600","250","189"
"12","27490","1","600","250","190"
"13","27740","1","600","250","191"
"13","27990","1","600","250","192"
"13","28240","1","600","250","193"
"13","28490","1","600","250","194"
"13","28740","1","600","250","195"
"13","28990","1","600","250","196"
"13","29240","1","600","250","197"
"13","29490","1","600","250","198"
"13","29740","1","600","250","199"
"13","29990","1","600","250","200"
"14","30240","1","600","250","201"
"14","30490","1","600","250","202"
"14","30740","1","600","250","203"
"14","30990","1","600","250","204"
"14","31240","1","600","250","205"
"14","31490","1","600","250","206"
"14","31740","1","600","250","207"
"14","31990","1","600","250","208"
"14","32240","1","600","250","209"
"14","32490","1","600","250","210"
"15","32740","1","680","250","211"
"15","32990","1","680","250","212"
"15","33240","1","680","250","213"
"15","33490","1","680","250","214"
"15","33740","1","680","250","215"
"15","33990","1","680","250","216"
"15","34240","1","680","250","217"
"15","34490","1","680","250","218"
"15","34740","1","680","250","219"
"15","34990","1","680","250","220"
"16","35240","1","680","250","221"
"16","35490","1","680","250","222"
"16","35740","1","680","250","223"
"16","35990","1","680","250","224"
"16","36240","1","680","250","225"
"16","36490","1","680","250","226"
"16","36740","1","680","250","227"
"16","36990","1","680","250","228"
"16","37240","1","680","250","229"
"16","37490","1","680","250","230"
"17","37740","1","680","250","231"
"17","37990","1","680","250","232"
"17","38240","1","680","250","233"
"17","38490","1","680","250","234"
"17","38740","1","680","250","235"
"17","38990","1","680","250","236"
"17","39240","1","680","250","237"
"17","39490","1","680","250","238"
"17","39740","1","680","250","239"
"17","39990","1","680","250","240"
"18","40240","1","680","250","241"
"18","40490","1","680","250","242"
"18","40740","1","680","250","243"
"18","40990","1","680","250","244"
"18","41240","1","680","250","245"
"18","41490","1","680","250","246"
"18","41740","1","680","250","247"
"18","41990","1","680","250","248"
"18","42240","1","680","250","249"
"18","42490","1","680","250","250"
"19","42740","1","680","250","251"
"19","42990","1","680","250","252"
"19","43240","1","680","250","253"
"19","43490","1","680","250","254"
"19","43740","1","680","250","255"
"19","43990","1","680","250","256"
"19","44240","1","680","250","257"
"19","44490","1","680","250","258"
"19","44740","1","680","250","259"
"19","44990","1","680","250","260"
"20","45240","1","680","250","261"
"20","45490","1","680","250","262"
"20","45740","1","680","250","263"
"20","45990","1","680","250","264"
"20","46240","1","680","250","265"
"20","46490","1","680","250","266"
"20","46740","1","680","250","267"
"20","46990","1","680","250","268"
"20","47240","1","680","250","269"
"20","47490","1","680","250","270"
"21","47740","1","680","250","271"
"21","47990","1","680","250","272"
"21","48240","1","680","250","273"
"21","48490","1","680","250","274"
"21","48740","1","680","250","275"
"21","48990","1","680","250","276"
"21","49240","1","680","250","277"
"21","49490","1","680","250","278"
"21","49740","1","680","250","279"
"21","49990","1","680","250","280"
"22","50240","1","680","250","281"
"22","50490","1","680","250","282"
"22","50740","1","680","250","283"
"22","50990","1","680","250","284"
"22","51240","1","680","250","285"
"22","51490","1","680","250","286"
"22","51740","1","680","250","287"
"22","51990","1","680","250","288"
"22","52240","1","680","250","289"
"22","52490","1","680","250","290"
"23","52740","1","680","250","291"
"23","52990","1","680","250","292"
"23","53240","1","680","250","293"
"23","53490","1","680","250","294"
"23","53740","1","680","250","295"
"23","53990","1","680","250","296"
"23","54240","1","680","250","297"
"23","54490","1","680","250","298"
"23","54740","1","680","250","299"
"23","54990","1","680","250","300"
"24","55240","1","680","250","301"
"24","55490","1","680","250","302"
"24","55740","1","680","250","303"
"24","55990","1","680","250","304"
"24","56240","1","680","250","305"
"24","56490","1","680","250","306"
"24","56740","1","680","250","307"
"24","56990","1","680","250","308"
"24","57240","1","680","250","309"
"24","57490","1","680","250","310"
"25","57740","1","680","250","311"
"25","57990","1","680","250","312"
"25","58240","1","680","250","313"
"25","58490","1","680","250","314"
"25","58740","1","680","250","315"
"25","58990","1","680","250","316"
"25","59240","1","680","250","317"
"25","59490","1","680","250","318"
"25","59740","1","680","250","319"
"25","59990","1","680","250","320"
"26","60240","1","680","250","321"
"26","60490","1","680","250","322"
"26","60740","1","680","250","323"
"26","60990","1","680","250","324"
"26","61240","1","680","250","325"
"26","61490","1","680","250","326"
"26","61740","1","680","250","327"
"26","61990","1","680","250","328"
"26","62240","1","680","250","329"
"26","62490","1","680","250","330"
"27","62740","1","680","250","331"
"27","62990","1","680","250","332"
"27","63240","1","680","250","333"
"27","63490","1","680","250","334"
"27","63740","1","680","250","335"
"27","63990","1","680","250","336"
"27","64240","1","680","250","337"
"27","64490","1","680","250","338"
"27","64740","1","680","250","339"
"27","64990","1","680","250","340"
"28","65240","1","680","250","341"
"28","65490","1","680","250","342"
"28","65740","1","680","250","343"
"28","65990","1","680","250","344"
"28","66240","1","680","250","345"
"28","66490","1","680","250","346"
"28","66740","1","680","250","347"
"28","66990","1","680","250","348"
"28","67240","1","680","250","349"
"28","67490","1","680","250","350"
"29","67740","1","680","250","351"
"29","67990","1","680","250","352"
"29","68240","1","680","250","353"
"29","68490","1","680","250","354"
"29","68740","1","680","250","355"
"29","68990","1","680","250","356"
"29","69240","1","680","250","357"
"29","69490","1","680","250","358"
"29","69740","1","680","250","359"
"29","69990","1","680","250","360"
"30","70265","1","760","275","361"
"30","70540","1","760","275","362"
"30","70815","1","760","275","363"
"30","71090","1","760","275","364"
"30","71365","1","760","275","365"
"30","71640","1","760","275","366"
"30","71915","1","760","275","367"
"30","72190","1","760","275","368"
"30","72465","1","760","275","369"
"30","72740","1","760","275","370"
"1","50","2","200000","50","0"
"1","60","2","500000","10","1"
"1","75","2","500000","15","2"
"1","95","2","500000","20","3"
"1","120","2","500000","25","4"
"1","150","2","500000","30","5"
