12dc7f8a0ac861b09763780a2ade3919e14f79bcfc6291f5fee4e1b814fab17b,082fe93f7cf0f2ae266669ee52c954a5c4211acd730cd6d2cf43e471482b073a,0a801767c3259333ccb209c7714cf64773f6acda6a70602357219f106531a941,112fdf77278b88f2cb02e582c60e11bc99cdc844d12c67bbfd72eb81f3066b71,076c27f8434cf9bfc5b20f2bf15481cdaa8194b62ebe2b059f354318997fda19,c0b579e5d452b20cd8e8b206096828a30ed871f07ef9c213760efb2effcad293,df94efc3a1097e62f4be529e0608ef9af5eefc8af210bd30eaddd153fdf64e26,b058ebfcd3a9cdd875101ff009d1a8acb8ba12ca3a420b7d667895dbb9e93284,2b15b254332842094f2ddd9409a0a94f4732bc427d9def80b12d432a213cdb7e,d40ffa57e23a6d062171626008fcfe049920ea65a117fab9b28974b279844eca,10116d378ac183ee518beb01da30bb8da7846c9b919b639943b26dd807f23675,43be309bbcb84d2381b32c3260d5379b7a2a384d35a426182269d8eb6a1d4334
"100980530","0","10","0","1009805","300","0.536","1","0","30","0","0"
"100980531","1","0","0","1009805","0","0","4","0","31","0","0.536"
"100980532","0","10","300","1009805","300","1.438","1","0","32","0","0"
"100980533","1","0","0","1009805","0","0","4","0","33","0","1.438"
"100980534","0","11","0","1009805","327","2.426","1","0","34","0","0"
"100980601","1","0","0","1009806","0","0","4","0","1","0","0.8"
"100980602","0","0","0","1009806","0","0","2","vo_lsv","2","vo_lsv_0601","0"
"100980603","0","1","0","1009806","330","2.5","1","0","3","0","0"
"100980604","1","0","0","1009806","0","0","4","0","4","0","2.5"
"100980605","0","2","0","1009806","350","1.5","1","0","5","0","0"
"100980606","1","0","0","1009806","0","0","4","0","6","0","2.5"
"100980607","0","0","0","1009806","0","0","2","vo_lsv","7","vo_lsv_0602","0"
"100980608","0","3","0","1009806","325","1.9","1","0","8","0","0"
"100980609","1","0","0","1009806","0","0","4","0","9","0","1.9"
"100980610","0","4","0","1009806","300","1.744","1","0","10","0","0"
"100980611","1","0","0","1009806","0","0","4","0","11","0","2.329"
"100980612","0","5","0","1009806","300","1.049","1","0","12","0","0"
"100980613","1","0","0","1009806","0","0","4","0","13","0","1.049"
"100980614","0","6","0","1009806","210","1.093","1","0","14","0","0"
"100980615","1","0","0","1009806","0","0","4","0","15","0","2.093"
"100980616","0","0","0","1009806","0","0","2","vo_lsv","16","vo_lsv_0603","0"
"100980617","0","7","0","1009806","300","1.9","1","0","17","0","0"
"100980618","1","0","0","1009806","0","0","4","0","18","0","1.9"
"100980619","0","8","0","1009806","300","2.4","1","0","19","0","0"
"100980620","1","0","0","1009806","0","0","4","0","20","0","2.4"
"100980621","0","9","0","1009806","300","1.65","1","0","21","0","0"
"100980622","1","0","0","1009806","0","0","4","0","22","0","2.65"
"100980623","0","0","0","1009806","0","0","2","vo_lsv","23","vo_lsv_0604","0"
"100980624","0","10","0","1009806","300","1.763","1","0","24","0","0"
"100980625","1","0","0","1009806","0","0","4","0","25","0","1.763"
"100980626","0","11","0","1009806","320","1.308","1","0","26","0","0"
"100980627","1","0","0","1009806","0","0","4","0","27","0","2.308"
"100980628","0","0","0","1009806","0","0","2","vo_lsv","28","vo_lsv_0605","0"
"100980629","0","12","0","1009806","320","1","1","0","29","0","0"
"100980630","1","0","0","1009806","0","0","4","0","30","0","1"
"100980631","0","12","320","1009806","320","1.853","1","0","31","0","0"
"100980701","1","0","0","1009807","0","0","4","0","1","0","0.8"
"100980702","0","0","0","1009807","0","0","2","vo_lsv","2","vo_lsv_0701","0"
"100980703","0","1","0","1009807","300","1.355","1","0","3","0","0"
"100980704","1","0","0","1009807","0","0","4","0","4","0","1.355"
"100980705","0","2","0","1009807","300","1.126","1","0","5","0","0"
"100980706","1","0","0","1009807","0","0","4","0","6","0","1.126"
"100980707","0","3","0","1009807","300","1.641","1","0","7","0","0"
"100980708","1","0","0","1009807","0","0","4","0","8","0","2"
"100980709","0","0","0","1009807","0","0","2","vo_lsv","9","vo_lsv_0702","0"
"100980710","0","4","0","1009807","300","1.325","1","0","10","0","0"
"100980711","1","0","0","1009807","0","0","4","0","11","0","1.325"
"100980712","0","5","0","1009807","327","1.891","1","0","12","0","0"
"100980713","1","0","0","1009807","0","0","4","0","13","0","2.437"
"100980714","0","6","0","1009807","327","1.93","1","0","14","0","0"
"100980715","1","0","0","1009807","0","0","4","0","15","0","2.93"
"100980716","0","0","0","1009807","0","0","2","vo_lsv","16","vo_lsv_0703","0"
"100980717","0","7","0","1009807","300","1.84","1","0","17","0","0"
"100980718","1","0","0","1009807","0","0","4","0","18","0","2.361"
"100980719","0","8","0","1009807","300","1.38","1","0","19","0","0"
"100980720","1","0","0","1009807","0","0","4","0","20","0","1.38"
"100980721","0","9","0","1009807","300","1.399","1","0","21","0","0"
"100980722","1","0","0","1009807","0","0","4","0","22","0","2.399"
"100980723","0","0","0","1009807","0","0","2","vo_lsv","23","vo_lsv_0704","0"
"100980724","0","10","0","1009807","300","2.268","1","0","24","0","0"
"100980725","1","0","0","1009807","0","0","4","0","25","0","2.268"
"100980726","0","11","0","1009807","300","1.299","1","0","26","0","0"
"100980801","1","0","0","1009808","0","0","4","0","1","0","0.8"
"100980802","0","0","0","1009808","0","0","2","vo_lsv","2","vo_lsv_0801","0"
"100980803","0","1","0","1009808","300","1.4","1","0","3","0","0"
"100980804","1","0","0","1009808","0","0","4","0","4","0","1.4"
"100980805","0","2","0","1009808","300","1","1","0","5","0","0"
"100980806","1","0","0","1009808","0","0","4","0","6","0","2"
"100980807","0","0","0","1009808","0","0","2","vo_lsv","7","vo_lsv_0802","0"
"100980808","0","3","0","1009808","300","1.6","1","0","8","0","0"
"100980809","1","0","0","1009808","0","0","4","0","9","0","1.8"
"100980810","0","4","0","1009808","300","1","1","0","10","0","0"
"100980811","1","0","0","1009808","0","0","4","0","11","0","1"
"100980812","0","4","300","1009808","300","1.5","1","0","12","0","0"
"100980813","1","0","0","1009808","0","0","4","0","13","0","2.5"
"100980814","0","0","0","1009808","0","0","2","vo_lsv","14","vo_lsv_0803","0"
"100980815","0","5","0","1009808","320","1.9","1","0","15","0","0"
"100980816","1","0","0","1009808","0","0","4","0","16","0","2.5"
"100980817","0","6","0","1009808","350","1.3","1","0","17","0","0"
"100980818","1","0","0","1009808","0","0","4","0","18","0","2.3"
"100980819","0","0","0","1009808","0","0","2","vo_lsv","19","vo_lsv_0804","0"
"100980820","0","7","0","1009808","300","1.3","1","0","20","0","0"
"100980821","1","0","0","1009808","0","0","4","0","21","0","1.3"
"100980822","0","8","0","1009808","300","1.5","1","0","22","0","0"
"100980823","1","0","0","1009808","0","0","4","0","23","0","2.5"
"100980824","0","0","0","1009808","0","0","2","vo_lsv","24","vo_lsv_0805","0"
"100980825","0","9","0","1009808","300","1.4","1","0","25","0","0"
"100980826","1","0","0","1009808","0","0","4","0","26","0","2.6"
"100980827","0","0","0","1009808","0","0","2","vo_lsv","27","vo_lsv_0806","0"
"100980828","0","10","15","1009808","327","1.363","1","0","28","0","0"
"100980901","1","0","0","1009809","0","0","4","0","1","0","0.8"
"100980902","0","0","0","1009809","0","0","2","vo_lsv","2","vo_lsv_0901","0"
"100980903","0","1","0","1009809","300","2.1","1","0","3","0","0"
"100980904","1","0","0","1009809","0","0","4","0","4","0","2.9"
"100980905","0","0","0","1009809","0","0","2","vo_lsv","5","vo_lsv_0902","0"
"100980906","0","2","0","1009809","327","2.46","1","0","6","0","0"
"100980907","1","0","0","1009809","0","0","4","0","7","0","2.64"
"100980908","0","2","327","1009809","327","1.845","1","0","8","0","0"
"100980909","1","0","0","1009809","0","0","4","0","9","0","1.85"
"100980910","0","3","0","1009809","300","1.735","1","0","10","0","0"
"100980911","1","0","0","1009809","0","0","4","0","11","0","2"
"100980912","0","0","0","1009809","0","0","2","vo_lsv","12","vo_lsv_0903","0"
"100980913","0","4","0","1009809","327","2.484","1","0","13","0","0"
"100980914","1","0","0","1009809","0","0","4","0","14","0","2.663"
"100980915","0","4","327","1009809","327","1.546","1","0","15","0","0"
"100980916","1","0","0","1009809","0","0","4","0","16","0","1.55"
"100980917","0","5","0","1009809","327","1.205","1","0","17","0","0"
"100980918","1","0","0","1009809","0","0","4","0","18","0","1.5"
"100980919","0","0","0","1009809","0","0","2","vo_lsv","19","vo_lsv_0904","0"
"100980920","0","6","0","1009809","327","2.079","1","0","20","0","0"
"100980921","1","0","0","1009809","0","0","4","0","21","0","2.4"
"100980922","0","7","0","1009809","327","2.05","1","0","22","0","0"
"100980923","1","0","0","1009809","0","0","4","0","23","0","2.35"
"100980924","0","8","0","1009809","327","2.55","1","0","24","0","0"
"100981001","1","0","0","1009810","0","0","4","0","1","0","0.8"
"100981002","0","0","0","1009810","0","0","2","vo_lsv","2","vo_lsv_1001","0"
"100981003","0","1","0","1009810","300","1.707","1","0","3","0","0"
"100981004","1","0","0","1009810","0","0","4","0","4","0","1.717"
"100981005","0","2","0","1009810","120","0.75","1","0","5","0","0"
"100981006","1","0","0","1009810","0","0","4","0","6","0","1.15"
"100981007","0","2","120","1009810","327","1.46","1","0","7","0","0"
"100981008","1","0","0","1009810","0","0","4","0","8","0","1.66"
"100981009","0","3","0","1009810","327","2.03","1","0","9","0","0"
"100981010","1","0","0","1009810","0","0","4","0","10","0","2.23"
"100981011","0","3","327","1009810","327","1.732","1","0","11","0","0"
"100981012","1","0","0","1009810","0","0","4","0","12","0","2.5"
"100981013","0","0","0","1009810","0","0","2","vo_lsv","13","vo_lsv_1002","0"
"100981014","0","4","0","1009810","300","1.9","1","0","14","0","0"
"100981015","1","0","0","1009810","0","0","4","0","15","0","1.949"
"100981016","0","5","0","1009810","327","2.05","1","0","16","0","0"
"100981017","1","0","0","1009810","0","0","4","0","17","0","2.08"
"100981018","0","5","327","1009810","327","0.8","1","0","18","0","0"
"100981019","1","0","0","1009810","0","0","4","0","19","0","2"
"100981020","0","0","0","1009810","0","0","2","vo_lsv","20","vo_lsv_1003","0"
"100981021","0","6","0","1009810","116","1.575","1","0","21","0","0"
"100981022","1","0","0","1009810","0","0","4","0","22","0","1.6"
"100981023","0","6","116","1009810","300","1.243","1","0","23","0","0"
"100981024","1","0","0","1009810","0","0","4","0","24","0","3"
"100981025","0","0","0","1009810","0","0","2","vo_lsv","25","vo_lsv_1004","0"
"100981026","0","7","0","1009810","300","1.867","1","0","26","0","0"
"100981027","1","0","0","1009810","0","0","4","0","27","0","2.067"
"100981028","0","8","0","1009810","327","0.956","1","0","28","0","0"
"100981029","1","0","0","1009810","0","0","4","0","29","0","1"
"100981030","0","9","0","1009810","160","1.851","1","0","30","0","0"
"100981031","1","0","0","1009810","0","0","4","0","31","0","1.88"
"100981032","0","9","160","1009810","160","1.172","1","0","32","0","0"
"100981033","1","0","0","1009810","0","0","4","0","33","0","2.5"
"100981034","0","0","0","1009810","0","0","2","vo_lsv","34","vo_lsv_1005","0"
"100981035","0","10","0","1009810","52","0.95","1","0","35","0","0"
"100981036","1","0","0","1009810","0","0","4","0","36","0","1.1"
"100981037","0","10","52","1009810","300","1.392","1","0","37","0","0"
"100981101","1","0","0","1009811","0","0","4","0","1","0","0.8"
"100981102","0","0","0","1009811","0","0","2","vo_lsv","2","vo_lsv_1101","0"
"100981103","0","1","0","1009811","300","1.813","1","0","3","0","0"
"100981104","1","0","0","1009811","0","0","4","0","4","0","2"
"100981105","0","2","0","1009811","280","1.065","1","0","5","0","0"
"100981106","1","0","0","1009811","0","0","4","0","6","0","1.095"
"100981107","0","3","0","1009811","327","2.176","1","0","7","0","0"
"100981108","1","0","0","1009811","0","0","4","0","8","0","3.1"
"100981109","0","0","0","1009811","0","0","2","vo_lsv","9","vo_lsv_1102","0"
"100981110","0","4","0","1009811","327","1.283","1","0","10","0","0"
"100981111","1","0","0","1009811","0","0","4","0","11","0","1.31"
"100981112","0","5","0","1009811","327","2.351","1","0","12","0","0"
"100981113","1","0","0","1009811","0","0","4","0","13","0","2.381"
"100981114","0","6","0","1009811","327","2.037","1","0","14","0","0"
"100981115","1","0","0","1009811","0","0","4","0","15","0","3"
"100981116","0","0","0","1009811","0","0","2","vo_lsv","16","vo_lsv_1103","0"
"100981117","0","7","0","1009811","327","2.637","1","0","17","0","0"
"100981118","1","0","0","1009811","0","0","4","0","18","0","3.23"
"100981119","0","8","0","1009811","327","1.789","1","0","19","0","0"
"100981120","1","0","0","1009811","0","0","4","0","20","0","1.81"
"100981121","0","9","0","1009811","167","0.763","1","0","21","0","0"
"100981122","1","0","0","1009811","0","0","4","0","22","0","0.893"
"100981123","0","9","167","1009811","327","1.079","1","0","23","0","0"
"100981124","1","0","0","1009811","0","0","4","0","24","0","1.1"
"100981125","0","9","327","1009811","327","1.424","1","0","25","0","0"
"100981126","1","0","0","1009811","0","0","4","0","26","0","2.5"
"100981127","0","0","0","1009811","0","0","2","vo_lsv","27","vo_lsv_1104","0"
"100981128","0","10","0","1009811","350","2.2","1","0","28","0","0"
"100981129","1","0","0","1009811","0","0","4","0","29","0","2.25"
"100981130","0","10","350","1009811","350","0.85","1","0","30","0","0"
"100981131","1","0","0","1009811","0","0","4","0","31","0","1.05"
"100981132","0","11","0","1009811","300","1.6","1","0","32","0","0"
"100981201","1","0","0","1009812","0","0","4","0","1","0","0.8"
"100981202","0","0","0","1009812","0","0","2","vo_lsv","2","vo_lsv_1201","0"
"100981203","0","1","0","1009812","300","2.379","1","0","3","0","0"
"100981204","1","0","0","1009812","0","0","4","0","4","0","3.5"
"100981205","0","0","0","1009812","0","0","2","vo_lsv","5","vo_lsv_1202","0"
"100981206","0","2","0","1009812","327","1.623","1","0","6","0","0"
"100981207","1","0","0","1009812","0","0","4","0","7","0","1.63"
"100981208","0","3","0","1009812","327","2.644","1","0","8","0","0"
"100981209","1","0","0","1009812","0","0","4","0","9","0","3.5"
"100981210","0","0","0","1009812","0","0","2","vo_lsv","10","vo_lsv_1203","0"
"100981211","0","4","0","1009812","300","1.502","1","0","11","0","0"
"100981212","1","0","0","1009812","0","0","4","0","12","0","1.51"
"100981213","0","5","0","1009812","327","2.171","1","0","13","0","0"
"100981214","1","0","0","1009812","0","0","4","0","14","0","2.2"
"100981215","0","6","0","1009812","155","1.319","1","0","15","0","0"
"100981216","1","0","0","1009812","0","0","4","0","16","0","1.8"
"100981217","0","0","0","1009812","0","0","2","vo_lsv","17","vo_lsv_1204","0"
"100981218","0","6","155","1009812","300","1.03","1","0","18","0","0"
"100981219","1","0","0","1009812","0","0","4","0","19","0","2"
"100981220","0","0","0","1009812","0","0","2","vo_lsv","20","vo_lsv_1205","0"
"100981221","0","7","0","1009812","300","3.21","1","0","21","0","0"
"100981222","1","0","0","1009812","0","0","4","0","22","0","3.25"
"100981223","0","8","0","1009812","327","0.887","1","0","23","0","0"
"100981224","1","0","0","1009812","0","0","4","0","24","0","2.25"
"100981225","0","0","0","1009812","0","0","2","vo_lsv","25","vo_lsv_1206","0"
"100981226","0","9","0","1009812","300","1.602","1","0","26","0","0"
"100981227","1","0","0","1009812","0","0","4","0","27","0","1.7"
"100981228","0","10","0","1009812","327","2.476","1","0","28","0","0"
"100981229","1","0","0","1009812","0","0","4","0","29","0","3.5"
"100981230","0","0","0","1009812","0","0","2","vo_lsv","30","vo_lsv_1207","0"
"100981231","0","11","0","1009812","355","1.155","1","0","31","0","0"
"100981232","1","0","0","1009812","0","0","4","0","32","0","1.18"
"100981233","0","11","355","1009812","355","1.28","1","0","33","0","0"
"100981301","1","0","0","1009813","0","0","4","0","1","0","0.8"
"100981302","0","0","0","1009813","0","0","2","vo_lsv","2","vo_lsv_1301","0"
"100981303","0","1","0","1009813","300","2.09","1","0","3","0","0"
"100981304","1","0","0","1009813","0","0","4","0","4","0","2.12"
"100981305","0","2","0","1009813","340","2.649","1","0","5","0","0"
"100981306","1","0","0","1009813","0","0","4","0","6","0","3.6"
"100981307","0","0","0","1009813","0","0","2","vo_lsv","7","vo_lsv_1302","0"
"100981308","0","3","0","1009813","300","2.138","1","0","8","0","0"
"100981309","1","0","0","1009813","0","0","4","0","9","0","2.17"
"100981310","0","4","0","1009813","327","2.111","1","0","10","0","0"
"100981311","1","0","0","1009813","0","0","4","0","11","0","2.45"
"100981312","0","5","0","1009813","327","2","1","0","12","0","0"
"100981313","1","0","0","1009813","0","0","4","0","13","0","2.3"
"100981314","0","6","0","1009813","290","1.354","1","0","14","0","0"
"100981315","1","0","0","1009813","0","0","4","0","15","0","3"
"100981316","0","0","0","1009813","0","0","2","vo_lsv","16","vo_lsv_1303","0"
"100981317","0","7","0","1009813","300","1.539","1","0","17","0","0"
"100981318","1","0","0","1009813","0","0","4","0","18","0","1.569"
"100981319","0","8","0","1009813","0","0.732","1","0","19","0","0"
"100981320","1","0","0","1009813","0","0","4","0","20","0","1.08"
"100981321","0","8","0","1009813","300","1.207","1","0","21","0","0"
"100981322","1","0","0","1009813","0","0","4","0","22","0","1.407"
"100981323","0","9","0","1009813","327","1.798","1","0","23","0","0"
"100981324","1","0","0","1009813","0","0","4","0","24","0","2.7"
"100981325","0","0","0","1009813","0","0","2","vo_lsv","25","vo_lsv_1304","0"
"100981326","0","10","0","1009813","300","1.633","1","0","26","0","0"
"100981401","1","0","0","1009814","0","0","4","0","1","0","0.8"
