0dc0d216cf175f48da61c243033f72b987ec983cf1b490b9b04b7ce5134851d5,5f206bfb93da6a7c97384df8bf9b25bfbc12ef8a52346a5ee43f41ad389d67df,e9b879a1c9275960a0ed2c6393fc7c459981531f87ae2d62ecaf8535eb307d0d,4e2d1e31c8d6f64ea6898d0d258fa78edd897e1f50ae695ebda8c33468d3b509,9fcf764386df7b100827d340554995c84b54e7a2371e5d85767f287a0e1a367f,8958f0e7c2575ed683cb252c50346d1d888c17342161b8b30411840bef46e73d,e3cebe2604cf79273cd568bf37f1bf2c24ab07894f88bd26f6f70d36efef09ec,6567cae8fdc9cd2304f89ee41c8c1446456f124ff0e8ce70050b5665100b6ee3,00f0cc70c96f6f425e17f06dc4dcaf8f699bc436a35afe4f0a26c2ce678e22a5,346ec34b3a0e5487f166edbdc30880154ac5f6c36af2d0572cf163fd19b0a98f,8491bfe04345378294d90f8acbd29e20f09ed44997425fb36477f706c96ecf7b,36b6b180c6786b413a805a60e78c6d0b282bb82a7b4ba80e68fd35e8d4182eae
"0","24","1009802","0","vo_lsv_0205","vo_lsv","0","0","2","0","100980224","0"
"1.83","25","1009802","0","0","0","8","0","1","0","100980225","300"
"0","26","1009802","2.4","0","0","0","0","4","1","100980226","0"
"1.7","27","1009802","0","0","0","9","0","1","0","100980227","300"
"0","28","1009802","2.1","0","0","0","0","4","1","100980228","0"
"1.1","29","1009802","0","0","0","10","0","1","0","100980229","210"
"0","30","1009802","0.5","0","0","0","0","4","1","100980230","0"
"0","1","1009803","0.8","0","0","0","0","4","1","100980301","0"
"0","2","1009803","0","vo_lsv_0301","vo_lsv","0","0","2","0","100980302","0"
"1.87","3","1009803","0","0","0","1","0","1","0","100980303","141"
"0","4","1009803","2","0","0","0","0","4","1","100980304","0"
"0.561","5","1009803","0","0","0","1","141","1","0","100980305","300"
"0","6","1009803","1.561","0","0","0","0","4","1","100980306","0"
"0","7","1009803","0","vo_lsv_0302","vo_lsv","0","0","2","0","100980307","0"
"1.3","8","1009803","0","0","0","2","0","1","0","100980308","320"
"0","9","1009803","1.3","0","0","0","0","4","1","100980309","0"
"1.2","10","1009803","0","0","0","3","0","1","0","100980310","227"
"0","11","1009803","2.2","0","0","0","0","4","1","100980311","0"
"0","12","1009803","0","vo_lsv_0303","vo_lsv","0","0","2","0","100980312","0"
"2.1","13","1009803","0","0","0","4","0","1","0","100980313","280"
"0","14","1009803","2.1","0","0","0","0","4","1","100980314","0"
"1.2","15","1009803","0","0","0","5","0","1","0","100980315","280"
"0","16","1009803","2.2","0","0","0","0","4","1","100980316","0"
"0","17","1009803","0","vo_lsv_0304","vo_lsv","0","0","2","0","100980317","0"
"1.305","18","1009803","0","0","0","6","0","1","0","100980318","350"
"0","19","1009803","1.305","0","0","0","0","4","1","100980319","0"
"2.181","20","1009803","0","0","0","6","350","1","0","100980320","350"
"0","21","1009803","2.781","0","0","0","0","4","1","100980321","0"
"1.32","22","1009803","0","0","0","7","0","1","0","100980322","350"
"0","23","1009803","2.32","0","0","0","0","4","1","100980323","0"
"0","24","1009803","0","vo_lsv_0305","vo_lsv","0","0","2","0","100980324","0"
"2.453","25","1009803","0","0","0","8","0","1","0","100980325","350"
"0","26","1009803","2.453","0","0","0","0","4","1","100980326","0"
"1.547","27","1009803","0","0","0","9","0","1","0","100980327","350"
"0","28","1009803","2.547","0","0","0","0","4","1","100980328","0"
"0","29","1009803","0","vo_lsv_0306","vo_lsv","0","0","2","0","100980329","0"
"1.95","30","1009803","0","0","0","10","0","1","0","100980330","350"
"0","31","1009803","2.95","0","0","0","0","4","1","100980331","0"
"0","32","1009803","0","vo_lsv_0307","vo_lsv","0","0","2","0","100980332","0"
"1.39","33","1009803","0","0","0","11","0","1","0","100980333","240"
"0","1","1009804","0.8","0","0","0","0","4","1","100980401","0"
"0","2","1009804","0","vo_lsv_0401","vo_lsv","0","0","2","0","100980402","0"
"1.2","3","1009804","0","0","0","1","0","1","0","100980403","300"
"0","4","1009804","1.2","0","0","0","0","4","1","100980404","0"
"1.8","5","1009804","0","0","0","2","0","1","0","100980405","300"
"0","6","1009804","2.8","0","0","0","0","4","1","100980406","0"
"0","7","1009804","0","vo_lsv_0402","vo_lsv","0","0","2","0","100980407","0"
"2.35","8","1009804","0","0","0","3","0","1","0","100980408","355"
"0","9","1009804","3.35","0","0","0","0","4","1","100980409","0"
"0","10","1009804","0","vo_lsv_0403","vo_lsv","0","0","2","0","100980410","0"
"1.669","11","1009804","0","0","0","4","0","1","0","100980411","300"
"0","12","1009804","2.1","0","0","0","0","4","1","100980412","0"
"1.7","13","1009804","0","0","0","5","0","1","0","100980413","230"
"0","14","1009804","2","0","0","0","0","4","1","100980414","0"
"1.35","15","1009804","0","0","0","6","0","1","0","100980415","230"
"0","16","1009804","2.85","0","0","0","0","4","1","100980416","0"
"0","17","1009804","0","vo_lsv_0404","vo_lsv","0","0","2","0","100980417","0"
"1.51","18","1009804","0","0","0","7","0","1","0","100980418","327"
"0","19","1009804","1.61","0","0","0","0","4","1","100980419","0"
"1.29","20","1009804","0","0","0","7","327","1","0","100980420","327"
"0","21","1009804","1.949","0","0","0","0","4","1","100980421","0"
"1.925","22","1009804","0","0","0","8","0","1","0","100980422","300"
"0","1","1009805","0.8","0","0","0","0","4","1","100980501","0"
"0","2","1009805","0","vo_lsv_0501","vo_lsv","0","0","2","0","100980502","0"
"2.115","3","1009805","0","0","0","1","0","1","0","100980503","300"
"0","4","1009805","3.115","0","0","0","0","4","1","100980504","0"
"0","5","1009805","0","vo_lsv_0502","vo_lsv","0","0","2","0","100980505","0"
"1.743","6","1009805","0","0","0","2","0","1","0","100980506","310"
"0","7","1009805","2.743","0","0","0","0","4","1","100980507","0"
"0","8","1009805","0","vo_lsv_0503","vo_lsv","0","0","2","0","100980508","0"
"1.86","9","1009805","0","0","0","3","0","1","0","100980509","300"
"0","10","1009805","2.26","0","0","0","0","4","1","100980510","0"
"1.667","11","1009805","0","0","0","4","0","1","0","100980511","350"
"0","12","1009805","2.324","0","0","0","0","4","1","100980512","0"
"2.168","13","1009805","0","0","0","5","0","1","0","100980513","310"
"0","14","1009805","3.168","0","0","0","0","4","1","100980514","0"
"0","15","1009805","0","vo_lsv_0504","vo_lsv","0","0","2","0","100980515","0"
"1.752","16","1009805","0","0","0","6","0","1","0","100980516","300"
"0","17","1009805","2.276","0","0","0","0","4","1","100980517","0"
"1.43","18","1009805","0","0","0","7","0","1","0","100980518","300"
"0","19","1009805","1.43","0","0","0","0","4","1","100980519","0"
"0.749","20","1009805","0","0","0","7","300","1","0","100980520","300"
"0","21","1009805","1.749","0","0","0","0","4","1","100980521","0"
"0","22","1009805","0","vo_lsv_0505","vo_lsv","0","0","2","0","100980522","0"
"0.65","23","1009805","0","0","0","8","0","1","0","100980523","300"
"0","24","1009805","0.65","0","0","0","0","4","1","100980524","0"
"1.753","25","1009805","0","0","0","8","300","1","0","100980525","300"
"0","26","1009805","1.753","0","0","0","0","4","1","100980526","0"
"0.929","27","1009805","0","0","0","9","0","1","0","100980527","300"
"0","28","1009805","1.929","0","0","0","0","4","1","100980528","0"
"0","29","1009805","0","vo_lsv_0506","vo_lsv","0","0","2","0","100980529","0"
"0.536","30","1009805","0","0","0","10","0","1","0","100980530","300"
"0","31","1009805","0.536","0","0","0","0","4","1","100980531","0"
"1.438","32","1009805","0","0","0","10","300","1","0","100980532","300"
"0","33","1009805","1.438","0","0","0","0","4","1","100980533","0"
"2.426","34","1009805","0","0","0","11","0","1","0","100980534","327"
"0","1","1009806","0.8","0","0","0","0","4","1","100980601","0"
"0","2","1009806","0","vo_lsv_0601","vo_lsv","0","0","2","0","100980602","0"
"2.5","3","1009806","0","0","0","1","0","1","0","100980603","330"
"0","4","1009806","2.5","0","0","0","0","4","1","100980604","0"
"1.5","5","1009806","0","0","0","2","0","1","0","100980605","350"
"0","6","1009806","2.5","0","0","0","0","4","1","100980606","0"
"0","7","1009806","0","vo_lsv_0602","vo_lsv","0","0","2","0","100980607","0"
"1.9","8","1009806","0","0","0","3","0","1","0","100980608","325"
"0","9","1009806","1.9","0","0","0","0","4","1","100980609","0"
"1.744","10","1009806","0","0","0","4","0","1","0","100980610","300"
"0","11","1009806","2.329","0","0","0","0","4","1","100980611","0"
"1.049","12","1009806","0","0","0","5","0","1","0","100980612","300"
"0","13","1009806","1.049","0","0","0","0","4","1","100980613","0"
"1.093","14","1009806","0","0","0","6","0","1","0","100980614","210"
"0","15","1009806","2.093","0","0","0","0","4","1","100980615","0"
"0","16","1009806","0","vo_lsv_0603","vo_lsv","0","0","2","0","100980616","0"
"1.9","17","1009806","0","0","0","7","0","1","0","100980617","300"
"0","18","1009806","1.9","0","0","0","0","4","1","100980618","0"
"2.4","19","1009806","0","0","0","8","0","1","0","100980619","300"
"0","20","1009806","2.4","0","0","0","0","4","1","100980620","0"
"1.65","21","1009806","0","0","0","9","0","1","0","100980621","300"
"0","22","1009806","2.65","0","0","0","0","4","1","100980622","0"
"0","23","1009806","0","vo_lsv_0604","vo_lsv","0","0","2","0","100980623","0"
"1.763","24","1009806","0","0","0","10","0","1","0","100980624","300"
"0","25","1009806","1.763","0","0","0","0","4","1","100980625","0"
"1.308","26","1009806","0","0","0","11","0","1","0","100980626","320"
"0","27","1009806","2.308","0","0","0","0","4","1","100980627","0"
"0","28","1009806","0","vo_lsv_0605","vo_lsv","0","0","2","0","100980628","0"
"1","29","1009806","0","0","0","12","0","1","0","100980629","320"
"0","30","1009806","1","0","0","0","0","4","1","100980630","0"
"1.853","31","1009806","0","0","0","12","320","1","0","100980631","320"
"0","1","1009807","0.8","0","0","0","0","4","1","100980701","0"
"0","2","1009807","0","vo_lsv_0701","vo_lsv","0","0","2","0","100980702","0"
"1.355","3","1009807","0","0","0","1","0","1","0","100980703","300"
"0","4","1009807","1.355","0","0","0","0","4","1","100980704","0"
"1.126","5","1009807","0","0","0","2","0","1","0","100980705","300"
"0","6","1009807","1.126","0","0","0","0","4","1","100980706","0"
"1.641","7","1009807","0","0","0","3","0","1","0","100980707","300"
"0","8","1009807","2","0","0","0","0","4","1","100980708","0"
"0","9","1009807","0","vo_lsv_0702","vo_lsv","0","0","2","0","100980709","0"
"1.325","10","1009807","0","0","0","4","0","1","0","100980710","300"
"0","11","1009807","1.325","0","0","0","0","4","1","100980711","0"
"1.891","12","1009807","0","0","0","5","0","1","0","100980712","327"
"0","13","1009807","2.437","0","0","0","0","4","1","100980713","0"
"1.93","14","1009807","0","0","0","6","0","1","0","100980714","327"
"0","15","1009807","2.93","0","0","0","0","4","1","100980715","0"
"0","16","1009807","0","vo_lsv_0703","vo_lsv","0","0","2","0","100980716","0"
"1.84","17","1009807","0","0","0","7","0","1","0","100980717","300"
"0","18","1009807","2.361","0","0","0","0","4","1","100980718","0"
"1.38","19","1009807","0","0","0","8","0","1","0","100980719","300"
"0","20","1009807","1.38","0","0","0","0","4","1","100980720","0"
"1.399","21","1009807","0","0","0","9","0","1","0","100980721","300"
"0","22","1009807","2.399","0","0","0","0","4","1","100980722","0"
"0","23","1009807","0","vo_lsv_0704","vo_lsv","0","0","2","0","100980723","0"
"2.268","24","1009807","0","0","0","10","0","1","0","100980724","300"
"0","25","1009807","2.268","0","0","0","0","4","1","100980725","0"
"1.299","26","1009807","0","0","0","11","0","1","0","100980726","300"
"0","1","1009808","0.8","0","0","0","0","4","1","100980801","0"
"0","2","1009808","0","vo_lsv_0801","vo_lsv","0","0","2","0","100980802","0"
"1.4","3","1009808","0","0","0","1","0","1","0","100980803","300"
"0","4","1009808","1.4","0","0","0","0","4","1","100980804","0"
"1","5","1009808","0","0","0","2","0","1","0","100980805","300"
"0","6","1009808","2","0","0","0","0","4","1","100980806","0"
"0","7","1009808","0","vo_lsv_0802","vo_lsv","0","0","2","0","100980807","0"
"1.6","8","1009808","0","0","0","3","0","1","0","100980808","300"
"0","9","1009808","1.8","0","0","0","0","4","1","100980809","0"
"1","10","1009808","0","0","0","4","0","1","0","100980810","300"
"0","11","1009808","1","0","0","0","0","4","1","100980811","0"
"1.5","12","1009808","0","0","0","4","300","1","0","100980812","300"
"0","13","1009808","2.5","0","0","0","0","4","1","100980813","0"
"0","14","1009808","0","vo_lsv_0803","vo_lsv","0","0","2","0","100980814","0"
"1.9","15","1009808","0","0","0","5","0","1","0","100980815","320"
"0","16","1009808","2.5","0","0","0","0","4","1","100980816","0"
"1.3","17","1009808","0","0","0","6","0","1","0","100980817","350"
"0","18","1009808","2.3","0","0","0","0","4","1","100980818","0"
"0","19","1009808","0","vo_lsv_0804","vo_lsv","0","0","2","0","100980819","0"
"1.3","20","1009808","0","0","0","7","0","1","0","100980820","300"
"0","21","1009808","1.3","0","0","0","0","4","1","100980821","0"
"1.5","22","1009808","0","0","0","8","0","1","0","100980822","300"
"0","23","1009808","2.5","0","0","0","0","4","1","100980823","0"
"0","24","1009808","0","vo_lsv_0805","vo_lsv","0","0","2","0","100980824","0"
"1.4","25","1009808","0","0","0","9","0","1","0","100980825","300"
"0","26","1009808","2.6","0","0","0","0","4","1","100980826","0"
"0","27","1009808","0","vo_lsv_0806","vo_lsv","0","0","2","0","100980827","0"
"1.363","28","1009808","0","0","0","10","15","1","0","100980828","327"
"0","1","1009809","0.8","0","0","0","0","4","1","100980901","0"
"0","2","1009809","0","vo_lsv_0901","vo_lsv","0","0","2","0","100980902","0"
"2.1","3","1009809","0","0","0","1","0","1","0","100980903","300"
"0","4","1009809","2.9","0","0","0","0","4","1","100980904","0"
"0","5","1009809","0","vo_lsv_0902","vo_lsv","0","0","2","0","100980905","0"
"2.46","6","1009809","0","0","0","2","0","1","0","100980906","327"
"0","7","1009809","2.64","0","0","0","0","4","1","100980907","0"
"1.845","8","1009809","0","0","0","2","327","1","0","100980908","327"
"0","9","1009809","1.85","0","0","0","0","4","1","100980909","0"
"1.735","10","1009809","0","0","0","3","0","1","0","100980910","300"
"0","11","1009809","2","0","0","0","0","4","1","100980911","0"
"0","12","1009809","0","vo_lsv_0903","vo_lsv","0","0","2","0","100980912","0"
"2.484","13","1009809","0","0","0","4","0","1","0","100980913","327"
"0","14","1009809","2.663","0","0","0","0","4","1","100980914","0"
"1.546","15","1009809","0","0","0","4","327","1","0","100980915","327"
"0","16","1009809","1.55","0","0","0","0","4","1","100980916","0"
"1.205","17","1009809","0","0","0","5","0","1","0","100980917","327"
"0","18","1009809","1.5","0","0","0","0","4","1","100980918","0"
"0","19","1009809","0","vo_lsv_0904","vo_lsv","0","0","2","0","100980919","0"
"2.079","20","1009809","0","0","0","6","0","1","0","100980920","327"
"0","21","1009809","2.4","0","0","0","0","4","1","100980921","0"
"2.05","22","1009809","0","0","0","7","0","1","0","100980922","327"
"0","23","1009809","2.35","0","0","0","0","4","1","100980923","0"
"2.55","24","1009809","0","0","0","8","0","1","0","100980924","327"
"0","1","1009810","0.8","0","0","0","0","4","1","100981001","0"
"0","2","1009810","0","vo_lsv_1001","vo_lsv","0","0","2","0","100981002","0"
"1.707","3","1009810","0","0","0","1","0","1","0","100981003","300"
"0","4","1009810","1.717","0","0","0","0","4","1","100981004","0"
"0.75","5","1009810","0","0","0","2","0","1","0","100981005","120"
"0","6","1009810","1.15","0","0","0","0","4","1","100981006","0"
"1.46","7","1009810","0","0","0","2","120","1","0","100981007","327"
"0","8","1009810","1.66","0","0","0","0","4","1","100981008","0"
"2.03","9","1009810","0","0","0","3","0","1","0","100981009","327"
"0","10","1009810","2.23","0","0","0","0","4","1","100981010","0"
"1.732","11","1009810","0","0","0","3","327","1","0","100981011","327"
"0","12","1009810","2.5","0","0","0","0","4","1","100981012","0"
"0","13","1009810","0","vo_lsv_1002","vo_lsv","0","0","2","0","100981013","0"
"1.9","14","1009810","0","0","0","4","0","1","0","100981014","300"
"0","15","1009810","1.949","0","0","0","0","4","1","100981015","0"
"2.05","16","1009810","0","0","0","5","0","1","0","100981016","327"
"0","17","1009810","2.08","0","0","0","0","4","1","100981017","0"
"0.8","18","1009810","0","0","0","5","327","1","0","100981018","327"
"0","19","1009810","2","0","0","0","0","4","1","100981019","0"
"0","20","1009810","0","vo_lsv_1003","vo_lsv","0","0","2","0","100981020","0"
"1.575","21","1009810","0","0","0","6","0","1","0","100981021","116"
"0","22","1009810","1.6","0","0","0","0","4","1","100981022","0"
"1.243","23","1009810","0","0","0","6","116","1","0","100981023","300"
"0","24","1009810","3","0","0","0","0","4","1","100981024","0"
"0","25","1009810","0","vo_lsv_1004","vo_lsv","0","0","2","0","100981025","0"
"1.867","26","1009810","0","0","0","7","0","1","0","100981026","300"
"0","27","1009810","2.067","0","0","0","0","4","1","100981027","0"
"0.956","28","1009810","0","0","0","8","0","1","0","100981028","327"
"0","29","1009810","1","0","0","0","0","4","1","100981029","0"
"1.851","30","1009810","0","0","0","9","0","1","0","100981030","160"
"0","31","1009810","1.88","0","0","0","0","4","1","100981031","0"
"1.172","32","1009810","0","0","0","9","160","1","0","100981032","160"
"0","33","1009810","2.5","0","0","0","0","4","1","100981033","0"
"0","34","1009810","0","vo_lsv_1005","vo_lsv","0","0","2","0","100981034","0"
"0.95","35","1009810","0","0","0","10","0","1","0","100981035","52"
"0","36","1009810","1.1","0","0","0","0","4","1","100981036","0"
"1.392","37","1009810","0","0","0","10","52","1","0","100981037","300"
"0","1","1009811","0.8","0","0","0","0","4","1","100981101","0"
"0","2","1009811","0","vo_lsv_1101","vo_lsv","0","0","2","0","100981102","0"
"1.813","3","1009811","0","0","0","1","0","1","0","100981103","300"
"0","4","1009811","2","0","0","0","0","4","1","100981104","0"
"1.065","5","1009811","0","0","0","2","0","1","0","100981105","280"
"0","6","1009811","1.095","0","0","0","0","4","1","100981106","0"
"2.176","7","1009811","0","0","0","3","0","1","0","100981107","327"
"0","8","1009811","3.1","0","0","0","0","4","1","100981108","0"
"0","9","1009811","0","vo_lsv_1102","vo_lsv","0","0","2","0","100981109","0"
"1.283","10","1009811","0","0","0","4","0","1","0","100981110","327"
"0","11","1009811","1.31","0","0","0","0","4","1","100981111","0"
"2.351","12","1009811","0","0","0","5","0","1","0","100981112","327"
"0","13","1009811","2.381","0","0","0","0","4","1","100981113","0"
"2.037","14","1009811","0","0","0","6","0","1","0","100981114","327"
"0","15","1009811","3","0","0","0","0","4","1","100981115","0"
"0","16","1009811","0","vo_lsv_1103","vo_lsv","0","0","2","0","100981116","0"
"2.637","17","1009811","0","0","0","7","0","1","0","100981117","327"
"0","18","1009811","3.23","0","0","0","0","4","1","100981118","0"
"1.789","19","1009811","0","0","0","8","0","1","0","100981119","327"
"0","20","1009811","1.81","0","0","0","0","4","1","100981120","0"
"0.763","21","1009811","0","0","0","9","0","1","0","100981121","167"
"0","22","1009811","0.893","0","0","0","0","4","1","100981122","0"
"1.079","23","1009811","0","0","0","9","167","1","0","100981123","327"
"0","24","1009811","1.1","0","0","0","0","4","1","100981124","0"
"1.424","25","1009811","0","0","0","9","327","1","0","100981125","327"
"0","26","1009811","2.5","0","0","0","0","4","1","100981126","0"
"0","27","1009811","0","vo_lsv_1104","vo_lsv","0","0","2","0","100981127","0"
"2.2","28","1009811","0","0","0","10","0","1","0","100981128","350"
"0","29","1009811","2.25","0","0","0","0","4","1","100981129","0"
"0.85","30","1009811","0","0","0","10","350","1","0","100981130","350"
"0","31","1009811","1.05","0","0","0","0","4","1","100981131","0"
"1.6","32","1009811","0","0","0","11","0","1","0","100981132","300"
"0","1","1009812","0.8","0","0","0","0","4","1","100981201","0"
"0","2","1009812","0","vo_lsv_1201","vo_lsv","0","0","2","0","100981202","0"
"2.379","3","1009812","0","0","0","1","0","1","0","100981203","300"
"0","4","1009812","3.5","0","0","0","0","4","1","100981204","0"
"0","5","1009812","0","vo_lsv_1202","vo_lsv","0","0","2","0","100981205","0"
"1.623","6","1009812","0","0","0","2","0","1","0","100981206","327"
"0","7","1009812","1.63","0","0","0","0","4","1","100981207","0"
"2.644","8","1009812","0","0","0","3","0","1","0","100981208","327"
"0","9","1009812","3.5","0","0","0","0","4","1","100981209","0"
"0","10","1009812","0","vo_lsv_1203","vo_lsv","0","0","2","0","100981210","0"
"1.502","11","1009812","0","0","0","4","0","1","0","100981211","300"
"0","12","1009812","1.51","0","0","0","0","4","1","100981212","0"
"2.171","13","1009812","0","0","0","5","0","1","0","100981213","327"
"0","14","1009812","2.2","0","0","0","0","4","1","100981214","0"
"1.319","15","1009812","0","0","0","6","0","1","0","100981215","155"
"0","16","1009812","1.8","0","0","0","0","4","1","100981216","0"
"0","17","1009812","0","vo_lsv_1204","vo_lsv","0","0","2","0","100981217","0"
"1.03","18","1009812","0","0","0","6","155","1","0","100981218","300"
"0","19","1009812","2","0","0","0","0","4","1","100981219","0"
"0","20","1009812","0","vo_lsv_1205","vo_lsv","0","0","2","0","100981220","0"
"3.21","21","1009812","0","0","0","7","0","1","0","100981221","300"
"0","22","1009812","3.25","0","0","0","0","4","1","100981222","0"
"0.887","23","1009812","0","0","0","8","0","1","0","100981223","327"
"0","24","1009812","2.25","0","0","0","0","4","1","100981224","0"
"0","25","1009812","0","vo_lsv_1206","vo_lsv","0","0","2","0","100981225","0"
"1.602","26","1009812","0","0","0","9","0","1","0","100981226","300"
"0","27","1009812","1.7","0","0","0","0","4","1","100981227","0"
"2.476","28","1009812","0","0","0","10","0","1","0","100981228","327"
"0","29","1009812","3.5","0","0","0","0","4","1","100981229","0"
"0","30","1009812","0","vo_lsv_1207","vo_lsv","0","0","2","0","100981230","0"
"1.155","31","1009812","0","0","0","11","0","1","0","100981231","355"
"0","32","1009812","1.18","0","0","0","0","4","1","100981232","0"
"1.28","33","1009812","0","0","0","11","355","1","0","100981233","355"
"0","1","1009813","0.8","0","0","0","0","4","1","100981301","0"
"0","2","1009813","0","vo_lsv_1301","vo_lsv","0","0","2","0","100981302","0"
"2.09","3","1009813","0","0","0","1","0","1","0","100981303","300"
"0","4","1009813","2.12","0","0","0","0","4","1","100981304","0"
"2.649","5","1009813","0","0","0","2","0","1","0","100981305","340"
"0","6","1009813","3.6","0","0","0","0","4","1","100981306","0"
"0","7","1009813","0","vo_lsv_1302","vo_lsv","0","0","2","0","100981307","0"
"2.138","8","1009813","0","0","0","3","0","1","0","100981308","300"
"0","9","1009813","2.17","0","0","0","0","4","1","100981309","0"
"2.111","10","1009813","0","0","0","4","0","1","0","100981310","327"
"0","11","1009813","2.45","0","0","0","0","4","1","100981311","0"
"2","12","1009813","0","0","0","5","0","1","0","100981312","327"
"0","13","1009813","2.3","0","0","0","0","4","1","100981313","0"
"1.354","14","1009813","0","0","0","6","0","1","0","100981314","290"
"0","15","1009813","3","0","0","0","0","4","1","100981315","0"
"0","16","1009813","0","vo_lsv_1303","vo_lsv","0","0","2","0","100981316","0"
"1.539","17","1009813","0","0","0","7","0","1","0","100981317","300"
"0","18","1009813","1.569","0","0","0","0","4","1","100981318","0"
"0.732","19","1009813","0","0","0","8","0","1","0","100981319","0"
"0","20","1009813","1.08","0","0","0","0","4","1","100981320","0"
"1.207","21","1009813","0","0","0","8","0","1","0","100981321","300"
"0","22","1009813","1.407","0","0","0","0","4","1","100981322","0"
"1.798","23","1009813","0","0","0","9","0","1","0","100981323","327"
"0","24","1009813","2.7","0","0","0","0","4","1","100981324","0"
"0","25","1009813","0","vo_lsv_1304","vo_lsv","0","0","2","0","100981325","0"
"1.633","26","1009813","0","0","0","10","0","1","0","100981326","300"
