5b89932d0abfc95f3617e93e55dffec39091ef8bbe292f49b71c2402b25d08a2,208439518dbaf3a0f0290ef367bb5f4932b62532708ca45c77f26c33b02d4d87,11214384859e6f06e71d7ed81a9510b5ec0311b89da4918927137cdc7f41ad2f,5886570aab6c9f0a598d308fb5a7351560b29c31264299c232f7558bdf757030,a5e2b8bb56cd8d50f76c78d00ce5b2f48f1e1ba661addd186c34eb6417f4c9af
"78","4204202","18","11001002","80000"
"79","4204203","18","11001002","80000"
"80","4204301","18","11001002","44250"
"81","4204302","18","11001002","44250"
"82","4204303","18","11001002","44250"
"83","4204401","18","11001002","2000"
"84","4305101","18","11001002","333332"
"85","4305201","18","11001002","80000"
"86","4305202","18","11001002","80000"
"87","4305301","18","11001002","44250"
"88","4305302","18","11001002","44250"
"89","4305401","18","11001002","2000"
"90","99006","2","11001002","0"
"91","94002","12","11001002","0"
"92","90008","2","11001002","0"
"93","26201","2","11001002","0"
"94","23002","2","11001002","0"
"95","4102101","18","11001003","750000"
"96","4102201","18","11001003","120000"
"97","4102202","18","11001003","120000"
"98","4102203","18","11001003","120000"
"99","4102251","18","11001003","120000"
"100","4102301","18","11001003","66374"
"101","4102302","18","11001003","66374"
"102","4102303","18","11001003","66374"
"103","4102351","18","11001003","66374"
"104","4102401","18","11001003","4500"
"105","4105101","18","11001003","750000"
"106","4105201","18","11001003","120000"
"107","4105202","18","11001003","120000"
"108","4105203","18","11001003","120000"
"109","4105251","18","11001003","120000"
"110","4105301","18","11001003","66374"
"111","4105302","18","11001003","66374"
"112","4105303","18","11001003","66374"
"113","4105351","18","11001003","66374"
"114","4105401","18","11001003","4500"
"115","4201101","18","11001003","333334"
"116","4201201","18","11001003","80000"
"117","4201202","18","11001003","80000"
"118","4201203","18","11001003","80000"
"119","4201301","18","11001003","44250"
"120","4201302","18","11001003","44250"
"121","4201303","18","11001003","44250"
"122","4201401","18","11001003","2000"
"123","4202101","18","11001003","333334"
"124","4202201","18","11001003","80000"
"125","4202202","18","11001003","80000"
"126","4202203","18","11001003","80000"
"127","4202301","18","11001003","44250"
"128","4202302","18","11001003","44250"
"129","4202303","18","11001003","44250"
"130","4202401","18","11001003","2000"
"131","4302101","18","11001003","333332"
"132","4302201","18","11001003","80000"
"133","4302202","18","11001003","80000"
"134","4302301","18","11001003","44250"
"135","4302302","18","11001003","44250"
"136","4302401","18","11001003","2000"
"137","99006","2","11001003","0"
"138","94002","12","11001003","0"
"139","90008","2","11001003","0"
"140","26201","2","11001003","0"
"141","23002","2","11001003","0"
"142","4108101","18","11001004","750000"
"143","4108201","18","11001004","120000"
"144","4108202","18","11001004","120000"
"145","4108203","18","11001004","120000"
"146","4108251","18","11001004","120000"
"147","4108301","18","11001004","66374"
"148","4108302","18","11001004","66374"
"149","4108303","18","11001004","66374"
"150","4108351","18","11001004","66374"
"151","4108401","18","11001004","4500"
"152","4109101","18","11001004","750000"
"153","4109201","18","11001004","120000"
"154","4109202","18","11001004","120000"
"155","4109203","18","11001004","120000"
"156","4109251","18","11001004","120000"
"157","4109301","18","11001004","66374"
"158","4109302","18","11001004","66374"
"159","4109303","18","11001004","66374"
"160","4109351","18","11001004","66374"
"161","4109401","18","11001004","4500"
"162","4203101","18","11001004","333334"
"163","4203201","18","11001004","80000"
"164","4203202","18","11001004","80000"
"165","4203203","18","11001004","80000"
"166","4203301","18","11001004","44250"
"167","4203302","18","11001004","44250"
"168","4203303","18","11001004","44250"
"169","4203401","18","11001004","2000"
"170","4204101","18","11001004","333334"
"171","4204201","18","11001004","80000"
"172","4204202","18","11001004","80000"
"173","4204203","18","11001004","80000"
"174","4204301","18","11001004","44250"
"175","4204302","18","11001004","44250"
"176","4204303","18","11001004","44250"
"177","4204401","18","11001004","2000"
"178","4304101","18","11001004","333332"
"179","4304201","18","11001004","80000"
"180","4304202","18","11001004","80000"
"181","4304301","18","11001004","44250"
"182","4304302","18","11001004","44250"
"183","4304401","18","11001004","2000"
"184","99006","2","11001004","0"
"185","94002","12","11001004","0"
"186","90008","2","11001004","0"
"187","26201","2","11001004","0"
"188","23002","2","11001004","0"
"189","4103101","18","11001005","750000"
"190","4103201","18","11001005","120000"
"191","4103202","18","11001005","120000"
"192","4103203","18","11001005","120000"
"193","4103251","18","11001005","120000"
"194","4103301","18","11001005","66374"
"195","4103302","18","11001005","66374"
"196","4103303","18","11001005","66374"
"197","4103351","18","11001005","66374"
"198","4103401","18","11001005","4500"
"199","4107101","18","11001005","750000"
"200","4107201","18","11001005","120000"
"201","4107202","18","11001005","120000"
"202","4107203","18","11001005","120000"
"203","4107251","18","11001005","120000"
"204","4107301","18","11001005","66374"
"205","4107302","18","11001005","66374"
"206","4107303","18","11001005","66374"
"207","4107351","18","11001005","66374"
"208","4107401","18","11001005","4500"
"209","4201101","18","11001005","333334"
"210","4201201","18","11001005","80000"
"211","4201202","18","11001005","80000"
"212","4201203","18","11001005","80000"
"213","4201301","18","11001005","44250"
"214","4201302","18","11001005","44250"
"215","4201303","18","11001005","44250"
"216","4201401","18","11001005","2000"
"217","4202101","18","11001005","333334"
"218","4202201","18","11001005","80000"
"219","4202202","18","11001005","80000"
"220","4202203","18","11001005","80000"
"221","4202301","18","11001005","44250"
"222","4202302","18","11001005","44250"
"223","4202303","18","11001005","44250"
"224","4202401","18","11001005","2000"
"225","4303101","18","11001005","333332"
"226","4303201","18","11001005","80000"
"227","4303202","18","11001005","80000"
"228","4303301","18","11001005","44250"
"229","4303302","18","11001005","44250"
"230","4303401","18","11001005","2000"
"231","99006","2","11001005","0"
"232","94002","12","11001005","0"
"233","90008","2","11001005","0"
"234","26201","2","11001005","0"
"235","23002","2","11001005","0"
"236","4101101","18","11002001","500000"
"237","4101201","18","11002001","80000"
"238","4101202","18","11002001","80000"
"239","4101203","18","11002001","80000"
"240","4101251","18","11002001","80000"
"241","4101301","18","11002001","44250"
"242","4101302","18","11002001","44250"
"243","4101303","18","11002001","44250"
"244","4101351","18","11002001","44250"
"245","4101401","18","11002001","3000"
"246","4104101","18","11002001","500000"
"247","4104201","18","11002001","80000"
"248","4104202","18","11002001","80000"
"249","4104203","18","11002001","80000"
"250","4104251","18","11002001","80000"
"251","4104301","18","11002001","44250"
"252","4104302","18","11002001","44250"
"253","4104303","18","11002001","44250"
"254","4104351","18","11002001","44250"
"255","4104401","18","11002001","3000"
"256","4201101","18","11002001","300000"
"257","4201201","18","11002001","63945"
"258","4201202","18","11002001","63945"
"259","4201203","18","11002001","63945"
"260","4201301","18","11002001","35376"
"261","4201302","18","11002001","35379"
"262","4201303","18","11002001","35379"
"263","4201401","18","11002001","1800"
"264","4202101","18","11002001","300000"
"265","4202201","18","11002001","63948"
"266","4202202","18","11002001","63948"
"267","4202203","18","11002001","63948"
"268","4202301","18","11002001","35379"
"269","4202302","18","11002001","35379"
"270","4202303","18","11002001","35379"
"271","4202401","18","11002001","1800"
"272","4301101","18","11002001","899999"
"273","4301201","18","11002001","215999"
"274","4301202","18","11002001","215999"
"275","4301251","18","11002001","144000"
"276","4301301","18","11002001","119700"
"277","4301302","18","11002001","119700"
"278","4301351","18","11002001","79650"
"279","4301401","18","11002001","5400"
"280","99006","2","11002001","0"
"281","94002","12","11002001","0"
"282","90008","2","11002001","0"
"283","26201","2","11002001","0"
"284","23002","2","11002001","0"
"285","4106101","18","11002002","500000"
"286","4106201","18","11002002","80000"
"287","4106202","18","11002002","80000"
"288","4106203","18","11002002","80000"
"289","4106251","18","11002002","80000"
"290","4106301","18","11002002","44250"
"291","4106302","18","11002002","44250"
"292","4106303","18","11002002","44250"
"293","4106351","18","11002002","44250"
"294","4106401","18","11002002","3000"
"295","4110101","18","11002002","500000"
"296","4110201","18","11002002","80000"
"297","4110202","18","11002002","80000"
"298","4110203","18","11002002","80000"
"299","4110251","18","11002002","80000"
"300","4110301","18","11002002","44250"
"301","4110302","18","11002002","44250"
"302","4110303","18","11002002","44250"
"303","4110351","18","11002002","44250"
"304","4110401","18","11002002","3000"
"305","4203101","18","11002002","300000"
"306","4203201","18","11002002","63945"
"307","4203202","18","11002002","63945"
"308","4203203","18","11002002","63945"
"309","4203301","18","11002002","35376"
"310","4203302","18","11002002","35379"
"311","4203303","18","11002002","35379"
"312","4203401","18","11002002","1800"
"313","4204101","18","11002002","300000"
"314","4204201","18","11002002","63948"
"315","4204202","18","11002002","63948"
"316","4204203","18","11002002","63948"
"317","4204301","18","11002002","35379"
"318","4204302","18","11002002","35379"
"319","4204303","18","11002002","35379"
"320","4204401","18","11002002","1800"
"321","4305101","18","11002002","899999"
"322","4305201","18","11002002","215999"
"323","4305202","18","11002002","215999"
"324","4305251","18","11002002","144000"
"325","4305301","18","11002002","119700"
"326","4305302","18","11002002","119700"
"327","4305351","18","11002002","79650"
"328","4305401","18","11002002","5400"
"329","99006","2","11002002","0"
"330","94002","12","11002002","0"
"331","90008","2","11002002","0"
"332","26201","2","11002002","0"
"333","23002","2","11002002","0"
"334","4102101","18","11002003","500000"
"335","4102201","18","11002003","80000"
"336","4102202","18","11002003","80000"
"337","4102203","18","11002003","80000"
"338","4102251","18","11002003","80000"
"339","4102301","18","11002003","44250"
"340","4102302","18","11002003","44250"
"341","4102303","18","11002003","44250"
"342","4102351","18","11002003","44250"
"343","4102401","18","11002003","3000"
"344","4105101","18","11002003","500000"
"345","4105201","18","11002003","80000"
"346","4105202","18","11002003","80000"
"347","4105203","18","11002003","80000"
"348","4105251","18","11002003","80000"
"349","4105301","18","11002003","44250"
"350","4105302","18","11002003","44250"
"351","4105303","18","11002003","44250"
"352","4105351","18","11002003","44250"
"353","4105401","18","11002003","3000"
"354","4201101","18","11002003","300000"
"355","4201201","18","11002003","63945"
"356","4201202","18","11002003","63945"
"357","4201203","18","11002003","63945"
"358","4201301","18","11002003","35376"
"359","4201302","18","11002003","35379"
"360","4201303","18","11002003","35379"
"361","4201401","18","11002003","1800"
"362","4202101","18","11002003","300000"
"363","4202201","18","11002003","63948"
"364","4202202","18","11002003","63948"
"365","4202203","18","11002003","63948"
"366","4202301","18","11002003","35379"
"367","4202302","18","11002003","35379"
"368","4202303","18","11002003","35379"
"369","4202401","18","11002003","1800"
"370","4302101","18","11002003","899999"
"371","4302201","18","11002003","215999"
"372","4302202","18","11002003","215999"
"373","4302251","18","11002003","144000"
"374","4302301","18","11002003","119700"
"375","4302302","18","11002003","119700"
"376","4302351","18","11002003","79650"
"377","4302401","18","11002003","5400"
"378","99006","2","11002003","0"
"379","94002","12","11002003","0"
"380","90008","2","11002003","0"
"381","26201","2","11002003","0"
"382","23002","2","11002003","0"
"383","4108101","18","11002004","500000"
"384","4108201","18","11002004","80000"
"385","4108202","18","11002004","80000"
"386","4108203","18","11002004","80000"
"387","4108251","18","11002004","80000"
"388","4108301","18","11002004","44250"
"389","4108302","18","11002004","44250"
"390","4108303","18","11002004","44250"
"391","4108351","18","11002004","44250"
"392","4108401","18","11002004","3000"
"393","4109101","18","11002004","500000"
"394","4109201","18","11002004","80000"
"395","4109202","18","11002004","80000"
"396","4109203","18","11002004","80000"
"397","4109251","18","11002004","80000"
"398","4109301","18","11002004","44250"
"399","4109302","18","11002004","44250"
"400","4109303","18","11002004","44250"
"401","4109351","18","11002004","44250"
"402","4109401","18","11002004","3000"
"403","4203101","18","11002004","300000"
"404","4203201","18","11002004","63945"
"405","4203202","18","11002004","63945"
"406","4203203","18","11002004","63945"
"407","4203301","18","11002004","35376"
"408","4203302","18","11002004","35379"
"409","4203303","18","11002004","35379"
"410","4203401","18","11002004","1800"
"411","4204101","18","11002004","300000"
"412","4204201","18","11002004","63948"
"413","4204202","18","11002004","63948"
"414","4204203","18","11002004","63948"
"415","4204301","18","11002004","35379"
"416","4204302","18","11002004","35379"
"417","4204303","18","11002004","35379"
"418","4204401","18","11002004","1800"
"419","4304101","18","11002004","899999"
"420","4304201","18","11002004","215999"
"421","4304202","18","11002004","215999"
"422","4304251","18","11002004","144000"
"423","4304301","18","11002004","119700"
"424","4304302","18","11002004","119700"
"425","4304351","18","11002004","79650"
"426","4304401","18","11002004","5400"
"427","99006","2","11002004","0"
"428","94002","12","11002004","0"
"429","90008","2","11002004","0"
"430","26201","2","11002004","0"
"431","23002","2","11002004","0"
"432","4103101","18","11002005","500000"
"433","4103201","18","11002005","80000"
"434","4103202","18","11002005","80000"
"435","4103203","18","11002005","80000"
"436","4103251","18","11002005","80000"
"437","4103301","18","11002005","44250"
"438","4103302","18","11002005","44250"
"439","4103303","18","11002005","44250"
"440","4103351","18","11002005","44250"
"441","4103401","18","11002005","3000"
"442","4107101","18","11002005","500000"
"443","4107201","18","11002005","80000"
"444","4107202","18","11002005","80000"
"445","4107203","18","11002005","80000"
"446","4107251","18","11002005","80000"
"447","4107301","18","11002005","44250"
"448","4107302","18","11002005","44250"
"449","4107303","18","11002005","44250"
"450","4107351","18","11002005","44250"
"451","4107401","18","11002005","3000"
"452","4201101","18","11002005","300000"
"453","4201201","18","11002005","63945"
"454","4201202","18","11002005","63945"
"455","4201203","18","11002005","63945"
"456","4201301","18","11002005","35376"
"457","4201302","18","11002005","35379"
"458","4201303","18","11002005","35379"
"459","4201401","18","11002005","1800"
"460","4202101","18","11002005","300000"
"461","4202201","18","11002005","63948"
"462","4202202","18","11002005","63948"
"463","4202203","18","11002005","63948"
"464","4202301","18","11002005","35379"
"465","4202302","18","11002005","35379"
"466","4202303","18","11002005","35379"
"467","4202401","18","11002005","1800"
"468","4303101","18","11002005","899999"
"469","4303201","18","11002005","215999"
"470","4303202","18","11002005","215999"
"471","4303251","18","11002005","144000"
"472","4303301","18","11002005","119700"
"473","4303302","18","11002005","119700"
"474","4303351","18","11002005","79650"
"475","4303401","18","11002005","5400"
"476","99006","2","11002005","0"
"477","94002","12","11002005","0"
"478","90008","2","11002005","0"
"479","26201","2","11002005","0"
"480","23002","2","11002005","0"
"481","4101101","18","11003001","167000"
"482","4101201","18","11003001","26500"
"483","4101202","18","11003001","26500"
"484","4101203","18","11003001","26500"
"485","4101251","18","11003001","27000"
"486","4101301","18","11003001","14700"
"487","4101302","18","11003001","14700"
"488","4101303","18","11003001","14700"
"489","4101351","18","11003001","14700"
"490","4101401","18","11003001","1000"
"491","4104101","18","11003001","167000"
"492","4104201","18","11003001","26500"
"493","4104202","18","11003001","26500"
"494","4104203","18","11003001","26500"
"495","4104251","18","11003001","27000"
"496","4104301","18","11003001","14700"
"497","4104302","18","11003001","14700"
"498","4104303","18","11003001","14700"
"499","4104351","18","11003001","14700"
"500","4104401","18","11003001","1000"
"501","4109101","18","11003001","167000"
"502","4109201","18","11003001","26500"
"503","4109202","18","11003001","26500"
"504","4109203","18","11003001","26500"
"505","4109251","18","11003001","27000"
"506","4109301","18","11003001","14700"
"507","4109302","18","11003001","14700"
"508","4109303","18","11003001","14700"
"509","4109351","18","11003001","14800"
"510","4109401","18","11003001","1000"
"511","4201101","18","11003001","800000"
"512","4201201","18","11003001","128000"
"513","4201202","18","11003001","128000"
"514","4201203","18","11003001","128000"
"515","4201251","18","11003001","128000"
"516","4201301","18","11003001","70800"
"517","4201302","18","11003001","70800"
"518","4201303","18","11003001","70800"
"519","4201351","18","11003001","70800"
"520","4201401","18","11003001","4800"
"521","4301101","18","11003001","600000"
"522","4301201","18","11003001","144000"
"523","4301202","18","11003001","144000"
"524","4301251","18","11003001","96000"
"525","4301301","18","11003001","79800"
"526","4301302","18","11003001","79800"
"527","4301351","18","11003001","52800"
"528","4301401","18","11003001","3600"
"529","4303101","18","11003001","600000"
"530","4303201","18","11003001","144000"
"531","4303202","18","11003001","144000"
"532","4303251","18","11003001","96000"
"533","4303301","18","11003001","79800"
"534","4303302","18","11003001","79800"
"535","4303351","18","11003001","52800"
"536","4303401","18","11003001","3600"
"537","99006","2","11003001","0"
"538","94002","12","11003001","0"
"539","90008","2","11003001","0"
"540","26201","2","11003001","0"
"541","23002","2","11003001","0"
"542","4102101","18","11003002","167000"
"543","4102201","18","11003002","26500"
"544","4102202","18","11003002","26500"
"545","4102203","18","11003002","26500"
"546","4102251","18","11003002","27000"
"547","4102301","18","11003002","14700"
"548","4102302","18","11003002","14700"
"549","4102303","18","11003002","14700"
"550","4102351","18","11003002","14700"
"551","4102401","18","11003002","1000"
"552","4108101","18","11003002","167000"
"553","4108201","18","11003002","26500"
"554","4108202","18","11003002","26500"
"555","4108203","18","11003002","26500"
"556","4108251","18","11003002","27000"
"557","4108301","18","11003002","14700"
"558","4108302","18","11003002","14700"
"559","4108303","18","11003002","14700"
"560","4108351","18","11003002","14700"
"561","4108401","18","11003002","1000"
"562","4110101","18","11003002","167000"
"563","4110201","18","11003002","26500"
"564","4110202","18","11003002","26500"
"565","4110203","18","11003002","26500"
"566","4110251","18","11003002","27000"
"567","4110301","18","11003002","14700"
"568","4110302","18","11003002","14700"
"569","4110303","18","11003002","14700"
"570","4110351","18","11003002","14800"
"571","4110401","18","11003002","1000"
"572","4202101","18","11003002","800000"
"573","4202201","18","11003002","128000"
"574","4202202","18","11003002","128000"
"575","4202203","18","11003002","128000"
"576","4202251","18","11003002","128000"
"577","4202301","18","11003002","70800"
"578","4202302","18","11003002","70800"
"579","4202303","18","11003002","70800"
"580","4202351","18","11003002","70800"
"581","4202401","18","11003002","4800"
"582","4301101","18","11003002","600000"
"583","4301201","18","11003002","144000"
"584","4301202","18","11003002","144000"
"585","4301251","18","11003002","96000"
"586","4301301","18","11003002","79800"
"587","4301302","18","11003002","79800"
"588","4301351","18","11003002","52800"
"589","4301401","18","11003002","3600"
"590","4302101","18","11003002","600000"
"591","4302201","18","11003002","144000"
"592","4302202","18","11003002","144000"
"593","4302251","18","11003002","96000"
"594","4302301","18","11003002","79800"
"595","4302302","18","11003002","79800"
"596","4302351","18","11003002","52800"
"597","4302401","18","11003002","3600"
"598","99006","2","11003002","0"
"599","94002","12","11003002","0"
"600","90008","2","11003002","0"
"601","26201","2","11003002","0"
"602","23002","2","11003002","0"
"603","4103101","18","11003003","167000"
"604","4103201","18","11003003","26500"
"605","4103202","18","11003003","26500"
"606","4103203","18","11003003","26500"
"607","4103251","18","11003003","27000"
"608","4103301","18","11003003","14700"
"609","4103302","18","11003003","14700"
"610","4103303","18","11003003","14700"
"611","4103351","18","11003003","14700"
"612","4103401","18","11003003","1000"
"613","4105101","18","11003003","167000"
"614","4105201","18","11003003","26500"
"615","4105202","18","11003003","26500"
"616","4105203","18","11003003","26500"
"617","4105251","18","11003003","27000"
"618","4105301","18","11003003","14700"
"619","4105302","18","11003003","14700"
"620","4105303","18","11003003","14700"
"621","4105351","18","11003003","14700"
"622","4105401","18","11003003","1000"
"623","4109101","18","11003003","167000"
"624","4109201","18","11003003","26500"
"625","4109202","18","11003003","26500"
"626","4109203","18","11003003","26500"
"627","4109251","18","11003003","27000"
"628","4109301","18","11003003","14700"
"629","4109302","18","11003003","14700"
"630","4109303","18","11003003","14700"
"631","4109351","18","11003003","14800"
"632","4109401","18","11003003","1000"
"633","4203101","18","11003003","800000"
"634","4203201","18","11003003","128000"
"635","4203202","18","11003003","128000"
"636","4203203","18","11003003","128000"
"637","4203251","18","11003003","128000"
"638","4203301","18","11003003","70800"
"639","4203302","18","11003003","70800"
"640","4203303","18","11003003","70800"
"641","4203351","18","11003003","70800"
"642","4203401","18","11003003","4800"
"643","4304101","18","11003003","600000"
"644","4304201","18","11003003","144000"
"645","4304202","18","11003003","144000"
"646","4304251","18","11003003","96000"
"647","4304301","18","11003003","79800"
"648","4304302","18","11003003","79800"
"649","4304351","18","11003003","52800"
"650","4304401","18","11003003","3600"
"651","4305101","18","11003003","600000"
"652","4305201","18","11003003","144000"
"653","4305202","18","11003003","144000"
"654","4305251","18","11003003","96000"
"655","4305301","18","11003003","79800"
"656","4305302","18","11003003","79800"
"657","4305351","18","11003003","52800"
"658","4305401","18","11003003","3600"
"659","99006","2","11003003","0"
"660","94002","12","11003003","0"
"661","90008","2","11003003","0"
"662","26201","2","11003003","0"
"663","23002","2","11003003","0"
"664","4106101","18","11003004","167000"
"665","4106201","18","11003004","26500"
"666","4106202","18","11003004","26500"
"667","4106203","18","11003004","26500"
"668","4106251","18","11003004","27000"
"669","4106301","18","11003004","14700"
"670","4106302","18","11003004","14700"
"671","4106303","18","11003004","14700"
"672","4106351","18","11003004","14700"
"673","4106401","18","11003004","1000"
"674","4107101","18","11003004","167000"
"675","4107201","18","11003004","26500"
"676","4107202","18","11003004","26500"
"677","4107203","18","11003004","26500"
"678","4107251","18","11003004","27000"
"679","4107301","18","11003004","14700"
"680","4107302","18","11003004","14700"
"681","4107303","18","11003004","14700"
"682","4107351","18","11003004","14700"
"683","4107401","18","11003004","1000"
"684","4110101","18","11003004","167000"
"685","4110201","18","11003004","26500"
"686","4110202","18","11003004","26500"
"687","4110203","18","11003004","26500"
"688","4110251","18","11003004","27000"
"689","4110301","18","11003004","14700"
"690","4110302","18","11003004","14700"
"691","4110303","18","11003004","14700"
"692","4110351","18","11003004","14800"
"693","4110401","18","11003004","1000"
"694","4204101","18","11003004","800000"
"695","4204201","18","11003004","128000"
"696","4204202","18","11003004","128000"
"697","4204203","18","11003004","128000"
"698","4204251","18","11003004","128000"
"699","4204301","18","11003004","70800"
"700","4204302","18","11003004","70800"
"701","4204303","18","11003004","70800"
"702","4204351","18","11003004","70800"
"703","4204401","18","11003004","4800"
"704","4304101","18","11003004","600000"
"705","4304201","18","11003004","144000"
"706","4304202","18","11003004","144000"
"707","4304251","18","11003004","96000"
"708","4304301","18","11003004","79800"
"709","4304302","18","11003004","79800"
"710","4304351","18","11003004","52800"
"711","4304401","18","11003004","3600"
"712","4305101","18","11003004","600000"
"713","4305201","18","11003004","144000"
"714","4305202","18","11003004","144000"
"715","4305251","18","11003004","96000"
"716","4305301","18","11003004","79800"
"717","4305302","18","11003004","79800"
"718","4305351","18","11003004","52800"
"719","4305401","18","11003004","3600"
"720","99006","2","11003004","0"
"721","94002","12","11003004","0"
"722","90008","2","11003004","0"
"723","26201","2","11003004","0"
"724","23002","2","11003004","0"
