1b0ab9bd6c273c24afe0cee4be409839c133897a953342f2ce71d82b4242089e,4b1950d9867bd0d869cbc517ffa4d284ea37e5466a8407d99d141427eff9c1d6,327834a5262e5a72ad1a131a92ecd547cd874ba8e8061d6b4824adaec8a44690,2dc89b4d1cf11ca83ad438b192c0a7480ee717ecb397b538541ee2029043a317,2f7285b7a2df4cbe8760c79a4582a61735aaa06171b89fc9e60a4957ae2d2b44,825c57409f8e8321b0ca80b1e90249eb9cae1f42f28bf93e7287d81c9501688b,df2d4944cb7ac7ed8a437cfdd0bb8f3e707336deb31dcba2a8e3a20e648166fd,571c3b21f66fb160064a19fd99648c8eb70df4da07cb517479a28f9a7e4b1208,a034d1865d1b9ace56aa7246313494cf190f931456cd2a693f001e88fbda7ffc,ffcdfdf445149c884e3745ff61168b5102f11231a72dce48ab57dab04c191dc2,3eaaa3be3855ae99c765b264b3661d5a2ee31354788ae387ab6e73828a53c18b,7e9ecbf7ecdf3d419c2225f820f28504e93ba5686abae36141ad8d127b3a5cc7,389e9ef8bc15861e3c5f60a8a18b87d8e6dc27f548ea8f056599bf6b8d69798d,f43a2f58a55d549a834763f42b28cb88681e8b04fa285b62117f4eec886e7f35,6cc48a9fe7ff937069bff62352b0612b6442eee08f686e7d8568c54208161475,d117680f9cd1f1dc7e768341f64d5bf87df541a5204d1b4f31560d3758d163a0,ccf04b495879c8133d6694621a6f88cf8f0eadc9a51e2a9474f12e81764b93a0,2e63b1c492e30921dcfffdafa8192aaedcd79a34cf6eec4d2c33753174211c64,fb229c8b61e92d5a0809fd9dbe0dba4bf46c149fdf5a286ab2c5ed30ceb18d1f,d18a84499ce5c03bc81ed6618e3aea3c67293caedfc5e260c412a51727055db9,59fcb0fb6e1ddaeb4b64e1c4e9e515d194480fd105952f431824435eb7a3a39a
"0","1","2","100301309","0","24","","0","0","","100","1","0","0","2","0","0","1","-1","1","7"
"0","1","-1","100301310","0","0","","10030102","0","","22","1","0","0","2","0","0","1","-1","1","7"
"1","1","1","100350101","0","15","物理攻擊力提升+{0}","0","15","提升自身{0}的物理攻擊力","90","2","0","0","0","0","0","0","0","0","0"
"1","1","1","100351101","0","15","物理攻擊力提升+{0}","0","15","提升自身{0}的物理攻擊力","90","2","0","0","0","0","0","0","0","0","0"
"1","1","1","100351102","0","0","","0","1125","提升自身{0}的最大HP","90","1","0","0","0","0","0","0","0","0","0"
"0","1","0","100400101","0","0","","0","0","","7","1","0","0","1","0","1","1","2160","2","3"
"0","1","20.4","100400102","0","1.62","物理傷害+{0}","0","20.4","對範圍內的敵人造成{0}的物理傷害","1","1","0","0","1","0","0","99","300","2","1"
"0","1","8","100400201","0","0.6","物理傷害+{0}","0","8","對敵方單體造成{0}的物理傷害","1","1","0","0","1","0","1","1","2160","3","3"
"0","1","8","100400202","0","100","造成黑暗的成功Lv+1","0","0","使一名敵人陷入黑暗狀態","12","70","0","0","1","0","1","1","2160","3","3"
"0","1","10","100400301","0","0.8","物理傷害+{0}","0","10","對敵方單體造成{0}的物理傷害","1","1","0","0","1","0","0","1","2160","2","14"
"99","1","1","100400302","0","3.75","物理攻擊力降低+{0}","1","3.75","降低敵方單體{0}的物理攻擊力","10","11","0","1","1","0","0","1","2160","2","1"
"99","1","1","100400303","0","5.5","物理攻擊力提升+{0}","1","5.5","提升自身{0}的物理攻擊力","10","10","0","1","2","0","0","1","0","1","7"
"0","1","27","100401101","0","2.16","物理傷害+{0}","0","27","對敵方全體造成{0}的物理傷害","1","1","0","0","1","0","0","99","2160","3","3"
"18","1","1","100401102","0","30","物理攻擊力降低+{0}","1","30","降低全體敵人{0}物理攻擊力","10","11","0","0","1","0","0","99","2160","3","3"
"18","1","1","100401103","0","1.25","降低物理暴擊+{0}","0","100","降低敵方全體的物理暴擊{0}","10","61","0","0","1","0","0","99","2160","3","3"
"18","1","2","100401104","0","0","","0","25","降低敵方全體物理攻擊暴擊時的傷害{0}%","10","111","0","0","1","0","0","99","2160","3","3"
"0","1","20","100401201","0","1.6","物理傷害+{0}","0","20","對敵方單體造成{0}的物理傷害","1","1","0","0","1","0","1","1","2160","3","3"
"0","1","10","100401202","0","100","造成黑暗的成功Lv+1","0","0","使一名敵人陷入黑暗狀態","12","80","0","0","1","0","1","1","2160","3","3"
"0","1","0","100401203","0","0","","0","0","","7","1","0","0","1","0","1","1","2160","3","3"
"180","1","1","100401204","0","5","物理攻擊力降低+{0}","1","5","使範圍內敵人的物理攻擊力降低{0}","10","11","0","0","1","0","0","99","200","2","1"
"1","1","1","100450101","0","2","物理防禦力提升+{0}","0","2","提升自身{0}的物理防禦力","90","3","0","0","0","0","0","0","0","0","0"
"1","1","1","100451101","0","2","物理防禦力提升+{0}","0","2","提升自身{0}的物理防禦力","90","3","0","0","0","0","0","0","0","0","0"
"1","1","1","100451102","0","0","","0","225","提升自身{0}的物理攻擊力","90","2","0","0","0","0","0","0","0","0","0"
"0","1","100","100500101","0","0","","0","0","","2","3","0","0","1","0","2","1","2160","1","3"
"0","1","100","100500102","0","0","","0","0","","7","1","0","0","1","0","2","1","2160","1","3"
"0","1","30","100500103","0","2.4","物理傷害+{0}","0","30","對範圍內的敵人造成{0}的物理傷害","1","1","0","0","1","0","0","99","300","2","3"
"0","1","3.4","100500201","0","0.27","物理傷害+{0}","0","3.4","對範圍內的敵人造成{0}的物理傷害","1","1","0","0","1","0","0","99","300","2","3"
"0","1","0","100500202","0","2","造成暈眩的成功Lv+1","0","0","使範圍內的敵人一段時間內無法行動","8","7","0","0","1","0","0","99","300","2","3"
"0","1","10","100500301","0","0.8","物理傷害+{0}","0","10","對範圍內的敵人造成{0}的物理傷害","1","1","0","0","1","0","0","99","300","2","3"
"0","1","100","100501101","0","0","","0","0","","2","3","0","0","1","0","2","1","2160","1","3"
"0","1","100","100501102","0","0","","0","0","","7","1","0","0","1","0","2","1","2160","1","3"
"0","1","30","100501103","0","2.4","物理傷害+{0}","0","30","對範圍內的敵人造成{0}的物理傷害","1","1","0","0","1","0","0","99","450","2","3"
"0","1","1","100501104","0","0","","3","0.00005","","26","100501103","0","0","2","0","0","1","0","1","7"
"0","1","1","100501105","0","0","","1","1","","26","100501106","0","0","2","0","0","1","0","1","7"
"0","1","45","100501106","0","18","無效傷害量+{0}","0","45","展開{0}傷害比例的物理魔法無效屏障","6","5","0","0","2","0","0","1","0","1","7"
"0","1","3.4","100501201","0","0.54","物理傷害+{0}","0","3.4","對範圍內的敵人造成{0}的物理傷害","1","1","0","0","1","0","0","99","300","2","3"
"0","1","0","100501202","0","2","造成暈眩的成功Lv+1","0","0","使範圍內的敵人一段時間內無法行動","8","7","0","0","1","0","0","99","300","2","3"
"12","1","1","100501203","0","2.24","物理防禦力提升+{0}","1","2.24","提升自身{0}的物理防禦力","10","20","0","0","2","0","0","1","0","1","7"
"12","1","1","100501204","0","2.24","魔法防禦力提升+{0}","1","2.24","提升自身{0}的魔法防禦力","10","40","0","0","2","0","0","1","0","1","7"
"1","1","1","100550101","0","15","物理攻擊力提升+{0}","0","15","提升自身{0}的物理攻擊力","90","2","0","0","0","0","0","0","0","0","0"
"1","1","1","100551101","0","15","物理攻擊力提升+{0}","0","15","提升自身{0}的物理攻擊力","90","2","0","0","0","0","0","0","0","0","0"
"1","1","1","100551102","0","0","","0","30","提升自身{0}的物理防禦力","90","3","0","0","0","0","0","0","0","0","0"
"0","1","4","100600101","0","1","","0","4","","32","0","0","0","2","0","0","99","2160","3","3"
"18","1","1","100600102","0","4.5","魔法攻擊力提升+{0}","1","4.5","提升我方全體{0}的魔法攻擊力","10","30","0","0","2","0","0","99","2160","3","3"
"0","1","20","100600201","0","1.6","魔法傷害+{0}","0","20","對敵方單體造成{0}的魔法傷害","1","2","0","0","1","0","0","1","-1","1","3"
"12","1","1","100600301","0","1","魔法防禦力降低+{0}","1","1","降低敵方單體{0}的魔法防禦力","10","41","0","1","1","0","0","1","-1","1","3"
"0","1","4","100601101","0","1","","0","4","","32","0","0","0","2","0","0","99","2160","3","3"
"18","1","1","100601102","0","24","魔法攻擊力提升+{0}","1","24","提升我方全體{0}的魔法攻擊力","10","30","0","0","2","0","0","99","2160","3","3"
"18","1","1","100601103","0","0","","1","100","使全體夥伴的魔法暴擊提升{0}","10","70","0","0","2","0","0","99","2160","3","3"
"18","1","1","100601104","0","0.66","魔法防禦力降低+{0}","1","0.66","使全體敵人的魔法防禦力下降{0}","10","41","0","0","1","0","0","99","2160","3","3"
"0","1","25","100601201","0","2","魔法傷害+{0}","0","25","對敵方單體造成{0}的魔法傷害","1","2","0","0","1","0","0","1","-1","1","3"
"12","1","1","100601202","0","0.2","魔法防禦力降低+{0}","1","0.2","降低敵方單體{0}的魔法防禦力","10","41","0","1","1","0","0","1","-1","1","3"
"0","1","25","100610101","0","2","魔法傷害+{0}","0","25","對敵方單體造成{0}的魔法傷害","1","2","0","0","1","0","0","1","-1","1","3"
"0","1","15","100610201","0","1.25","魔法傷害+{0}","0","15","對敵方單體造成{0}的魔法傷害","1","2","0","0","1","0","0","99","550","1","3"
"0","1","1204","100620101","0","1","","0","0","","32","0","0","0","2","0","0","99","2160","3","3"
"18","1","1","100620102","0","8.5","魔法攻擊力提升+{0}","1","-1195.5","提升我方全體{0}的魔法攻擊力","10","30","0","0","2","0","0","99","2160","3","3"
"0","1","1204","100621101","0","1","","0","0","","32","0","0","0","2","0","0","99","2160","3","3"
"18","1","1","100621102","0","28","魔法攻擊力提升+{0}","1","-1172","提升我方全體{0}的魔法攻擊力","10","30","0","0","2","0","0","99","2160","3","3"
"18","1","1","100621103","0","0","","1","100","使全體夥伴的魔法暴擊提升{0}","10","70","0","0","2","0","0","99","2160","3","3"
"18","1","1","100621104","0","0.66","魔法防禦力降低+{0}","1","0.66","使全體敵人的魔法防禦力下降{0}","10","41","0","0","1","0","0","99","2160","3","3"
"1","1","1","100650101","0","15","魔法攻擊力提升+{0}","0","15","提升自身{0}的魔法攻擊力","90","4","0","0","0","0","0","0","0","0","0"
"1","1","1","100651101","0","15","魔法攻擊力提升+{0}","0","240","提升自身{0}的魔法攻擊力","90","4","0","0","0","0","0","0","0","0","0"
"0","1","45","100700101","0","3.6","物理傷害+{0}","0","45","對敵方單體造成{0}的物理傷害","1","1","0","0","1","0","0","1","-1","1","3"
"1","1","1","100700102","0","12","HP回復量+{0}","0","12","回復自身{0}的HP","4","1","0","0","2","0","0","1","0","3","7"
"0","1","3","100700201","0","0","無敵時間+0.01秒","0","0.01","一段時間內成為無敵狀態","21","1","0","0","2","0","0","1","0","1","7"
"0","1","0","100700202","0","2.4","","100700203","0","","18","1","0","0","0","0","0","1","0","0","7"
"0","1","0","100700203","0","0","","0","0","","21","1","0","0","2","0","0","1","0","1","7"
"1","1","1","100700301","0","7.5","HP回復量+{0}","0","7.5","回復自身{0}的HP","4","1","0","0","2","0","0","1","0","1","7"
"0","1","60","100701101","0","4.8","物理傷害+{0}","0","60","對敵方單體造成{0}的物理傷害","1","1","0","0","1","0","0","1","-1","1","3"
"1","1","1","100701102","0","12","HP回復量+{0}","0","12","回復自身{0}的HP","4","1","0","0","2","0","0","1","0","3","7"
"180","1","1","100701103","0","0.1","迴避上升+{0}","1","0.1","使自己的迴避提高{0}  ","10","50","0","1","2","0","0","1","0","2","7"
"0","1","3","100701201","0","0","無敵時間+0.01秒","0","0.01","一段時間內成為無敵狀態","21","1","0","0","2","0","0","1","0","1","7"
"0","1","0","100701202","0","2.4","","100701203","0","","18","1","0","0","0","0","0","1","0","0","7"
"0","1","0","100701203","0","0","","0","0","","21","1","0","0","2","0","0","1","0","1","7"
"12","1","1","100701204","0","0.1","迴避上升+{0}","1","0.1","使自己的迴避提高{0}  ","10","50","0","1","2","0","0","1","0","2","7"
"12","1","1","100701205","0","1.2","物理防禦力提升+{0}","1","1.2","提升自身{0}的物理防禦力","10","20","0","1","2","0","0","1","0","2","7"
"0","1","6","100720201","0","0","","0","0","一段時間內成為無敵狀態","21","1","0","0","2","0","0","1","0","1","7"
"0","1","0","100720202","0","2.4","","100720203","0","","18","1","0","0","0","0","0","1","0","0","7"
"0","1","0","100720203","0","0","","0","0","","21","1","0","0","2","0","0","1","0","1","7"
"12","1","1","100720204","0","0.2","物理防禦力提升+{0}","1","-60","提升自身{0}的物理防禦力","10","20","0","1","2","0","0","1","0","2","7"
"0","1","60","100721101","0","5.2","物理傷害+{0}","0","60","對敵方單體造成{0}的物理傷害","1","1","0","0","1","0","0","1","-1","1","3"
"1","1","1","100721102","0","12","HP回復量+{0}","0","12","回復自身{0}的HP","4","1","0","0","2","0","0","1","0","3","7"
"180","1","1","100721103","0","0","","1","30.1","使自己的迴避提高{0}  ","10","50","0","1","2","0","0","1","0","2","7"
"0","1","6","100721201","0","0","","0","0","一段時間內成為無敵狀態","21","1","0","0","2","0","0","1","0","1","7"
"0","1","0","100721202","0","2.4","","100721203","0","","18","1","0","0","0","0","0","1","0","0","7"
"0","1","0","100721203","0","0","","0","0","","21","1","0","0","2","0","0","1","0","1","7"
"12","1","1","100721204","0","0","","1","30.1","使自己的迴避提高{0}  ","10","50","0","1","2","0","0","1","0","2","7"
"12","1","1","100721205","0","1.4","物理防禦力提升+{0}","1","-58.8","提升自身{0}的物理防禦力","10","20","0","1","2","0","0","1","0","2","7"
"1","1","1","100750101","0","2","物理防禦力提升+{0}","0","2","提升自身{0}的物理防禦力","90","3","0","0","0","0","0","0","0","0","0"
"1","1","1","100751101","0","2","物理防禦力提升+{0}","0","32","提升自身{0}的物理防禦力","90","3","0","0","0","0","0","0","0","0","0"
"0","1","4.5","100800101","0","0.405","魔法傷害+{0}","0","4.5","對敵方全體造成{0}的魔法傷害","1","2","0","0","1","0","0","99","2160","3","3"
"18","1","1","100800102","0","0.345","物理防禦力降低+{0}","1","0.345","降低敵方全體{0}的物理防禦力","10","21","0","1","1","0","0","99","2160","3","3"
"0","1","15","100800201","0","1.2","魔法傷害+{0}","0","15","對敵方單體造成{0}的魔法傷害","1","2","0","0","1","0","1","1","2160","3","3"
"0","1","8","100800202","0","100","造成黑暗的成功Lv+1","0","0","使一名敵人陷入黑暗狀態","12","40","0","0","1","0","0","1","2160","3","1"
"0","1","75","100800301","0","0","TP回復量+{0}","0","2.5","回復我方單體{0}的TP","16","1","0","0","2","0","0","1","2160","3","12"
"0","1","20.25","100801101","0","1.62","魔法傷害+{0}","1","20.25","對敵方全體造成{0}防禦力較低者可防禦的魔法傷害","1","2","0","0","1","0","0","99","2160","3","3"
"18","1","1","100801102","0","0.7","物理防禦力降低+{0}","1","0.7","降低敵方全體{0}的物理防禦力","10","21","0","1","1","0","0","99","2160","3","3"
"0","1","4","100801103","0","100","造成魅惑的成功Lv+1","0","0","魅惑全體敵人","11","0","0","0","1","0","0","99","2160","3","3"
"0","1","15","100801201","0","1.2","魔法傷害+{0}","0","15","對敵方單體造成{0}的魔法傷害","1","2","0","0","1","0","1","1","2160","3","3"
"0","1","8","100801202","0","100","造成黑暗的成功Lv+1","0","0","使一名敵人陷入黑暗狀態","12","40","0","0","1","0","1","1","2160","3","3"
"0","1","8","100801203","0","100","造成魅惑的成功Lv+1","0","0","誘惑敵單體","11","0","0","0","1","0","1","1","2160","3","3"
"0","1","725","100820301","0","0","","0","0","回復我方單體{0}的TP","16","1","0","0","2","0","0","1","2160","3","12"
"12","1","1","100820302","0","8","物理攻擊力提升+{0}","1","-2080","讓一名同伴的物理攻擊力提升{0}","10","10","0","0","2","0","0","0","2160","3","1"
"1","1","1","100850101","0","15","魔法攻擊力提升+{0}","0","15","提升自身{0}的魔法攻擊力","90","4","0","0","0","0","0","0","0","0","0"
"1","1","1","100851101","0","15","魔法攻擊力提升+{0}","0","15","提升自身{0}的魔法攻擊力","90","4","0","0","0","0","0","0","0","0","0"
"1","1","1","100851102","0","0","","0","30","提升自身{0}的物理防禦力","90","3","0","0","0","0","0","0","0","0","0"
"0","1","18","100900101","0","1.44","魔法傷害+{0}","0","18","對敵方全體造成{0}的魔法傷害","1","2","0","0","1","0","0","99","2160","3","3"
"99","1","2","100900102","0","0","","1","100","將自身的物理防禦力降為0","10","21","0","2","2","0","0","1","0","1","7"
"99","1","2","100900103","0","0","","1","100","將自身的魔法防禦力降為0","10","41","0","2","2","0","0","1","0","1","7"
"0","1","20","100900201","0","1.2","魔法傷害+{0}","0","20","對敵方單體造成{0}的魔法傷害","1","2","0","0","1","0","0","1","-1","1","3"
"0","1","100","100900301","1","10","","0","0","","17","3","0","0","2","0","0","1","0","3","7"
"0","1","25","100900302","0","2","魔法傷害+{0}","0","25","對範圍內的敵人造成{0}的魔法傷害","1","2","0","0","1","0","0","99","600","2","3"
"0","1","0","100900303","0","0","","0","0","","30","0","0","0","2","0","0","1","0","3","7"
"0","1","1.9","100900304","0","0","","0","0","","21","1","0","0","2","0","0","1","0","3","7"
"8","1","1","100901101","0","50","魔法攻擊力提升+{0}","1","50","提升自身{0}的魔法攻擊力","10","30","0","1","2","0","0","1","0","1","7"
"0","1","81.25","100901102","0","6.5","魔法傷害+{0}","0","81.25","對敵方全體造成{0}的魔法傷害","1","2","0","0","1","0","0","99","2160","3","3"
"99","1","2","100901103","0","0","","1","100","降低自身初期數值100％的物理防禦力","10","21","0","2","2","0","0","1","0","1","7"
"99","1","2","100901104","0","0","","1","100","降低自身初期數值100％的魔法防禦力","10","41","0","2","2","0","0","1","0","1","7"
"0","1","20","100901201","0","1.6","魔法傷害+{0}","0","20","對敵方單體造成{0}的魔法傷害","1","2","0","0","1","0","0","1","-1","1","3"
"12","1","1","100901202","0","0.6","魔法防禦力降低+{0}","1","0.6","降低敵方單體{0}的魔法防禦力","10","41","0","1","2","0","0","99","2160","3","3"
"1","1","1","100950101","0","15","魔法攻擊力提升+{0}","0","15","提升自身{0}的魔法攻擊力","90","4","0","0","0","0","0","1","0","0","0"
"1","1","1","100951101","0","15","魔法攻擊力提升+{0}","0","240","提升自身{0}的魔法攻擊力","90","4","0","0","0","0","0","0","0","0","0"
"18","1","1","101000101","0","15","魔法攻擊力提升+{0}","1","15","提升我方全體{0}的魔法攻擊力","10","30","0","0","2","0","0","99","2160","3","3"
"18","1","1","101000102","0","0.6","物理防禦力提升+{0}","1","0.6","提升我方全體{0}的物理防禦力","10","20","0","0","2","0","0","99","2160","3","3"
"18","1","50","101000103","0","0","","1","0","使我方全體固定恢復{0}TP","16","4","0","0","2","0","0","99","2160","3","3"
"1","1","1","101000201","0","7.5","HP回復量+{0}","0","7.5","回復我方單體{0}的HP","4","2","0","0","2","0","0","1","2160","2","5"
"0","1","8","101000301","0","100","造成黑暗的成功Lv+1","0","0","使一名敵人陷入黑暗狀態","12","40","0","0","1","0","1","1","2160","1","3"
"18","1","1","101001101","0","30","魔法攻擊力提升+{0}","1","30","提升我方全體{0}的魔法攻擊力","10","30","0","0","2","0","0","99","2160","3","3"
"18","1","1","101001102","0","0","","1","100","使全體夥伴的魔法暴擊提升{0}","10","70","0","0","2","0","0","99","2160","3","3"
"18","1","1","101001103","0","0","","1","5","提升我方全體魔法攻擊暴擊時5％的傷害","10","120","0","0","2","0","0","99","2160","3","3"
"18","1","1","101001104","0","1.1","物理防禦力提升+{0}","1","1.1","提升我方全體{0}的物理防禦力","10","20","0","0","2","0","0","99","2160","3","3"
"0","1","120","101001105","0","0","","1","0","使我方全體固定恢復{0}TP","16","4","0","0","2","0","0","99","2160","3","3"
"0","1","10","101001106","10","0","","2","0","每秒恢復 10 TP","48","1","0","0","2","0","0","99","2160","3","3"
"1.2","1","1","101001201","0","8.5","HP回復量+{0}","0","8.5","回復我方單體{0}的HP","4","2","0","0","2","0","0","1","2160","3","5"
"12","1","1","101001202","0","1","物理防禦力提升+{0}","1","1","讓一名夥伴的物理防禦力提升{0}","10","20","0","1","2","0","0","1","2160","3","5"
