31c09434e6b00f24bff24a8b3068aa1f9a7661875ce88b72175a2ed96a6a592a,d72564814d4c1011c78488e042962326babe36d8e45c5e1a755659fb22f8dd45,19c7ce28b0852a548bdb991fe60529318790eb67364deef5fb1e65b032388510,83d828c4b26a815d8a69a8e16a89a0becae142930b1b5a712edced11c1f53eb7,a704927a3fdd514fe20ae9930d2f5f0c0e86776185c553965f2dc94210538ef0,e72087427c7553af332d1ab33f63db0cf72b3fb53fcbb00845a2ba5466de89b3,e89205182d603a05689233ee074a0d9606bb1a4c0c6a1bc705e63be8fc41cac4,f9b2ab28e0ee853f88ba4db67472b566aa6db9f0e7eee39049ea3197dbff4cfb,18821cbb01ca3d43a29130281ce4623d854da456dd3a00797847b1fe9be1517d,7c29dccd32cc0d1cb1eb2948a2542c7eb7b65c54ddea8b9c6e9fdd3bcf45d48a,2a46c911a78eae602e81c62ca6eb04f0e097ec1434e99cabeebcd1a313e3814f,f611bd543d167e5105bd971f9c982dc54dbc3f427875f5caedf599c9ca052c72,395cb5ab300e954ed7ac808caf5afee6f6c7fe876d6b1e388a33835d1dc8962f,1515e0bd4cb32a25d0c898f97672ffd74b4e741b63fdb7d5fcfdec8ef325f7c0,888878630af352040c55d758a138c16d23aadf14b73618fa1f06125ccb249df6,6287acf8c32ecc4312a29408c6937a3479948991cc8af7e765e05a572d4a7ef4,c817347a949ef0ab8c8def5747387670c5cfff5f923a1f97e1485c7022a4056c,9537b70bbf4b206eb8472f07dd4c3fdbb4a6cb7d34973bd21d2ea884e4f952d5,1b0f9266e1ad799121484867de8dc9f99cc95a49c1f2a53bb4105f070c2b6e79
"37","255","0","4580","62","0","1160","21","2045","157","15","20","0","0","20","100101","8971","232","9"
"37","255","0","4790","62","0","1262","22","2045","176","15","20","0","0","20","100101","10078","259","9"
"37","255","0","4880","62","0","1343","23","2045","199","15","20","0","0","20","100101","11352","287","9"
"37","255","0","4970","62","0","1416","24","2045","221","15","20","0","0","20","100101","12783","308","9"
"37","255","0","5230","62","0","1471","25","2045","247","15","20","0","0","20","100101","14334","331","9"
"37","255","0","6835","62","0","1495","26","2045","280","15","20","0","0","20","100101","15835","359","9"
"37","255","0","8440","62","0","1513","27","2045","313","15","20","0","0","20","100101","17449","387","9"
"37","255","0","9225","62","0","1538","28","2045","326","15","20","0","0","20","100101","19454","400","9"
"37","255","0","10010","62","0","1571","29","2045","341","15","20","0","0","20","100101","21599","415","9"
"37","255","0","10270","62","0","1614","30","2045","366","15","20","0","0","20","100101","23844","440","9"
"37","255","0","10795","62","0","1657","31","2045","376","15","20","0","0","20","100101","26318","450","9"
"37","255","0","11845","62","0","1690","32","2045","376","15","20","0","0","20","100101","28948","450","9"
"37","255","0","12370","62","0","1729","33","2045","387","15","20","0","0","20","100101","31669","461","9"
"37","255","0","12370","62","0","1775","34","2045","409","15","20","0","0","20","100101","34498","483","9"
"37","255","0","12370","62","0","1821","35","2045","431","15","20","0","0","20","100101","37455","505","9"
"37","255","0","12370","62","0","1867","36","2045","454","15","20","0","0","20","100101","40512","528","9"
"37","255","0","12370","62","0","1913","37","2045","478","15","20","0","0","20","100101","43669","552","9"
"37","255","0","12370","62","0","1959","38","2045","502","15","20","0","0","20","100101","46929","576","9"
"37","255","0","12370","62","0","2005","39","2045","526","15","20","0","0","20","100101","50287","600","9"
"37","255","0","12370","62","0","2051","40","2045","550","15","20","0","0","20","100101","53771","624","9"
"0","0","0","55","0","23","0","2","75","2","0","0","0","0","0","100201","0","1","0"
"0","0","0","150","0","81","0","3","125","8","0","0","0","0","0","100201","0","1","0"
"0","5","0","325","0","172","0","4","175","17","0","10","0","0","0","100201","0","4","0"
"0","15","0","505","0","349","0","5","175","33","0","10","0","0","0","100201","0","4","0"
"0","15","0","1035","0","522","0","6","175","52","0","25","0","0","0","100201","0","12","0"
"0","85","0","1395","0","790","0","7","175","66","0","30","0","0","0","100201","0","14","0"
"4","85","0","1675","0","1089","0","8","175","88","0","75","0","0","0","100201","0","19","0"
"9","100","6","2130","0","1389","0","9","175","109","5","110","0","0","0","100201","0","25","0"
"14","135","30","2490","0","1758","0","10","395","126","10","115","0","0","0","100201","0","28","0"
"14","151","53","2910","0","2159","0","11","735","145","10","129","0","0","0","100201","0","35","0"
"17","177","63","3430","0","2471","0","12","955","171","12","138","0","0","0","100201","0","56","0"
"20","199","63","3810","0","2705","0","13","1175","209","14","140","0","0","0","100201","0","94","0"
"20","199","71","3990","0","2982","0","14","1295","251","16","146","0","0","0","100201","0","133","0"
"20","199","81","4130","0","3310","0","15","1395","293","18","151","0","0","0","100201","0","168","0"
"20","199","81","4330","0","3658","0","16","1495","336","18","157","0","0","0","100201","0","208","0"
"20","214","81","4510","0","4008","0","17","1495","384","18","158","0","0","3","100201","0","250","0"
"20","229","81","4915","0","4353","0","18","1495","441","18","158","0","0","6","100201","0","295","0"
"20","229","81","5560","0","4719","0","19","1590","506","18","158","0","0","6","100201","0","349","0"
"20","229","93","6145","0","5176","0","20","1685","568","18","158","0","0","6","100201","0","406","0"
"20","229","93","6765","0","5618","0","21","1685","646","18","158","0","0","6","100201","0","472","0"
"20","229","93","8080","0","6142","0","22","1685","725","18","158","0","0","6","100201","0","541","0"
"20","229","93","9855","0","6707","0","23","1685","810","18","158","0","0","6","100201","0","619","0"
"20","229","93","11380","0","7347","0","24","1685","901","18","158","0","0","6","100201","0","704","0"
"20","229","103","12675","0","8212","0","25","1685","987","18","158","0","0","6","100201","0","784","0"
"20","229","118","13965","0","9328","0","26","1685","1062","18","158","0","0","6","100201","0","853","0"
"20","229","128","15535","0","10563","0","27","1685","1132","18","158","0","0","6","100201","0","920","0"
"20","229","138","17300","0","11885","0","28","1685","1203","18","158","0","0","6","100201","0","990","0"
"20","229","148","19295","0","13290","0","29","1685","1279","18","158","0","0","6","100201","0","1066","0"
"20","229","158","21525","0","14765","0","30","1685","1360","18","158","0","0","6","100201","0","1147","0"
"20","229","168","23915","0","16312","0","31","1685","1443","18","158","0","0","6","100201","0","1230","0"
"20","229","178","26460","0","17930","0","32","1685","1528","18","158","0","0","6","100201","0","1315","0"
"20","229","188","29250","0","19645","0","33","1685","1615","18","158","0","0","6","100201","0","1402","0"
"20","229","198","32450","0","21457","0","34","1685","1704","18","158","0","0","6","100201","0","1491","0"
"20","229","208","36060","0","23342","0","35","1685","1794","18","158","0","0","6","100201","0","1581","0"
"20","229","218","40010","0","25290","0","36","1685","1885","18","158","0","0","6","100201","0","1672","0"
"20","229","228","44205","0","27300","0","37","1685","1978","18","158","0","0","6","100201","0","1765","0"
"20","229","238","48640","0","29381","0","38","1685","2072","18","158","0","0","6","100201","0","1859","0"
"20","229","248","53405","0","31528","0","39","1685","2166","18","158","0","0","6","100201","0","1953","0"
"20","229","258","58600","0","33762","0","40","1685","2260","18","158","0","0","6","100201","0","2047","0"
"0","0","0","95","0","0","0","2","75","0","0","0","0","0","0","100301","22","2","0"
"0","0","0","310","0","0","0","3","125","2","0","0","0","0","0","100301","71","6","0"
"0","10","0","685","0","0","0","4","155","4","0","0","0","0","0","100301","176","11","0"
"0","20","0","1435","0","0","0","5","155","11","0","5","0","0","0","100301","289","20","0"
"0","35","0","2300","0","0","0","6","245","13","0","5","0","0","0","100301","499","31","0"
"0","35","0","3270","0","0","0","7","715","15","0","5","0","0","0","100301","746","43","0"
"0","50","0","4025","0","0","0","8","715","23","0","5","0","0","0","100301","1040","57","3"
"9","65","0","4630","0","0","20","9","1115","31","0","5","0","0","0","100301","1353","71","7"
"18","65","0","4990","0","0","50","10","1115","40","0","30","0","0","5","100301","1729","80","12"
"18","65","0","5410","13","0","88","11","1115","49","0","40","0","0","7","100301","2147","88","17"
"21","65","0","6180","29","0","130","12","1115","56","0","40","0","0","7","100301","2581","98","17"
"24","98","0","6670","42","0","163","13","1115","66","0","40","0","0","7","100301","3026","112","17"
"24","131","0","7050","42","0","214","14","1115","76","0","40","0","0","7","100301","3571","123","17"
"24","131","0","7420","42","0","280","15","1115","91","0","40","0","0","7","100301","4098","142","17"
"24","143","0","7560","45","0","370","16","1115","99","0","40","0","0","7","100301","4716","156","17"
"24","143","0","7750","48","0","467","17","1115","105","0","40","0","0","7","100301","5390","170","17"
"24","143","0","8015","48","0","591","18","1115","114","0","40","0","0","7","100301","6136","179","17"
"24","143","0","8340","48","0","730","19","1115","126","0","40","0","0","7","100301","6947","191","17"
"24","143","0","8665","48","0","849","20","1115","138","0","40","0","0","7","100301","7816","213","17"
"24","143","0","8950","48","0","980","21","1115","149","0","40","0","0","7","100301","8795","233","17"
"24","143","0","9165","48","0","1098","22","1115","162","0","40","0","0","7","100301","9978","249","17"
"24","143","0","9510","48","0","1169","23","1115","181","0","40","0","0","7","100301","11268","273","17"
"24","143","0","10190","48","0","1230","24","1115","203","0","40","0","0","7","100301","12629","296","17"
"24","143","0","10710","48","0","1293","25","1115","222","0","40","0","0","7","100301","14227","310","17"
"24","143","0","11535","48","0","1332","26","1115","231","0","40","0","0","7","100301","16038","316","17"
"24","143","0","12780","48","0","1356","27","1115","238","0","40","0","0","7","100301","17934","321","17"
"24","143","0","14025","48","0","1380","28","1115","245","0","40","0","0","7","100301","19958","326","17"
"24","143","0","15210","48","0","1405","29","1115","260","0","40","0","0","7","100301","22063","341","17"
"24","143","0","16130","48","0","1431","30","1115","290","0","40","0","0","7","100301","24192","371","17"
"24","143","0","17315","48","0","1457","31","1115","305","0","40","0","0","7","100301","26550","386","17"
"24","143","0","18865","48","0","1483","32","1115","305","0","40","0","0","7","100301","29128","386","17"
"24","143","0","20515","48","0","1508","33","1115","305","0","40","0","0","7","100301","31789","386","17"
"24","143","0","22000","48","0","1532","34","1115","320","0","40","0","0","7","100301","34482","401","17"
"24","143","0","23485","48","0","1556","35","1115","335","0","40","0","0","7","100301","37354","416","17"
"24","143","0","24970","48","0","1580","36","1115","351","0","40","0","0","7","100301","40325","432","17"
"24","143","0","26290","48","0","1604","37","1115","383","0","40","0","0","7","100301","43265","464","17"
"24","143","0","27800","48","0","1628","38","1115","399","0","40","0","0","7","100301","46437","480","17"
"24","143","0","29500","48","0","1652","39","1115","399","0","40","0","0","7","100301","49834","480","17"
"24","143","0","31170","48","0","1676","40","1115","406","0","40","0","0","7","100301","53298","487","17"
"0","10","0","65","0","0","0","2","100","0","0","0","0","0","1","100401","10","2","0"
"0","25","0","185","0","0","0","3","200","0","0","0","0","0","2","100401","58","5","0"
"0","50","0","475","0","0","0","4","360","4","0","0","0","0","4","100401","135","10","0"
"0","80","0","985","0","0","0","5","520","10","0","0","0","0","7","100401","243","17","0"
"0","95","0","1515","0","0","0","6","820","14","0","0","0","0","11","100401","429","25","3"
"0","120","0","1835","0","0","0","7","1425","20","0","0","0","0","15","100401","674","34","6"
"9","145","0","2735","0","0","10","8","1985","32","0","0","0","0","15","100401","912","48","6"
"23","145","0","3480","0","10","30","9","1985","48","5","0","0","0","22","100401","1157","67","6"
"28","145","0","4330","0","20","60","10","1985","68","10","15","0","0","27","100401","1392","87","6"
"28","145","0","5030","3","20","86","11","1985","88","10","35","0","0","32","100401","1695","105","6"
"28","145","0","5430","6","20","108","12","2085","106","10","55","0","0","39","100401","2037","126","6"
"28","170","0","5630","6","20","151","13","2285","125","10","55","0","0","41","100401","2425","155","6"
"28","170","0","5830","6","20","215","14","2285","144","10","57","0","0","41","100401","2845","189","6"
"28","170","0","5830","9","20","289","15","2285","167","12","57","0","0","43","100401","3314","212","6"
"28","170","0","5830","17","20","378","16","2385","190","12","57","0","0","45","100401","3815","232","6"
"28","170","0","5930","22","20","465","17","2535","209","12","57","0","0","45","100401","4337","263","6"
"28","170","0","5990","22","20","573","18","2685","237","12","57","0","0","50","100401","4884","291","6"
"28","170","0","6085","22","20","655","19","2685","266","12","57","0","0","52","100401","5553","323","6"
"28","170","0","6185","22","20","696","20","2780","293","12","57","0","0","52","100401","6292","368","6"
"28","170","0","6430","22","20","740","21","2780","333","12","57","0","0","52","100401","7020","419","6"
"28","170","0","6660","22","20","788","22","2780","383","12","57","0","0","52","100401","7888","468","6"
"28","170","0","7065","22","20","817","23","2780","428","12","57","0","0","52","100401","8928","519","6"
"28","170","0","7385","22","20","835","24","2780","474","12","57","0","0","52","100401","10110","566","6"
"28","170","0","7705","22","20","867","25","2780","523","12","57","0","0","52","100401","11440","611","6"
"28","170","0","8000","22","20","902","26","2780","576","12","57","0","0","52","100401","12898","656","6"
"28","170","0","8455","22","20","929","27","2780","624","12","57","0","0","52","100401","14495","697","6"
"28","170","0","9000","22","20","963","28","2780","669","12","57","0","0","52","100401","16211","740","6"
"28","170","0","10655","22","20","986","29","2780","751","12","57","0","0","52","100401","17592","822","6"
"28","170","0","12805","22","20","1000","30","2780","842","12","57","0","0","52","100401","18978","913","6"
"28","170","0","15175","22","20","1014","31","2780","925","12","57","0","0","52","100401","20529","996","6"
"28","170","0","17965","22","20","1027","32","2780","995","12","57","0","0","52","100401","22273","1066","6"
"28","170","0","21205","22","20","1039","33","2780","1061","12","57","0","0","52","100401","24101","1132","6"
"28","170","0","24690","22","20","1051","34","2780","1143","12","57","0","0","52","100401","25905","1214","6"
"28","170","0","28585","22","20","1063","35","2780","1226","12","57","0","0","52","100401","27832","1297","6"
"28","170","0","32820","22","20","1075","36","2780","1310","12","57","0","0","52","100401","29820","1381","6"
"28","170","0","37135","22","20","1087","37","2780","1411","12","57","0","0","52","100401","31739","1482","6"
"28","170","0","41880","22","20","1099","38","2780","1497","12","57","0","0","52","100401","33853","1568","6"
"28","170","0","47145","22","20","1111","39","2780","1567","12","57","0","0","52","100401","36155","1638","6"
"28","170","0","52610","22","20","1123","40","2780","1644","12","57","0","0","52","100401","38497","1715","6"
"0","0","0","80","0","0","0","2","125","0","0","0","0","0","0","100501","12","4","0"
"0","0","0","350","0","0","0","3","225","0","0","0","0","0","1","100501","49","8","0"
"0","15","0","880","0","0","0","4","275","3","0","0","0","0","1","100501","110","17","0"
"0","15","0","1660","0","0","0","5","275","11","0","0","0","0","7","100501","173","28","0"
"0","15","0","2925","0","0","0","6","275","19","0","0","0","0","7","100501","265","48","3"
"0","40","0","3595","0","0","0","7","275","29","0","0","0","0","7","100501","476","66","6"
"0","40","0","4800","0","0","0","8","575","49","0","0","0","0","7","100501","615","87","10"
"5","40","0","5635","0","10","0","9","1025","72","0","15","0","0","12","100501","788","104","14"
"10","65","0","6415","5","20","0","10","1325","94","0","15","0","0","12","100501","1027","125","17"
"10","65","0","7295","10","20","30","11","1625","112","0","25","0","0","12","100501","1305","148","20"
"12","65","0","8135","10","20","80","12","1875","136","0","35","0","0","12","100501","1564","178","20"
"17","65","0","8655","10","20","126","13","2095","160","0","37","0","0","12","100501","1861","214","20"
"17","71","0","9045","10","20","162","14","2215","189","2","39","0","0","12","100501","2191","249","20"
"17","77","0","9235","10","20","202","15","2315","219","4","39","0","0","14","100501","2575","280","20"
"17","89","0","9365","10","20","236","16","2415","260","4","39","0","0","14","100501","2930","319","20"
"17","89","0","9655","14","20","280","17","2415","312","4","39","0","0","17","100501","3244","357","20"
"17","89","0","9935","18","20","352","18","2415","371","4","39","0","0","20","100501","3595","394","20"
"17","89","0","10305","18","20","409","19","2510","428","4","39","0","0","20","100501","4029","443","20"
"17","89","0","10590","18","20","436","20","2605","489","4","39","0","0","25","100501","4501","498","20"
"17","89","0","10800","18","20","488","21","2605","559","4","39","0","0","30","100501","5022","554","20"
"17","89","0","11290","18","20","587","22","2605","622","4","39","0","0","30","100501","5725","612","20"
"17","89","0","11605","18","20","681","23","2605","685","4","39","0","0","30","100501","6562","681","20"
"17","89","0","11925","18","20","746","24","2605","756","4","39","0","0","30","100501","7465","754","20"
"17","89","0","12540","18","20","813","25","2605","831","4","39","0","0","30","100501","8484","825","20"
"17","89","0","13290","18","20","864","26","2605","910","4","39","0","0","30","100501","9621","896","20"
"17","89","0","14290","18","20","892","27","2605","985","4","39","0","0","30","100501","10886","964","20"
"17","89","0","17330","18","20","911","28","2605","1064","4","39","0","0","30","100501","11991","1041","20"
"17","89","0","22690","18","20","921","29","2605","1153","4","39","0","0","30","100501","12893","1130","20"
"17","89","0","28565","18","20","931","30","2605","1247","4","39","0","0","30","100501","13832","1224","20"
"17","89","0","34730","18","20","941","31","2605","1345","4","39","0","0","30","100501","14808","1322","20"
"17","89","0","41265","18","20","951","32","2605","1446","4","39","0","0","30","100501","15821","1423","20"
"17","89","0","48415","18","20","961","33","2605","1549","4","39","0","0","30","100501","16891","1526","20"
"17","89","0","56345","18","20","971","34","2605","1654","4","39","0","0","30","100501","18018","1631","20"
"17","89","0","64985","18","20","981","35","2605","1760","4","39","0","0","30","100501","19183","1737","20"
"17","89","0","74185","18","20","991","36","2605","1867","4","39","0","0","30","100501","20385","1844","20"
"17","89","0","83850","18","20","1001","37","2605","1976","4","39","0","0","30","100501","21624","1953","20"
"17","89","0","94005","18","20","1011","38","2605","2086","4","39","0","0","30","100501","22900","2063","20"
"17","89","0","104695","18","20","1021","39","2605","2196","4","39","0","0","30","100501","24213","2173","20"
"17","89","0","115995","18","20","1031","40","2605","2306","4","39","0","0","30","100501","25583","2283","20"
"0","0","0","55","0","23","0","2","75","2","0","0","0","0","0","100601","0","1","0"
"0","0","0","150","0","78","0","3","150","7","0","0","0","0","0","100601","0","2","0"
"0","5","0","325","0","169","0","4","200","16","0","10","0","0","0","100601","0","5","0"
"0","15","0","625","0","322","0","5","200","32","0","10","0","0","0","100601","0","7","0"
"0","15","0","1155","0","495","0","6","200","51","0","25","0","0","0","100601","0","15","0"
"0","50","0","1515","0","724","0","7","200","69","0","30","0","0","0","100601","26","22","0"
"4","85","0","2115","0","960","0","8","200","93","0","60","0","0","0","100601","26","29","0"
"9","85","0","2650","0","1224","0","9","200","120","5","95","0","0","0","100601","26","40","0"
"14","85","13","3240","0","1549","0","10","420","143","10","105","0","0","0","100601","26","50","0"
"14","101","28","3840","0","1880","0","11","640","167","10","119","0","0","0","100601","26","66","0"
"17","111","43","4200","0","2215","0","12","760","192","17","135","0","0","0","100601","26","79","0"
"17","121","69","4640","0","2582","0","13","980","217","19","135","0","0","0","100601","26","102","0"
"17","133","93","4760","0","2954","0","14","1220","250","19","137","0","0","0","100601","26","130","0"
"17","133","109","4990","0","3356","0","15","1220","282","21","146","0","0","0","100601","26","157","0"
"17","133","129","5140","0","3805","0","16","1320","316","21","152","0","0","0","100601","26","183","0"
"17","158","144","5260","0","4258","0","17","1320","353","21","153","0","0","0","100601","26","216","0"
"17","173","169","5665","0","4708","0","18","1320","397","21","153","0","0","3","100601","26","248","0"
"17","173","193","6310","0","5206","0","19","1320","447","21","153","0","0","3","100601","26","287","0"
"17","173","240","6860","0","5797","0","20","1415","493","21","153","0","0","3","100601","26","327","0"
"17","173","288","7370","0","6452","0","21","1515","543","21","153","0","0","3","100601","26","370","0"
"17","173","318","8370","0","7171","0","22","1515","603","21","153","0","0","3","100601","26","420","0"
"17","173","318","10145","0","7937","0","23","1515","672","21","153","0","0","3","100601","26","474","0"
"17","173","333","11670","0","8818","0","24","1515","738","21","153","0","0","3","100601","26","533","0"
"17","173","355","12670","0","9964","0","25","1515","798","21","153","0","0","3","100601","26","587","0"
"17","173","377","13505","0","11385","0","26","1515","847","21","153","0","0","3","100601","26","630","0"
"17","173","394","14530","0","12944","0","27","1515","890","21","153","0","0","3","100601","26","670","0"
"17","173","411","15675","0","14609","0","28","1515","933","21","153","0","0","3","100601","26","712","0"
"17","173","429","16895","0","16394","0","29","1515","979","21","153","0","0","3","100601","26","758","0"
"17","173","447","18270","0","18267","0","30","1515","1029","21","153","0","0","3","100601","26","808","0"
"17","173","465","19725","0","20231","0","31","1515","1080","21","153","0","0","3","100601","26","859","0"
"17","173","483","21260","0","22285","0","32","1515","1132","21","153","0","0","3","100601","26","911","0"
"17","173","500","22870","0","24455","0","33","1515","1186","21","153","0","0","3","100601","26","965","0"
"17","173","517","24650","0","26760","0","34","1515","1241","21","153","0","0","3","100601","26","1020","0"
"17","173","534","26670","0","29157","0","35","1515","1297","21","153","0","0","3","100601","26","1076","0"
"17","173","551","28860","0","31636","0","36","1515","1354","21","153","0","0","3","100601","26","1133","0"
"17","173","568","31220","0","34195","0","37","1515","1412","21","153","0","0","3","100601","26","1191","0"
"17","173","585","33655","0","36844","0","38","1515","1471","21","153","0","0","3","100601","26","1250","0"
"17","173","602","36255","0","39578","0","39","1515","1530","21","153","0","0","3","100601","26","1309","0"
"17","173","619","39120","0","42417","0","40","1515","1589","21","153","0","0","3","100601","26","1368","0"
"0","0","0","80","0","0","0","2","100","0","0","0","0","0","2","100701","6","3","0"
"0","0","0","200","0","0","0","3","200","0","0","0","0","0","3","100701","46","10","0"
"0","0","0","550","0","0","0","4","360","5","0","0","0","0","7","100701","94","20","0"
"0","0","0","1060","0","0","0","5","520","11","0","0","0","0","10","100701","190","35","0"
"0","0","0","1740","0","0","0","6","890","19","0","0","0","0","14","100701","323","53","0"
"0","0","0","2330","0","0","0","7","1260","34","0","0","0","0","18","100701","480","76","0"
"0","0","0","3510","0","0","0","8","1585","50","0","0","0","0","28","100701","593","97","0"
"5","0","0","4255","0","10","5","9","1585","70","0","0","0","0","35","100701","790","124","0"
"13","0","0","5065","0","20","20","10","1585","90","0","0","0","0","36","100701","1035","152","0"
"16","0","0","5765","0","20","40","11","1585","110","0","20","0","0","41","100701","1296","177","0"
"16","0","0","6265","10","20","50","12","1685","132","0","40","0","0","48","100701","1558","205","0"
"16","0","0","6785","20","20","50","13","1785","165","0","42","0","0","52","100701","1786","245","0"
"16","0","0","7005","20","20","60","14","1785","204","2","44","0","0","54","100701","2066","285","2"
"16","0","0","7005","20","20","70","15","1885","239","4","44","0","0","56","100701","2455","317","4"
"16","0","0","7205","25","20","82","16","1985","269","4","44","0","0","56","100701","2857","357","4"
"16","0","0","7715","30","20","82","17","2135","296","4","44","0","0","59","100701","3253","401","4"
"16","0","0","8025","30","20","94","18","2285","334","4","44","0","0","64","100701","3721","439","4"
"16","0","0","8025","30","20","116","19","2380","375","4","44","0","0","66","100701","4301","484","4"
"16","0","0","8060","30","20","136","20","2475","419","4","44","0","0","66","100701","4938","536","4"
"16","0","0","8205","30","20","148","21","2475","486","4","44","0","0","71","100701","5511","590","4"
"16","0","0","8695","30","20","188","22","2475","552","4","44","0","0","71","100701","6189","656","4"
"16","0","0","9010","30","20","188","23","2475","622","4","44","0","0","71","100701","6953","742","4"
"16","0","0","9330","30","20","188","24","2475","697","4","44","0","0","71","100701","7793","830","4"
"16","0","0","9945","30","20","205","25","2475","772","4","44","0","0","71","100701","8782","912","4"
"16","0","0","10695","30","20","231","26","2475","851","4","44","0","0","71","100701","9897","990","4"
"16","0","0","11695","30","20","249","27","2475","926","4","44","0","0","71","100701","11147","1062","4"
"16","0","0","14735","30","20","258","28","2475","1007","4","44","0","0","71","100701","12226","1143","4"
"16","0","0","18005","30","20","267","29","2475","1094","4","44","0","0","71","100701","13384","1230","4"
"16","0","0","21790","30","20","276","30","2475","1186","4","44","0","0","71","100701","14579","1322","4"
"16","0","0","27955","30","20","276","31","2475","1288","4","44","0","0","71","100701","15520","1424","4"
"16","0","0","34490","30","20","276","32","2475","1393","4","44","0","0","71","100701","16499","1529","4"
"16","0","0","41640","30","20","276","33","2475","1500","4","44","0","0","71","100701","17534","1636","4"
"16","0","0","49570","30","20","276","34","2475","1609","4","44","0","0","71","100701","18625","1745","4"
"16","0","0","58210","30","20","276","35","2475","1719","4","44","0","0","71","100701","19754","1855","4"
"16","0","0","67410","30","20","276","36","2475","1830","4","44","0","0","71","100701","20920","1966","4"
"16","0","0","77075","30","20","276","37","2475","1943","4","44","0","0","71","100701","22123","2079","4"
"16","0","0","87230","30","20","276","38","2475","2057","4","44","0","0","71","100701","23364","2193","4"
"16","0","0","97920","30","20","276","39","2475","2171","4","44","0","0","71","100701","24643","2307","4"
"16","0","0","109220","30","20","276","40","2475","2285","4","44","0","0","71","100701","25978","2421","4"
"0","0","0","55","0","23","0","2","75","2","0","0","0","0","0","100801","0","1","0"
"0","0","0","150","0","78","0","3","150","7","0","0","0","0","0","100801","0","2","0"
"0","5","0","325","0","169","0","4","200","16","0","10","0","0","0","100801","0","5","0"
"0","15","0","625","0","322","0","5","200","32","0","10","0","0","0","100801","0","7","0"
"0","15","0","1155","0","495","0","6","200","51","0","25","0","0","0","100801","0","15","0"
"0","50","0","1515","0","724","0","7","200","69","0","30","0","0","0","100801","26","22","0"
"4","50","0","1680","0","1003","0","8","200","91","0","75","0","0","0","100801","52","29","0"
