832acdf3cd5f410d04e594ee9fbef08010595d227f60500a0c4d201e2fd6edd4,33f1edb068acbcf1af8f9707dae039a6171c284aba33bd2f09fe0d9818b7d3ed,95ac2e4ceae0124294950c02e44c1f98657ba5a22d891e20b30d9c3cdda8d106,0e62d9b6219268ddcfa7a1410125e99b97694604faefb53ca0691ef88d695897,0f8fe1266ddc2d279f81d41cbb0a60aff7883fa4a21c0ef646aadd331a69bc93,ca9be287244b580b719dcfc796933e9480ecb80563c0fcd98f500f343bc54e4f,3fb5a810e6aea3623b9816e7dd35c3cf2bd53dd787429e059cea3a0f45a7da10,57fa1a2014560f4d1f916b651d2950c9baab9c22d6be30101a39dc43928982c0,793b24671d5493a6755646b4bdb617b051601d6c335d3124e8cf9fa0e7d865ff,df5ef5dffc48346268eb3eb3d396526139eae45f571554bde8be809ffa2108b2,75e46086b5653b5d4af3802bf0ece5b672b153cb6638cb8ffbe70e566d46cc83,7a84d8ce25518e544161feeb394a493d78bf16e78b30fb53ac1b238c2a48cb7d
"0","1150037","37","0","15","2","0","vo_10011600","0","0","vo_10011600_1513","0"
"0","1150038","38","1.99480519480519","15","1","0","0","8","793","0","0"
"2.49480519480519","1150039","39","0","15","4","1","0","8","0","0","0"
"0","1150040","40","0","15","2","0","vo_10011600","0","0","vo_10011600_1514","0"
"0","1150041","41","1.03896103896104","15","1","0","0","8","793","0","793"
"2.53896103896104","1150042","42","0","15","4","1","0","8","0","0","0"
"0","1150043","43","0.01","15","1","0","0","9","400","0","0"
"0","1150044","44","0","15","4","1","0","9","0","0","0"
"0","1150045","45","0","15","2","0","vo_10011600","0","0","vo_10011600_1515","0"
"0","1150046","46","1.32987012987013","15","1","0","0","9","720","0","400"
"0","1160001","1","0","16","2","0","vo_10011600","0","0","vo_10011600_1601","0"
"0","1160002","2","0.623376623376623","16","1","0","0","1","150","0","0"
"2.12337662337662","1160003","3","0","16","4","1","0","1","0","0","0"
"0","1160004","4","0","16","2","0","vo_10011600","0","0","vo_10011600_1602","0"
"0","1160005","5","3.63636363636364","16","1","0","0","2","716","0","0"
"5.13636363636364","1160006","6","0","16","4","1","0","2","0","0","0"
"0","1160007","7","0","16","2","0","vo_10011600","0","0","vo_10011600_1603","0"
"0","1160008","8","1.18441558441558","16","1","0","0","3","396","0","0"
"2.18441558441558","1160009","9","0","16","4","1","0","3","0","0","0"
"0","1160010","10","0","16","2","0","vo_10011600","0","0","vo_10011600_1604","0"
"0","1160011","11","0.353246753246753","16","1","0","0","3","460","0","396"
"0.553246753246753","1160012","12","0","16","4","1","0","3","0","0","0"
"0","1160013","13","0","16","2","0","vo_10011600","0","0","vo_10011600_1605","0"
"0","1160014","14","1.1012987012987","16","1","0","0","3","704","0","460"
"1.1012987012987","1160015","15","0","16","4","1","0","3","0","0","0"
"0","1160016","16","1.95324675324675","16","1","0","0","4","458","0","0"
"2.45324675324675","1160017","17","0","16","4","1","0","4","0","0","0"
"0","1160018","18","0","16","2","0","vo_10011600","0","0","vo_10011600_1606","0"
"0","1160019","19","0.78961038961039","16","1","0","0","4","758","0","458"
"1.78961038961039","1160020","20","0","16","4","1","0","4","0","0","0"
"0","1160021","21","0","16","2","0","vo_10011600","0","0","vo_10011600_1607","0"
"0","1160022","22","1.99480519480519","16","1","0","0","5","492","0","0"
"2.99480519480519","1160023","23","0","16","4","1","0","5","0","0","0"
"0","1160024","24","0","16","2","0","vo_10011600","0","0","vo_10011600_1608","0"
"0","1160025","25","0.748051948051948","16","1","0","0","5","712","0","492"
"1.99805194805195","1160026","26","0","16","4","1","0","5","0","0","0"
"0","1160027","27","0","16","2","0","vo_10011600","0","0","vo_10011600_1609","0"
"0","1160028","28","1.53766233766234","16","1","0","0","6","260","0","0"
"2.13766233766234","1160029","29","0","16","4","1","0","6","0","0","0"
"0","1160030","30","0","16","2","0","vo_10011600","0","0","vo_10011600_1610","0"
"0","1160031","31","1.41298701298701","16","1","0","0","6","728","0","260"
"1.41298701298701","1160032","32","0","16","4","1","0","6","0","0","0"
"0","1160033","33","0.78961038961039","16","1","0","0","7","165","0","0"
"2.33961038961039","1160034","34","0","16","4","1","0","7","0","0","0"
"0","1160035","35","0","16","2","0","vo_10011600","0","0","vo_10011600_1611","0"
"0","1160036","36","0.706493506493507","16","1","0","0","7","341","0","165"
"1.00649350649351","1160037","37","0","16","4","1","0","7","0","0","0"
"0","1160038","38","0","16","2","0","vo_10011600","0","0","vo_10011600_1612","0"
"0","1160039","39","1.45454545454545","16","1","0","0","7","710","0","341"
"2.95454545454545","1160040","40","0","16","4","1","0","7","0","0","0"
"0","1160041","41","0","16","2","0","vo_10011600","0","0","vo_10011600_1613","0"
"0","1160042","42","0.249350649350649","16","1","0","0","7","770","0","710"
"0.749350649350649","1160043","43","0","16","4","1","0","7","0","0","0"
"0","1160044","44","0","16","2","0","vo_10011600","0","0","vo_10011600_1614","0"
"0","1160045","45","2.31896103896104","16","1","0","0","8","522","0","0"
"3.71896103896104","1160046","46","0","16","4","1","0","8","0","0","0"
"0","1160047","47","0","16","2","0","vo_10011600","0","0","vo_10011600_1615","0"
"0","1160048","48","0.714805194805195","16","1","0","0","8","730","0","522"
"2.71480519480519","1160049","49","0","16","4","1","0","8","0","0","0"
"0","1160050","50","0.01","16","1","0","0","9","560","0","0"
"0","1160051","51","0","16","4","1","0","9","0","0","0"
"0","1160052","52","0","16","2","0","vo_10011600","0","0","vo_10011600_1616","0"
"0","1160053","53","0.623376623376623","16","1","0","0","9","710","0","560"
"0","1170001","1","0","17","2","0","vo_10011600","0","0","vo_10011600_1701","0"
"0","1170002","2","0.664935064935065","17","1","0","0","1","160","0","0"
"2.16493506493507","1170003","3","0","17","4","1","0","1","0","0","0"
"0","1170004","4","0","17","2","0","vo_10011600","0","0","vo_10011600_1702","0"
"0","1170005","5","0.730519480519481","17","1","0","0","2","125","0","0"
"1.53051948051948","1170006","6","0","17","4","1","0","2","0","0","0"
"0","1170007","7","0","17","2","0","vo_10011600","0","0","vo_10011600_1703","0"
"0","1170008","8","3.35064935064935","17","1","0","0","2","770","0","125"
"4.85064935064935","1170009","9","0","17","4","1","0","2","0","0","0"
"0","1170010","10","0","17","2","0","vo_10011600","0","0","vo_10011600_1704","0"
"0","1170011","11","0.851948051948052","17","1","0","0","3","205","0","0"
"2.10194805194805","1170012","12","0","17","4","1","0","3","0","0","0"
"0","1170013","13","0","17","2","0","vo_10011600","0","0","vo_10011600_1705","0"
"0","1170014","14","2.72727272727273","17","1","0","0","3","730","0","205"
"4.47727272727273","1170015","15","0","17","4","1","0","3","0","0","0"
"0","1170016","16","0","17","2","0","vo_10011600","0","0","vo_10011600_1706","0"
"0","1170017","17","1.66233766233766","17","1","0","0","4","432","0","0"
"2.86233766233766","1170018","18","0","17","4","1","0","4","0","0","0"
"0","1170019","19","0","17","2","0","vo_10011600","0","0","vo_10011600_1707","0"
"0","1170020","20","1.28831168831169","17","1","0","0","4","710","0","432"
"3.03831168831169","1170021","21","0","17","4","1","0","4","0","0","0"
"0","1170022","22","0","17","2","0","vo_10011600","0","0","vo_10011600_1708","0"
"0","1170023","23","2.36883116883117","17","1","0","0","5","718","0","0"
"3.76883116883117","1170024","24","0","17","4","1","0","5","0","0","0"
"0","1170025","25","0","17","2","0","vo_10011600","0","0","vo_10011600_1709","0"
"0","1170026","26","1.4961038961039","17","1","0","0","6","333","0","0"
"2.2461038961039","1170027","27","0","17","4","1","0","6","0","0","0"
"0","1170028","28","0","17","2","0","vo_10011600","0","0","vo_10011600_1710","0"
"0","1170029","29","0.976623376623377","17","1","0","0","6","595","0","333"
"1.97662337662338","1170030","30","0","17","4","1","0","6","0","0","0"
"0","1170031","31","0","17","2","0","vo_10011600","0","0","vo_10011600_1711","0"
"0","1170032","32","1.3838961038961","17","1","0","0","7","316","0","0"
"2.7838961038961","1170033","33","0","17","4","1","0","7","0","0","0"
"0","1170034","34","0","17","2","0","vo_10011600","0","0","vo_10011600_1712","0"
"0","1170035","35","0.818701298701299","17","1","0","0","7","527","0","316"
"1.8187012987013","1170036","36","0","17","4","1","0","7","0","0","0"
"0","1170037","37","0","17","2","0","vo_10011600","0","0","vo_10011600_1713","0"
"0","1170038","38","0.872727272727273","17","1","0","0","7","740","0","527"
"2.67272727272727","1170039","39","0","17","4","1","0","7","0","0","0"
"0","1170040","40","0","17","2","0","vo_10011600","0","0","vo_10011600_1714","0"
"0","1170041","41","0.581818181818182","17","1","0","0","8","180","0","0"
"1.38181818181818","1170042","42","0","17","4","1","0","8","0","0","0"
"0","1170043","43","0","17","2","0","vo_10011600","0","0","vo_10011600_1715","0"
"0","1170044","44","1.35064935064935","17","1","0","0","8","723","0","180"
"2.60064935064935","1170045","45","0","17","4","1","0","8","0","0","0"
"0","1170046","46","0","17","2","0","vo_10011600","0","0","vo_10011600_1716","0"
"0","1170047","47","0.976623376623377","17","1","0","0","8","723","0","723"
"2.97662337662338","1170048","48","0","17","4","1","0","8","0","0","0"
"0","1170049","49","0.01","17","1","0","0","9","470","0","0"
"0","1170050","50","0","17","4","1","0","9","0","0","0"
"0","1170051","51","0","17","2","0","vo_10011600","0","0","vo_10011600_1717","0"
"0","1170052","52","1.19480519480519","17","1","0","0","9","700","0","470"
