73200df74d3514b0572a5affd9ec87837955c2af19b4b73a7549da5e6b859bc6,91ebdcf2f6f946bc1807b001084c3ac244cda7275c234b0b8392d74eb0a1c56f,994bf4cd5da063363e90bdd58ad1f24672799bc93dbad63a13cabedba0b4234b,287f1c93c9f6aa3ff9648dee05d5495253abd0891dd4d7eac4b9a8683e0d3bb6,50760763d62a50184b14aeb269ee8e447238a4fdb0b2d6e9428b92fa1f2f8461,cffec5125434351f4ff017cb3a3602af3eef1e793c497d44db4fb303a9ec31aa,2b8abd5384ba9e41c1e43034f82b6299c9a5888d82d804a5422c25558a1bd6b2,02a86fdf28b512b693a7be4df85ff4dbb2c1a0be98221645be44fdacf8973b9c,0b07a120c0c3070a1e1e42273d0e2310021e6bedfcdf60a873b42fe49ae8b9c0,bcb798fbf062a900101c04c7c51993f9cb3d3dc50b8348c5699f71bb9c0048c8,67272c2bb4497baad478a8c31aeadf0671c3a775266b864b21a5cde760505616,c575307bd83771731c0b0a5cc75b6cdf7fb338b5e432802f018539bbfd5d9a07,bfb1b70ce14a598615b55f30c5b48efc12490a87a638822d346efbbb59f7b6bc
"1","2","2019/12/20 11:59:00","1016","12","1017","bgm_M119","1","2019/12/16 12:00:00","2019/12/21 11:59:00","2020/01/23 04:59:59","1","2019/12/23 05:00:00"
"1","2","2020/01/20 11:59:00","1017","1","1018","bgm_M132","1","2020/01/16 12:00:00","2020/01/21 11:59:00","2020/02/24 04:59:59","2","2020/01/23 05:00:00"
"1","2","2020/02/21 11:59:00","1018","2","1019","bgm_M139","1","2020/02/17 12:00:00","2020/02/22 11:59:00","2020/03/25 04:59:59","1","2020/02/24 05:00:00"
"1","2","2020/03/22 11:59:00","1019","3","1020","bgm_M166","1","2020/03/18 12:00:00","2020/03/23 11:59:00","2020/04/24 04:59:59","2","2020/03/25 05:00:00"
"1","2","2020/04/21 11:59:00","1020","4","1021","bgm_M175","1","2020/04/17 12:00:00","2020/04/22 11:59:00","2020/05/25 04:59:59","1","2020/04/24 05:00:00"
"1","2","2020/05/22 11:59:00","1021","5","1022","bgm_M181","1","2020/05/18 12:00:00","2020/05/23 11:59:00","2020/06/24 04:59:59","2","2020/05/25 05:00:00"
"1","2","2020/06/21 11:59:00","1022","6","1023","bgm_M186","1","2020/06/17 12:00:00","2020/06/22 11:59:00","2020/07/25 04:59:59","1","2020/06/24 05:00:00"
"1","2","2020/07/22 11:59:00","1023","7","1024","bgm_M205","1","2020/07/18 12:00:00","2020/07/23 11:59:00","2020/08/25 04:59:59","2","2020/07/25 05:00:00"
"1","2","2020/08/22 11:59:00","1024","8","1025","bgm_M90","1","2020/08/18 12:00:00","2020/08/23 11:59:00","2020/09/25 04:59:59","1","2020/08/25 05:00:00"
"1","2","2020/09/22 11:59:00","1025","9","1026","bgm_M97","1","2020/09/18 12:00:00","2020/09/23 11:59:00","2020/10/26 04:59:59","2","2020/09/25 05:00:00"
"1","2","2020/10/23 11:59:00","1026","10","1027","bgm_M104","1","2020/10/19 12:00:00","2020/10/24 11:59:00","2020/11/26 04:59:59","1","2020/10/26 05:00:00"
"1","2","2020/11/23 11:59:00","1027","11","1028","bgm_M115","1","2020/11/19 12:00:00","2020/11/24 11:59:00","2020/12/26 04:59:59","2","2020/11/26 05:00:00"
"1","2","2020/12/23 11:59:00","1028","12","1029","bgm_M119","1","2020/12/19 12:00:00","2020/12/24 11:59:00","2021/01/26 04:59:59","1","2020/12/26 05:00:00"
"1","2","2021/01/23 11:59:00","1029","1","1030","bgm_M132","1","2021/01/19 12:00:00","2021/01/24 11:59:00","2021/02/24 04:59:59","2","2021/01/26 05:00:00"
"1","2","2021/02/21 11:59:00","1030","2","1031","bgm_M139","1","2021/02/17 12:00:00","2021/02/22 11:59:00","2021/03/26 04:59:59","1","2021/02/24 05:00:00"
"1","2","2021/03/23 11:59:00","1031","3","1032","bgm_M166","1","2021/03/19 12:00:00","2021/03/24 11:59:00","2021/04/26 04:59:59","2","2021/03/26 05:00:00"
"1","2","2021/04/23 11:59:00","1032","4","1033","bgm_M175","1","2021/04/19 12:00:00","2021/04/24 11:59:00","2021/05/27 04:59:59","1","2021/04/26 05:00:00"
"1","2","2021/05/24 11:59:00","1033","5","1034","bgm_M181","1","2021/05/20 12:00:00","2021/05/25 11:59:00","2021/06/26 04:59:59","2","2021/05/27 05:00:00"
"1","2","2021/06/23 11:59:00","1034","6","1035","bgm_M186","1","2021/06/19 12:00:00","2021/06/24 11:59:00","2021/07/27 04:59:59","1","2021/06/26 05:00:00"
"1","2","2021/07/24 11:59:00","1035","7","1036","bgm_M205","1","2021/07/20 12:00:00","2021/07/25 11:59:00","2021/08/27 04:59:59","2","2021/07/27 05:00:00"
"1","2","2021/08/24 11:59:00","1036","8","1037","bgm_M90","1","2021/08/20 12:00:00","2021/08/25 11:59:00","2021/09/26 04:59:59","1","2021/08/27 05:00:00"
"1","2","2021/09/23 11:59:00","1037","9","1038","bgm_M97","1","2021/09/19 12:00:00","2021/09/24 11:59:00","2021/10/27 04:59:59","2","2021/09/26 05:00:00"
"1","2","2021/10/24 11:59:00","1038","10","1039","bgm_M104","1","2021/10/20 12:00:00","2021/10/25 11:59:00","2021/11/26 04:59:59","1","2021/10/27 05:00:00"
"1","2","2021/11/23 11:59:00","1039","11","1040","bgm_M115","1","2021/11/19 12:00:00","2021/11/24 11:59:00","2021/12/27 04:59:59","2","2021/11/26 05:00:00"
"1","2","2021/12/24 11:59:00","1040","12","1041","bgm_M119","1","2021/12/20 12:00:00","2021/12/25 11:59:00","2022/01/27 04:59:59","1","2021/12/27 05:00:00"
"1","2","2022/01/24 11:59:00","1041","1","1042","bgm_M132","1","2022/01/20 12:00:00","2022/01/25 11:59:00","2022/02/24 04:59:59","2","2022/01/27 05:00:00"
"1","2","2022/02/21 11:59:00","1042","2","1043","bgm_M139","1","2022/02/17 12:00:00","2022/02/22 11:59:00","2022/03/27 04:59:59","1","2022/02/24 05:00:00"
"1","2","2022/03/24 11:59:00","1043","3","1044","bgm_M166","1","2022/03/20 12:00:00","2022/03/25 11:59:00","2022/04/26 04:59:59","2","2022/03/27 05:00:00"
"1","2","2022/04/23 11:59:00","1044","4","1045","bgm_M175","1","2022/04/19 12:00:00","2022/04/24 11:59:00","2022/05/27 04:59:59","1","2022/04/26 05:00:00"
"1","2","2022/05/24 11:59:00","1045","5","1046","bgm_M181","1","2022/05/20 12:00:00","2022/05/25 11:59:00","2022/06/26 04:59:59","2","2022/05/27 05:00:00"
"1","2","2022/06/23 11:59:00","1046","6","1047","bgm_M186","1","2022/06/19 12:00:00","2022/06/24 11:59:00","2022/07/27 04:59:59","1","2022/06/26 05:00:00"
"1","2","2022/07/24 11:59:00","1047","7","1048","bgm_M205","1","2022/07/20 12:00:00","2022/07/25 11:59:00","2022/08/27 04:59:59","2","2022/07/27 05:00:00"
"1","2","2022/08/24 11:59:00","1048","8","1049","bgm_M90","1","2022/08/20 12:00:00","2022/08/25 11:59:00","2022/09/26 04:59:59","1","2022/08/27 05:00:00"
"1","2","2022/09/23 11:59:00","1049","9","1050","bgm_M97","1","2022/09/19 12:00:00","2022/09/24 11:59:00","2022/10/27 04:59:59","2","2022/09/26 05:00:00"
"1","2","2022/10/24 11:59:00","1050","10","1051","bgm_M104","1","2022/10/20 12:00:00","2022/10/25 11:59:00","2022/11/26 04:59:59","1","2022/10/27 05:00:00"
"1","2","2022/11/23 11:59:00","1051","11","1052","bgm_M115","1","2022/11/19 12:00:00","2022/11/24 11:59:00","2022/12/26 04:59:59","2","2022/11/26 05:00:00"
"1","2","2022/12/23 11:59:00","1052","12","1053","bgm_M119","1","2022/12/19 12:00:00","2022/12/24 11:59:00","2023/01/27 04:59:59","1","2022/12/26 05:00:00"
"1","2","2023/01/24 11:59:00","1053","1","1054","bgm_M132","1","2023/01/20 12:00:00","2023/01/25 11:59:00","2023/02/24 04:59:59","2","2023/01/27 05:00:00"
"1","2","2023/02/21 11:59:00","1054","2","1055","bgm_M139","1","2023/02/17 12:00:00","2023/02/22 11:59:00","2023/03/27 04:59:59","1","2023/02/24 05:00:00"
"1","2","2023/03/24 11:59:00","1055","3","1056","bgm_M166","1","2023/03/20 12:00:00","2023/03/25 11:59:00","2023/04/26 04:59:59","2","2023/03/27 05:00:00"
"1","2","2023/04/23 11:59:00","1056","4","1057","bgm_M175","1","2023/04/19 12:00:00","2023/04/24 11:59:00","2023/05/27 04:59:59","1","2023/04/26 05:00:00"
"1","2","2023/05/24 11:59:00","1057","5","1058","bgm_M181","1","2023/05/20 12:00:00","2023/05/25 11:59:00","2023/06/26 04:59:59","2","2023/05/27 05:00:00"
"1","2","2023/06/23 11:59:00","1058","6","1059","bgm_M186","1","2023/06/19 12:00:00","2023/06/24 11:59:00","2023/07/27 04:59:59","1","2023/06/26 05:00:00"
"1","2","2023/07/24 11:59:00","1059","7","1060","bgm_M205","1","2023/07/20 12:00:00","2023/07/25 11:59:00","2023/08/27 04:59:59","2","2023/07/27 05:00:00"
"1","2","2023/08/24 11:59:00","1060","8","1061","bgm_M90","1","2023/08/20 12:00:00","2023/08/25 11:59:00","2023/09/26 04:59:59","1","2023/08/27 05:00:00"
"1","2","2023/09/23 11:59:00","1061","9","1063","bgm_M97","1","2023/09/19 12:00:00","2023/09/24 11:59:00","2023/10/27 04:59:59","2","2023/09/26 05:00:00"
"1","2","2023/10/24 11:59:00","1063","10","1064","bgm_M104","1","2023/10/20 12:00:00","2023/10/25 11:59:00","2023/11/26 04:59:59","1","2023/10/27 05:00:00"
"1","2","2023/11/23 11:59:00","1064","11","1065","bgm_M115","1","2023/11/19 12:00:00","2023/11/24 11:59:00","2023/12/26 04:59:59","2","2023/11/26 05:00:00"
"1","2","2023/12/23 11:59:00","1065","12","1066","bgm_M119","1","2023/12/19 12:00:00","2023/12/24 11:59:00","2024/01/27 04:59:59","1","2023/12/26 05:00:00"
"1","2","2024/01/24 11:59:00","1066","1","1067","bgm_M132","1","2024/01/20 12:00:00","2024/01/25 11:59:00","2024/02/25 04:59:59","2","2024/01/27 05:00:00"
"1","2","2024/02/22 11:59:00","1067","2","1068","bgm_M139","1","2024/02/18 12:00:00","2024/02/23 11:59:00","2024/03/27 04:59:59","1","2024/02/25 05:00:00"
"1","2","2024/03/24 11:59:00","1068","3","1069","bgm_M166","1","2024/03/20 12:00:00","2024/03/25 11:59:00","2024/04/26 04:59:59","2","2024/03/27 05:00:00"
"1","2","2024/04/23 11:59:00","1069","4","1070","bgm_M175","1","2024/04/19 12:00:00","2024/04/24 11:59:00","2024/05/27 04:59:59","1","2024/04/26 05:00:00"
"1","2","2024/05/24 11:59:00","1070","5","1071","bgm_M181","1","2024/05/20 12:00:00","2024/05/25 11:59:00","2024/06/26 04:59:59","2","2024/05/27 05:00:00"
"1","2","2024/06/23 11:59:00","1071","6","1072","bgm_M186","1","2024/06/19 12:00:00","2024/06/24 11:59:00","2024/07/27 04:59:59","1","2024/06/26 05:00:00"
"1","2","2024/07/18 11:59:59","1072","7","1073","bgm_M205","1","2024/07/14 12:00:00","2024/07/19 11:59:59","2024/08/27 04:59:59","2","2024/07/27 05:00:00"
"1","2","2024/08/24 11:59:59","1073","8","1074","bgm_M90","1","2024/08/20 12:00:00","2024/08/25 11:59:59","2024/09/26 04:59:59","1","2024/08/27 05:00:00"
"1","2","2024/09/23 11:59:59","1074","9","1075","bgm_M97","1","2024/09/19 12:00:00","2024/09/24 11:59:59","2024/10/27 04:59:59","2","2024/09/26 05:00:00"
"1","2","2024/10/24 11:59:59","1075","10","1076","bgm_M104","1","2024/10/20 12:00:00","2024/10/25 11:59:59","2024/11/26 04:59:59","1","2024/10/27 05:00:00"
"1","2","2024/11/23 11:59:59","1076","11","1077","bgm_M115","1","2024/11/19 12:00:00","2024/11/24 11:59:59","2024/12/27 04:59:59","2","2024/11/26 05:00:00"
"1","2","2024/12/24 11:59:59","1077","12","1078","bgm_M119","1","2024/12/20 12:00:00","2024/12/25 11:59:59","2025/01/27 04:59:59","1","2024/12/27 05:00:00"
"1","2","2025/01/24 11:59:59","1078","1","1079","bgm_M132","1","2025/01/20 12:00:00","2025/01/25 11:59:59","2025/02/24 04:59:59","2","2025/01/27 05:00:00"
"1","2","2025/02/21 11:59:59","1079","2","1080","bgm_M139","1","2025/02/17 12:00:00","2025/02/22 11:59:59","2025/03/27 04:59:59","1","2025/02/24 05:00:00"
"1","2","2025/03/24 11:59:59","1080","3","1081","bgm_M166","1","2025/03/20 12:00:00","2025/03/25 11:59:59","2025/04/26 04:59:59","2","2025/03/27 05:00:00"
"1","2","2025/04/23 11:59:59","1081","4","1082","bgm_M175","1","2025/04/19 12:00:00","2025/04/24 11:59:59","2025/05/27 04:59:59","1","2025/04/26 05:00:00"
"1","2","2025/05/24 11:59:59","1082","5","1083","bgm_M181","1","2025/05/20 12:00:00","2025/05/25 11:59:59","2025/06/26 04:59:59","2","2025/05/27 05:00:00"
"1","2","2025/06/23 11:59:59","1083","6","1084","bgm_M186","1","2025/06/19 12:00:00","2025/06/24 11:59:59","2025/07/27 04:59:59","1","2025/06/26 05:00:00"
"1","2","2025/07/24 11:59:59","1084","7","1085","bgm_M205","1","2025/07/20 12:00:00","2025/07/25 11:59:59","2025/08/27 04:59:59","2","2025/07/27 05:00:00"
"1","2","2025/08/24 11:59:59","1085","8","1086","bgm_M90","1","2025/08/20 12:00:00","2025/08/25 11:59:59","2025/09/26 04:59:59","1","2025/08/27 05:00:00"
"1","2","2025/09/23 11:59:59","1086","9","1087","bgm_M97","1","2025/09/19 12:00:00","2025/09/24 11:59:59","2025/10/27 04:59:59","2","2025/09/26 05:00:00"
"1","2","2025/10/24 11:59:59","1087","10","1088","bgm_M104","1","2025/10/20 12:00:00","2025/10/25 11:59:59","2025/11/26 04:59:59","1","2025/10/27 05:00:00"
"1","2","2025/11/23 11:59:59","1088","11","1089","bgm_M115","1","2025/11/19 12:00:00","2025/11/24 11:59:59","2025/12/26 04:59:59","2","2025/11/26 05:00:00"
"1","2","2025/12/23 11:59:59","1089","12","1090","bgm_M119","1","2025/12/19 12:00:00","2025/12/24 11:59:59","2026/01/27 04:59:59","1","2025/12/26 05:00:00"
"1","2","2026/01/24 11:59:59","1090","1","1091","bgm_M132","1","2026/01/20 12:00:00","2026/01/25 11:59:59","2026/02/24 04:59:59","2","2026/01/27 05:00:00"
"1","2","2026/02/21 11:59:59","1091","2","1092","bgm_M139","1","2026/02/17 12:00:00","2026/02/22 11:59:59","2026/03/27 04:59:59","1","2026/02/24 05:00:00"
"1","2","2026/03/24 11:59:59","1092","3","1093","bgm_M166","1","2026/03/20 12:00:00","2026/03/25 11:59:59","2026/04/26 04:59:59","2","2026/03/27 05:00:00"
"1","2","2026/04/23 11:59:59","1093","4","1094","bgm_M175","1","2026/04/19 12:00:00","2026/04/24 11:59:59","2026/05/27 04:59:59","1","2026/04/26 05:00:00"
"1","2","2026/05/24 11:59:59","1094","5","1095","bgm_M181","1","2026/05/20 12:00:00","2026/05/25 11:59:59","2026/06/26 04:59:59","2","2026/05/27 05:00:00"
"1","2","2026/06/23 11:59:59","1095","6","1096","bgm_M186","1","2026/06/19 12:00:00","2026/06/24 11:59:59","2026/07/27 04:59:59","1","2026/06/26 05:00:00"
"1","2","2026/07/24 11:59:59","1096","7","1097","bgm_M205","1","2026/07/20 12:00:00","2026/07/25 11:59:59","2026/08/27 04:59:59","2","2026/07/27 05:00:00"
"1","2","2026/08/24 11:59:59","1097","8","1098","bgm_M90","1","2026/08/20 12:00:00","2026/08/25 11:59:59","2026/09/26 04:59:59","1","2026/08/27 05:00:00"
