9fe4b0daba31e0356294382278a1108c61b2d5bccf8fdb41fa4589b53a4e60fc,6499ca8a282ed0d5bcbb8f527f59989322acd10b1758e7101599a49765dbc78c,1caa99e529d4ff8f167a8ec5e4d079a33150d5a427c5958b638848fcf7df3ad8,041ac89ca238cfc7f9de7eeaa4b772e2791f6ffc4771128aa8d4e5f8c2866418,3f6dc96da4a5fe8437032400a9e95193ed3883e8d44073278d39a1412608a552,2e2c3644966bd292f6cabbfb304a470abe8a412b3af08f6abc6df6b43978d955,93380398ab213c4428ffdf56e7da41a7acd4f2d531f42b0f92ed471d0e52b050,dcfb094cd092b097dabfcddc0ee99aec9ed07cf2b2ce555b9507e627463a3aac,3bebd4b75788efd782e73b295aa8aa7a1af892536d05b290d6609f5349f5cdab,d2bd8b50979a0b5905f94b0d1bc8de1bac0d510509f112f787343e52d7c59a89,0c349c2ea26e5900a6925aba151b8834a4a2d7f4de8fb150d69072696ab596a6,1419eacd760d5750534d32014afe3503a7de927a0f77ef734e51b737784f38c8,f600ef2a568fe69ae0c021daf9189e850b8253cea1820f9c6ff9429c904c30cc,cb27e33b12411de31b1872de8c362ff3ed46ca48ba62685a23fbc01aa2632f93
"2","0","10033","杜蘭","2025/10/17 15:59:59","2002","2","1","能不能別拿巡遊幣，\n換成拿首級來支付呢？\n……此乃玩笑哦？","2025/07/16 16:00:00","8","-470","137001","0"
"1","0","10034","剎鬼","2026/01/17 15:59:59","2002","2","2","喲，\n喜歡什麼就拿來吧。","2025/10/10 16:00:00","9","-470","135902","0"
"2","4.935","10035","剎鬼","2026/01/17 15:59:59","2002","1","6","別做出把錢留到隔天\n那樣掃興的事啊，\n要是運氣耗盡了可別怪我沒提醒你喔。","2025/10/10 16:00:00","9","-470","135902","0"
"1","7.441","10036","雪野","2026/01/17 15:59:59","2002","2","5","歡、歡、歡迎光臨……\n你有什麼想要的東西嗎？\n刨、刨冰之類的怎麼樣……？","2025/10/10 16:00:00","9","-470","135802","0"
"2","0","10037","雪野","2026/01/17 15:59:59","2002","7","7","別、別那樣看儂……\n儂可不是拿來賣的\n東西喔……？","2025/10/10 16:00:00","9","-470","135802","0"
"1","2.295","10038","庫露露","2026/04/17 15:59:59","2002","2","2","在找庫露露嗎？\n那麼作為答謝，這裡的\n寶石也請收下吧～♪","2026/01/10 16:00:00","10","-470","130901","0"
"2","6.281","10039","庫露露","2026/04/17 15:59:59","2002","1","6","啊！怎麼可以跟\n英雄收錢呢！\n拿走吧拿走吧……咦、不可以嗎？","2026/01/10 16:00:00","10","-470","130901","0"
"1","5.549","10040","沃爾加諾","2026/04/17 15:59:59","2002","2","1","唷！今天的老娘\n不是守門人，而是守店人。\n記憶碎片～水晶球～之類的喔！","2026/01/10 16:00:00","10","-470","137701","0"
"2","2.64","10041","沃爾加諾","2026/04/17 15:59:59","2002","3","6","……莉瑪小姐的照片？\n當然要買啊！\n全都拿去吧，你這小偷！","2026/01/10 16:00:00","10","-470","137701","0"
"1","7.642","10042","萊拉耶爾","2026/07/17 15:59:59","2002","7","4","這、這樣的裝扮……烏爾姆說\n會有招來客人的效果……\n……這是真的嗎？","2026/04/10 16:00:00","11","-470","132801","0"
"2","0","10043","萊拉耶爾","2026/07/17 15:59:59","2002","1","1","居然讓吾顧店……\n沒全部買光的話可饒不了你，\n儘管為吾的國庫做出貢獻吧。","2026/04/10 16:00:00","11","-470","132802","0"
"1","0","10044","克蘿茜","2026/07/17 15:59:59","2002","1","1","分析！\n今天的推薦商品……\n是這個♪","2026/04/10 16:00:00","11","-470","134502","0"
"2","3.72","10045","克蘿茜","2026/07/17 15:59:59","2002","2","1","巨型克蘿茜，\n要不要來一架？\n記得要準備機庫哦。","2026/04/10 16:00:00","11","-470","134501","0"
"1","4.991","10046","涅妃‧涅羅","2026/10/17 15:59:59","2002","2","1","既然領班之職也不過是\n如兒戲般的活計，不如讓可愛\n孩童們吸引八方來客。","2026/07/10 16:00:00","12","-470","138201","0"
"2","3.877","10047","涅妃‧涅羅","2026/10/17 15:59:59","2002","1","4","經營國家，金錢必不可少……\n還請您施捨些財物，\n奴家必當誠心相報。","2026/07/10 16:00:00","12","-470","138201","0"
"1","1.71","10048","阿剌克涅","2026/10/17 15:59:59","2002","4","6","啊嗚……！天花板太低，\n撞到頭了……\n只是因為我身形太龐大……？","2026/07/10 16:00:00","12","-470","136001","0"
"2","5.32","10049","阿剌克涅","2026/10/17 15:59:59","2002","5","2","歡迎光臨，騎士先生。\n請隨便坐。\n如果可以……希望是永遠……","2026/07/10 16:00:00","12","-470","136001","0"
