d5ff4a8dd3a82b9057de4f8df6b31d84c564a3a8765d0a1708d3dadc135ab810,e1953d011f8cf964476ef56fbfb7e0eff1b1153122b7db3e94b33403a73f511f,f13bdec00be3f666c5df7457349f4c8c6d3e5553a118ab8ce813e5b514872804,b2380d4a42e67aa3f5e0fd7cc87a87367040cadc9dfa44796f888a73a75dc948,e2341d81f4cf9737f72e754184ce3442079b9182e52335f77d7976160ac21d62,124d0ab988b1052714054104a6e3512cd4ae91c64d69f3ed343415b343891ea3,94f44ef4bb9584cdbbb1c689612736d664bccd4a23af530e529e3f65090b3c38,a67cd655662b5e60c62943fef30dd413bef4bcf370d4ee6d045d7cf8a13e0b26,eae018ba1b7a5d9120920ab43c087c078004698f567b958870133cf3a9121d07,a86837f5825c7269421a2511442e72cd7fe55fe870d3942897bc137b8779f162,940c10f405177145b120918bc5b6eb706a6a486fb23ab8cc0f89d1960524aff8,d14b29871508ed48f74839b47af4cd0b36224ca39a0608fbe2ba6d1a78ad3579,03e7ee52a3336653ba21126f1c5f79fbbc2b883038b94d2bb36bec5af6f81dbf,e4aac41eab6bbbbf2beb3f869c5b621da62b05c3488e0e5fae810cdb26c0d9ca
"王都蘭德索爾 郊外","bgm_M281","0","1","20020","1","0","0","201","0","bgm_M281","0","20020101","0"
"王都蘭德索爾 中央廣場","bgm_M281","0","1","20020","2","0","11","201","0","bgm_M281","0","20020102","0"
"王都蘭德索爾 中央廣場","bgm_M281","0","1","20020","1","0","0","201","0","bgm_M281","0","20020201","0"
"公會競速賽　1區→2區","bgm_M294","0","1","20021","1","0","0","201","0","bgm_M294","30","20021101","0"
"公會競速賽　3區→4區","bgm_M294","0","1","20021","2","0","0","201","0","bgm_M294","30","20021102","0"
"公會競速賽　3區→4區","bgm_M294","0","1","20021","1","0","0","201","0","bgm_M294","0","20021201","0"
"王城蘭德索爾","bgm_M316","0","1","20022","1","0","0","201","0","bgm_M316","87","20022101","0"
"王城蘭德索爾","bgm_M316","0","1","20022","1","0","0","201","0","bgm_M316","0","20022201","0"
"聖德蕾莎女子學院","bgm_M343","0","1","20023","1","0","0","201","0","bgm_M343","45","20023101","0"
"聖德蕾莎女子學院","bgm_M343","0","1","20023","0","0","0","201","0","bgm_M343","0","20023201","0"
"伊麗莎白牧場","bgm_M351","0","1","20024","1","0","0","201","0","bgm_M351","0","20024101","0"
"王城蘭德索爾","bgm_M351","0","1","20024","2","0","0","201","0","bgm_M351","0","20024102","0"
"伊麗莎白牧場","bgm_M351","0","1","20024","3","0","0","201","0","bgm_M351","0","20024103","0"
"伊麗莎白牧場","bgm_M351","0","1","20024","1","0","0","201","0","bgm_M351","0","20024201","0"
"不可思議之國","bgm_M375","0","1","20025","0","0","0","201","0","bgm_M375","200","20025101","0"
"不可思議之國","bgm_M375","0","1","20025","0","0","0","201","0","bgm_M375","100","20025201","0"
"祈願海岸周圍","bgm_M380A","0","1","20026","1","0","0","201","0","bgm_M380A","90","20026101","0"
"繁星降臨的銀河","bgm_M380B_02","0","1","20026","2","0","0","201","0","bgm_M380B","0","20026102","0"
"繁星降臨的銀河","bgm_M380B_02","0","1","20026","0","0","0","201","0","bgm_M380B","0","20026201","0"
"海灘運動公園","bgm_M393","0","1","20027","0","0","0","201","0","bgm_M393","115","20027101","0"
"海灘運動公園","bgm_M393","0","1","20027","0","0","0","201","0","bgm_M393","0","20027201","0"
"王城蘭德索爾","bgm_M403","0","1","20028","1","0","0","201","0","bgm_M403","80","20028101","0"
"王城蘭德索爾","bgm_M403","0","1","20028","1","0","0","201","0","bgm_M403","0","20028201","0"
"萬聖節樂園","bgm_M413","0","1","20029","0","0","0","201","0","bgm_M413","128","20029101","0"
"萬聖節樂園","bgm_M413","0","1","20029","0","0","0","201","0","bgm_M413","0","20029201","0"
"王城蘭德索爾","bgm_M421","0","1","20030","1","0","0","201","0","bgm_M421","80","20030101","0"
"王城蘭德索爾","bgm_M421","0","1","20030","1","0","0","201","0","bgm_M421","0","20030201","0"
"名媛初登夢想秘境會場","bgm_M426","0","1","20031","1","0","0","201","0","bgm_M426","60","20031101","0"
"名媛初登夢想秘境會場","bgm_M426","0","1","20031","1","0","0","201","0","bgm_M426","0","20031201","0"
"港小鎮‧大間","bgm_M435","0","1","20032","1","0","0","201","0","bgm_M435","100","20032101","0"
"港小鎮‧大間","bgm_M435","0","1","20032","1","0","0","201","0","bgm_M435","0","20032201","0"
"蘭德索爾近郊","bgm_M442A","0","1","20033","1","0","0","201","0","bgm_M442A","70","20033101","0"
"蘭德索爾近郊","bgm_M442A","0","1","20033","0","0","0","201","0","bgm_M442A","0","20033201","0"
"精靈族之村　純淨的森林","bgm_M442B","0","1","20034","0","0","0","201","0","bgm_M442B","25","20034101","0"
"精靈族之村　純淨的森林","bgm_M442B","0","1","20034","0","0","0","201","0","bgm_M442B","0","20034201","0"
"蘭德索爾近郊","bgm_M451","0","1","20035","1","0","0","201","0","bgm_M451","0","20035101","0"
"邊境之地","bgm_M451","0","1","20035","2","0","0","201","0","bgm_M451","0","20035102","0"
"邊境之地","bgm_M451","0","1","20035","0","0","0","201","0","bgm_M451","0","20035201","0"
"聖德蕾莎女子學院 聖學祭會場","bgm_M457","0","1","20036","1","0","0","201","0","bgm_M457","91","20036101","0"
"聖德蕾莎女子學院 聖學祭會場","bgm_M457","0","1","20036","0","0","0","201","0","bgm_M457","0","20036201","0"
"不同時間軸的蘭德索爾","bgm_M467","0","1","20037","1","0","0","201","0","bgm_M467","90","20037101","0"
"時光隧道","bgm_M467","0","1","20037","2","0","0","201","0","bgm_M467","0","20037102","0"
"時光隧道","bgm_M467","0","1","20037","0","0","0","201","0","bgm_M467","0","20037201","0"
"玩具工廠","bgm_M478_Lofi","0","1","20038","1","40","0","201","0","bgm_M478","0","20038101","0"
"王城蘭德索爾","bgm_M478_Lofi","0","1","20038","2","0","0","201","0","bgm_M478","0","20038102","0"
"王城蘭德索爾","bgm_M478_Lofi","0","1","20038","0","0","0","201","0","bgm_M478","0","20038201","0"
"王城蘭德索爾","bgm_M486","0","1","20039","1","0","0","201","0","bgm_M486","0","20039101","0"
"某座無人島","bgm_M486","0","1","20039","2","0","0","201","0","bgm_M486","58","20039102","0"
"王城蘭德索爾","bgm_M486","0","1","20039","3","0","0","201","0","bgm_M486","0","20039103","0"
"王城蘭德索爾","bgm_M486","0","1","20039","0","0","0","201","0","bgm_M486","0","20039201","0"
"慈樂之音夏日演唱會會場","bgm_M496","0","1","20040","1","0","0","201","0","bgm_M496","100","20040101","0"
"慈樂之音夏日演唱會會場","bgm_M496","0","1","20040","0","0","0","201","0","bgm_M496","0","20040201","0"
"王城蘭德索爾","bgm_M508","0","1","20041","1","0","0","201","0","bgm_M508","0","20041101","0"
"大江戶町","bgm_M508","0","1","20041","2","0","0","201","0","bgm_M508","45","20041102","0"
"大江戶町","bgm_M508","0","1","20041","0","0","0","201","0","bgm_M508","0","20041201","0"
"王城蘭德索爾","bgm_M520","0","1","20042","1","0","0","201","0","bgm_M520","128","20042101","0"
"王城蘭德索爾","bgm_M520","0","1","20042","2","0","0","201","0","bgm_M520","0","20042102","0"
"王城蘭德索爾","bgm_M520","0","1","20042","1","0","31","201","0","bgm_M520","0","20042201","0"
"王城蘭德索爾","bgm_M527","0","1","20043","1","0","0","201","0","bgm_M527","40","20043101","0"
"蘭德索爾近郊","bgm_M527","0","1","20043","2","0","0","201","0","bgm_M527","0","20043102","0"
"蘭德索爾近郊","bgm_M527","0","1","20043","0","0","0","201","0","bgm_M527","0","20043201","0"
"甜點大賽會場","bgm_M536","0","1","20044","1","0","0","201","0","bgm_M536","70","20044101","0"
"甜點大賽會場","bgm_M536","0","1","20044","0","0","0","201","0","bgm_M536","0","20044201","0"
"蘭德索爾近郊","bgm_M543","0","1","20045","1","0","0","201","0","bgm_M543","0","20045101","0"
"港小鎮‧大間","bgm_M543","0","1","20045","2","0","0","201","0","bgm_M543","0","20045102","0"
"塔帕斯海灘 周邊","bgm_M543","0","1","20045","3","0","0","201","0","bgm_M543","0","20045103","0"
"加托羅斯山","bgm_M543","0","1","20045","4","0","0","201","0","bgm_M543","0","20045104","0"
"加托羅斯山","bgm_M543","0","1","20045","0","0","0","201","0","bgm_M543","0","20045201","0"
"王城蘭德索爾","bgm_M552_03","0","1","20046","1","0","0","201","0","bgm_M552","0","20046101","0"
"蘭德索爾近郊","bgm_M552_03","0","1","20046","2","0","0","201","0","bgm_M552","0","20046102","0"
"伊麗絲樹海","bgm_M552_03","0","1","20046","3","0","0","201","0","bgm_M552","0","20046103","0"
"佛洛拉湖畔","bgm_M552_03","0","1","20046","4","0","0","201","0","bgm_M552","0","20046104","0"
"佛洛拉湖畔","bgm_M552_03","0","1","20046","0","0","0","201","0","bgm_M552","0","20046201","0"
"王城蘭德索爾","bgm_M553","0","1","20047","1","0","0","201","0","bgm_M553","40","20047101","0"
"世界之間的夾縫","bgm_M553","0","1","20047","2","0","0","201","0","bgm_M553","0","20047102","0"
"世界之間的夾縫","bgm_M553","0","1","20047","0","0","0","201","0","bgm_M553","0","20047201","0"
"咲戀育幼院內","bgm_M565","0","1","20048","1","0","0","201","0","bgm_M565","0","20048101","0"
"伊麗莎白牧場　牧場溫泉","bgm_M565","0","1","20048","2","0","0","201","0","bgm_M565","0","20048102","0"
"伊麗莎白牧場　牧場溫泉","bgm_M565","0","1","20048","0","0","0","201","0","bgm_M565","0","20048201","0"
"蘭德索爾郊外","bgm_M574","0","1","20049","1","0","0","201","0","bgm_M574","0","20049101","0"
"賭場大廳","bgm_M574","0","1","20049","2","0","0","201","0","bgm_M574","0","20049102","0"
"賭場大廳","bgm_M574","0","1","20049","0","0","0","201","0","bgm_M574","0","20049201","0"
"遭詛咒的海盜島","bgm_M582","0","1","20050","1","0","0","201","0","bgm_M582","0","20050101","0"
"遭詛咒的海盜島","bgm_M582","0","1","20050","0","0","0","201","0","bgm_M582","0","20050201","0"
"露營領域","bgm_M595","0","1","20051","1","0","0","201","0","bgm_M595","128","20051101","0"
"露營領域","bgm_M595","0","1","20051","0","0","0","201","0","bgm_M595","0","20051201","0"
"王城蘭德索爾","bgm_M601","0","1","20052","1","0","0","201","0","bgm_M601","0","20052101","0"
"夏日遊戲度假村","bgm_M601","0","1","20052","2","0","0","201","0","bgm_M601","80","20052102","0"
"夏日遊戲度假村","bgm_M601","0","1","20052","0","0","0","201","0","bgm_M601","0","20052201","0"
"小小邂逅的海岸","bgm_M608","0","1","20053","1","0","0","201","0","bgm_M608","0","20053101","0"
"小小甜心秘密基地附近","bgm_M608","0","1","20053","2","0","0","201","0","bgm_M608","0","20053102","0"
"小小邂逅的海岸","bgm_M608","0","1","20053","3","0","0","201","0","bgm_M608","0","20053103","0"
"小小邂逅的海岸","bgm_M608","0","1","20053","0","0","0","201","0","bgm_M608","0","20053201","0"
"邁向邊境的旅程","bgm_M618","0","1","20054","1","0","0","201","0","bgm_M618","0","20054101","0"
"世界盡頭森林","bgm_M618","0","1","20054","2","0","0","201","0","bgm_M618","30","20054102","0"
"世界盡頭森林","bgm_M618","0","1","20054","0","0","0","201","0","bgm_M618","0","20054201","0"
"蘭祭會場","bgm_M623","0","1","20055","1","0","0","201","0","bgm_M623","115","20055101","0"
"蘭祭會場","bgm_M623","0","1","20055","1","0","0","201","0","bgm_M623","0","20055201","0"
"王城蘭德索爾","bgm_M630","0","1","20056","1","0","0","201","0","bgm_M630","0","20056101","0"
"和平活動之路","bgm_M630","0","1","20056","2","0","0","201","0","bgm_M630","30","20056102","0"
"和平活動之路","bgm_M630","0","1","20056","0","0","0","201","0","bgm_M630","0","20056201","0"
"蘭德索爾 繁華街","bgm_M638","0","1","20057","1","0","11","201","0","bgm_M638","110","20057101","0"
"蘭德索爾 繁華街","bgm_M638","0","1","20057","0","0","0","201","0","bgm_M638","0","20057201","0"
"大江戶町","bgm_M647","0","1","20058","1","0","0","201","0","bgm_M647","45","20058101","0"
"大江戶町","bgm_M647","0","1","20058","0","0","0","201","0","bgm_M647","0","20058201","0"
"王都蘭德索爾 女神祭典","bgm_M659","0","1","20059","1","0","0","201","0","bgm_M659","85","20059101","0"
"王都蘭德索爾 女神祭典","bgm_M659","0","1","20059","1","0","0","201","0","bgm_M659","0","20059201","0"
"王都蘭德索爾 女神祭典","bgm_M660","0","1","20060","1","0","0","201","0","bgm_M660","0","20060101","0"
"回想樂園","bgm_M660","0","1","20060","2","0","0","201","0","bgm_M660","0","20060102","0"
"回想樂園","bgm_M660","0","1","20060","0","0","0","201","0","bgm_M660","0","20060201","0"
"蘭德索爾 市中心","bgm_M668","0","1","20061","1","0","0","201","0","bgm_M668","108","20061101","0"
"蘭德索爾 市中心","bgm_M668","0","1","20061","1","0","0","201","0","bgm_M668","0","20061201","0"
"遊俠集訓所周圍","bgm_MC017","0","1","20062","1","0","0","201","0","bgm_MC017","128","20062101","0"
"遊俠集訓所周圍","bgm_MC017","0","1","20062","0","0","0","201","0","bgm_MC017","0","20062201","0"
"跳蚤市場會場","bgm_MC026","0","1","20063","1","0","0","201","0","bgm_MC026","0","20063101","0"
"智慧森林周圍","bgm_MC026","0","1","20063","2","0","0","201","0","bgm_MC026","110","20063102","0"
"智慧森林周圍","bgm_MC026","0","1","20063","0","0","0","201","0","bgm_MC026","0","20063201","0"
