ed4db9502e14a0aa0f7c1d71268d216ee95fae75044a17421be2ff844f9f394c,a4d4eaccdefaba5358a81a714b4b8581f6f2a04fbf240825b49cb338f236f38d,a18cbd388dc07b5ae478112b53a825efc63bd0fbb25aba2fca7745815bb7d15e,97c61b639bb9c5b85abbc2aae0d9f85510dd22853af04d3446af3c147c0ac01b,b6388a6fbe5d52541584c3c94dd3b607586e68e147370b0f996dbfd6bb94316b,89b22f286bee91b117b37c67c8898e3de4f2c44f25581a480f6137d97e553521
"-120","0","10049","0","1","610049501"
"-10","0","10049","0","1","610049502"
"30","0","10049","0","1","610049503"
"20","1","10050","1","1","610050404"
"140","2","10050","1","1","610050405"
"300","3","10050","1","1","610050406"
"-220","0","10051","0","1","610051502"
"10","0","10051","0","1","610051503"
"100","0","10051","0","1","610051505"
"20","1","10052","0","1","610052401"
"140","2","10052","0","1","610052402"
"300","3","10052","0","1","610052403"
"-180","0","10053","0","1","610053501"
"-80","0","10053","0","1","610053502"
"-180","0","10054","0","2","610054501"
"20","0","10054","0","2","610054502"
"150","0","10054","0","2","610054503"
"-120","0","10055","0","1","610055501"
"-10","0","10055","0","1","610055502"
"30","0","10055","0","1","610055503"
"-120","0","10057","0","1","610057501"
"-40","0","10057","0","1","610057502"
"10","0","10057","0","1","610057503"
"50","0","10057","0","1","610057504"
"20","1","10058","1","1","610058501"
"140","2","10058","1","1","610058502"
"300","3","10058","1","1","610058503"
"200","0","10058","0","1","610058601"
"-200","0","10058","0","1","610058602"
"40","0","10059","0","2","610059501"
"-15","0","10059","0","2","610059502"
"-90","0","10059","0","2","610059503"
"200","0","10059","0","2","610059504"
"-120","0","10060","0","1","610060501"
"-10","0","10060","0","1","610060502"
"30","0","10060","0","1","610060503"
"-80","0","10060","0","1","610060504"
"-200","0","10061","0","1","610061501"
"-80","0","10061","0","1","610061502"
"100","0","10061","0","1","610061503"
"10","0","10062","0","1","610062501"
"-120","0","10062","0","1","610062502"
"90","0","10062","0","1","610062503"
"-220","0","10062","0","1","610062601"
"100","0","10062","0","1","610062603"
"150","0","10062","0","1","610062604"
"-120","0","10065","0","1","610065501"
"-40","0","10065","0","1","610065502"
"10","0","10065","0","1","610065503"
"50","0","10065","0","1","610065504"
"-220","0","10066","0","2","610066501"
"60","0","10066","0","2","610066502"
"89","0","10066","0","2","610066503"
"-205","0","10067","0","1","610067501"
"122","0","10067","0","1","610067502"
"25","0","10067","0","1","610067503"
"295","0","10067","0","1","610067504"
"-180","0","10068","0","2","610068501"
"20","0","10068","0","2","610068502"
"150","0","10068","0","2","610068503"
"-170","0","10069","0","2","610069501"
"-80","0","10069","0","2","610069502"
"120","0","10069","0","2","610069503"
"350","0","10070","0","2","610070506"
"250","0","10070","0","2","610070507"
"250","0","10070","0","1","610070640"
"350","0","10070","0","1","610070641"
"700","0","10070","0","1","610070642"
"800","0","10070","0","1","610070643"
"20","1","10072","1","1","610072501"
"140","2","10072","1","1","610072502"
"300","3","10072","1","1","610072503"
"-180","0","10072","0","2","610072601"
"-145","0","10072","0","2","610072602"
"80","0","10072","0","2","610072603"
"-275","0","10073","0","1","610073404"
"-45","0","10073","0","1","610073405"
"115","0","10073","0","1","610073406"
"175","0","10073","0","1","610073407"
"250","0","10074","0","1","610074501"
"380","0","10074","0","1","610074502"
"-100","0","10074","0","1","610074503"
"480","0","10074","0","1","610074504"
"20","1","10074","1","2","610074601"
"140","2","10074","1","2","610074602"
"300","3","10074","1","2","610074603"
"-150","0","10075","0","2","610075601"
"-145","0","10075","0","2","610075602"
"-180","0","10076","0","2","610076601"
"-145","0","10076","0","2","610076602"
"150","0","10076","0","2","610076603"
"20","1","10077","1","1","610077404"
"140","2","10077","1","1","610077405"
"300","3","10077","1","1","610077406"
"20","1","10079","0","1","610079401"
"140","2","10079","0","1","610079402"
"300","3","10079","0","1","610079403"
"-220","0","10080","0","2","610080601"
"-110","0","10080","0","2","610080602"
"0","0","10080","0","2","610080603"
"-180","0","10081","0","2","610081501"
"20","0","10081","0","2","610081502"
"150","0","10081","0","2","610081503"
"20","0","10082","1","1","610082501"
"140","0","10082","1","1","610082502"
"300","0","10082","1","1","610082503"
"-120","0","10083","0","1","610083501"
"-10","0","10083","0","1","610083502"
"30","0","10083","0","1","610083503"
"-150","0","10084","0","1","610084601"
"250","0","10084","0","1","610084602"
"50","0","10084","0","1","610084603"
"450","0","10084","0","1","610084604"
"-15","1","10084","1","2","610084701"
"40","2","10084","1","2","610084702"
"-70","3","10084","1","2","610084703"
"40","4","10084","1","2","610084704"
"-15","5","10084","1","2","610084705"
"-70","6","10084","1","2","610084706"
"40","7","10084","1","2","610084707"
"-15","8","10084","1","2","610084708"
"-70","9","10084","1","2","610084709"
"-100","10","10084","1","2","610084710"
"-500","0","10085","0","1","610085501"
"-220","0","10085","0","1","610085502"
"-50","0","10085","0","1","610085503"
"-350","0","10085","0","1","610085504"
"20","1","10086","1","1","610086501"
"140","2","10086","1","1","610086502"
"300","3","10086","1","1","610086503"
"200","0","10086","0","1","610086601"
"-200","0","10086","0","1","610086602"
"40","0","10087","0","2","610087501"
"-15","0","10087","0","2","610087502"
"-90","0","10087","0","2","610087503"
"200","0","10087","0","2","610087504"
"20","1","10088","1","1","610088404"
"100","2","10088","1","1","610088405"
"150","3","10088","1","1","610088406"
"200","4","10088","1","1","610088407"
"250","5","10088","1","1","610088408"
"300","6","10088","1","1","610088409"
"-200","0","10089","0","1","610089501"
"-80","0","10089","0","1","610089502"
"100","0","10089","0","1","610089503"
"20","1","10092","1","1","610092404"
"140","2","10092","1","1","610092405"
"300","3","10092","1","1","610092406"
"-150","0","10092","0","2","610092501"
"250","0","10092","0","2","610092502"
"50","0","10092","0","2","610092503"
"450","0","10092","0","2","610092504"
"-170","0","10093","0","1","610093501"
"20","0","10093","0","1","610093502"
"49","0","10093","0","1","610093503"
"-150","1","10094","1","1","610094501"
"250","2","10094","1","1","610094502"
"50","3","10094","1","1","610094503"
"450","4","10094","1","1","610094504"
"-180","0","10095","0","2","610095501"
"20","0","10095","0","2","610095502"
"150","0","10095","0","2","610095503"
"-180","0","10096","0","2","610096501"
"80","0","10096","0","2","610096502"
"-145","0","10096","0","2","610096503"
"350","0","10097","0","2","610097506"
"250","0","10097","0","2","610097507"
"250","0","10097","0","1","610097640"
"350","0","10097","0","1","610097641"
"700","0","10097","0","1","610097642"
"800","0","10097","0","1","610097643"
"-180","0","10098","0","2","610098501"
"-25","0","10098","0","2","610098502"
"280","0","10098","0","2","610098503"
"-40","0","10098","0","2","610098601"
"80","0","10098","0","2","610098602"
"180","0","10098","0","2","610098603"
"280","0","10098","0","2","610098604"
"20","1","10099","1","1","610099501"
"140","2","10099","1","1","610099502"
"300","3","10099","1","1","610099503"
"-180","0","10099","0","2","610099601"
"-145","0","10099","0","2","610099602"
"80","0","10099","0","2","610099603"
"-150","0","10100","0","1","610100501"
"0","0","10100","0","1","610100502"
"300","0","10100","0","1","610100503"
"150","0","10100","0","1","610100504"
"250","0","10101","0","1","610101501"
"380","0","10101","0","1","610101502"
"-100","0","10101","0","1","610101503"
"480","0","10101","0","1","610101504"
"20","1","10101","1","2","610101601"
"140","2","10101","1","2","610101602"
"300","3","10101","1","2","610101603"
"-180","0","10102","0","2","610102501"
"50","0","10102","0","2","610102502"
"180","0","10102","0","2","610102503"
"-180","0","10103","0","2","610103601"
"-145","0","10103","0","2","610103602"
"150","0","10103","0","2","610103603"
"-110","0","10104","0","1","610104501"
"0","0","10104","0","1","610104502"
"-200","0","10104","0","1","610104503"
"150","0","10106","1","2","610106601"
"-50","0","10106","1","2","610106602"
"-300","0","10106","1","2","610106603"
"-220","0","10107","0","2","610107601"
"-110","0","10107","0","2","610107602"
"0","0","10107","0","2","610107603"
"20","0","10109","1","1","610109501"
"140","0","10109","1","1","610109502"
"300","0","10109","1","1","610109503"
"-200","0","10110","0","1","610110501"
"-100","0","10110","0","1","610110502"
"0","0","10110","0","1","610110503"
"100","0","10110","0","1","610110504"
"-120","0","10111","0","2","610111501"
"-40","0","10111","0","2","610111502"
"40","0","10111","0","2","610111503"
"-150","0","10112","0","1","610112601"
"250","0","10112","0","1","610112602"
"50","0","10112","0","1","610112603"
"450","0","10112","0","1","610112604"
"-15","1","10112","1","2","610112701"
"40","2","10112","1","2","610112702"
"-70","3","10112","1","2","610112703"
"40","4","10112","1","2","610112704"
"-15","5","10112","1","2","610112705"
"-70","6","10112","1","2","610112706"
"40","7","10112","1","2","610112707"
"-15","8","10112","1","2","610112708"
"-70","9","10112","1","2","610112709"
"-100","10","10112","1","2","610112710"
"-500","0","10113","0","1","610113501"
"-220","0","10113","0","1","610113502"
"-50","0","10113","0","1","610113503"
"-350","0","10113","0","1","610113504"
"-400","0","10114","1","1","610114501"
"-300","0","10114","1","1","610114502"
"-200","0","10114","1","1","610114503"
"-100","0","10114","1","1","610114504"
"20","1","10115","1","1","610115404"
"140","2","10115","1","1","610115405"
"300","3","10115","1","1","610115406"
"20","0","10117","1","1","610117501"
"140","0","10117","1","1","610117502"
"300","0","10117","1","1","610117503"
"20","1","10119","1","1","610119404"
"140","2","10119","1","1","610119405"
"300","3","10119","1","1","610119406"
"-150","0","10119","0","2","610119501"
"250","0","10119","0","2","610119502"
"50","0","10119","0","2","610119503"
"450","0","10119","0","2","610119504"
"-275","0","10120","0","2","610120501"
"-45","0","10120","0","2","610120502"
"115","0","10120","0","2","610120503"
"175","0","10120","0","2","610120504"
"-150","1","10121","1","1","610121501"
"250","2","10121","1","1","610121502"
"50","3","10121","1","1","610121503"
"450","4","10121","1","1","610121504"
"-220","0","10122","0","2","610122403"
"-110","0","10122","0","2","610122404"
"0","0","10122","0","2","610122405"
"-180","0","10123","0","2","610123501"
"80","0","10123","0","2","610123502"
"-145","0","10123","0","2","610123503"
"-220","0","10124","0","1","610124407"
"-110","0","10124","0","1","610124408"
"0","0","10124","0","1","610124409"
"-180","0","10125","0","2","610125501"
"-25","0","10125","0","2","610125502"
"280","0","10125","0","2","610125503"
"-40","0","10125","0","2","610125601"
"80","0","10125","0","2","610125602"
"180","0","10125","0","2","610125603"
"280","0","10125","0","2","610125604"
"-300","0","10155","0","2","610126404"
"-200","0","10155","0","2","610126405"
"20","0","10155","0","2","610126406"
"80","0","10155","0","2","610126407"
"-150","0","10127","0","1","610127501"
"250","0","10127","0","1","610127502"
"50","0","10127","0","1","610127503"
"450","0","10127","0","1","610127504"
"-220","0","10157","1","1","610128402"
"-110","0","10157","1","1","610128403"
"0","0","10157","1","1","610128404"
"-180","0","10129","0","2","610129501"
"-145","0","10129","0","2","610129502"
"80","0","10129","0","2","610129503"
"-180","0","10129","0","2","610129601"
"-145","0","10129","0","2","610129602"
"80","0","10129","0","2","610129603"
"-100","0","10159","0","2","610130502"
"100","0","10159","0","2","610130503"
"220","0","10159","0","2","610130504"
"-110","0","10131","0","1","610131501"
"0","0","10131","0","1","610131502"
"-200","0","10131","0","1","610131503"
"-220","0","10132","1","1","610132601"
"-140","0","10132","1","1","610132602"
"-60","0","10132","1","1","610132603"
"0","0","10132","1","1","610132604"
"-220","0","10132","1","1","610132701"
"-140","0","10132","1","1","610132702"
"-60","0","10132","1","1","610132703"
"0","0","10132","1","1","610132704"
"-180","0","10133","0","2","610133501"
"-145","0","10133","0","2","610133502"
"80","0","10133","0","2","610133503"
"150","0","10133","1","2","610133601"
"-50","0","10133","1","2","610133602"
"-300","0","10133","1","2","610133603"
"-220","0","10134","1","2","610134602"
"-140","0","10134","1","2","610134603"
"-60","0","10134","1","2","610134604"
"0","0","10134","1","2","610134605"
"-220","0","10134","1","2","610134702"
"-140","0","10134","1","2","610134703"
"-60","0","10134","1","2","610134704"
"0","0","10134","1","2","610134705"
"-180","0","10136","0","1","610136601"
"80","0","10136","0","1","610136602"
"-145","0","10136","0","1","610136603"
"0","0","10136","0","2","610136604"
"-180","0","10136","0","1","610136701"
"80","0","10136","0","1","610136702"
"-145","0","10136","0","1","610136703"
"0","0","10136","0","2","610136704"
"-200","0","10138","0","1","610138501"
"-100","0","10138","0","1","610138502"
"0","0","10138","0","1","610138503"
"100","0","10138","0","1","610138504"
"-120","0","10139","0","2","610139501"
"-40","0","10139","0","2","610139502"
"40","0","10139","0","2","610139503"
"-400","0","10141","1","1","610141501"
"-300","0","10141","1","1","610141502"
"-200","0","10141","1","1","610141503"
"-100","0","10141","1","1","610141504"
"-200","0","10142","0","2","610142601"
"-140","0","10142","0","2","610142602"
"-60","0","10142","0","2","610142603"
"0","0","10142","0","2","610142604"
"-200","0","10142","0","2","610142701"
"-140","0","10142","0","2","610142702"
"-60","0","10142","0","2","610142703"
"0","0","10142","0","2","610142704"
"-200","0","10144","0","2","610144601"
"-140","0","10144","0","2","610144602"
"-60","0","10144","0","2","610144603"
"0","0","10144","0","2","610144604"
"-200","0","10144","0","2","610144701"
"-140","0","10144","0","2","610144702"
"-60","0","10144","0","2","610144703"
"0","0","10144","0","2","610144704"
"-250","0","10146","0","1","610146601"
"-180","0","10146","0","1","610146602"
"100","0","10146","0","1","610146603"
"150","0","10146","0","1","610146604"
"-250","0","10146","0","1","610146701"
"-180","0","10146","0","1","610146702"
"100","0","10146","0","1","610146703"
"150","0","10146","0","1","610146704"
"-275","0","10147","0","2","610147501"
"-45","0","10147","0","2","610147502"
"115","0","10147","0","2","610147503"
"175","0","10147","0","2","610147504"
"-220","0","10148","0","1","610148601"
"-100","0","10148","0","1","610148602"
"0","0","10148","0","1","610148603"
"-220","0","10148","0","1","610148701"
"-100","0","10148","0","1","610148702"
"0","0","10148","0","1","610148703"
"-220","0","10149","0","2","610149403"
"-110","0","10149","0","2","610149404"
"0","0","10149","0","2","610149405"
"-220","0","10151","0","1","610151407"
"-110","0","10151","0","1","610151408"
"0","0","10151","0","1","610151409"
"-480","0","10152","1","1","610152601"
"-440","0","10152","1","1","610152602"
"-320","0","10152","1","1","610152603"
"-260","0","10152","1","1","610152604"
"-480","0","10152","1","1","610152701"
"-440","0","10152","1","1","610152702"
"-320","0","10152","1","1","610152703"
"-260","0","10152","1","1","610152704"
"-180","0","10153","0","1","610153501"
"-80","0","10153","0","1","610153502"
"-200","0","10154","0","2","610154601"
"-140","0","10154","0","2","610154602"
"-60","0","10154","0","2","610154603"
"-200","0","10154","0","2","610154701"
"-140","0","10154","0","2","610154702"
"-60","0","10154","0","2","610154703"
"-200","0","10156","0","2","610156601"
"-140","0","10156","0","2","610156602"
"-60","0","10156","0","2","610156603"
"0","0","10156","0","2","610156604"
"-200","0","10156","0","2","610156701"
"-140","0","10156","0","2","610156702"
"-60","0","10156","0","2","610156703"
"0","0","10156","0","2","610156704"
"-200","0","10158","0","2","610158601"
"-140","0","10158","0","2","610158602"
"-60","0","10158","0","2","610158603"
"0","0","10158","0","2","610158604"
"-200","0","10158","0","2","610158701"
"-140","0","10158","0","2","610158702"
"-60","0","10158","0","2","610158703"
"0","0","10158","0","2","610158704"
"-200","0","10160","1","1","610160601"
"-140","0","10160","1","1","610160602"
"-60","0","10160","1","1","610160603"
"0","0","10160","1","1","610160604"
"-200","0","10160","1","1","610160701"
"-140","0","10160","1","1","610160702"
"-60","0","10160","1","1","610160703"
"0","0","10160","1","1","610160704"
