1556fc99654dd45acf15df961579aa1df6d18e78148bac2aadb11d33a56df843,291a845fa5b7f2c8820a7fe3299973912c4e186b1cef2d1cd94ddb49b74686da,e2915964757c739fd22f754dbc31698521ac5d057ac2c165c12954857d251e96,0a1592cbe8327baf59351215ac0c7f8bdf568220a2ccaa105dee33625abed72d,0437cf9525345e912b52a690abcedfae352dbd08e646c6142a5cb7e0bb9d9bd3,1314b691077d433fc4909e4af459169004a3098ce792fc22519809576fbe79d4,213b463b94f9a7ee0a1d92582cd9a61310ad02c1dc48cbfc26f591a62cefbe18,4d253a7a7afcd9b0eced23594ba0cbbb7972190db46e8b4ebfcf99cc61304f3f,0b2e020ba8b33172c044eea42ee5e03b2432b12b5511d81fd0c9c47077c3a3b9,ade600cf649861c71484d6a2dd4b8f32e6c9594a813c31e687bfde9547faba92,cee13d2a2be2ac9dca8e3136a1ccfbffcad8f568b3c4832af18eb862e768a774,d0a913ade35373ae6774c6a4a9b8c5ebf7435ba680b0ff96141bdae714702b8f,5ea13407b8cb38d3525f0d8eb89eeb1603c1dea3f41bbf3df397b6a2c34d62d2,01848486f9f1f0fec4c2a6f293dae8fa4626596e84c27fd7bb073631b208edbf,8df7827fe78c2fe09c9dc548436108283fae612ae894fd0ea7c086ba7023b6b3,5d3b5f82317422bd5c3ec9a5a203d1adbe5c0d542832611d200b462ec2b0a989,a90eb73c305f8021079173a29a1ca8594965bde3351e7ceda8733de140feafc7,ac8dabd69662704ba2098d4d9903c79de6c5b6f74db2667b496692297fd8417a,aed9d5eeb4d675cd4ae95a5d58fb2476b2e93a62541a882e6a1a9a94e65b0660,f86429822e65e51ad3fa297ef1930d5cd82012833a05ae0f765ef607d925cee2,aab3e104962b9e62244535d19b39f01df86d66caf1238883ef087f8379aa9c8c,01544f7fea8746979e8431c30bd9eb640f6daa6fac13540f3d86dc5944dfa400,dc66226a34829ac92e1b7e43959d8ee312658e0b6ed7a11eb100190d2cbd5d92,600b53dbef38a4a4c19aa5ecfc25edba6f0f5500e9599021724bc0c9eab9a00b,cd50a73c689b8a2776ad3aa2e4d63302eb7285dd2a8456b68cbbb1e98f047d2e,67ecd58f776b2a83129f66050856826aa0f85a47cb31eb021d19bec7c11765ea,3c601f60d6129ff8c403e0c2fc1a9669e375d45d91104ffb40d4af5c03c023c4
"0","0","3050201","2","2010200","16","0","0","2020200","1040201","0","0","0","16","0","405","0","0","深淵戰車Mk－２","0","0","0","0","201160","0","0","0"
"0","0","3040201","2","2040200","17","0","0","2040200","1030201","0","0","0","17","0","315","0","0","第二可可蘿丸","0","0","0","0","201170","0","0","0"
"0","0","3020201","2","2020200","18","0","0","2020200","1020201","0","0","0","18","0","211","0","0","冰龍加速‧二重","0","0","0","0","201180","0","0","0"
"0","0","3030201","2","2040200","19","0","0","2040200","1010201","0","0","0","19","0","106","0","0","勇往直前號‧貳式","0","0","0","0","201190","0","0","0"
"3040201","0","0","2","2020200","20","0","0","2020200","1050201","0","0","30102100","20","0","506","0","0","小槌子亂揮２號","0","0","0","0","201200","0","0","0"
"0","0","3010201","2","2020200","21","0","0","2010200","1030201","0","0","0","21","0","315","0","0","大章魚燒丸‧貝塔","0","0","0","0","201210","0","0","0"
"0","0","3010202","2","2010200","22","0","0","2010200","1020201","0","0","0","22","4030202","202","0","0","火箭戰車β","0","0","0","0","201220","0","0","0"
"3010200","0","3010200","2","0","23","0","0","0","1050201","0","0","10501100","23","0","501","0","0","創雷夜轉‧第二位階","0","0","0","0","201230","0","0","0"
"0","20301010","3030201","2","2030200","24","0","0","2030200","1010201","0","0","0","24","4020202","102","0","0","真摯維拉２","0","0","0","0","201240","0","0","0"
"0","20301010","3010201","2","0","25","0","0","2030200","1010201","0","0","0","25","0","103","0","0","垃圾維拉２","0","0","0","0","201250","0","0","0"
"0","20201010","3040201","2","2020200","26","0","0","2020200","1030201","0","0","0","26","4030202","313","0","0","白銀翻滾","0","0","0","0","201260","0","0","0"
"0","20301050","3020201","2","2040200","27","0","20401050","2030200","1020201","0","0","10201075","27","0","210","0","0","耕耘機β","0","0","0","0","201270","30202025","0","0"
"0","20201025","3050201","2","2020200","28","0","20201025","2020200","1040201","0","2020200","10401100","28","0","406","0","0","萬化黑鐵‧貳式","0","0","20201025","0","201280","30502025","0","0"
"3030202","20101050","3040202","2","2010200","29","100009","20101050","2010200","1030200","30302030","0","10301100","29","0","301","0","0","少女戰車Mk－１","0","100010","0","0","201290","30402030","0","0"
"3030202","20301100","3010202","2","2030200","30","100014","20301100","2030200","1010200","30302030","0","10101100","30","0","113","0","0","雙胞胎維拉","0","0","0","0","201300","0","0","0"
"0","0","3010301","3","2040300","31","0","0","2020300","1010301","0","0","0","31","0","101","0","0","公主突襲車３號","0","0","0","0","201310","0","0","0"
"0","0","3050301","3","2010300","32","0","0","2020300","1040301","0","0","0","32","0","405","0","0","深淵戰車Mk－３","0","0","0","0","201320","0","0","0"
"0","0","3040301","3","2040300","33","0","0","2040300","1030301","0","0","0","33","0","315","0","0","第三可可蘿丸","0","0","0","0","201330","0","0","0"
"0","0","3020301","3","2020300","34","0","0","2020300","1020301","0","0","0","34","0","211","0","0","冰龍加速‧三重","0","0","0","0","201340","0","0","0"
"0","0","3030301","3","2040300","35","0","0","2040300","1010301","0","0","0","35","0","106","0","0","勇往直前號‧參式","0","0","0","0","201350","0","0","0"
"3040301","0","0","3","2020300","36","0","0","2020300","1050301","0","0","0","36","0","506","0","0","小槌子亂揮３號","0","0","0","0","201360","0","0","0"
"0","0","3010301","3","2020300","37","0","0","2010300","1030301","0","0","0","37","0","315","0","0","大章魚燒丸‧伽瑪","0","0","0","0","201370","0","0","0"
"0","0","3010302","3","2010300","38","0","0","2010300","1020301","0","0","0","38","4030302","202","0","0","火箭戰車γ","0","0","0","0","201380","0","0","0"
"3010300","0","3010300","3","0","39","0","0","0","1050301","0","0","0","39","0","501","0","0","創雷夜轉‧第三位階","0","0","0","0","201390","0","0","0"
"0","20301010","3030301","3","2030300","40","0","0","2030300","1010301","0","0","0","40","4020302","102","0","0","真摯維拉３","0","0","0","0","201400","0","0","0"
"0","20301010","3010301","3","0","41","0","0","2030300","1010301","0","0","0","41","0","103","0","0","垃圾維拉３","0","0","0","0","201410","0","0","0"
"0","20201010","3040301","3","2020300","42","0","0","2020300","1030301","0","0","0","42","4030302","313","0","0","黑翻滾","0","0","0","0","201420","0","0","0"
"3030300","20301030","3020300","3","2040300","43","0","20401030","2030300","1020301","0","0","10201075","43","0","210","0","0","耕耘機γ","0","0","0","0","201430","0","0","0"
"3020300","20201100","3050301","3","2020300","44","0","20201100","2020300","1040301","30202050","0","10401100","44","0","412","0","0","萬化黑鐵‧參式","0","0","0","0","201440","30502050","0","0"
"3010301","20101075","3010301","3","2020300","45","100005","20201075","2010300","1010301","0","0","10101075","45","0","111","0","0","獵物與捕食者","0","0","0","0","201450","30102050","0","0"
"3020300","20201100","3040300","3","2040300","46","100007","20401100","2020300","1030301","10301100","0","10301100","46","0","301","0","0","狂飆突進運動","0","0","0","0","201460","30402050","0","0"
"3030300","20401100","3010301","3","2040300","47","100009","20401100","2040300","1050301","30302015","0","10501075","47","0","515","3040300","0","少女戰車Mk－２","0","100010","0","0","201470","30102015","0","0"
"3040302","20101100","3020302","1","2020300","48","100011","20201100","2010300","1050300","30402015","0","10501100","48","4030302","506","0","0","泡芙塔城堡","20201100","0","0","0","201480","30202015","0","0"
"0","20201100","3020302","2","2020300","49","100016","20201100","2020300","1040300","0","2020300","20201100","49","4020302","409","0","0","黑荊棘的轟鐵身軀","30202100","0","20201100","0","201490","30202100","0","0"
"3020302","20101100","3010301","3","2010300","50","100012","20101100","2010300","1010301","30202050","0","10101100","50","0","115","0","0","三叉戟百夫長戰車","0","100017","0","0","201500","30102050","0","0"
