192bb9548a94f341504d34118171babf1b27a211b291f36208c741d4a4380851,752e5a3abe645d4d5dd8e3186d7ecaddfad174c6c9a4c2fac6a91f9d3b5480d5,9842f7caa2944c92169da48950270faf37957af7679597143f51a4debf064b21,925494db5e12a366720b267a1d1db0b5552460689c4a4504242cb03ffd21d87d,d53b68dd9589b08ecece33348df03b94efab5ae4be81533e46061eeda5090a72,9dbe12536312ab49d9c38fba8ab6c60eea205e712618b0ab7c186559675ae909,458f38f4a22503301638b593bc5b027990cb1d08e293d416e4680fc619da2af0,498c5753ecae29f441acccacc204b9b7df84c27f4b1756d5f04ad164f7a45b4b,987df4a7de326001cff7f9237fe7d97becfa9a3c1e1ae9f0af0fa878370abb53,27d30e7357ce79ed6aadb2507a1337b501386a86991bb1eebb219aac61740103,3a3e38616ef5048ef8d64cf173d4a2d84171d35271b5b67b3c7ba56ea3b35644,baed9c19f4b95b91b467e08976be0ab49504afb940cd3da9bb479485dca9679a,83190d7ed8716f9c70e45a3f3b5b832edf04b727bdfe6ca63c5bb76b830f4a71,cf001bfbbd1082098037a85e9ea2aa3ebf4a8f87d275f1ac7e4880e7755d7135,52a6ace2fb8e5dd1731fb789fc9d130c349bfb59ce9dfe215e5bd746b22d7d84,806164ff4d1b3716ac3355687c4e31bfc885de8a4396c5f26b27f498698fb79c
"人族","8","親人又多話的妹系少女","雖然我想你可能已經不記得了……\n但我是妹妹啊！\n所以可以叫你哥哥嗎？","25","璃乃","裁縫","A","15","拉比林斯","101101","44","0","阿澄佳奈","156","3"
"精靈族","12","為了大家使用超能力的睡美人","我是初音！　是遇到麻煩的人的夥伴呦！\n有困擾時，隨時都可以跟我說喔♪\n會用我的超……魔，魔法來幫忙的！","24","初音","和妹妹一起玩、回籠覺、午睡、早睡","A","17","森林守衛","101201","46","0","大橋彩香","156","6"
"魔族","8","宅宅暴走的魔法少女","","21","七七香","讀書、魔法","O","18","暮光流星群","101301","55","0","佳村はるか","166","13"
"獸人族","11","頭腦聰明的美少女名偵探","test","3","霞","讀書、推理","AB","15","哞哞自衛隊","101401","41","0","水瀬いのり","152","10"
"精靈族","9","充滿母性又溫柔，大家的「美里老師」","test","5","美里","製作繪本","O","21","森林守衛","101501","54","0","國府田マリ子","165","6"
"魔族","4","天真浪漫的人氣超級名模","秀才，哈嚕～！人家對寫字和算數\n有點……不是有點，是超不擅長耶～\n不過不過，時尚流行的事就交給人家吧～！","10","鈴奈","時尚","O","18","月光學院","101601","48","0","上坂すみれ","167","14"
"獸人族","7","隨時都「船到橋頭自然直」的天真少女","嗨呵～！我要又唱又跳\n讓氣氛嗨到最高點喲～！\n來嘛來嘛，你也一起跳吧～！","7","香織","跳舞、空手道","A","19","哞哞自衛隊","101701","53","0","高森奈津美","158","10"
"魔族","8","魅惑眾多男性的純潔女老師","謝謝你總是幫我喔。\n明明我才是年長的一方，卻老是依賴你，真對不起～","14","伊緒","看戀愛小說、戀愛劇、戀愛漫畫","B","23","月光學院","101801","52","0","伊藤静","162","14"
"獸人族","4","唱歌、紅蘿蔔或是兔子先生，我全都喜歡♪","蹦蹦跳，好想變成小兔子呢～♪\n美美如果能變成小兔子，\n會最先來給哥哥看喔！","3","美美","蒐集可愛的東西","O","10","小小甜心","102001","21","0","日高里菜","117","5"
"人族","6","愛哭又膽小，令人想去保護的女孩","這個、那個……我叫胡、胡桃……嗚、嗚嗚嗚……怎、怎麼辦……太、太害羞了……對、對不起──！","9","胡桃","看戲、扮家家酒","B","12","咲戀育幼院","102101","40","0","植田佳奈","150","9"
"魔族","11","怕生的任性女孩","那、那個……這、這種時候，\n該說什麼才好啊……\n嗚嗚，為什麼我不能好好說話呢。","22","依里","所有遊戲","O","13","惡魔偽王國軍","102201","40","0","原紗友里","150","7"
"人族","5","永遠跟噗吉在一起！","這孩子啊，名叫噗吉。\n雖然是武器，但是會說話呦♪\n是我最重要最重要的朋友～！","10","綾音","能在房間裡玩的遊戲","B","14","咲戀育幼院","102301","38","0","芹澤優","148","9"
"人族","12","為了大小姐而努力的冒失女僕","嗚嗚……對不起～\n我又讓廚房爆炸了～\n這樣沒有資格當女僕……","12","鈴莓","服侍","O","15","咲戀育幼院","102501","43","0","悠木碧","154","9"
"獸人族","1","視玩樂與睡眠為第一的懶惰少女","test","1","鈴","紅豆麵包","B","17","伊麗莎白牧場","102601","42","0","小岩井ことり","144","11"
"魔族","7","專情於命中注定對象的少女","我擁有「破壞者」的名號……\n但是，您無須害怕我哦。\n因為您是我重要的命中注定之人呀……","30","惠理子","實驗、裁縫、料理","B","16","暮光流星群","102701","43","0","橋本ちなみ","154","13"
"精靈族","10","經營育幼院的庶民派溫柔大小姐","吝嗇？　不是的，\n我只是秉持著「不浪費」的精神\n過每一天喔！","4","咲戀","經營、茶會","A","17","咲戀育幼院","102801","43","0","堀江由衣","156","9"
"人族","1","能歌善舞的超人氣偶像","總有一天要讓世界上所有的人成為我的粉絲！\n在成為超級偶像的那天之前，\n還請你繼續支持我喔♪","24","望","看舞台劇，跳舞","B","17","慈樂之音","102901","40","0","日笠陽子","157","4"
"人族","8","東國的神祕，請告訴我！","壽司，藝伎，天婦羅……\n嗯~！\n東國的文化真是太美好了~！","31","妮諾","忍法開發","O","16","純白之翼 蘭德索爾分部","103001","51","0","佐藤聡美","163","15"
"魔族","12","擅長占卜的靈能少女","我從小就能看見\n其他人看不到的事物。現在你身後也有\n一個人、兩個人、三個人……真熱鬧呢。","22","忍","占卜","AB","18","惡魔偽王國軍","103101","42","0","大坪由佳","157","7"
"人族","3","目標成為頂尖商人的元氣大小姐","只要跟本小姐在一起，\n就絕不會讓你煩惱錢的事情！","12","秋乃","慈善事業","AB","18","墨丘利財團","103201","45","0","松嵜麗","157","12"
"人族","3","令大家歡笑的歡樂牧場主人","我的目標是，\n成為無論何時都能為大家帶來笑容的，最棒的搞笑藝人！\n一起加油的啦！","3","真陽","相聲","B","20","伊麗莎白牧場","103301","35","0","新田恵海","142","11"
"精靈族","3","既純情又放心不下的成熟女性","雖然總是讓你看到我\n沒用的那一面，但是這些\n可不會讓你之外的人看到喔？","16","優花梨","隨意逛街","A","22","墨丘利財團","103401","55","0","今井麻美","164","12"
"精靈族","2","端莊正直的嬌小優等生","test","2","鏡華","讀書","A","8","小小甜心","103601","21","0","小倉唯","118","5"
"人族","8","重情義愛捉弄人的劍術少女","test","11","智","劍術、戲弄長輩","A","13","王宮騎士團","103701","43","0","茅原実里","149","8"
"獸人族","11","喜愛讀書的體弱少女","咳咳，咳咳……雖、雖然身體孱弱，\n至少在心境上要積極向前……！\n啊，但是不行……一站起來就一陣暈眩……","3","栞","讀書、散步","A","14","伊麗莎白牧場","103801","40","0","小清水亜美","153","11"
"精靈族","6","嚮往「朋友」的精靈之森女孩","在交到新朋友之前……\n就先在BB團\n進行特訓吧！","6","碧","交朋友的想像訓練","AB","13","森林守衛","104001","44","0","花澤香菜","158","6"
"人族","6","守護人們而歌唱的唱喚士少女","為了守護人們的和平，\n我使用唱喚術來戰鬥。……最近，還作為偶、偶像開始了演藝活動，\n雖然還有點不太習慣……","3","千歌","各種樂器","O","17","慈樂之音","104201","46","0","福原綾香","163","4"
"獸人族","8","不輸男人的狂野義氣少女","肚子餓了的話就告訴我哦。\n不介意粗茶淡飯的話，\n讓你試試超級好吃的東西吧！","9","真琴","做點心","O","17","哞哞自衛隊","104301","54","0","小松未可子","168","10"
"魔族","5","曾經支配黑夜的最強吸血鬼","test","5","伊莉亞","征服世界","A","??","惡魔偽王國軍","104401","50","0","丹下桜","172","7"
"人族","11","最愛妄想！其實是個害羞少女","空花正在想著你的事。\n……想著你對無法抵抗的空花這樣又那樣、那樣又這樣，嘻嘻、嘻嘻嘻嘻……","19","空花","閱讀小說","AB","18","純白之翼 蘭德索爾分部","104501","49","0","長妻樹里","157","15"
"獸人族","3","鋤強扶弱的貓娘","有能賺錢的事，\n務必來找我談喵！能賺的錢即使是１盧幣也不會放過，這就是我的準則喵～♪","1","珠希","與貓咪玩耍","AB","18","墨丘利財團","104601","48","0","沼倉愛美","158","12"
"人族","10","看不見面容的沉著女騎士","？？？","25","純","格鬥技、入浴","A","25","王宮騎士團","104701","50","0","川澄綾子","171","8"
"人族","11","公事私事都效率至上的傭兵少女","我來當你的師傅吧！\n當然這可不能是免費的。\n我會算清楚時薪喔。","11","美冬","傭兵等等的打工","O","20","墨丘利財團","104801","49","0","田所あずさ","163","12"
"人族","10","姐姐會照顧你的呦！","就讓姐姐我來照料你的生活起居吧！\n無論是做菜，洗衣，或是打掃都行。\n也可以在浴室裡幫你搓背喔！","24","靜流","所有家事","O","18","拉比林斯","104901","54","0","生天目仁美","168","3"
"魔族","1","稍微有點差距的少女戀情","你剛才叫我了對吧？\n我會用成熟淑女的魅力擄獲你的心哦！","3","美咲","閱讀流行雜誌、蒐集化妝品","A","11","月光學院","105001","22","0","久野美咲","120","14"
"人族","3","興趣是實驗的危險科學家","雖然我是個科學家，\n但平常也有在醫治病人哦。\n生病的時候就讓我來幫你看診吧。","7","深月","研究、實驗","A","27","暮光流星群","105101","53","0","三石琴乃","166","13"
"獸人族","3","少女心的毛茸茸生物","我是個很平凡、隨處可見的女孩子喔！\n除、除了外表之外……","14","莉瑪","理毛、聊天","A","18","伊麗莎白牧場","105201","100","0","徳井青空","150","11"
"人族","7","外表與內心都是孩子的異國軍人","將「白色翅膀」命名為純白之翼……\n為了不讓這個名字丟臉，\n我會振翅高飛，華麗的打倒敵人！","28","莫妮卡","逛點心店","A","18","純白之翼 蘭德索爾分部","105301","33","0","辻あゆみ","140","15"
"人族","9","最愛時尚的可愛女孩","test","7","紡希","裁縫","AB","14","慈樂之音","105401","45","0","木戸衣吹","153","4"
"精靈族","4","何時都會一見鍾情，純情少女","test","7","步未","觀察","O","16","純白之翼 蘭德索爾分部","105501","43","0","大関英里","155","15"
"人族","7","散發人情味的帥氣「大姐頭」","test","11","流夏","釣魚","B","25","暮光流星群","105601","54","0","佐藤利奈","167","13"
"人族","3","夢想前往天空冒險的騎空士少女","我呢，想要成為獨當一面的騎空士。\n有朝一日變成像父親那樣的騎空士，\n旅行直到天空的盡頭。這是我的夢想喔！","10","吉塔","冒險、聊天","O","17","？？？","105701","45","0","金元寿子","156",""
"人族","3","元氣滿點的空腹少女","那、那個……你身上有帶著吃的東西嗎？\n我的肚子餓得咕嚕咕嚕叫了……","31","貪吃佩可","邊走邊吃、料理","O","17","美食殿堂","105801","46","0","M・A・O","156","1"
"精靈族","5","仰慕主人，小小嚮導","在下奉命成為了主人您的嚮導。\n為了讓主人滿意，\n在下將會誠心誠意地侍奉您。","11","可可蘿","冥想、養育動植物","B","11","美食殿堂","105901","35","0","伊藤美来","140","1"
"獸人族","9","倒在路旁的謎之貓耳魔法師","怎麼慢吞吞的啦。\n真沒辦法，我來助你一臂之力吧。　給我好好感謝哦！","2","凱留","和貓咪玩耍","A","14","美食殿堂","106001","39","0","立花理香","152","1"
"人族","8","徬徨的謎樣少女","沒關係的，即使……只有我一個人。不要緊的，反正我已經習慣了","11","矛依未","冒險、回憶故事","O","16","？？？","106101","40","0","潘めぐみ","148",""
"精靈族","6","目標成為森林守護者的精靈族少女","","17","亞里莎","蒐集漂亮的葉子","O","15","？？？","106301","42","0","優木かな","155",""
"龍人族","12","失去記憶的龍人族少女","","14","雪菲","讀書、伸展運動","B","14","美食殿堂","106401","???","0","近藤玲奈","147","1"
"龍人族","6","專門用拳頭來交朋友的打手龍少女","","25","嘉夜","格鬥技","B","16","龍族巢穴","106501","???","0","小市眞琴","156","17"
"龍人族","9","嘴上功夫一流的廢材龍娘","","29","祈梨","遊戲","AB","13","龍族巢穴","106601","???","0","藤田茜","145","17"
"龍人族","4","面帶詭譎的笑容看透一切的臥龍首領。","","17","帆稀","繪畫、讀書","O","25","龍族巢穴","106701","???","0","大西沙織","168","17"
"人族","7","祕密結社拉比林斯的「迷宮女王」","","25","拉比林斯達","觀察人類","AB","25","拉比林斯","106801","??","0","沢城みゆき","160","3"
"獸人族","7","謎團重重的蘭德索爾之主","","1","霸瞳皇帝","占卜、支配","AB","29","？？？","106901","??","0","蒼井翔太","166",""
"精靈族","3","隱居在研究所，相當文靜的大姊姊","","24","似似花","模仿、藝術欣賞","O","24","？？？","107001","??","0","井口裕香","149",""
"人族","2","自視甚高的王宮騎士團副團長","","7","克莉絲提娜","和強敵之間的競爭","O","27","王宮騎士團","107101","??","0","たかはし智秋","165","8"
"人族","3","元氣滿點的空腹少女","那、那個……你身上有帶著吃的東西嗎？\n我的肚子餓得咕嚕咕嚕叫了……","31","貪吃佩可（夏日）","邊走邊吃、料理","O","17","美食殿堂","107501","46","0","M・A・O","156","1"
"精靈族","5","仰慕主人，小小嚮導","在下奉命成為了主人您的嚮導。\n為了讓主人滿意，\n在下將會誠心誠意地侍奉您。","11","可可蘿（夏日）","冥想、養育動植物","B","11","美食殿堂","107601","35","0","伊藤美来","140","1"
"人族","12","為了大小姐而努力的冒失女僕","嗚嗚……對不起～\n我又讓廚房爆炸了～\n這樣沒有資格當女僕……","12","鈴莓（夏日）","服侍","O","15","咲戀育幼院","107701","43","0","悠木碧","154","9"
"獸人族","9","倒在路旁的謎之貓耳魔法師","怎麼慢吞吞的啦。\n真沒辦法，我來助你一臂之力吧。　給我好好感謝哦！","2","凱留（夏日）","和貓咪玩耍","A","14","美食殿堂","107801","39","0","立花理香","152","1"
"獸人族","3","鋤強扶弱的貓娘","有能賺錢的事，\n務必來找我談喵！能賺的錢即使是１盧幣也不會放過，這就是我的準則喵～♪","1","珠希（夏日）","與貓咪玩耍","AB","18","墨丘利財團","107901","48","0","沼倉愛美","158","12"
"人族","11","公事私事都效率至上的傭兵少女","我來當你的師傅吧！\n當然這可不能是免費的。\n我會算清楚時薪喔。","11","美冬（夏日）","傭兵等等的打工","O","20","墨丘利財團","108001","49","0","田所あずさ","163","12"
"魔族","12","擅長占卜的靈能少女","我從小就能看見\n其他人看不到的事物。現在你身後也有\n一個人、兩個人、三個人……真熱鬧呢。","22","忍（萬聖節）","占卜","AB","18","惡魔偽王國軍","108101","42","0","大坪由佳","157","7"
"魔族","1","最愛布丁的幽靈少女","太難的事情人家不懂來的～\n只要每天都能吃到布丁的話，\n宮子也可以繼續當幽靈喲～","23","宮子（萬聖節）","吃布丁","B","14","惡魔偽王國軍","108201","32","0","雨宮天","130","7"
"魔族","1","稍微有點差距的少女戀情","你剛才叫我了對吧？\n我會用成熟淑女的魅力擄獲你的心哦！","3","美咲（萬聖節）","閱讀流行雜誌、蒐集化妝品","A","11","月光學院","108301","22","0","久野美咲","120","14"
"人族","6","守護人們而歌唱的唱喚士少女","為了守護人們的和平，\n我使用唱喚術來戰鬥。……最近，還作為偶、偶像開始了演藝活動，\n雖然還有點不太習慣……","3","千歌（聖誕節）","各種樂器","O","17","慈樂之音","108401","46","0","福原綾香","163","4"
"人族","6","愛哭又膽小，令人想去保護的女孩","這個、那個……我叫胡、胡桃……嗚、嗚嗚嗚……怎、怎麼辦……太、太害羞了……對、對不起──！","9","胡桃（聖誕節）","看戲、扮家家酒","B","12","咲戀育幼院","108501","40","0","植田佳奈","150","9"
"人族","5","永遠跟噗吉在一起！","這孩子啊，名叫噗吉。\n雖然是武器，但是會說話呦♪\n是我最重要最重要的朋友～！","10","綾音（聖誕節）","能在房間裡玩的遊戲","B","14","咲戀育幼院","108601","38","0","芹澤優","148","9"
"獸人族","8","最愛幫助別人！　正向思考的格鬥少女","你好！我是日和！\n碰到有困難的人我會去幫助他們！\n你如果樂意要不要一起來呢？","27","日和（新年）","助人、打氣加油","A","16","破曉之星","108701","44","0","東山奈央","155","2"
"人族","4","擅長支援戰鬥，心地善良的少女","雖然不曉得能不能幫上忙……但我也會盡全力地\n支援大家哦！","5","優衣（新年）","料理、觀察人類","O","17","破曉之星","108801","47","0","種田梨沙","158","2"
"魔族","1","冷酷又率直的劍士","能與你相遇一定是因為某種緣份。\n作為同樣以索爾之塔塔頂為目標的同伴，\n一起加油吧。請多指教。","12","怜（新年）","讀書、騎馬、茶","B","18","破曉之星","108901","46","0","早見沙織","163","2"
"魔族","7","專情於命中注定對象的少女","我擁有「破壞者」的名號……\n但是，您無須害怕我哦。\n因為您是我重要的命中注定之人呀……","30","惠理子（情人節）","實驗、裁縫、料理","B","16","暮光流星群","109001","43","0","橋本ちなみ","154","13"
"人族","10","姐姐會照顧你的呦！","就讓姐姐我來照料你的生活起居吧！\n無論是做菜，洗衣，或是打掃都行。\n也可以在浴室裡幫你搓背喔！","24","靜流（情人節）","所有家事","O","18","拉比林斯","109101","54","0","生天目仁美","168","3"
"人族","12","和英靈締結契約的馬納歷亞天才公主","我是安！總之算是馬納歷亞王國的\n第一公主…不過別太拘謹，\n如果能輕鬆地和我變成好朋友的話，我會很開心的！","1","安","讀書","AB","17","？？？","109201","55","0","日笠陽子","156",""
"人族","2","馬納歷亞魔法學院新生","我叫做露！正在就讀\n馬納歷亞魔法學院。你也願意成為\n露的好朋友嗎？","4","露","吃飯，睡覺","O","15","？？？","109301","45","0","こやまきみこ","144",""
"半人半龍","11","擁有超越人類力量的善良龍人公主","我是古蕾婭。同時繼承了\n龍與人的血統…\n那個…請、請多指教","3","古蕾婭","鋼琴","B","17","？？？","109401","67","0","福原綾香","167",""
"人族","11","最愛妄想！其實是個害羞少女","空花正在想著你的事。\n……想著你對無法抵抗的空花這樣又那樣、那樣又這樣，嘻嘻、嘻嘻嘻嘻……","19","空花（大江戶）","閱讀小說","AB","18","純白之翼 蘭德索爾分部","109501","49","0","長妻樹里","157","15"
"人族","8","東國的神祕，請告訴我！","壽司，藝伎，天婦羅……\n嗯~！\n東國的文化真是太美好了~！","31","妮諾（大江戶）","忍法開發","O","16","純白之翼 蘭德索爾分部","109601","51","0","佐藤聡美","163","15"
"鬼族","2","有如鬼助的萬能妹妹女僕","","2","雷姆","戲劇欣賞、詩和散文","?","17","？？？","109701","??","0","水瀬いのり","154",""
"鬼族","2","毒舌系魔鬼姐姐女僕","","2","拉姆","讀書","?","17","？？？","109801","??","0","村川梨衣","154",""
"半妖精族","9","穩重成熟的銀髮半妖精","","23","愛蜜莉雅","幫帕克梳理毛髮、念書","?","114","？？？","109901","??","0","高橋李依","164",""
"魔族","4","天真浪漫的人氣超級名模","秀才，哈嚕～！人家對寫字和算數\n有點……不是有點，是超不擅長耶～\n不過不過，時尚流行的事就交給人家吧～！","10","鈴奈（夏日）","時尚","O","18","月光學院","110001","48","0","上坂すみれ","167","14"
"魔族","8","魅惑眾多男性的純潔女老師","謝謝你總是幫我喔。\n明明我才是年長的一方，卻老是依賴你，真對不起～","14","伊緒（夏日）","看戀愛小說、戀愛劇、戀愛漫畫","B","23","月光學院","110101","52","0","伊藤静","162","14"
"魔族","1","稍微有點差距的少女戀情","","3","美咲（夏日）","閱讀流行雜誌、蒐集化妝品","A","11","月光學院","110201","22","0","久野美咲","120","14"
"精靈族","10","經營育幼院的庶民派溫柔大小姐","吝嗇？　不是的，\n我只是秉持著「不浪費」的精神\n過每一天喔！","4","咲戀（夏日）","經營、茶會","A","17","咲戀育幼院","110301","43","0","堀江由衣","156","9"
"獸人族","8","不輸男人的狂野義氣少女","肚子餓了的話就告訴我哦。\n不介意粗茶淡飯的話，\n讓你試試超級好吃的東西吧！","9","真琴（夏日）","做點心","O","17","哞哞自衛隊","110401","54","0","小松未可子","168","10"
"獸人族","7","隨時都「船到橋頭自然直」的天真少女","嗨呵～！我要又唱又跳\n讓氣氛嗨到最高點喲～！\n來嘛來嘛，你也一起跳吧～！","7","香織（夏日）","跳舞、空手道","A","19","哞哞自衛隊","110501","53","0","高森奈津美","158","10"
"獸人族","9","真步真步王國的公主","人家是真步真步王國的公主，真步公主！\n這奇怪的表情是怎麼了呢？\n真步真步王國是非常遙遠的國家？","22","真步（夏日）","幻想、蒐集玩偶","O","16","哞哞自衛隊","110601","42","0","内田真礼","155","10"
"精靈族","6","嚮往「朋友」的精靈之森女孩","","6","碧（插班生）","交朋友的想像訓練","AB","13","森林守衛","110701","44","0","花澤香菜","158","6"
"精靈族","8","生長在市區的陰暗系精靈族","","7","克蘿依","飛鏢","O","17","聖德蕾莎女子學院（好朋友社）","110801","42","0","種﨑敦美","154","16"
"人族","9","天生自由奔放的失禮現代小孩","","15","琪愛兒","跳舞、卡拉OK","O","16","聖德蕾莎女子學院（好朋友社）","110901","46","0","佐倉綾音","156","16"
"人族","2","沉睡於書庫的小小賢人","","28","優妮","讀書","O","18","聖德蕾莎女子學院（好朋友社）","111001","36","0","小原好美","142","16"
"精靈族","2","端莊正直的嬌小優等生","","2","鏡華（萬聖節）","讀書","A","8","小小甜心","111101","21","0","小倉唯","118","5"
"人族","8","愛好冒險的搗蛋鬼","惡作劇就交給禊吧！\n哥哥，小心別上鉤了唷──♪","10","禊（萬聖節）","惡作劇、探險","O","9","小小甜心","111201","27","0","諸星すみれ","128","5"
"獸人族","4","唱歌、紅蘿蔔或是兔子先生，我全都喜歡♪","蹦蹦跳，好想變成小兔子呢～♪\n美美如果能變成小兔子，\n會最先來給哥哥看喔！","3","美美（萬聖節）","蒐集可愛的東西","O","10","小小甜心","111301","21","0","日高里菜","117","5"
"人族","?","到處找人做朋友的死靈術師少女","","?","露娜","找「朋友」之事","?","??","？？？","111401","28","0","小倉唯","142",""
"人族","2","自視甚高的王宮騎士團副團長","","7","克莉絲提娜（聖誕節）","和強敵之間的競爭","O","27","王宮騎士團","111501","??","0","たかはし智秋","165","8"
"人族","1","能歌善舞的超人氣偶像","","24","望（聖誕節）","看舞台劇，跳舞","B","17","慈樂之音","111601","40","0","日笠陽子","157","4"
"魔族","5","曾經支配黑夜的最強吸血鬼","","5","伊莉亞（聖誕節）","征服世界","A","??","惡魔偽王國軍","111701","50","0","丹下桜","172","7"
"人族","3","元氣滿點的空腹少女","那、那個……你身上有帶著吃的東西嗎？\n我的肚子餓得咕嚕咕嚕叫了……","31","貪吃佩可（新年）","邊走邊吃、料理","O","17","美食殿堂","111801","46","0","M・A・O","156","1"
"精靈族","5","仰慕主人，小小嚮導","在下奉命成為了主人您的嚮導。\n為了讓主人滿意，\n在下將會誠心誠意地侍奉您。","11","可可蘿（新年）","冥想、養育動植物","B","11","美食殿堂","111901","35","0","伊藤美来","140","1"
"獸人族","9","倒在路旁的謎之貓耳魔法師","怎麼慢吞吞的啦。\n真沒辦法，我來助你一臂之力吧。　給我好好感謝哦！","2","凱留（新年）","和貓咪玩耍","A","14","美食殿堂","112001","39","0","立花理香","152","1"
"人族","12","為了大小姐而努力的冒失女僕","嗚嗚……對不起～\n我又讓廚房爆炸了～\n這樣沒有資格當女僕……","12","鈴莓（新年）","服侍","O","15","咲戀育幼院","112101","43","0","悠木碧","154","9"
"獸人族","11","頭腦聰明的美少女名偵探","","3","霞（魔法少女）","讀書、推理","AB","15","哞哞自衛隊","112201","41","0","水瀬いのり","152","10"
"獸人族","11","喜愛讀書的體弱少女","咳咳，咳咳……雖、雖然身體孱弱，\n至少在心境上要積極向前……！\n啊，但是不行……一站起來就一陣暈眩……","3","栞（魔法少女）","讀書、散步","A","14","伊麗莎白牧場","112301","40","0","小清水亜美","153","11"
"人族","4","燦爛的笑容！　夢想成為偶像的女孩","","24","卯月（NGs）","與好友長談","O","17","new generations","112401","45","0","大橋彩香","159","100"
"人族","8","冷酷又美麗的「蒼藍劍士」","","10","凜（NGs）","遛狗","B","15","new generations","112501","44","0","福原綾香","165","100"
"人族","12","目標成為超級巨星的活力女孩☆☆★","","1","未央（NGs）","購物","B","15","new generations","112601","46","0","原紗友里","161","100"
"獸人族","1","視玩樂與睡眠為第一的懶惰少女","","1","鈴（遊俠）","紅豆麵包","B","17","伊麗莎白牧場","112701","42","0","小岩井ことり","144","11"
"人族","3","令大家歡笑的歡樂牧場主人","我的目標是，\n成為無論何時都能為大家帶來笑容的，最棒的搞笑藝人！\n一起加油的啦！","3","真陽（遊俠）","相聲","B","20","伊麗莎白牧場","112801","35","0","新田恵海","142","11"
"人族","8","親人又多話的妹系少女","雖然我想你可能已經不記得了……\n但我是妹妹啊！\n所以可以叫你哥哥嗎？","25","璃乃（奇幻）","裁縫","A","15","拉比林斯","112901","44","0","阿澄佳奈","156","3"
