573fe6b5ace2af420a28b780e4d405e0c68ca7a7c33739cdf80597efd2376ffc,214742dfe5770581aeb57f78ba5294b6fb5e5111ae2e6bcc80f9b3488b983b7d,9d85f20a55d8f1f86ed4015a1b3456efcbe0423047375ec2b5414b1e4014cf43,8853725c3e5d2d2e4f99542658533cdcd01ebf21af8e3a0ae93456971989d63b,e1f8d7e3fade0e77c9d5ac630c623bc0cfa2112fc96e13f309af93268cd16387,fdc9ca99ed4ed8cff38a1dee3bb224400c8b16df59cacdd92e72262c2e029c2a,1704841a217ba35fad8d69cf8cfc4be33cffd0e032d945af9b07c1eba7d8d055,01d3375bfb06adfd208ad25121c2e33673b0045e4ea81fb0035b48764b1d9365,0a4c29a42795bff8c7ba568dc723332cf31b8adfe87f6a297b30fe26d6c483f6,406e92ad27a4864a71d07614e38bce1604f6c608db3b49880a118637b068d2a9
"10112","0","1","0","2021/09/22 16:00:00","1","0","2021/10/02 15:59:59","0","302"
"10113","0","1","0","2021/10/02 16:00:00","1","0","2021/10/11 15:59:59","0","302"
"10114","0","1","0","2021/10/11 16:00:00","1","90025","2021/10/18 15:59:59","0","302"
"10115","0","1","30137","2021/10/18 16:00:00","1","0","2021/10/26 15:59:59","0","302"
"10116","0","1","30136","2021/10/18 16:00:00","1","90026","2021/10/22 15:59:59","0","302"
"10117","0","1","30138","2021/10/22 16:00:00","1","90027","2021/10/26 15:59:59","0","302"
"10118","0","1","0","2021/10/26 16:00:00","1","0","2021/11/01 15:59:59","0","302"
"10119","0","1","0","2021/11/04 16:00:00","1","0","2021/11/13 15:59:59","0","302"
"10120","0","1","0","2021/11/09 16:00:00","1","0","2021/11/16 15:59:59","0","302"
"10121","0","1","30144","2021/11/16 16:00:00","1","0","2021/11/24 15:59:59","0","302"
"10122","0","1","30143","2021/11/16 16:00:00","1","90028","2021/11/20 15:59:59","0","302"
"10123","0","1","30145","2021/11/20 16:00:00","1","0","2021/11/25 15:59:59","0","302"
"10124","0","1","30146","2021/11/25 16:00:00","1","90029","2021/12/02 15:59:59","0","302"
"10125","0","1","0","2021/12/02 16:00:00","1","0","2021/12/11 15:59:59","0","302"
"10126","0","1","0","2021/12/10 16:00:00","1","0","2021/12/17 15:59:59","0","302"
"10127","0","1","40005","2021/12/17 16:00:00","1","0","2021/12/25 15:59:59","0","302"
"10128","0","1","0","2021/12/25 16:00:00","1","0","2022/01/02 15:59:59","0","302"
"10129","0","1","0","2022/01/05 16:00:00","1","0","2022/01/10 15:59:59","0","302"
"10130","0","1","0","2022/01/10 16:00:00","1","90030","2022/01/15 15:59:59","0","302"
"10131","0","1","0","2022/01/15 16:00:00","1","0","2022/01/20 15:59:59","0","302"
"10132","0","1","0","2022/01/20 16:00:00","1","0","2022/01/26 15:59:59","0","302"
"10133","0","1","30157","2022/01/26 16:00:00","1","0","2022/02/01 15:59:59","0","302"
"10134","0","1","30156","2022/01/26 16:00:00","1","90031","2022/02/01 15:59:59","0","302"
"10135","0","1","0","2022/02/04 16:00:00","1","0","2022/02/12 15:59:59","0","302"
"10136","0","1","0","2022/02/12 16:00:00","1","0","2022/02/19 15:59:59","0","302"
"10137","0","1","0","2022/02/19 16:00:00","1","0","2022/02/26 15:59:59","0","302"
"10138","0","1","0","2022/02/26 16:00:00","1","0","2022/03/07 15:59:59","0","302"
"10139","0","1","0","2022/03/07 16:00:00","1","0","2022/03/15 15:59:59","0","302"
"10140","0","1","0","2022/03/15 16:00:00","1","90032","2022/03/20 15:59:59","0","302"
"10141","0","1","0","2022/03/20 16:00:00","1","0","2022/03/28 15:59:59","0","302"
"10142","0","1","0","2022/03/28 16:00:00","1","90033","2022/04/03 15:59:59","0","302"
"10143","0","1","0","2022/04/03 16:00:00","1","0","2022/04/11 15:59:59","0","302"
"10144","0","1","0","2022/04/11 16:00:00","1","0","2022/04/18 15:59:59","0","302"
"10145","0","1","0","2022/04/18 16:00:00","1","0","2022/04/25 15:59:59","0","302"
"10146","0","1","0","2022/04/25 16:00:00","1","0","2022/05/04 15:59:59","0","302"
"10147","0","1","0","2022/05/07 16:00:00","1","0","2022/05/15 15:59:59","0","302"
"10148","0","1","0","2022/05/15 16:00:00","1","90034","2022/05/19 15:59:59","0","302"
"10149","0","1","0","2022/05/19 16:00:00","1","0","2022/05/28 15:59:59","0","302"
"10150","0","1","0","2022/05/28 16:00:00","1","90035","2022/05/31 15:59:59","0","302"
"10151","0","1","0","2022/05/31 16:00:00","1","90036","2022/06/04 15:59:59","0","302"
"10152","0","1","0","2022/06/04 16:00:00","1","0","2022/06/12 15:59:59","0","302"
"10153","0","1","0","2022/06/12 16:00:00","1","0","2022/06/19 15:59:59","0","302"
"10154","0","1","40007","2022/06/19 16:00:00","1","0","2022/06/28 15:59:59","0","302"
"10155","0","1","30180","2022/06/19 16:00:00","1","0","2022/06/28 15:59:59","0","302"
"10156","0","1","0","2022/06/28 16:00:00","1","0","2022/07/02 15:59:59","0","302"
"10157","0","1","30184","2022/07/05 16:00:00","1","0","2022/07/13 15:59:59","0","302"
"10158","0","1","30185","2022/07/10 16:00:00","1","90037","2022/07/13 15:59:59","0","302"
"10159","0","1","0","2022/07/13 16:00:00","1","90038","2022/07/17 15:59:59","0","302"
"10160","0","1","0","2022/07/17 16:00:00","1","0","2022/07/26 15:59:59","0","302"
"10161","0","1","0","2022/07/26 16:00:00","1","0","2022/07/30 15:59:59","0","302"
"10162","0","1","0","2022/08/10 16:00:00","1","0","2022/08/13 15:59:59","0","302"
"10163","0","1","0","2022/08/02 16:00:00","1","0","2022/08/10 15:59:59","0","302"
"10164","0","1","0","2022/08/13 16:00:00","1","90040","2022/08/17 15:59:59","0","302"
"10165","0","1","0","2022/08/17 16:00:00","1","0","2022/08/24 15:59:59","0","302"
"10166","0","1","0","2022/08/24 16:00:00","1","0","2022/09/01 15:59:59","0","302"
"10167","0","1","0","2022/09/04 16:00:00","1","0","2022/09/12 15:59:59","0","302"
"10168","0","1","0","2022/09/12 16:00:00","1","90041","2022/09/16 15:59:59","0","302"
"10169","0","1","0","2022/09/16 16:00:00","1","0","2022/09/25 15:59:59","0","302"
"10170","0","1","0","2022/09/25 16:00:00","1","0","2022/09/29 15:59:59","0","302"
"10171","0","1","0","2022/10/02 16:00:00","1","0","2022/10/11 15:59:59","0","302"
"10172","0","1","0","2022/10/11 16:00:00","1","90043","2022/10/17 15:59:59","0","302"
"10173","0","1","0","2022/10/17 16:00:00","1","0","2022/10/26 15:59:59","0","302"
"10174","0","1","0","2022/10/26 16:00:00","1","0","2022/11/01 15:59:59","0","302"
"10175","0","1","0","2022/11/01 16:00:00","1","0","2022/11/09 15:59:59","0","302"
"10176","0","1","0","2022/11/09 16:00:00","1","0","2022/11/12 15:59:59","0","302"
"10177","0","1","0","2022/11/12 16:00:00","1","90044","2022/11/16 15:59:59","0","302"
"10178","0","1","0","2022/11/16 16:00:00","1","0","2022/11/26 15:59:59","0","302"
"10179","0","1","0","2022/11/26 16:00:00","1","90045","2022/11/29 15:59:59","0","302"
"10180","0","1","0","2022/11/29 16:00:00","1","90046","2022/12/02 15:59:59","0","302"
"10181","0","1","0","2022/12/02 16:00:00","1","0","2022/12/11 15:59:59","0","302"
"10182","0","1","0","2022/12/11 16:00:00","1","0","2022/12/14 15:59:59","0","302"
"10183","0","1","0","2022/12/14 16:00:00","1","90047","2022/12/17 15:59:59","0","302"
"10184","0","1","40008","2022/12/17 16:00:00","1","0","2022/12/25 15:59:59","0","302"
"10185","0","1","0","2022/12/25 16:00:00","1","90048","2022/12/28 15:59:59","0","302"
"10186","0","1","0","2022/12/28 16:00:00","1","90049","2023/01/02 15:59:59","0","302"
"10187","0","1","0","2023/01/05 16:00:00","1","0","2023/01/14 15:59:59","0","302"
"10188","0","1","0","2023/01/14 16:00:00","1","0","2023/01/17 15:59:59","0","302"
"10189","0","1","0","2023/01/17 16:00:00","1","0","2023/01/24 15:59:59","0","302"
"10190","0","1","0","2023/01/24 16:00:00","1","0","2023/02/01 15:59:59","0","302"
"10191","0","1","0","2023/02/01 16:00:00","1","0","2023/02/12 15:59:59","0","302"
"10192","0","1","0","2023/02/12 16:00:00","1","0","2023/02/16 15:59:59","0","302"
"10193","0","1","0","2023/02/16 16:00:00","1","0","2023/02/26 15:59:59","0","302"
"10194","0","1","0","2023/02/26 16:00:00","1","90050","2023/03/01 15:59:59","0","302"
"10195","0","1","0","2023/03/01 16:00:00","1","90051","2023/03/04 15:59:59","0","302"
"10196","0","1","0","2023/03/04 16:00:00","1","0","2023/03/12 15:59:59","0","302"
"10197","0","1","0","2023/03/12 16:00:00","1","0","2023/03/15 15:59:59","0","302"
"10198","0","1","0","2023/03/15 16:00:00","1","90052","2023/03/19 15:59:59","0","302"
"10199","0","1","0","2023/03/19 16:00:00","1","0","2023/03/28 15:59:59","0","302"
"10200","0","1","0","2023/03/31 16:00:00","1","90054","2023/04/03 15:59:59","0","302"
"10201","0","1","0","2023/04/03 16:00:00","1","0","2023/04/12 15:59:59","0","302"
"10202","0","1","0","2023/04/12 16:00:00","1","0","2023/04/19 15:59:59","0","302"
"10203","0","1","0","2023/04/19 16:00:00","1","90055","2023/04/26 15:59:59","0","302"
"10204","0","1","0","2023/04/26 16:00:00","1","0","2023/05/04 15:59:59","0","302"
"10205","0","1","30238","2023/05/07 16:00:00","1","0","2023/05/16 15:59:59","0","302"
"10206","0","1","0","2023/05/16 16:00:00","1","90056","2023/05/20 15:59:59","0","302"
"10207","0","1","0","2023/05/20 16:00:00","1","0","2023/05/28 15:59:59","0","302"
"10208","0","1","0","2023/05/28 16:00:00","1","0","2023/06/04 15:59:59","0","302"
"10209","0","1","0","2023/06/04 16:00:00","1","0","2023/06/15 15:59:59","0","302"
"10210","0","1","0","2023/06/15 16:00:00","1","0","2023/06/17 15:59:59","0","302"
"10211","0","1","0","2023/06/17 16:00:00","1","0","2023/06/19 15:59:59","0","302"
"10212","0","1","40009","2023/06/19 16:00:00","1","0","2023/06/28 15:59:59","0","302"
"10213","0","1","30245","2023/06/19 16:00:00","1","0","2023/06/26 15:59:59","0","302"
"10214","0","1","0","2023/06/28 16:00:00","1","0","2023/07/02 15:59:59","0","302"
"10215","0","1","0","2023/07/05 16:00:00","1","0","2023/07/12 15:59:59","0","302"
"10216","0","1","0","2023/07/12 16:00:00","1","0","2023/07/19 15:59:59","0","302"
"10217","0","1","0","2023/07/19 16:00:00","1","0","2023/07/29 15:59:59","0","302"
"10218","0","1","0","2023/07/29 16:00:00","1","0","2023/08/01 15:59:59","0","302"
"10219","0","1","0","2023/08/01 16:00:00","1","0","2023/08/09 15:59:59","0","302"
"10220","0","1","0","2023/08/09 16:00:00","1","0","2023/08/12 15:59:59","0","302"
"10221","0","1","0","2023/08/12 16:00:00","1","0","2023/08/19 15:59:59","0","302"
"10222","0","1","0","2023/08/19 16:00:00","1","0","2023/08/27 15:59:59","0","302"
"10223","0","1","0","2023/08/27 16:00:00","1","0","2023/09/01 15:59:59","0","302"
"10224","0","1","0","2023/09/01 16:00:00","1","0","2023/09/11 15:59:59","0","302"
"10225","0","1","0","2023/09/11 16:00:00","1","0","2023/09/16 15:59:59","0","302"
"10226","0","1","0","2023/09/16 16:00:00","1","0","2023/09/25 15:59:59","0","302"
"10227","0","1","0","2023/09/28 16:00:00","1","0","2023/10/02 15:59:59","0","302"
"10228","0","1","0","2023/10/02 16:00:00","1","0","2023/10/11 15:59:59","0","302"
"10229","0","1","0","2023/10/11 16:00:00","1","0","2023/10/17 15:59:59","0","302"
"10230","0","1","0","2023/10/17 16:00:00","1","0","2023/10/25 15:59:59","0","302"
"10231","0","1","0","2023/10/25 16:00:00","1","90057","2023/11/01 15:59:59","0","302"
"10232","0","1","0","2023/11/04 16:00:00","1","0","2023/11/13 15:59:59","0","302"
"10233","0","1","0","2023/11/13 16:00:00","1","0","2023/11/16 15:59:59","0","302"
"10234","0","1","0","2023/11/16 16:00:00","1","0","2023/11/26 15:59:59","0","302"
"10235","0","1","0","2023/11/26 16:00:00","1","0","2023/12/01 15:59:59","0","302"
"10236","0","1","0","2023/12/01 16:00:00","1","0","2023/12/10 15:59:59","0","302"
"10237","0","1","0","2023/12/10 16:00:00","1","0","2023/12/13 15:59:59","0","302"
"10238","0","1","0","2023/12/13 16:00:00","1","90058","2023/12/16 15:59:59","0","302"
"10239","0","1","40010","2023/12/16 16:00:00","1","0","2023/12/23 15:59:59","0","302"
"10240","0","1","0","2023/12/23 16:00:00","1","0","2023/12/27 15:59:59","0","302"
"10241","0","1","0","2023/12/27 16:00:00","1","0","2024/01/01 15:59:59","0","302"
"10242","0","1","0","2024/01/04 16:00:00","1","0","2024/01/14 15:59:59","0","302"
"10243","0","1","0","2024/01/14 16:00:00","1","90059","2024/01/17 15:59:59","0","302"
"10244","0","1","0","2024/01/17 16:00:00","1","0","2024/01/27 15:59:59","0","302"
"10245","0","1","0","2024/01/27 16:00:00","1","0","2024/02/01 15:59:59","0","302"
"10246","0","1","0","2024/02/01 16:00:00","1","0","2024/02/10 15:59:59","0","302"
"10247","0","1","0","2024/02/21 16:00:00","1","0","2024/02/26 15:59:59","0","302"
"10248","0","1","0","2024/02/13 16:00:00","1","0","2024/02/21 15:59:59","0","302"
"10249","0","1","0","2024/02/26 16:00:00","1","0","2024/02/29 15:59:59","0","302"
"10250","0","1","0","2024/02/29 16:00:00","1","0","2024/03/05 15:59:59","0","302"
"10251","0","1","0","2024/03/05 16:00:00","1","0","2024/03/15 15:59:59","0","302"
"10252","0","1","0","2024/03/15 16:00:00","1","0","2024/03/20 15:59:59","0","302"
"10253","0","1","0","2024/03/20 16:00:00","1","0","2024/03/29 15:59:59","0","302"
"10254","0","1","0","2024/03/29 16:00:00","1","90060","2024/04/01 15:59:59","0","302"
"10255","0","1","0","2024/04/01 16:00:00","1","0","2024/04/12 15:59:59","0","302"
"10256","0","1","0","2024/04/12 16:00:00","1","0","2024/04/16 15:59:59","0","302"
"10257","0","1","0","2024/04/16 16:00:00","1","0","2024/04/23 15:59:59","0","302"
"10258","0","1","0","2024/04/23 16:00:00","1","0","2024/04/28 15:59:59","0","302"
"10259","0","1","0","2024/04/28 16:00:00","1","0","2024/05/02 15:59:59","0","302"
"10260","0","1","0","2024/05/05 16:00:00","1","0","2024/05/14 15:59:59","0","302"
"10261","0","1","0","2024/05/14 16:00:00","1","90061","2024/05/17 15:59:59","0","302"
"10262","0","1","0","2024/05/17 16:00:00","1","0","2024/05/24 15:59:59","0","302"
"10263","0","1","0","2024/05/24 16:00:00","1","90062","2024/05/28 15:59:59","0","302"
"10264","0","1","0","2024/05/28 16:00:00","1","0","2024/06/02 15:59:59","0","302"
"10265","0","1","0","2024/06/02 16:00:00","1","0","2024/06/15 15:59:59","0","302"
"10266","0","1","30306","2024/06/15 16:00:00","1","0","2024/06/17 15:59:59","0","302"
"10267","0","1","30305","2024/06/15 16:00:00","1","90063","2024/06/17 15:59:59","0","302"
"10268","0","1","0","2024/06/17 16:00:00","1","0","2024/06/24 15:59:59","0","302"
"10269","0","1","0","2024/06/24 16:00:00","1","90064","2024/07/01 15:59:59","0","302"
"10270","0","1","0","2024/07/04 16:00:00","1","0","2024/07/12 15:59:59","0","302"
"10271","0","1","0","2024/07/12 16:00:00","1","0","2024/07/19 15:59:59","0","302"
"10272","0","1","30313","2024/07/19 16:00:00","1","0","2024/07/29 15:59:59","0","302"
"10273","0","1","30312","2024/07/19 16:00:00","1","90065","2024/07/23 15:59:59","0","302"
"10274","0","1","30314","2024/07/23 16:00:00","1","0","2024/07/29 15:59:59","0","302"
"10275","0","1","0","2024/07/29 16:00:00","1","0","2024/08/01 15:59:59","0","302"
"10276","0","1","0","2024/08/01 16:00:00","1","0","2024/08/13 15:59:59","0","302"
"10277","0","1","30318","2024/08/13 16:00:00","1","0","2024/08/16 15:59:59","0","302"
"10278","0","1","30317","2024/08/13 16:00:00","1","0","2024/08/16 15:59:59","0","302"
"10279","0","1","0","2024/08/16 16:00:00","1","0","2024/08/28 15:59:59","0","302"
"10280","0","1","0","2024/08/28 16:00:00","1","0","2024/09/01 15:59:59","0","302"
"10281","0","1","30322","2024/09/04 16:00:00","1","0","2024/09/16 15:59:59","0","302"
"10282","0","1","30323","2024/09/11 16:00:00","1","90066","2024/09/16 15:59:59","0","302"
"10283","0","1","0","2024/09/16 16:00:00","1","0","2024/09/28 15:59:59","0","302"
"10284","0","1","0","2024/09/28 16:00:00","1","0","2024/10/01 15:59:59","0","302"
"10285","0","1","0","2024/10/01 16:00:00","1","0","2024/10/11 15:59:59","0","302"
"10286","0","1","0","2024/10/11 16:00:00","1","0","2024/10/16 15:59:59","0","302"
"10287","0","1","0","2024/10/16 16:00:00","1","0","2024/10/27 15:59:59","0","302"
"10288","0","1","0","2024/10/22 16:00:00","1","0","2024/10/27 15:59:59","0","302"
