0b987c0bb29ed22190e108e30bf719b532b7d69d47c7f011d43e67ab1e999155,3877f5fb12e5b102e2ca7d31a6320507e527ea58520262f6d2df108f80a7bfb0,3bb0beac2b3fa519edf329335c4f28469f2165e4b7e26ae140803f00ff87afde,b848cddd9b48b86b79556ae02966c27c00525240fdf9a275920334335b7ff1f0,40ea1a2683e81f57f9994e57533d59c62330d987202663d5e84d14255e48b4f8,a388d5d9efd008119c8a55543b31a0356e560784ae10584388ce4d2477ecfdf8,7fac91c6a2ff300b148417e57e5aaa6d3ec80faf0de912ba76477d65e0d7c3b1,77afcf33c3bbae93dff1c71ffa8adadaece0df0e6633c39e51c8a7dda1874e1c,b101e552f58c1a03d587c3ef31cc023c67656764ebdf855b4cbf7a4c33591e9c,826be9599fb924d111fc299fd102c67ed55df89002a13f694d8b6b130054286b,61befb1c5e957877d7be5f560ebaaecc31bd5676495b9ff249e1cca34ebcb823,cfaecafdb3fb73fc22ed188b5a3e466fce765a277696a0277bf2de4da75f66d7,96c8d84919505faeef2d439230d904fdfca315ffcf506a452b2bd4c773e97687,3bb366a2fc06c86fbeacdb5db9d5241ccd74539cad15e2d92c14452d4531009c,866f0e1f69cbbee11dcc8faf810c8a560e4ff33687312d31ed5ea1dbd8cd5eb5,63cb44be90359f02fb5882a4c82930dfdca3f67e64e984bc843f1453b4d1b478,1f267baddd0225c726a9d333f23f1094dc3066cab820d81852209848174921f8,44c26a02ece81b3d1020a07ec06a87933bc2c451262958feaf29a3b90f2fb029,243467e8c9e1c5960160da8baa51a5dd664dba33fc693bd0d067ff15bcbc8e03,d8e5a00122730ce40153e88b4dcbe203df32f9306517937ce1d1f159ac0931cf,18878ab35ff0e4422fd62c3cfacf911dedccdde28a2cbeeefb49a5be00b023b6
"3.6","0","1","0","物理傷害+{0}","45","3","1","1","100102201","1","45","1","-1","0","0","1","0","0","0","對敵方單體造成{0}的物理傷害"
"2.4","0","1","0","物理傷害+{0}","30","3","1","1","100102202","1","30","1","600","0","0","99","0","0","0","對範圍內的敵人造成{0}的物理傷害"
"0","0","1","0","","1","3","3","28","100102203","701","2","1","2160","0","0","99","0","100102204","0","每次攻擊增加1500的傷害"
"18","0","2","0","","3","7","3","8","100102204","2","0","1","-1","0","0","1","0","0","0","敵方角色數量為２名以上，發動以下效果"
"1","0","2","0","","1000","7","3","16","100102205","1","0","1","-1","0","0","1","0","0","0","自身的行動速度上升200％"
"0","0","2","0","","0","7","1","28","100102206","1211","0","1","0","0","0","1","0","100102207","0","使自身的ＴＰ恢復1000"
"0","0","2","0","","1","7","3","102","100102207","0","1500","1","-1","100","0","1","0","0","0",""
"0","0","2","0","","1","7","1","45","100102208","1","0","1","0","0","0","1","0","0","0",""
"15","0","0","0","物理攻擊力提升+{0}","1","0","0","90","100150101","2","15","1","0","1","0","0","0","0","0","提升自身{0}的物理攻擊力"
"15","0","0","0","物理攻擊力提升+{0}","1","0","0","90","100151101","2","240","1","0","1","0","0","0","0","0","提升自身{0}的物理攻擊力"
"6","0","2","0","HP回復量+{0}","1","3","3","4","100200101","2","6","1","2160","0.45","0","99","0","0","0","回復我方全體{0}的HP"
"1.2","0","1","0","魔法傷害+{0}","15","3","1","1","100200201","2","15","1","-1","0","0","1","0","0","0","對敵方單體造成{0}的魔法傷害"
"0.23","1","2","1","物理防禦力提升+{0}","1","3","3","10","100200301","20","0.23","1","2160","12","0","99","0","0","0","提升我方全體{0}的物理防禦力"
"8","0","2","0","HP回復量+{0}","1","3","3","4","100201101","2","8","1","2160","0.6","0","99","0","0","0","回復我方全體{0}的HP"
"1.2","1","2","1","物理防禦力提升+{0}","1","3","3","10","100201102","20","1.2","1","2160","18","0","99","0","0","0","提升我方全體{0}的物理防禦力"
"18","0","2","0","無效傷害量+{0}","45","3","3","6","100201103","1","45","1","2160","0","0","99","0","0","0","展開{0}傷害量的物理無效護盾"
"18","0","2","1","","2","3","3","8","100201104","2","0","1","2160","0","0","99","0","0","0","提升我方全體的行動速度100％"
"1.6","0","1","0","魔法傷害+{0}","20","3","1","1","100201201","2","20","1","-1","0","0","1","0","0","0","對敵方單體造成{0}的魔法傷害"
"7.5","1","1","1","物理攻擊力降低+{0}","1","3","1","10","100201202","11","7.5","1","-1","12","0","1","0","0","0","降低敵方單體{0}的物理攻擊力"
"15","0","0","0","魔法攻擊力提升+{0}","1","0","0","90","100250101","4","15","1","0","1","0","0","0","0","0","提升自身{0}的魔法攻擊力"
"15","0","0","0","魔法攻擊力提升+{0}","1","0","0","90","100251101","4","15","1","0","1","0","0","0","0","0","提升自身{0}的魔法攻擊力"
"0","0","0","0","","1","0","0","90","100251102","5","30","1","0","1","0","0","0","0","0","提升自身{0}的魔法防禦力"
"4.8","0","1","0","物理傷害+{0}","60","3","1","1","100300101","1","60","1","-1","0","0","1","0","0","0","對敵方單體造成{0}的物理傷害"
"1.6","0","1","0","物理傷害+{0}","20","3","1","1","100300201","1","20","1","-1","0","0","1","0","0","0","對敵方單體造成{0}的物理傷害"
"0","100300303","2","0","","0","7","1","28","100300301","677","0","1","0","0","0","1","0","100300302","0",""
"1.8","100300305","1","0","","0.5","3","1","18","100300302","1","0","1","4320","0","0","1","0","0","0",""
"1.8","100300306","1","0","","1","3","1","18","100300303","1","0","1","4320","0","0","1","0","0","0",""
"0","100300306","2","0","","0","7","1","28","100300304","677","0","1","0","0","0","1","0","100300305","0",""
"1.6","0","1","0","物理傷害+{0}","20","3","1","1","100300305","1","20","1","-1","0","0","1","0","0","0","對敵方單體造成{0}的物理傷害"
"3.2","0","1","0","","40","3","1","1","100300306","1","40","1","-1","0","0","1","0","0","0",""
"9.6","0","1","0","物理傷害+{0}","120","3","1","1","100301101","1","120","1","-1","0","0","1","0","0","0","對敵方單體造成{0}的物理傷害"
"18","0","2","0","","1","7","1","35","100301102","0","77","1","0","1","0","1","0","0","0","將風之刃暫時纏繞於身"
"1","100301203","2","0","","1","7","1","28","100301201","677","2","1","0","0","0","1","0","100301202","0",""
"1.6","0","1","0","物理傷害+{0}","20","3","1","1","100301202","1","20","1","-1","0","0","1","0","0","0","對敵方單體造成{0}的物理傷害"
"3.2","0","1","0","","40","3","1","1","100301203","1","40","1","-1","0","0","1","0","0","0",""
"0.6","1","1","1","物理防禦力降低+{0}","1","3","1","10","100301204","21","0.6","1","-1","12","0","1","0","0","0","降低敵方單體{0}的物理防禦力"
"1.2","1","1","1","","1","3","1","10","100301205","21","1.2","1","-1","24","0","1","0","0","0",""
"0","100301303","2","0","","0","7","1","28","100301301","677","0","1","0","0","0","1","0","100301302","0",""
"3.2","0","1","0","物理傷害+{0}","40","3","1","1","100301302","1","40","1","-1","0","0","1","0","0","0","對敵方單體造成{0}的物理傷害"
"6.4","0","1","0","","80","3","1","1","100301303","1","80","1","-1","0","0","1","0","0","0",""
"0","100301306","2","0","","0","7","1","28","100301304","677","0","1","0","0","0","1","0","100301305","0",""
"3.2","0","1","0","物理傷害+{0}","40","3","1","1","100301305","1","40","1","-1","0","0","1","0","0","0","對敵方單體造成{0}的物理傷害"
"6.4","0","1","0","","80","3","1","1","100301306","1","80","1","-1","0","0","1","0","0","0",""
"0","100301309","2","0","","0","7","1","28","100301307","677","0","1","0","0","0","1","0","100301308","0",""
"12","0","2","0","","1","7","1","100","100301308","1","0","1","-1","0","0","1","0","0","0","使自身受到的無法行動狀態無效１次"
"24","0","2","0","","2","7","1","100","100301309","1","0","1","-1","0","0","1","0","0","0",""
"0","10030102","2","0","","-1","7","1","22","100301310","1","0","1","-1","0","0","1","0","0","0",""
"15","0","0","0","物理攻擊力提升+{0}","1","0","0","90","100350101","2","15","1","0","1","0","0","0","0","0","提升自身{0}的物理攻擊力"
"15","0","0","0","物理攻擊力提升+{0}","1","0","0","90","100351101","2","15","1","0","1","0","0","0","0","0","提升自身{0}的物理攻擊力"
"0","0","0","0","","1","0","0","90","100351102","1","1125","1","0","1","0","0","0","0","0","提升自身{0}的最大HP"
"0","0","1","0","","0","3","2","7","100400101","1","0","1","2160","0","1","1","0","0","0",""
"1.62","0","1","0","物理傷害+{0}","20.4","1","2","1","100400102","1","20.4","1","300","0","0","99","0","0","0","對範圍內的敵人造成{0}的物理傷害"
"0.6","0","1","0","物理傷害+{0}","8","3","3","1","100400201","1","8","1","2160","0","1","1","0","0","0","對敵方單體造成{0}的物理傷害"
"100","0","1","0","造成黑暗的成功Ｌｖ+{0}","8","3","3","12","100400202","70","0","1","2160","0","1","1","0","0","0","使一名敵人陷入黑暗狀態"
"0.8","0","1","0","物理傷害+{0}","10","14","2","1","100400301","1","10","1","2160","0","0","1","0","0","0","對敵方單體造成{0}的物理傷害"
"20","1","1","1","物理攻擊力降低+{0}","1","1","2","10","100400302","11","20","1","2160","180","0","1","0","0","0","降低敵方單體{0}的物理攻擊力"
"0","1","1","1","","1","1","2","10","100400303","111","25","1","2160","180","0","1","0","0","0","降低敵方單體{0}％的物理暴擊傷害"
"20","1","2","1","物理攻擊力提升+{0}","1","7","1","10","100400304","10","20","1","0","180","0","1","0","0","0","提升自身{0}的物理攻擊力"
"0","100400306","1","0","","1","3","1","28","100400305","1800","0","1","2160","0","0","1","0","0","0","當面前的敵人為複數目標時，發動以下效果"
"20","1","1","1","魔法攻擊力下降+{0}","1","1","2","10","100400306","31","20","1","2160","180","0","1","0","0","0","降低敵方單體{0}的魔法攻擊力"
"0","1","1","1","","1","1","2","10","100400307","121","25","1","2160","180","0","1","0","0","0","降低敵方單體{0}％的魔法暴擊傷害"
"2.4","0","1","0","物理傷害+{0}","30","3","3","1","100401101","1","30","1","2160","0","0","99","0","0","0","對敵方全體造成{0}的物理傷害"
"30","1","1","0","物理攻擊力降低+{0}","1","3","3","10","100401102","11","30","1","2160","18","0","99","0","0","0","降低全體敵人{0}物理攻擊力"
"0","0","1","0","降低物理暴擊+{0}","1","3","3","10","100401103","61","600","1","2160","18","0","99","0","0","0","降低敵方全體的物理暴擊{0}"
"0","0","1","0","","2","3","3","10","100401104","111","25","1","2160","18","0","99","0","0","0","降低敵方全體{0}％的物理暴擊傷害"
"0","100401106","1","0","","1","3","1","28","100401105","1800","0","1","2160","0","0","1","0","0","0","當面前的敵人為複數目標時，發動以下效果"
"2.4","0","1","0","物理傷害+{0}","30","3","3","1","100401106","1","30","1","2160","0","0","99","0","0","0","對敵方全體造成{0}的物理傷害"
"0.7","1","1","0","物理防禦力降低+{0}","1","3","3","10","100401107","21","0.7","1","2160","18","0","99","0","0","0","降低敵方全體{0}的物理防禦力"
"1.6","0","1","0","物理傷害+{0}","20","3","3","1","100401201","1","20","1","2160","0","1","1","0","0","0","對敵方單體造成{0}的物理傷害"
"100","0","1","0","造成黑暗的成功Ｌｖ+{0}","10","3","3","12","100401202","80","0","1","2160","0","1","1","0","0","0","使一名敵人陷入黑暗狀態"
"0","0","1","0","","0","3","3","7","100401203","1","0","1","2160","0","1","1","0","0","0",""
"20","1","1","0","物理攻擊力降低+{0}","1","1","2","10","100401204","11","20","1","200","12","0","99","0","0","0","使範圍內敵人的物理攻擊力降低{0}"
"0","0","1","0","","0","3","2","7","100402201","1","0","1","2160","0","1","1","0","0","0",""
"1.6","0","1","0","物理傷害+{0}","20","3","2","1","100402202","1","20","1","300","0","0","99","0","0","0","對範圍內的敵人造成{0}的物理傷害"
"100","0","1","0","造成黑暗的成功Ｌｖ+{0}","10","3","2","12","100402203","80","0","1","300","0","0","99","0","0","0","使範圍內的敵人陷入黑暗狀態"
"20","1","1","0","物理攻擊力降低+{0}","1","3","2","10","100402204","11","20","1","300","12","0","99","0","0","0","使範圍內敵人的物理攻擊力降低{0}"
"1","0","1","0","","75","3","2","16","100402205","2","0","1","300","0","0","99","0","0","0","讓範圍內的敵人TP失去{0}"
"0","100402207","1","0","","1","3","1","28","100402206","1800","0","1","2160","0","0","1","0","0","0","當面前的敵人為複數目標時，發動以下效果"
"1.6","0","1","0","物理傷害+{0}","20","3","2","1","100402207","1","20","1","300","0","0","99","0","0","0","對範圍內的敵人造成{0}的物理傷害"
"0.3","1","1","0","物理防禦力降低+{0}","1","3","2","10","100402208","21","0.3","1","300","12","0","99","0","0","0","降低範圍內的敵人{0}的物理防禦力"
"2","0","0","0","物理防禦力提升+{0}","1","0","0","90","100450101","3","2","1","0","1","0","0","0","0","0","提升自身{0}的物理防禦力"
"2","0","0","0","物理防禦力提升+{0}","1","0","0","90","100451101","3","2","1","0","1","0","0","0","0","0","提升自身{0}的物理防禦力"
"0","0","0","0","","1","0","0","90","100451102","2","225","1","0","1","0","0","0","0","0","提升自身{0}的物理攻擊力"
"0","0","1","0","","100","3","1","2","100500101","3","0","1","2160","0","2","1","0","0","0",""
"0","0","1","0","","100","3","1","7","100500102","1","0","1","2160","0","2","1","0","0","0",""
"2.4","0","1","0","物理傷害+{0}","30","3","2","1","100500103","1","30","1","300","0","0","99","0","0","0","對範圍內的敵人造成{0}的物理傷害"
"0.27","0","1","0","物理傷害+{0}","3.4","3","2","1","100500201","1","3.4","1","300","0","0","99","0","0","0","對範圍內的敵人造成{0}的物理傷害"
"2","0","1","0","造成暈眩的成功Ｌｖ+{0}","0","3","2","8","100500202","7","0","1","300","0","0","99","0","0","0","使範圍內的敵人一段時間內無法行動"
"0.8","0","1","0","物理傷害+{0}","10","3","2","1","100500301","1","10","1","300","0","0","99","0","0","0","對範圍內的敵人造成{0}的物理傷害"
"0","0","1","0","","100","3","1","2","100501101","3","0","1","2160","0","2","1","0","0","0",""
"0","0","1","0","","100","3","1","7","100501102","1","0","1","2160","0","2","1","0","0","0",""
"2.4","0","1","0","物理傷害+{0}","30","3","2","1","100501103","1","30","1","450","0","0","99","0","0","0","對範圍內的敵人造成{0}的物理傷害"
"0","3","2","0","","1","7","1","26","100501104","100501103","0.00005","1","0","0","0","1","0","0","0",""
"0","1","2","0","","1","7","1","26","100501105","100501106","1","1","0","0","0","1","0","0","0",""
"18","0","2","0","無效傷害量+{0}","45","7","1","6","100501106","5","45","1","0","0","0","1","0","0","0","展開{0}傷害比例的物理魔法無效屏障"
"0.54","0","1","0","物理傷害+{0}","3.4","3","2","1","100501201","1","3.4","1","300","0","0","99","0","0","0","對範圍內的敵人造成{0}的物理傷害"
"2","0","1","0","造成暈眩的成功Ｌｖ+{0}","0","3","2","8","100501202","7","0","1","300","0","0","99","0","0","0","使範圍內的敵人一段時間內無法行動"
"2.24","1","2","0","物理防禦力提升+{0}","1","7","1","10","100501203","20","2.24","1","0","12","0","1","0","0","0","提升自身{0}的物理防禦力"
"2.24","1","2","0","魔法防禦力提升+{0}","1","7","1","10","100501204","40","2.24","1","0","12","0","1","0","0","0","提升自身{0}的魔法防禦力"
"15","0","0","0","物理攻擊力提升+{0}","1","0","0","90","100550101","2","15","1","0","1","0","0","0","0","0","提升自身{0}的物理攻擊力"
"15","0","0","0","物理攻擊力提升+{0}","1","0","0","90","100551101","2","15","1","0","1","0","0","0","0","0","提升自身{0}的物理攻擊力"
"0","0","0","0","","1","0","0","90","100551102","3","30","1","0","1","0","0","0","0","0","提升自身{0}的物理防禦力"
"8.5","1","2","0","魔法攻擊力提升+{0}","1","3","3","10","100600101","30","8.5","1","2160","18","0","99","0","0","0","提升我方全體{0}的魔法攻擊力"
"0","1","2","0","","1","3","3","10","100600102","90","1","1","2160","18","0","99","0","0","0","使我方全體提升{0}的ＨＰ吸收"
"9.5","2","2","0","","13","34","3","26","100600103","100600101","9.5","1","2160","8.5","0","1","8.5","0","0",""
"0","2","2","0","","13","34","3","26","100600104","100600102","1.12","1","2160","1","0","1","0","0","0",""
"0","100600103","2","0","","0","7","1","28","100600105","1211","1","1","0","0","0","1","0","0","0",""
"1.6","0","1","0","魔法傷害+{0}","20","3","1","1","100600201","2","20","1","-1","0","0","1","0","0","0","對敵方單體造成{0}的魔法傷害"
"0","0","1","0","","0","3","3","7","100600301","1","0","1","2160","0","0","1","0","0","0",""
"1","1","1","1","魔法防禦力降低+{0}","1","3","2","10","100600302","41","1","1","300","18","0","99","0","0","0","使範圍內敵人的魔法防禦力下降{0}"
"0","1","1","1","","1","3","2","10","100600303","141","8","1","300","18","0","99","0","0","0","使範圍內敵人的被暴擊傷害提升{0}％"
"45","1","2","0","魔法攻擊力提升+{0}","1","3","3","10","100601101","30","45","1","2160","18","0","99","0","0","0","提升我方全體{0}的魔法攻擊力"
"0","1","2","0","","1","3","3","10","100601102","70","150","1","2160","18","0","99","0","0","0","使全體夥伴的魔法暴擊提升{0}"
"0","1","2","0","","1","3","3","10","100601103","90","2","1","2160","18","0","99","0","0","0","使我方全體提升{0}的ＨＰ吸收"
"18","0","2","0","吸收傷害量+{0}","24","3","3","6","100601104","3","24","1","2160","0","0","99","0","0","0","展開可吸收{0}傷害量的物理吸收護盾"
"18","0","2","0","吸收傷害量+{0}","24","3","3","6","100601105","4","24","1","2160","0","0","99","0","0","0","展開可吸收{0}傷害量的魔法吸收護盾"
"0.55","1","1","0","魔法防禦力降低+{0}","1","3","3","10","100601106","41","0.55","1","2160","18","0","99","0","0","0","使全體敵人的魔法防禦力下降{0}"
"50","2","2","0","","13","34","3","26","100601107","100601101","50","1","2160","45","0","1","45","0","0",""
"0","2","2","0","","13","34","3","26","100601108","100601102","167","1","2160","150","0","1","0","0","0",""
"0","2","2","0","","13","34","3","26","100601109","100601103","2.5","1","2160","2","0","1","0","0","0",""
"27","1","2","0","","13","34","3","26","100601110","100601104","27","1","2160","24","0","1","24","0","0",""
"27","1","2","0","","13","34","3","26","100601111","100601105","27","1","2160","24","0","1","24","0","0",""
"0.62","2","2","0","","13","34","3","26","100601112","100601106","0.62","1","2160","0.55","0","1","0.55","0","0",""
"0","100601107","2","0","","0","7","1","28","100601113","1211","1","1","0","0","0","1","0","0","0",""
"2","0","1","0","魔法傷害+{0}","25","3","1","1","100601201","2","25","1","-1","0","0","1","0","0","0","對敵方單體造成{0}的魔法傷害"
"0.2","1","1","1","魔法防禦力降低+{0}","1","3","1","10","100601202","41","0.2","1","-1","12","0","1","0","0","0","降低敵方單體{0}的魔法防禦力"
"0","0","1","0","","0","3","3","7","100602201","1","0","1","2160","0","0","1","0","0","0",""
"2","0","1","0","魔法傷害+{0}","25","3","2","1","100602202","2","25","1","300","0","0","99","0","0","0","對範圍內的敵人造成{0}的魔法傷害"
"0.2","1","1","1","魔法防禦力降低+{0}","1","3","1","10","100602203","41","0.2","1","-1","12","0","1","0","0","0","使範圍內敵人的魔法防禦力下降{0}"
"0","0","2","0","","1","7","1","45","100602204","1","0","1","0","0","0","1","0","0","0",""
"180","0","1","0","詛咒每秒所造成的傷害+{0}","8","3","2","9","100602205","3","8","1","300","0","0","99","0","0","0","造成{0}傷害並陷入詛咒狀態"
"2","0","1","0","魔法傷害+{0}","25","3","1","1","100610101","2","25","1","-1","0","0","1","0","0","0","對敵方單體造成{0}的魔法傷害"
"1.25","0","1","0","魔法傷害+{0}","15","3","1","1","100610201","2","15","1","550","0","0","99","0","0","0","對敵方單體造成{0}的魔法傷害"
"15","0","0","0","魔法攻擊力提升+{0}","1","0","0","90","100650101","4","15","1","0","1","0","0","0","0","0","提升自身{0}的魔法攻擊力"
"15","0","0","0","魔法攻擊力提升+{0}","1","0","0","90","100651101","4","240","1","0","1","0","0","0","0","0","提升自身{0}的魔法攻擊力"
"3.6","0","1","0","物理傷害+{0}","45","3","1","1","100700101","1","45","1","-1","0","0","1","0","0","0","對敵方單體造成{0}的物理傷害"
"12","0","2","0","HP回復量+{0}","1","7","3","4","100700102","1","12","1","0","1","0","1","0","0","0","回復自身{0}的HP"
"0","0","2","0","","6","7","1","21","100700201","1","0","1","0","0","0","1","0","0","0","一段時間內成為無敵狀態"
"0.2","1","2","1","物理防禦力提升+{0}","1","7","2","10","100700202","20","0.2","1","0","12","0","1","0","0","0","提升自身{0}的物理防禦力"
"7.5","0","2","0","HP回復量+{0}","1","7","1","4","100700301","1","7.5","1","0","1","0","1","0","0","0","回復自身{0}的HP"
"5.2","0","1","0","物理傷害+{0}","65","3","1","1","100701101","1","65","1","-1","0","0","1","0","0","0","對敵方單體造成{0}的物理傷害"
"1","1","1","1","物理防禦力降低+{0}","1","3","1","10","100701102","21","1","1","-1","18","0","1","0","0","0","降低敵方單體{0}的物理防禦力"
"12","0","2","0","HP回復量+{0}","1","7","3","4","100701103","1","12","1","0","1","0","1","0","0","0","回復自身{0}的HP"
"0","1","2","1","","1","7","2","10","100701104","50","30.1","1","0","180","0","1","0","0","0","使自己的迴避提高{0}  "
"0","0","2","0","","6","7","1","21","100701201","1","0","1","0","0","0","1","0","0","0","一段時間內成為無敵狀態"
"0","1","2","1","","1","7","2","10","100701202","50","30.1","1","0","12","0","1","0","0","0","使自己的迴避提高{0}  "
"1.4","1","2","1","物理防禦力提升+{0}","1","7","2","10","100701203","20","1.4","1","0","12","0","1","0","0","0","提升自身{0}的物理防禦力"
"0","0","2","0","","6","7","1","21","100702201","1","0","1","0","0","0","1","0","0","0","一段時間內成為無敵狀態"
"0","1","2","1","","1","7","2","10","100702202","50","30.1","1","0","12","0","1","0","0","0","使自己的迴避提高{0}  "
"1.4","1","2","1","物理防禦力提升+{0}","1","7","2","10","100702203","20","1.4","1","0","12","0","1","0","0","0","提升自身{0}的物理防禦力"
"0","100702206","1","0","","1","3","1","28","100702204","501","2","1","-1","0","0","1","0","100702205","0",""
"180","0","1","0","詛咒每秒所造成的傷害+{0}","8","3","3","9","100702205","3","8","1","2160","0","0","1","0","0","0","當敵人不處於詛咒狀態時，{0}給予傷害並使其陷入詛咒狀態"
"0","0","1","0","","1","3","1","28","100702206","504","2","1","-1","0","0","1","0","100702207","0",""
"180","0","1","0","咒術的初期傷害量+{0}","3.36","3","3","9","100702207","5","3.36","1","2160","0","0","1","150","0","0","敵人處於詛咒狀態而非咒術狀態時，造成每秒增加初期數值{0}之150％傷害的咒術狀態"
"2","0","0","0","物理防禦力提升+{0}","1","0","0","90","100750101","3","2","1","0","1","0","0","0","0","0","提升自身{0}的物理防禦力"
"2","0","0","0","物理防禦力提升+{0}","1","0","0","90","100751101","3","32","1","0","1","0","0","0","0","0","提升自身{0}的物理防禦力"
"0.405","0","1","0","魔法傷害+{0}","4.5","3","3","1","100800101","2","4.5","1","2160","0","0","99","0","0","0","對敵方全體造成{0}的魔法傷害"
"0.345","1","1","1","物理防禦力降低+{0}","1","3","3","10","100800102","21","0.345","1","2160","18","0","99","0","0","0","降低敵方全體{0}的物理防禦力"
"1.2","0","1","0","魔法傷害+{0}","15","3","3","1","100800201","2","15","1","2160","0","1","1","0","0","0","對敵方單體造成{0}的魔法傷害"
"100","0","1","0","造成黑暗的成功Ｌｖ+{0}","8","1","3","12","100800202","40","0","1","2160","0","0","1","0","0","0","使一名敵人陷入黑暗狀態"
"0","0","2","0","TP回復量+{0}","75","12","3","16","100800301","1","2.5","1","2160","0","0","1","0","0","0","回復我方單體{0}的TP"
"1.62","1","1","0","魔法傷害+{0}","20.25","3","3","1","100801101","2","20.25","1","2160","0","0","99","0","0","0","對敵方全體造成{0}防禦力較低者可防禦的魔法傷害"
"0.7","1","1","1","物理防禦力降低+{0}","1","3","3","10","100801102","21","0.7","1","2160","18","0","99","0","0","0","降低敵方全體{0}的物理防禦力"
"100","0","1","0","造成魅惑的成功Ｌｖ+{0}","4","3","3","11","100801103","0","0","1","2160","0","0","99","0","0","0","魅惑全體敵人"
"1.2","0","1","0","魔法傷害+{0}","15","3","3","1","100801201","2","15","1","2160","0","1","1","0","0","0","對敵方單體造成{0}的魔法傷害"
"100","0","1","0","造成黑暗的成功Ｌｖ+{0}","8","3","3","12","100801202","40","0","1","2160","0","1","1","0","0","0","使一名敵人陷入黑暗狀態"
"100","0","1","0","造成魅惑的成功Ｌｖ+{0}","8","3","3","11","100801203","0","0","1","2160","0","1","1","0","0","0","誘惑敵單體"
"0","0","2","0","","725","12","3","16","100820301","1","0","1","2160","0","0","1","0","0","0","回復我方單體{0}的TP"
"8","1","2","0","物理攻擊力提升+{0}","1","1","3","10","100820302","10","-2080","1","2160","12","0","0","0","0","0","讓一名同伴的物理攻擊力提升{0}"
"15","0","0","0","魔法攻擊力提升+{0}","1","0","0","90","100850101","4","15","1","0","1","0","0","0","0","0","提升自身{0}的魔法攻擊力"
