f3a0b822fb2c35fec7c5381edb2d8bce283507d6bcb3dad835af69c1f6145d72,207aa556166fe6a79b578b93ca1c00ca225b46695da52b6cce484bc9632c0374,21c64d2508adc4be474df3013b4254893dbd964bfda34d46e01d531aca557f42,7ad2dfad628b4b91d3d3c41181fa60762cab869990902007ed357b7cdfb76aac,32789f1460a8646c8177bfdd3131b2f7b7856d77eea9f310e168b1d67cdc17ea,66696eab6cfabb5743519d5d81487f91f65e4b750a1a0be5b8f8a1ebb8a3b6f2,2f619be96d3bd5f5506bd8e56e8c8142546f24b02f51531324c4ba482d923bba,90d62946bf123a19854599ef0916cf0e8cb2c0ed21626f42e8891f1db8dc8b6d,d02430574a7f992cb50ad7076e9e452faef68160355b8125b688ca2fb28db7f4,bd7b70223cc8f81efd30eddbd6f5f14df55cdab3764b0dad4f810ef167e81bb8,5d372cd32ee2f66cca3c84338c70e46c7b6223dbcab54fe3fc740d2f4b32e695,44816c7ab3b1644036568aa7070806bc4fd8fc0b8ffc0dc6ef176ddc89377cd8,91f76259641f555b9e9d66f37322596a11b01278291cd4108a539f385a79b952,045b9470f70d591490a4860d91c7f97c98eb2ba6d07c27ddfe485c2b3e7e3a00,88e30831f193efd0ab76515aed792bf5aa6047aba1177af2e8d98daf55eed126,e05f5d77f59bb797ccfa743095e86ca6b3bf8f6c1cb4e18e36f23a186d6ddb24,f7fc82bff83614cf2a3a3155927c020fece7c36c90fd60c96a26182a1c20b706,b42b367901556c07727aae46a4c960624bbac23f3979457fc440ce18579abff4,e3c0046e228e70c8c4bf2b9b9dd76ed629fa32bd7081bf78721f2e09e9eb632c,f3260f7aa35c3bc5d8141153973a70b648de2e1d0fc893f6b39c4072fbb2960f,aca332da1f3f0d4d7041da078f71a6bcac1622daf575395abd88ccbb2e955581,4c6f1020107b13b9dfbf288e0bd8fb21258f3c00374c621c86d8d92f8c2664b7,ef2e039af8c5e4de6e57051d426ebf352320a3c7c5025a76af0d7df37149a70b,3fe1f4f8860ecb9246f3fb41b9da5fabbf000d092304f161259c2080a48b4730,3f459923b7f8dad6fba4a2a16ea82050493e3a4786760f51c3de7eb34d32826a,2e362faa8a53d4016361ba4ebbe51216efeecf99ca4d2c78543e90744910376e
"181001022","182100","2030/12/17 14:59:59","30","81001022","紅焰的深域3-2","10","25011","0","10","100160","215","0","81001","0","90","0","810010221","2024/06/14 16:00:00","25021","281001022","10","100","0","4200","381001022"
"181001023","182100","2030/12/17 14:59:59","30","81001023","紅焰的深域3-3","10","25011","0","10","100160","215","0","81001","0","90","0","810010231","2024/06/14 16:00:00","25021","281001023","10","175","0","4400","381001023"
"181001024","182100","2030/12/17 14:59:59","30","81001024","紅焰的深域3-4","10","25011","0","10","100160","215","0","81001","0","90","0","810010241","2024/06/14 16:00:00","25021","281001024","10","50","0","4550","381001024"
"181001025","182100","2030/12/17 14:59:59","30","81001025","紅焰的深域3-5","10","25011","0","10","100160","215","0","81001","0","90","0","810010251","2024/06/14 16:00:00","25021","281001025","10","125","0","4750","381001025"
"181001026","182100","2030/12/17 14:59:59","30","81001026","紅焰的深域3-6","10","25011","0","10","100170","215","0","81001","0","90","0","810010261","2024/06/14 16:00:00","25021","281001026","10","200","0","4950","381001026"
"181001027","182100","2030/12/17 14:59:59","30","81001027","紅焰的深域3-7","10","25011","0","10","100160","215","0","81001","0","90","0","810010271","2024/06/14 16:00:00","25021","281001027","10","25","0","5100","381001027"
"181001028","182100","2030/12/17 14:59:59","30","81001028","紅焰的深域3-8","10","25011","0","10","100160","215","0","81001","0","90","0","810010281","2024/06/14 16:00:00","25021","281001028","10","100","0","5300","381001028"
"181001029","182100","2030/12/17 14:59:59","30","81001029","紅焰的深域3-9","10","25011","0","10","100160","215","0","81001","0","90","0","810010291","2024/06/14 16:00:00","25021","281001029","10","175","0","5500","381001029"
"181001030","182100","2030/12/17 14:59:59","30","81001030","紅焰的深域3-10","10","25011","0","10","81001","215","0","81001","0","90","0","810010301","2024/06/14 16:00:00","25021","281001030","10","50","0","5750","381001030"
"181001031","182100","2030/12/17 14:59:59","60","81001031","紅焰的深域4-1","10","25011","0","10","100160","215","0","81001","0","90","0","810010311","2024/06/14 16:00:00","25021","281001031","10","25","0","6000","381001031"
"181001032","182100","2030/12/17 14:59:59","60","81001032","紅焰的深域4-2","10","25011","0","10","100160","215","0","81001","0","90","0","810010321","2024/06/14 16:00:00","25021","281001032","10","100","0","6200","381001032"
"181001033","182100","2030/12/17 14:59:59","60","81001033","紅焰的深域4-3","10","25011","0","10","100160","215","0","81001","0","90","0","810010331","2024/06/14 16:00:00","25021","281001033","10","175","0","6400","381001033"
"181001034","182100","2030/12/17 14:59:59","60","81001034","紅焰的深域4-4","10","25011","0","10","100160","215","0","81001","0","90","0","810010341","2024/06/14 16:00:00","25021","281001034","10","50","0","6550","381001034"
"181001035","182100","2030/12/17 14:59:59","60","81001035","紅焰的深域4-5","10","25011","0","10","100160","215","0","81001","0","90","0","810010351","2024/06/14 16:00:00","25021","281001035","10","125","0","6750","381001035"
"181001036","182100","2030/12/17 14:59:59","60","81001036","紅焰的深域4-6","10","25011","0","10","100170","215","0","81001","0","90","0","810010361","2024/06/14 16:00:00","25021","281001036","10","200","0","6950","381001036"
"181001037","182100","2030/12/17 14:59:59","60","81001037","紅焰的深域4-7","10","25011","0","10","100160","215","0","81001","0","90","0","810010371","2024/06/14 16:00:00","25021","281001037","10","25","0","7100","381001037"
"181001038","182100","2030/12/17 14:59:59","60","81001038","紅焰的深域4-8","10","25011","0","10","100160","215","0","81001","0","90","0","810010381","2024/06/14 16:00:00","25021","281001038","10","100","0","7300","381001038"
"181001039","182100","2030/12/17 14:59:59","60","81001039","紅焰的深域4-9","10","25011","0","10","100160","215","0","81001","0","90","0","810010391","2024/06/14 16:00:00","25021","281001039","10","175","0","7500","381001039"
"181001040","182100","2030/12/17 14:59:59","60","81001040","紅焰的深域4-10","10","25011","0","10","81001","215","0","81001","0","90","0","810010401","2024/06/14 16:00:00","25021","281001040","10","50","0","7750","381001040"
"181001041","182100","2030/12/17 14:59:59","90","81001041","紅焰的深域5-1","10","25011","0","10","100160","215","0","81001","0","90","0","810010411","2024/06/14 16:00:00","25021","281001041","10","25","0","8000","381001041"
"181001042","182100","2030/12/17 14:59:59","90","81001042","紅焰的深域5-2","10","25011","0","10","100160","215","0","81001","0","90","0","810010421","2024/06/14 16:00:00","25021","281001042","10","100","0","8200","381001042"
"181001043","182100","2030/12/17 14:59:59","90","81001043","紅焰的深域5-3","10","25011","0","10","100160","215","0","81001","0","90","0","810010431","2024/06/14 16:00:00","25021","281001043","10","175","0","8400","381001043"
"181001044","182100","2030/12/17 14:59:59","90","81001044","紅焰的深域5-4","10","25011","0","10","100160","215","0","81001","0","90","0","810010441","2024/06/14 16:00:00","25021","281001044","10","50","0","8550","381001044"
"181001045","182100","2030/12/17 14:59:59","90","81001045","紅焰的深域5-5","10","25011","0","10","100160","215","0","81001","0","90","0","810010451","2024/06/14 16:00:00","25021","281001045","10","125","0","8750","381001045"
"181001046","182100","2030/12/17 14:59:59","90","81001046","紅焰的深域5-6","10","25011","0","10","100170","215","0","81001","0","90","0","810010461","2024/06/14 16:00:00","25021","281001046","10","200","0","8950","381001046"
"181001047","182100","2030/12/17 14:59:59","90","81001047","紅焰的深域5-7","10","25011","0","10","100160","215","0","81001","0","90","0","810010471","2024/06/14 16:00:00","25021","281001047","10","25","0","9100","381001047"
"181001048","182100","2030/12/17 14:59:59","90","81001048","紅焰的深域5-8","10","25011","0","10","100160","215","0","81001","0","90","0","810010481","2024/06/14 16:00:00","25021","281001048","10","100","0","9300","381001048"
"181001049","182100","2030/12/17 14:59:59","90","81001049","紅焰的深域5-9","10","25011","0","10","100160","215","0","81001","0","90","0","810010491","2024/06/14 16:00:00","25021","281001049","10","175","0","9500","381001049"
"181001050","182100","2030/12/17 14:59:59","90","81001050","紅焰的深域5-10","10","25011","0","10","81001","215","0","81001","0","90","0","810010501","2024/06/14 16:00:00","25021","281001050","10","50","0","9750","381001050"
"181001051","182100","2030/12/17 14:59:00","230","81001051","紅焰的深域6-1","10","25011","0","10","100160","215","0","81001","0","90","0","810010511","2025/03/15 16:00:00","25021","281001051","10","25","0","10000","381001051"
"181001052","182100","2030/12/17 14:59:00","230","81001052","紅焰的深域6-2","10","25011","0","10","100160","215","0","81001","0","90","0","810010521","2025/03/15 16:00:00","25021","281001052","10","100","0","10200","381001052"
"181001053","182100","2030/12/17 14:59:00","230","81001053","紅焰的深域6-3","10","25011","0","10","100160","215","0","81001","0","90","0","810010531","2025/03/15 16:00:00","25021","281001053","10","175","0","10400","381001053"
"181001054","182100","2030/12/17 14:59:00","230","81001054","紅焰的深域6-4","10","25011","0","10","100160","215","0","81001","0","90","0","810010541","2025/03/15 16:00:00","25021","281001054","10","50","0","10550","381001054"
"181001055","182100","2030/12/17 14:59:00","230","81001055","紅焰的深域6-5","10","25011","0","10","100160","215","0","81001","0","90","0","810010551","2025/03/15 16:00:00","25021","281001055","10","125","0","10750","381001055"
"181001056","182100","2030/12/17 14:59:00","230","81001056","紅焰的深域6-6","10","25011","0","10","100170","215","0","81001","0","90","0","810010561","2025/03/15 16:00:00","25021","281001056","10","200","0","10950","381001056"
"181001057","182100","2030/12/17 14:59:00","230","81001057","紅焰的深域6-7","10","25011","0","10","100160","215","0","81001","0","90","0","810010571","2025/03/15 16:00:00","25021","281001057","10","25","0","11100","381001057"
"181001058","182100","2030/12/17 14:59:00","230","81001058","紅焰的深域6-8","10","25011","0","10","100160","215","0","81001","0","90","0","810010581","2025/03/15 16:00:00","25021","281001058","10","100","0","11300","381001058"
"181001059","182100","2030/12/17 14:59:00","230","81001059","紅焰的深域6-9","10","25011","0","10","100160","215","0","81001","0","90","0","810010591","2025/03/15 16:00:00","25021","281001059","10","175","0","11500","381001059"
"181001060","182100","2030/12/17 14:59:00","230","81001060","紅焰的深域6-10","10","25011","0","10","81001","215","0","81001","0","90","0","810010601","2025/03/15 16:00:00","25021","281001060","10","50","0","11750","381001060"
"181001061","182100","2030/12/17 14:59:00","260","81001061","紅焰的深域7-1","10","25011","0","10","100160","215","0","81001","0","90","0","810010611","2025/03/15 16:00:00","25021","281001061","10","25","0","12000","381001061"
"181001062","182100","2030/12/17 14:59:00","260","81001062","紅焰的深域7-2","10","25011","0","10","100160","215","0","81001","0","90","0","810010621","2025/03/15 16:00:00","25021","281001062","10","100","0","12200","381001062"
"181001063","182100","2030/12/17 14:59:00","260","81001063","紅焰的深域7-3","10","25011","0","10","100160","215","0","81001","0","90","0","810010631","2025/03/15 16:00:00","25021","281001063","10","175","0","12400","381001063"
"181001064","182100","2030/12/17 14:59:00","260","81001064","紅焰的深域7-4","10","25011","0","10","100160","215","0","81001","0","90","0","810010641","2025/03/15 16:00:00","25021","281001064","10","50","0","12550","381001064"
"181001065","182100","2030/12/17 14:59:00","260","81001065","紅焰的深域7-5","10","25011","0","10","100160","215","0","81001","0","90","0","810010651","2025/03/15 16:00:00","25021","281001065","10","125","0","12750","381001065"
"181001066","182100","2030/12/17 14:59:00","260","81001066","紅焰的深域7-6","10","25011","0","10","100170","215","0","81001","0","90","0","810010661","2025/03/15 16:00:00","25021","281001066","10","200","0","12950","381001066"
"181001067","182100","2030/12/17 14:59:00","260","81001067","紅焰的深域7-7","10","25011","0","10","100160","215","0","81001","0","90","0","810010671","2025/03/15 16:00:00","25021","281001067","10","25","0","13100","381001067"
"181001068","182100","2030/12/17 14:59:00","260","81001068","紅焰的深域7-8","10","25011","0","10","100160","215","0","81001","0","90","0","810010681","2025/03/15 16:00:00","25021","281001068","10","100","0","13300","381001068"
"181001069","182100","2030/12/17 14:59:00","260","81001069","紅焰的深域7-9","10","25011","0","10","100160","215","0","81001","0","90","0","810010691","2025/03/15 16:00:00","25021","281001069","10","175","0","13500","381001069"
"181001070","182100","2030/12/17 14:59:00","260","81001070","紅焰的深域7-10","10","25011","0","10","81001","215","0","81001","0","90","0","810010701","2025/03/15 16:00:00","25021","281001070","10","50","0","13750","381001070"
"182001001","182100","2030/12/17 14:59:59","10","82001001","蒼波的深域1-1","10","25012","0","10","100501","215","0","82001","0","90","0","820010011","2024/06/14 16:00:00","25021","282001001","10","25","0","0","382001001"
"182001002","182100","2030/12/17 14:59:59","10","82001002","蒼波的深域1-2","10","25012","0","10","100501","215","0","82001","0","90","0","820010021","2024/06/14 16:00:00","25021","282001002","10","100","0","200","382001002"
"182001003","182100","2030/12/17 14:59:59","10","82001003","蒼波的深域1-3","10","25012","0","10","100501","215","0","82001","0","90","0","820010031","2024/06/14 16:00:00","25021","282001003","10","175","0","400","382001003"
"182001004","182100","2030/12/17 14:59:59","10","82001004","蒼波的深域1-4","10","25012","0","10","100501","215","0","82001","0","90","0","820010041","2024/06/14 16:00:00","25021","282001004","10","50","0","550","382001004"
"182001005","182100","2030/12/17 14:59:59","10","82001005","蒼波的深域1-5","10","25012","0","10","100501","215","0","82001","0","90","0","820010051","2024/06/14 16:00:00","25021","282001005","10","125","0","750","382001005"
"182001006","182100","2030/12/17 14:59:59","10","82001006","蒼波的深域1-6","10","25012","0","10","100461","215","0","82001","0","90","0","820010061","2024/06/14 16:00:00","25021","282001006","10","200","0","950","382001006"
"182001007","182100","2030/12/17 14:59:59","10","82001007","蒼波的深域1-7","10","25012","0","10","100501","215","0","82001","0","90","0","820010071","2024/06/14 16:00:00","25021","282001007","10","25","0","1100","382001007"
"182001008","182100","2030/12/17 14:59:59","10","82001008","蒼波的深域1-8","10","25012","0","10","100501","215","0","82001","0","90","0","820010081","2024/06/14 16:00:00","25021","282001008","10","100","0","1300","382001008"
"182001009","182100","2030/12/17 14:59:59","10","82001009","蒼波的深域1-9","10","25012","0","10","100501","215","0","82001","0","90","0","820010091","2024/06/14 16:00:00","25021","282001009","10","175","0","1500","382001009"
"182001010","182100","2030/12/17 14:59:59","10","82001010","蒼波的深域1-10","10","25012","0","10","82001","215","0","82001","0","90","0","820010101","2024/06/14 16:00:00","25021","282001010","10","50","0","1750","382001010"
"182001011","182100","2030/12/17 14:59:59","20","82001011","蒼波的深域2-1","10","25012","0","10","100501","215","0","82001","0","90","0","820010111","2024/06/14 16:00:00","25021","282001011","10","25","0","2000","382001011"
"182001012","182100","2030/12/17 14:59:59","20","82001012","蒼波的深域2-2","10","25012","0","10","100501","215","0","82001","0","90","0","820010121","2024/06/14 16:00:00","25021","282001012","10","100","0","2200","382001012"
"182001013","182100","2030/12/17 14:59:59","20","82001013","蒼波的深域2-3","10","25012","0","10","100501","215","0","82001","0","90","0","820010131","2024/06/14 16:00:00","25021","282001013","10","175","0","2400","382001013"
"182001014","182100","2030/12/17 14:59:59","20","82001014","蒼波的深域2-4","10","25012","0","10","100501","215","0","82001","0","90","0","820010141","2024/06/14 16:00:00","25021","282001014","10","50","0","2550","382001014"
"182001015","182100","2030/12/17 14:59:59","20","82001015","蒼波的深域2-5","10","25012","0","10","100501","215","0","82001","0","90","0","820010151","2024/06/14 16:00:00","25021","282001015","10","125","0","2750","382001015"
"182001016","182100","2030/12/17 14:59:59","20","82001016","蒼波的深域2-6","10","25012","0","10","100461","215","0","82001","0","90","0","820010161","2024/06/14 16:00:00","25021","282001016","10","200","0","2950","382001016"
"182001017","182100","2030/12/17 14:59:59","20","82001017","蒼波的深域2-7","10","25012","0","10","100501","215","0","82001","0","90","0","820010171","2024/06/14 16:00:00","25021","282001017","10","25","0","3100","382001017"
"182001018","182100","2030/12/17 14:59:59","20","82001018","蒼波的深域2-8","10","25012","0","10","100501","215","0","82001","0","90","0","820010181","2024/06/14 16:00:00","25021","282001018","10","100","0","3300","382001018"
"182001019","182100","2030/12/17 14:59:59","20","82001019","蒼波的深域2-9","10","25012","0","10","100501","215","0","82001","0","90","0","820010191","2024/06/14 16:00:00","25021","282001019","10","175","0","3500","382001019"
"182001020","182100","2030/12/17 14:59:59","20","82001020","蒼波的深域2-10","10","25012","0","10","82001","215","0","82001","0","90","0","820010201","2024/06/14 16:00:00","25021","282001020","10","50","0","3750","382001020"
"182001021","182100","2030/12/17 14:59:59","30","82001021","蒼波的深域3-1","10","25012","0","10","100501","215","0","82001","0","90","0","820010211","2024/06/14 16:00:00","25021","282001021","10","25","0","4000","382001021"
"182001022","182100","2030/12/17 14:59:59","30","82001022","蒼波的深域3-2","10","25012","0","10","100501","215","0","82001","0","90","0","820010221","2024/06/14 16:00:00","25021","282001022","10","100","0","4200","382001022"
"182001023","182100","2030/12/17 14:59:59","30","82001023","蒼波的深域3-3","10","25012","0","10","100501","215","0","82001","0","90","0","820010231","2024/06/14 16:00:00","25021","282001023","10","175","0","4400","382001023"
"182001024","182100","2030/12/17 14:59:59","30","82001024","蒼波的深域3-4","10","25012","0","10","100501","215","0","82001","0","90","0","820010241","2024/06/14 16:00:00","25021","282001024","10","50","0","4550","382001024"
"182001025","182100","2030/12/17 14:59:59","30","82001025","蒼波的深域3-5","10","25012","0","10","100501","215","0","82001","0","90","0","820010251","2024/06/14 16:00:00","25021","282001025","10","125","0","4750","382001025"
"182001026","182100","2030/12/17 14:59:59","30","82001026","蒼波的深域3-6","10","25012","0","10","100461","215","0","82001","0","90","0","820010261","2024/06/14 16:00:00","25021","282001026","10","200","0","4950","382001026"
"182001027","182100","2030/12/17 14:59:59","30","82001027","蒼波的深域3-7","10","25012","0","10","100501","215","0","82001","0","90","0","820010271","2024/06/14 16:00:00","25021","282001027","10","25","0","5100","382001027"
"182001028","182100","2030/12/17 14:59:59","30","82001028","蒼波的深域3-8","10","25012","0","10","100501","215","0","82001","0","90","0","820010281","2024/06/14 16:00:00","25021","282001028","10","100","0","5300","382001028"
"182001029","182100","2030/12/17 14:59:59","30","82001029","蒼波的深域3-9","10","25012","0","10","100501","215","0","82001","0","90","0","820010291","2024/06/14 16:00:00","25021","282001029","10","175","0","5500","382001029"
"182001030","182100","2030/12/17 14:59:59","30","82001030","蒼波的深域3-10","10","25012","0","10","82001","215","0","82001","0","90","0","820010301","2024/06/14 16:00:00","25021","282001030","10","50","0","5750","382001030"
"182001031","182100","2030/12/17 14:59:59","60","82001031","蒼波的深域4-1","10","25012","0","10","100501","215","0","82001","0","90","0","820010311","2024/06/14 16:00:00","25021","282001031","10","25","0","6000","382001031"
"182001032","182100","2030/12/17 14:59:59","60","82001032","蒼波的深域4-2","10","25012","0","10","100501","215","0","82001","0","90","0","820010321","2024/06/14 16:00:00","25021","282001032","10","100","0","6200","382001032"
"182001033","182100","2030/12/17 14:59:59","60","82001033","蒼波的深域4-3","10","25012","0","10","100501","215","0","82001","0","90","0","820010331","2024/06/14 16:00:00","25021","282001033","10","175","0","6400","382001033"
"182001034","182100","2030/12/17 14:59:59","60","82001034","蒼波的深域4-4","10","25012","0","10","100501","215","0","82001","0","90","0","820010341","2024/06/14 16:00:00","25021","282001034","10","50","0","6550","382001034"
"182001035","182100","2030/12/17 14:59:59","60","82001035","蒼波的深域4-5","10","25012","0","10","100501","215","0","82001","0","90","0","820010351","2024/06/14 16:00:00","25021","282001035","10","125","0","6750","382001035"
"182001036","182100","2030/12/17 14:59:59","60","82001036","蒼波的深域4-6","10","25012","0","10","100461","215","0","82001","0","90","0","820010361","2024/06/14 16:00:00","25021","282001036","10","200","0","6950","382001036"
"182001037","182100","2030/12/17 14:59:59","60","82001037","蒼波的深域4-7","10","25012","0","10","100501","215","0","82001","0","90","0","820010371","2024/06/14 16:00:00","25021","282001037","10","25","0","7100","382001037"
"182001038","182100","2030/12/17 14:59:59","60","82001038","蒼波的深域4-8","10","25012","0","10","100501","215","0","82001","0","90","0","820010381","2024/06/14 16:00:00","25021","282001038","10","100","0","7300","382001038"
"182001039","182100","2030/12/17 14:59:59","60","82001039","蒼波的深域4-9","10","25012","0","10","100501","215","0","82001","0","90","0","820010391","2024/06/14 16:00:00","25021","282001039","10","175","0","7500","382001039"
"182001040","182100","2030/12/17 14:59:59","60","82001040","蒼波的深域4-10","10","25012","0","10","82001","215","0","82001","0","90","0","820010401","2024/06/14 16:00:00","25021","282001040","10","50","0","7750","382001040"
"182001041","182100","2030/12/17 14:59:59","90","82001041","蒼波的深域5-1","10","25012","0","10","100501","215","0","82001","0","90","0","820010411","2024/06/14 16:00:00","25021","282001041","10","25","0","8000","382001041"
"182001042","182100","2030/12/17 14:59:59","90","82001042","蒼波的深域5-2","10","25012","0","10","100501","215","0","82001","0","90","0","820010421","2024/06/14 16:00:00","25021","282001042","10","100","0","8200","382001042"
"182001043","182100","2030/12/17 14:59:59","90","82001043","蒼波的深域5-3","10","25012","0","10","100501","215","0","82001","0","90","0","820010431","2024/06/14 16:00:00","25021","282001043","10","175","0","8400","382001043"
"182001044","182100","2030/12/17 14:59:59","90","82001044","蒼波的深域5-4","10","25012","0","10","100501","215","0","82001","0","90","0","820010441","2024/06/14 16:00:00","25021","282001044","10","50","0","8550","382001044"
"182001045","182100","2030/12/17 14:59:59","90","82001045","蒼波的深域5-5","10","25012","0","10","100501","215","0","82001","0","90","0","820010451","2024/06/14 16:00:00","25021","282001045","10","125","0","8750","382001045"
"182001046","182100","2030/12/17 14:59:59","90","82001046","蒼波的深域5-6","10","25012","0","10","100461","215","0","82001","0","90","0","820010461","2024/06/14 16:00:00","25021","282001046","10","200","0","8950","382001046"
