fa98616cf71b0f0680352ac6eb27f8fab6d6b8bdbe5880b5ad74da6bc7a5fb74,efa0048f251249567ce0a105b588f2c6db3d98da1ccda1db49879f492c272020,8936ed008de271a8bddb6bc6842b075f9a501ce1039e10071184d5fcabc782c7,6007fd3d9f30efd0bc3439329754e03636bc86d3c2f26b588b7b2dc0404e9fcb,2ccb0778ee7fa7561603f1bf3eb47c8464b1cd4e530d839567c428a05b1a8591,da78ff28fff3ab816cc8040f48e37557629ef8ba6b0faaa8c07049818dcde60e,b255b55d191023a6d75f15dca805d5dd753abe84d3406def49f6fdae7efddaf6,13a6e6e128fb9264ff5b0263a9d7b4f6b8d80c9d83596d75be60c789596b95af,4df3640d49fc2de996042e988c6abba215b4d9192d4def2cadfe7e1736baa1c8,6bb6a79cff394a492997ad67afcce0dae5250953d8e125426a7f545198edab35,bdf81f32215eb3a2e41147e76c48ec619708adbfb333aee28d4e8fd32fa651d2,d19dc3f71c73d8b0b361d0a7f49add5c87238b18dc1089f07356c5c498f1037c,79788a8d5a8bf4a9f661cc98de46915499973ad5d234d5757e968bc1dce2cd98,6f0a31d7e7785b6279c8852bb3b009c0619b0050ef5c53bb9521c1a075612aca,bbbc67763f08d8ee7afc9a09a76db988d8c7a894674e9b8be6ebc3fe4a6a07d1,e911cc62007b1912b9c5d68c462a7b786f518be2e5d7bc3d62872d70fe3e9e3f,fd931fc59ef93f444c8cbab8666a4649e825d1dab132eca924ab9fb17949df7e,dbeb982276d177916c1907af7bfc93d8444054d403e25673e5f6a60245ab66ef,1e710873f41e47b2abed5120fe3b999a9fadce9251237d84f450cec036a5b204,737e86bd60ee4b6c896b26619fc2d390311f5937ff3a18fcfda320a9346b3976,7a74b0584dc02a69d7d5dbaa979b12b3cc4b5b39dee58f9921d0063552f6afb2,faf380bce6623e47cb6f73fd7cd935e3ebce0220281b5b40ab455a0e5e4ff515,3c6bacb4c9bb354817207030f2a069cd746aac0b4ddb960dcab573074fb8ae87,cd02bb85027eed335cceb2ec365f28120f1e94fde2eafafd9a117dc951a3ca11
"1001","7","10180101","1001","0","0","0","0","0","0","0","1002","1","0","0","0","1","0","1","3","0","0","1002","101801"
"1002","7","10200101","1002","0","0","0","0","0","0","0","1001","1","0","0","0","1","0","1","3","0","0","1001","102001"
"1002","8","10210101","1","0","0","0","0","0","0","0","1","1","0","1001","0","1002","0","1001","4","0","0","1","102101"
"1001","7","10220101","1001","0","0","0","0","0","0","0","1002","1","0","0","0","1","0","1002","3","0","0","1002","102201"
"1002","8","10230101","1","0","0","0","0","0","0","0","1","1","0","1001","0","1002","0","1001","4","0","0","1","102301"
"1002","8","10250101","1","0","0","0","0","0","0","0","1","1002","0","1001","0","1001","0","1","3","0","0","1001","102501"
"1001","12","10260101","1","0","0","0","0","1001","1002","0","1002","1001","0","1","1","1001","1","1","4","0","0","1002","102601"
"1001","8","10270101","1","0","0","0","0","0","0","0","1","1002","0","1001","0","1002","0","1","3","0","0","1002","102701"
"1001","7","10280101","1001","0","0","0","0","0","0","0","1002","1","0","0","0","1","0","1","3","0","0","1002","102801"
"1002","9","10290101","1002","0","0","0","0","0","0","0","1001","1","0","1","0","1","1001","1","3","0","0","1001","102901"
"1002","7","10300101","1002","0","0","0","0","0","0","0","1001","1","0","0","0","1","0","1","3","0","0","1001","103001"
"1001","7","10310101","1001","0","0","0","0","0","0","0","1002","1","0","0","0","1","0","1","3","0","0","1002","103101"
"1001","7","10320101","1001","0","0","0","0","0","0","0","1002","1","0","0","0","1","0","1","3","0","0","1002","103201"
"1002","7","10330101","1002","0","0","0","0","0","0","0","1001","1","0","0","0","1","0","1","3","0","0","1001","103301"
"1002","8","10340101","1","0","0","0","0","0","0","0","1","1","0","1002","0","1001","0","1002","4","0","0","1","103401"
"1002","12","10360101","1001","0","0","0","0","1","1001","0","1002","1002","0","1001","1002","1","1","1","3","0","0","1001","103601"
"1002","6","10370101","1001","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1002","3","0","0","1001","103701"
"1001","6","10370102","1001","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1002","3","0","0","1001","103701"
"1001","7","10380101","1001","0","0","0","0","0","0","0","1002","1","0","0","0","1","0","1","3","0","0","1002","103801"
"1001","7","10400101","1001","0","0","0","0","0","0","0","1002","1","0","0","0","1","0","1","3","0","0","1002","104001"
"1001","7","10420101","1001","0","0","0","0","0","0","0","1002","1","0","0","0","1","0","1","3","0","0","1002","104201"
"1002","7","10430101","1002","0","0","0","0","0","0","0","1001","1","0","0","0","1","0","1","3","0","0","1001","104301"
"1001","12","10440101","1001","0","0","0","0","1","1001","0","1002","1002","0","1001","1002","1","1","1","3","0","0","1002","104401"
"1001","9","10450101","1002","0","0","0","0","0","0","0","1","1001","0","1001","0","1","1002","1","3","0","0","1002","104501"
"1001","7","10460101","1001","0","0","0","0","0","0","0","1002","1","0","0","0","1","0","1","3","0","0","1002","104601"
"1002","7","10470101","1002","0","0","0","0","0","0","0","1001","1","0","0","0","1","0","1","3","0","0","1001","104701"
"1002","6","10480101","1","0","0","0","0","0","0","0","0","1","0","0","0","1002","0","1001","3","0","0","1001","104801"
"1002","13","10490101","1002","0","0","0","0","1","1","0","1","1","0","1001","1002","1","1","1","3","0","1001","1001","104901"
"1001","7","10500101","1001","0","0","0","0","0","0","0","1002","1","0","0","0","1","0","1","3","0","0","1002","105001"
"1002","7","10510101","1002","0","0","0","0","0","0","0","1001","1","0","0","0","1","0","1","3","0","0","1001","105101"
"1001","7","10520101","1002","0","0","0","0","0","0","0","1002","1","0","0","0","1","0","1002","2","0","0","1","105201"
"1001","6","10530101","1","0","0","0","0","0","0","0","0","1","0","0","0","1002","0","1002","4","0","0","1","105301"
"1001","11","10540101","1","0","0","0","0","1","0","0","1","1","0","1","1001","1002","1002","1002","4","0","0","1","105401"
"1001","8","10550101","1001","0","0","0","0","0","0","0","1","1","0","1002","0","1","0","1","3","0","0","1002","105501"
"1001","9","10560101","1002","0","0","0","0","0","0","0","1","1001","0","1001","0","1","1002","1","3","0","0","1002","105601"
"1001","7","10570101","1001","0","0","0","0","0","0","0","1002","1","0","0","0","1","0","1","3","0","0","1002","105701"
"1002","7","10580101","1002","0","0","0","0","0","0","0","1001","1","0","0","0","1","0","1002","3","0","0","1001","105801"
"1002","7","10590101","1001","0","0","0","0","0","0","0","1001","1","0","0","0","1","0","1002","3","0","0","1001","105901"
"1002","7","10600101","1002","0","0","0","0","0","0","0","1001","1","0","0","0","1","0","1","3","0","0","1001","106001"
"1002","9","10610101","1","0","0","0","0","0","0","0","1","1002","0","1002","0","1001","1001","1","3","0","0","1001","106101"
"2001","3","10610102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2001","2","0","0","2002","106101"
"1001","8","10630101","1","0","0","0","0","0","0","0","1001","1002","0","1","0","1002","0","1","4","0","0","1002","106301"
"2001","11","10640101","1001","0","0","0","0","1002","0","0","1","1","0","1001","1","1002","1","1002","5","0","0","1001","106401"
"1002","16","10650101","1","0","1002","1","0","1002","1001","0","1002","1002","1","1001","1","1001","1","1001","8","0","1","1001","106501"
"1001","9","10660101","1001","0","0","0","0","0","0","0","1002","1","0","1","0","1","1002","1","3","0","0","1002","106601"
"2001","10","10670101","1","0","0","0","0","1002","0","0","1","1001","0","1001","0","1002","1","1002","4","0","0","1001","106701"
"1002","9","10680101","1","0","0","0","0","0","0","0","1","1002","0","1002","0","1001","1001","1","3","0","0","1001","106801"
"2002","9","10680102","2002","0","0","0","0","0","0","0","2003","2001","0","2003","0","2001","2003","2002","8","0","0","2001","106801"
"1002","13","10690101","2001","0","0","0","0","1001","2001","0","1001","1001","0","2001","1002","1002","2001","2001","3","0","1001","1001","106901"
"1002","13","10700101","1","0","0","0","0","1001","1","0","1001","1001","0","1","1002","1002","1","1","3","0","1001","1001","107001"
"1001","13","10710101","1","0","0","0","0","1002","1","0","1002","1002","0","1","1001","1001","1","1","3","0","1002","1002","107101"
"1001","13","10750101","1","0","0","0","0","1","1","0","1001","1001","0","1002","1001","1","1","1","3","0","1002","1002","107501"
"1001","11","10760101","1","0","0","0","0","1","0","0","1001","1002","0","1","1002","1002","1002","1","4","0","0","1002","107601"
"1001","13","10770101","1001","0","0","0","0","1","1","0","1002","1","0","1","1001","1","1","1","3","0","1002","1002","107701"
"1002","13","10780101","1001","0","0","0","0","1","1","0","1002","1002","0","1","1002","1","1001","1","3","0","1001","1001","107801"
"1002","7","10790101","1","0","0","0","0","0","0","0","1001","1002","0","0","0","1","0","1","4","0","0","1001","107901"
"1002","8","10800101","1002","0","0","0","0","0","0","0","1","1","0","1001","0","1001","0","1","3","0","0","1001","108001"
"1001","11","10810101","1001","0","0","0","0","1","0","0","1002","1","0","1","1002","1002","1001","1","3","0","0","1002","108101"
"1002","17","10820101","1","0","1002","1","0","1002","1002","0","1","1002","1","1001","1","1002","1","1","9","1001","1001","1001","108201"
"1002","10","10830101","1002","0","0","0","0","1001","0","0","1001","1","0","1","0","1","1002","1","3","0","0","1001","108301"
"1001","7","10840101","1001","0","0","0","0","0","0","0","1002","1","0","0","0","1","0","1","3","0","0","1002","108401"
"1002","7","10850101","1002","0","0","0","0","0","0","0","1001","1","0","0","0","1","0","1","3","0","0","1001","108501"
"1001","5","10860101","1002","0","0","0","0","0","0","0","0","1001","0","0","0","0","0","1","3","0","0","1002","108601"
"1001","13","10870101","1001","0","0","0","0","1","1002","0","1002","1002","0","1","1","1","1001","1","3","0","1","1002","108701"
"1002","10","10880101","1","0","0","0","0","1001","0","0","1","1002","0","1002","0","1001","1","1","4","0","0","1001","108801"
"1001","6","10890101","1002","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1001","3","0","0","1002","108901"
"1002","7","10900101","1002","0","0","0","0","0","0","0","1001","1","0","0","0","1","0","1","3","0","0","1001","109001"
"1002","11","10910101","1002","0","0","0","0","1","0","0","1","1","0","1","1001","1001","1002","1001","4","0","0","1","109101"
"1001","7","10920101","1002","0","0","0","0","0","0","0","1001","1","0","0","0","1","0","1","3","0","0","1002","109201"
"1001","8","10930101","1","0","0","0","0","0","0","0","1","1002","0","1001","0","1002","0","1","2","0","0","1002","109301"
"1001","10","10940101","1001","0","0","0","0","1001","0","0","1","1002","0","1002","0","1","1","1","3","0","0","1002","109401"
"1002","7","10950101","1002","0","0","0","0","0","0","0","1001","1","0","0","0","1","0","1","3","0","0","1001","109501"
"1002","7","10960101","1001","0","0","0","0","0","0","0","1001","1002","0","0","0","1","0","1","4","0","0","1001","109601"
"1001","9","10970101","1","0","0","0","0","0","0","0","1001","1002","0","1","0","1","1002","1001","5","0","0","1","109701"
"1002","7","10980101","1002","0","0","0","0","0","0","0","1001","1","0","0","0","1","0","1","3","0","0","1001","109801"
"1001","11","10990101","1","0","0","0","0","1","0","0","1002","1001","0","1","1002","1001","1001","1","3","0","0","1002","109901"
"1001","11","10990102","2001","0","0","0","0","2001","0","0","1002","1001","0","2001","1002","1001","1001","2001","3","0","0","1002","109901"
"1001","12","11000101","1001","0","0","0","0","1002","1","0","1001","1","0","1","1001","1","1001","1001","11","0","0","1","110001"
"1001","3","11000102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1002","1","0","0","1001","110001"
"1002","7","11010101","1002","0","0","0","0","0","0","0","1001","1","0","0","0","1","0","1","3","0","0","1001","110101"
"1001","6","11020101","1","0","0","0","0","0","0","0","0","1","0","0","0","1002","0","1002","4","0","0","1","110201"
"1001","9","11030101","1","0","0","0","0","0","0","0","1","1","0","1","0","1002","1002","1002","4","0","0","1","110301"
"1002","7","11040101","1002","0","0","0","0","0","0","0","1001","1","0","0","0","1","0","1","3","0","0","1001","110401"
"1002","11","11050101","1","0","0","0","0","1","0","0","1001","1002","0","1","1001","1001","1002","1","4","0","0","1001","110501"
"1002","11","11060101","1002","0","0","0","0","1","0","0","1001","1","0","1","1001","1","1002","1","3","0","0","1001","110601"
"1002","7","11070101","1002","0","0","0","0","0","0","0","1001","1","0","0","0","1","0","1","3","0","0","1001","110701"
"1001","6","11080101","1002","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","2","0","0","1002","110801"
"1001","6","11090101","1","0","0","0","0","0","0","0","0","1","0","0","0","1002","0","1002","4","0","0","1","110901"
"1001","8","11100101","1","0","0","0","0","0","0","0","1","1001","0","1","0","1002","0","1","4","0","0","1002","111001"
"1002","7","11110101","1002","0","0","0","0","0","0","0","1001","1","0","0","0","1","0","1","3","0","0","1001","111101"
"1001","12","11120101","1002","0","0","0","0","1001","1002","0","1001","1001","0","1002","1","1","1","1","3","0","0","1002","111201"
"1002","7","11130101","1001","0","0","0","0","0","0","0","1001","1002","0","0","0","1","0","1001","4","0","0","1001","111301"
"2001","11","11140101","1002","0","0","0","0","1","0","0","1","1001","0","1","1001","1001","1002","1","7","0","0","1001","111401"
"1001","13","11150101","1","0","0","0","0","1002","1","0","1002","1002","0","1","1001","1001","1","1","3","0","1002","1002","111501"
"1","11","11150102","2002","0","0","0","0","1","0","0","1","2001","0","2002","2002","1","2001","1","1","0","0","2002","111501"
"1001","11","11160101","1002","0","0","0","0","1","0","0","1","1","0","1002","1001","1","1","1","2","0","0","1002","111601"
"1002","12","11170101","1002","0","0","0","0","1","1002","0","1001","1001","0","1002","1001","1","1","1","3","0","0","1001","111701"
"1001","12","11180101","1","0","0","0","0","1","1002","0","1001","1001","0","1","1001","1002","1002","1","3","0","0","1002","111801"
"1002","6","11190101","1","0","0","0","0","0","0","0","0","1002","0","0","0","1001","0","1","3","0","0","1001","111901"
"1001","4","11200101","0","0","0","0","0","0","0","0","0","1001","0","0","0","0","0","1002","2","0","0","1","112001"
"1002","11","11210101","1","0","0","0","0","1002","0","0","1","1002","0","1","1","1001","1001","1","5","0","0","1001","112101"
"1002","7","11220101","1002","0","0","0","0","0","0","0","1001","1","0","0","0","1","0","1","3","0","0","1001","112201"
"1001","7","11230101","1001","0","0","0","0","0","0","0","1002","1","0","0","0","1","0","1","3","0","0","1002","112301"
"1001","7","11240101","1001","0","0","0","0","0","0","0","1002","1002","0","0","0","1","0","1","3","0","0","1002","112401"
"1002","7","11250101","1","0","0","0","0","0","0","0","1","1002","0","0","0","1001","0","1","4","0","0","1001","112501"
"1001","8","11260101","1001","0","0","0","0","0","0","0","1001","1002","0","1","0","1","0","1001","4","0","0","1","112601"
"1001","9","11270101","1002","0","0","0","0","0","0","0","1002","1","0","1","0","1","1","1002","3","0","0","1002","112701"
"1001","12","11280101","1001","0","0","0","0","1","1","0","1","1002","0","1002","1002","1002","1001","1","5","0","0","1002","112801"
"1001","11","11290101","1002","0","0","0","0","1","0","0","1001","1","0","1","1","1","1002","1001","3","0","0","1002","112901"
"1002","11","11300101","1","0","0","0","0","1","0","0","1","1002","0","1002","1001","1001","1","1","3","0","0","1001","113001"
"1001","13","11310101","1","0","0","0","0","1","1","0","1001","1001","0","1","1001","1002","1002","1","7","0","1002","1","113101"
"1001","9","11320101","1","0","0","0","0","0","0","0","1001","1001","0","1","0","1002","1002","1","3","0","0","1002","113201"
"1002","11","11330101","1002","0","0","0","0","1","0","0","1001","1","0","1","1001","1","1002","1","3","0","0","1001","113301"
"1001","12","11340101","1002","0","0","0","0","1002","1001","0","1001","1","0","1","1","1","1","1001","4","0","0","1002","113401"
"1001","13","11350101","1001","0","0","0","0","1","1001","0","1","1","0","1001","1","1002","1002","1","3","0","1002","1002","113501"
"1002","13","11360101","1001","0","0","0","0","1002","1001","0","1002","1002","0","1001","1","1","1","1","3","0","1002","1001","113601"
"1001","13","11370101","1002","0","0","0","0","1","1001","0","1","1001","0","1001","1","1","1002","1","3","0","1002","1002","113701"
"1001","3","11370102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1002","1","0","0","1002","113701"
"1001","13","11380101","1002","0","0","0","0","1002","1","0","1001","1001","0","1002","1001","1","1","1","3","0","1002","1002","113801"
"1002","11","11390101","1001","0","0","0","0","1","0","0","1002","1002","0","1","1002","1","1001","1","5","0","0","1001","113901"
"1002","11","11400101","1","0","0","0","0","1","0","0","1","1002","0","1002","1001","1001","1001","1","3","0","0","1001","114001"
"1002","10","11410101","1","0","0","0","0","1001","0","0","1001","1002","0","1002","0","1","1","1001","5","0","0","1","114101"
"1001","13","11420101","1002","0","0","0","0","1","1","0","1001","1001","0","1002","1001","1","1","1002","6","0","1002","1","114201"
"1002","12","11430101","1","0","0","0","0","1002","1001","0","1001","1001","0","1","1","1002","1001","1","3","0","0","1001","114301"
"1001","10","11440101","1","0","0","0","0","1002","0","0","1","1002","0","1002","0","1002","1","1","4","0","0","1002","114401"
"2001","2","11440102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2001","114401"
"1002","7","11440103","1002","0","0","0","0","0","0","0","1002","1","0","0","0","1","0","1002","1","0","0","1","114401"
"1001","10","11450101","1","0","0","0","0","1","0","0","1001","1001","0","1","0","1002","1002","1002","4","0","0","1","114501"
"1002","7","11460101","1002","0","0","0","0","0","0","0","1001","1","0","0","0","1","0","1","4","0","0","1001","114601"
"1001","10","11470101","1","0","0","0","0","1002","0","0","1","1002","0","1002","0","1002","1","1","4","0","0","1002","114701"
"1001","17","11500101","1","0","1002","1","0","1001","1001","0","1","1001","1","1002","1","1001","1","1002","6","1001","1","1","115001"
"1002","13","11550101","1","0","0","0","0","1001","1","0","1001","1001","0","1","1002","1002","1","1","3","0","1001","1001","115501"
"1002","10","11560101","1002","0","0","0","0","1002","0","0","1001","1001","0","1","0","1","1001","1","6","0","0","1001","115601"
"1001","12","11570101","1","0","0","0","0","1002","1","0","1001","1001","0","1","1001","1002","1","1","3","0","0","1002","115701"
"2003","2","11580101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2003","115801"
"2001","3","11580102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2002","1","0","0","1","115801"
"1001","5","11580103","1002","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1002","1","0","0","1","115801"
"1001","8","11590101","1001","0","0","0","0","0","0","0","1002","1002","0","1","0","1","0","1","3","0","0","1002","115901"
"1002","9","11600101","1","0","0","0","0","0","0","0","1","1001","0","1001","0","1002","1","1","4","0","0","1001","116001"
"1001","6","11620101","1002","0","0","0","0","0","0","0","0","1001","0","0","0","1","0","1","2","0","0","1002","116201"
"1002","5","11630101","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1001","3","0","0","1","116301"
"1002","10","11640101","1001","0","0","0","0","2001","0","0","1002","1002","0","2001","0","2001","1001","2001","4","0","0","1001","116401"
"1001","9","11650101","1002","0","0","0","0","0","0","0","1001","1001","0","1","0","1","1002","1","3","0","0","1002","116501"
"1002","9","11660101","1001","0","0","0","0","0","0","0","1002","1002","0","1001","0","1","1","1","3","0","0","1001","116601"
"1001","10","11670101","1","0","0","0","0","1002","0","0","1","1001","0","1001","0","1002","1","1","4","0","0","1002","116701"
"1002","11","11680101","1002","0","0","0","0","1002","0","0","1","1001","0","1","1","1001","1001","1","3","0","0","1001","116801"
"1002","19","11690101","1","0","1001","1","1001","1001","1001","1","1001","1002","1","1","1","1002","1002","1","12","1002","1","1002","116901"
"1001","2","11690102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1001","116901"
"1002","9","11700101","1","0","0","0","0","0","0","0","1","1001","0","1001","0","1002","1","1","3","0","0","1001","117001"
"1","12","11710101","1001","0","0","0","0","1","1","0","1001","1","0","1002","1001","1","1","1002","5","0","1002","1001","117101"
"1001","12","11720101","1001","0","0","0","0","1002","1002","0","1002","1","0","1001","1","1","1","1001","6","0","0","1","117201"
"1001","16","11730101","1","0","1002","1","0","1002","1001","0","1","1001","0","1001","1","1002","1","1","7","0","1","1002","117301"
"1002","10","11740101","1001","0","0","0","0","1001","0","0","1002","1","0","1","0","1","1","1001","4","0","0","1","117401"
"1001","9","11750101","1","0","0","0","0","0","0","0","1001","1001","0","1","0","1002","1002","1","3","0","0","1002","117501"
"1","16","11760101","1002","0","1","1002","0","1","1","0","1002","1","0","1","1002","1","1001","1001","6","0","1001","1002","117601"
"1002","17","11770101","1001","0","1","1002","0","1001","1","0","1002","1002","1","1001","1002","1","1","1","6","1001","1001","1001","117701"
"1002","9","11780101","1001","0","0","0","0","0","0","0","1001","1002","0","1002","0","1","1","1","5","0","0","1001","117801"
"1002","9","11790101","1","0","0","0","0","0","0","0","1","1001","0","1001","0","1002","1002","1","3","0","0","1001","117901"
"1001","13","11800101","1002","0","0","0","0","1","1","0","1","1","0","1001","1001","1001","1002","1001","4","0","1001","1002","118001"
"1001","10","11810101","1","0","0","0","0","1002","0","0","1","1001","0","1001","0","1002","1","1","4","0","0","1002","118101"
"1002","16","11820101","1001","0","1001","1001","0","1001","2001","0","1001","1002","0","2001","1002","1002","1001","1001","8","0","1001","2001","118201"
"1002","10","11850101","1001","0","0","0","0","2001","0","0","1002","1002","0","2001","0","2001","1001","2001","4","0","0","1001","118501"
"2001","4","11860101","0","0","0","0","0","0","0","0","0","1001","0","0","0","0","0","1002","3","0","0","1001","118601"
"1001","3","11860102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1001","2","0","0","1002","118601"
"1001","3","11860103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1001","2","0","0","1002","118601"
"1002","9","11900101","1001","0","0","0","0","0","0","0","1","1002","0","1002","0","1","1001","1","3","0","0","1001","119001"
"1001","7","11910101","1001","0","0","0","0","0","0","0","1002","1","0","0","0","1","0","1002","3","0","0","1","119101"
"1002","7","11920101","1002","0","0","0","0","0","0","0","1001","1","0","0","0","1","0","1","3","0","0","1001","119201"
"1001","9","11930101","1002","0","0","0","0","0","0","0","1001","1001","0","1002","0","1","1","1","3","0","0","1002","119301"
"1002","8","11990101","1","0","0","0","0","0","0","0","1001","1001","0","1","0","1002","0","1","4","0","0","1001","119901"
"1001","7","12000101","1002","0","0","0","0","0","0","0","1001","1","0","0","0","1","0","1","3","0","0","1002","120001"
"1001","7","12070101","1","0","0","0","0","0","0","0","1","1002","0","0","0","1001","0","1","4","0","0","1002","120701"
"2002","4","12070102","0","0","0","0","0","0","0","0","0","2002","0","0","0","0","0","1","1","0","0","2001","120701"
"2001","18","12080101","1001","0","1","1002","0","1","1001","1","1002","1","0","1","1","1","1001","1001","9","1","1","1002","120801"
"1001","7","12090101","1","0","0","0","0","0","0","0","1001","1001","0","0","0","1002","0","1","3","0","0","1002","120901"
"1002","8","12100101","1","0","0","0","0","0","0","0","1002","1002","0","1","0","1001","0","1","4","0","0","1001","121001"
"1002","9","12110101","1","0","0","0","0","0","0","0","1002","1002","0","1","0","1001","1001","1","3","0","0","1001","121101"
"1002","10","12120101","1001","0","0","0","0","1","0","0","1002","1002","0","1","0","1","1001","1","4","0","0","1001","121201"
"2001","11","12120102","1001","0","0","0","0","2001","0","0","2001","2001","0","1001","2001","1002","1002","1002","5","0","0","1001","121201"
"1002","8","12130101","1002","0","0","0","0","0","0","0","1001","1","0","1","0","1","0","1001","5","0","0","1","121301"
"1002","10","12140101","1","0","0","0","0","1001","0","0","1","1002","0","1002","0","1001","1","1","4","0","0","1001","121401"
"1002","8","12150101","1001","0","0","0","0","0","0","0","1002","1002","0","1","0","1","0","1","3","0","0","1001","121501"
"1002","9","12160101","1001","0","0","0","0","0","0","0","1","1","0","1002","0","1","1001","1001","3","0","0","1001","121601"
"1001","9","12190101","1002","0","0","0","0","0","0","0","1001","1001","0","1002","0","1","1","1","3","0","0","1002","121901"
"2001","5","12200101","1","0","0","0","0","0","0","0","0","1002","0","0","0","0","0","1","2","0","0","1001","122001"
