ca0f91b5c4ac8f4c3e5594ce4b50de53424709fcbd1b3fdd15fbad8852720b8d,3c424fda20699929f4eca7e10dedd2d83de5696f0c363e3e9a2a3e6e2690813f,bf95630c417d31867ff8fdaa721123afa078ce90a99b3f72026a0dc335e1cd0f,49e8c1ab7dbb0f2b242a22af30bac133837f927a81e745944cca08b5365beb94,57c53266987b511994207a9c0d67b3312cc90eef985720909fd5b207f6aa0815,ca510242e642686a9319feda30000b6f8f47cd179bac3c9776dafeef3c95c8ae,e00fe426af47b20bb6a1d746a55f4968b5231af3f55022f5fbf6934cf794e788,097fe25a1b9e0a14cc70673cb72111f34e0ba2f4674a84abf229143ce7599fa4,9948a97169b9ace4b631abbee3c6b6fb71709c74f611fb315c132db33501f042,1f2e77c53e777a2926faba7fc85f4038e20992575327b8dee8b17c65d4032a24,deeb6f3efb6e0656dee1c815b46c1fd85bfdef98103b68484b7c32a15ddd0a41,65ec5deddb7768d370db746ca4b60ec6dcb9082a42f49901e4d7b47b5862cd6b
"1","19","100700919","1007009","0","0","0","220","7","0","0","1.672"
"4","20","100700920","1007009","0","1","1.924","0","0","0","0","0"
"1","21","100700921","1007009","0","0","0","338","7","220","0","0.796"
"4","22","100700922","1007009","","1","1.832","0","0","0","","0"
"2","23","100700923","1007009","vo_svd_0904","0","0","0","0","0","vo_svd","0"
"1","24","100700924","1007009","0","0","0","77","8","0","0","0.703"
"4","25","100700925","1007009","0","1","1.523","0","0","0","0","0"
"2","26","100700926","1007009","vo_svd_0905","0","0","0","0","0","vo_svd","0"
"1","27","100700927","1007009","0","0","0","218","8","77","0","1.198"
"4","28","100700928","1007009","0","1","1.764","0","0","0","0","0"
"2","29","100700929","1007009","vo_svd_0906","0","0","0","0","0","vo_svd","0"
"1","30","100700930","1007009","0","0","0","336","9","0","0","2.335"
"4","31","100700931","1007009","0","1","3.423","0","0","0","0","0"
"2","32","100700932","1007009","vo_svd_0907","0","0","0","0","0","vo_svd","0"
"1","33","100700933","1007009","0","0","0","61","10","0","0","0.682"
"4","34","100700934","1007009","0","1","1.357","0","0","0","0","0"
"1","35","100700935","1007009","0","0","0","336","10","61","0","2.106"
"4","36","100700936","1007009","0","1","1.43","0","0","0","0","0"
"1","37","100700937","1007009","0","0","0","336","11","0","0","2.283"
"4","38","100700938","1007009","0","1","2.989","0","0","0","0","0"
"2","39","100700939","1007009","vo_svd_0908","0","0","0","0","0","vo_svd","0"
"1","40","100700940","1007009","0","0","0","322","12","0","0","1.978"
"4","41","100700941","1007009","0","1","1","0","0","0","0","0"
"4","1","100701001","1007010","0","1","0.8","0","0","0","0","0"
"2","2","100701002","1007010","vo_svd_1001","0","0","0","0","0","vo_svd","0"
"1","3","100701003","1007010","0","0","0","356","1","0","0","2.705"
"4","4","100701004","1007010","0","1","3.154","0","0","0","0","0"
"1","5","100701005","1007010","0","0","0","49","2","0","0","0.918"
"4","6","100701006","1007010","0","1","1.231","0","0","0","0","0"
"1","7","100701007","1007010","0","0","0","356","2","49","0","1.672"
"4","8","100701008","1007010","0","1","3.307","0","0","0","0","0"
"2","9","100701009","1007010","vo_svd_1002","0","0","0","0","0","vo_svd","0"
"1","10","100701010","1007010","0","0","0","336","3","0","0","0.835"
"4","11","100701011","1007010","0","1","1.164","0","0","0","0","0"
"1","12","100701012","1007010","0","0","0","336","3","336","0","1.623"
"4","13","100701013","1007010","0","1","1.712","0","0","0","0","0"
"1","14","100701014","1007010","0","0","0","356","4","0","0","2.294"
"4","15","100701015","1007010","0","1","2.186","0","0","0","0","0"
"1","16","100701016","1007010","0","0","0","0","5","0","0","2.184"
"4","17","100701017","1007010","0","1","3.034","0","0","0","0","0"
"2","18","100701018","1007010","vo_svd_1003","0","0","0","0","0","vo_svd","0"
"1","19","100701019","1007010","0","0","0","356","5","0","0","2.704"
"4","20","100701020","1007010","0","1","2.522","0","0","0","0","0"
"1","21","100701021","1007010","0","0","0","162","6","0","0","1.005"
"4","22","100701022","1007010","0","1","2.617","0","0","0","0","0"
"2","23","100701023","1007010","vo_svd_1004","0","0","0","0","0","vo_svd","0"
"1","24","100701024","1007010","0","0","0","223","7","0","0","0.975"
"4","25","100701025","1007010","0","1","1.202","0","0","0","0","0"
"1","26","100701026","1007010","0","0","0","340","7","223","0","1.214"
"4","27","100701027","1007010","0","1","1.187","0","0","0","0","0"
"1","28","100701028","1007010","0","0","0","345","8","0","0","2.043"
"4","29","100701029","1007010","0","1","3.356","0","0","0","0","0"
"2","30","100701030","1007010","vo_svd_1005","0","0","0","0","0","vo_svd","0"
"1","31","100701031","1007010","0","0","0","155","9","0","0","1.862"
"4","32","100701032","1007010","0","1","2.285","0","0","0","0","0"
"2","33","100701033","1007010","vo_svd_1006","0","0","0","0","0","vo_svd","0"
"1","34","100701034","1007010","0","0","0","128","10","0","0","0.682"
"4","35","100701035","1007010","0","1","1.529","0","0","0","0","0"
"1","36","100701036","1007010","0","0","0","240","10","128","0","1.042"
"4","37","100701037","1007010","0","1","2.384","0","0","0","0","0"
"2","38","100701038","1007010","vo_svd_1007","0","0","0","0","0","vo_svd","0"
"1","39","100701039","1007010","0","0","0","181","11","0","0","1.106"
"4","40","100701040","1007010","0","1","1.891","0","0","0","0","0"
"1","41","100701041","1007010","0","0","0","290","11","181","0","1.322"
"4","42","100701042","1007010","0","1","1","0","0","0","0","0"
