1282c6e2f330bdcd7c1c2af3e63466c5a3a479d5de7d41a7672ef08400edcd97,905ee7a36cc0c37a7adf0e9f6a5a0a57c4a012026edbf7bb05c3e040f79cebb3,eb9f3468f6a641c4a36b2302bbeb5587291060c22ff328accce1bdea80ef0da0,5bf4dcb1722cd4d94ceddcab22bddcb5bcb50fde673442d61d39c8de3769e7b3,00979bcb855672c2be64e19b8d2780af5c68cb1dc6bbf47b4f6b5e5a468f81d9,f65648f2fe3c9af1d8d163b382c27de4a470329ef80d7cba243f320fe2779320,86ebf34814fe317f042ad1880ee6486a73fde346f72c3ef0d4bfa4dff915d75d,407d87edd6598adb38755d16b8d6580448ccd9e3ab05557355ee162c35b03457,5d671a82de6daba846f56972dfbd09a64d5ac51975eab39031aa74d22db7332d,4a2aa6be7ae54b29527d333352ec6eb2232bc66227013178594427d208b6f89d,a6fda022d8bb0f849759802dfb44975fb36e8583792b19b3ba3d9a4c2309248c,088df9fe67f98eacf95af46dcc4fcaa6f971c90121b0ea7f74df0cee5187ff40
"92410140","4","92410130","90","924101400","0","0","924103104","924102104","1","4","92410"
"92410210","1","0","90","924102100","92410220","500000000","924103201","924102201","1","1","92410"
"92410220","2","92410210","90","924102200","92410230","1000000000","924103202","924102202","1","2","92410"
"92410230","3","92410220","90","924102300","92410240","1500000000","924103203","924102203","1","3","92410"
"92410240","4","92410230","90","924102400","0","0","924103204","924102204","1","4","92410"
"92410310","1","0","90","924103100","92410320","500000000","924103301","924102301","1","1","92410"
"92410320","2","92410310","90","924103200","92410330","1000000000","924103302","924102302","1","2","92410"
"92410330","3","92410320","90","924103300","92410340","1500000000","924103303","924102303","1","3","92410"
"92410340","4","92410330","90","924103400","0","0","924103304","924102304","1","4","92410"
"92411110","1","0","90","924111100","92411120","500000000","924113101","924112101","1","1","92411"
"92411120","2","92411110","90","924111200","92411130","1000000000","924113102","924112102","1","2","92411"
"92411130","3","92411120","90","924111300","92411140","1500000000","924113103","924112103","1","3","92411"
"92411140","4","92411130","90","924111400","0","0","924113104","924112104","1","4","92411"
"92411210","1","0","90","924112100","92411220","500000000","924113201","924112201","1","1","92411"
"92411220","2","92411210","90","924112200","92411230","1000000000","924113202","924112202","1","2","92411"
"92411230","3","92411220","90","924112300","92411240","1500000000","924113203","924112203","1","3","92411"
"92411240","4","92411230","90","924112400","0","0","924113204","924112204","1","4","92411"
"92411310","1","0","90","924113100","92411320","500000000","924113301","924112301","1","1","92411"
"92411320","2","92411310","90","924113200","92411330","1000000000","924113302","924112302","1","2","92411"
"92411330","3","92411320","90","924113300","92411340","1500000000","924113303","924112303","1","3","92411"
"92411340","4","92411330","90","924113400","0","0","924113304","924112304","1","4","92411"
"92412110","1","0","90","924121100","92412120","500000000","924123101","924122101","1","1","92412"
"92412120","2","92412110","90","924121200","92412130","1000000000","924123102","924122102","1","2","92412"
"92412130","3","92412120","90","924121300","92412140","1500000000","924123103","924122103","1","3","92412"
"92412140","4","92412130","90","924121400","0","0","924123104","924122104","1","4","92412"
"92412210","1","0","90","924122100","92412220","500000000","924123201","924122201","1","1","92412"
"92412220","2","92412210","90","924122200","92412230","1000000000","924123202","924122202","1","2","92412"
"92412230","3","92412220","90","924122300","92412240","1500000000","924123203","924122203","1","3","92412"
"92412240","4","92412230","90","924122400","0","0","924123204","924122204","1","4","92412"
"92412310","1","0","90","924123100","92412320","500000000","924123301","924122301","1","1","92412"
"92412320","2","92412310","90","924123200","92412330","1000000000","924123302","924122302","1","2","92412"
"92412330","3","92412320","90","924123300","92412340","1500000000","924123303","924122303","1","3","92412"
"92412340","4","92412330","90","924123400","0","0","924123304","924122304","1","4","92412"
"92414110","1","0","90","924141100","92414120","500000000","924143101","924142101","1","1","92414"
"92414120","2","92414110","90","924141200","92414130","1000000000","924143102","924142102","1","2","92414"
"92414130","3","92414120","90","924141300","92414140","1500000000","924143103","924142103","1","3","92414"
"92414140","4","92414130","90","924141400","0","0","924143104","924142104","1","4","92414"
"92414210","1","0","90","924142100","92414220","500000000","924143201","924142201","1","1","92414"
"92414220","2","92414210","90","924142200","92414230","1000000000","924143202","924142202","1","2","92414"
"92414230","3","92414220","90","924142300","92414240","1500000000","924143203","924142203","1","3","92414"
"92414240","4","92414230","90","924142400","0","0","924143204","924142204","1","4","92414"
"92414310","1","0","90","924143100","92414320","500000000","924143301","924142301","1","1","92414"
"92414320","2","92414310","90","924143200","92414330","1000000000","924143302","924142302","1","2","92414"
"92414330","3","92414320","90","924143300","92414340","1500000000","924143303","924142303","1","3","92414"
"92414340","4","92414330","90","924143400","0","0","924143304","924142304","1","4","92414"
"92415110","1","0","90","924151100","92415120","500000000","924153101","924152101","1","1","92415"
"92415120","2","92415110","90","924151200","92415130","1000000000","924153102","924152102","1","2","92415"
"92415130","3","92415120","90","924151300","92415140","1500000000","924153103","924152103","1","3","92415"
"92415140","4","92415130","90","924151400","0","0","924153104","924152104","1","4","92415"
"92415210","1","0","90","924152100","92415220","500000000","924153201","924152201","1","1","92415"
"92415220","2","92415210","90","924152200","92415230","1000000000","924153202","924152202","1","2","92415"
"92415230","3","92415220","90","924152300","92415240","1500000000","924153203","924152203","1","3","92415"
"92415240","4","92415230","90","924152400","0","0","924153204","924152204","1","4","92415"
"92415310","1","0","90","924153100","92415320","500000000","924153301","924152301","1","1","92415"
"92415320","2","92415310","90","924153200","92415330","1000000000","924153302","924152302","1","2","92415"
"92415330","3","92415320","90","924153300","92415340","1500000000","924153303","924152303","1","3","92415"
"92415340","4","92415330","90","924153400","0","0","924153304","924152304","1","4","92415"
"92416110","1","0","90","924161100","92416120","500000000","924163101","924162101","1","1","92416"
"92416120","2","92416110","90","924161200","92416130","1000000000","924163102","924162102","1","2","92416"
"92416130","3","92416120","90","924161300","92416140","1500000000","924163103","924162103","1","3","92416"
"92416140","4","92416130","90","924161400","0","0","924163104","924162104","1","4","92416"
"92416210","1","0","90","924162100","92416220","500000000","924163201","924162201","1","1","92416"
"92416220","2","92416210","90","924162200","92416230","1000000000","924163202","924162202","1","2","92416"
"92416230","3","92416220","90","924162300","92416240","1500000000","924163203","924162203","1","3","92416"
"92416240","4","92416230","90","924162400","0","0","924163204","924162204","1","4","92416"
"92416310","1","0","90","924163100","92416320","500000000","924163301","924162301","1","1","92416"
"92416320","2","92416310","90","924163200","92416330","1000000000","924163302","924162302","1","2","92416"
"92416330","3","92416320","90","924163300","92416340","1500000000","924163303","924162303","1","3","92416"
"92416340","4","92416330","90","924163400","0","0","924163304","924162304","1","4","92416"
"92417110","1","0","90","924171100","92417120","500000000","924173101","924172101","1","1","92417"
"92417120","2","92417110","90","924171200","92417130","1000000000","924173102","924172102","1","2","92417"
"92417130","3","92417120","90","924171300","92417140","1500000000","924173103","924172103","1","3","92417"
"92417140","4","92417130","90","924171400","0","0","924173104","924172104","1","4","92417"
"92417210","1","0","90","924172100","92417220","500000000","924173201","924172201","1","1","92417"
"92417220","2","92417210","90","924172200","92417230","1000000000","924173202","924172202","1","2","92417"
"92417230","3","92417220","90","924172300","92417240","1500000000","924173203","924172203","1","3","92417"
"92417240","4","92417230","90","924172400","0","0","924173204","924172204","1","4","92417"
"92417310","1","0","90","924173100","92417320","500000000","924173301","924172301","1","1","92417"
"92417320","2","92417310","90","924173200","92417330","1000000000","924173302","924172302","1","2","92417"
"92417330","3","92417320","90","924173300","92417340","1500000000","924173303","924172303","1","3","92417"
"92417340","4","92417330","90","924173400","0","0","924173304","924172304","1","4","92417"
"92418110","1","0","90","924181100","92418120","500000000","924183101","924182101","1","1","92418"
"92418120","2","92418110","90","924181200","92418130","1000000000","924183102","924182102","1","2","92418"
"92418130","3","92418120","90","924181300","92418140","1500000000","924183103","924182103","1","3","92418"
"92418140","4","92418130","90","924181400","0","0","924183104","924182104","1","4","92418"
"92418210","1","0","90","924182100","92418220","500000000","924183201","924182201","1","1","92418"
"92418220","2","92418210","90","924182200","92418230","1000000000","924183202","924182202","1","2","92418"
"92418230","3","92418220","90","924182300","92418240","1500000000","924183203","924182203","1","3","92418"
"92418240","4","92418230","90","924182400","0","0","924183204","924182204","1","4","92418"
"92418310","1","0","90","924183100","92418320","500000000","924183301","924182301","1","1","92418"
"92418320","2","92418310","90","924183200","92418330","1000000000","924183302","924182302","1","2","92418"
"92418330","3","92418320","90","924183300","92418340","1500000000","924183303","924182303","1","3","92418"
"92418340","4","92418330","90","924183400","0","0","924183304","924182304","1","4","92418"
"92419110","1","0","90","924191100","92419120","500000000","924193101","924192101","1","1","92419"
"92419120","2","92419110","90","924191200","92419130","1000000000","924193102","924192102","1","2","92419"
"92419130","3","92419120","90","924191300","92419140","1500000000","924193103","924192103","1","3","92419"
"92419140","4","92419130","90","924191400","0","0","924193104","924192104","1","4","92419"
"92419210","1","0","90","924192100","92419220","500000000","924193201","924192201","1","1","92419"
"92419220","2","92419210","90","924192200","92419230","1000000000","924193202","924192202","1","2","92419"
"92419230","3","92419220","90","924192300","92419240","1500000000","924193203","924192203","1","3","92419"
"92419240","4","92419230","90","924192400","0","0","924193204","924192204","1","4","92419"
"92419310","1","0","90","924193100","92419320","500000000","924193301","924192301","1","1","92419"
"92419320","2","92419310","90","924193200","92419330","1000000000","924193302","924192302","1","2","92419"
"92419330","3","92419320","90","924193300","92419340","1500000000","924193303","924192303","1","3","92419"
"92419340","4","92419330","90","924193400","0","0","924193304","924192304","1","4","92419"
"92420110","1","0","90","924201100","92420120","500000000","924203101","924202101","1","1","92420"
"92420120","2","92420110","90","924201200","92420130","1000000000","924203102","924202102","1","2","92420"
"92420130","3","92420120","90","924201300","92420140","1500000000","924203103","924202103","1","3","92420"
"92420140","4","92420130","90","924201400","0","0","924203104","924202104","1","4","92420"
"92420210","1","0","90","924202100","92420220","500000000","924203201","924202201","1","1","92420"
"92420220","2","92420210","90","924202200","92420230","1000000000","924203202","924202202","1","2","92420"
"92420230","3","92420220","90","924202300","92420240","1500000000","924203203","924202203","1","3","92420"
"92420240","4","92420230","90","924202400","0","0","924203204","924202204","1","4","92420"
"92420310","1","0","90","924203100","92420320","500000000","924203301","924202301","1","1","92420"
"92420320","2","92420310","90","924203200","92420330","1000000000","924203302","924202302","1","2","92420"
"92420330","3","92420320","90","924203300","92420340","1500000000","924203303","924202303","1","3","92420"
"92420340","4","92420330","90","924203400","0","0","924203304","924202304","1","4","92420"
"92421110","1","0","90","924211100","92421120","500000000","924213101","924212101","1","1","92421"
"92421120","2","92421110","90","924211200","92421130","1000000000","924213102","924212102","1","2","92421"
"92421130","3","92421120","90","924211300","92421140","1500000000","924213103","924212103","1","3","92421"
"92421140","4","92421130","90","924211400","0","0","924213104","924212104","1","4","92421"
"92421210","1","0","90","924212100","92421220","500000000","924213201","924212201","1","1","92421"
"92421220","2","92421210","90","924212200","92421230","1000000000","924213202","924212202","1","2","92421"
"92421230","3","92421220","90","924212300","92421240","1500000000","924213203","924212203","1","3","92421"
"92421240","4","92421230","90","924212400","0","0","924213204","924212204","1","4","92421"
"92421310","1","0","90","924213100","92421320","500000000","924213301","924212301","1","1","92421"
"92421320","2","92421310","90","924213200","92421330","1000000000","924213302","924212302","1","2","92421"
"92421330","3","92421320","90","924213300","92421340","1500000000","924213303","924212303","1","3","92421"
"92421340","4","92421330","90","924213400","0","0","924213304","924212304","1","4","92421"
"92422110","1","0","90","924221100","92422120","500000000","924223101","924222101","1","1","92422"
"92422120","2","92422110","90","924221200","92422130","1000000000","924223102","924222102","1","2","92422"
"92422130","3","92422120","90","924221300","92422140","1500000000","924223103","924222103","1","3","92422"
"92422140","4","92422130","90","924221400","0","0","924223104","924222104","1","4","92422"
"92422210","1","0","90","924222100","92422220","500000000","924223201","924222201","1","1","92422"
"92422220","2","92422210","90","924222200","92422230","1000000000","924223202","924222202","1","2","92422"
"92422230","3","92422220","90","924222300","92422240","1500000000","924223203","924222203","1","3","92422"
"92422240","4","92422230","90","924222400","0","0","924223204","924222204","1","4","92422"
"92422310","1","0","90","924223100","92422320","500000000","924223301","924222301","1","1","92422"
"92422320","2","92422310","90","924223200","92422330","1000000000","924223302","924222302","1","2","92422"
"92422330","3","92422320","90","924223300","92422340","1500000000","924223303","924222303","1","3","92422"
"92422340","4","92422330","90","924223400","0","0","924223304","924222304","1","4","92422"
"92423110","1","0","90","924231100","92423120","500000000","924233101","924232101","1","1","92423"
"92423120","2","92423110","90","924231200","92423130","1000000000","924233102","924232102","1","2","92423"
"92423130","3","92423120","90","924231300","92423140","1500000000","924233103","924232103","1","3","92423"
"92423140","4","92423130","90","924231400","0","0","924233104","924232104","1","4","92423"
"92423210","1","0","90","924232100","92423220","500000000","924233201","924232201","1","1","92423"
"92423220","2","92423210","90","924232200","92423230","1000000000","924233202","924232202","1","2","92423"
"92423230","3","92423220","90","924232300","92423240","1500000000","924233203","924232203","1","3","92423"
"92423240","4","92423230","90","924232400","0","0","924233204","924232204","1","4","92423"
"92423310","1","0","90","924233100","92423320","500000000","924233301","924232301","1","1","92423"
"92423320","2","92423310","90","924233200","92423330","1000000000","924233302","924232302","1","2","92423"
"92423330","3","92423320","90","924233300","92423340","1500000000","924233303","924232303","1","3","92423"
"92423340","4","92423330","90","924233400","0","0","924233304","924232304","1","4","92423"
"92424110","1","0","90","924241100","92424120","500000000","924243101","924242101","1","1","92424"
"92424120","2","92424110","90","924241200","92424130","1000000000","924243102","924242102","1","2","92424"
"92424130","3","92424120","90","924241300","92424140","1500000000","924243103","924242103","1","3","92424"
"92424140","4","92424130","90","924241400","0","0","924243104","924242104","1","4","92424"
"92424210","1","0","90","924242100","92424220","500000000","924243201","924242201","1","1","92424"
"92424220","2","92424210","90","924242200","92424230","1000000000","924243202","924242202","1","2","92424"
"92424230","3","92424220","90","924242300","92424240","1500000000","924243203","924242203","1","3","92424"
"92424240","4","92424230","90","924242400","0","0","924243204","924242204","1","4","92424"
"92424310","1","0","90","924243100","92424320","500000000","924243301","924242301","1","1","92424"
"92424320","2","92424310","90","924243200","92424330","1000000000","924243302","924242302","1","2","92424"
"92424330","3","92424320","90","924243300","92424340","1500000000","924243303","924242303","1","3","92424"
"92424340","4","92424330","90","924243400","0","0","924243304","924242304","1","4","92424"
"92425110","1","0","90","924251100","92425120","500000000","924253101","924252101","1","1","92425"
"92425120","2","92425110","90","924251200","92425130","1000000000","924253102","924252102","1","2","92425"
"92425130","3","92425120","90","924251300","92425140","1500000000","924253103","924252103","1","3","92425"
"92425140","4","92425130","90","924251400","0","0","924253104","924252104","1","4","92425"
"92425210","1","0","90","924252100","92425220","500000000","924253201","924252201","1","1","92425"
"92425220","2","92425210","90","924252200","92425230","1000000000","924253202","924252202","1","2","92425"
"92425230","3","92425220","90","924252300","92425240","1500000000","924253203","924252203","1","3","92425"
"92425240","4","92425230","90","924252400","0","0","924253204","924252204","1","4","92425"
"92425310","1","0","90","924253100","92425320","500000000","924253301","924252301","1","1","92425"
"92425320","2","92425310","90","924253200","92425330","1000000000","924253302","924252302","1","2","92425"
"92425330","3","92425320","90","924253300","92425340","1500000000","924253303","924252303","1","3","92425"
"92425340","4","92425330","90","924253400","0","0","924253304","924252304","1","4","92425"
"92426110","1","0","90","924261100","92426120","500000000","924263101","924262101","1","1","92426"
"92426120","2","92426110","90","924261200","92426130","1000000000","924263102","924262102","1","2","92426"
"92426130","3","92426120","90","924261300","92426140","1500000000","924263103","924262103","1","3","92426"
"92426140","4","92426130","90","924261400","0","0","924263104","924262104","1","4","92426"
"92426210","1","0","90","924262100","92426220","500000000","924263201","924262201","1","1","92426"
"92426220","2","92426210","90","924262200","92426230","1000000000","924263202","924262202","1","2","92426"
"92426230","3","92426220","90","924262300","92426240","1500000000","924263203","924262203","1","3","92426"
"92426240","4","92426230","90","924262400","0","0","924263204","924262204","1","4","92426"
"92426310","1","0","90","924263100","92426320","500000000","924263301","924262301","1","1","92426"
"92426320","2","92426310","90","924263200","92426330","1000000000","924263302","924262302","1","2","92426"
"92426330","3","92426320","90","924263300","92426340","1500000000","924263303","924262303","1","3","92426"
"92426340","4","92426330","90","924263400","0","0","924263304","924262304","1","4","92426"
"92427110","1","0","90","924271100","92427120","500000000","924273101","924272101","1","1","92427"
"92427120","2","92427110","90","924271200","92427130","1000000000","924273102","924272102","1","2","92427"
"92427130","3","92427120","90","924271300","92427140","1500000000","924273103","924272103","1","3","92427"
"92427140","4","92427130","90","924271400","0","0","924273104","924272104","1","4","92427"
"92427210","1","0","90","924272100","92427220","500000000","924273201","924272201","1","1","92427"
"92427220","2","92427210","90","924272200","92427230","1000000000","924273202","924272202","1","2","92427"
"92427230","3","92427220","90","924272300","92427240","1500000000","924273203","924272203","1","3","92427"
"92427240","4","92427230","90","924272400","0","0","924273204","924272204","1","4","92427"
"92427310","1","0","90","924273100","92427320","500000000","924273301","924272301","1","1","92427"
"92427320","2","92427310","90","924273200","92427330","1000000000","924273302","924272302","1","2","92427"
"92427330","3","92427320","90","924273300","92427340","1500000000","924273303","924272303","1","3","92427"
"92427340","4","92427330","90","924273400","0","0","924273304","924272304","1","4","92427"
"92428110","1","0","90","924281100","92428120","500000000","924283101","924282101","1","1","92428"
"92428120","2","92428110","90","924281200","92428130","1000000000","924283102","924282102","1","2","92428"
"92428130","3","92428120","90","924281300","92428140","1500000000","924283103","924282103","1","3","92428"
"92428140","4","92428130","90","924281400","0","0","924283104","924282104","1","4","92428"
"92428210","1","0","90","924282100","92428220","500000000","924283201","924282201","1","1","92428"
"92428220","2","92428210","90","924282200","92428230","1000000000","924283202","924282202","1","2","92428"
"92428230","3","92428220","90","924282300","92428240","1500000000","924283203","924282203","1","3","92428"
"92428240","4","92428230","90","924282400","0","0","924283204","924282204","1","4","92428"
"92428310","1","0","90","924283100","92428320","500000000","924283301","924282301","1","1","92428"
"92428320","2","92428310","90","924283200","92428330","1000000000","924283302","924282302","1","2","92428"
"92428330","3","92428320","90","924283300","92428340","1500000000","924283303","924282303","1","3","92428"
"92428340","4","92428330","90","924283400","0","0","924283304","924282304","1","4","92428"
"92429110","1","0","90","924291100","92429120","500000000","924293101","924292101","1","1","92429"
"92429120","2","92429110","90","924291200","92429130","1000000000","924293102","924292102","1","2","92429"
"92429130","3","92429120","90","924291300","92429140","1500000000","924293103","924292103","1","3","92429"
"92429140","4","92429130","90","924291400","0","0","924293104","924292104","1","4","92429"
"92429210","1","0","90","924292100","92429220","500000000","924293201","924292201","1","1","92429"
"92429220","2","92429210","90","924292200","92429230","1000000000","924293202","924292202","1","2","92429"
"92429230","3","92429220","90","924292300","92429240","1500000000","924293203","924292203","1","3","92429"
"92429240","4","92429230","90","924292400","0","0","924293204","924292204","1","4","92429"
"92429310","1","0","90","924293100","92429320","500000000","924293301","924292301","1","1","92429"
"92429320","2","92429310","90","924293200","92429330","1000000000","924293302","924292302","1","2","92429"
"92429330","3","92429320","90","924293300","92429340","1500000000","924293303","924292303","1","3","92429"
"92429340","4","92429330","90","924293400","0","0","924293304","924292304","1","4","92429"
"92501110","1","0","90","925011100","92501120","500000000","925013101","925012101","1","1","92413"
"92501120","2","92501110","90","925011200","92501130","1000000000","925013102","925012102","1","2","92413"
"92501130","3","92501120","90","925011300","92501140","1500000000","925013103","925012103","1","3","92413"
"92501140","4","92501130","90","925011400","0","0","925013104","925012104","1","4","92413"
"92501210","1","0","90","925012100","92501220","500000000","925013201","925012201","1","1","92413"
"92501220","2","92501210","90","925012200","92501230","1000000000","925013202","925012202","1","2","92413"
"92501230","3","92501220","90","925012300","92501240","1500000000","925013203","925012203","1","3","92413"
"92501240","4","92501230","90","925012400","0","0","925013204","925012204","1","4","92413"
"92501310","1","0","90","925013100","92501320","500000000","925013301","925012301","1","1","92413"
"92501320","2","92501310","90","925013200","92501330","1000000000","925013302","925012302","1","2","92413"
"92501330","3","92501320","90","925013300","92501340","1500000000","925013303","925012303","1","3","92413"
"92501340","4","92501330","90","925013400","0","0","925013304","925012304","1","4","92413"
