477e6323bfa0450332acfea084924a86f67e0b526bfeef42db75df6bdd7f09bb,7843eedf757e1787f634458e5c7d32972cc4d076b60c5bc1af3c1cc417042b53,c4caa57dbeacf3d86fab5dd914a7a8e52bd2f7e81d0352c89ab19b85212abf4e,f8a10bdbad5da26fb8f9bb1ce69316dbe6d2f3282f7d532a9b69e4a2b2b2a961,7799dd23de9c4b7912862dd90adeb298139b358c11ad80ab6d3100905c4c2e5c
"105373","97502","1","4","97502051"
"105313","97502","1","4","97502052"
"105343","97502","1","4","97502053"
"105462","97502","1","4","97502054"
"105044","97502","1","4","97502055"
"105254","97502","1","4","97502056"
"105104","97502","1","4","97502057"
"105224","97502","1","4","97502058"
"105194","97502","1","4","97502059"
"105074","97502","1","4","97502060"
"105134","97502","1","4","97502061"
"105164","97502","1","4","97502062"
"105014","97502","1","4","97502063"
"105614","97502","1","4","97502064"
"105584","97502","1","4","97502065"
"105554","97502","1","4","97502066"
"105314","97502","1","4","97502067"
"105523","97502","1","4","97502068"
"105374","97502","1","4","97502069"
"105344","97502","1","4","97502070"
"105432","97502","1","4","97502071"
"105284","97502","1","4","97502072"
"90005","97503","20","2","97503001"
"140001","97503","10","4","97503002"
"93001","97503","250","6","97503003"
"91002","97503","500","8","97503004"
"94002","97503","500000","12","97503005"
"25001","97503","5","2","97503006"
"97102","97504","1","2","97504001"
"97103","97504","1","2","97504002"
"97104","97504","1","2","97504003"
"97105","97504","1","2","97504004"
"93001","97505","800","6","97505001"
"94002","97505","3000000","12","97505002"
"90005","97505","60","2","97505003"
"25001","97505","15","2","97505004"
"140001","97505","20","4","97505005"
"23001","97505","400","2","97505006"
"20004","97505","100","2","97505007"
"105011","97506","1","4","97506001"
"105161","97506","1","4","97506002"
"105221","97506","1","4","97506003"
"105071","97506","1","4","97506004"
"105041","97506","1","4","97506005"
"105131","97506","1","4","97506006"
"105191","97506","1","4","97506007"
"105101","97506","1","4","97506008"
"105251","97506","1","4","97506009"
"105581","97506","1","4","97506010"
"105551","97506","1","4","97506011"
"105611","97506","1","4","97506012"
"105311","97506","1","4","97506013"
"105341","97506","1","4","97506014"
"105281","97506","1","4","97506015"
"105371","97506","1","4","97506016"
"105401","97506","1","4","97506017"
"105521","97506","1","4","97506018"
"105012","97506","1","4","97506019"
"105222","97506","1","4","97506020"
"105042","97506","1","4","97506021"
"105102","97506","1","4","97506022"
"105072","97506","1","4","97506023"
"105162","97506","1","4","97506024"
"105192","97506","1","4","97506025"
"105132","97506","1","4","97506026"
"105252","97506","1","4","97506027"
"105552","97506","1","4","97506028"
"105612","97506","1","4","97506029"
"105582","97506","1","4","97506030"
"105522","97506","1","4","97506031"
"105431","97506","1","4","97506032"
"105282","97506","1","4","97506033"
"105372","97506","1","4","97506034"
"105342","97506","1","4","97506035"
"105312","97506","1","4","97506036"
"105043","97506","1","4","97506037"
"105073","97506","1","4","97506038"
"105133","97506","1","4","97506039"
"105013","97506","1","4","97506040"
"105223","97506","1","4","97506041"
"105193","97506","1","4","97506042"
"105103","97506","1","4","97506043"
"105253","97506","1","4","97506044"
"105163","97506","1","4","97506045"
"105553","97506","1","4","97506046"
"105583","97506","1","4","97506047"
"105613","97506","1","4","97506048"
"105283","97506","1","4","97506049"
"105491","97506","1","4","97506050"
"105373","97506","1","4","97506051"
"105313","97506","1","4","97506052"
"105343","97506","1","4","97506053"
"105462","97506","1","4","97506054"
"105044","97506","1","4","97506055"
"105254","97506","1","4","97506056"
"105104","97506","1","4","97506057"
"105224","97506","1","4","97506058"
"105194","97506","1","4","97506059"
"105074","97506","1","4","97506060"
"105134","97506","1","4","97506061"
"105164","97506","1","4","97506062"
"105014","97506","1","4","97506063"
"105614","97506","1","4","97506064"
"105584","97506","1","4","97506065"
"105554","97506","1","4","97506066"
"105314","97506","1","4","97506067"
"105523","97506","1","4","97506068"
"105374","97506","1","4","97506069"
"105344","97506","1","4","97506070"
"105432","97506","1","4","97506071"
"105284","97506","1","4","97506072"
"105015","97507","1","4","97507001"
"105045","97507","1","4","97507002"
"105075","97507","1","4","97507003"
"105105","97507","1","4","97507004"
"105135","97507","1","4","97507005"
"105165","97507","1","4","97507006"
"105195","97507","1","4","97507007"
"105225","97507","1","4","97507008"
"105255","97507","1","4","97507009"
"105555","97507","1","4","97507010"
"105585","97507","1","4","97507011"
"105615","97507","1","4","97507012"
"105285","97507","1","4","97507013"
"105315","97507","1","4","97507014"
"105345","97507","1","4","97507015"
"105375","97507","1","4","97507016"
"105463","97507","1","4","97507017"
"105402","97507","1","4","97507018"
"105016","97507","1","4","97507019"
"105046","97507","1","4","97507020"
"105076","97507","1","4","97507021"
"105106","97507","1","4","97507022"
"105136","97507","1","4","97507023"
"105166","97507","1","4","97507024"
"105196","97507","1","4","97507025"
"105226","97507","1","4","97507026"
"105256","97507","1","4","97507027"
"105556","97507","1","4","97507028"
"105586","97507","1","4","97507029"
"105616","97507","1","4","97507030"
"105286","97507","1","4","97507031"
"105316","97507","1","4","97507032"
"105346","97507","1","4","97507033"
"105376","97507","1","4","97507034"
"105433","97507","1","4","97507035"
"105524","97507","1","4","97507036"
"105017","97507","1","4","97507037"
"105047","97507","1","4","97507038"
"105077","97507","1","4","97507039"
"105107","97507","1","4","97507040"
"105137","97507","1","4","97507041"
"105167","97507","1","4","97507042"
"105197","97507","1","4","97507043"
"105227","97507","1","4","97507044"
"105257","97507","1","4","97507045"
"105557","97507","1","4","97507046"
"105587","97507","1","4","97507047"
"105617","97507","1","4","97507048"
"105287","97507","1","4","97507049"
"105317","97507","1","4","97507050"
"105347","97507","1","4","97507051"
"105377","97507","1","4","97507052"
"105464","97507","1","4","97507053"
"105403","97507","1","4","97507054"
"106011","97508","1","4","97508001"
"106041","97508","1","4","97508002"
"106071","97508","1","4","97508003"
"106101","97508","1","4","97508004"
"106131","97508","1","4","97508005"
"106161","97508","1","4","97508006"
"106191","97508","1","4","97508007"
"106221","97508","1","4","97508008"
"106251","97508","1","4","97508009"
"106551","97508","1","4","97508010"
"106581","97508","1","4","97508011"
"106611","97508","1","4","97508012"
"106281","97508","1","4","97508013"
"106311","97508","1","4","97508014"
"106341","97508","1","4","97508015"
"106371","97508","1","4","97508016"
"106401","97508","1","4","97508017"
"106461","97508","1","4","97508018"
"93001","97509","500","6","97509001"
"94002","97509","3000000","12","97509002"
"90005","97509","30","2","97509003"
"25001","97509","10","2","97509004"
"140001","97509","10","4","97509005"
"23001","97509","400","2","97509006"
"20004","97509","100","2","97509007"
"93001","97510","800","6","97510001"
"94002","97510","3000000","12","97510002"
"90005","97510","60","2","97510003"
"25001","97510","15","2","97510004"
"140001","97510","20","4","97510005"
"23001","97510","300","2","97510006"
"20004","97510","80","2","97510007"
"105011","97511","1","4","97511001"
"105161","97511","1","4","97511002"
"105221","97511","1","4","97511003"
"105071","97511","1","4","97511004"
"105041","97511","1","4","97511005"
"105131","97511","1","4","97511006"
"105191","97511","1","4","97511007"
"105101","97511","1","4","97511008"
"105251","97511","1","4","97511009"
"105581","97511","1","4","97511010"
"105551","97511","1","4","97511011"
"105611","97511","1","4","97511012"
"105311","97511","1","4","97511013"
"105341","97511","1","4","97511014"
"105281","97511","1","4","97511015"
"105371","97511","1","4","97511016"
"105401","97511","1","4","97511017"
"105521","97511","1","4","97511018"
"105012","97511","1","4","97511019"
"105222","97511","1","4","97511020"
"105042","97511","1","4","97511021"
"105102","97511","1","4","97511022"
"105072","97511","1","4","97511023"
"105162","97511","1","4","97511024"
"105192","97511","1","4","97511025"
"105132","97511","1","4","97511026"
"105252","97511","1","4","97511027"
"105552","97511","1","4","97511028"
"105612","97511","1","4","97511029"
"105582","97511","1","4","97511030"
"105522","97511","1","4","97511031"
"105431","97511","1","4","97511032"
"105282","97511","1","4","97511033"
"105372","97511","1","4","97511034"
"105342","97511","1","4","97511035"
"105312","97511","1","4","97511036"
"105043","97511","1","4","97511037"
"105073","97511","1","4","97511038"
"105133","97511","1","4","97511039"
"105013","97511","1","4","97511040"
"105223","97511","1","4","97511041"
"105193","97511","1","4","97511042"
"105103","97511","1","4","97511043"
"105253","97511","1","4","97511044"
"105163","97511","1","4","97511045"
"105553","97511","1","4","97511046"
"105583","97511","1","4","97511047"
"105613","97511","1","4","97511048"
"105283","97511","1","4","97511049"
"105491","97511","1","4","97511050"
"105373","97511","1","4","97511051"
"105313","97511","1","4","97511052"
"105343","97511","1","4","97511053"
"105462","97511","1","4","97511054"
"105044","97511","1","4","97511055"
"105254","97511","1","4","97511056"
"105104","97511","1","4","97511057"
"105224","97511","1","4","97511058"
"105194","97511","1","4","97511059"
"105074","97511","1","4","97511060"
"105134","97511","1","4","97511061"
"105164","97511","1","4","97511062"
"105014","97511","1","4","97511063"
"105614","97511","1","4","97511064"
"105584","97511","1","4","97511065"
"105554","97511","1","4","97511066"
"105314","97511","1","4","97511067"
"105523","97511","1","4","97511068"
"105374","97511","1","4","97511069"
"105344","97511","1","4","97511070"
"105432","97511","1","4","97511071"
"105284","97511","1","4","97511072"
"105015","97512","1","4","97512001"
"105045","97512","1","4","97512002"
"105075","97512","1","4","97512003"
"105105","97512","1","4","97512004"
"105135","97512","1","4","97512005"
"105165","97512","1","4","97512006"
"105195","97512","1","4","97512007"
"105225","97512","1","4","97512008"
"105255","97512","1","4","97512009"
"105555","97512","1","4","97512010"
"105585","97512","1","4","97512011"
"105615","97512","1","4","97512012"
"105285","97512","1","4","97512013"
"105315","97512","1","4","97512014"
"105345","97512","1","4","97512015"
"105375","97512","1","4","97512016"
"105463","97512","1","4","97512017"
"105402","97512","1","4","97512018"
"105016","97512","1","4","97512019"
"105046","97512","1","4","97512020"
"105076","97512","1","4","97512021"
"105106","97512","1","4","97512022"
"105136","97512","1","4","97512023"
"105166","97512","1","4","97512024"
"105196","97512","1","4","97512025"
"105226","97512","1","4","97512026"
"105256","97512","1","4","97512027"
"105556","97512","1","4","97512028"
"105586","97512","1","4","97512029"
"105616","97512","1","4","97512030"
"105286","97512","1","4","97512031"
"105316","97512","1","4","97512032"
"105346","97512","1","4","97512033"
"105376","97512","1","4","97512034"
"105433","97512","1","4","97512035"
"105524","97512","1","4","97512036"
"105017","97512","1","4","97512037"
"105047","97512","1","4","97512038"
"105077","97512","1","4","97512039"
"105107","97512","1","4","97512040"
"105137","97512","1","4","97512041"
"105167","97512","1","4","97512042"
"105197","97512","1","4","97512043"
"105227","97512","1","4","97512044"
"105257","97512","1","4","97512045"
"105557","97512","1","4","97512046"
"105587","97512","1","4","97512047"
"105617","97512","1","4","97512048"
"105287","97512","1","4","97512049"
"105317","97512","1","4","97512050"
"105347","97512","1","4","97512051"
"105377","97512","1","4","97512052"
"105464","97512","1","4","97512053"
"105403","97512","1","4","97512054"
"106011","97513","1","4","97513001"
"106041","97513","1","4","97513002"
"106071","97513","1","4","97513003"
"106101","97513","1","4","97513004"
"106131","97513","1","4","97513005"
"106161","97513","1","4","97513006"
"106191","97513","1","4","97513007"
"106221","97513","1","4","97513008"
"106251","97513","1","4","97513009"
"106551","97513","1","4","97513010"
"106581","97513","1","4","97513011"
"106611","97513","1","4","97513012"
"106281","97513","1","4","97513013"
"106311","97513","1","4","97513014"
"106341","97513","1","4","97513015"
"106371","97513","1","4","97513016"
"106401","97513","1","4","97513017"
"106461","97513","1","4","97513018"
"106042","97513","1","4","97513019"
"106072","97513","1","4","97513020"
"106132","97513","1","4","97513021"
"106192","97513","1","4","97513022"
"106012","97513","1","4","97513023"
"106102","97513","1","4","97513024"
"106162","97513","1","4","97513025"
"106222","97513","1","4","97513026"
"106252","97513","1","4","97513027"
"106552","97513","1","4","97513028"
"106582","97513","1","4","97513029"
"106612","97513","1","4","97513030"
"106312","97513","1","4","97513031"
"106282","97513","1","4","97513032"
"106342","97513","1","4","97513033"
"106372","97513","1","4","97513034"
"106431","97513","1","4","97513035"
"106521","97513","1","4","97513036"
"106013","97513","1","4","97513037"
"106043","97513","1","4","97513038"
"106073","97513","1","4","97513039"
"106103","97513","1","4","97513040"
"106133","97513","1","4","97513041"
"106163","97513","1","4","97513042"
"106193","97513","1","4","97513043"
"106253","97513","1","4","97513044"
"106223","97513","1","4","97513045"
"106553","97513","1","4","97513046"
"106583","97513","1","4","97513047"
"106613","97513","1","4","97513048"
"106313","97513","1","4","97513049"
"106283","97513","1","4","97513050"
"106343","97513","1","4","97513051"
"106373","97513","1","4","97513052"
"106491","97513","1","4","97513053"
"106462","97513","1","4","97513054"
"107041","97514","1","4","97514001"
"107071","97514","1","4","97514002"
"107131","97514","1","4","97514003"
"107191","97514","1","4","97514004"
"107011","97514","1","4","97514005"
"107101","97514","1","4","97514006"
"107161","97514","1","4","97514007"
"107221","97514","1","4","97514008"
"107251","97514","1","4","97514009"
"107551","97514","1","4","97514010"
"107581","97514","1","4","97514011"
"107611","97514","1","4","97514012"
"107281","97514","1","4","97514013"
"107311","97514","1","4","97514014"
"107371","97514","1","4","97514015"
"107341","97514","1","4","97514016"
"107461","97514","1","4","97514017"
"107491","97514","1","4","97514018"
"107042","97514","1","4","97514019"
"107072","97514","1","4","97514020"
"107132","97514","1","4","97514021"
"107192","97514","1","4","97514022"
"107012","97514","1","4","97514023"
"107102","97514","1","4","97514024"
"107162","97514","1","4","97514025"
"107222","97514","1","4","97514026"
"107252","97514","1","4","97514027"
"107552","97514","1","4","97514028"
"107582","97514","1","4","97514029"
"107612","97514","1","4","97514030"
"93001","97515","1000","6","97515001"
"94002","97515","6000000","12","97515002"
"90005","97515","60","2","97515003"
"140001","97515","20","4","97515004"
"20004","97515","300","2","97515005"
"24001","97515","12","2","97515006"
"105011","97516","1","4","97516001"
"105161","97516","1","4","97516002"
"105221","97516","1","4","97516003"
"105071","97516","1","4","97516004"
"105041","97516","1","4","97516005"
"105131","97516","1","4","97516006"
"105191","97516","1","4","97516007"
"105101","97516","1","4","97516008"
"105251","97516","1","4","97516009"
"105581","97516","1","4","97516010"
"105551","97516","1","4","97516011"
"105611","97516","1","4","97516012"
"105311","97516","1","4","97516013"
"105341","97516","1","4","97516014"
"105281","97516","1","4","97516015"
"105371","97516","1","4","97516016"
"105401","97516","1","4","97516017"
"105521","97516","1","4","97516018"
"105012","97516","1","4","97516019"
"105222","97516","1","4","97516020"
"105042","97516","1","4","97516021"
"105102","97516","1","4","97516022"
"105072","97516","1","4","97516023"
"105162","97516","1","4","97516024"
"105192","97516","1","4","97516025"
"105132","97516","1","4","97516026"
"105252","97516","1","4","97516027"
"105552","97516","1","4","97516028"
"105612","97516","1","4","97516029"
"105582","97516","1","4","97516030"
"105522","97516","1","4","97516031"
"105431","97516","1","4","97516032"
"105282","97516","1","4","97516033"
"105372","97516","1","4","97516034"
"105342","97516","1","4","97516035"
"105312","97516","1","4","97516036"
"105043","97516","1","4","97516037"
"105073","97516","1","4","97516038"
"105133","97516","1","4","97516039"
"105013","97516","1","4","97516040"
"105223","97516","1","4","97516041"
"105193","97516","1","4","97516042"
"105103","97516","1","4","97516043"
"105253","97516","1","4","97516044"
"105163","97516","1","4","97516045"
"105553","97516","1","4","97516046"
"105583","97516","1","4","97516047"
"105613","97516","1","4","97516048"
"105283","97516","1","4","97516049"
"105491","97516","1","4","97516050"
"105373","97516","1","4","97516051"
"105313","97516","1","4","97516052"
"105343","97516","1","4","97516053"
"105462","97516","1","4","97516054"
"105044","97516","1","4","97516055"
"105254","97516","1","4","97516056"
"105104","97516","1","4","97516057"
"105224","97516","1","4","97516058"
"105194","97516","1","4","97516059"
"105074","97516","1","4","97516060"
"105134","97516","1","4","97516061"
"105164","97516","1","4","97516062"
"105014","97516","1","4","97516063"
"105614","97516","1","4","97516064"
"105584","97516","1","4","97516065"
"105554","97516","1","4","97516066"
"105314","97516","1","4","97516067"
"105523","97516","1","4","97516068"
"105374","97516","1","4","97516069"
"105344","97516","1","4","97516070"
"105432","97516","1","4","97516071"
"105284","97516","1","4","97516072"
"105015","97517","1","4","97517001"
"105045","97517","1","4","97517002"
"105075","97517","1","4","97517003"
"105105","97517","1","4","97517004"
"105135","97517","1","4","97517005"
"105165","97517","1","4","97517006"
"105195","97517","1","4","97517007"
"105225","97517","1","4","97517008"
"105255","97517","1","4","97517009"
"105555","97517","1","4","97517010"
"105585","97517","1","4","97517011"
"105615","97517","1","4","97517012"
"105285","97517","1","4","97517013"
"105315","97517","1","4","97517014"
"105345","97517","1","4","97517015"
"105375","97517","1","4","97517016"
"105463","97517","1","4","97517017"
"105402","97517","1","4","97517018"
"105016","97517","1","4","97517019"
"105046","97517","1","4","97517020"
"105076","97517","1","4","97517021"
"105106","97517","1","4","97517022"
"105136","97517","1","4","97517023"
"105166","97517","1","4","97517024"
"105196","97517","1","4","97517025"
"105226","97517","1","4","97517026"
"105256","97517","1","4","97517027"
"105556","97517","1","4","97517028"
"105586","97517","1","4","97517029"
"105616","97517","1","4","97517030"
"105286","97517","1","4","97517031"
"105316","97517","1","4","97517032"
"105346","97517","1","4","97517033"
"105376","97517","1","4","97517034"
"105433","97517","1","4","97517035"
"105524","97517","1","4","97517036"
"105017","97517","1","4","97517037"
"105047","97517","1","4","97517038"
"105077","97517","1","4","97517039"
"105107","97517","1","4","97517040"
"105137","97517","1","4","97517041"
"105167","97517","1","4","97517042"
"105197","97517","1","4","97517043"
"105227","97517","1","4","97517044"
"105257","97517","1","4","97517045"
"105557","97517","1","4","97517046"
"105587","97517","1","4","97517047"
"105617","97517","1","4","97517048"
"105287","97517","1","4","97517049"
"105317","97517","1","4","97517050"
"105347","97517","1","4","97517051"
"105377","97517","1","4","97517052"
"105464","97517","1","4","97517053"
"105403","97517","1","4","97517054"
"106011","97518","1","4","97518001"
"106041","97518","1","4","97518002"
"106071","97518","1","4","97518003"
"106101","97518","1","4","97518004"
"106131","97518","1","4","97518005"
"106161","97518","1","4","97518006"
"106191","97518","1","4","97518007"
"106221","97518","1","4","97518008"
"106251","97518","1","4","97518009"
"106551","97518","1","4","97518010"
"106581","97518","1","4","97518011"
"106611","97518","1","4","97518012"
"106281","97518","1","4","97518013"
"106311","97518","1","4","97518014"
"106341","97518","1","4","97518015"
"106371","97518","1","4","97518016"
"106401","97518","1","4","97518017"
"106461","97518","1","4","97518018"
"106042","97518","1","4","97518019"
"106072","97518","1","4","97518020"
"106132","97518","1","4","97518021"
"106192","97518","1","4","97518022"
"106012","97518","1","4","97518023"
"106102","97518","1","4","97518024"
"106162","97518","1","4","97518025"
"106222","97518","1","4","97518026"
"106252","97518","1","4","97518027"
"106552","97518","1","4","97518028"
"106582","97518","1","4","97518029"
"106612","97518","1","4","97518030"
"106312","97518","1","4","97518031"
"106282","97518","1","4","97518032"
"106342","97518","1","4","97518033"
"106372","97518","1","4","97518034"
"106431","97518","1","4","97518035"
"106521","97518","1","4","97518036"
"106013","97518","1","4","97518037"
"106043","97518","1","4","97518038"
"106073","97518","1","4","97518039"
"106103","97518","1","4","97518040"
"106133","97518","1","4","97518041"
"106163","97518","1","4","97518042"
"106193","97518","1","4","97518043"
"106253","97518","1","4","97518044"
"106223","97518","1","4","97518045"
"106553","97518","1","4","97518046"
"106583","97518","1","4","97518047"
"106613","97518","1","4","97518048"
"106313","97518","1","4","97518049"
"106283","97518","1","4","97518050"
"106343","97518","1","4","97518051"
"106373","97518","1","4","97518052"
"106491","97518","1","4","97518053"
"106462","97518","1","4","97518054"
"107041","97519","1","4","97519001"
"107071","97519","1","4","97519002"
"107131","97519","1","4","97519003"
"107191","97519","1","4","97519004"
"107011","97519","1","4","97519005"
"107101","97519","1","4","97519006"
"107161","97519","1","4","97519007"
"107221","97519","1","4","97519008"
"107251","97519","1","4","97519009"
"107551","97519","1","4","97519010"
"107581","97519","1","4","97519011"
"107611","97519","1","4","97519012"
"107281","97519","1","4","97519013"
"107311","97519","1","4","97519014"
"107371","97519","1","4","97519015"
"107341","97519","1","4","97519016"
"107461","97519","1","4","97519017"
"107491","97519","1","4","97519018"
"107042","97519","1","4","97519019"
"107072","97519","1","4","97519020"
"107132","97519","1","4","97519021"
"107192","97519","1","4","97519022"
"107012","97519","1","4","97519023"
"107102","97519","1","4","97519024"
"107162","97519","1","4","97519025"
"107222","97519","1","4","97519026"
"107252","97519","1","4","97519027"
"107552","97519","1","4","97519028"
"107582","97519","1","4","97519029"
"107612","97519","1","4","97519030"
"107312","97519","1","4","97519031"
"107372","97519","1","4","97519032"
"107492","97519","1","4","97519033"
"107282","97519","1","4","97519034"
"107342","97519","1","4","97519035"
"107462","97519","1","4","97519036"
"107013","97519","1","4","97519037"
"107073","97519","1","4","97519038"
"107103","97519","1","4","97519039"
"107163","97519","1","4","97519040"
"107223","97519","1","4","97519041"
"107253","97519","1","4","97519042"
"107043","97519","1","4","97519043"
"107133","97519","1","4","97519044"
"107193","97519","1","4","97519045"
"107553","97519","1","4","97519046"
"107613","97519","1","4","97519047"
"107583","97519","1","4","97519048"
"107343","97519","1","4","97519049"
"107463","97519","1","4","97519050"
"107493","97519","1","4","97519051"
"107283","97519","1","4","97519052"
"107313","97519","1","4","97519053"
"107373","97519","1","4","97519054"
"108011","97520","1","4","97520001"
"108071","97520","1","4","97520002"
"108101","97520","1","4","97520003"
"108191","97520","1","4","97520004"
"108221","97520","1","4","97520005"
"108251","97520","1","4","97520006"
"108041","97520","1","4","97520007"
"108131","97520","1","4","97520008"
"108161","97520","1","4","97520009"
"108551","97520","1","4","97520010"
"108581","97520","1","4","97520011"
"108611","97520","1","4","97520012"
"108281","97520","1","4","97520013"
"108311","97520","1","4","97520014"
"108371","97520","1","4","97520015"
"108401","97520","1","4","97520016"
"108431","97520","1","4","97520017"
"108521","97520","1","4","97520018"
"108012","97520","1","4","97520019"
"108042","97520","1","4","97520020"
"108072","97520","1","4","97520021"
"108102","97520","1","4","97520022"
"108132","97520","1","4","97520023"
"108162","97520","1","4","97520024"
"108192","97520","1","4","97520025"
"108222","97520","1","4","97520026"
"108252","97520","1","4","97520027"
"108552","97520","1","4","97520028"
"108582","97520","1","4","97520029"
"108612","97520","1","4","97520030"
"108342","97520","1","4","97520031"
"108462","97520","1","4","97520032"
"108492","97520","1","4","97520033"
"108282","97520","1","4","97520034"
"108312","97520","1","4","97520035"
"108372","97520","1","4","97520036"
"108013","97520","1","4","97520037"
"108043","97520","1","4","97520038"
"108073","97520","1","4","97520039"
"108103","97520","1","4","97520040"
"108133","97520","1","4","97520041"
"108163","97520","1","4","97520042"
"108193","97520","1","4","97520043"
"108223","97520","1","4","97520044"
"108253","97520","1","4","97520045"
"108553","97520","1","4","97520046"
"108583","97520","1","4","97520047"
"108613","97520","1","4","97520048"
"93001","97521","1000","6","97520049"
"90005","97521","80","2","97520050"
"140001","97521","120","4","97520051"
"23002","97521","60","2","97520052"
"24001","97521","12","2","97520053"
"93001","97522","1000","6","97520054"
"90005","97522","80","2","97520055"
"140001","97522","120","4","97520056"
"23002","97522","60","2","97520057"
"24001","97522","12","2","97520058"
