a6b6735dab70f149d18e598ffaa1c8a5419a310d07cba1de5b5c7166c4d1af7c,8f0370373e13be4120e43453e2e1338f0f9f4e686932d3d79c2e797f99ad010d,de54e101f5413d7199e0ba13bb7a654167c2847d2a62c38afbf24aa6d1d9abba,2e8bf01696d2bfa2337bef989f637f034724c43dd50628cb8c8ed78a65538eb9,16272d7b19783af14ed890ccf3f7f8f4bd6a0ed87debe73d17408d07353f4ce3,eb2d9fa2f856298c6bf7f6307e7bd7335fa39c691148d6e84c09337542de9115,85e82dbfc782e3cafa0d3668ecebea97244998bcccb74dd3188a70670897cca9,371de9400d19ebb7d6c1a0ec88dff97675a7a2f6c97476d6f87596e22eb8e08c,6b4179e16d7c1a77af2734fa354d881fd508f598bc2decb85791805a0a5b027e,e872ad9b14f68f7b6e89ffebd7376e24b54e76838cbc2e979ea8008796a7e205,7827ba932b9a00d4ab35608e5221c859eeccabb1aa94b8f42adec6fcf38766b7,0262e8a5d25329f658ce181ce2b7ac818e8d348a896c68337855a786ced8ebe4,b22aa49bc70de352c666aee9cdd7e0ffc5cdb31ac4c0f3831e48b528ee323533,dd0d0661e78e03f9b9ef69981780a31542b196b6c56b2ce0ff863bce49df987b,60fcc345113a3cb85daabc3a607a5475833196a255a7921b3f9bfc55bfcc4a31,484c35a30c6cbf576dfb888beb40c106fbe4dc2b3cbc1cace0ca5791402b1c63,c9e615007d524eb87b26b850199d49d1f098e1326a1f585084983c2f23eff9d0,30d1fedd8498f74a0774edaf0dc2cec0f928080361f124b4d118db632cfb5196,1e995e54862e1f138272160149295dfe90d40e8defa394c972918aa81e1ba563,75d0437ef4dbd8a40cd92f2c3bde729ad39a349d19e68833d17539215ce4fd73,15754100ccd7d5e5b7b3c48d5727031dc17170bbdd1709c0b3f65dc5fc889abd,bea2dbd10bee3289171c930495e1637e89ff6105b5f06747ca9920a4234342f0,ea85c1538559a71b4984c0ef9b0a37626307f711b51d68e113664070ba292811,dac084875ea6a00b7a4ffb036bb528b46e80c7b806d190bbfe92d1b08121217e,6a1412a5fd953b1a3989d7ab7dd6eb4c8ff4ef5b785db1d0977de6e02ce5c2ac,1e148a6d3c19f7cbd3439933587d443a356998029cf9e5499e8dc107e5a12607,679390a72b36bc83040191f99fe3eb7eb83362a2b0f08199ad2113cd21d7476b,c044b42fdd764509f1a3c8101cdaf468076d8c4b7ea8b44f0fa9100880036e91,5305d4d555695c85c356cfb8c372f201628300ef28aab8e97edace24408101f8,2dfb216258b28b22aed7346b2594e54bdeab4a29c38249982fd694437681e7e4,c60917e2485ceb70e2d95e60583600ca40dd5f4d76e74e58ecc5f36af6b8ccbe,44519ad7e57e8b59a54c1ed14f7794c735c4d2a5450ce1defff6e2c8922f3f3e,030ceb12f333293f709adeaf657bd47a754fa955e09e7b1699ea067f0b6959cb,f64ff8f31c3bb38757cce1e3dfae30064c78b1178f25ea3e742e50337713b8e0,8166e59d9bd8fcf2d99c853dbe066cf7cc443ffff1216aeebe09553731a7830f,e61fc57776c13d243ba550eaada1b74cceaaa43397b6fa2fc71ca941be469e8e,33df5324638bf608725415aed7bf9ca1fb4f04c7f0402be4bdf7835f5efe2413,5b93a1280163bcc555b1900bf3b4bb7a30853ca8116a316fb3ea98a3241349a4,a3da3ab6af8264fa1f2f5d4c3940751b4d6ee106a80c11dc03a43655daa32f8b,3fd2bcf1444b6f735a40f81c8ebfdeb32d74c9494d382a3ddd5ebeb4b02a0c73
"0","0","16","20","20","200100","0","1","186","20","1","0","20","1563","20","10","0","670010020","20","13","20","0","20","0","0","20","20","30","0","200000006","20","20","20","20","1","10","20","20","0","20"
"0","0","18","21","21","200100","0","1","206","21","1","0","21","1784","21","10","0","670010021","21","15","21","0","21","0","0","21","21","30","0","200000006","21","21","21","21","1","10","21","21","0","21"
"0","0","20","22","22","200100","0","1","225","22","1","0","22","2005","22","10","0","670010022","22","17","22","0","22","0","0","22","22","30","0","200000006","22","22","22","22","1","10","22","22","0","22"
"0","0","21","23","23","200100","0","1","245","23","1","0","23","2225","23","10","0","670010023","23","18","23","0","23","0","0","23","23","30","0","200000006","23","23","23","23","1","10","23","23","0","23"
"0","0","23","24","24","200100","0","1","264","24","1","0","24","2446","24","10","0","670010024","24","20","24","0","24","0","0","24","24","30","0","200000006","24","24","24","24","1","10","24","24","0","24"
"0","0","24","25","25","200100","0","1","267","25","1","0","25","2701","25","10","0","670010025","25","21","25","0","25","0","0","25","25","30","0","200000006","25","25","25","25","1","10","25","25","0","25"
"0","0","24","26","26","200100","0","1","269","26","1","0","26","2956","26","10","0","670010026","26","21","26","0","26","0","0","26","26","30","0","200000006","26","26","26","26","1","10","26","26","0","26"
"0","0","24","27","27","200100","0","1","289","27","1","0","27","3211","27","10","0","670010027","27","21","27","0","27","0","0","27","27","30","0","200000006","27","27","27","27","1","10","27","27","0","27"
"0","0","25","28","28","200100","0","1","309","28","1","0","28","3466","28","10","0","670010028","28","21","28","0","28","0","0","28","28","30","0","200000006","28","28","28","28","1","10","28","28","0","28"
"0","0","25","29","29","200100","0","1","330","29","1","0","29","3721","29","10","0","670010029","29","22","29","0","29","0","0","29","29","30","0","200000006","29","29","29","29","1","10","29","29","0","29"
"0","0","25","30","30","200100","0","1","350","30","1","0","30","3976","30","10","0","670010030","30","22","30","0","30","0","0","30","30","30","0","200000006","30","30","30","30","1","10","30","30","0","30"
"0","0","26","31","31","200100","0","1","370","31","1","0","31","4232","31","10","0","670010031","31","22","31","0","31","0","0","31","31","30","0","200000006","31","31","31","31","1","10","31","31","0","31"
"0","0","26","32","32","200100","0","1","390","32","1","0","32","4487","32","10","0","670010032","32","22","32","0","32","0","0","32","32","30","0","200000006","32","32","32","32","1","10","32","32","0","32"
"0","0","26","33","33","200100","0","1","410","33","1","0","33","4742","33","10","0","670010033","33","22","33","0","33","0","0","33","33","30","0","200000006","33","33","33","33","1","10","33","33","0","33"
"0","0","26","34","34","200100","0","1","431","34","1","0","34","4997","34","10","0","670010034","34","23","34","0","34","0","0","34","34","30","0","200000006","34","34","34","34","1","10","34","34","0","34"
"0","0","27","35","35","200100","0","1","451","35","1","0","35","5252","35","10","0","670010035","35","23","35","0","35","0","0","35","35","30","0","200000006","35","35","35","35","1","10","35","35","0","35"
"0","0","27","36","36","200100","0","1","471","36","1","0","36","5507","36","10","0","670010036","36","23","36","0","36","0","0","36","36","30","0","200000006","36","36","36","36","1","10","36","36","0","36"
"0","0","31","37","37","200100","0","1","516","37","1","0","37","5667","37","10","0","670010037","37","27","37","0","37","0","0","37","37","30","0","200000006","37","37","37","37","1","10","37","37","0","37"
"0","0","35","38","38","200100","0","1","562","38","1","0","38","5826","38","10","0","670010038","38","31","38","0","38","0","0","38","38","30","0","200000006","38","38","38","38","1","10","38","38","0","38"
"0","0","39","39","39","200100","0","1","607","39","1","0","39","5986","39","10","0","670010039","39","35","39","0","39","0","0","39","39","30","0","200000006","39","39","39","39","1","10","39","39","0","39"
"0","0","40","40","40","200100","0","1","712","40","1","0","40","7437","40","10","0","670010040","40","36","40","0","40","0","0","40","40","30","0","200000006","40","40","40","40","1","10","40","40","0","40"
"0","0","40","41","41","200100","0","1","816","41","1","0","41","8888","41","10","0","670010041","41","36","41","0","41","0","0","41","41","30","0","200000006","41","41","41","41","1","10","41","41","0","41"
"0","0","41","42","42","200100","0","1","913","42","1","0","42","9321","42","10","0","670010042","42","36","42","0","42","0","0","42","42","30","0","200000006","42","42","42","42","1","10","42","42","0","42"
"0","0","41","43","43","200100","0","1","1010","43","1","0","43","9754","43","10","0","670010043","43","36","43","0","43","0","0","43","43","30","0","200000006","43","43","43","43","1","10","43","43","0","43"
"0","0","45","44","44","200100","0","1","1079","44","1","0","44","10008","44","10","0","670010044","44","38","44","0","44","0","0","44","44","30","0","200000006","44","44","44","44","1","10","44","44","0","44"
"0","0","49","45","45","200100","0","1","1148","45","1","0","45","10263","45","10","0","670010045","45","41","45","0","45","0","0","45","45","30","0","200000006","45","45","45","45","1","10","45","45","0","45"
"0","0","53","46","46","200100","0","1","1217","46","1","0","46","10517","46","10","0","670010046","46","43","46","0","46","0","0","46","46","30","0","200000006","46","46","46","46","1","10","46","46","0","46"
"0","0","57","47","47","200100","0","1","1286","47","1","0","47","10771","47","10","0","670010047","47","45","47","0","47","0","0","47","47","30","0","200000006","47","47","47","47","1","10","47","47","0","47"
"0","0","61","48","48","200100","0","1","1355","48","1","0","48","11026","48","10","0","670010048","48","48","48","0","48","0","0","48","48","30","0","200000006","48","48","48","48","1","10","48","48","0","48"
"0","0","65","49","49","200100","0","1","1424","49","1","0","49","11280","49","10","0","670010049","49","50","49","0","49","0","0","49","49","30","0","200000006","49","49","49","49","1","10","49","49","0","49"
"0","0","69","50","50","200100","0","1","1493","50","1","0","50","11534","50","10","0","670010050","50","52","50","0","50","0","0","50","50","30","0","200000006","50","50","50","50","1","10","50","50","0","50"
"0","0","73","51","51","200100","0","1","1562","51","1","0","51","11789","51","10","0","670010051","51","55","51","0","51","0","0","51","51","30","0","200000006","51","51","51","51","1","10","51","51","0","51"
"0","0","77","52","52","200100","0","1","1632","52","1","0","52","12043","52","10","0","670010052","52","57","52","0","52","0","0","52","52","30","0","200000006","52","52","52","52","1","10","52","52","0","52"
"0","0","81","53","53","200100","0","1","1701","53","1","0","53","12297","53","10","0","670010053","53","59","53","0","53","0","0","53","53","30","0","200000006","53","53","53","53","1","10","53","53","0","53"
"0","0","85","54","54","200100","0","1","1770","54","1","0","54","12552","54","10","0","670010054","54","62","54","0","54","0","0","54","54","30","0","200000006","54","54","54","54","1","10","54","54","0","54"
"0","0","89","55","55","200100","0","1","1839","55","1","0","55","12806","55","10","0","670010055","55","64","55","0","55","0","0","55","55","30","0","200000006","55","55","55","55","1","10","55","55","0","55"
"0","0","93","56","56","200100","0","1","1908","56","1","0","56","13060","56","10","0","670010056","56","66","56","0","56","0","0","56","56","30","0","200000006","56","56","56","56","1","10","56","56","0","56"
"0","0","97","57","57","200100","0","1","1977","57","1","0","57","13315","57","10","0","670010057","57","69","57","0","57","0","0","57","57","30","0","200000006","57","57","57","57","1","10","57","57","0","57"
"0","0","101","58","58","200100","0","1","2046","58","1","0","58","13569","58","10","0","670010058","58","71","58","0","58","0","0","58","58","30","0","200000006","58","58","58","58","1","10","58","58","0","58"
"0","0","105","59","59","200100","0","1","2115","59","1","0","59","13823","59","10","0","670010059","59","73","59","0","59","0","0","59","59","30","0","200000006","59","59","59","59","1","10","59","59","0","59"
"0","0","109","60","60","200100","0","1","2184","60","1","0","60","14078","60","10","0","670010060","60","76","60","0","60","0","0","60","60","30","0","200000006","60","60","60","60","1","10","60","60","0","60"
"0","0","113","61","61","200100","0","1","2253","61","1","0","61","14332","61","10","0","670010061","61","78","61","0","61","0","0","61","61","30","0","200000006","61","61","61","61","1","10","61","61","0","61"
"0","0","113","62","62","200100","0","1","2280","62","1","0","62","15514","62","10","0","670010062","62","79","62","0","62","0","0","62","62","30","0","200000006","62","62","62","62","1","10","62","62","0","62"
"0","0","114","63","63","200100","0","1","2306","63","1","0","63","16696","63","10","0","670010063","63","79","63","0","63","0","0","63","63","30","0","200000006","63","63","63","63","1","10","63","63","0","63"
"0","0","114","64","64","200100","0","1","2333","64","1","0","64","17878","64","10","0","670010064","64","80","64","0","64","0","0","64","64","30","0","200000006","64","64","64","64","1","10","64","64","0","64"
"0","0","114","65","65","200100","0","1","2359","65","1","0","65","19060","65","10","0","670010065","65","81","65","0","65","0","0","65","65","30","0","200000006","65","65","65","65","1","10","65","65","0","65"
"0","0","115","66","66","200100","0","1","2386","66","1","0","66","20242","66","10","0","670010066","66","82","66","0","66","0","0","66","66","30","0","200000006","66","66","66","66","1","10","66","66","0","66"
"0","0","115","67","67","200100","0","1","2412","67","1","0","67","21425","67","10","0","670010067","67","82","67","0","67","0","0","67","67","30","0","200000006","67","67","67","67","1","10","67","67","0","67"
"0","0","115","68","68","200100","0","1","2439","68","1","0","68","22607","68","10","0","670010068","68","83","68","0","68","0","0","68","68","30","0","200000006","68","68","68","68","1","10","68","68","0","68"
"0","0","116","69","69","200100","0","1","2466","69","1","0","69","23789","69","10","0","670010069","69","84","69","0","69","0","0","69","69","30","0","200000006","69","69","69","69","1","10","69","69","0","69"
"0","0","116","70","70","200100","0","1","2492","70","1","0","70","24971","70","10","0","670010070","70","85","70","0","70","0","0","70","70","30","0","200000006","70","70","70","70","1","10","70","70","0","70"
"0","0","116","71","71","200100","0","1","2519","71","1","0","71","26153","71","10","0","670010071","71","85","71","0","71","0","0","71","71","30","0","200000006","71","71","71","71","1","10","71","71","0","71"
"0","0","8","1","1","200200","0","1","108","1","1","0","1","924","1","10","0","670020001","1","10","1","0","1","0","0","1","1","30","0","200000001","1","1","1","1","1","10","1","1","0","1"
"0","0","8","2","2","200200","0","1","111","2","1","0","2","927","2","10","0","670020002","2","10","2","0","2","0","0","2","2","30","0","200000001","2","2","2","2","1","10","2","2","0","2"
"0","0","8","3","3","200200","0","1","114","3","1","0","3","930","3","10","0","670020003","3","10","3","0","3","0","0","3","3","30","0","200000001","3","3","3","3","1","10","3","3","0","3"
"0","0","9","4","4","200200","0","1","117","4","1","0","4","933","4","10","0","670020004","4","11","4","0","4","0","0","4","4","30","0","200000001","4","4","4","4","1","10","4","4","0","4"
"0","0","9","5","5","200200","0","1","120","5","1","0","5","936","5","10","0","670020005","5","11","5","0","5","0","0","5","5","30","0","200000001","5","5","5","5","1","10","5","5","0","5"
"0","0","9","6","6","200200","0","1","123","6","1","0","6","939","6","10","0","670020006","6","11","6","0","6","0","0","6","6","30","0","200000001","6","6","6","6","1","10","6","6","0","6"
"0","0","10","7","7","200200","0","1","126","7","1","0","7","942","7","10","0","670020007","7","12","7","0","7","0","0","7","7","30","0","200000001","7","7","7","7","1","10","7","7","0","7"
"0","0","10","8","8","200200","0","1","129","8","1","0","8","945","8","10","0","670020008","8","12","8","0","8","0","0","8","8","30","0","200000001","8","8","8","8","1","10","8","8","0","8"
"0","0","10","9","9","200200","0","1","132","9","1","0","9","948","9","10","0","670020009","9","12","9","0","9","0","0","9","9","30","0","200000001","9","9","9","9","1","10","9","9","0","9"
"0","0","11","10","10","200200","0","1","135","10","1","0","10","951","10","10","0","670020010","10","13","10","0","10","0","0","10","10","30","0","200000001","10","10","10","10","1","10","10","10","0","10"
"0","0","11","11","11","200200","0","1","138","11","1","0","11","954","11","10","0","670020011","11","13","11","0","11","0","0","11","11","30","0","200000001","11","11","11","11","1","10","11","11","0","11"
"0","0","11","12","12","200200","0","1","141","12","1","0","12","957","12","10","0","670020012","12","13","12","0","12","0","0","12","12","30","0","200000001","12","12","12","12","1","10","12","12","0","12"
"0","0","12","13","13","200200","0","1","144","13","1","0","13","960","13","10","0","670020013","13","14","13","0","13","0","0","13","13","30","0","200000001","13","13","13","13","1","10","13","13","0","13"
"0","0","12","14","14","200200","0","1","147","14","1","0","14","963","14","10","0","670020014","14","14","14","0","14","0","0","14","14","30","0","200000001","14","14","14","14","1","10","14","14","0","14"
"0","0","13","15","15","200200","0","1","151","15","1","0","15","966","15","10","0","670020015","15","15","15","0","15","0","0","15","15","30","0","200000001","15","15","15","15","1","10","15","15","0","15"
"0","0","13","16","16","200200","0","1","175","16","1","0","16","1322","16","10","0","670020016","16","15","16","0","16","0","0","16","16","30","0","200000001","16","16","16","16","1","10","16","16","0","16"
"0","0","13","17","17","200200","0","1","199","17","1","0","17","1678","17","10","0","670020017","17","15","17","0","17","0","0","17","17","30","0","200000001","17","17","17","17","1","10","17","17","0","17"
"0","0","13","18","18","200200","0","1","207","18","1","0","18","1884","18","10","0","670020018","18","15","18","0","18","0","0","18","18","30","0","200000001","18","18","18","18","1","10","18","18","0","18"
"0","0","14","19","19","200200","0","1","215","19","1","0","19","2090","19","10","0","670020019","19","16","19","0","19","0","0","19","19","30","0","200000001","19","19","19","19","1","10","19","19","0","19"
"0","0","14","20","20","200200","0","1","223","20","1","0","20","2296","20","10","0","670020020","20","16","20","0","20","0","0","20","20","30","0","200000001","20","20","20","20","1","10","20","20","0","20"
"0","0","14","21","21","200200","0","1","237","21","1","0","21","2377","21","10","0","670020021","21","17","21","0","21","0","0","21","21","30","0","200000001","21","21","21","21","1","10","21","21","0","21"
"0","0","14","22","22","200200","0","1","251","22","1","0","22","2458","22","10","0","670020022","22","17","22","0","22","0","0","22","22","30","0","200000001","22","22","22","22","1","10","22","22","0","22"
"0","0","14","23","23","200200","0","1","251","23","1","0","23","2658","23","10","0","670020023","23","17","23","0","23","0","0","23","23","30","0","200000001","23","23","23","23","1","10","23","23","0","23"
"0","0","16","24","24","200200","0","1","268","24","1","0","24","2829","24","10","0","670020024","24","19","24","0","24","0","0","24","24","30","0","200000001","24","24","24","24","1","10","24","24","0","24"
"0","0","18","25","25","200200","0","1","285","25","1","0","25","2999","25","10","0","670020025","25","21","25","0","25","0","0","25","25","30","0","200000001","25","25","25","25","1","10","25","25","0","25"
"0","0","19","26","26","200200","0","1","302","26","1","0","26","3170","26","10","0","670020026","26","24","26","0","26","0","0","26","26","30","0","200000001","26","26","26","26","1","10","26","26","0","26"
"0","0","21","27","27","200200","0","1","319","27","1","0","27","3340","27","10","0","670020027","27","26","27","0","27","0","0","27","27","30","0","200000001","27","27","27","27","1","10","27","27","0","27"
"0","0","23","28","28","200200","0","1","336","28","1","0","28","3511","28","10","0","670020028","28","28","28","0","28","0","0","28","28","30","0","200000001","28","28","28","28","1","10","28","28","0","28"
"0","0","23","29","29","200200","0","1","380","29","1","0","29","4632","29","10","0","670020029","29","29","29","0","29","0","0","29","29","30","0","200000001","29","29","29","29","1","10","29","29","0","29"
"0","0","23","30","30","200200","0","1","412","30","1","0","30","4717","30","10","0","670020030","30","29","30","0","30","0","0","30","30","30","0","200000001","30","30","30","30","1","10","30","30","0","30"
"0","0","23","31","31","200200","0","1","443","31","1","0","31","4802","31","10","0","670020031","31","28","31","0","31","0","0","31","31","30","0","200000001","31","31","31","31","1","10","31","31","0","31"
"0","0","23","32","32","200200","0","1","432","32","1","0","32","4887","32","10","0","670020032","32","28","32","0","32","0","0","32","32","30","0","200000001","32","32","32","32","1","10","32","32","0","32"
"0","0","23","33","33","200200","0","1","420","33","1","0","33","4972","33","10","0","670020033","33","28","33","0","33","0","0","33","33","30","0","200000001","33","33","33","33","1","10","33","33","0","33"
"0","0","24","34","34","200200","0","1","499","34","1","0","34","5985","34","10","0","670020034","34","28","34","0","34","0","0","34","34","30","0","200000001","34","34","34","34","1","10","34","34","0","34"
"0","0","27","35","35","200200","0","1","525","35","1","0","35","6241","35","10","0","670020035","35","32","35","0","35","0","0","35","35","30","0","200000001","35","35","35","35","1","10","35","35","0","35"
"0","0","30","36","36","200200","0","1","550","36","1","0","36","6497","36","10","0","670020036","36","36","36","0","36","0","0","36","36","30","0","200000001","36","36","36","36","1","10","36","36","0","36"
"0","0","32","37","37","200200","0","1","576","37","1","0","37","6752","37","10","0","670020037","37","39","37","0","37","0","0","37","37","30","0","200000001","37","37","37","37","1","10","37","37","0","37"
"0","0","35","38","38","200200","0","1","601","38","1","0","38","7008","38","10","0","670020038","38","43","38","0","38","0","0","38","38","30","0","200000001","38","38","38","38","1","10","38","38","0","38"
"0","0","33","39","39","200200","0","1","671","39","1","0","39","7387","39","10","0","670020039","39","42","39","0","39","0","0","39","39","30","0","200000001","39","39","39","39","1","10","39","39","0","39"
"0","0","35","40","40","200200","0","1","679","40","1","0","40","8119","40","10","0","670020040","40","44","40","0","40","0","0","40","40","30","0","200000001","40","40","40","40","1","10","40","40","0","40"
"0","0","37","41","41","200200","0","1","729","41","1","0","41","9635","41","10","0","670020041","41","46","41","0","41","0","0","41","41","30","0","200000001","41","41","41","41","1","10","41","41","0","41"
"0","0","38","42","42","200200","0","1","778","42","1","0","42","11151","42","10","0","670020042","42","47","42","0","42","0","0","42","42","30","0","200000001","42","42","42","42","1","10","42","42","0","42"
"0","0","38","43","43","200200","0","1","790","43","1","0","43","11476","43","10","0","670020043","43","47","43","0","43","0","0","43","43","30","0","200000001","43","43","43","43","1","10","43","43","0","43"
"0","0","39","44","44","200200","0","1","802","44","1","0","44","11802","44","10","0","670020044","44","47","44","0","44","0","0","44","44","30","0","200000001","44","44","44","44","1","10","44","44","0","44"
"0","0","39","45","45","200200","0","1","814","45","1","0","45","12127","45","10","0","670020045","45","47","45","0","45","0","0","45","45","30","0","200000001","45","45","45","45","1","10","45","45","0","45"
"0","0","40","46","46","200200","0","1","971","46","1","0","46","13833","46","10","0","670020046","46","48","46","0","46","0","0","46","46","30","0","200000001","46","46","46","46","1","10","46","46","0","46"
"0","0","40","47","47","200200","0","1","1128","47","1","0","47","15539","47","10","0","670020047","47","49","47","0","47","0","0","47","47","30","0","200000001","47","47","47","47","1","10","47","47","0","47"
"0","0","41","48","48","200200","0","1","1284","48","1","0","48","17245","48","10","0","670020048","48","50","48","0","48","0","0","48","48","30","0","200000001","48","48","48","48","1","10","48","48","0","48"
