975149f63d21509dea4a705c76dbb4107b3977118721e05758f09a23633a0fc2,27fa61e64e16a69593f9dcf01060ab05b214500dea6e3eb2834feb8292ae5cd4,b65053c2544a3f084ceec927b29c5847881347438496058d589cb8248e5a7133,e7b28a2dc044107c9c7d44e925ce74fe4dac5ab6ad57bff262b05f3b3125ce82,355425205a84f6cb04d3a6dd61e94c0adc643c9567216481208b58e83575d97b,50a046a562adcdeb15ea4b8832fdbb6d2e0ed8666a09f4897511941dec46a021,b38391e0ff0121434f316a3c4d2fef388c2f63b7a49fbf5fa44e5c3a4f401eb2,3e486c96e4ea07b2e07ca7638a8b2587a988dc7ce602898426e01efdd859111d,059c9dfe002df648cebc2f3d7db185dae17c7487bd7c7e8bfcb5941d171275d8,9f354a82fab14dee01aac3287908295d35a214ffdffa9b03a9417ee670092910,f770981680695282839e43c70667e91299a8f13ce8dd21a4139c51b4e78272c9,b194e006dbc70f73992ced8c8252bc4538f33c1aa0216e13c0b4c1396a365443,a61a425dff1e4db89d86611e5eeecbf9c7f6fdf3f2302848a0cf4947014d12e4
"2","0","270","0","0","200700","3","木靈","0","400","【魔法】中距離攻擊\n扔擲魔力的砲彈，\n能攻擊到較後方的朽木魔物。","17","200700"
"2","0","270","0","0","200701","3","石靈","0","400","【魔法】中距離攻擊\n能投射出使人燃燒的火焰，\n使敵人受到火傷，\n來追加傷害的詛咒石像。","17","200701"
"2","0","270","0","0","200702","3","木靈","0","600","【魔法】中距離攻擊\n扔擲魔力的砲彈，\n能攻擊到較後方的朽木魔物。","17","200702"
"2","0","270","0","0","200703","3","石靈","0","400","【魔法】中距離攻擊\n能投射出使人燃燒的火焰，\n使敵人受到火傷，\n來追加傷害的詛咒石像。","17","200703"
"1","0","270","0","0","200800","3.5","噬岩怪","0","1080","【物理】遠距離攻擊\n擁有就連岩石都能輕易嚼碎的堅硬牙\n齒，出沒在山中的精靈。","15","200800"
"1","0","270","0","0","200801","3.5","噬冰怪","0","1080","【物理】遠距離攻擊\n以冰塊作為武器，甚至食材的\n雪山的精靈。","15","200801"
"1","0","270","0","0","200803","3.5","噬冰怪","0","1070","【物理】遠距離攻擊\n以冰塊作為武器，甚至食材的雪山的精靈。\n\n‧特大幅度降低來自噬冰怪所有傷害\n　產生的隊伍角色TP\n　恢復量。\n‧對魔法攻擊力最低的１名敵人造成固定的\n　物理傷害。\n","15","200803"
"1","0","270","0","0","200900","2.5","樹精","0","200","【物理】前衛，近距離攻擊\n把柔韌長枝當作鞭子一樣攻擊\n的樹木魔物。","15","200900"
"1","0","270","0","0","200901","2.5","擰扭相思樹","0","200","【物理】近距離攻擊\n能用扭捲而成的長枝，將冒險家拖行到森林深處的樹木魔物。","15","200901"
"1","0","270","0","0","200902","0.5","多倫多獸","0","200","【物理】中距離攻擊\n能自由伸展分枝，以老練的技巧\n探中痛點的朽木魔物。","15","200902"
"1","0","270","0","0","200902","0.5","多倫多獸","0","3000","【物理】中距離攻擊\n能自由伸展分枝，以老練的技巧\n探中痛點的朽木魔物。","15","200903"
"1","0","270","0","0","200904","2","多倫多獸","0","3000","【物理】中距離攻擊\n能自由伸展分枝，以老練的技巧\n探中痛點的朽木魔物。","15","200904"
"1","0","270","0","0","200905","2","多倫多獸","0","3000","【物理】中距離攻擊\n能自由伸展分枝，以老練的技巧\n探中痛點的朽木魔物。","15","200905"
"1","0","270","0","0","200902","0.5","多倫多獸","0","0","【物理】中距離攻擊\n能自由伸展分枝，以老練的技巧\n探中痛點的朽木魔物。","15","200906"
"1","0","270","0","0","200900","2.5","樹精","0","600","【物理】前衛，近距離攻擊\n把柔韌長枝當作鞭子一樣攻擊\n的樹木魔物。","15","200907"
"2","0","270","0","0","201000","3","怨火之顱","0","1080","【魔法】中距離攻擊\n身纏著地獄之火，\n且朝著生者襲擊而來的怨念的集合體。","17","201000"
"1","0","270","0","0","201100","3.5","狗頭人","0","650","【物理】中距離攻擊\n投擲著用骨頭做成的迴力鏢\n做為攻擊手段，一種山犬的魔物。","15","201100"
"1","0","270","0","0","201101","0.5","狗頭刺客","0","650","【物理】中距離攻擊\n以快速步伐耍弄，趁些微的空隙\n扔出飛刀的山犬魔物。","15","201101"
"1","0","350","0","0","201102","0.5","狗頭刺客","0","370","【物理】中距離攻擊\n以快速步伐耍弄，趁些微的空隙\n扔出飛刀的山犬魔物。","15","201102"
"1","0","270","0","0","201200","5","魔像","0","150","【物理】近距離攻擊\n有著堅硬的身軀，\n是攻守具佳的岩石魔物。","16","201200"
"1","0","270","0","0","201201","5","青藍魔像","0","150","【物理】【魔法防禦】近距離攻擊\n從蘊含著魔力的岩石中誕生而出，\n擁有魔法耐力的魔像。","16","201201"
"1","0","270","0","0","201202","5","青藍魔像","0","150","【物理】【魔法防禦】近距離攻擊\n從蘊含著魔力的岩石中誕生而出，\n擁有魔法耐力的魔像。","16","201202"
"1","0","270","0","0","201203","5","魔像","0","150","【物理】近距離攻擊\n有著堅硬的身軀，\n是攻守具佳的岩石魔物。","16","201203"
"1","0","270","0","0","201204","5","青藍魔像","0","150","【物理】【魔法防禦】近距離攻擊\n從蘊含著魔力的岩石中誕生而出，\n擁有魔法耐力的魔像。","16","201204"
"1","0","270","0","0","201201","5","青藍魔像","0","50","【物理】【魔法防禦】近距離攻擊\n從蘊含著魔力的岩石中誕生而出，\n擁有魔法耐力的魔像。","16","201205"
"1","0","270","0","0","201200","5","魔像","0","10","【物理】近距離攻擊\n有著堅硬的身軀，\n是攻守具佳的岩石魔物。","16","201206"
"1","0","270","0","0","201200","5","魔像","0","50","【物理】近距離攻擊\n有著堅硬的身軀，\n是攻守具佳的岩石魔物。","16","201207"
"1","0","270","0","0","201300","3.5","岩花","0","800","【物理】中距離攻擊\n能將石子像子彈一樣彈射而出來做為\n攻擊，是以石頭造且能夠移動的花。","15","201300"
"1","0","270","0","0","201301","3.5","癲狂之花","0","800","【物理】中距離攻擊\n在尾端的花會散發著嚴重的惡臭， \n也有若習慣那味道後， \n會使人不禁上癮的說法。","15","201301"
"1","0","270","0","0","201302","3.5","仙人掌花","0","800","【物理】中距離攻擊\n無限發射會使人麻痺的針，\n是一株會移動的仙人掌。","15","201302"
"1","0","270","0","0","201301","3.5","癲狂之花","0","1000","【物理】中距離攻擊\n在尾端的花會散發著嚴重的惡臭， \n也有若習慣那味道後， \n會使人不禁上癮的說法。","15","201303"
"2","0","270","0","0","201400","3","雷雲長老","0","1080","【魔法】【輔助】範圍攻擊\n能夠自在地操縱氣象，\n能雷擊的雲型魔物。","0","201400"
"2","0","270","0","0","201500","3","潛陸水母","0","780","【恢復】範圍恢復\n將撿來潛水服裡注滿了海水，\n就算是在陸地上也能戰鬥的水母型魔物。","0","201500"
"2","0","270","0","0","201600","2.5","森之寧芙","0","800","【魔法】【召喚】近距離攻擊\n能自在利用大地的魔力來生長出\n魔菇型魔物，分布於森林裡的精靈。","15","201600"
"2","0","270","0","0","201601","2.5","妖精","0","800","【魔法】中距離攻擊\n能夠自由的操控風，將冒險者\n玩弄於股掌中的花之精靈。","15","201601"
"2","0","270","0","0","201602","2.5","寧芙","0","800","【魔法】中距離攻擊\n只要找到了可以玩的對象，\n就會無止盡的捉弄對方，\n一種森之精靈。","15","201602"
"2","0","270","0","0","201601","2.5","妖精","0","800","【魔法】中距離攻擊\n能夠自由的操控風，將冒險者\n玩弄於股掌中的花之精靈。","15","201603"
"2","0","270","0","0","201601","2.5","妖精","0","800","【魔法】中距離攻擊\n能夠自由的操控風，將冒險者\n玩弄於股掌中的花之精靈。","15","201604"
"2","0","270","0","0","201601","2.5","妖精","0","800","【魔法】遠距離攻擊\n能夠自由的操控風，將冒險者\n玩弄於股掌中的花之精靈。","15","201605"
"1","0","270","0","0","201700","4","生者戰士像","0","150","【物理】【魔法防禦】近距離攻擊\n無論是什麼魔法攻擊都能以盾防禦，\n是座擁有生命的石像。","16","201700"
"1","0","270","0","0","201800","4","生者劍士","0","150","【物理】【物理防禦】近距離攻擊\n無論是什麼物理攻擊都能以劍反射回擊，\n是座擁有生命的石像。","5","201800"
"1","0","270","0","0","201900","3","烏帕魯帕","0","1080","【物理】遠距離攻擊\n棲息於沉積泥沼地之中，能從口中\n吐出強力的毒，一種山椒魚型魔物。","0","201900"
"1","0","270","0","0","201901","3","岩漿烏帕魯帕","0","1080","【物理】遠距離攻擊\n潛藏在岩漿之海中，會對接近之物吐\n出灼熱體液，一種山椒魚魔物。","0","201901"
"1","0","270","0","0","202000","5.5","岩龜暴君","0","150","【物理】【物理防禦】近距離攻擊\n不管是任何的物理攻擊都能用硬殼\n給彈開，巨大的龜型魔物。","16","202000"
"1","0","270","0","0","202100","2","發光蕈菇","0","200","【物理】近距離攻擊\n應森精所召喚而出，能夠無限地\n生長出來的魔菇精靈。","14","202100"
"1","0","270","0","0","202101","2","紅蕈菇","0","200","【物理】近距離攻擊\n傳聞拿來燉煮後意外地好吃，\n一種會走路的魔菇魔物。","14","202101"
"1","0","270","0","0","202101","2","紅蕈菇","0","100","【物理】近距離攻擊\n傳聞拿來燉煮後意外地好吃，\n一種會走路的魔菇魔物。","14","202102"
"2","0","270","0","0","202200","3.5","翼耳兔","0","650","【魔法】近距離攻擊\n能夠煽動巨大的長耳，以著驚人之勢\n突擊而上，是一種兔子魔物。","15","202200"
"2","0","270","0","0","202300","3.5","火焰咒士","0","1080","【魔法】遠距離攻擊\n能以地獄喚來火炎，\n使於魔法上進行攻擊，是一種上級的惡魔。","17","202300"
"2","0","270","0","0","202301","3.5","火焰咒士","0","1080","【魔法】遠距離攻擊\n能以地獄喚來火炎，\n使於魔法上進行攻擊，是一種上級的惡魔。","17","202301"
"2","0","270","0","0","202302","3.5","火焰咒士","0","1080","【魔法】遠距離攻擊\n能以地獄喚來火炎，使於魔法上進行攻擊，是一種上級的惡魔。\n\n‧特大幅度降低來自火焰咒士所有傷害\n　產生的隊伍角色TP\n　恢復量。\n‧對魔法攻擊力最低的１名敵人造成固定的\n　魔法傷害。\n","17","202302"
"1","0","270","0","0","202400","3","洞窟猿猴","0","750","【物理】近距離攻擊\n手臂上強韌的肌肉，使牠甚至能夠\n擺盪鐘乳石間穿梭，是一種大型猴怪魔物。","12","202400"
"2","0","270","0","0","202500","3.5","洞窟蝙蝠","0","550","【魔法】近距離攻擊 \n棲息於洞窟之中，\n聽取著獵物的腳步聲 進行襲擊，\n一種蝙蝠型魔物。","15","202500"
"2","0","270","0","0","202600","4","岩窟蝸牛","0","750","【恢復】範圍恢復\n據說分泌出的黏液，\n有良好的美容效果，\n一種蝸牛型魔物。","0","202600"
"1","0","270","0","0","202700","3","寄居蟹騎士","0","350","【物理】近距離攻擊\n將被擊倒的騎士所覆的頭盔，做為\n自己的貝殼，一種寄居蟹戰士。","6","202700"
"1","0","270","0","0","202700","3","寄居蟹騎士","0","50","【物理】近距離攻擊\n將被擊倒的騎士所覆的頭盔，做為\n自己的貝殼，一種寄居蟹戰士。","6","202701"
"1","0","270","0","0","202800","3","流浪之鴉","0","650","【物理】範圍攻擊\n到處打倒阿斯特朗中強力的魔物\n的流浪烏鴉。","4","202800"
"1","0","270","0","0","202802","2.6","遷徙之鳶","0","650","【物理】範圍攻擊\n崇拜著生於荒野，也將死於荒野\n的生活方式，是一隻孤鳥。","4","202802"
"1","0","270","0","0","202900","2.5","毒牙蜥蜴","0","200","【物理】近距離攻擊\n被那尖銳之牙給咬上一口，\n便會留下足以致命的負傷，是一種毒蜥蜴魔物。","14","202900"
"1","0","270","0","0","202901","3","岩石蜥蜴","0","200","【物理】近距離攻擊\n那頭部的外層就如同鎧甲般堅硬，\n是一種岩石巨蜥魔物。","14","202901"
"1","0","270","0","0","202902","3","翠綠蜥蜴","0","200","【物理】近距離攻擊\n襟領上有著鮮豔的綠葉，\n是蜥蜴魔物介的時尚大佬。","14","202902"
"1","0","270","0","0","202903","3","岩石蜥蜴","0","2050","【物理】近距離攻擊\n那頭部的外層就如同鎧甲般堅硬，\n是一種岩石巨蜥魔物。","14","202903"
"1","0","270","0","0","202904","0.5","火蜥蜴","0","200","【物理】近距離攻擊\n靠著尾巴上永遠燃燒著的火焰\n能常保身體溫熱，並不停使出二連擊\n的蜥蜴魔物。","14","202904"
"1","0","270","0","0","202905","3","石蜥","0","100","【物理】近距離攻擊\n沾染上高等・加爾格噴散殘留物的岩石蜥蜴。藉由露娜的魔力，將表皮轉換成了堅固的礦石。","14","202905"
"1","0","270","0","0","202906","3","翠綠蜥蜴","0","200","【物理】近距離攻擊\n襟領上有著鮮豔的綠葉，\n是蜥蜴魔物介的時尚大佬。","14","202906"
"1","0","270","0","0","202905","3","石蜥","0","100","【物理】近距離攻擊\n有著堅固礦石表皮的岩石巨蜥。","14","202907"
"2","0","270","0","0","203000","2","軟泥怪","0","200","【魔法】近距離攻擊\n用物理攻擊相當難以擊中，\n非常濕黏的果凍狀魔物。","15","203000"
"2","0","270","0","0","203001","2","閃焰軟泥怪","0","200","【魔法】近距離攻擊\n被森林大火給捲入而著火，\n因此變得更加凶暴的軟泥怪。","15","203001"
"2","0","270","0","0","203000","2","軟泥怪","0","100","【魔法】近距離攻擊\n用物理攻擊相當難以擊中，\n非常濕黏的果凍狀魔物。","15","203002"
"2","0","270","0","0","203100","3.5","幼年巨蜥","0","800","【魔法】近距離攻擊\n儘管還年幼仍然會吐著強力\n的火焰，是巨蜥的幼獸。","17","203100"
"2","0","270","0","0","203101","3.5","幼年巨蜥","0","800","【魔法】近距離攻擊\n儘管還年幼仍然會吐著強力\n的火焰，是巨蜥的幼獸。","17","203101"
"2","0","270","0","0","203200","3.5","搗蛋惡魔","0","650","【魔法】近距離攻擊\n使用與身長比例不符、\n異常巨大的爪子做為攻擊，\n是仍在見習中的惡魔。","12","203200"
"1","0","270","0","0","203300","4","哥布林護衛","0","150","【物理】近距離攻擊\n以逼近身高高度的巨大的盾牌\n守護著同伴的，見習哥布靈士兵。","15","203300"
"1","0","270","0","0","203301","4","叢林護衛","0","150","【物理】近距離攻擊\n以看似臉譜的大型盾牌嚇阻\n入侵者，是叢林的守護者。","15","203301"
"1","0","270","0","0","203300","4","哥布林護衛","0","50","【物理】近距離攻擊\n以逼近身高高度的巨大的盾牌\n守護著同伴的，見習哥布靈士兵。","15","203302"
"1","0","350","0","0","203303","4","哥布林護衛","0","170","【物理】近距離攻擊\n以逼近身高高度的巨大的盾牌\n守護著同伴的，見習哥布靈士兵。","15","203303"
"2","0","270","0","0","203400","4","鬼燈螢","0","800","【恢復】單方恢復\n儲存於尾部的蜜，能夠成為\n魔物的營養源，是種不可思議的螢火蟲。","0","203400"
"2","0","270","0","0","203401","4","鈴蘭蟲","0","800","【恢復】單體持續恢復\n會從尾部的花朵散布鱗粉，\n治療魔物，是種不可思議的螢火蟲。","0","203401"
"2","0","270","0","0","203400","4","鬼燈螢","0","3000","【恢復】單方恢復\n儲存於尾部的蜜，能夠成為\n魔物的營養源，是種不可思議的螢火蟲。","0","203402"
"1","0","270","0","0","203500","3.5","鑽頭鼴鼠","0","750","【物理】中距離攻擊\n能從地底伸手，從腳下開始\n攻擊的鼴型魔物。","16","203500"
"1","0","270","0","0","203501","3.5","寒冰鼴鼠","0","750","【物理】中距離攻擊\n以靈活的利爪刨碎冰塊，\n並作為攻擊的雪鼴型魔物","16","203501"
"1","0","1000","0","0","203502","3.5","寒冰鼴鼠","0","600","【物理】中距離攻擊\n以靈活的利爪刨碎冰塊，\n並作為攻擊的雪鼴型魔物","16","203502"
"1","0","270","0","0","203700","2.5","堅果射手","0","350","【物理】範圍攻擊\n將吃完後堅果殼給砸向敵人，\n一種充滿惡意的松鼠魔物。","15","203700"
"1","0","270","0","0","203702","2.5","臭鼬","0","350","【物理】範圍攻擊\n能任意使用刺激眼部的\n惡臭氣體炸彈的臭鼬魔物。","15","203702"
"1","0","270","0","0","203702","2.5","臭鼬","0","100","【物理】範圍攻擊\n能任意使用刺激眼部的\n惡臭氣體炸彈的臭鼬魔物。","15","203703"
"1","0","270","0","0","203800","2.5","獸人","0","200","【物理】近距離攻擊\n身著從被擊倒的冒險家身上\n搶來的鎧甲，且揮舞著巨斧的一種\n凶暴的森林獸人。","13","203800"
"1","0","270","0","0","203801","2.5","高等獸人","0","200","【物理】近距離攻擊\n因反覆且嚴厲的鍛鍊，\n而獲得強韌肉體，\n獸人裡頭的上位種。","13","203801"
"1","0","270","0","0","203801","2.5","高等獸人","0","300","【物理】近距離攻擊\n因反覆且嚴厲的鍛鍊，\n而獲得強韌肉體，\n獸人裡頭的上位種。","13","203803"
"1","0","240","0","0","203800","2.5","獸人","0","200","【物理】近距離攻擊\n身著從被擊倒的冒險家身上\n搶來的鎧甲，且揮舞著巨斧的一種\n凶暴的森林獸人。","13","203804"
"1","0","270","0","0","203801","2.5","高等獸人","0","100","【物理】近距離攻擊\n因反覆且嚴厲的鍛鍊，\n而獲得強韌肉體，\n獸人裡頭的上位種。","13","203805"
"1","0","270","0","0","203801","2.5","高等獸人","0","150","【物理】近距離攻擊\n因反覆且嚴厲的鍛鍊，\n而獲得強韌肉體，\n獸人裡頭的上位種。","13","203806"
"1","0","270","0","0","203800","2.5","獸人","0","205","【物理】近距離攻擊\n身著從被擊倒的冒險家身上\n搶來的鎧甲，且揮舞著巨斧的一種\n凶暴的森林獸人。","13","203807"
"1","0","270","0","0","203900","4","惡魔加農","0","1080","【物理】近距離攻擊\n因為長年的使用而寄生著惡魔之魂，\n擁有生命的砲台。","16","203900"
"1","0","270","0","0","203901","4","火焰大砲","0","1080","【物理】近距離攻擊\n戴著不知從何取得的骷髏的砲台。\n為了追求更時髦的屍骸而徘徊著。","16","203901"
"1","0","270","0","0","203900","4","惡魔加農","0","850","【物理】近距離攻擊\n因為長年的使用而寄生著惡魔之魂，\n擁有生命的砲台。","16","203902"
"1","0","270","0","0","203901","4","火焰大砲","0","700","【物理】範圍攻擊\n戴著不知從何取得的骷髏的砲台。\n為了追求更時髦的屍骸而徘徊著。","16","203903"
"1","0","270","0","0","203904","4","多發惡魔加農","0","900","【物理】範圍攻擊\n成對行動且擁有生命的砲台。\n因為有兩門砲口所以砲擊頻率也是一般的兩倍。","16","203904"
"1","0","270","0","0","203901","4","火焰大砲","0","800","【物理】範圍攻擊\n戴著不知從何取得的骷髏的砲台。\n為了追求更時髦的屍骸而徘徊著。","16","203905"
"1","0","270","0","0","203904","4","多發惡魔加農","0","1000","【物理】範圍攻擊\n成對行動且擁有生命的砲台。\n因為有兩門砲口所以砲擊頻率也是一般的兩倍。","16","203906"
"1","0","270","0","0","203904","4","多發惡魔加農","0","900","【物理】範圍攻擊\n成對行動且擁有生命的\n砲台。因為有兩門砲口所以砲擊頻率也是\n一般的兩倍。","16","203907"
"1","0","270","0","0","204000","3.5","小小格里芬","0","650","【物理】近距離攻擊\n羽毛還沒長齊，\n還飛不起來的雛獅鷲。","15","204000"
"2","0","270","0","0","204100","3","波奇卡","0","800","【魔法】範圍攻擊\n棲息於花田，以特殊光線削弱\n獵物的花蕾魔物,。","17","204100"
"2","0","270","0","0","204200","4","女中音之鳥","0","450","【恢復】範圍恢復\n那治癒人的歌聲甚至能傳送至遠方，\n在鳥魔物界中是一位知名的歌手","0","204200"
"1","0","270","0","0","204300","2.5","毒莢花","0","750","【物理】近距離攻擊\n用那血盆大口之中所蘊含的腐蝕液體，\n將捕獲的獵物吃掉。","15","204300"
"1","0","270","0","0","204300","2.5","毒莢花","0","3000","【物理】近距離攻擊\n用那血盆大口之中所蘊含的腐蝕液體，\n將捕獲的獵物吃掉。","15","204301"
"1","0","270","0","0","204302","2.5","毒莢花","0","750","【物理】近距離攻擊\n用那血盆大口之中所蘊含的腐蝕液體，\n將捕獲的獵物吃掉。","15","204302"
"2","0","270","0","0","204400","3.5","惡魔寶寶","0","750","【魔法】中距離攻擊\n用才剛學會的魔法，不管三七二十一\n就到處攻擊的幼年惡魔。","0","204400"
"2","0","270","0","0","204400","3.5","惡魔寶寶","0","350","【魔法】中距離攻擊\n用才剛學會的魔法，不管三七二十一\n就到處攻擊的幼年惡魔。","0","204403"
"1","0","270","0","0","204500","2.5","重鎚巨蟹","0","200","【物理】近距離攻擊\n以大型的爪子以及堅硬的殼，\n面對各種巨大的對手的螃蟹魔物。","0","204500"
"1","0","270","0","0","204501","2.5","重鎚巨蟹","0","50","【物理】近距離攻擊\n以大型的爪子以及堅硬的殼，\n面對各種巨大的對手的螃蟹魔物。","0","204501"
"1","0","270","0","0","204502","2","棘刺蟹","0","80","【物理】近距離攻擊\n以巨大的螯鉗與堅硬的殼自豪的\n螃蟹魔物。潛入沙中悠哉地等待著\n獵物的模樣，相當討喜。","0","204502"
"1","0","270","0","0","204502","2","棘刺蟹","0","20","【物理】近距離攻擊\n以巨大的螯鉗與堅硬的殼自豪的\n螃蟹魔物。潛入沙中悠哉地等待著\n獵物的模樣，相當討喜。","0","204503"
"2","0","270","0","0","204600","3.5","魔法射線","0","1080","【魔法】範圍攻擊\n以頭部石塊發射超音波，\n輕鬆狩獵的魟魚魔物。","0","204600"
"1","0","270","0","0","204700","4","綠葉野豬","0","200","【物理】近距離攻擊\n將堅硬的葉子如鎧甲般纏繞身體，\n碰到即會帶來劇烈疼痛的大型野豬。\n但終歸只是葉子。無法防禦魔法。","0","204700"
"1","0","270","0","0","204701","4","沙塵野豬","0","200","【物理】近距離攻擊\n將沙子作為鎧甲纏繞於身上，\n極為身為不畏捨身的戰士的鐵證。\n但終歸只是沙子。無法防禦魔法。","0","204701"
"1","0","270","0","0","204702","4","狂野野豬","0","170","【物理】近距離攻擊\n生活於熱地，原始的大野豬。\n在不停衝撞岩漿岩後，\n習得了連鎧甲都可粉碎的牙之一擊。","0","204702"
"1","0","270","0","0","204703","4","綠葉野豬","0","200","【物理】近距離攻擊\n將堅硬的葉子如鎧甲般纏繞身體，\n碰到即會帶來劇烈疼痛的大型野豬。\n但終歸只是葉子。無法防禦魔法。","0","204703"
"1","0","270","0","0","204800","1.8","廢墟人偶","0","150","【物理】近距離攻擊\n跟隨並且聽令於逝者‧卡拉迪翁的\n古代自動人偶。不具意志，\n在自身瓦解前將會永無止境地進行戰鬥。","0","204800"
"2","0","270","0","0","204801","1.8","古代小兵","0","600","【物理】近距離攻擊\n跟隨並且聽令於逝者‧卡拉迪翁的古代自動人偶。\n不具意志，在自身瓦解前將會永無止境的進行戰鬥。","0","204801"
"2","0","270","0","0","204801","1.8","古代小兵","0","350","【物理】近距離攻擊\n跟隨並且聽令於逝者‧卡拉迪翁的古代自動人偶。\n不具意志，在自身瓦解前將會永無止境的進行戰鬥。","0","204802"
"2","0","270","0","0","204801","1.8","古代小兵","0","100","【物理】近距離攻擊\n跟隨並且聽令於逝者‧卡拉迪翁的古代自動人偶。\n不具意志，在自身瓦解前將會永無止境的進行戰鬥。","0","204803"
"1","0","270","0","0","204900","0.5","小小哥布林","0","100","【物理】近距離攻擊\n儘管幼小，仍舊勇猛的見習哥布林。\n以靈巧彌補無力，在前線上活躍。","0","204900"
"1","0","270","0","0","205000","2.5","毒蟾蜍","0","500","【物理】近距離攻擊\n以擬態的寶石勾引上鉤者並捕食\n，擁有毒舌的癩蛤蟆魔物。","0","205000"
"1","0","270","0","0","205000","2.5","毒蟾蜍","0","500","【物理】近距離攻擊\n以擬態的寶石勾引上鉤者並捕食\n，擁有毒舌的癩蛤蟆魔物。","0","205001"
"1","0","270","0","0","205100","2.5","土蛇","0","550","【物理】中距離攻擊 \n躲在暗處吸取自\n各個角落飛來的魔力，\n以填飽肚子的魔物蛇的變種。\n魔力越高越容易被它盯上。","13","205100"
"1","0","270","0","0","205101","2.5","土蛇","0","550","【物理】中距離攻擊 \n躲在暗處吸取自\n各個角落飛來的魔力，\n以填飽肚子的魔物蛇的變種。\n魔力越高越容易被它盯上。","13","205101"
"1","0","270","0","0","205200","2","海馬騎士","0","650","【物理】中距離攻擊\n奪取在海中溺水的騎士的茅，\n劃界警備的海馬戰士","0","205200"
"1","0","270","0","0","205200","2","海馬騎士","0","270","【物理】中距離攻擊\n奪取在海中溺水的騎士的茅，\n劃界警備的海馬戰士","0","205201"
"2","0","270","0","0","205300","3","寒冰雛鳥","0","550","【魔法】中距離攻擊\n以尾部羽毛上發射冰霜攻擊的\n鳥型魔物。","0","205300"
"2","0","1000","0","0","205301","3","寒冰雛鳥","0","450","【魔法】中距離攻擊\n以尾部羽毛上發射冰霜攻擊的\n鳥型魔物。","0","205301"
