c3d68de969c89c2d267a167cd6b9acb8895dfbd7ff97103b71682a5fb34ef3c8,b8f35f86c541596821e4f9f7690f123bb43a1737586b8da5678d514a5b6d5e09,350ad5b71b9e415d7dfec574b59a5fb1be375805f53a253e463a642712485843,6542db1bab06366d1e744699095adcf544534a50a37bbf4fc3025c118456d91f,dfb8fe00b44223ae7bb86dd319b89eb97c0ff8e3e53e968765e2c4e2fc1a18aa,4208ea94d9545d63d04e9926c68c9702fec817d869676c625874c1d02eb62402,3c1ee5013e3be78821d2acec6aa126e99c0ae0429d0236aea2daeacde20a65b7,82845b25ba522d8b9226879c6ce021291011c08dd2297fba07443ce9f3c5d5da,fa863c21b6ed0136aed9e27e1421aa95128a80ee43496ee4d4e2c2f84f1addc4,5ad7273fdd0ada0a20a633ef218c79ac25a1f47951910c8e88480a3579434358,08edb53a91c1a0f6ea3a23a3c970981e342492f689e612f0a678ba49293723f6,c9d6ec0ae9fe7607878f2c802bd38e56645047f12e36e8ab44f416f3bdaa7d40,a023b3c1d5ae076756742cdda20a8e18f5652e66af05b9420f27f5c4b6e06e1c,dcfd103e807f69d7ff4e2cfc0c1e789a51124979e40514dc4ec398ccfee75432,c3631699490b8141374b7daf0a1c637f9e319e79a9356c1c08b260bc91a9aff4,ef8de13399fd4b36c5f5721294dcb683ef4cf014190a217a5b642277b28de200,74d158c2e53f0210fd53e0cf9bc48688ee025db28efe1dceb23c478a36c025f1,b6e12cea8bd3e0201f05f4c00a4b0f3a17a781360422e2904fc31ba90cd3474d,b696691109b07cc1d8d472930c20c819f52f0bcf7b214b6d4fc90db936eff38b,75cef148079ce8170b7d4801e87d1bab59020d3861311c0c801ff4b20189c7b8,43f0f214c4aca495cae10b7af32bf66ddb8f4c3b3e44fae17ac7c74c252fd759,33c44d09aa0f4ad26947b2ffda22e9713a95e372904dd4f0ba368d226dd0c8db,30e2d7c905f8ac20fb41991907d583e1e492627ee1ad2bf105cc15787c5414d3,668dc3dd2c16211770886ca724d61de6e1228120efca2c35429e583b28d92fa6,b4c6d4ccfcbdce598b745d9e63d08da5d6c4d61e17cf3b1327366b378839b535,5addf7120c08b94351a6af3f06b441bd033a3360fcc6f8db41e668207f5bfcc5,9b641b2d97f3ced64dde9f460c75094a4ab254ad7f9c03546ad6db3ce52493b7,208f7a3ed1607d865a3bc4d77dcdf4dd4b4124df4bf330f57591d26fdd923fe8,57eed2dcc4357de9c7730e0b878bf5c1a036d4d60a07dacbbdbcf511a6feec7d,eaa1ef3c45a9ded08a5d5c8467a65e69b85cc5a930e501f7c565ba9f4b7cfd94,8fc947b7fca70f153e5b733213d2f26bd202528319604298b7163a7ab2c6a2e1,471232df4a440c7dacfbfb2378572516046dc30341bbfb81a14e442810b1b905,f73ec3520b5194042c8d260b3276f8437ca6a1707ba853d547f6315aca6bf649,238b13a079f4dad3cd8dab97c4050905ba00681cee8f07181e792311b5549077,e8cb602b3c91ea65bb6424e9e292a3052bdfa3fdaa942fb4d2d3a3539dad7ff1,4c42c52333be097926c46d671bc86d8da3d3c76cad779dfb59b71240319c104e,f1923f221162e257ccb7be20d29d4a34ba7423fd765fd44549d187e79b7ab646,ce79ba6d3cd658e5e4b05f18bebc945b1284a71e3d18983555e3639cbc7e52ef,772199987793daaf2437deb0cef699fdd302e476548f11f68a297296a47364e9,3eb928209d10237561f9d31977e1f751421a8ec46446e5e53cc4d640cb48037a,cecab088f8278230ff30adbdbf9b86ff2f51261c5af9a0caba68e7f87b815f52,2cb76c45a20d8accb80509b4a6c04d466f4d1cd39a868e6a17991dc23d82fcdf,b82961047f4ed17d1f8fecad03cfe8cb2ef232dc9b6ba5da35e4ef90aefe2e43,784aa9c4ccf60f3b3f5bbb4308314ca3f5a725e474211b541a5c92227190f5d7
"0","0","0","0","0","0","0","0","野蠻之爪","0","0","100","100","80000000","5000","60","0","924071101","0","306403","0","0","0","1","0","15000","30","0","0","0","0","0","0","5000","0","0","5000","0","1","300000008","0","0","0","0"
"0","0","0","0","0","0","0","0","爆裂敵人","0","0","500","0","100000","50","100","100","924071102","50","217300","0","0","300","1","0","0","0","0","9000","0","0","0","0","0","0","0","0","0","1","300000009","0","150","0","0"
"0","0","0","0","0","0","0","0","野蠻之爪","0","0","200","300","150000000","5000","60","0","924071201","0","306403","0","0","0","1","0","20000","30","0","0","0","0","0","0","5000","0","0","5000","0","1","300000008","0","0","0","0"
"0","0","0","0","0","0","0","0","爆裂敵人","0","0","500","0","100000","100","100","100","924071202","100","217300","0","0","300","1","0","0","0","0","9000","0","0","0","0","0","0","0","0","0","1","300000009","0","150","0","0"
"0","0","0","0","0","0","0","0","野蠻之爪","0","0","450","900","300000000","5000","60","0","924071301","0","306403","0","0","0","1","0","50000","60","0","0","0","0","0","0","5000","0","0","8000","0","1","300000008","0","0","0","0"
"0","0","0","0","0","0","0","0","爆裂敵人","0","0","500","0","1000000000","100","100","100","924071302","100","217300","0","0","300","1","0","0","0","0","9000","0","0","0","0","0","0","0","0","0","1","300000009","0","150","0","0"
"0","0","0","0","0","0","0","0","野蠻之爪","0","0","450","900","1000000000","5000","60","0","924071401","0","306403","0","0","0","1","0","50000","60","0","0","0","0","0","0","5000","0","0","8000","0","1","300000008","0","0","0","0"
"0","0","0","0","0","0","0","0","爆裂敵人","0","0","500","0","1000000000","100","100","100","924071402","100","217300","0","0","300","1","0","0","0","0","9000","0","0","0","0","0","0","0","0","0","1","300000009","0","150","0","0"
"0","0","0","0","0","0","0","0","冰霜獵犬","0","0","100","0","80000000","400","60","300","924072101","0","319602","0","0","0","1","0","0","50","0","300","0","0","0","0","300","0","0","500","300","1","300000016","0","0","0","0"
"0","0","0","0","1000","0","0","0","小狗1","0","0","100","1200","800000","0","60","0","924072102","0","319602","0","0","0","1","0","0","0","0","0","0","0","10000","0","0","0","0","0","0","1","300000016","0","0","0","0"
"0","0","0","0","300","0","0","0","冰霜獵犬本體","0","0","100","300","3000000","0","60","0","924072103","0","319602","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","300000016","0","0","0","0"
"0","0","0","0","300","0","0","0","小狗2","0","0","100","300","800000","0","60","0","924072104","0","319602","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","300000016","0","0","0","0"
"0","0","0","0","0","0","0","0","爆裂敵人","0","0","500","0","1000000000","100","100","100","924072105","100","217300","0","0","300","1","0","0","0","0","5000","0","0","0","0","0","0","0","0","0","1","300000009","0","150","0","0"
"0","0","0","0","0","0","0","0","冰霜獵犬","0","0","200","0","150000000","400","60","300","924072201","0","319602","0","0","0","1","0","0","50","0","300","0","0","0","0","300","0","0","500","300","1","300000016","0","0","0","0"
"0","0","0","0","1400","0","0","0","小狗1","0","0","200","1600","1600000","0","60","0","924072202","0","319602","0","0","0","1","0","0","0","0","0","0","0","15000","0","0","0","0","0","0","1","300000016","0","0","0","0"
"0","0","0","0","300","0","0","0","冰霜獵犬本體","0","0","200","300","5000000","0","60","0","924072203","0","319602","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","300000016","0","0","0","0"
"0","0","0","0","300","0","0","0","小狗2","0","0","200","300","1600000","0","60","0","924072204","0","319602","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","300000016","0","0","0","0"
"0","0","0","0","0","0","0","0","爆裂敵人","0","0","500","0","1000000000","100","100","100","924072205","100","217300","0","0","300","1","0","0","0","0","5000","0","0","0","0","0","0","0","0","0","1","300000009","0","150","0","0"
"0","0","0","0","0","0","0","0","冰霜獵犬","0","0","450","0","300000000","800","60","300","924072301","0","319602","0","0","0","1","0","0","100","0","300","0","0","0","0","450","0","0","900","300","1","300000016","0","0","0","0"
"0","0","0","0","10000","0","0","0","小狗1","0","0","450","10000","2400000","0","60","0","924072302","0","319602","0","0","0","1","0","0","0","0","0","0","0","45000","0","0","0","0","0","0","1","300000016","0","0","0","0"
"0","0","0","0","300","0","0","0","冰霜獵犬本體","0","0","450","300","8000000","0","60","0","924072303","0","319602","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","300000016","0","0","0","0"
"0","0","0","0","300","0","0","0","小狗2","0","0","450","300","2400000","0","60","0","924072304","0","319602","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","300000016","0","0","0","0"
"0","0","0","0","0","0","0","0","爆裂敵人","0","0","500","0","1000000000","300","100","100","924072305","300","217300","0","0","300","1","0","0","0","0","5000","0","0","0","0","0","0","0","0","0","1","300000009","0","150","0","0"
"0","0","0","0","0","0","0","0","冰霜獵犬","0","0","450","0","1000000000","800","60","300","924072401","0","319602","0","0","0","1","0","0","100","0","300","0","0","0","0","450","0","0","900","300","1","300000016","0","0","0","0"
"0","0","0","0","10000","0","0","0","小狗1","0","0","450","10000","2400000","0","60","0","924072402","0","319602","0","0","0","1","0","0","0","0","0","0","0","45000","0","0","0","0","0","0","1","300000016","0","0","0","0"
"0","0","0","0","300","0","0","0","冰霜獵犬本體","0","0","450","300","8000000","0","60","0","924072403","0","319602","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","300000016","0","0","0","0"
"0","0","0","0","300","0","0","0","小狗2","0","0","450","300","2400000","0","60","0","924072404","0","319602","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","300000016","0","0","0","0"
"0","0","0","0","0","0","0","0","爆裂敵人","0","0","500","0","1000000000","300","100","100","924072405","300","217300","0","0","300","1","0","0","0","0","5000","0","0","0","0","0","0","0","0","0","1","300000009","0","150","0","0"
"0","0","0","0","300","0","0","0","獸人酋長","0","0","100","300","80000000","10000","60","0","924073101","0","300704","0","0","0","1","0","5000","40","0","0","0","0","0","0","2500","0","0","2500","0","1","300000008","0","0","0","0"
"0","0","0","0","0","0","0","0","爆裂敵人","0","0","500","0","1000000000","200","100","100","924073102","200","217300","0","0","300","1","0","0","0","0","5000","0","0","0","0","0","0","0","0","0","1","300000009","0","150","0","0"
"0","0","0","0","300","0","0","0","獸人酋長","0","0","200","300","150000000","10000","60","0","924073201","0","300704","0","0","0","1","0","7000","40","0","0","0","0","0","0","2500","0","0","2500","0","1","300000008","0","0","0","0"
"0","0","0","0","0","0","0","0","爆裂敵人","0","0","500","0","1000000000","200","100","100","924073202","200","217300","0","0","300","1","0","0","0","0","5000","0","0","0","0","0","0","0","0","0","1","300000009","0","150","0","0"
"0","0","0","0","300","0","0","0","獸人酋長","0","0","450","300","300000000","20000","60","0","924073301","0","300704","0","0","0","1","0","9000","40","0","0","0","0","0","0","5000","0","0","5000","0","1","300000008","0","0","0","0"
"0","0","0","0","0","0","0","0","爆裂敵人","0","0","500","0","1000000000","600","100","100","924073302","600","217300","0","0","300","1","0","0","0","0","5000","0","0","0","0","0","0","0","0","0","1","300000009","0","150","0","0"
"0","0","0","0","300","0","0","0","獸人酋長","0","0","450","300","1000000000","20000","60","0","924073401","0","300704","0","0","0","1","0","9000","40","0","0","0","0","0","0","5000","0","0","5000","0","1","300000008","0","0","0","0"
"0","0","0","0","0","0","0","0","爆裂敵人","0","0","500","0","1000000000","600","100","100","924073402","600","217300","0","0","300","1","0","0","0","0","5000","0","0","0","0","0","0","0","0","0","1","300000009","0","150","0","0"
"0","0","0","0","1400","0","0","0","獸人","0","0","313","1555","3179526","3130","44","3130","924080101","3130","252800","0","0","0","0","0","2354","0","0","0","0","0","0","0","3130","0","0","3130","3130","1","200000001","0","0","0","0"
"0","0","0","0","1400","0","0","0","軟泥怪","0","0","313","933","2988126","3130","44","3130","924080102","3130","252600","0","0","0","0","0","0","0","0","0","0","0","10859","0","3130","0","0","3130","3130","1","200000001","0","0","0","0"
"1","0","0","2142","536","0","18","0","安的闇影","0","0","313","447","2156819","313","44","313","924080103","313","609201","0","0","0","0","0","0","36","0","0","0","0","23492","0","313","45","0","313","313","1","200000001","0","0","0","0"
"1","0","0","530","1755","0","19","0","優衣（新年）的闇影","0","0","313","1476","2394123","313","44","313","924080104","313","608802","0","0","0","6","0","0","40","0","0","0","0","18486","0","313","1580","0","313","313","32","200000001","0","0","0","3"
"0","0","0","0","700","0","0","0","沉睡之梟","0","0","313","467","3020017","3130","44","3130","924080105","3130","255700","0","0","0","6","0","0","0","0","0","0","0","7139","0","3130","0","0","3130","3130","32","200000001","0","0","0","0"
"0","0","0","0","0","0","0","0","爆裂敵人","0","0","500","0","1000000000","100","100","0","924080106","100","217300","0","0","0","1","0","0","0","0","5000","0","0","0","0","0","0","0","0","0","1","300000009","0","150","0","0"
"0","0","0","0","1959","0","0","0","生者劍士像","0","0","313","871","4640968","3130","44","3130","924080201","3130","251000","0","0","0","0","0","4767","0","0","0","0","0","0","0","3130","0","0","3130","3130","1","200000001","0","0","0","0"
"1","0","0","0","338","0","15","0","琪愛兒（聖學祭）的闇影","0","2181","313","498","3349416","313","60","313","924080202","313","616301","0","0","0","5","0","30308","49","0","0","0","0","0","0","313","30","0","313","313","32","200000001","0","0","0","20"
"0","0","0","0","980","0","0","0","紅蕈菇","0","0","313","653","4489081","3130","44","3130","924080203","3130","252100","0","0","0","0","0","15140","0","0","0","0","0","0","0","3130","0","0","3130","3130","1","200000001","0","0","0","0"
"1","0","0","0","1504","0","4","0","可可蘿的闇影","0","297","313","1545","3701586","313","44","313","924080204","313","605901","0","0","0","6","0","21532","28","0","0","0","0","0","0","313","1920","0","313","313","32","200000001","0","0","0","48"
"0","0","0","0","817","0","0","0","殺人蜂","0","0","313","545","4402395","3130","44","3130","924080205","3130","255500","0","0","0","0","0","8448","0","0","0","0","0","0","0","3130","0","0","3130","3130","1","200000001","0","0","0","0"
"0","0","0","0","0","0","0","0","爆裂敵人","0","0","500","0","1000000000","100","100","0","924080206","100","217300","0","0","0","1","0","0","0","0","5000","0","0","0","0","0","0","0","0","0","1","300000009","0","150","0","0"
"0","0","0","0","1633","0","0","0","海獅怪","0","0","313","1089","6468883","3130","44","3130","924080301","3130","250400","0","0","0","0","0","5857","0","0","0","0","0","0","0","3130","0","0","3130","3130","32","200000001","0","0","0","0"
"0","0","0","0","1633","0","0","0","叢林護衛","0","0","313","653","6795161","3130","44","3130","924080302","3130","251300","0","0","0","0","0","6364","0","0","0","0","0","0","0","3130","0","0","3130","3130","32","200000001","0","0","0","0"
"1","0","0","126","2254","0","20","0","空花（大江戶）的闇影","0","0","313","1737","5649283","313","44","313","924080303","313","609501","0","0","0","5","0","0","29","0","0","0","0","17412","0","313","209","0","313","313","1","200000001","0","0","0","12"
"1","0","0","1338","785","0","24","0","鈴莓的闇影","0","0","313","591","5014483","313","44","313","924080304","313","602503","0","0","0","6","0","0","38","0","0","0","0","33754","0","313","133","0","313","313","32","200000001","0","0","0","0"
"1","0","0","517","1135","0","21","0","霞（魔法少女）的闇影","0","0","313","1471","4827117","313","44","313","924080305","313","612201","0","0","0","5","0","0","29","0","0","0","0","25200","0","313","153","0","313","313","1","200000001","0","0","0","3"
"0","0","0","0","0","0","0","0","爆裂敵人","0","0","500","0","1000000000","100","100","0","924080306","100","217300","0","0","0","1","0","0","0","0","5000","0","0","0","0","0","0","0","0","0","1","300000009","0","150","0","0"
"0","0","0","0","500","0","0","0","厄勒克特拉夫人","0","0","100","500","80000000","1200","60","0","924081101","0","312504","0","0","0","1","0","0","40","0","0","0","0","30000","0","900","0","0","1800","0","1","300000008","0","0","0","0"
"0","0","0","0","0","0","0","0","爆裂敵人","0","0","500","0","1000000000","200","100","100","924081102","200","217300","0","0","250","1","0","0","0","0","5000","0","0","0","0","0","0","0","0","0","1","300000009","0","150","0","0"
"0","0","0","0","800","0","0","0","厄勒克特拉夫人","0","0","200","800","150000000","1200","60","0","924081201","0","312504","0","0","0","1","0","0","50","0","0","0","0","40000","0","900","0","0","1800","0","1","300000008","0","0","0","0"
"0","0","0","0","0","0","0","0","爆裂敵人","0","0","500","0","1000000000","300","100","100","924081202","300","217300","0","0","250","1","0","0","0","0","5000","0","0","0","0","0","0","0","0","0","1","300000009","0","150","0","0"
"0","0","0","0","1300","0","0","0","厄勒克特拉夫人","0","0","450","1500","300000000","1200","60","0","924081301","0","312504","0","0","0","1","0","0","70","0","0","0","0","80000","0","900","0","0","1800","0","1","300000008","0","0","0","0"
"0","0","0","0","0","0","0","0","爆裂敵人","0","0","500","0","1000000000","500","100","100","924081302","500","217300","0","0","250","1","0","0","0","0","5000","0","0","0","0","0","0","0","0","0","1","300000009","0","150","0","0"
"0","0","0","0","1300","0","0","0","厄勒克特拉夫人","0","0","450","1500","1000000000","1200","60","0","924081401","0","312504","0","0","0","1","0","0","70","0","0","0","0","80000","0","900","0","0","1800","0","1","300000008","0","0","0","0"
"0","0","0","0","0","0","0","0","爆裂敵人","0","0","500","0","1000000000","500","100","100","924081402","500","217300","0","0","250","1","0","0","0","0","5000","0","0","0","0","0","0","0","0","0","1","300000009","0","150","0","0"
"0","0","0","0","0","0","0","0","三重岩","0","0","100","0","80000000","2000","60","3000","924082101","3000","306904","0","0","0","1","0","0","30","0","0","0","0","0","0","3000","0","0","5000","3000","1","300000008","0","0","0","0"
"0","0","0","0","1000","0","0","0","三重岩上段","0","0","100","1000","400000","0","60","0","924082102","0","306904","0","0","0","1","0","2000","0","0","0","0","0","2000","0","0","0","0","0","0","1","300000008","0","0","0","0"
"0","0","0","0","300","0","0","0","三重岩中段","0","0","100","0","1000000","0","60","0","924082103","0","306904","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","300000008","0","0","0","0"
"0","0","0","0","0","0","0","0","三重岩下段","0","0","100","300","1000000","0","60","0","924082104","0","306904","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","300000008","0","0","0","0"
"0","0","0","0","0","0","0","0","爆裂敵人","0","0","500","0","1000000000","100","100","100","924082105","100","217300","0","0","250","1","0","0","0","0","5000","0","0","0","0","0","0","0","0","0","1","300000009","0","150","0","0"
"0","0","0","0","0","0","0","0","三重岩","0","0","200","0","150000000","2000","60","3000","924082201","3000","306904","0","0","0","1","0","0","50","0","0","0","0","0","0","3000","0","0","5000","3000","1","300000008","0","0","0","0"
"0","0","0","0","1400","0","0","0","三重岩上段","0","0","200","1400","600000","0","60","0","924082202","0","306904","0","0","0","1","0","3000","0","0","0","0","0","3000","0","0","0","0","0","0","1","300000008","0","0","0","0"
"0","0","0","0","800","0","0","0","三重岩中段","0","0","200","0","1400000","0","60","0","924082203","0","306904","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","300000008","0","0","0","0"
"0","0","0","0","0","0","0","0","三重岩下段","0","0","200","800","1400000","0","60","0","924082204","0","306904","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","300000008","0","0","0","0"
"0","0","0","0","0","0","0","0","爆裂敵人","0","0","500","0","1000000000","100","100","100","924082205","100","217300","0","0","250","1","0","0","0","0","5000","0","0","0","0","0","0","0","0","0","1","300000009","0","150","0","0"
"0","0","0","0","0","0","0","0","三重岩","0","0","450","0","300000000","2000","60","3000","924082301","3000","306904","0","0","0","1","0","0","70","0","0","0","0","0","0","3000","0","0","5000","3000","1","300000008","0","0","0","0"
"0","0","0","0","10000","0","0","0","三重岩上段","0","0","450","10000","800000","0","60","0","924082302","0","306904","0","0","0","1","0","5000","0","0","0","0","0","5000","0","0","0","0","0","0","1","300000008","0","0","0","0"
"0","0","0","0","1200","0","0","0","三重岩中段","0","0","450","0","1800000","0","60","0","924082303","0","306904","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","300000008","0","0","0","0"
"0","0","0","0","0","0","0","0","三重岩下段","0","0","450","1200","1800000","0","60","0","924082304","0","306904","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","300000008","0","0","0","0"
"0","0","0","0","0","0","0","0","爆裂敵人","0","0","500","0","1000000000","300","100","100","924082305","300","217300","0","0","250","1","0","0","0","0","5000","0","0","0","0","0","0","0","0","0","1","300000009","0","150","0","0"
