a14d183fc9cbfda4765a3a55b1420ed2d7a158e99888306c7d2dc1a255741a17,088c9353cad905c8d60f8e7977875d3edc2484fcbbb30061d006b706d19f27f1,ce95ac8695caf1b1e4bd4003e2afe19d9ecc4969f2c23029b5e90ca8c0d80c7e,c5b3f0ef2a4efcfe8994d11cf6ab7664db5e2a7fb75bd453534f2e7b7e701bfd,152813106af86579c00f1777a6b10cc5c4952464092d7b306329d65c545d7be2,817ee221da619ae65902f13987b893467f8580460e271517e321ff580c4024df,c1497f815dd1b0538d8653c650ba82fc0414854ed4ac5c55029aa29ff055267b,6174f8145f616137ee636814b641313cf441bf81d420d6bfec3c36e07776175d,7f23244f798345fffc4b77ef9ca8042a9737e55059dbb4a5a3d316c28ea74235,8f9f88df58ef516d622b5d1f83079900ee7d3c3bd89d86454369e68a084c7336,7fd3138fb3c737eeeb68df12c508f85b4c97bdc27d6cca69c2123a88e773ebe9,fbaed866977109105ddfd9da4f4097b6b0b9544b7f325ec4c400ed35208f918a,d8deb7040bc401b52fcc1935d957cc7b5815b1af6089c22011c29421242ff3d0,f91c06fedbdafb1abff8e34cb67604f8efa00790290ce85f831c225877d51c29,c8814c70cf8f3f834633cf3fafc31e07a8b362265e3b56ffcb53817ea0d96eff,6566ca907ebe49a3b8d0268038375ab1f7740ac907f830ca3df0334bea12b05a,e46af477ff6f2f120db1371948a887c566f0690de2dfea05773421dc74980ffe,7df782ac991505d9bcbfe87d3147916b394b0d4c059e4d36d33ddce2cb6f0432,d23e8945ae140b9e114fe378bc7f09d40ba64eb9bf28a41650f29c23963138d0,6f5cf978225c643f801ac84040b556c9388d7d0483729159443036495a8b36cc,021fad5c60bb6c56e9125957b0261a6ff4fa9d86a2e795ad49b742bbbf184d54,6c4a6605901f304e2fd6ad3e2f892d95fdab7bb5c21f16224a917f50898756da,3b54976b461005d42111fe00f1b978d158cab0ea8ea6c4f6801e9b29c74b3f56,d7f6a6bbed39c14b568e0a334f2856a8eeb0f065d15e32053fea1e7a6195129e
"在戰鬥中獲得勝利。","1","91002","2","97","0","8","0","0","135","15066006","0","0","龍族姊妹的請求","90005","0","10","11066","2015/12/17 15:00:00","0","0","300010","30","0"
"在戰鬥中獲得勝利。","2","91002","0","42","0","8","0","0","443","15066007","0","0","《EX》危險暗影與魔物‧雷雷傲M","0","0","0","11066","2015/12/17 15:00:00","0","0","300020","150","0"
"在戰鬥中獲得勝利。","1","91002","2","-32","0","8","0","0","-208","15067001","0","0","甜蜜又美味的美容法","31258","2","5","11067","2015/12/17 15:00:00","0","5","300010","30","31008"
"在戰鬥中獲得勝利。","1","91002","2","44","1","8","0","0","-58","15067002","51017","2","確保被虐狂與正太","31233","2","5","11067","2015/12/17 15:00:00","0","5","300010","30","31045"
"在戰鬥中獲得勝利。","2","91002","18","-165","0","8","0","0","-84","15067003","0","0","《EX》受難體質的次女，遇難","4105402","0","1","11067","2015/12/17 15:00:00","0","0","300020","150","0"
"在戰鬥中獲得勝利。","1","91002","2","90","5","8","1","51018","425","15067004","31059","2","寵溺的人是誰","31181","2","5","11067","2015/12/17 15:00:00","2","5","300010","30","31034"
"在戰鬥中獲得勝利。","1","91002","2","36","0","8","0","0","551","15067005","0","0","餓肚子咕嚕咕嚕二重奏","90005","0","10","11067","2015/12/17 15:00:00","0","0","300010","30","0"
"在戰鬥中獲得勝利。","2","91002","0","-120","0","8","0","0","602","15067006","0","0","《EX》危險的魔物‧大鬼與雷鳥","0","0","0","11067","2015/12/17 15:00:00","0","0","300020","150","0"
"在戰鬥中獲得勝利。","1","91002","2","-20","1","8","0","0","-40","15068001","51021","2","背面世界也有發生事件的預感","31093","2","5","11068","2015/12/17 15:00:00","0","5","300010","30","31014"
"在戰鬥中獲得勝利。","1","91002","2","-179","0","8","0","0","90","15068002","0","0","如煉獄中盛開的花朵般","31027","2","5","11068","2015/12/17 15:00:00","0","5","300010","30","31051"
"在戰鬥中獲得勝利。","2","91002","18","-171","0","8","0","0","245","15068003","0","0","《EX》心胸開闊的長女，狂醉","4101403","0","1","11068","2015/12/17 15:00:00","0","0","300020","150","0"
"在戰鬥中獲得勝利。","1","91002","2","44","1","8","0","0","643","15068004","51022","2","當心泡昏頭","31032","2","5","11068","2015/12/17 15:00:00","0","5","300010","30","31033"
"在戰鬥中獲得勝利。","1","91002","2","-93","0","8","0","0","768","15068005","0","0","在吉歐‧格黑納追兔子","90005","0","10","11068","2015/12/17 15:00:00","0","0","300010","30","0"
"在戰鬥中獲得勝利。","2","91002","0","91","0","8","0","0","814","15068006","0","0","《EX》成群的危險暗影","0","0","0","11068","2015/12/17 15:00:00","0","0","300020","150","0"
"在戰鬥中獲得勝利。","1","91002","2","0","1","8","0","0","-324","15069001","51023","2","背面世界的走失兒童","31047","2","5","11069","2015/12/17 15:00:00","0","5","300010","30","31020"
"在戰鬥中獲得勝利。","1","91002","2","-78","0","8","0","0","-175","15069002","0","0","吉歐‧格黑納的魔法研究","31016","2","5","11069","2015/12/17 15:00:00","0","5","300010","30","31060"
"在戰鬥中獲得勝利。","2","91002","0","-136","0","8","0","0","0","15069003","0","0","《EX》成群的危險暗影","0","0","0","11069","2015/12/17 15:00:00","0","0","300020","150","0"
"在戰鬥中獲得勝利。","1","91002","2","-9","1","8","0","0","411","15069004","51024","2","活躍於吉歐‧格黑納的忍者們","31096","2","5","11069","2015/12/17 15:00:00","0","5","300010","30","31055"
"在戰鬥中獲得勝利。","1","91002","2","-167","0","8","0","0","522","15069005","0","0","特別讓你成為眷屬！","31223","2","5","11069","2015/12/17 15:00:00","0","5","300010","30","31063"
"在戰鬥中獲得勝利。","2","91002","0","-39","0","8","0","0","859","15069006","0","0","《EX》成群的危險暗影","0","0","0","11069","2015/12/17 15:00:00","0","0","300020","150","0"
"在戰鬥中獲得勝利。","1","91002","2","128","0","8","0","0","-291","15070001","0","0","在吉歐‧格黑納採集植物","31040","2","5","11070","2015/12/17 15:00:00","0","1","300010","30","51025"
"在戰鬥中獲得勝利。","1","91002","2","38","0","8","0","0","-143","15070002","0","0","灼熱的打架時間","31066","2","5","11070","2015/12/17 15:00:00","0","5","300010","30","31065"
"在戰鬥中獲得勝利。","2","91002","0","-14","0","8","0","0","0","15070003","0","0","《EX》成群的危險暗影‧偶像","0","0","0","11070","2015/12/17 15:00:00","0","0","300020","150","0"
"在戰鬥中獲得勝利。","1","91002","2","38","0","8","0","0","434","15070004","0","0","在深淵般的煉獄中邂逅","31009","2","5","11070","2015/12/17 15:00:00","0","1","300010","30","51026"
"在戰鬥中獲得勝利。","1","91002","2","22","5","8","0","0","575","15070005","31050","2","展現大人的從容吧","31004","2","5","11070","2015/12/17 15:00:00","0","5","300010","30","31261"
"在戰鬥中獲得勝利。","2","91002","0","-180","0","8","0","0","546","15070006","0","0","《EX》成群的危險暗影‧財團","0","0","0","11070","2015/12/17 15:00:00","0","0","300020","150","0"
"在戰鬥中獲得勝利。","1","91002","2","90","5","8","1","51027","15","15071001","31002","2","輕快的少女們","31028","2","5","11071","2015/12/17 15:00:00","2","5","300010","30","31180"
"在戰鬥中獲得勝利。","1","91002","2","-81","0","8","0","0","-89","15071002","0","0","伊緒老師的背面世界教室","31018","0","5","11071","2015/12/17 15:00:00","0","0","300010","30","0"
"在戰鬥中獲得勝利。","2","91002","0","-135","0","8","0","0","-408","15071003","0","0","《EX》成群的危險暗影‧遊戲","0","0","0","11071","2015/12/17 15:00:00","0","0","300020","150","0"
"在戰鬥中獲得勝利。","1","91002","2","-73","5","8","1","51028","253","15071004","31093","2","清除傀儡的絲線","31026","2","5","11071","2015/12/17 15:00:00","2","5","300010","30","31006"
"在戰鬥中獲得勝利。","1","91002","2","-173","0","8","0","0","383","15071005","0","0","花瓣與刀刃舞動","31056","2","5","11071","2015/12/17 15:00:00","0","5","300010","30","31296"
"在戰鬥中獲得勝利。","2","91002","0","-173","0","8","0","0","622","15071006","0","0","《EX》成群的危險暗影‧獸苑","0","0","0","11071","2015/12/17 15:00:00","0","0","300020","150","0"
"在戰鬥中獲得勝利。","1","91002","2","94","0","8","0","0","-252","15072001","0","0","降臨煉獄的冰龍","31064","2","5","11072","2015/12/17 15:00:00","0","1","300010","30","51029"
"在戰鬥中獲得勝利。","1","91002","2","-111","0","8","0","0","-193","15072002","0","0","美麗的黑天使群","31258","2","5","11072","2015/12/17 15:00:00","0","5","300010","30","31008"
"在戰鬥中獲得勝利。","2","91002","0","94","0","8","0","0","84","15072003","0","0","《EX》成群的危險暗影‧美食","0","0","0","11072","2015/12/17 15:00:00","0","0","300020","150","0"
"在戰鬥中獲得勝利。","1","91002","2","-120","0","8","0","0","277","15072004","0","0","展現魅力，灼熱的表現風格","31022","2","5","11072","2015/12/17 15:00:00","0","1","300010","30","51030"
"在戰鬥中獲得勝利。","1","91002","2","-106","0","8","0","0","510","15072005","0","0","又冷又熱的散步","31064","0","5","11072","2015/12/17 15:00:00","0","0","300010","30","0"
"在戰鬥中獲得勝利。","2","91002","0","-100","0","8","0","0","703","15072006","0","0","《EX》成群的危險暗影‧救護","0","0","0","11072","2015/12/17 15:00:00","0","0","300020","150","0"
"在戰鬥中獲得勝利。","1","91002","2","-188","0","8","0","0","-487","15073001","0","0","背面世界超級英雄秀","31309","2","5","11073","2015/12/17 15:00:00","0","1","300010","30","51031"
"在戰鬥中獲得勝利。","1","91002","2","-190","0","8","0","0","-208","15073002","0","0","冥府的被虐狂","31045","2","5","11073","2015/12/17 15:00:00","0","5","300010","30","31185"
"在戰鬥中獲得勝利。","2","91002","0","33","0","8","0","0","-133","15073003","0","0","《EX》成群的危險暗影‧森精","0","0","0","11073","2015/12/17 15:00:00","0","0","300020","150","0"
"在戰鬥中獲得勝利。","1","91002","2","37","0","8","0","0","508","15073004","0","0","冥界的魔物調查","51032","0","1","11073","2015/12/17 15:00:00","0","0","300010","30","0"
"在戰鬥中獲得勝利。","2","91002","0","-117","0","8","0","0","670","15073005","0","0","《EX》成群的危險暗影‧黃昏","0","0","0","11073","2015/12/17 15:00:00","0","0","300020","150","0"
"在戰鬥中獲得勝利。","1","91002","2","-46","1","8","0","0","-182","15074001","51033","2","歡迎來到成熟女子聚會","31034","2","5","11074","2015/12/17 15:00:00","0","5","300010","30","31056"
"在戰鬥中獲得勝利。","1","91002","2","-179","0","8","0","0","-76","15074002","0","0","我來讓冥界露出笑容了！　","31052","2","5","11074","2015/12/17 15:00:00","0","5","300010","30","31033"
"在戰鬥中獲得勝利。","2","91002","0","87","0","8","0","0","102","15074003","0","0","《EX》成群的危險暗影‧學院","0","0","0","11074","2015/12/17 15:00:00","0","0","300020","150","0"
"在戰鬥中獲得勝利。","1","91002","2","-148","1","8","0","0","391","15074004","51034","2","白劍與黑盾","31057","2","5","11074","2015/12/17 15:00:00","0","5","300010","30","31260"
"在戰鬥中獲得勝利。","2","91002","0","12","0","8","0","0","694","15074005","0","0","《EX》成群的危險暗影‧光願","0","0","0","11074","2015/12/17 15:00:00","0","0","300020","150","0"
"在戰鬥中獲得勝利。","1","91002","2","92","1","8","0","0","-237","15075001","51035","2","小惡魔妹妹與墮天使妹妹","31258","2","5","11075","2015/12/17 15:00:00","0","5","300010","30","31006"
"在戰鬥中獲得勝利。","2","91002","0","93","0","8","0","0","96","15075002","0","0","《EX》成群的危險暗影‧友好","0","0","0","11075","2015/12/17 15:00:00","0","0","300020","150","0"
"在戰鬥中獲得勝利。","1","91002","2","-58","0","8","0","0","591","15075003","0","0","為迷路的鳥兒帶路！","31001","2","5","11075","2015/12/17 15:00:00","0","1","300010","30","51036"
"在戰鬥中獲得勝利。","2","91002","0","76","0","8","0","0","808","15075004","0","0","《EX》成群的危險暗影‧龍巢","0","0","0","11075","2015/12/17 15:00:00","0","0","300020","150","0"
"在戰鬥中獲得勝利。","1","91002","2","39","5","8","0","0","-380","15076001","31016","2","冥界時裝秀☆","31023","2","5","11076","2015/12/17 15:00:00","0","5","300010","30","31020"
"在戰鬥中獲得勝利。","1","91002","2","-196","1","8","0","0","-486","15076002","51037","2","忍者冥劍傳","31030","2","5","11076","2015/12/17 15:00:00","0","5","300010","30","31013"
"在戰鬥中獲得勝利。","2","91002","0","-31","0","8","0","0","69","15076003","0","0","《EX》成群的危險暗影‧光願","0","0","0","11076","2015/12/17 15:00:00","0","0","300020","150","0"
"在戰鬥中獲得勝利。","1","91002","2","-186","0","8","0","0","521","15076004","0","0","魔與黑暗的大小姐","31003","0","5","11076","2015/12/17 15:00:00","0","0","300010","30","0"
"在戰鬥中獲得勝利。","2","91002","0","-69","0","8","0","0","718","15076005","0","0","《EX》成群的危險暗影‧魔軍","0","0","0","11076","2015/12/17 15:00:00","0","0","300020","150","0"
"在戰鬥中獲得勝利。","1","91002","2","-185","0","8","0","0","-420","15077001","0","0","徬徨於背面世界的神祕巨女","31063","2","5","11077","2015/12/17 15:00:00","0","1","300010","30","51038"
"在戰鬥中獲得勝利。","2","91002","0","-191","0","8","0","0","74","15077002","0","0","《EX》成群的危險暗影‧魔學","0","0","0","11077","2015/12/17 15:00:00","0","0","300020","150","0"
"在戰鬥中獲得勝利。","1","91002","2","62","5","8","1","51039","561","15077003","31044","2","瀰漫於冥界的魔性香氣","31021","2","5","11077","2015/12/17 15:00:00","2","5","300010","30","31301"
"在戰鬥中獲得勝利。","1","91002","2","33","0","8","0","0","741","15077004","0","0","衝突，母性vs經商精神！？","31180","2","5","11077","2015/12/17 15:00:00","0","5","300010","30","31015"
"在戰鬥中獲得勝利。","2","91002","0","-125","0","8","0","0","517","15077005","0","0","《EX》成群的危險暗影‧墮天","0","0","0","11077","2015/12/17 15:00:00","0","0","300020","150","0"
