08f2ec8592ebb6158cecb85a96011a96b1c7ad41a356ce4671c83c5c10164499,7d5a385afc5d63f81ab3e0ff984489d8fac10598af920bb6b1cfa97ccda2ed76,1d6364ff6f303ca46bc7bb5ad03c0287ca8da353deebdfe5a88a3ab0e65edfac,d2cbc749c80c3d8382a20716f9118a88d451da4496f2320d179835e35e51f32d,ced1ed9c4fc25c906ce8fd349cb5237913883c0386edcceae6be4794b7fc9a2e,9409f64b4a1159c8cd5c44fe35f10ac372b99003a14d95d19544c51d510c4451,b74b935ed5a5576318f4f8c1170c005c56dc94148d1d9acd57a9c2f3d8034612,b6c6c294af36085a8ab5e1d74a636608102ac8620e10ab906819e52813b3159d,cbd08ca957682bb9c0f4dfdb92204d3204825c36be5b6e9b237897c387bf1f29,7d4b2bf892ddace998f13a2033b31f1a17bae6033f8b42cba14aafcdea8bb28d,f571140d76b18fe02e749648e0c7e7021e56ee32af885a41eb67541cc764a511,a03de3b6804529dcf77dab46277fb21bae8b3ef389f7b1e0485b08048dbf1a15,b9ae35138945be2ef17a1c8912a306cdfe12608404d135ac5e27767e7c4b1e62,2d9c1ef800c5e4e94b48372bb30a75f4c5ea00f6005d95f351d69ecd7ac7a23d,87b37f3095a9ccd72407ff7d92cc115f23b9dda752dca5bf42a4c73d0ea6d43d,12034ae7d1fa3e3ea6c45d27c0b11e47970a8aa8ef1982a91eb9f73e8e08b6c7,0746d46b8b9ab3b9529ab0dfdbded90d93e59d8ffc1f7a81c7e922d19ea9dfdc,a05c518df26afcd871d78705e77a2e8e68ebf6e47a0fbb5dc90f55ae0d7a475a,6a5152cb0f31d0039c5f0a6ae6054683ff8ad9893adba2b1c02e6f6cb6b264ec,ef09dc7720de93ae518aebacc4be750dc35ed67d4e5266893d9b77863bc49421,f5276e382c9055cb67cc52dc212d9e36ef236ccb93fe6f3ad7928192d21b2e95,521d43e8d77071700e48388202506c898a3ac05d5275d50709ae9616446a4107,efafe400b89fad005434b386004982cee374852e466a46fe826c8db9b1123902,6b0dec4369f9df16d2ddcad162009a59d35fc54994e9440405acfefb993cdb9b,11347a3a25877893a390e49c303363a129b0ab625a9ad0ae6533a03431b7b19b,eda3adbfa0af336c580fb496cb6cbbc7471e9a23873418deb57821778c1b797d,6dc93e48fac84794fe7e99db9b68a319b2dbc9e3cfcf834bd9490c3b8835861a,fed7de83e3fca4666ac403e2264be525ca3cd8450621d5aedad8a9963d56ca33,c43c062fa42d7c2caf256717e33fe087c6c3594d5f72c51765a1b78d6fc54055,f1a65302d44e947a548049a0b0c31f8738d519688a7b6b213bbe79afe6fa1096,4cf6cb1eda2d1f382359e5355a16fc4d5caf0c9c38759759c5d5eab683b4b461
"100","33","1","100","0","1","0","100","1001510103","1","0","0","0","0","1001510103","1","1","0","10015101","0","1001510101","0","1001510103","0","0","0","1001510102","0","0","0","34"
"3","100","1","3","1","1","100","100","1001520103","1","1001520105","34","1","33","1001520102","6","6","100","10015201","1","1001520101","100","1001520105","1001520104","1001520105","1001520105","1001520105","1","1","1001520105","100"
"100","100","1","100","1","1","34","100","1001530104","1","1001530104","33","1","100","1001530102","6","1","0","10015301","1","1001530101","100","1001530104","0","1001530104","1001530104","1001530104","1","0","1001530103","100"
"100","100","1","100","1","1","100","100","1001540103","1","1001540106","100","1","100","1001540102","6","1","100","10015401","1","1001540101","100","1001540104","1001540110","1001540108","1001540107","1001540105","1","1","1001540109","100"
"100","33","1","100","0","1","0","100","1001610103","1","0","0","0","0","1001610103","1","1","0","10016101","0","1001610101","0","1001610103","0","0","0","1001610102","0","0","0","34"
"3","100","1","3","1","1","100","100","1001620103","1","1001620105","34","1","33","1001620102","6","6","100","10016201","1","1001620101","100","1001620105","1001620104","1001620105","1001620105","1001620105","1","1","1001620105","100"
"100","100","1","100","1","1","34","100","1001630104","1","1001630104","33","1","100","1001630102","6","1","0","10016301","1","1001630101","100","1001630104","0","1001630104","1001630104","1001630104","1","0","1001630103","100"
"100","33","1","100","0","1","0","100","1001710103","1","0","0","0","0","1001710103","1","1","0","10017101","0","1001710101","0","1001710103","0","0","0","1001710102","0","0","0","34"
"3","100","1","3","1","1","100","100","1001720103","1","1001720105","34","1","33","1001720102","6","6","100","10017201","1","1001720101","100","1001720105","1001720104","1001720105","1001720105","1001720105","1","1","1001720105","100"
"100","100","1","100","1","1","34","100","1001730104","1","1001730104","33","1","100","1001730102","6","1","0","10017301","1","1001730101","100","1001730104","0","1001730104","1001730104","1001730104","1","0","1001730103","100"
"100","100","1","100","1","1","100","100","1001740103","1","1001740106","100","1","100","1001740102","6","1","100","10017401","1","1001740101","100","1001740104","1001740110","1001740108","1001740107","1001740105","1","1","1001740109","100"
"100","33","1","100","0","1","0","100","1001810103","1","0","0","0","0","1001810103","1","1","0","10018101","0","1001810101","0","1001810103","0","0","0","1001810102","0","0","0","34"
"3","100","1","3","1","1","100","100","1001820103","1","1001820105","34","1","33","1001820102","6","6","100","10018201","1","1001820101","100","1001820105","1001820104","1001820105","1001820105","1001820105","1","1","1001820105","100"
"100","100","1","100","1","1","34","100","1001830104","1","1001830104","33","1","100","1001830102","6","1","0","10018301","1","1001830101","100","1001830104","0","1001830104","1001830104","1001830104","1","0","1001830103","100"
"100","33","1","100","0","1","0","100","1001910103","1","0","0","0","0","1001910103","1","1","0","10019101","0","1001910101","0","1001910103","0","0","0","1001910102","0","0","0","34"
"3","100","1","3","1","1","100","100","1001920103","1","1001920105","34","1","33","1001920102","6","6","100","10019201","1","1001920101","100","1001920105","1001920104","1001920105","1001920105","1001920105","1","1","1001920105","100"
"100","100","1","100","1","1","34","100","1001930104","1","1001930104","33","1","100","1001930102","6","1","0","10019301","1","1001930101","100","1001930104","0","1001930104","1001930104","1001930104","1","0","1001930103","100"
"100","100","1","100","1","1","100","100","1001940103","1","1001940106","100","1","100","1001940102","6","1","100","10019401","1","1001940101","100","1001940104","1001940110","1001940108","1001940107","1001940105","1","1","1001940109","100"
"100","33","1","100","0","1","0","100","1002010103","1","0","0","0","0","1002010103","1","1","0","10020101","0","1002010101","0","1002010103","0","0","0","1002010102","0","0","0","34"
"3","100","1","3","1","1","100","100","1002020103","1","1002020105","34","1","33","1002020102","6","6","100","10020201","1","1002020101","100","1002020105","1002020104","1002020105","1002020105","1002020105","1","1","1002020105","100"
"100","100","1","100","1","1","34","100","1002030104","1","1002030104","33","1","100","1002030102","6","1","0","10020301","1","1002030101","100","1002030104","0","1002030104","1002030104","1002030104","1","0","1002030103","100"
"100","33","1","100","0","1","0","100","1002110103","1","0","0","0","0","1002110103","1","1","0","10021101","0","1002110101","0","1002110103","0","0","0","1002110102","0","0","0","34"
"3","100","1","3","1","1","100","100","1002120103","1","1002120105","34","1","33","1002120102","6","6","100","10021201","1","1002120101","100","1002120105","1002120104","1002120105","1002120105","1002120105","1","1","1002120105","100"
"100","100","1","100","1","1","34","100","1002130104","1","1002130104","33","1","100","1002130102","6","1","0","10021301","1","1002130101","100","1002130104","0","1002130104","1002130104","1002130104","1","0","1002130103","100"
"100","100","1","100","1","1","100","100","1002140103","1","1002140106","100","1","100","1002140102","6","1","100","10021401","1","1002140101","100","1002140104","1002140110","1002140108","1002140107","1002140105","1","1","1002140109","100"
"100","33","1","100","0","1","0","100","1002210103","1","0","0","0","0","1002210103","1","1","0","10022101","0","1002210101","0","1002210103","0","0","0","1002210102","0","0","0","34"
"3","100","1","3","1","1","100","100","1002220103","1","1002220105","34","1","33","1002220102","6","6","100","10022201","1","1002220101","100","1002220105","1002220104","1002220105","1002220105","1002220105","1","1","1002220105","100"
"100","100","1","100","1","1","34","100","1002230104","1","1002230104","33","1","100","1002230102","6","1","0","10022301","1","1002230101","100","1002230104","0","1002230104","1002230104","1002230104","1","0","1002230103","100"
"100","33","1","100","0","1","0","100","1002310103","1","0","0","0","0","1002310103","1","1","0","10023101","0","1002310101","0","1002310103","0","0","0","1002310102","0","0","0","34"
"3","100","1","3","1","1","100","100","1002320103","1","1002320105","34","1","33","1002320102","6","6","100","10023201","1","1002320101","100","1002320105","1002320104","1002320105","1002320105","1002320105","1","1","1002320105","100"
"100","100","1","100","1","1","34","100","1002330104","1","1002330104","33","1","100","1002330102","6","1","0","10023301","1","1002330101","100","1002330104","0","1002330104","1002330104","1002330104","1","0","1002330103","100"
"100","100","1","100","1","1","100","100","1002340103","1","1002340106","100","1","100","1002340102","6","1","100","10023401","1","1002340101","100","1002340104","1002340110","1002340108","1002340107","1002340105","1","1","1002340109","100"
"100","33","1","100","0","1","0","100","1002410103","1","0","0","0","0","1002410103","1","1","0","10024101","0","1002410101","0","1002410103","0","0","0","1002410102","0","0","0","34"
"3","100","1","3","1","1","100","100","1002420103","1","1002420105","34","1","33","1002420102","6","6","100","10024201","1","1002420101","100","1002420105","1002420104","1002420105","1002420105","1002420105","1","1","1002420105","100"
"100","100","1","100","1","1","34","100","1002430104","1","1002430104","33","1","100","1002430102","6","1","0","10024301","1","1002430101","100","1002430104","0","1002430104","1002430104","1002430104","1","0","1002430103","100"
"100","33","1","100","0","1","0","100","1002510103","1","0","0","0","0","1002510103","1","1","0","10025101","0","1002510101","0","1002510103","0","0","0","1002510102","0","0","0","34"
"3","100","1","3","1","1","100","100","1002520103","1","1002520105","34","1","33","1002520102","6","6","100","10025201","1","1002520101","100","1002520105","1002520104","1002520105","1002520105","1002520105","1","1","1002520105","100"
"100","100","1","100","1","1","34","100","1002530104","1","1002530104","33","1","100","1002530102","6","1","0","10025301","1","1002530101","100","1002530104","0","1002530104","1002530104","1002530104","1","0","1002530103","100"
"100","100","1","100","1","1","100","100","1002540103","1","1002540106","100","1","100","1002540102","6","1","100","10025401","1","1002540101","100","1002540104","1002540110","1002540108","1002540107","1002540105","1","1","1002540109","100"
"100","33","1","100","0","1","0","100","1002610103","1","0","0","0","0","1002610103","1","1","0","10026101","0","1002610101","0","1002610103","0","0","0","1002610102","0","0","0","34"
"3","100","1","3","1","1","100","100","1002620103","1","1002620105","34","1","33","1002620102","6","6","100","10026201","1","1002620101","100","1002620105","1002620104","1002620105","1002620105","1002620105","1","1","1002620105","100"
"100","100","1","100","1","1","34","100","1002630104","1","1002630104","33","1","100","1002630102","6","1","0","10026301","1","1002630101","100","1002630104","0","1002630104","1002630104","1002630104","1","0","1002630103","100"
"100","33","1","100","0","1","0","100","1002710103","1","0","0","0","0","1002710103","1","1","0","10027101","0","1002710101","0","1002710103","0","0","0","1002710102","0","0","0","34"
"3","100","1","3","1","1","100","100","1002720103","1","1002720105","34","1","33","1002720102","6","6","100","10027201","1","1002720101","100","1002720105","1002720104","1002720105","1002720105","1002720105","1","1","1002720105","100"
"100","100","1","100","1","1","34","100","1002730104","1","1002730104","33","1","100","1002730102","6","1","0","10027301","1","1002730101","100","1002730104","0","1002730104","1002730104","1002730104","1","0","1002730103","100"
"100","100","1","100","1","1","100","100","1002740103","1","1002740106","100","1","100","1002740102","6","1","100","10027401","1","1002740101","100","1002740104","1002740110","1002740108","1002740107","1002740105","1","1","1002740109","100"
"100","33","1","100","0","1","0","100","1002810103","1","0","0","0","0","1002810103","1","1","0","10028101","0","1002810101","0","1002810103","0","0","0","1002810102","0","0","0","34"
"3","100","1","3","1","1","100","100","1002820103","1","1002820105","34","1","33","1002820102","6","6","100","10028201","1","1002820101","100","1002820105","1002820104","1002820105","1002820105","1002820105","1","1","1002820105","100"
"100","100","1","100","1","1","34","100","1002830104","1","1002830104","33","1","100","1002830102","6","1","0","10028301","1","1002830101","100","1002830104","0","1002830104","1002830104","1002830104","1","0","1002830103","100"
"100","33","1","100","0","1","0","100","1002910103","1","0","0","0","0","1002910103","1","1","0","10029101","0","1002910101","0","1002910103","0","0","0","1002910102","0","0","0","34"
"3","100","1","3","1","1","100","100","1002920103","1","1002920105","34","1","33","1002920102","6","6","100","10029201","1","1002920101","100","1002920105","1002920104","1002920105","1002920105","1002920105","1","1","1002920105","100"
"100","100","1","100","1","1","34","100","1002930104","1","1002930104","33","1","100","1002930102","6","1","0","10029301","1","1002930101","100","1002930104","0","1002930104","1002930104","1002930104","1","0","1002930103","100"
"100","100","1","100","1","1","100","100","1002940103","1","1002940106","100","1","100","1002940102","6","1","100","10029401","1","1002940101","100","1002940104","1002940110","1002940108","1002940107","1002940105","1","1","1002940109","100"
"100","33","1","100","0","1","0","100","1003010103","1","0","0","0","0","1003010103","1","1","0","10030101","0","1003010101","0","1003010103","0","0","0","1003010102","0","0","0","34"
"3","100","1","3","1","1","100","100","1003020103","1","1003020105","34","1","33","1003020102","6","6","100","10030201","1","1003020101","100","1003020105","1003020104","1003020105","1003020105","1003020105","1","1","1003020105","100"
"100","100","1","100","1","1","34","100","1003030104","1","1003030104","33","1","100","1003030102","6","1","0","10030301","1","1003030101","100","1003030104","0","1003030104","1003030104","1003030104","1","0","1003030103","100"
"100","33","1","100","0","1","0","100","1003110103","1","0","0","0","0","1003110103","1","1","0","10031101","0","1003110101","0","1003110103","0","0","0","1003110102","0","0","0","34"
"3","100","1","3","1","1","100","100","1003120103","1","1003120105","34","1","33","1003120102","6","6","100","10031201","1","1003120101","100","1003120105","1003120104","1003120105","1003120105","1003120105","1","1","1003120105","100"
"100","100","1","100","1","1","34","100","1003130104","1","1003130104","33","1","100","1003130102","6","1","0","10031301","1","1003130101","100","1003130104","0","1003130104","1003130104","1003130104","1","0","1003130103","100"
"100","100","1","100","1","1","100","100","1003140103","1","1003140106","100","1","100","1003140102","6","1","100","10031401","1","1003140101","100","1003140104","1003140110","1003140108","1003140107","1003140105","1","1","1003140109","100"
"100","33","1","100","0","1","0","100","1003210103","1","0","0","0","0","1003210103","1","1","0","10032101","0","1003210101","0","1003210103","0","0","0","1003210102","0","0","0","34"
"3","100","1","3","1","1","100","100","1003220103","1","1003220105","34","1","33","1003220102","6","6","100","10032201","1","1003220101","100","1003220105","1003220104","1003220105","1003220105","1003220105","1","1","1003220105","100"
"100","100","1","100","1","1","34","100","1003230104","1","1003230104","33","1","100","1003230102","6","1","0","10032301","1","1003230101","100","1003230104","0","1003230104","1003230104","1003230104","1","0","1003230103","100"
"100","33","1","100","0","1","0","100","1003310103","1","0","0","0","0","1003310103","1","1","0","10033101","0","1003310101","0","1003310103","0","0","0","1003310102","0","0","0","34"
"3","100","1","3","1","1","100","100","1003320103","1","1003320105","34","1","33","1003320102","6","6","100","10033201","1","1003320101","100","1003320105","1003320104","1003320105","1003320105","1003320105","1","1","1003320105","100"
"100","100","1","100","1","1","34","100","1003330104","1","1003330104","33","1","100","1003330102","6","1","0","10033301","1","1003330101","100","1003330104","0","1003330104","1003330104","1003330104","1","0","1003330103","100"
"100","100","1","100","1","1","100","100","1003340103","1","1003340106","100","1","100","1003340102","6","1","100","10033401","1","1003340101","100","1003340104","1003340110","1003340108","1003340107","1003340105","1","1","1003340109","100"
"100","33","1","100","0","1","0","100","1003410103","1","0","0","0","0","1003410103","1","1","0","10034101","0","1003410101","0","1003410103","0","0","0","1003410102","0","0","0","34"
"3","100","1","3","1","1","100","100","1003420103","1","1003420105","34","1","33","1003420102","6","6","100","10034201","1","1003420101","100","1003420105","1003420104","1003420105","1003420105","1003420105","1","1","1003420105","100"
"100","100","1","100","1","1","34","100","1003430104","1","1003430104","33","1","100","1003430102","6","1","0","10034301","1","1003430101","100","1003430104","0","1003430104","1003430104","1003430104","1","0","1003430103","100"
"100","100","1","100","1","1","100","100","1003440103","1","1003440106","100","1","100","1003440102","6","1","100","10034401","1","1003440101","100","1003440104","1003440110","1003440108","1003440107","1003440105","1","1","1003440109","100"
"100","33","1","100","0","1","0","100","1003510103","1","0","0","0","0","1003510103","1","1","0","10035101","0","1003510101","0","1003510103","0","0","0","1003510102","0","0","0","34"
"3","100","1","3","1","1","100","100","1003520103","1","1003520105","34","1","33","1003520102","6","6","100","10035201","1","1003520101","100","1003520105","1003520104","1003520105","1003520105","1003520105","1","1","1003520105","100"
"100","100","1","100","1","1","34","100","1003530104","1","1003530104","33","1","100","1003530102","6","1","0","10035301","1","1003530101","100","1003530104","0","1003530104","1003530104","1003530104","1","0","1003530103","100"
"100","100","1","100","1","1","100","100","1003540103","1","1003540106","100","1","100","1003540102","6","1","100","10035401","1","1003540101","100","1003540104","1003540110","1003540108","1003540107","1003540105","1","1","1003540109","100"
"100","33","1","100","0","1","0","100","1003610103","1","0","0","0","0","1003610103","1","1","0","10036101","0","1003610101","0","1003610103","0","0","0","1003610102","0","0","0","34"
"3","100","1","3","1","1","100","100","1003620103","1","1003620105","34","1","33","1003620102","6","6","100","10036201","1","1003620101","100","1003620105","1003620104","1003620105","1003620105","1003620105","1","1","1003620105","100"
"100","100","1","100","1","1","34","100","1003630104","1","1003630104","33","1","100","1003630102","6","1","0","10036301","1","1003630101","100","1003630104","0","1003630104","1003630104","1003630104","1","0","1003630103","100"
"100","100","1","100","1","1","100","100","1003640103","1","1003640106","100","1","100","1003640102","6","1","100","10036401","1","1003640101","100","1003640104","1003640110","1003640108","1003640107","1003640105","1","1","1003640109","100"
"100","33","1","100","0","1","0","100","1003710103","1","0","0","0","0","1003710103","1","1","0","10037101","0","1003710101","0","1003710103","0","0","0","1003710102","0","0","0","34"
"3","100","1","3","1","1","100","100","1003720103","1","1003720105","34","1","33","1003720102","6","6","100","10037201","1","1003720101","100","1003720105","1003720104","1003720105","1003720105","1003720105","1","1","1003720105","100"
