5ee4f32d094862b1a69475b26302ae81eab3d530ca54fceb3b2b5390dfe2df6e,35b4548266970815e4ae47735be0bae956a60e2bb31a12862e37d0c9abe62a90,75d75f8f1c1020bf203e10f86f1e8650667453fca757d49b1e21c450a0a4824e,9cfbeb3763aaad326c1599dcf3f71f2b2158cbcb42fe15dd03c7e9416229b09b,043cd1d041fe8e9b3888224ccf2b443216d01e0cdc088b5d5a82f5c3752b49b0,687288b0e7af32464d0550a9ab02967321ef0e2577b07d551f388f8b26dc80ea,fe230e581fbedd7d60d0e812808d474ebe5d4d4bd307cf95aa1219acc45cac23
"1003501","2.5","310500","100021","0","0","2.5"
"1003502","2.5","310500","100531","0","0","2.5"
"1003601","0.4","310600","81003601","0","0","0.4"
"1003602","0.4","310600","81003602","0","0","0.4"
"1003701","1","306800","81001205","0","0","1"
"1003702","1","306800","81001206","0","0","1"
"1003801","1.2","310700","81003801","0","0","1.2"
"1003802","1.2","310700","81003802","0","0","1.2"
"1003901","1","307000","81001305","0","0","1"
"1003902","1","307000","81001306","0","0","1"
"1004001","1","310800","81004001","0","0","1"
"1004002","1","310800","81004002","0","0","1"
"1004101","1","307300","81001505","0","0","1"
"1004102","1","307300","81001506","0","0","1"
"1004201","1","311100","81004201","0","0","1"
"1004202","1","311100","81004202","0","0","1"
"1004301","1","307800","81001905","0","0","1"
"1004302","1","307800","81001906","0","0","1"
"1004401","1","311300","81004401","0","0","1"
"1004402","1","311300","81004402","0","0","1"
"1004501","1","308000","81002101","0","0","1"
"1004502","1","308000","81002102","0","0","1"
"1004601","1","311400","81004601","0","0","1"
"1004602","1","311400","81004602","0","0","1"
"1004701","1","308200","81002301","0","0","1"
"1004702","1","308200","81002302","0","0","1"
"1004801","1","311500","81002405","0","0","1"
"1004802","1","311500","81002406","0","0","1"
"1004901","1","308400","81002501","0","0","1"
"1004902","1","308400","81002502","0","0","1"
"1005001","1.4","311600","81005001","-28","0","1.4"
"1005002","1.4","311600","81005002","-28","0","1.4"
"1005101","1","308600","81002701","0","0","1"
"1005102","1","308600","81002702","0","0","1"
"1005201","1","312100","81000605","0","0","1"
"1005202","1","312100","81003301","0","0","1"
"1005301","1","307400","81001705","0","0","1"
"1005302","1","307400","81001706","0","0","1"
"1005401","1","312200","81003005","0","0","1"
"1005402","1","312200","81003006","0","0","1"
"1005501","1","309300","81002901","0","0","1"
"1005502","1","309300","81002902","0","0","1"
"1005601","1","312300","81005601","0","0","1"
"1005602","1","312302","81005602","0","0","1"
"1005701","1","310000","81003101","0","0","1"
"1005702","1","310000","81003102","0","0","1"
"1005801","1.75","312600","100021","0","0","1.75"
"1005802","1.75","312600","100531","0","0","1.75"
"1005901","1","312700","101821","0","0","1"
"1005902","1","312700","101841","0","0","1"
"1006001","1","310300","81000605","0","0","1"
"1006002","1","310300","81003301","0","0","1"
"1006101","0.65","312800","81006101","-27","0","0.65"
"1006102","0.65","312800","81006102","-27","0","0.65"
"1006201","2.5","310500","100021","0","0","2.5"
"1006202","2.5","310500","100531","0","0","2.5"
"1006301","0.4","310600","81003601","0","0","0.4"
"1006302","0.4","310600","81003602","0","0","0.4"
"1006401","1","313200","81006401","-30","0","1"
"1006402","1","313200","81006402","-30","0","1"
"1006501","1.2","310700","81003801","0","0","1.2"
"1006502","1.2","310700","81003802","0","0","1.2"
"1006601","0.7","313100","81006601","-25","0","0.7"
"1006602","0.7","313100","81006602","-25","0","0.7"
"1006701","1","310800","81004001","0","0","1"
"1006702","1","310800","81004002","0","0","1"
"1006801","1.25","313300","81006801","-26","0","1.25"
"1006802","1.25","313300","81006802","-26","0","1.25"
"1006901","1","311100","81004201","0","0","1"
"1006902","1","311100","81004202","0","0","1"
"1007001","1.25","314001","81007001","-30","0","1.25"
"1007002","1.25","314002","81007002","-30","0","1.25"
"1007101","1","311300","81004401","0","0","1"
"1007102","1","311300","81004402","0","0","1"
"1007201","0.77","314100","81007201","-27","0","0.77"
"1007202","0.77","314100","81007202","-27","0","0.77"
"1007301","1","311400","81004601","0","0","1"
"1007302","1","311400","81004602","0","0","1"
"1007401","1.33","314200","81007401","-33","0","1.33"
"1007402","1.33","314200","81007402","-33","0","1.33"
"1007501","1","311500","81002405","0","0","1"
"1007502","1","311500","81002406","0","0","1"
"1007601","1.7","314300","81007601","-20","0","1.7"
"1007602","1.7","314300","81007602","-20","0","1.7"
"1007701","1.4","311600","81005001","-28","0","1.4"
"1007702","1.4","311600","81005002","-28","0","1.4"
"1007801","1.25","314400","81007801","-33","0","1.25"
"1007802","1.25","314400","81007802","-33","0","1.25"
"1007901","1","312100","81000605","0","0","1"
"1007902","1","312100","81003301","0","0","1"
"1008001","1","314500","81003006","-20","0","1"
"1008002","1","314500","81008002","-20","0","1"
"1008101","1","312200","81003005","0","0","1"
"1008102","1","312200","81003006","0","0","1"
"1008201","1.6","314600","81003205","-25","0","1.6"
"1008202","1.6","314600","81003206","-25","0","1.6"
"1008301","1","312300","81005601","0","0","1"
"1008302","1","312302","81005602","0","0","1"
"1008401","1","314700","100111","0","0","1"
"1008402","1","314700","100431","0","0","1"
"1008501","0.9","314800","81008501","0","0","0.9"
"1008502","0.9","314800","81008504","0","0","0.9"
"1008601","1.75","312600","100021","0","0","1.75"
"1008602","1.75","312600","100531","0","0","1.75"
"1008701","1","312700","101821","0","0","1"
"1008702","1","312700","101841","0","0","1"
"1008801","0.8","315100","81008801","-20","0","0.8"
"1008802","0.8","315100","81008802","-20","0","0.8"
"1008901","0.65","312800","81006101","-27","0","0.65"
"1008902","0.65","312800","81006102","-27","0","0.65"
"1009001","0.85","315400","102994","-25","0","0.85"
"1009002","0.85","315400","102997","-25","0","0.85"
"1009101","1","313200","81006401","-30","0","1"
"1009102","1","313200","81006402","-30","0","1"
"1009201","0.95","316000","103021","-20","0","0.95"
"1009202","0.95","316000","103011","-20","0","0.95"
"1009301","0.7","313100","81006601","-25","0","0.7"
"1009302","0.7","313100","81006602","-25","0","0.7"
"1009401","1.5","316200","102091","-20","0","1.5"
"1009402","1.5","316200","102111","-20","0","1.5"
"1009501","1.25","313300","81006801","-26","0","1.25"
"1009502","1.25","313300","81006802","-26","0","1.25"
"1009601","0.77","316300","102591","-27","0","0.77"
"1009602","0.77","316300","102601","-27","0","0.77"
"1009701","1.25","314001","81007001","-30","0","1.25"
"1009702","1.25","314002","81007002","-30","0","1.25"
"1009801","0.8","316400","81000405","-27","0","0.8"
"1009802","0.8","316400","81000406","-27","0","0.8"
"1009901","0.77","314100","81007201","-27","0","0.77"
"1009902","0.77","314100","81007202","-27","0","0.77"
"1010001","0.95","316500","81010001","-20","0","0.95"
"1010002","0.95","316500","81010002","-20","0","0.95"
"1010101","1.33","314200","81007401","-33","0","1.33"
"1010102","1.33","314200","81007402","-33","0","1.33"
"1010201","0.8","316700","81010201","-27","0","0.8"
"1010202","0.8","316700","81010202","-27","0","0.8"
"1010301","1.7","314300","81007601","-20","0","1.7"
"1010302","1.7","314300","81007602","-20","0","1.7"
"1010401","1","318000","100091","-20","0","1"
"1010402","1","318000","100381","-20","0","1"
"1010501","1.25","314400","81007801","-33","0","1.25"
"1010502","1.25","314400","81007802","-33","0","1.25"
"1010601","1","318200","101361","-27","0","1"
"1010602","1","318200","102961","-27","0","1"
"1010701","1","314500","81003006","-20","0","1"
"1010702","1","314500","81008002","-20","0","1"
"1010801","1.1","318100","81001505","-17","0","1.1"
"1010802","1.1","318100","81010802","-17","0","1.1"
"1010901","1.6","314600","81003205","-25","0","1.6"
"1010902","1.6","314600","81003206","-25","0","1.6"
"1011001","0.7","318500","101581","-25","0","0.7"
"1011002","0.7","318500","103141","-25","0","0.7"
"1011101","0.92","318600","103151","-28","0","0.92"
"1011102","0.92","318600","103161","-28","0","0.92"
"1011201","1","314700","100111","0","0","1"
"1011202","1","314700","100431","0","0","1"
"1011301","0.9","314800","81008501","0","0","0.9"
"1011302","0.9","314800","81008504","0","0","0.9"
"1011401","1.1","318300","81011401","-27","0","1.1"
"1011402","1.1","318300","81011402","-27","0","1.1"
"1011501","0.8","315100","81008801","-20","0","0.8"
"1011502","0.8","315100","81008802","-20","0","0.8"
"1011601","1.18","318800","102091","0","0","1.18"
"1011602","1.18","318800","102111","0","0","1.18"
"1011701","0.85","315400","102994","-25","0","0.85"
"1011702","0.85","315400","102997","-25","0","0.85"
"1011801","1.1","319100","81011801","-25","0","1.1"
"1011802","1.1","319100","81011802","-25","0","1.1"
"1011901","0.95","316000","103021","-20","0","0.95"
"1011902","0.95","316000","103011","-20","0","0.95"
"1012001","1.1","318900","81012001","-17","0","1.1"
"1012002","1.1","318900","81012002","-17","0","1.1"
"1012101","1.5","316200","102091","-20","0","1.5"
"1012102","1.5","316200","102111","-20","0","1.5"
"1012201","1.4","319000","81012207","0","0","1.4"
"1012202","1.4","319000","81012208","0","0","1.4"
"1012301","0.77","316300","102591","-27","0","0.77"
"1012302","0.77","316300","102601","-27","0","0.77"
"1012401","0.77","319300","103051","-55","0","0.77"
"1012402","0.77","319300","102601","-55","0","0.77"
"1012501","0.8","316400","81000405","-27","0","0.8"
"1012502","0.8","316400","81000406","-27","0","0.8"
"1012601","1.18","319500","81012601","-30","0","1.18"
"1012602","1.18","319500","81012602","-30","0","1.18"
"1012701","0.95","316500","81010001","-20","0","0.95"
"1012702","0.95","316500","81010002","-20","0","0.95"
"1012801","1.5","320000","101111","0","0","1.5"
"1012802","1.5","320000","101131","0","0","1.5"
"1012901","0.8","316700","81010201","-27","0","0.8"
"1012902","0.8","316700","81010202","-27","0","0.8"
"1013001","1","313702","81011401","0","0","1"
"1013002","1","313702","81013002","0","0","1"
"1013101","1","318000","100091","-20","0","1"
"1013102","1","318000","100381","-20","0","1"
"1013201","0.7","320200","100941","-50","0","0.7"
"1013202","0.7","320200","100961","-50","0","0.7"
"1013203","0.7","320200","100961","-50","0","0.7"
"1013301","1","318200","101361","-27","0","1"
"1013302","1","318200","102961","-27","0","1"
"1013303","1","318200","102961","-27","0","1"
"1013401","1","320300","81013401","-50","-20","1"
"1013402","1","320300","81013402","-50","-20","1"
"1013403","1","320300","81013402","-50","-20","1"
"1013501","1.1","318100","81001505","-17","0","1.1"
"1013502","1.1","318100","81010802","-17","0","1.1"
"1013503","1.1","318100","81010802","-17","0","1.1"
"1013601","1","320400","81013601","0","0","1"
"1013602","1","320400","81013602","0","0","1"
"1013603","1","320400","81013602","0","0","1"
"1013701","0.65","320500","81013701","10","0","0.65"
"1013702","0.65","320500","81013702","10","0","0.65"
"1013703","0.65","320500","81013702","10","0","0.65"
"1013801","0.7","318500","101581","-25","0","0.7"
"1013802","0.7","318500","103141","-25","0","0.7"
"1013803","0.7","318500","103141","-25","0","0.7"
"1013901","0.9","318600","103151","0","0","0.9"
"1013902","0.9","318600","103161","0","0","0.9"
"1013903","0.9","318600","103161","0","0","0.9"
"1014001","1.2","320700","101951","-20","0","1.2"
"1014002","1.2","320700","101951","-20","0","1.2"
"1014003","1.2","320700","101951","-20","0","1.2"
"1014101","1.1","318300","81011401","-27","0","1.1"
"1014102","1.1","318300","81011402","-27","0","1.1"
"1014103","1.1","318300","81011402","-27","0","1.1"
"1014201","1","320900","100371","-10","0","1"
"1014202","1","320900","100381","-10","0","1"
"1014203","1","320900","100381","-10","0","1"
"1014301","1.18","318800","102091","0","0","1.18"
"1014302","1.18","318800","102111","0","0","1.18"
"1014303","1.18","318800","102111","0","0","1.18"
"1014401","0.75","321100","100021","-10","0","0.75"
"1014402","0.75","321100","100691","-10","0","0.75"
"1014403","0.75","321100","100691","-10","0","0.75"
"1014501","1.1","319100","81011801","-25","0","1.1"
"1014502","1.1","319100","81011802","-25","0","1.1"
"1014503","1.1","319100","81011802","-25","0","1.1"
"1014601","0.85","321200","81014601","-25","0","0.85"
"1014602","0.85","321200","81014602","-25","0","0.85"
"1014603","0.85","321200","81014602","-25","0","0.85"
"1014701","1.1","318900","81012001","-17","0","1.1"
"1014702","1.1","318900","81012002","-17","0","1.1"
"1014703","1.1","318900","81012002","-17","0","1.1"
"1014801","1.1","321300","81014801","-30","0","1.1"
"1014802","1.1","321300","81014802","-30","0","1.1"
"1014803","1.1","321300","81014802","-30","0","1.1"
"1014901","1.4","319000","81012207","0","0","1.4"
"1014902","1.4","319000","81012208","0","0","1.4"
"1014903","1.4","319000","81012208","0","0","1.4"
"1015001","0.91","321400","81015001","-10","0","0.91"
"1015002","0.91","321400","81015001","-10","0","0.91"
"1015003","0.91","321400","81015001","-10","0","0.91"
"1015101","0.77","319300","103051","-55","0","0.77"
"1015102","0.77","319300","102601","-55","0","0.77"
"1015103","0.77","319300","102601","-55","0","0.77"
"1015201","0.61","321700","81015201","0","-20","0.61"
"1015202","0.61","321700","81015202","0","-20","0.61"
"1015203","0.61","321700","81015202","0","-20","0.61"
"1015301","1","307400","81001705","0","0","1"
"1015302","1","307400","81001706","0","0","1"
"1015303","1","307400","81001706","0","0","1"
"1015401","1","321800","100051","-10","0","1"
"1015402","1","321800","100931","-10","0","1"
"1015403","1","321800","100931","-10","0","1"
"1015501","1.18","319500","103311","-30","0","1.18"
"1015502","1.18","319500","103321","-30","0","1.18"
"1015503","1.18","319500","103321","-30","0","1.18"
"1015601","0.73","322100","81015601","13","0","0.73"
"1015602","0.73","322100","81015602","13","0","0.73"
"1015603","0.73","322100","81015602","13","0","0.73"
"1015701","1.5","320000","101111","0","0","1.5"
"1015702","1.5","320000","101131","0","0","1.5"
"1015703","1.5","320000","101131","0","0","1.5"
"1015801","1.5","322200","81003006","-10","0","1.5"
"1015802","1.5","322200","81008002","-10","0","1.5"
"1015803","1.5","322200","81008002","-10","0","1.5"
"1015901","1","313702","81011401","0","0","1"
"1015902","1","313702","81013002","0","0","1"
"1015903","1","313702","81013002","0","0","1"
"1016001","1.33","322400","81001205","-55","-20","1.33"
"1016002","1.33","322400","81001206","-55","-20","1.33"
"1016003","1.33","322400","81001206","-55","-20","1.33"
"1016101","0.7","320200","100941","-50","0","0.7"
"1016102","0.7","320200","100961","-50","0","0.7"
"1016103","0.7","320200","100961","-50","0","0.7"
"1016301","1","320300","81013401","-50","-20","1"
"1016302","1","320300","81013402","-50","-20","1"
"1016303","1","320300","81013402","-50","-20","1"
"1016401","1","320400","81013601","0","0","1"
"1016402","1","320400","81013602","0","0","1"
"1016403","1","320400","81013602","0","0","1"
"1016501","0.65","320500","81013701","10","0","0.65"
"1016502","0.65","320500","81013702","10","0","0.65"
"1016503","0.65","320500","81013702","10","0","0.65"
