01ce6c51449ed54b5fcd5c9b47cbf0839941ff4fef38bf14a139afa6c89fcbca,025705255d2f37d494eb68bc243cf5313ada9270aa92b9af1d584413ad78698a,25da6d7fd0aa2d6db54210b7968d863f9f699456cc3aba2a5f3ba0f3b2865d45,179fe56ea4fcab1f8450ac259203c5797f6910be0d3b6cd0d3255d62ab33dd65,21488b4233f0d885a3a4aa954fd562a8cc23a4ce92dac21671bd6b45e3bdd2b0,dc3881a85b41b1d15b5ca9eb28a69bc3dcf96a4c69ab9f4de3a2b53e29e9b1fd,1abe142e5e8fdc4154ccb78a196df70484a1826550e09e92205783c529e3740d
"810104704","810104701","810104705","810104702","810010471","810104703","81001047"
"810104804","810104801","810104805","810104802","810010481","810104803","81001048"
"810104904","810104901","810104905","810104902","810010491","810104903","81001049"
"0","810105001","0","0","810010501","0","81001050"
"810105104","810105101","810105105","810105102","810010511","810105103","81001051"
"810105204","810105201","810105205","810105202","810010521","810105203","81001052"
"810105304","810105301","810105305","810105302","810010531","810105303","81001053"
"810105404","810105401","810105405","810105402","810010541","810105403","81001054"
"810105504","810105501","810105505","810105502","810010551","810105503","81001055"
"810105604","810105601","810105605","810105602","810010561","810105603","81001056"
"810105704","810105701","810105705","810105702","810010571","810105703","81001057"
"810105804","810105801","810105805","810105802","810010581","810105803","81001058"
"810105904","810105901","810105905","810105902","810010591","810105903","81001059"
"0","810106001","0","0","810010601","0","81001060"
"810106104","810106101","810106105","810106102","810010611","810106103","81001061"
"810106204","810106201","810106205","810106202","810010621","810106203","81001062"
"810106304","810106301","810106305","810106302","810010631","810106303","81001063"
"810106404","810106401","810106405","810106402","810010641","810106403","81001064"
"810106504","810106501","810106505","810106502","810010651","810106503","81001065"
"810106604","810106601","810106605","810106602","810010661","810106603","81001066"
"810106704","810106701","810106705","810106702","810010671","810106703","81001067"
"810106804","810106801","810106805","810106802","810010681","810106803","81001068"
"810106904","810106901","810106905","810106902","810010691","810106903","81001069"
"0","810107001","0","0","810010701","0","81001070"
"810107104","810107101","810107105","810107102","810010711","810107103","81001071"
"810107204","810107201","810107205","810107202","810010721","810107203","81001072"
"810107304","810107301","810107305","810107302","810010731","810107303","81001073"
"810107404","810107401","810107405","810107402","810010741","810107403","81001074"
"810107504","810107501","810107505","810107502","810010751","810107503","81001075"
"810107604","810107601","810107605","810107602","810010761","810107603","81001076"
"810107704","810107701","810107705","810107702","810010771","810107703","81001077"
"810107804","810107801","810107805","810107802","810010781","810107803","81001078"
"810107904","810107901","810107905","810107902","810010791","810107903","81001079"
"0","810108001","0","0","810010801","0","81001080"
"810108104","810108101","810108105","810108102","810010811","810108103","81001081"
"810108204","810108201","810108205","810108202","810010821","810108203","81001082"
"810108304","810108301","810108305","810108302","810010831","810108303","81001083"
"810108404","810108401","810108405","810108402","810010841","810108403","81001084"
"810108504","810108501","810108505","810108502","810010851","810108503","81001085"
"810108604","810108601","810108605","810108602","810010861","810108603","81001086"
"810108704","810108701","810108705","810108702","810010871","810108703","81001087"
"810108804","810108801","810108805","810108802","810010881","810108803","81001088"
"810108904","810108901","810108905","810108902","810010891","810108903","81001089"
"0","810109001","0","0","810010901","0","81001090"
"820100104","820100101","820100105","820100102","820010011","820100103","82001001"
"820100204","820100201","820100205","820100202","820010021","820100203","82001002"
"820100304","820100301","820100305","820100302","820010031","820100303","82001003"
"820100404","820100401","820100405","820100402","820010041","820100403","82001004"
"820100504","820100501","820100505","820100502","820010051","820100503","82001005"
"820100604","820100601","820100605","820100602","820010061","820100603","82001006"
"820100704","820100701","820100705","820100702","820010071","820100703","82001007"
"820100804","820100801","820100805","820100802","820010081","820100803","82001008"
"820100904","820100901","820100905","820100902","820010091","820100903","82001009"
"0","820101001","0","0","820010101","0","82001010"
"820101104","820101101","820101105","820101102","820010111","820101103","82001011"
"820101204","820101201","820101205","820101202","820010121","820101203","82001012"
"820101304","820101301","820101305","820101302","820010131","820101303","82001013"
"820101404","820101401","820101405","820101402","820010141","820101403","82001014"
"820101504","820101501","820101505","820101502","820010151","820101503","82001015"
"820101604","820101601","820101605","820101602","820010161","820101603","82001016"
"820101704","820101701","820101705","820101702","820010171","820101703","82001017"
"820101804","820101801","820101805","820101802","820010181","820101803","82001018"
"820101904","820101901","820101905","820101902","820010191","820101903","82001019"
"0","820102001","0","0","820010201","0","82001020"
"820102104","820102101","820102105","820102102","820010211","820102103","82001021"
"820102204","820102201","820102205","820102202","820010221","820102203","82001022"
"820102304","820102301","820102305","820102302","820010231","820102303","82001023"
"820102404","820102401","820102405","820102402","820010241","820102403","82001024"
"820102504","820102501","820102505","820102502","820010251","820102503","82001025"
"820102604","820102601","820102605","820102602","820010261","820102603","82001026"
"820102704","820102701","820102705","820102702","820010271","820102703","82001027"
"820102804","820102801","820102805","820102802","820010281","820102803","82001028"
"820102904","820102901","820102905","820102902","820010291","820102903","82001029"
"0","820103001","0","0","820010301","0","82001030"
"820103104","820103101","820103105","820103102","820010311","820103103","82001031"
"820103204","820103201","820103205","820103202","820010321","820103203","82001032"
"820103304","820103301","820103305","820103302","820010331","820103303","82001033"
"820103404","820103401","820103405","820103402","820010341","820103403","82001034"
"820103504","820103501","820103505","820103502","820010351","820103503","82001035"
"820103604","820103601","820103605","820103602","820010361","820103603","82001036"
"820103704","820103701","820103705","820103702","820010371","820103703","82001037"
"820103804","820103801","820103805","820103802","820010381","820103803","82001038"
"820103904","820103901","820103905","820103902","820010391","820103903","82001039"
"0","820104001","0","0","820010401","0","82001040"
"820104104","820104101","820104105","820104102","820010411","820104103","82001041"
"820104204","820104201","820104205","820104202","820010421","820104203","82001042"
"820104304","820104301","820104305","820104302","820010431","820104303","82001043"
"820104404","820104401","820104405","820104402","820010441","820104403","82001044"
"820104504","820104501","820104505","820104502","820010451","820104503","82001045"
"820104604","820104601","820104605","820104602","820010461","820104603","82001046"
"820104704","820104701","820104705","820104702","820010471","820104703","82001047"
"820104804","820104801","820104805","820104802","820010481","820104803","82001048"
"820104904","820104901","820104905","820104902","820010491","820104903","82001049"
"0","820105001","0","0","820010501","0","82001050"
"820105104","820105101","820105105","820105102","820010511","820105103","82001051"
"820105204","820105201","820105205","820105202","820010521","820105203","82001052"
"820105304","820105301","820105305","820105302","820010531","820105303","82001053"
"820105404","820105401","820105405","820105402","820010541","820105403","82001054"
"820105504","820105501","820105505","820105502","820010551","820105503","82001055"
"820105604","820105601","820105605","820105602","820010561","820105603","82001056"
"820105704","820105701","820105705","820105702","820010571","820105703","82001057"
"820105804","820105801","820105805","820105802","820010581","820105803","82001058"
"820105904","820105901","820105905","820105902","820010591","820105903","82001059"
"0","820106001","0","0","820010601","0","82001060"
"820106104","820106101","820106105","820106102","820010611","820106103","82001061"
"820106204","820106201","820106205","820106202","820010621","820106203","82001062"
"820106304","820106301","820106305","820106302","820010631","820106303","82001063"
"820106404","820106401","820106405","820106402","820010641","820106403","82001064"
"820106504","820106501","820106505","820106502","820010651","820106503","82001065"
"820106604","820106601","820106605","820106602","820010661","820106603","82001066"
"820106704","820106701","820106705","820106702","820010671","820106703","82001067"
"820106804","820106801","820106805","820106802","820010681","820106803","82001068"
"820106904","820106901","820106905","820106902","820010691","820106903","82001069"
"0","820107001","0","0","820010701","0","82001070"
"820107104","820107101","820107105","820107102","820010711","820107103","82001071"
"820107204","820107201","820107205","820107202","820010721","820107203","82001072"
"820107304","820107301","820107305","820107302","820010731","820107303","82001073"
"820107404","820107401","820107405","820107402","820010741","820107403","82001074"
"820107504","820107501","820107505","820107502","820010751","820107503","82001075"
"820107604","820107601","820107605","820107602","820010761","820107603","82001076"
"820107704","820107701","820107705","820107702","820010771","820107703","82001077"
"820107804","820107801","820107805","820107802","820010781","820107803","82001078"
"820107904","820107901","820107905","820107902","820010791","820107903","82001079"
"0","820108001","0","0","820010801","0","82001080"
"820108104","820108101","820108105","820108102","820010811","820108103","82001081"
"820108204","820108201","820108205","820108202","820010821","820108203","82001082"
"820108304","820108301","820108305","820108302","820010831","820108303","82001083"
"820108404","820108401","820108405","820108402","820010841","820108403","82001084"
"820108504","820108501","820108505","820108502","820010851","820108503","82001085"
"820108604","820108601","820108605","820108602","820010861","820108603","82001086"
"820108704","820108701","820108705","820108702","820010871","820108703","82001087"
"820108804","820108801","820108805","820108802","820010881","820108803","82001088"
"820108904","820108901","820108905","820108902","820010891","820108903","82001089"
"0","820109001","0","0","820010901","0","82001090"
"830100104","830100101","830100105","830100102","830010011","830100103","83001001"
"830100204","830100201","830100205","830100202","830010021","830100203","83001002"
"830100304","830100301","830100305","830100302","830010031","830100303","83001003"
"830100404","830100401","830100405","830100402","830010041","830100403","83001004"
"830100504","830100501","830100505","830100502","830010051","830100503","83001005"
"830100604","830100601","830100605","830100602","830010061","830100603","83001006"
"830100704","830100701","830100705","830100702","830010071","830100703","83001007"
"830100804","830100801","830100805","830100802","830010081","830100803","83001008"
"830100904","830100901","830100905","830100902","830010091","830100903","83001009"
"0","830101001","0","0","830010101","0","83001010"
"830101104","830101101","830101105","830101102","830010111","830101103","83001011"
"830101204","830101201","830101205","830101202","830010121","830101203","83001012"
"830101304","830101301","830101305","830101302","830010131","830101303","83001013"
"830101404","830101401","830101405","830101402","830010141","830101403","83001014"
"830101504","830101501","830101505","830101502","830010151","830101503","83001015"
"830101604","830101601","830101605","830101602","830010161","830101603","83001016"
"830101704","830101701","830101705","830101702","830010171","830101703","83001017"
"830101804","830101801","830101805","830101802","830010181","830101803","83001018"
"830101904","830101901","830101905","830101902","830010191","830101903","83001019"
"0","830102001","0","0","830010201","0","83001020"
"830102104","830102101","830102105","830102102","830010211","830102103","83001021"
"830102204","830102201","830102205","830102202","830010221","830102203","83001022"
"830102304","830102301","830102305","830102302","830010231","830102303","83001023"
"830102404","830102401","830102405","830102402","830010241","830102403","83001024"
"830102504","830102501","830102505","830102502","830010251","830102503","83001025"
"830102604","830102601","830102605","830102602","830010261","830102603","83001026"
"830102704","830102701","830102705","830102702","830010271","830102703","83001027"
"830102804","830102801","830102805","830102802","830010281","830102803","83001028"
"830102904","830102901","830102905","830102902","830010291","830102903","83001029"
"0","830103001","0","0","830010301","0","83001030"
"830103104","830103101","830103105","830103102","830010311","830103103","83001031"
"830103204","830103201","830103205","830103202","830010321","830103203","83001032"
"830103304","830103301","830103305","830103302","830010331","830103303","83001033"
"830103404","830103401","830103405","830103402","830010341","830103403","83001034"
"830103504","830103501","830103505","830103502","830010351","830103503","83001035"
"830103604","830103601","830103605","830103602","830010361","830103603","83001036"
"830103704","830103701","830103705","830103702","830010371","830103703","83001037"
"830103804","830103801","830103805","830103802","830010381","830103803","83001038"
"830103904","830103901","830103905","830103902","830010391","830103903","83001039"
"0","830104001","0","0","830010401","0","83001040"
"830104104","830104101","830104105","830104102","830010411","830104103","83001041"
"830104204","830104201","830104205","830104202","830010421","830104203","83001042"
"830104304","830104301","830104305","830104302","830010431","830104303","83001043"
"830104404","830104401","830104405","830104402","830010441","830104403","83001044"
"830104504","830104501","830104505","830104502","830010451","830104503","83001045"
"830104604","830104601","830104605","830104602","830010461","830104603","83001046"
"830104704","830104701","830104705","830104702","830010471","830104703","83001047"
"830104804","830104801","830104805","830104802","830010481","830104803","83001048"
"830104904","830104901","830104905","830104902","830010491","830104903","83001049"
"0","830105001","0","0","830010501","0","83001050"
"830105104","830105101","830105105","830105102","830010511","830105103","83001051"
"830105204","830105201","830105205","830105202","830010521","830105203","83001052"
"830105304","830105301","830105305","830105302","830010531","830105303","83001053"
"830105404","830105401","830105405","830105402","830010541","830105403","83001054"
"830105504","830105501","830105505","830105502","830010551","830105503","83001055"
"830105604","830105601","830105605","830105602","830010561","830105603","83001056"
"830105704","830105701","830105705","830105702","830010571","830105703","83001057"
"830105804","830105801","830105805","830105802","830010581","830105803","83001058"
"830105904","830105901","830105905","830105902","830010591","830105903","83001059"
"0","830106001","0","0","830010601","0","83001060"
"830106104","830106101","830106105","830106102","830010611","830106103","83001061"
"830106204","830106201","830106205","830106202","830010621","830106203","83001062"
"830106304","830106301","830106305","830106302","830010631","830106303","83001063"
"830106404","830106401","830106405","830106402","830010641","830106403","83001064"
"830106504","830106501","830106505","830106502","830010651","830106503","83001065"
"830106604","830106601","830106605","830106602","830010661","830106603","83001066"
"830106704","830106701","830106705","830106702","830010671","830106703","83001067"
"830106804","830106801","830106805","830106802","830010681","830106803","83001068"
"830106904","830106901","830106905","830106902","830010691","830106903","83001069"
"0","830107001","0","0","830010701","0","83001070"
"830107104","830107101","830107105","830107102","830010711","830107103","83001071"
"830107204","830107201","830107205","830107202","830010721","830107203","83001072"
"830107304","830107301","830107305","830107302","830010731","830107303","83001073"
"830107404","830107401","830107405","830107402","830010741","830107403","83001074"
"830107504","830107501","830107505","830107502","830010751","830107503","83001075"
"830107604","830107601","830107605","830107602","830010761","830107603","83001076"
"830107704","830107701","830107705","830107702","830010771","830107703","83001077"
"830107804","830107801","830107805","830107802","830010781","830107803","83001078"
"830107904","830107901","830107905","830107902","830010791","830107903","83001079"
"0","830108001","0","0","830010801","0","83001080"
"830108104","830108101","830108105","830108102","830010811","830108103","83001081"
"830108204","830108201","830108205","830108202","830010821","830108203","83001082"
"830108304","830108301","830108305","830108302","830010831","830108303","83001083"
"830108404","830108401","830108405","830108402","830010841","830108403","83001084"
"830108504","830108501","830108505","830108502","830010851","830108503","83001085"
"830108604","830108601","830108605","830108602","830010861","830108603","83001086"
"830108704","830108701","830108705","830108702","830010871","830108703","83001087"
"830108804","830108801","830108805","830108802","830010881","830108803","83001088"
"830108904","830108901","830108905","830108902","830010891","830108903","83001089"
"0","830109001","0","0","830010901","0","83001090"
"840100104","840100101","840100105","840100102","840010011","840100103","84001001"
"840100204","840100201","840100205","840100202","840010021","840100203","84001002"
"840100304","840100301","840100305","840100302","840010031","840100303","84001003"
"840100404","840100401","840100405","840100402","840010041","840100403","84001004"
"840100504","840100501","840100505","840100502","840010051","840100503","84001005"
"840100604","840100601","840100605","840100602","840010061","840100603","84001006"
"840100704","840100701","840100705","840100702","840010071","840100703","84001007"
"840100804","840100801","840100805","840100802","840010081","840100803","84001008"
"840100904","840100901","840100905","840100902","840010091","840100903","84001009"
"0","840101001","0","0","840010101","0","84001010"
"840101104","840101101","840101105","840101102","840010111","840101103","84001011"
"840101204","840101201","840101205","840101202","840010121","840101203","84001012"
"840101304","840101301","840101305","840101302","840010131","840101303","84001013"
"840101404","840101401","840101405","840101402","840010141","840101403","84001014"
"840101504","840101501","840101505","840101502","840010151","840101503","84001015"
"840101604","840101601","840101605","840101602","840010161","840101603","84001016"
"840101704","840101701","840101705","840101702","840010171","840101703","84001017"
"840101804","840101801","840101805","840101802","840010181","840101803","84001018"
"840101904","840101901","840101905","840101902","840010191","840101903","84001019"
"0","840102001","0","0","840010201","0","84001020"
"840102104","840102101","840102105","840102102","840010211","840102103","84001021"
"840102204","840102201","840102205","840102202","840010221","840102203","84001022"
"840102304","840102301","840102305","840102302","840010231","840102303","84001023"
"840102404","840102401","840102405","840102402","840010241","840102403","84001024"
"840102504","840102501","840102505","840102502","840010251","840102503","84001025"
"840102604","840102601","840102605","840102602","840010261","840102603","84001026"
"840102704","840102701","840102705","840102702","840010271","840102703","84001027"
"840102804","840102801","840102805","840102802","840010281","840102803","84001028"
"840102904","840102901","840102905","840102902","840010291","840102903","84001029"
"0","840103001","0","0","840010301","0","84001030"
"840103104","840103101","840103105","840103102","840010311","840103103","84001031"
"840103204","840103201","840103205","840103202","840010321","840103203","84001032"
"840103304","840103301","840103305","840103302","840010331","840103303","84001033"
"840103404","840103401","840103405","840103402","840010341","840103403","84001034"
"840103504","840103501","840103505","840103502","840010351","840103503","84001035"
"840103604","840103601","840103605","840103602","840010361","840103603","84001036"
"840103704","840103701","840103705","840103702","840010371","840103703","84001037"
"840103804","840103801","840103805","840103802","840010381","840103803","84001038"
"840103904","840103901","840103905","840103902","840010391","840103903","84001039"
"0","840104001","0","0","840010401","0","84001040"
"840104104","840104101","840104105","840104102","840010411","840104103","84001041"
"840104204","840104201","840104205","840104202","840010421","840104203","84001042"
"840104304","840104301","840104305","840104302","840010431","840104303","84001043"
"840104404","840104401","840104405","840104402","840010441","840104403","84001044"
"840104504","840104501","840104505","840104502","840010451","840104503","84001045"
"840104604","840104601","840104605","840104602","840010461","840104603","84001046"
"840104704","840104701","840104705","840104702","840010471","840104703","84001047"
"840104804","840104801","840104805","840104802","840010481","840104803","84001048"
"840104904","840104901","840104905","840104902","840010491","840104903","84001049"
"0","840105001","0","0","840010501","0","84001050"
"840105104","840105101","840105105","840105102","840010511","840105103","84001051"
"840105204","840105201","840105205","840105202","840010521","840105203","84001052"
"840105304","840105301","840105305","840105302","840010531","840105303","84001053"
"840105404","840105401","840105405","840105402","840010541","840105403","84001054"
"840105504","840105501","840105505","840105502","840010551","840105503","84001055"
"840105604","840105601","840105605","840105602","840010561","840105603","84001056"
"840105704","840105701","840105705","840105702","840010571","840105703","84001057"
"840105804","840105801","840105805","840105802","840010581","840105803","84001058"
"840105904","840105901","840105905","840105902","840010591","840105903","84001059"
"0","840106001","0","0","840010601","0","84001060"
"840106104","840106101","840106105","840106102","840010611","840106103","84001061"
"840106204","840106201","840106205","840106202","840010621","840106203","84001062"
"840106304","840106301","840106305","840106302","840010631","840106303","84001063"
"840106404","840106401","840106405","840106402","840010641","840106403","84001064"
"840106504","840106501","840106505","840106502","840010651","840106503","84001065"
"840106604","840106601","840106605","840106602","840010661","840106603","84001066"
"840106704","840106701","840106705","840106702","840010671","840106703","84001067"
"840106804","840106801","840106805","840106802","840010681","840106803","84001068"
"840106904","840106901","840106905","840106902","840010691","840106903","84001069"
"0","840107001","0","0","840010701","0","84001070"
"840107104","840107101","840107105","840107102","840010711","840107103","84001071"
"840107204","840107201","840107205","840107202","840010721","840107203","84001072"
"840107304","840107301","840107305","840107302","840010731","840107303","84001073"
"840107404","840107401","840107405","840107402","840010741","840107403","84001074"
"840107504","840107501","840107505","840107502","840010751","840107503","84001075"
"840107604","840107601","840107605","840107602","840010761","840107603","84001076"
"840107704","840107701","840107705","840107702","840010771","840107703","84001077"
"840107804","840107801","840107805","840107802","840010781","840107803","84001078"
"840107904","840107901","840107905","840107902","840010791","840107903","84001079"
"0","840108001","0","0","840010801","0","84001080"
"840108104","840108101","840108105","840108102","840010811","840108103","84001081"
"840108204","840108201","840108205","840108202","840010821","840108203","84001082"
"840108304","840108301","840108305","840108302","840010831","840108303","84001083"
"840108404","840108401","840108405","840108402","840010841","840108403","84001084"
"840108504","840108501","840108505","840108502","840010851","840108503","84001085"
"840108604","840108601","840108605","840108602","840010861","840108603","84001086"
"840108704","840108701","840108705","840108702","840010871","840108703","84001087"
"840108804","840108801","840108805","840108802","840010881","840108803","84001088"
"840108904","840108901","840108905","840108902","840010891","840108903","84001089"
"0","840109001","0","0","840010901","0","84001090"
"850100104","850100101","850100105","850100102","850010011","850100103","85001001"
"850100204","850100201","850100205","850100202","850010021","850100203","85001002"
"850100304","850100301","850100305","850100302","850010031","850100303","85001003"
"850100404","850100401","850100405","850100402","850010041","850100403","85001004"
"850100504","850100501","850100505","850100502","850010051","850100503","85001005"
"850100604","850100601","850100605","850100602","850010061","850100603","85001006"
"850100704","850100701","850100705","850100702","850010071","850100703","85001007"
"850100804","850100801","850100805","850100802","850010081","850100803","85001008"
"850100904","850100901","850100905","850100902","850010091","850100903","85001009"
"0","850101001","0","0","850010101","0","85001010"
"850101104","850101101","850101105","850101102","850010111","850101103","85001011"
"850101204","850101201","850101205","850101202","850010121","850101203","85001012"
"850101304","850101301","850101305","850101302","850010131","850101303","85001013"
"850101404","850101401","850101405","850101402","850010141","850101403","85001014"
"850101504","850101501","850101505","850101502","850010151","850101503","85001015"
"850101604","850101601","850101605","850101602","850010161","850101603","85001016"
"850101704","850101701","850101705","850101702","850010171","850101703","85001017"
"850101804","850101801","850101805","850101802","850010181","850101803","85001018"
"850101904","850101901","850101905","850101902","850010191","850101903","85001019"
"0","850102001","0","0","850010201","0","85001020"
"850102104","850102101","850102105","850102102","850010211","850102103","85001021"
"850102204","850102201","850102205","850102202","850010221","850102203","85001022"
"850102304","850102301","850102305","850102302","850010231","850102303","85001023"
"850102404","850102401","850102405","850102402","850010241","850102403","85001024"
"850102504","850102501","850102505","850102502","850010251","850102503","85001025"
"850102604","850102601","850102605","850102602","850010261","850102603","85001026"
"850102704","850102701","850102705","850102702","850010271","850102703","85001027"
"850102804","850102801","850102805","850102802","850010281","850102803","85001028"
"850102904","850102901","850102905","850102902","850010291","850102903","85001029"
"0","850103001","0","0","850010301","0","85001030"
"850103104","850103101","850103105","850103102","850010311","850103103","85001031"
"850103204","850103201","850103205","850103202","850010321","850103203","85001032"
"850103304","850103301","850103305","850103302","850010331","850103303","85001033"
"850103404","850103401","850103405","850103402","850010341","850103403","85001034"
"850103504","850103501","850103505","850103502","850010351","850103503","85001035"
"850103604","850103601","850103605","850103602","850010361","850103603","85001036"
"850103704","850103701","850103705","850103702","850010371","850103703","85001037"
"850103804","850103801","850103805","850103802","850010381","850103803","85001038"
"850103904","850103901","850103905","850103902","850010391","850103903","85001039"
"0","850104001","0","0","850010401","0","85001040"
"850104104","850104101","850104105","850104102","850010411","850104103","85001041"
"850104204","850104201","850104205","850104202","850010421","850104203","85001042"
"850104304","850104301","850104305","850104302","850010431","850104303","85001043"
"850104404","850104401","850104405","850104402","850010441","850104403","85001044"
"850104504","850104501","850104505","850104502","850010451","850104503","85001045"
"850104604","850104601","850104605","850104602","850010461","850104603","85001046"
"850104704","850104701","850104705","850104702","850010471","850104703","85001047"
"850104804","850104801","850104805","850104802","850010481","850104803","85001048"
"850104904","850104901","850104905","850104902","850010491","850104903","85001049"
"0","850105001","0","0","850010501","0","85001050"
"850105104","850105101","850105105","850105102","850010511","850105103","85001051"
"850105204","850105201","850105205","850105202","850010521","850105203","85001052"
"850105304","850105301","850105305","850105302","850010531","850105303","85001053"
"850105404","850105401","850105405","850105402","850010541","850105403","85001054"
"850105504","850105501","850105505","850105502","850010551","850105503","85001055"
"850105604","850105601","850105605","850105602","850010561","850105603","85001056"
"850105704","850105701","850105705","850105702","850010571","850105703","85001057"
"850105804","850105801","850105805","850105802","850010581","850105803","85001058"
"850105904","850105901","850105905","850105902","850010591","850105903","85001059"
"0","850106001","0","0","850010601","0","85001060"
"850106104","850106101","850106105","850106102","850010611","850106103","85001061"
"850106204","850106201","850106205","850106202","850010621","850106203","85001062"
"850106304","850106301","850106305","850106302","850010631","850106303","85001063"
"850106404","850106401","850106405","850106402","850010641","850106403","85001064"
"850106504","850106501","850106505","850106502","850010651","850106503","85001065"
"850106604","850106601","850106605","850106602","850010661","850106603","85001066"
"850106704","850106701","850106705","850106702","850010671","850106703","85001067"
"850106804","850106801","850106805","850106802","850010681","850106803","85001068"
"850106904","850106901","850106905","850106902","850010691","850106903","85001069"
"0","850107001","0","0","850010701","0","85001070"
"850107104","850107101","850107105","850107102","850010711","850107103","85001071"
"850107204","850107201","850107205","850107202","850010721","850107203","85001072"
"850107304","850107301","850107305","850107302","850010731","850107303","85001073"
"850107404","850107401","850107405","850107402","850010741","850107403","85001074"
"850107504","850107501","850107505","850107502","850010751","850107503","85001075"
"850107604","850107601","850107605","850107602","850010761","850107603","85001076"
"850107704","850107701","850107705","850107702","850010771","850107703","85001077"
"850107804","850107801","850107805","850107802","850010781","850107803","85001078"
"850107904","850107901","850107905","850107902","850010791","850107903","85001079"
"0","850108001","0","0","850010801","0","85001080"
"850108104","850108101","850108105","850108102","850010811","850108103","85001081"
"850108204","850108201","850108205","850108202","850010821","850108203","85001082"
"850108304","850108301","850108305","850108302","850010831","850108303","85001083"
"850108404","850108401","850108405","850108402","850010841","850108403","85001084"
"850108504","850108501","850108505","850108502","850010851","850108503","85001085"
"850108604","850108601","850108605","850108602","850010861","850108603","85001086"
"850108704","850108701","850108705","850108702","850010871","850108703","85001087"
"850108804","850108801","850108805","850108802","850010881","850108803","85001088"
"850108904","850108901","850108905","850108902","850010891","850108903","85001089"
"0","850109001","0","0","850010901","0","85001090"
