e0346dfd7f841a57419c91ef2e0b330a69b32c6a422e963a334a6efed6634529,4efe729e81eda4882bb6eafec936b9ddbf92915d76b91412f1174bc1ab1fed90,d5788954d7bd748d18e47063a2b8ee3ad45493917fc76e90ccf47b8fe410ce1d,d8389edfe385dc8caa8488787eefcda3ea6408f717fa05e60f80206e027b1838,c9e654b1c9265af28fec473921f1002d136833b717fdde11252f97333b6d2045,b3f709e0d052433168de25c0d6fe120f6227733856e271f6203ec4953dcc12f1,c7be8642ac1c39b9dac1bd4e75d1d9387dce0e77ef09029d28804bd9ba9c7b6c,824adee7612de82974b3077771461f92457feb0d6f8d135ca1d6a069edb0b0aa,404e45b340dcbf83201afe83857a764348d2cb9301c8136c96df81cb8b084d50,7505f39608cd8aa4612282b8552dd21b7c48e2426940c54775f945ac0ef8358f,e87d3a36da855db9015f5b5c9936826f08a1bcf1b70f45447ab64e8e27c6d0af,abcc9be8119c237e33c081bb86c2ea719228e51ec8ec205307208fb0cfd2eab1
"90","500000000","0","92411","1","92411220","1","92411210","1","924113201","924112201","924112100"
"90","1000000000","92411210","92411","2","92411230","2","92411220","1","924113202","924112202","924112200"
"90","1500000000","92411220","92411","3","92411240","3","92411230","1","924113203","924112203","924112300"
"90","0","92411230","92411","4","0","4","92411240","1","924113204","924112204","924112400"
"90","500000000","0","92411","1","92411320","1","92411310","1","924113301","924112301","924113100"
"90","1000000000","92411310","92411","2","92411330","2","92411320","1","924113302","924112302","924113200"
"90","1500000000","92411320","92411","3","92411340","3","92411330","1","924113303","924112303","924113300"
"90","0","92411330","92411","4","0","4","92411340","1","924113304","924112304","924113400"
"90","500000000","0","92412","1","92412120","1","92412110","1","924123101","924122101","924121100"
"90","1000000000","92412110","92412","2","92412130","2","92412120","1","924123102","924122102","924121200"
"90","1500000000","92412120","92412","3","92412140","3","92412130","1","924123103","924122103","924121300"
"90","0","92412130","92412","4","0","4","92412140","1","924123104","924122104","924121400"
"90","500000000","0","92412","1","92412220","1","92412210","1","924123201","924122201","924122100"
"90","1000000000","92412210","92412","2","92412230","2","92412220","1","924123202","924122202","924122200"
"90","1500000000","92412220","92412","3","92412240","3","92412230","1","924123203","924122203","924122300"
"90","0","92412230","92412","4","0","4","92412240","1","924123204","924122204","924122400"
"90","500000000","0","92412","1","92412320","1","92412310","1","924123301","924122301","924123100"
"90","1000000000","92412310","92412","2","92412330","2","92412320","1","924123302","924122302","924123200"
"90","1500000000","92412320","92412","3","92412340","3","92412330","1","924123303","924122303","924123300"
"90","0","92412330","92412","4","0","4","92412340","1","924123304","924122304","924123400"
"90","500000000","0","92414","1","92414120","1","92414110","1","924143101","924142101","924141100"
"90","1000000000","92414110","92414","2","92414130","2","92414120","1","924143102","924142102","924141200"
"90","1500000000","92414120","92414","3","92414140","3","92414130","1","924143103","924142103","924141300"
"90","0","92414130","92414","4","0","4","92414140","1","924143104","924142104","924141400"
"90","500000000","0","92414","1","92414220","1","92414210","1","924143201","924142201","924142100"
"90","1000000000","92414210","92414","2","92414230","2","92414220","1","924143202","924142202","924142200"
"90","1500000000","92414220","92414","3","92414240","3","92414230","1","924143203","924142203","924142300"
"90","0","92414230","92414","4","0","4","92414240","1","924143204","924142204","924142400"
"90","500000000","0","92414","1","92414320","1","92414310","1","924143301","924142301","924143100"
"90","1000000000","92414310","92414","2","92414330","2","92414320","1","924143302","924142302","924143200"
"90","1500000000","92414320","92414","3","92414340","3","92414330","1","924143303","924142303","924143300"
"90","0","92414330","92414","4","0","4","92414340","1","924143304","924142304","924143400"
"90","500000000","0","92415","1","92415120","1","92415110","1","924153101","924152101","924151100"
"90","1000000000","92415110","92415","2","92415130","2","92415120","1","924153102","924152102","924151200"
"90","1500000000","92415120","92415","3","92415140","3","92415130","1","924153103","924152103","924151300"
"90","0","92415130","92415","4","0","4","92415140","1","924153104","924152104","924151400"
"90","500000000","0","92415","1","92415220","1","92415210","1","924153201","924152201","924152100"
"90","1000000000","92415210","92415","2","92415230","2","92415220","1","924153202","924152202","924152200"
"90","1500000000","92415220","92415","3","92415240","3","92415230","1","924153203","924152203","924152300"
"90","0","92415230","92415","4","0","4","92415240","1","924153204","924152204","924152400"
"90","500000000","0","92415","1","92415320","1","92415310","1","924153301","924152301","924153100"
"90","1000000000","92415310","92415","2","92415330","2","92415320","1","924153302","924152302","924153200"
"90","1500000000","92415320","92415","3","92415340","3","92415330","1","924153303","924152303","924153300"
"90","0","92415330","92415","4","0","4","92415340","1","924153304","924152304","924153400"
"90","500000000","0","92416","1","92416120","1","92416110","1","924163101","924162101","924161100"
"90","1000000000","92416110","92416","2","92416130","2","92416120","1","924163102","924162102","924161200"
"90","1500000000","92416120","92416","3","92416140","3","92416130","1","924163103","924162103","924161300"
"90","0","92416130","92416","4","0","4","92416140","1","924163104","924162104","924161400"
"90","500000000","0","92416","1","92416220","1","92416210","1","924163201","924162201","924162100"
"90","1000000000","92416210","92416","2","92416230","2","92416220","1","924163202","924162202","924162200"
"90","1500000000","92416220","92416","3","92416240","3","92416230","1","924163203","924162203","924162300"
"90","0","92416230","92416","4","0","4","92416240","1","924163204","924162204","924162400"
"90","500000000","0","92416","1","92416320","1","92416310","1","924163301","924162301","924163100"
"90","1000000000","92416310","92416","2","92416330","2","92416320","1","924163302","924162302","924163200"
"90","1500000000","92416320","92416","3","92416340","3","92416330","1","924163303","924162303","924163300"
"90","0","92416330","92416","4","0","4","92416340","1","924163304","924162304","924163400"
"90","500000000","0","92417","1","92417120","1","92417110","1","924173101","924172101","924171100"
"90","1000000000","92417110","92417","2","92417130","2","92417120","1","924173102","924172102","924171200"
"90","1500000000","92417120","92417","3","92417140","3","92417130","1","924173103","924172103","924171300"
"90","0","92417130","92417","4","0","4","92417140","1","924173104","924172104","924171400"
"90","500000000","0","92417","1","92417220","1","92417210","1","924173201","924172201","924172100"
"90","1000000000","92417210","92417","2","92417230","2","92417220","1","924173202","924172202","924172200"
"90","1500000000","92417220","92417","3","92417240","3","92417230","1","924173203","924172203","924172300"
"90","0","92417230","92417","4","0","4","92417240","1","924173204","924172204","924172400"
"90","500000000","0","92417","1","92417320","1","92417310","1","924173301","924172301","924173100"
"90","1000000000","92417310","92417","2","92417330","2","92417320","1","924173302","924172302","924173200"
"90","1500000000","92417320","92417","3","92417340","3","92417330","1","924173303","924172303","924173300"
"90","0","92417330","92417","4","0","4","92417340","1","924173304","924172304","924173400"
"90","500000000","0","92418","1","92418120","1","92418110","1","924183101","924182101","924181100"
"90","1000000000","92418110","92418","2","92418130","2","92418120","1","924183102","924182102","924181200"
"90","1500000000","92418120","92418","3","92418140","3","92418130","1","924183103","924182103","924181300"
"90","0","92418130","92418","4","0","4","92418140","1","924183104","924182104","924181400"
"90","500000000","0","92418","1","92418220","1","92418210","1","924183201","924182201","924182100"
"90","1000000000","92418210","92418","2","92418230","2","92418220","1","924183202","924182202","924182200"
"90","1500000000","92418220","92418","3","92418240","3","92418230","1","924183203","924182203","924182300"
"90","0","92418230","92418","4","0","4","92418240","1","924183204","924182204","924182400"
"90","500000000","0","92418","1","92418320","1","92418310","1","924183301","924182301","924183100"
"90","1000000000","92418310","92418","2","92418330","2","92418320","1","924183302","924182302","924183200"
"90","1500000000","92418320","92418","3","92418340","3","92418330","1","924183303","924182303","924183300"
"90","0","92418330","92418","4","0","4","92418340","1","924183304","924182304","924183400"
"90","500000000","0","92419","1","92419120","1","92419110","1","924193101","924192101","924191100"
"90","1000000000","92419110","92419","2","92419130","2","92419120","1","924193102","924192102","924191200"
"90","1500000000","92419120","92419","3","92419140","3","92419130","1","924193103","924192103","924191300"
"90","0","92419130","92419","4","0","4","92419140","1","924193104","924192104","924191400"
"90","500000000","0","92419","1","92419220","1","92419210","1","924193201","924192201","924192100"
"90","1000000000","92419210","92419","2","92419230","2","92419220","1","924193202","924192202","924192200"
"90","1500000000","92419220","92419","3","92419240","3","92419230","1","924193203","924192203","924192300"
"90","0","92419230","92419","4","0","4","92419240","1","924193204","924192204","924192400"
"90","500000000","0","92419","1","92419320","1","92419310","1","924193301","924192301","924193100"
"90","1000000000","92419310","92419","2","92419330","2","92419320","1","924193302","924192302","924193200"
"90","1500000000","92419320","92419","3","92419340","3","92419330","1","924193303","924192303","924193300"
"90","0","92419330","92419","4","0","4","92419340","1","924193304","924192304","924193400"
"90","500000000","0","92420","1","92420120","1","92420110","1","924203101","924202101","924201100"
"90","1000000000","92420110","92420","2","92420130","2","92420120","1","924203102","924202102","924201200"
"90","1500000000","92420120","92420","3","92420140","3","92420130","1","924203103","924202103","924201300"
"90","0","92420130","92420","4","0","4","92420140","1","924203104","924202104","924201400"
"90","500000000","0","92420","1","92420220","1","92420210","1","924203201","924202201","924202100"
"90","1000000000","92420210","92420","2","92420230","2","92420220","1","924203202","924202202","924202200"
"90","1500000000","92420220","92420","3","92420240","3","92420230","1","924203203","924202203","924202300"
"90","0","92420230","92420","4","0","4","92420240","1","924203204","924202204","924202400"
"90","500000000","0","92420","1","92420320","1","92420310","1","924203301","924202301","924203100"
"90","1000000000","92420310","92420","2","92420330","2","92420320","1","924203302","924202302","924203200"
"90","1500000000","92420320","92420","3","92420340","3","92420330","1","924203303","924202303","924203300"
"90","0","92420330","92420","4","0","4","92420340","1","924203304","924202304","924203400"
"90","500000000","0","92421","1","92421120","1","92421110","1","924213101","924212101","924211100"
"90","1000000000","92421110","92421","2","92421130","2","92421120","1","924213102","924212102","924211200"
"90","1500000000","92421120","92421","3","92421140","3","92421130","1","924213103","924212103","924211300"
"90","0","92421130","92421","4","0","4","92421140","1","924213104","924212104","924211400"
"90","500000000","0","92421","1","92421220","1","92421210","1","924213201","924212201","924212100"
"90","1000000000","92421210","92421","2","92421230","2","92421220","1","924213202","924212202","924212200"
"90","1500000000","92421220","92421","3","92421240","3","92421230","1","924213203","924212203","924212300"
"90","0","92421230","92421","4","0","4","92421240","1","924213204","924212204","924212400"
"90","500000000","0","92421","1","92421320","1","92421310","1","924213301","924212301","924213100"
"90","1000000000","92421310","92421","2","92421330","2","92421320","1","924213302","924212302","924213200"
"90","1500000000","92421320","92421","3","92421340","3","92421330","1","924213303","924212303","924213300"
"90","0","92421330","92421","4","0","4","92421340","1","924213304","924212304","924213400"
"90","500000000","0","92422","1","92422120","1","92422110","1","924223101","924222101","924221100"
"90","1000000000","92422110","92422","2","92422130","2","92422120","1","924223102","924222102","924221200"
"90","1500000000","92422120","92422","3","92422140","3","92422130","1","924223103","924222103","924221300"
"90","0","92422130","92422","4","0","4","92422140","1","924223104","924222104","924221400"
"90","500000000","0","92422","1","92422220","1","92422210","1","924223201","924222201","924222100"
"90","1000000000","92422210","92422","2","92422230","2","92422220","1","924223202","924222202","924222200"
"90","1500000000","92422220","92422","3","92422240","3","92422230","1","924223203","924222203","924222300"
"90","0","92422230","92422","4","0","4","92422240","1","924223204","924222204","924222400"
"90","500000000","0","92422","1","92422320","1","92422310","1","924223301","924222301","924223100"
"90","1000000000","92422310","92422","2","92422330","2","92422320","1","924223302","924222302","924223200"
"90","1500000000","92422320","92422","3","92422340","3","92422330","1","924223303","924222303","924223300"
"90","0","92422330","92422","4","0","4","92422340","1","924223304","924222304","924223400"
"90","500000000","0","92423","1","92423120","1","92423110","1","924233101","924232101","924231100"
"90","1000000000","92423110","92423","2","92423130","2","92423120","1","924233102","924232102","924231200"
"90","1500000000","92423120","92423","3","92423140","3","92423130","1","924233103","924232103","924231300"
"90","0","92423130","92423","4","0","4","92423140","1","924233104","924232104","924231400"
"90","500000000","0","92423","1","92423220","1","92423210","1","924233201","924232201","924232100"
"90","1000000000","92423210","92423","2","92423230","2","92423220","1","924233202","924232202","924232200"
"90","1500000000","92423220","92423","3","92423240","3","92423230","1","924233203","924232203","924232300"
"90","0","92423230","92423","4","0","4","92423240","1","924233204","924232204","924232400"
"90","500000000","0","92423","1","92423320","1","92423310","1","924233301","924232301","924233100"
"90","1000000000","92423310","92423","2","92423330","2","92423320","1","924233302","924232302","924233200"
"90","1500000000","92423320","92423","3","92423340","3","92423330","1","924233303","924232303","924233300"
"90","0","92423330","92423","4","0","4","92423340","1","924233304","924232304","924233400"
"90","500000000","0","92413","1","92501120","1","92501110","1","925013101","925012101","925011100"
"90","1000000000","92501110","92413","2","92501130","2","92501120","1","925013102","925012102","925011200"
"90","1500000000","92501120","92413","3","92501140","3","92501130","1","925013103","925012103","925011300"
"90","0","92501130","92413","4","0","4","92501140","1","925013104","925012104","925011400"
"90","500000000","0","92413","1","92501220","1","92501210","1","925013201","925012201","925012100"
"90","1000000000","92501210","92413","2","92501230","2","92501220","1","925013202","925012202","925012200"
"90","1500000000","92501220","92413","3","92501240","3","92501230","1","925013203","925012203","925012300"
"90","0","92501230","92413","4","0","4","92501240","1","925013204","925012204","925012400"
"90","500000000","0","92413","1","92501320","1","92501310","1","925013301","925012301","925013100"
"90","1000000000","92501310","92413","2","92501330","2","92501320","1","925013302","925012302","925013200"
"90","1500000000","92501320","92413","3","92501340","3","92501330","1","925013303","925012303","925013300"
"90","0","92501330","92413","4","0","4","92501340","1","925013304","925012304","925013400"
