f021f937d5f5e2eec33b297e1b254af5c28a79f1b576a0d7ff5533393e6ae988,764cc28a858df224e66b264cdd63fc7e7e4ca023a7ca2cdbbaba62b5e97385f5,537deddd86778d850bb611e662647ca45ec1657c7fc05785349738a9e79caddb,982a8080f5b7abcb31884119331ac71879211aaced4aa7a29b6e8bc69f7a9e98
"0","1200","50","105621"
"0","700","50","105631"
"0","700","50","105632"
"0","700","50","105711"
"0","700","50","105712"
"0","700","50","105731"
"90","675","100","105811"
"-35","600","80","105812"
"-55","640","65","105813"
"-35","600","80","105814"
"0","900","50","105831"
"-70","620","30","105911"
"0","700","50","105912"
"-15","500","60","105913"
"-60","500","10","105914"
"-60","500","10","105921"
"0","700","50","105931"
"0","700","50","105932"
"0","700","50","105933"
"0","735","50","106011"
"-5","750","80","106012"
"0","735","50","106013"
"0","735","50","106014"
"0","735","50","106015"
"0","700","50","106031"
"70","730","50","106112"
"70","730","50","106113"
"-20","480","50","106114"
"70","730","50","106115"
"-20","480","50","106116"
"-50","430","0","106131"
"-10","715","50","106211"
"0","800","50","106231"
"-120","765","50","106311"
"-80","750","50","106331"
"-70","590","60","106411"
"-70","590","60","106412"
"-70","590","60","106413"
"-70","590","60","106414"
"-70","590","60","106415"
"-20","700","70","106416"
"-70","590","60","106417"
"0","700","50","106431"
"0","700","50","106432"
"-55","765","65","106511"
"0","520","50","106531"
"0","520","50","106532"
"0","420","70","106611"
"0","420","70","106612"
"-30","550","50","106631"
"-55","550","50","106632"
"-140","760","100","106711"
"-140","760","100","106712"
"-30","1300","150","106713"
"-30","1300","150","106714"
"-140","760","100","106715"
"0","800","50","106731"
"110","875","50","106811"
"0","1200","50","106812"
"-40","580","50","106813"
"0","1200","50","106814"
"110","875","50","106815"
"0","800","50","106831"
"-55","570","20","106832"
"0","800","50","106834"
"0","1200","50","106911"
"0","1200","50","106912"
"-30","700","70","106913"
"-25","690","35","106914"
"-60","1050","100","106915"
"0","800","50","106931"
"0","1200","50","107011"
"0","1200","50","107012"
"-60","600","70","107013"
"-60","600","70","107014"
"-60","600","70","107015"
"0","460","0","107031"
"0","460","0","107032"
"0","1200","50","107111"
"0","1200","50","107112"
"0","1000","50","107113"
"0","1200","50","107114"
"0","1200","50","107115"
"0","1200","50","107116"
"-30","885","40","107131"
"-25","805","50","107211"
"-25","805","50","107212"
"-15","700","50","107231"
"0","1200","50","107311"
"0","1500","50","107312"
"0","800","50","107331"
"0","1200","50","107411"
"-40","550","60","107511"
"30","800","60","107512"
"-60","350","20","107611"
"30","600","50","107612"
"-17","700","50","107631"
"60","610","70","107711"
"60","610","70","107712"
"0","700","50","107811"
"30","800","50","107812"
"-40","565","0","107911"
"-40","565","0","107912"
"0","450","0","107931"
"-110","570","70","108011"
"-110","570","70","108012"
"0","460","50","108031"
"-90","750","65","108111"
"-10","540","85","108211"
"0","650","105","108411"
"0","600","60","108511"
"-60","700","80","108611"
"-50","600","90","108711"
"0","800","50","108732"
"0","800","50","108832"
"25","600","75","108911"
"25","600","75","108912"
"0","800","50","108932"
"-30","680","180","109011"
"-55","700","105","109111"
"10","575","30","109211"
"-10","540","30","109311"
"-75","735","100","109411"
"-60","630","60","109511"
"0","630","90","109611"
"0","720","50","109711"
"0","720","50","109712"
"0","580","50","109811"
"0","800","50","109812"
"-80","640","150","109911"
"20","570","95","110011"
"30","740","50","110031"
"0","515","50","110111"
"0","900","50","110211"
"0","540","30","110311"
"0","560","20","110331"
"-80","600","70","110411"
"-20","700","0","110511"
"-30","710","70","110611"
"0","460","0","110711"
"0","500","0","110811"
"0","600","50","110812"
"0","600","50","110813"
"0","600","50","110831"
"0","600","50","110832"
"0","685","0","110911"
"0","600","50","110931"
"0","600","50","110932"
"-40","485","40","111011"
"0","600","50","111031"
"0","600","50","111032"
"-15","750","70","111111"
"0","600","50","111131"
"25","500","0","111211"
"0","700","50","111311"
"-10","750","90","111411"
"0","1050","50","111412"
"0","800","50","111431"
"-40","750","60","111511"
"-50","750","50","111611"
"-80","875","70","111711"
"-40","600","80","111712"
"-10","600","50","111811"
"-10","600","50","111812"
"-10","700","50","111831"
"-30","660","70","111911"
"-30","660","70","111912"
"-30","750","50","112011"
"-30","750","50","112012"
"-50","650","50","112111"
"-15","750","70","112211"
"-45","635","75","112311"
"0","800","50","112411"
"0","800","50","112431"
"0","800","50","112511"
"0","800","50","112531"
"-15","700","70","112611"
"0","800","50","112631"
"70","715","80","112711"
"-100","710","50","112811"
"15","800","70","112911"
"15","800","70","112912"
"0","530","70","113011"
"0","800","50","113111"
"-10","740","80","113211"
"-90","670","50","113311"
"0","740","50","113411"
"-40","550","50","113511"
"0","800","50","113611"
"0","800","50","113612"
"0","800","50","113631"
"30","735","60","113711"
"30","735","60","113712"
"0","605","60","113811"
"0","605","60","113812"
"-60","680","70","113911"
"0","840","75","114011"
"0","795","50","114111"
"-10","650","70","114211"
"10","690","70","114311"
"-40","590","70","114411"
"0","800","50","114511"
"0","900","50","114611"
"0","900","50","114612"
"0","900","50","114711"
"50","750","90","115011"
"50","640","70","115511"
"50","640","70","115512"
"-20","580","70","115611"
"0","700","50","115711"
"-25","490","30","115811"
"-25","490","30","115812"
"0","750","75","115911"
"120","800","15","116011"
"0","600","50","116211"
"0","800","50","116311"
"0","800","50","116411"
"0","670","60","116511"
"0","670","60","116512"
"-75","630","70","116611"
"0","600","50","116711"
"0","600","50","116712"
"0","600","50","116713"
"-80","550","60","116811"
"0","590","70","116911"
"-50","550","75","117011"
"-110","700","75","117111"
"20","640","50","117211"
"40","640","70","117311"
"-125","705","50","117411"
"0","600","50","117431"
"0","800","50","117511"
"-30","670","60","117611"
"55","760","75","117711"
"-135","830","75","117811"
"0","650","75","117911"
"-20","740","70","118011"
"-20","740","70","118031"
"0","700","50","118111"
"30","600","50","118131"
"0","800","50","118231"
"-15","665","80","118311"
"-35","600","80","118411"
"0","700","50","118511"
"0","700","50","118531"
"5","725","60","119011"
"-110","740","75","119111"
"-80","690","75","119112"
"0","800","50","119211"
"0","900","50","119311"
"-50","630","80","119911"
"-60","670","60","120011"
"-200","900","50","120012"
"-55","700","105","120013"
"-110","700","75","120014"
"-10","545","50","120015"
"-200","900","50","120016"
"-200","900","50","120017"
"15","500","70","120411"
"15","500","70","120412"
"0","800","50","120511"
"55","600","70","120611"
"55","600","70","120612"
"0","700","60","120711"
"65","800","60","120811"
"70","770","60","120911"
"-110","700","70","120912"
"-55","630","65","121011"
"-55","570","50","121111"
"-70","930","60","121211"
"-70","930","60","121212"
"0","750","50","121311"
"0","630","70","121411"
"0","710","70","121511"
"0","710","70","121512"
"0","650","50","121611"
"0","650","50","121612"
"0","700","50","121711"
"-45","655","50","121811"
"20","700","70","121911"
"20","700","70","121912"
"25","615","70","122011"
"25","615","70","122012"
"0","700","50","122111"
"-85","710","70","122211"
"0","800","50","122311"
"0","800","50","122331"
"0","800","50","122332"
"0","800","50","122333"
"0","1200","50","122411"
"0","700","50","122431"
"-65","670","60","122511"
"-70","650","100","122531"
"0","800","50","122611"
"0","700","50","122631"
"-30","560","70","122711"
"0","700","50","122731"
"0","800","50","122811"
"0","700","50","122831"
"-25","620","70","122911"
"-10","720","80","123111"
"-10","720","80","123112"
"-20","710","70","123211"
"-30","595","70","123311"
"-30","595","70","123312"
"0","800","50","123331"
"0","1200","50","123511"
"0","800","50","123611"
"-40","580","50","123711"
"0","800","50","123811"
"-85","615","60","123911"
"-90","620","60","123912"
"-50","720","75","124011"
"0","750","75","124012"
"-60","650","70","124111"
"-60","650","70","124112"
"0","1000","70","124211"
"0","1000","70","124212"
"0","1000","70","124213"
"0","1000","70","124214"
"-5","650","80","124311"
"-75","600","60","124411"
"-120","750","35","124511"
"-10","550","70","124611"
"15","620","60","124711"
"-10","750","70","124811"
"0","800","50","124812"
"-105","875","60","124911"
"-95","655","70","125011"
"-35","535","70","125012"
"-35","535","70","125013"
"-95","655","70","125014"
"-5","580","60","125111"
"-75","700","60","125211"
"-75","700","60","125212"
"0","650","50","125311"
"0","1500","50","125312"
"0","1500","50","125313"
"0","1500","50","125314"
"-70","615","50","125411"
"0","1500","50","125412"
"0","1500","50","125413"
"-70","615","50","125414"
"50","750","35","125511"
"50","750","35","125512"
"-165","750","55","125611"
"-165","750","55","125612"
"-165","750","55","125613"
"0","800","50","125614"
"0","800","50","125631"
"0","800","50","125711"
"-45","570","50","125811"
"0","800","50","125812"
"0","800","50","125813"
"-45","570","50","125821"
"-45","570","50","125822"
"-45","570","50","125823"
"0","800","50","125831"
"-45","580","60","126011"
"0","800","50","126012"
"-30","460","60","126013"
"-45","580","60","126014"
"-45","580","60","126021"
"-45","580","60","126022"
"-45","580","60","126023"
"0","800","50","126031"
"-45","570","50","126111"
"0","800","50","126112"
"-35","660","50","126113"
"-45","570","50","126121"
"-45","570","50","126122"
"-45","570","50","126123"
"0","800","50","126131"
"-60","550","70","126211"
"0","800","50","126212"
"-70","620","60","126311"
"0","1200","50","126411"
"0","1200","50","126412"
"0","720","50","126413"
"0","720","50","126414"
"0","800","50","126431"
"0","1200","50","126511"
"0","1300","150","126512"
"0","1500","50","126531"
"0","1600","50","126532"
"0","800","50","126533"
"-90","700","80","126611"
"0","700","50","126711"
"0","800","50","126811"
"5","710","70","126911"
"0","800","50","127011"
"0","800","50","127012"
"-25","700","55","127111"
"-25","700","55","127112"
"-75","700","55","127211"
"-75","700","55","127212"
"-75","700","55","127213"
"-75","700","55","127214"
"-75","700","55","127215"
"0","700","65","127311"
"0","700","65","127312"
"-45","630","60","127511"
"-45","630","60","127512"
"-35","700","65","127611"
"-35","700","65","127612"
"-35","465","50","127711"
"-35","465","50","127712"
"0","800","50","127731"
"0","520","70","127811"
"0","520","70","127812"
"-20","550","60","127813"
"0","800","50","127831"
"-40","630","75","127911"
"-145","600","60","128011"
"-65","800","40","128111"
"-100","800","50","128112"
"-35","650","60","128211"
"-35","650","60","128212"
"-60","650","50","128311"
"-75","620","60","128411"
"0","660","65","128511"
"-15","620","60","128711"
"-55","750","65","128811"
"-55","750","65","128812"
"-10","760","50","128911"
"0","600","60","129011"
"-15","760","60","129012"
"-15","760","60","129013"
"-15","760","60","129014"
"-15","760","60","129021"
"0","800","50","129031"
"0","800","50","129311"
"15","600","60","129411"
"15","600","60","129412"
"-10","550","50","129511"
"40","600","60","129611"
"0","500","70","129612"
"0","500","70","129613"
"0","1000","50","129631"
"0","800","70","129711"
"-60","760","50","129712"
"0","800","50","129731"
"-65","630","65","129811"
"0","800","50","129911"
"-75","640","50","130011"
"0","1500","50","130012"
"-75","640","50","130013"
"0","1500","50","130031"
"-20","415","50","130111"
"0","460","50","130112"
"-20","415","50","130113"
"-55","570","50","130211"
"0","800","50","130212"
"-55","570","50","130213"
"0","800","50","130231"
"-45","680","55","130711"
"0","700","50","130811"
"0","740","70","130911"
"0","740","70","130912"
"0","740","70","130931"
"0","900","50","131011"
"-35","530","60","131111"
"-35","530","60","131112"
"-15","600","45","131211"
"-15","600","45","131212"
"0","900","50","131213"
"0","900","50","131214"
"0","600","50","131611"
"0","660","55","131711"
"30","1400","50","131811"
"30","1400","50","131812"
"30","1400","50","131813"
"0","800","50","131911"
"-40","500","60","132011"
"-40","500","60","132012"
"0","800","50","132111"
"0","800","50","132112"
"0","800","50","132113"
"0","800","50","132114"
"10","650","50","132211"
"10","650","50","132212"
"10","650","50","132213"
"10","650","50","132214"
"-50","740","45","132311"
"-50","740","45","132312"
"0","800","50","132331"
"25","680","30","132411"
"25","680","30","132412"
"0","800","50","132431"
"-90","550","30","132511"
"-90","550","30","132512"
"0","800","50","132531"
"-10","580","30","132611"
"-10","580","30","132612"
"-100","710","50","132711"
"-100","710","50","132712"
"5","700","65","132811"
"5","700","65","132812"
"5","700","65","132813"
"-105","600","50","132911"
"-105","600","50","132912"
"-50","770","70","133011"
"-50","770","70","133012"
"-50","770","70","133013"
"-50","770","70","133014"
"-50","770","70","133015"
"0","800","50","133031"
"0","800","50","133032"
"5","600","50","133111"
"5","600","50","133112"
"5","600","50","133113"
"5","600","50","133114"
"5","600","50","133115"
"5","600","50","133116"
"0","700","50","133131"
"-80","680","50","133211"
"-80","680","50","133212"
"-55","700","50","133511"
"-55","700","50","133512"
"-55","800","60","133611"
"-55","800","60","133612"
"0","1200","50","133631"
"-75","500","35","133711"
"-75","500","35","133712"
"-35","610","40","133811"
"-35","610","40","133812"
"0","1600","50","133813"
"5","690","35","133911"
"5","690","35","133912"
"0","1200","50","134011"
"0","1200","50","134031"
"40","770","45","134311"
"90","700","55","134411"
"55","1000","35","134511"
"55","1000","35","134512"
"55","1000","35","134513"
"55","1000","35","134514"
"-50","600","50","134611"
"-50","600","50","134612"
"-50","600","50","134613"
"-50","600","50","134614"
"-35","740","50","134711"
"-35","740","50","134712"
"0","800","50","134731"
"30","600","50","134811"
"30","615","50","134812"
"25","830","60","134911"
"25","830","60","134912"
"30","800","50","134931"
"0","700","50","135011"
"0","700","50","135012"
"-40","580","60","135111"
"0","800","50","135211"
"0","500","50","135311"
"0","500","50","135411"
"0","700","50","135511"
"-60","720","40","135512"
"-60","720","40","135513"
"-60","720","40","135514"
"-60","720","40","135515"
"-60","720","40","135516"
"-60","720","40","135517"
"0","700","50","135531"
"-10","650","60","135611"
"-10","650","60","135612"
"-170","970","65","135613"
"-170","970","65","135614"
"-170","970","65","135615"
"-170","970","65","135616"
"-170","970","65","135617"
"-170","970","65","135618"
"-170","970","65","135619"
"0","700","50","135631"
"30","900","50","135711"
"30","900","50","135712"
"-130","795","60","135811"
"-130","795","60","135812"
"0","1000","50","135831"
"-20","630","70","135911"
"0","800","50","135912"
"-20","630","70","135913"
"0","800","50","135914"
"0","800","50","135915"
"-20","630","70","135916"
"-20","600","50","135931"
"-25","900","75","136011"
"-25","900","75","136012"
"0","1500","50","136014"
"30","600","50","136031"
"0","800","50","136111"
"0","800","50","136112"
"0","800","50","136131"
"0","800","50","136132"
"-30","780","50","136211"
"-30","780","50","136212"
"0","800","50","136231"
"0","900","50","137111"
"-20","550","50","137411"
"-20","550","50","137412"
"0","800","50","161199"
"0","800","50","161499"
"30","835","70","170111"
"0","800","50","171199"
"0","715","50","180111"
"-40","800","50","180211"
"25","840","50","180311"
"-50","725","50","180411"
"-55","730","50","180412"
"0","755","80","180511"
"-5","700","70","180611"
"-35","670","70","181211"
"-35","670","70","181212"
"0","900","50","190011"
"-15","530","50","190711"
"-15","530","50","190712"
"0","1000","50","190731"
"0","1200","50","190811"
"0","1000","50","190814"
"0","1000","50","190815"
"0","1200","50","190911"
"30","800","50","190912"
"0","1200","50","191011"
"0","1200","50","191031"
"-30","690","60","191111"
"-30","750","60","191112"
"-30","750","60","191113"
"0","800","50","191199"
"-15","760","60","191311"
"-15","760","60","191312"
"-15","760","60","191314"
"0","850","50","191411"
"0","850","50","191412"
"0","850","50","191413"
"0","800","50","191611"
"0","800","50","191616"
"0","500","50","191618"
"-50","780","60","191711"
"-50","1150","150","191712"
"-275","1600","70","191713"
"0","800","50","191731"
"0","800","50","191732"
"0","800","50","191733"
"0","1100","50","191911"
"0","1100","50","191915"
"0","700","50","192011"
"0","550","70","192012"
"-30","580","70","192014"
"0","1500","50","192611"
"0","1500","50","192612"
"-26","1090","70","192613"
"-75","645","80","192711"
"-75","645","80","192721"
"-75","645","80","192722"
"-75","645","80","192723"
"-55","650","80","192811"
"-55","650","80","192821"
"-55","650","80","192822"
"-55","650","80","192823"
"-5","650","80","192911"
"-5","650","80","192921"
"-5","650","80","192922"
"-5","650","80","192923"
"0","700","70","193211"
"0","900","50","193511"
"40","915","70","193611"
"0","1200","50","193631"
"-40","630","50","193711"
"-40","630","50","193712"
"0","800","50","193731"
"0","800","50","193732"
"0","1500","50","194211"
"0","1500","50","194231"
"-10","840","50","194311"
"-10","840","50","194312"
"-10","840","50","194314"
"-10","840","50","194315"
"0","1500","50","194331"
"0","1500","50","194332"
"0","615","50","195211"
"0","615","50","195212"
"-65","750","50","195213"
"-20","650","60","195214"
"30","740","65","195511"
"30","800","60","195512"
"-25","600","70","195611"
"-25","600","70","195612"
"0","800","50","500011"
"0","800","50","500012"
"0","800","50","500013"
"0","800","50","500014"
"0","800","50","500015"
"0","800","50","500016"
"0","800","50","500017"
"0","800","50","500018"
"0","800","50","500019"
"0","800","50","500020"
"0","800","50","500021"
"0","800","50","500022"
"0","800","50","500023"
"0","800","50","500024"
"0","800","50","500025"
"0","800","50","500026"
"0","800","50","500027"
"0","800","50","500028"
"0","800","50","500029"
"0","800","50","500030"
"0","800","50","500031"
"0","800","50","500032"
"0","800","50","500033"
"0","800","50","500034"
"0","800","50","500035"
"0","800","50","500036"
"0","800","50","500037"
"0","800","50","500038"
