7e2391889ecbe61819be1425641757d7cef943117652331f9749ce3d5c4b5b40,87055b49117ee2b83d601d1758a4037f0b9208cb59c0e45ee59e2f715ebf1927,edd082bfdd70a4c0dc5884d1655606776423026885cfcb70ff3c08e7e86ab084,1021f036ad88dcae809ccefd916b0b6fa53e7606b7f5b7ef4ed43cce3091c2c6,a48eaede70c5a669a10b9e31a8d1586e5662e9f8425e23ee8504d1a9d7b4331f,a47720a481189adcbe781379540b441f526f5fa4b1db079520e7bfaf3d26692e,249a396bbaea0a89fd2d656eb72a3a6ce0df658f498e995125745911b354d7b4,add62c3ff36cb92004f77ff2a35d1dfb43459fa7cb540c1004c5525d5c0d4919,87072e3b274f408d4630d82dd8cec734b4e7709bb2e059f877d8c19b370a6da1,2a42c6b3e3d42cb02c69af16b6ffc53bc1cddddd26dd36d8d8ea943af2e5e153,610a611107e0435a34f6b5c0155287fa7e358bc73127de203ae75f6c96664502
"1","113","113001","100","1","nop_idle_normal_joy","105331","-150","1","113","1.5"
"1","113","113002","-100","0","nop_13_kuka_idle_memory2","104511","-150","1","114","1.5"
"1","113","113003","-215","0","nop_idle_joy1","103031","-127","1","110","1.5"
"1","113","113004","-330","0","nop_idle_thinking","100811","-150","1","111","1.5"
"1","113","113005","240","1","nop_idle_sad","105511","-150","1","115","1.5"
"1","114","114001","100","1","nop_idle_normal","106831","-150","1","115","1.5"
"1","114","114002","-100","0","nop_idle_normal","101131","-150","1","114","1.5"
"1","114","114003","-215","0","nop_idle_normal","104931","-127","1","110","1.5"
"1","115","115001","100","1","nop_idle_joy1","102931","-143","1","115","1.5"
"1","115","115002","-100","0","nop_idle_wish","104211","-135","1","110","1.5"
"1","115","115003","-215","0","nop_idle_normal","105411","-150","1","114","1.5"
"1","116","116001","100","1","nop_idle_normal","106731","-150","1","115","1.5"
"1","116","116002","-100","0","nop_idle_joy1","106631","-150","1","114","1.5"
"1","116","116003","-215","0","nop_16_kaya_idle_normal2","106531","-127","1","110","1.5"
"1","116","116004","180","1","nop_rago_idle","2","-150","5","116","1.5"
"1","117","117001","100","1","nop_idle_normal","111031","-150","1","115","1.5"
"1","117","117002","-100","0","nop_idle_joy2","110931","-150","1","114","1.5"
"1","117","117003","-215","0","nop_17_chloe_idle_normal2","110831","-127","1","110","1.5"
"1","117","117004","-100","0","NoItem_idle","1","-150","5","115","1.5"
"1","118","118001","-100","1","nop_18_muimi_idle_joy_normal","114711","-150","1","115","1.5"
"1","118","118002","100","0","nop_18_karin_idle_normal","118511","-150","1","114","1.5"
"1","118","118003","-215","0","nop_idle_normal","115031","-127","1","111","1.5"
"1","118","118004","215","1","nop_idle_joy1","118031","-127","1","110","1.5"
"1","201","201001","-60","0","nop_idle_joy1","111831","0","1","100","1.2"
"1","201","201002","60","1","nop_idle_normal_joy","120731","0","1","101","1.2"
"1","201","201003","-130","0","nop_idle_arm_crossed","120831","-5","1","102","1.2"
"1","201","201004","130","1","nop_idle_normal","111931","-5","1","103","1.2"
"1","201","201005","-200","0","nop_idle_thinking","120931","-20","1","104","1.2"
"1","201","201006","200","1","nop_idle_normal","112031","-20","1","105","1.2"
"1","202","202001","-60","0","nop_idle_joy1","108731","0","1","100","1.2"
"1","202","202002","60","1","nop_idle_joy_normal","108831","0","1","101","1.2"
"1","202","202003","-130","0","nop_idle_normal","108931","-5","1","102","1.2"
"1","203","203001","-60","0","nop_idle_joy1","102011","0","1","100","1.2"
"1","203","203002","-130","0","nop_idle_normal","100411","-5","1","101","1.2"
"1","203","203003","60","1","nop_idle_wish","103631","-5","1","102","1.2"
"1","204","204001","-60","0","nop_idle_normal","101231","0","1","100","1.2"
"1","204","204002","60","1","nop_idle_normal","104011","0","1","101","1.2"
"1","204","204003","-130","0","nop_idle_normal","101511","-5","1","102","1.2"
"1","205","205001","-80","0","nop_idle_normal","103111","0","1","100","1.2"
"1","205","205002","60","1","nop_idle_sad","102211","0","1","101","1.2"
"1","205","205003","-150","0","nop_05_miyako_idle_normal","100711","-5","1","104","1.2"
"1","205","205004","130","1","nop_idle_joy1","100611","-5","1","103","1.2"
"1","205","205005","-20","1","nop_skull_idle","2051","0","5","102","1.2"
"1","206","206001","-130","0","nop_idle_arm_crossed","104731","-5","1","102","1.2"
"1","206","206002","130","1","nop_idle_arm_crossed","107131","-5","1","103","1.2"
"1","206","206003","-60","0","nop_idle_normal","103731","0","1","100","1.2"
"1","206","206004","60","1","nop_idle_joy1","100511","0","1","101","1.2"
"1","207","207001","-60","0","nop_idle_normal","102831","0","1","100","1.2"
"1","207","207002","60","1","nop_idle_normal","102111","0","1","101","1.2"
"1","207","207003","-130","0","nop_idle_normal","102511","-5","1","102","1.2"
"1","207","207004","130","1","nop_idle_normal","102311","-5","1","103","1.2"
"1","208","208001","-60","0","nop_idle_joy_normal","101011","0","1","100","1.2"
"1","208","208002","60","1","nop_idle_arm_crossed","104331","0","1","101","1.2"
"1","208","208003","-130","0","nop_idle_joy1","101711","-5","1","102","1.2"
"1","208","208004","130","1","nop_idle_normal","101431","-5","1","103","1.2"
"1","209","209001","-60","0","nop_idle_joy1","103311","0","1","100","1.2"
"1","209","209002","-130","0","nop_idle_joy_normal","105211","-5","1","102","1.2"
"1","209","209003","60","1","nop_idle_sad2","102611","0","1","101","1.2"
"1","209","209004","130","1","nop_idle_normal","103811","-5","1","103","1.2"
"1","210","210001","-60","0","nop_idle_joy1","103231","0","1","100","1.2"
"1","210","210002","130","1","nop_10_yukari_02","103411","-5","1","103","1.2"
"1","210","210003","130","1","nop_10_yukari_02","11","-5","5","104","1.2"
"1","210","210004","60","1","nop_idle_doya","104811","0","1","101","1.2"
"1","210","210005","-130","0","nop_idle_joy_normal","104611","-5","1","102","1.2"
"1","211","211001","-60","0","nop_11_anna_idle_arm_crossed","100911","0","1","100","1.2"
"1","211","211002","60","1","nop_idle_joy_normal","101311","0","1","101","1.2"
"1","211","211003","-130","0","nop_11_eriko_idle_wish","102711","-5","1","102","1.2"
"1","211","211004","130","1","nop_idle_normal","105111","-5","1","103","1.2"
"1","212","212001","60","1","nop_idle_joy1","101831","0","1","100","1.2"
"1","212","212002","-60","0","nop_idle_joy_normal","101611","0","1","101","1.2"
"1","212","212003","-130","0","nop_idle_joy_normal","105011","-5","1","102","1.2"
"1","213","213001","60","1","nop_idle_normal_joy","105331","0","1","100","1.2"
"1","213","213002","-60","0","nop_13_kuka_idle_memory2","104511","0","1","101","1.2"
"1","213","213003","-130","0","nop_idle_joy1","103031","-5","1","102","1.2"
"1","213","213004","-200","0","nop_idle_thinking","100811","-20","1","103","1.2"
"1","213","213005","130","1","nop_idle_sad","105511","-20","1","104","1.2"
"1","214","214001","60","1","nop_idle_normal","106831","0","1","100","1.2"
"1","214","214002","-60","0","nop_idle_normal","101131","0","1","101","1.2"
"1","214","214003","-130","0","nop_idle_normal","104931","-5","1","103","1.2"
"1","215","215001","60","1","nop_idle_joy1","102931","0","1","100","1.2"
"1","215","215002","-60","0","nop_idle_wish","104211","0","1","101","1.2"
"1","215","215003","-130","0","nop_idle_normal","105411","-5","1","102","1.2"
"1","216","216001","60","1","nop_idle_normal","106731","0","1","100","1.2"
"1","216","216002","-60","0","nop_idle_joy1","106631","0","1","101","1.2"
"1","216","216003","-130","0","nop_16_kaya_idle_normal2","106531","-5","1","103","1.2"
"1","216","216004","140","1","nop_rago_idle","2","0","5","101","1.2"
"1","217","217001","60","1","nop_idle_normal","111031","0","1","100","1.2"
"1","217","217002","-60","0","nop_idle_joy2","110931","0","1","101","1.2"
"1","217","217003","-130","0","nop_17_chloe_idle_normal2","110831","-5","1","103","1.2"
"1","217","217004","-60","0","NoItem_idle","1","0","5","102","1.2"
"1","218","218001","-40","1","nop_18_muimi_idle_joy_normal","114711","0","1","100","1.2"
"1","218","218002","40","0","nop_18_karin_idle_normal","118511","0","1","101","1.2"
"1","218","218003","-130","0","nop_idle_normal","115031","-5","1","102","1.2"
"1","218","218004","130","1","nop_idle_joy1","118031","-5","1","103","1.2"
"111831","301","301001","","","","nop_talk_joy1","","3","1","0.2"
"111831","301","301002","0","0","0.5","接下來要吃什麼呢？\n小凱留想吃什麼？","0","11","5","0"
"301002","301","301003","","","","","","91","",""
"111831","301","301004","","","","nop_idle_joy_normal","","3","1","0.2"
"112031","301","301005","nop_idle_doya","0.3","","nop_18_neneka_humu","1","3","0","0.2"
"112031","301","301006","0","0","0.5","這個嘛～\n要不要來吃平常吃不到的稀奇料理？","0","11","7","0"
"301006","301","301007","","","","","","91","",""
"120831","301","301008","nop_talk_arm_crossed_loop","0","","nop_talk_arm_crossed","1","3","0","0.2"
"120831","301","301009","0","0","0.5","那這道菜如何？\n這在東國也是\n不怎麼常見的珍品喔。","0","11","6","0"
"301009","301","301010","","","","","","91","",""
"120831","301","301011","","","","nop_idle_arm_crossed","","3","1","0.2"
"120931","301","301012","nop_11_anna_huhuStand_loop","0","","nop_11_anna_huhuStand_in","1","3","0","0.2"
"120931","301","301013","0","0","0.5","呵呵呵，全身充滿了力量啊。\n這就是年菜的力量嗎！","0","11","7","0"
"1","301","301014","","","","0","","93","",""
"120931","301","301015","nop_11_anna_ahahaStand_loop","0","","nop_11_anna_ahahaStand_in","1","3","0","0.2"
"301013","301","301016","","","","","","91","",""
"120931","301","301017","","","","nop_11_anna_ahahaStand_loop","1","3","1","0.2"
"111931","301","301018","nop_01_coccoro_an_loop","0","","nop_01_coccoro_an_in","1","3","0","0.2"
"111931","301","301019","0","0","0.5","雪菲小姐，請用。\n來，啊～","0","11","5","0"
"0.2","301","301020","","","","0","","93","",""
"120731","301","301021","","","","0","","4","",""
"0.8","301","301022","","","","0","","93","",""
"120731","301","301023","nop_idle_shy","0.2","","nop_surprise","1","3","0","0.2"
"301019","301","301024","","","","","","91","",""
"120731","301","301025","","","","nop_talk_shy","","3","1","0.2"
"120731","301","301026","0","0","0.5","可、可可蘿小姐……\n這樣好讓人害臊……","0","11","8","0"
"301026","301","301027","","","","","","91","",""
"120731","301","301028","","","","nop_idle_shy","","3","1","0.2"
"0.5","301","301029","","","","0","","93","",""
"111931","301","301030","nop_idle_normal","0","","nop_01_coccoro_an_out","1","3","0","0.2"
"1","301","301031","","","","0","","93","",""
"120731","301","301032","","","","1","","4","",""
"120731","301","301033","","","","nop_idle_joy1","","3","1","0.2"
"108831","302","302001","0","0","0.5","騎士先生\n難得找我們來，\n要好好享受才行！","0","11","6","0"
"108831","302","302002","","","","nop_talk_joy3_blink","","3","1","0.2"
"2.75","302","302003","","","","1","","93","",""
"108831","302","302004","","","","nop_talk_joy1_normal","","3","1","0.2"
"302001","302","302005","","","","","","91","",""
"108831","302","302006","","","","nop_idle_joy_normal","1","3","1","0.2"
"108931","302","302007","0","0","0.5","得讓今年也成為美好的一年啊。","0","11","9","0"
"108931","302","302008","","","","nop_talk_joy1_normal","","3","1","0.2"
"302007","302","302009","","","","","","91","",""
"108931","302","302010","","","","nop_idle_normal","","3","1","0.2"
"108731","302","302011","0","0","0.5","只要有大家在，一定沒問題的！","0","11","7","0"
"108731","302","302012","","","","nop_talk_joy2","","3","1","0.2"
"302011","302","302013","","","","","","91","",""
"108731","302","302014","","","","nop_idle_joy1","1","3","1","0.2"
"0","302","302015","","","","","","91","",""
"102011","303","303001","0","0","0.5","哇！好大的會場喔！\n料理也好多！","0","11","6","0"
"102011","303","303002","","","","nop_talk_joy2","","3","1","0.2"
"303001","303","303003","","","","","","91","",""
"102011","303","303004","","","","nop_idle_joy1","1","3","1","0.2"
"100411","303","303005","0","0","0.5","嘿嘿嘿，\n這樣很值得來惡作劇耶～","0","11","6","0"
"100411","303","303006","","","","nop_talk_joy2","","3","1","0.2"
"303005","303","303007","","","","","","91","",""
"100411","303","303008","","","","nop_idle_normal","1","3","1","0.2"
"103631","303","303009","0","0","0.5","變態可疑分子……\n不對，那個人在哪裡呢？","0","11","6","0"
"103631","303","303010","","","","nop_talk_wish","","3","1","0.2"
"303009","303","303011","","","","","","91","",""
"103631","303","303012","","","","nop_idle_wish","","3","1","0.2"
"101511","304","304001","0","0","0.5","這場新年會真是富麗堂皇。\n大家都笑容滿面的，這樣真棒。","0","11","11","0"
"101511","304","304002","","","","nop_talk_normal","","3","1","0.2"
"1.5","304","304003","","","","0","","93","",""
"101511","304","304004","","","","nop_talk_joy3","","3","1","0.2"
"304001","304","304005","","","","","","91","",""
"101511","304","304006","","","","nop_idle_joy1","","3","1","0.2"
"101231","304","304007","0","0","0.5","那道料理看起來好好吃！\n也把這件事跟小栞說吧。","0","11","7","0"
"101231","304","304008","","","","nop_idle_surprise_kira","","3","1","0.2"
"1.5","304","304009","","","","0","","93","",""
"101231","304","304010","","","","nop_talk_joy2","","3","1","0.2"
"304007","304","304011","","","","","","91","",""
"101231","304","304012","","","","nop_idle_joy_normal","","3","1","0.2"
"104011","304","304013","0","0","0.5","啊哇哇……\n有好多閃閃發亮的人～！","0","11","6","0"
"104011","304","304014","","","","nop_idle_surprise2","","3","1","0.2"
"304013","304","304015","","","","","","91","",""
"104011","304","304016","","","","nop_idle_normal","1","3","1","0.2"
"101511","304","304017","","","","nop_idle_normal","","3","1","0.2"
"101231","304","304018","","","","nop_idle_normal","","3","1","0.2"
"100711","305","305001","0","0","0.5","布丁布丁……布丁在哪裡？\n快給人家布丁～！","0","11","6","0"
"100711","305","305002","","","","nop_05_miyako_talk_anger","","3","1","0.2"
"305001","305","305003","","","","","","91","",""
"100711","305","305004","","","","nop_05_miyako_idle_anger","1","3","1","0.2"
"103111","305","305005","0","0","0.5","爸爸，你別因為這裡有很多\n漂亮的女性，就造成別人的困擾喔。","0","11","7","0"
"103111","305","305006","","","","nop_talk_worry","","3","1","0.2"
"305005","305","305007","","","","","","91","",""
"103111","305","305008","","","","nop_idle_worry","1","3","1","0.2"
"100611","305","305009","0","0","0.5","哇，年菜的份量好驚人♪\n這樣茜里的肚子會被填得滿滿的呢～","0","11","7","0"
"100611","305","305010","","","","nop_talk_surprise_kira","","3","1","0.2"
"2","305","305011","","","","0","","93","",""
"100611","305","305012","","","","nop_talk_memory","","3","1","0.2"
"305009","305","305013","","","","","","91","",""
"100611","305","305014","","","","nop_idle_memory2","","3","1","0.2"
"102211","305","305015","0","0","0.5","不知道他做的料理是哪一道……\n我、我之所以會找，\n可不是因為想吃喔？","0","11","6","0"
"102211","305","305016","","","","nop_talk_sad","","3","1","0.2"
"2.8","305","305017","","","","0","","93","",""
"102211","305","305018","","","","nop_talk_anger2","","3","1","0.2"
"305015","305","305019","","","","","","91","",""
"102211","305","305020","","","","nop_idle_anger2","1","3","1","0.2"
"107131","306","306001","0","0","0.5","哈～哈哈哈！\n這種豪華的地方\n才與我克莉絲提娜姐姐般配啊。","0","11","6","0"
"107131","306","306002","nop_06_cris_ahaha_loop","0","","nop_06_cris_ahaha_in","1","3","0","0.2"
"1.5","306","306003","","","","0","","93","",""
"107131","306","306004","nop_talk_arm_crossed_loop","0.2","","nop_talk_arm_crossed","1","3","0","0.2"
"306001","306","306005","","","","","","91","",""
"107131","306","306006","","","","nop_idle_arm_crossed","1","3","1","0.2"
"100511","306","306007","0","0","0.5","有好多看起很好吃的料理！\n小智姐，\n我們接下來去吃那個！","0","11","6","0"
"100511","306","306008","","","","nop_talk_surprise_kira","","3","1","0.2"
"4.5","306","306009","","","","0","","93","",""
"100511","306","306010","","","","nop_talk_joy2","","3","1","0.2"
"306007","306","306011","","","","","","91","",""
"100511","306","306012","","","","nop_idle_normal","","3","1","0.2"
"103731","306","306013","0","0","0.5","茉莉，妳冷靜一點吧？\n料理是不會逃跑的。","0","11","6","0"
"103731","306","306014","","","","nop_talk_worry","","3","1","0.2"
"306013","306","306015","","","","","","91","",""
"103731","306","306016","","","","nop_idle_worry","1","3","1","0.2"
"104731","306","306017","0","0","0.5","大家好像都很享受啊。\n和平果然是最棒的。","0","11","6","0"
"104731","306","306018","","","","nop_talk_arm_crossed_loop","","3","1","0.2"
"306017","306","306019","","","","","","91","",""
"104731","306","306020","","","","nop_idle_arm_crossed","1","3","1","0.2"
"102831","307","307001","0","0","0.5","這個人數好驚人啊。\n會場很大，\n大家要小心別迷路了喔？","0","11","7","0"
"102831","307","307002","","","","nop_talk_surprise1","","3","1","0.2"
"1.2","307","307003","","","","0","","93","",""
"102831","307","307004","","","","nop_talk_joy1_normal","","3","1","0.2"
"307001","307","307005","","","","","","91","",""
"102831","307","307006","","","","nop_idle_normal","1","3","1","0.2"
"102111","307","307007","0","0","0.5","好～咲戀媽媽！\n大家都有當個乖孩子喔。","0","11","6","0"
"102111","307","307008","","","","nop_talk_joy3_dere","","3","1","0.2"
"1.7","307","307009","","","","0","","93","",""
"102111","307","307010","","","","nop_talk_wish","","3","1","0.2"
"307007","307","307011","","","","","","91","",""
"102511","307","307012","0","0","0.5","大小姐！\n我、我也會陪著大家，\n不會有事的！","0","11","8","0"
"102511","307","307013","nop_talk_guts3_loop","0","","nop_talk_guts3_NoBlink","1","3","0","0.2"
"307012","307","307014","","","","","","91","",""
"102311","307","307015","0","0","0.5","雖然妳這麼說，\n但鈴莓好像會變成\n第一個迷路的人……","0","11","7","0"
"102311","307","307016","","","","nop_talk_worry","","3","1","0.2"
"307015","307","307017","","","","","","91","",""
"102311","307","307018","","","","nop_idle_normal","","3","1","0.2"
"102111","307","307019","","","","nop_idle_normal","1","3","1","0.2"
"102511","307","307020","","","","nop_idle_normal","1","3","1","0.2"
"101011","308","308001","0","0","0.5","真是豪華的新年會呀。\n到處都是看似很美味的料理，\n人家快要眼花撩亂了呢～","0","11","8","0"
"101011","308","308002","","","","nop_talk_joy3_blink2","","3","1","0.2"
"1.5","308","308003","","","","1","","93","1",""
"101011","308","308004","","","","nop_talk_joy1","","3","1","0.2"
"308001","308","308005","","","","","","91","",""
"101011","308","308006","","","","nop_idle_joy_normal","1","3","1","0.2"
"104331","308","308007","0","0","0.5","喔，那道料理，\n我家的店裡也能賣賣看嗎？\n再多吃一點試試吧……","0","11","7","0"
"104331","308","308008","nop_talk_arm_crossed_loop2","0.2","","nop_talk_arm_crossed2","1","3","0","0.2"
"3","308","308009","","","","1","","93","1",""
"104331","308","308010","","","","nop_talk_thinking","","3","1","0.2"
"308007","308","308011","","","","","","91","",""
"104331","308","308012","","","","nop_idle_thinking","1","3","1","0.2"
"101711","308","308013","0","0","0.5","這場新年會充滿了熱鬧又快樂的氣氛呢～\n覺得有點想跳舞了哪～","0","11","7","0"
"101711","308","308014","","","","nop_talk_joy1_wink","","3","1","0.2"
"2.5","308","308015","","","","1","","93","1",""
"101711","308","308016","","","","nop_talk_joy2","","3","1","0.2"
"308013","308","308017","","","","","","91","",""
"101711","308","308018","","","","nop_idle_joy1","1","3","1","0.2"
"101431","308","308019","0","0","0.5","事件發生的徵兆……看來是沒有呢。\n嗯，實在有些可惜呀。","0","11","7","0"
"101431","308","308020","","","","nop_talk_joy3_blink2","","3","1","0.2"
"3","308","308021","","","","1","","93","1",""
"101431","308","308022","nop_talk_arm_crossed_loop","0.2","","nop_talk_arm_crossed","1","3","0","0.2"
"308019","308","308023","","","","","","91","",""
"101431","308","308024","","","","nop_idle_arm_crossed","","3","1","0.2"
"0","308","308025","","","","","","91","1",""
"103311","309","309001","0","0","0.5","我想到新年第一笑的哽了！\n有誰想聽的嗎？","0","11","6","0"
"103311","309","309002","nop_talk_guts2_loop","0.2","","nop_talk_guts2","1","3","0","0.2"
"2.5","309","309003","","","","1","","93","",""
"103311","309","309004","","","","nop_talk_joy2","","3","1","0.2"
"309001","309","309005","","","","","","91","",""
"103311","309","309006","","","","nop_idle_joy1","1","3","1","0.2"
"105211","309","309007","0","0","0.5","這裡像是會舉辦舞會的場地呢。\n好棒呀。","0","11","8","0"
"105211","309","309008","","","","nop_talk_joy1_normal","","3","1","0.2"
"2","309","309009","","","","1","","93","",""
"105211","309","309010","","","","nop_talk_memory","","3","1","0.2"
"309007","309","309011","","","","","","91","",""
"105211","309","309012","","","","nop_idle_memory","1","3","1","0.2"
"102611","309","309013","0","0","0.5","人太多了，好累哦～\n莉瑪～背我嘛～","0","11","6","0"
"102611","309","309014","","","","nop_talk_sad2","","3","1","0.2"
"1.5","309","309015","","","","1","","93","",""
"102611","309","309016","","","","nop_talk_worry","","3","1","0.2"
"309013","309","309017","","","","","","91","",""
"102611","309","309018","","","","nop_idle_worry","1","3","1","0.2"
"103811","309","309019","0","0","0.5","那道料理看起來很好吃的樣子……\n得告訴姊姊才行。","0","11","6","0"
"103811","309","309020","","","","nop_talk_joy3_blink","","3","1","0.2"
"309019","309","309021","","","","","","91","",""
"103811","309","309022","","","","nop_idle_normal_joy","","3","1","0.2"
"0","309","309023","","","","","","91","",""
"103231","310","310001","0","0","0.5","像這樣和一大群人一起過的新年，\n真是太熱鬧、太棒了！","0","11","7","0"
"103231","310","310002","","","","nop_talk_joy1","","3","1","0.2"
"310001","310","310003","","","","","","91","",""
"103231","310","310004","","","","nop_idle_joy1","1","3","1","0.2"
"104611","310","310005","0","0","0.5","有好多非常少見的年菜喵。\n能不能成為研發\n鯛魚燒新菜單的靈感呢喵？","0","11","7","0"
"104611","310","310006","","","","nop_talk_joy2","","3","1","0.2"
"2.5","310","310007","","","","1","","93","",""
"104611","310","310008","","","","nop_talk_thinking","","3","1","0.2"
"310005","310","310009","","","","","","91","",""
"104611","310","310010","","","","nop_idle_thinking","","3","1","0.2"
"103411","310","310011","0","0","0.5","大家～新年快熱～！\n開玩笑的。嗝。","0","11","6","0"
"103411","310","310012","","","","nop_10_yukari_04","","3","1","0.2"
"11","310","310013","","","","nop_10_yukari_04","","3","1","0.2"
"2.5","310","310014","","","","1","","93","",""
"103411","310","310015","nop_10_yukari_02","0.5","","nop_10_yukari_06","1","3","0","0.2"
"11","310","310016","nop_10_yukari_02","0.5","","nop_10_yukari_06","1","3","0","0.2"
"310011","310","310017","","","","","","91","",""
"104811","310","310018","0","0","0.5","咦？優花梨？\n已經醉成這樣了……","0","11","5","0"
"104811","310","310019","","","","nop_talk_surprise1","","3","1","0.2"
"104811","310","310020","","","","0","","4","",""
"1","310","310021","","","","1","","93","",""
"104811","310","310022","","","","nop_talk_worry","","3","1","0.2"
"310018","310","310023","","","","","","91","",""
"104811","310","310024","","","","nop_idle_worry","1","3","1","0.2"
"0","310","310025","","","","","","91","",""
"102711","311","311001","","","","nop_talk_wish","","3","1","0.2"
"102711","311","311002","0","0","0.5","我能感覺到那位大人\n就身在這寬廣會場的某處……","0","11","7","0"
"311002","311","311003","","","","","","91","",""
"102711","311","311004","","","","nop_idle_wish","","3","1","0.2"
"100911","311","311005","nop_11_anna_huhuStand_loop","0","","nop_11_anna_huhuStand_in","1","3","0","0.2"
"100911","311","311006","0","0","0.5","好痛……好痛啊！\n我的魔眼正祝賀著這新的一年……！","0","11","8","0"
"311006","311","311007","","","","","","91","",""
"100911","311","311008","","","","nop_11_anna_huhuStand_loop","","3","1","0.2"
"101311","311","311009","","","","nop_talk_joy2","","3","1","0.2"
"101311","311","311010","0","0","0.5","杏奈美眉杏奈美眉！\n年菜看起來好好吃哦！\n來，開吃吧！！","0","11","6","0"
"311010","311","311011","","","","","","91","",""
"101311","311","311012","","","","nop_idle_joy_normal","","3","1","0.2"
