35a8d3b0a5430ea9fe42a97b53b68b412704689868f8832936373faa961ab6d8,6186116d12eeb0bb5127350a99fe474364555102ca098646228ee4994b226b50,0fbe5142fbe01f336e685b28d63d78d3cdaa501340c2f157d7452d4d88f74c47,c3205e71cfcc24a45fa47b63b26758ef27e72464e4c054a8d9dd5d69b1d32f73,1165d6ed7b383496685c1d3898c5801e16b802a690ddf51ed6139cf0fd6c880b,0110a87d4904166a970b287da6b15a4f0fe691eeafd8192591b246c048a7fad3,9b19ef9b59f6018a9033e85e3c1157eb022366b9afe7373ee8455ea4c0ac4f56,e44af253208f3cf9c55244a4dbedf760c9278ffbad0d9de0be486b56c1ee6911,87a938cb822468b7ba38c7c268adbdd627e68b32bb0d5a45f3d9cd6bc95244c1,4363d43bf62387276642f07aa0e1130297d4c649d473d68a1d763b873dca7f11,1c72394a537480273a4c6d8d9d62b888466586fa6263ca2ce8a36c418829b5b1,7e3f756f0f16f69736ee339734306a33026a2403f6ba7ecfc30eca35ffa18277,2192c93fd1e43fe4e3efea1dc143003575f9af5b549ac9e62c830084a36563ca,a092e1dd7f5a8568b3ffc6a5f502e8e4ef56cd0a1d9794fbac7c610c12fef99b,a3af7e3b0a056f945b385d9b98e1fa0b0da9fc09ee952bd9c5f9fbf3c8f37e0c,32b67bc29e490d38a5ec0f8f45b820a0a1339fa56d2ee6ccc30c7244353a68eb,f9169454b0814c3f76317723554d580cc62f298508627ef246d7e40fc9a4f764,6115e491730b19533a480621ce485bbf9921e66ae5f174a3747a1db8b8614a08,96fce7708bd0ec422db2c5ed7c7a78c089b089e4df14a0fbe5653e3a9656eca0,0538981fc2f1aa003d2572e3a11902bea51d30ef5405a06941113a960b5d050f,8dbb805aafefd06d367cfcb5f705828ba14dfd7bbfd78a049403a3c258c6d3b2
"0","100","2160","1","1","0","0","3","100401202","1","0","3","0","1","使一名敵人陷入黑暗狀態","0","80","0","造成黑暗的成功Lv+1","12","10"
"0","0","2160","1","1","0","0","3","100401203","1","0","3","0","1","","0","1","0","","7","0"
"0","5","200","99","1","0","0","2","100401204","1","180","1","1","0","使範圍內敵人的物理攻擊力降低{0}","5","11","0","物理攻擊力降低+{0}","10","1"
"0","2","0","0","1","0","0","0","100450101","0","1","0","0","0","提升自身{0}的物理防禦力","2","3","0","物理防禦力提升+{0}","90","1"
"0","2","0","0","1","0","0","0","100451101","0","1","0","0","0","提升自身{0}的物理防禦力","2","3","0","物理防禦力提升+{0}","90","1"
"0","0","0","0","1","0","0","0","100451102","0","1","0","0","0","提升自身{0}的物理攻擊力","225","2","0","","90","1"
"0","0","2160","1","1","0","0","1","100500101","1","0","3","0","2","","0","3","0","","2","100"
"0","0","2160","1","1","0","0","1","100500102","1","0","3","0","2","","0","1","0","","7","100"
"0","2.4","300","99","1","0","0","2","100500103","1","0","3","0","0","對範圍內的敵人造成{0}的物理傷害","30","1","0","物理傷害+{0}","1","30"
"0","0.27","300","99","1","0","0","2","100500201","1","0","3","0","0","對範圍內的敵人造成{0}的物理傷害","3.4","1","0","物理傷害+{0}","1","3.4"
"0","2","300","99","1","0","0","2","100500202","1","0","3","0","0","使範圍內的敵人一段時間內無法行動","0","7","0","造成暈眩的成功Lv+1","8","0"
"0","0.8","300","99","1","0","0","2","100500301","1","0","3","0","0","對範圍內的敵人造成{0}的物理傷害","10","1","0","物理傷害+{0}","1","10"
"0","0","2160","1","1","0","0","1","100501101","1","0","3","0","2","","0","3","0","","2","100"
"0","0","2160","1","1","0","0","1","100501102","1","0","3","0","2","","0","1","0","","7","100"
"0","2.4","450","99","1","0","0","2","100501103","1","0","3","0","0","對範圍內的敵人造成{0}的物理傷害","30","1","0","物理傷害+{0}","1","30"
"0","0","0","1","1","0","0","1","100501104","2","0","7","3","0","","0.00005","100501103","0","","26","1"
"0","0","0","1","1","0","0","1","100501105","2","0","7","1","0","","1","100501106","0","","26","1"
"0","18","0","1","1","0","0","1","100501106","2","0","7","0","0","展開{0}傷害比例的物理魔法無效屏障","45","5","0","無效傷害量+{0}","6","45"
"0","0.54","300","99","1","0","0","2","100501201","1","0","3","0","0","對範圍內的敵人造成{0}的物理傷害","3.4","1","0","物理傷害+{0}","1","3.4"
"0","2","300","99","1","0","0","2","100501202","1","0","3","0","0","使範圍內的敵人一段時間內無法行動","0","7","0","造成暈眩的成功Lv+1","8","0"
"0","2.24","0","1","1","0","0","1","100501203","2","12","7","1","0","提升自身{0}的物理防禦力","2.24","20","0","物理防禦力提升+{0}","10","1"
"0","2.24","0","1","1","0","0","1","100501204","2","12","7","1","0","提升自身{0}的魔法防禦力","2.24","40","0","魔法防禦力提升+{0}","10","1"
"0","15","0","0","1","0","0","0","100550101","0","1","0","0","0","提升自身{0}的物理攻擊力","15","2","0","物理攻擊力提升+{0}","90","1"
"0","15","0","0","1","0","0","0","100551101","0","1","0","0","0","提升自身{0}的物理攻擊力","15","2","0","物理攻擊力提升+{0}","90","1"
"0","0","0","0","1","0","0","0","100551102","0","1","0","0","0","提升自身{0}的物理防禦力","30","3","0","","90","1"
"0","1","2160","99","1","0","0","3","100600101","2","0","3","0","0","","4","0","0","","32","4"
"0","4.5","2160","99","1","0","0","3","100600102","2","18","3","1","0","提升我方全體{0}的魔法攻擊力","4.5","30","0","魔法攻擊力提升+{0}","10","1"
"0","1.6","-1","1","1","0","0","1","100600201","1","0","3","0","0","對敵方單體造成{0}的魔法傷害","20","2","0","魔法傷害+{0}","1","20"
"0","1","-1","1","1","0","1","1","100600301","1","12","3","1","0","降低敵方單體{0}的魔法防禦力","1","41","0","魔法防禦力降低+{0}","10","1"
"0","1","2160","99","1","0","0","3","100601101","2","0","3","0","0","","4","0","0","","32","4"
"0","24","2160","99","1","0","0","3","100601102","2","18","3","1","0","提升我方全體{0}的魔法攻擊力","24","30","0","魔法攻擊力提升+{0}","10","1"
"0","0","2160","99","1","0","0","3","100601103","2","18","3","1","0","使全體夥伴的魔法暴擊提升{0}","100","70","0","","10","1"
"0","0.66","2160","99","1","0","0","3","100601104","1","18","3","1","0","使全體敵人的魔法防禦力下降{0}","0.66","41","0","魔法防禦力降低+{0}","10","1"
"0","2","-1","1","1","0","0","1","100601201","1","0","3","0","0","對敵方單體造成{0}的魔法傷害","25","2","0","魔法傷害+{0}","1","25"
"0","0.2","-1","1","1","0","1","1","100601202","1","12","3","1","0","降低敵方單體{0}的魔法防禦力","0.2","41","0","魔法防禦力降低+{0}","10","1"
"0","2","-1","1","1","0","0","1","100610101","1","0","3","0","0","對敵方單體造成{0}的魔法傷害","25","2","0","魔法傷害+{0}","1","25"
"0","1.25","550","99","1","0","0","1","100610201","1","0","3","0","0","對敵方單體造成{0}的魔法傷害","15","2","0","魔法傷害+{0}","1","15"
"0","1","2160","99","1","0","0","3","100620101","2","0","3","0","0","","0","0","0","","32","1204"
"0","8.5","2160","99","1","0","0","3","100620102","2","18","3","1","0","提升我方全體{0}的魔法攻擊力","-1195.5","30","0","魔法攻擊力提升+{0}","10","1"
"0","1","2160","99","1","0","0","3","100621101","2","0","3","0","0","","0","0","0","","32","1204"
"0","28","2160","99","1","0","0","3","100621102","2","18","3","1","0","提升我方全體{0}的魔法攻擊力","-1172","30","0","魔法攻擊力提升+{0}","10","1"
"0","0","2160","99","1","0","0","3","100621103","2","18","3","1","0","使全體夥伴的魔法暴擊提升{0}","100","70","0","","10","1"
"0","0.66","2160","99","1","0","0","3","100621104","1","18","3","1","0","使全體敵人的魔法防禦力下降{0}","0.66","41","0","魔法防禦力降低+{0}","10","1"
"0","15","0","0","1","0","0","0","100650101","0","1","0","0","0","提升自身{0}的魔法攻擊力","15","4","0","魔法攻擊力提升+{0}","90","1"
"0","15","0","0","1","0","0","0","100651101","0","1","0","0","0","提升自身{0}的魔法攻擊力","240","4","0","魔法攻擊力提升+{0}","90","1"
"0","3.6","-1","1","1","0","0","1","100700101","1","0","3","0","0","對敵方單體造成{0}的物理傷害","45","1","0","物理傷害+{0}","1","45"
"0","12","0","1","1","0","0","3","100700102","2","1","7","0","0","回復自身{0}的HP","12","1","0","HP回復量+{0}","4","1"
"0","0","0","1","1","0","0","1","100700201","2","0","7","0","0","一段時間內成為無敵狀態","0.01","1","0","無敵時間+0.01秒","21","3"
"0","2.4","0","1","1","0","0","0","100700202","0","0","7","100700203","0","","0","1","0","","18","0"
"0","0","0","1","1","0","0","1","100700203","2","0","7","0","0","","0","1","0","","21","0"
"0","7.5","0","1","1","0","0","1","100700301","2","1","7","0","0","回復自身{0}的HP","7.5","1","0","HP回復量+{0}","4","1"
"0","4.8","-1","1","1","0","0","1","100701101","1","0","3","0","0","對敵方單體造成{0}的物理傷害","60","1","0","物理傷害+{0}","1","60"
"0","12","0","1","1","0","0","3","100701102","2","1","7","0","0","回復自身{0}的HP","12","1","0","HP回復量+{0}","4","1"
"0","0.1","0","1","1","0","1","2","100701103","2","180","7","1","0","使自己的迴避提高{0}  ","0.1","50","0","迴避上升+{0}","10","1"
"0","0","0","1","1","0","0","1","100701201","2","0","7","0","0","一段時間內成為無敵狀態","0.01","1","0","無敵時間+0.01秒","21","3"
"0","2.4","0","1","1","0","0","0","100701202","0","0","7","100701203","0","","0","1","0","","18","0"
"0","0","0","1","1","0","0","1","100701203","2","0","7","0","0","","0","1","0","","21","0"
"0","0.1","0","1","1","0","1","2","100701204","2","12","7","1","0","使自己的迴避提高{0}  ","0.1","50","0","迴避上升+{0}","10","1"
"0","1.2","0","1","1","0","1","2","100701205","2","12","7","1","0","提升自身{0}的物理防禦力","1.2","20","0","物理防禦力提升+{0}","10","1"
"0","0","0","1","1","0","0","1","100720201","2","0","7","0","0","一段時間內成為無敵狀態","0","1","0","","21","6"
"0","2.4","0","1","1","0","0","0","100720202","0","0","7","100720203","0","","0","1","0","","18","0"
"0","0","0","1","1","0","0","1","100720203","2","0","7","0","0","","0","1","0","","21","0"
"0","0.2","0","1","1","0","1","2","100720204","2","12","7","1","0","提升自身{0}的物理防禦力","-60","20","0","物理防禦力提升+{0}","10","1"
"0","5.2","-1","1","1","0","0","1","100721101","1","0","3","0","0","對敵方單體造成{0}的物理傷害","60","1","0","物理傷害+{0}","1","60"
"0","12","0","1","1","0","0","3","100721102","2","1","7","0","0","回復自身{0}的HP","12","1","0","HP回復量+{0}","4","1"
"0","0","0","1","1","0","1","2","100721103","2","180","7","1","0","使自己的迴避提高{0}  ","30.1","50","0","","10","1"
"0","0","0","1","1","0","0","1","100721201","2","0","7","0","0","一段時間內成為無敵狀態","0","1","0","","21","6"
"0","2.4","0","1","1","0","0","0","100721202","0","0","7","100721203","0","","0","1","0","","18","0"
"0","0","0","1","1","0","0","1","100721203","2","0","7","0","0","","0","1","0","","21","0"
"0","0","0","1","1","0","1","2","100721204","2","12","7","1","0","使自己的迴避提高{0}  ","30.1","50","0","","10","1"
"0","1.4","0","1","1","0","1","2","100721205","2","12","7","1","0","提升自身{0}的物理防禦力","-58.8","20","0","物理防禦力提升+{0}","10","1"
"0","2","0","0","1","0","0","0","100750101","0","1","0","0","0","提升自身{0}的物理防禦力","2","3","0","物理防禦力提升+{0}","90","1"
"0","2","0","0","1","0","0","0","100751101","0","1","0","0","0","提升自身{0}的物理防禦力","32","3","0","物理防禦力提升+{0}","90","1"
"0","0.405","2160","99","1","0","0","3","100800101","1","0","3","0","0","對敵方全體造成{0}的魔法傷害","4.5","2","0","魔法傷害+{0}","1","4.5"
"0","0.345","2160","99","1","0","1","3","100800102","1","18","3","1","0","降低敵方全體{0}的物理防禦力","0.345","21","0","物理防禦力降低+{0}","10","1"
"0","1.2","2160","1","1","0","0","3","100800201","1","0","3","0","1","對敵方單體造成{0}的魔法傷害","15","2","0","魔法傷害+{0}","1","15"
"0","100","2160","1","1","0","0","3","100800202","1","0","1","0","0","使一名敵人陷入黑暗狀態","0","40","0","造成黑暗的成功Lv+1","12","8"
"0","0","2160","1","1","0","0","3","100800301","2","0","12","0","0","回復我方單體{0}的TP","2.5","1","0","TP回復量+{0}","16","75"
"0","1.62","2160","99","1","0","0","3","100801101","1","0","3","1","0","對敵方全體造成{0}防禦力較低者可防禦的魔法傷害","20.25","2","0","魔法傷害+{0}","1","20.25"
"0","0.7","2160","99","1","0","1","3","100801102","1","18","3","1","0","降低敵方全體{0}的物理防禦力","0.7","21","0","物理防禦力降低+{0}","10","1"
"0","100","2160","99","1","0","0","3","100801103","1","0","3","0","0","魅惑全體敵人","0","0","0","造成魅惑的成功Lv+1","11","4"
"0","1.2","2160","1","1","0","0","3","100801201","1","0","3","0","1","對敵方單體造成{0}的魔法傷害","15","2","0","魔法傷害+{0}","1","15"
"0","100","2160","1","1","0","0","3","100801202","1","0","3","0","1","使一名敵人陷入黑暗狀態","0","40","0","造成黑暗的成功Lv+1","12","8"
"0","100","2160","1","1","0","0","3","100801203","1","0","3","0","1","誘惑敵單體","0","0","0","造成魅惑的成功Lv+1","11","8"
"0","0","2160","1","1","0","0","3","100820301","2","0","12","0","0","回復我方單體{0}的TP","0","1","0","","16","725"
"0","8","2160","0","1","0","0","3","100820302","2","12","1","1","0","讓一名同伴的物理攻擊力提升{0}","-2080","10","0","物理攻擊力提升+{0}","10","1"
"0","15","0","0","1","0","0","0","100850101","0","1","0","0","0","提升自身{0}的魔法攻擊力","15","4","0","魔法攻擊力提升+{0}","90","1"
"0","15","0","0","1","0","0","0","100851101","0","1","0","0","0","提升自身{0}的魔法攻擊力","15","4","0","魔法攻擊力提升+{0}","90","1"
"0","0","0","0","1","0","0","0","100851102","0","1","0","0","0","提升自身{0}的物理防禦力","30","3","0","","90","1"
"0","1.44","2160","99","1","0","0","3","100900101","1","0","3","0","0","對敵方全體造成{0}的魔法傷害","18","2","0","魔法傷害+{0}","1","18"
"0","0","0","1","1","0","2","1","100900102","2","99","7","1","0","將自身的物理防禦力降為0","100","21","0","","10","2"
"0","0","0","1","1","0","2","1","100900103","2","99","7","1","0","將自身的魔法防禦力降為0","100","41","0","","10","2"
"0","1.2","-1","1","1","0","0","1","100900201","1","0","3","0","0","對敵方單體造成{0}的魔法傷害","20","2","0","魔法傷害+{0}","1","20"
"0","10","0","1","1","1","0","3","100900301","2","0","7","0","0","","0","3","0","","17","100"
"0","2","600","99","1","0","0","2","100900302","1","0","3","0","0","對範圍內的敵人造成{0}的魔法傷害","25","2","0","魔法傷害+{0}","1","25"
"0","0","0","1","1","0","0","3","100900303","2","0","7","0","0","","0","0","0","","30","0"
"0","0","0","1","1","0","0","3","100900304","2","0","7","0","0","","0","1","0","","21","1.9"
"0","50","0","1","1","0","1","1","100901101","2","8","7","1","0","提升自身{0}的魔法攻擊力","50","30","0","魔法攻擊力提升+{0}","10","1"
"0","6.5","2160","99","1","0","0","3","100901102","1","0","3","0","0","對敵方全體造成{0}的魔法傷害","81.25","2","0","魔法傷害+{0}","1","81.25"
"0","0","0","1","1","0","2","1","100901103","2","99","7","1","0","降低自身初期數值100％的物理防禦力","100","21","0","","10","2"
"0","0","0","1","1","0","2","1","100901104","2","99","7","1","0","降低自身初期數值100％的魔法防禦力","100","41","0","","10","2"
"0","1.6","-1","1","1","0","0","1","100901201","1","0","3","0","0","對敵方單體造成{0}的魔法傷害","20","2","0","魔法傷害+{0}","1","20"
"0","0.6","2160","99","1","0","1","3","100901202","2","12","3","1","0","降低敵方單體{0}的魔法防禦力","0.6","41","0","魔法防禦力降低+{0}","10","1"
"0","15","0","1","1","0","0","0","100950101","0","1","0","0","0","提升自身{0}的魔法攻擊力","15","4","0","魔法攻擊力提升+{0}","90","1"
"0","15","0","0","1","0","0","0","100951101","0","1","0","0","0","提升自身{0}的魔法攻擊力","240","4","0","魔法攻擊力提升+{0}","90","1"
"0","15","2160","99","1","0","0","3","101000101","2","18","3","1","0","提升我方全體{0}的魔法攻擊力","15","30","0","魔法攻擊力提升+{0}","10","1"
"0","0.6","2160","99","1","0","0","3","101000102","2","18","3","1","0","提升我方全體{0}的物理防禦力","0.6","20","0","物理防禦力提升+{0}","10","1"
"0","0","2160","99","1","0","0","3","101000103","2","18","3","1","0","使我方全體固定恢復{0}TP","0","4","0","","16","50"
"0","7.5","2160","1","1","0","0","2","101000201","2","1","5","0","0","回復我方單體{0}的HP","7.5","2","0","HP回復量+{0}","4","1"
"0","100","2160","1","1","0","0","1","101000301","1","0","3","0","1","使一名敵人陷入黑暗狀態","0","40","0","造成黑暗的成功Lv+1","12","8"
"0","30","2160","99","1","0","0","3","101001101","2","18","3","1","0","提升我方全體{0}的魔法攻擊力","30","30","0","魔法攻擊力提升+{0}","10","1"
"0","0","2160","99","1","0","0","3","101001102","2","18","3","1","0","使全體夥伴的魔法暴擊提升{0}","100","70","0","","10","1"
"0","0","2160","99","1","0","0","3","101001103","2","18","3","1","0","提升我方全體魔法攻擊暴擊時5％的傷害","5","120","0","","10","1"
"0","1.1","2160","99","1","0","0","3","101001104","2","18","3","1","0","提升我方全體{0}的物理防禦力","1.1","20","0","物理防禦力提升+{0}","10","1"
"0","0","2160","99","1","0","0","3","101001105","2","0","3","1","0","使我方全體固定恢復{0}TP","0","4","0","","16","120"
"0","0","2160","99","1","10","0","3","101001106","2","0","3","2","0","每秒恢復 10 TP","0","1","0","","48","10"
"0","8.5","2160","1","1","0","0","3","101001201","2","1.2","5","0","0","回復我方單體{0}的HP","8.5","2","0","HP回復量+{0}","4","1"
"0","1","2160","1","1","0","1","3","101001202","2","12","5","1","0","讓一名夥伴的物理防禦力提升{0}","1","20","0","物理防禦力提升+{0}","10","1"
"0","0.08","2160","1","1","8.5","0","2","101001203","2","0","5","1","0","每秒回復{0}的HP","0.5","2","0","回復量+{0}","48","0.5"
"0","2","0","0","1","0","0","0","101050101","0","1","0","0","0","提升自身{0}的物理防禦力","2","3","0","物理防禦力提升+{0}","90","1"
"0","2","0","0","1","0","0","0","101051101","0","1","0","0","0","提升自身{0}的物理防禦力","2","3","0","物理防禦力提升+{0}","90","1"
"0","0","0","0","1","0","0","0","101051102","0","1","0","0","0","提升自身{0}的魔法攻擊力","225","4","0","","90","1"
"0","1.62","1150","99","1","0","0","1","101100101","1","0","3","0","0","對範圍內的敵人造成{0}的物理傷害","20.4","1","0","物理傷害+{0}","1","20.4"
"0","0","0","1","1","0","1","1","101100201","2","99","7","1","0","自身物理暴擊提升{0}","45","60","0","","10","1"
"0","15","0","1","1","0","1","1","101100202","2","12","7","1","0","提升自身{0}的物理攻擊力","15","10","0","物理攻擊力提升+{0}","10","1"
"0","1.6","-1","1","1","0","0","1","101100301","1","0","3","0","0","對敵方單體造成{0}的物理傷害","20","1","0","物理傷害+{0}","1","20"
