a3f308b748b2f895ee45224c4f5885f8aea14ad2146febdc7079ee2d46b9fe33,cdc40779c8320d8899aa7cc53602a7e3eb9f4481bc34e69d37f6cfeda1c6fdbd,bf2cac36760e98c04c36919992739bc1829e488c24b10831c6e0d09d46523783,6a819c555274fc5ddd57707770811e6fce3ac3fae1735833c1168ea0d66dc926,34579728180552c3214e7df03c6cd0de667da3d13c2033f39761fbb5c9371673,cc1bf6b715805e2f7d516a62af727ebbad68d6945a5f1cf0f528df0e973a65f0,ee53d287fb2c5c4f6a4a32118dbfbe2a075db0e476107eec86344c5c2b57b636,6faeaa38bb96193c7ce5dd10a4219c182c2769fe1f5a5fe3ffd37db720f65d99,1a2eae7e2f7c29ca746ef10ea7672c41312307bac803e76cd7b69ffc9c9a31cd,28e7202d11d1291fc77eea44b544ff05c2004640bd7cb00b083fd89c784fe958,23b0517f17c505a8523ed2115ec2728057f4360a4abd19d52984adaa67323901,24477423c118885b91a26831b71ee8b2a13dbdd8688079d5c81c150cb9c178d2,c2673082fdd742eada6850d97109d015d92cde2889aa54d586463985e2d7b998,70f8e75d021611db4f473379b66df461ead5021c522e490e53ef154e9eac1187,cf39c8faf42261057cf2a2fa6391b82323c1868e81417b59fad08a11fa941215,ff71f93d8e08a9b3a71b2fdd33a18e464e969aff81ad05a48d2a98c7cc0b8cf7,04e3f90942e6c6333f576d450d8b05cba83c371d447aa70165535db890f49061,ac6b131bca7956de172a19e1aaba792f228f0b752fd8b2589f0d2be119819220,520ad71b31347ba2e9f2b9d08d3dd95d81e57a7574ee0b4d376458ad71f5aa1d,5cd4c5705ea738c543075e9d82156bf3fb24a297adbd07547de90e819cf7106f,3a7ff5153c606d20d321ae38baa7600591ebb7eca9a29498365a4ac459d6b679,5bdf2bb83ccee9eb8c6643d3535ab4aa4d6dabba5962116a16f1e6af568650b1
"100","1.3","4","0","bgm_M64","1","1.3","1","10080104","101161","150","-30","101291","0","0","200","4","0.9","0","1","1008","-110"
"45","1.45","5","-20","bgm_M55","1","1.3","1","10080105","101162","490","-30","101292","30","30","230","5","1.1","15","1","1008","-15"
"250","0.8","1","0","bgm_M64","1","0.7","1","10090101","101161","-480","-30","101301","10","-30","210","1","0.6","0","1","1009","-120"
"120","1.2","2","0","bgm_M64","1","1","1","10090102","101161","-260","-30","101301","10","0","200","2","0.75","0","1","1009","-120"
"100","2.3","3","-15","bgm_M64","1","2.2","1","10090103","101161","-50","-30","101301","0","-10","200","3","1.55","0","1","1009","100"
"100","1.3","4","0","bgm_M64","1","1.3","1","10090104","101161","180","-30","101301","0","0","200","4","1","15","1","1009","-100"
"200","1.2","5","-20","bgm_M55","1","1.1","1","10090105","101162","470","-30","101302","10","-30","270","5","1","-15","1","1009","-55"
"170","1","1","0","bgm_M64","1","0.9","1","10100101","101161","-450","-30","101441","10","-30","210","1","0.575","-25","1","1010","-130"
"120","1.2","2","0","bgm_M64","1","1","1","10100102","101161","-250","-30","101441","10","0","200","2","0.75","0","1","1010","-120"
"100","1.1","3","-15","bgm_M64","1","1","1","10100103","101161","-10","-30","101441","0","-10","200","3","0.8","0","1","1010","50"
"0","1.3","4","0","bgm_M64","1","1","1","10100104","101161","180","-30","101441","0","0","200","4","0.9","-30","1","1010","-100"
"200","1.2","5","-20","bgm_M55","1","1.1","1","10100105","101162","470","-30","101442","10","-30","270","5","0.95","-35","1","1010","-70"
"170","1","1","0","bgm_M64","1","0.9","1","10110101","101451","-450","-30","101451","10","-30","210","1","0.575","-25","1","1011","-130"
"120","1.2","2","0","bgm_M64","1","1","1","10110102","101451","-250","-30","101451","10","0","200","2","0.75","0","1","1011","-120"
"100","1.4","3","-15","bgm_M64","1","1","1","10110103","101451","-20","-30","101451","0","-10","200","3","0.9","-30","1","1011","50"
"100","0.9","4","0","bgm_M64","1","0.8","1","10110104","101451","200","-30","101451","0","0","220","4","0.65","20","1","1011","-100"
"200","1.55","5","0","bgm_M55","1","1.4","1","10110105","101452","510","-30","101452","0","-50","290","5","1.25","-35","1","1011","-70"
"170","1","1","0","bgm_M64","1","0.9","1","10120101","101451","-450","-30","101561","10","-30","210","1","0.575","-25","1","1012","-130"
"120","1.2","2","0","bgm_M64","1","1","1","10120102","101451","-240","-30","101561","0","0","240","2","0.9","0","1","1012","-120"
"100","0.9","3","-5","bgm_M64","1","0.8","1","10120103","101451","-30","-30","101561","5","-10","200","3","0.6","0","1","1012","60"
"100","1.5","4","0","bgm_M64","1","1.2","1","10120104","101451","180","-30","101561","0","0","200","4","0.9","-30","1","1012","-100"
"400","1.55","5","0","bgm_M55","1","1.35","1","10120105","101452","460","-30","101562","0","-50","290","5","1.25","-60","1","1012","-70"
"250","0.8","1","0","bgm_M64","1","0.7","1","10130101","101001","-480","-30","101001","10","-30","210","1","0.6","0","1","1013","-120"
"0","1.2","2","0","bgm_M64","1","1","1","10130102","101001","-260","-30","101001","10","0","200","2","0.75","0","1","1013","-120"
"100","1.1","3","-13","bgm_M64","1","1","1","10130103","101001","-40","-30","101001","0","-10","200","3","0.7","0","1","1013","0"
"0","1.2","4","0","bgm_M64","1","1","1","10130104","101001","240","-30","101001","0","0","200","4","0.7","0","1","1013","-50"
"200","1.3","5","0","bgm_M55","1","1","1","10130105","101011","480","-30","101011","0","0","250","5","1.2","0","1","1013","-40"
"170","1","1","0","bgm_M64","1","0.9","1","10140101","101041","-450","-30","101041","10","-30","210","1","0.575","-25","1","1014","-130"
"120","1.2","2","0","bgm_M64","1","1","1","10140102","101041","-250","-30","101041","10","0","200","2","0.75","0","1","1014","-120"
"100","2.3","3","-15","bgm_M64","1","2.2","1","10140103","101041","-50","-30","101041","0","-10","200","3","1.55","0","1","1014","100"
"0","1","4","0","bgm_M64","1","1","1","10140104","101041","190","-30","101041","0","0","200","4","0.7","0","1","1014","-70"
"200","1.8","5","0","bgm_M55","1","1.6","1","10140105","101042","440","-30","101042","0","0","250","5","1.4","0","1","1014","0"
"250","0.8","1","0","bgm_M64","1","0.7","1","10150101","101161","-470","-30","101041","10","-30","210","1","0.6","0","1","1015","-125"
"120","1.2","2","0","bgm_M64","1","1","1","10150102","101161","-210","-30","101041","10","0","200","2","0.75","0","1","1015","-95"
"100","1.4","3","-15","bgm_M64","1","1","1","10150103","101161","50","-30","101041","0","-10","200","3","0.9","-30","1","1015","-120"
"150","1","4","0","bgm_M64","1","1","1","10150104","101162","195","-30","101041","0","0","200","4","0.7","43","1","1015","35"
"150","1.8","5","0","bgm_M55","1","1.35","1","10150105","101161","450","-30","101042","0","0","210","5","1.1","-50","1","1015","-55"
"250","0.8","1","0","bgm_M64","1","0.85","1","10160101","101451","-480","-30","101161","10","0","210","1","0.6","0","1","1016","-120"
"0","1.2","2","0","bgm_M64","1","1.1","1","10160102","101451","-260","-30","101161","10","0","200","2","0.75","0","1","1016","-100"
"100","1.1","3","-15","bgm_M64","1","1","1","10160103","101451","-10","-30","101161","0","-10","200","3","0.8","0","1","1016","65"
"0","1","4","0","bgm_M64","1","0.85","1","10160104","101451","190","-30","101161","0","0","200","4","0.8","0","1","1016","-110"
"270","1.15","5","0","bgm_M55","1","1","1","10160105","101452","485","-30","101162","-10","-45","280","5","0.9","-50","1","1016","-70"
"250","0.8","1","0","bgm_M64","1","0.7","1","10170101","101171","-480","-30","101171","10","-30","210","1","0.6","0","1","1017","-120"
"0","1","2","0","bgm_M64","1","0.7","1","10170102","101171","-260","-30","101171","10","0","240","2","0.6","0","1","1017","-120"
"0","1.4","3","-15","bgm_M64","1","1","1","10170103","101171","-10","-30","101171","0","-10","200","3","0.9","-30","1","1017","65"
"100","1.3","4","0","bgm_M64","1","1","1","10170104","101171","190","-30","101171","0","0","200","4","0.9","-30","1","1017","-110"
"270","1.45","5","-20","bgm_M55","1","1","1","10170105","101172","475","-30","101172","10","0","250","5","1","-50","1","1017","-30"
"100","0.8","1","0","bgm_M64","1","0.7","1","10180101","101171","-480","-30","101191","10","-30","210","1","0.6","0","1","1018","-120"
"100","1.2","2","0","bgm_M64","1","1","1","10180102","101171","-260","-30","101191","10","0","200","2","0.75","0","1","1018","-100"
"100","0.9","3","-5","bgm_M64","1","0.8","1","10180103","101171","-10","-30","101191","5","-10","200","3","0.6","0","1","1018","65"
"100","1.2","4","-30","bgm_M64","1","1","1","10180104","101171","190","-30","101191","0","0","200","4","0.9","0","1","1018","-110"
"100","1.3","5","0","bgm_M55","1","1","1","10180105","101172","485","-30","101192","-10","-45","280","5","1.1","-50","1","1018","-70"
"100","0.8","1","0","bgm_M64","1","0.85","1","10190101","101161","-480","-30","101201","10","0","210","1","0.6","0","1","1019","-120"
"100","1.2","2","0","bgm_M64","1","1.1","1","10190102","101161","-260","-30","101201","10","0","240","2","0.75","0","1","1019","-120"
"100","1.1","3","-15","bgm_M64","1","1","1","10190103","101161","-10","-30","101201","0","-10","200","3","0.8","0","1","1019","65"
"100","1","4","0","bgm_M64","1","1","1","10190104","101161","190","-30","101201","0","0","200","4","0.7","43","1","1019","-110"
"100","1.45","5","-20","bgm_M55","1","1","1","10190105","101162","475","-30","101202","10","-45","250","5","1","-50","1","1019","-30"
"100","0.8","1","0","bgm_M64","1","0.85","1","10200101","101161","-480","-30","101291","10","0","210","1","0.6","0","1","1020","-120"
"100","1.2","2","0","bgm_M64","1","1.1","1","10200102","101161","-260","-30","101291","10","0","240","2","0.75","0","1","1020","-120"
"100","1.1","3","-15","bgm_M64","1","1","1","10200103","101161","-40","-30","101291","0","-10","200","3","0.8","0","1","1020","65"
"100","1.5","4","0","bgm_M64","1","1","1","10200104","101161","150","-30","101291","0","0","200","4","0.8","-30","1","1020","-110"
"100","1.45","5","-20","bgm_M55","1","1","1","10200105","101162","490","-30","101292","30","30","230","5","1.1","15","1","1020","-15"
"100","0.8","1","0","bgm_M64","1","0.7","1","10210101","101161","-480","-30","101301","10","-30","210","1","0.58","0","1","1021","-120"
"100","1.2","2","0","bgm_M64","1","1","1","10210102","101161","-260","-30","101301","10","0","200","2","0.9","0","1","1021","-120"
"100","1.4","3","0","bgm_M64","1","1","1","10210103","101161","-50","-30","101301","-10","-10","200","3","0.93","-30","1","1021","100"
"100","1.3","4","0","bgm_M64","1","1.3","1","10210104","101161","180","-30","101301","0","0","200","4","0.9","15","1","1021","-100"
"100","1.2","5","-20","bgm_M55","1","1.1","1","10210105","101162","470","-30","101302","10","-30","270","5","1","-15","1","1021","-55"
"100","0.8","1","0","bgm_M64","1","0.85","1","10220101","101161","-450","-30","101441","10","0","210","1","0.575","0","1","1022","-130"
"100","1.2","2","0","bgm_M64","1","1.1","1","10220102","101161","-250","-30","101441","10","0","200","2","0.75","0","1","1022","-120"
"100","1.2","3","-15","bgm_M64","1","1.1","1","10220103","101161","-10","-30","101441","0","-10","200","3","0.8","0","1","1022","50"
"100","1.3","4","0","bgm_M64","1","1.3","1","10220104","101161","180","-30","101441","0","0","200","4","0.9","15","1","1022","-100"
"100","1.2","5","-20","bgm_M55","1","1.1","1","10220105","101162","470","-30","101442","10","-30","230","5","0.95","-35","1","1022","-70"
"100","0.8","1","0","bgm_M64","1","0.7","1","10230101","101451","-450","-30","101451","10","-30","210","1","0.58","0","1","1023","-130"
"100","1.2","2","0","bgm_M64","1","1","1","10230102","101451","-250","-30","101451","10","0","200","2","0.9","0","1","1023","-120"
"100","1.4","3","-15","bgm_M64","1","1","1","10230103","101451","-20","-30","101451","0","-10","200","3","0.9","-30","1","1023","50"
"100","1","4","0","bgm_M64","1","0.85","1","10230104","101451","200","-30","101451","0","0","200","4","0.8","0","1","1023","-100"
"100","1.55","5","0","bgm_M55","1","1.4","1","10230105","101452","510","-30","101452","0","-50","290","5","1.25","-35","1","1023","-70"
"100","0.8","1","0","bgm_M64","1","0.7","1","10240101","101451","-450","-30","101561","10","-30","210","1","0.58","0","1","1024","-130"
"100","1.2","2","0","bgm_M64","1","1.1","1","10240102","101451","-240","-30","101561","0","0","240","2","0.75","0","1","1024","-120"
"100","1.1","3","-5","bgm_M64","1","1","1","10240103","101451","-30","-30","101561","5","-10","200","3","0.65","0","1","1024","60"
"100","1.2","4","0","bgm_M64","1","1","1","10240104","101451","180","-30","101561","0","0","200","4","0.7","0","1","1024","-100"
"400","1.55","5","0","bgm_M55","1","1.35","1","10240105","101452","460","-30","101562","0","-50","290","5","1.25","-60","1","1024","-70"
"100","0.8","1","0","bgm_M64","1","0.7","1","10250101","101451","-480","-30","101001","10","-30","210","1","0.58","0","1","1025","-120"
"100","1.2","2","0","bgm_M64","1","1.1","1","10250102","101451","-260","-30","101001","10","0","200","2","0.75","0","1","1025","-120"
"100","0.9","3","-13","bgm_M64","1","0.8","1","10250103","101451","-40","-30","101001","0","-10","200","3","0.6","0","1","1025","0"
"100","1.5","4","0","bgm_M64","1","1","1","10250104","101451","240","-30","101001","0","0","200","4","0.8","-30","1","1025","-50"
"100","1.3","5","0","bgm_M55","1","1","1","10250105","101452","480","-30","101011","0","0","250","5","1.2","0","1","1025","-40"
"170","1","1","0","bgm_M64","1","0.9","1","10260101","101021","-450","-30","101021","10","-30","210","1","0.575","-25","1","1026","-130"
"120","1.2","2","0","bgm_M64","1","1","1","10260102","101021","-250","-30","101021","10","0","200","2","0.75","0","1","1026","-120"
"100","2.3","3","-15","bgm_M64","1","2.2","1","10260103","101021","-50","-30","101021","0","-10","200","3","1.55","0","1","1026","100"
"150","1","4","0","bgm_M64","1","1","1","10260104","101021","190","-30","101021","0","0","200","4","0.7","43","1","1026","-70"
"200","1.8","5","0","bgm_M55","1","1.6","1","10260105","101031","440","-30","101031","0","0","220","5","1.4","0","1","1026","0"
"250","0.8","1","0","bgm_M64","1","0.7","1","10270101","101161","-470","-30","101041","10","-30","210","1","0.6","0","1","1027","-125"
"120","1.2","2","0","bgm_M64","1","1","1","10270102","101161","-210","-30","101041","10","0","200","2","0.75","0","1","1027","-95"
"100","1.2","3","-15","bgm_M64","1","1","1","10270103","101161","50","-30","101041","10","-10","200","3","0.75","-10","1","1027","-120"
"100","1.1","4","0","bgm_M64","1","1","1","10270104","101162","195","-30","101041","0","0","200","4","0.7","20","1","1027","35"
"150","1.8","5","0","bgm_M55","1","1.35","1","10270105","101161","450","-30","101042","0","0","210","5","1.1","-50","1.3","1027","-55"
"250","0.8","1","0","bgm_M64","1","0.85","1","10280101","101161","-480","-30","101161","10","0","210","1","0.6","0","1","1028","-120"
"0","1.2","2","0","bgm_M64","1","1.1","1","10280102","101161","-260","-30","101161","10","0","200","2","0.75","0","1","1028","-100"
"100","1.1","3","-5","bgm_M64","1","1","1","10280103","101161","-10","-30","101161","5","-10","200","3","0.65","0","1","1028","65"
"100","1.35","4","0","bgm_M64","1","1.3","1","10280104","101161","190","-30","101161","0","0","200","4","0.9","0","1","1028","-110"
"270","1.15","5","-40","bgm_M55","1","1","1","10280105","101162","485","-30","101162","-10","-45","280","5","0.9","-50","1.3","1028","-70"
"250","0.8","1","0","bgm_M64","1","0.7","1","10290101","101171","-480","-30","101171","10","-30","210","1","0.6","0","1","1029","-120"
"0","1","2","0","bgm_M64","1","0.7","1","10290102","101171","-260","-30","101171","10","0","240","2","0.6","0","1","1029","-120"
"0","1.4","3","-15","bgm_M64","1","1","1","10290103","101171","-10","-30","101171","0","-10","200","3","0.9","-30","1","1029","65"
"100","1.3","4","0","bgm_M64","1","1","1","10290104","101171","190","-30","101171","0","0","200","4","0.9","-30","1","1029","-110"
"270","1.45","5","-20","bgm_M55","1","1","1","10290105","101172","475","-30","101172","10","0","250","5","1","-50","1","1029","-30"
"100","0.8","1","0","bgm_M64","1","0.7","1","10300101","101171","-480","-30","101191","10","-30","210","1","0.6","0","1","1030","-120"
"100","1.2","2","0","bgm_M64","1","1","1","10300102","101171","-260","-30","101191","10","0","200","2","0.8","0","1","1030","-100"
"100","0.9","3","-5","bgm_M64","1","0.8","1","10300103","101171","-10","-30","101191","5","-10","200","3","0.6","0","1","1030","65"
"100","1.2","4","0","bgm_M64","1","1","1","10300104","101171","190","-30","101191","0","0","200","4","0.9","0","1","1030","-110"
"200","1.3","5","0","bgm_M55","1","1","1.2","10300105","101172","485","-30","101192","-10","-45","280","5","1.1","-50","1","1030","-70"
"100","0.8","1","0","bgm_M64","1","0.85","1","10310101","101161","-480","-30","101201","10","0","210","1","0.6","0","1","1031","-120"
"100","1.2","2","0","bgm_M64","1","1.1","1","10310102","101161","-260","-30","101201","10","0","240","2","0.75","0","1","1031","-120"
"100","1.1","3","-15","bgm_M64","1","1","1","10310103","101161","-10","-30","101201","0","-10","200","3","0.8","0","1","1031","65"
"100","1","4","0","bgm_M64","1","1","1","10310104","101161","190","-30","101201","0","0","200","4","0.7","43","1","1031","-110"
"100","1.45","5","-20","bgm_M55","1","1","1","10310105","101162","475","-30","101202","10","-45","250","5","1","-50","1","1031","-30"
"100","0.8","1","0","bgm_M64","1","0.85","1","10320101","101291","-480","-30","101291","10","0","210","1","0.6","0","1","1032","-120"
"100","1.2","2","0","bgm_M64","1","1.1","1","10320102","101291","-260","-30","101291","10","0","240","2","0.75","0","1","1032","-120"
"100","1.3","3","-15","bgm_M64","1","1","1","10320103","101291","-40","-30","101291","0","-10","200","3","0.9","0","1","1032","65"
"100","1.3","4","0","bgm_M64","1","1","1","10320104","101291","150","-30","101291","0","0","200","4","0.8","-30","1","1032","-110"
"100","1.45","5","-20","bgm_M55","1","1","1","10320105","101292","490","-30","101292","30","30","230","5","1.1","15","1","1032","-15"
"100","0.8","1","0","bgm_M64","1","0.7","1","10330101","101301","-480","-30","101301","10","-30","210","1","0.58","0","1","1033","-120"
"100","1.2","2","0","bgm_M64","1","1","1","10330102","101301","-260","-30","101301","10","0","200","2","0.9","0","1","1033","-120"
"200","1.4","3","0","bgm_M64","1","1","1","10330103","101301","-50","-30","101301","-10","-10","200","3","0.93","-30","1","1033","100"
"100","1.3","4","0","bgm_M64","1","1","1","10330104","101301","100","-30","101301","0","0","200","4","0.9","15","1","1033","-100"
"100","1.2","5","-20","bgm_M55","1","1.1","1","10330105","101302","470","-30","101302","10","-30","270","5","1","-15","1","1033","-55"
"100","0.8","1","0","bgm_M64","1","0.85","1","10340101","101161","-450","-30","101441","10","0","210","1","0.575","0","1","1034","-130"
"200","1","2","0","bgm_M64","1","0.7","1","10340102","101161","-250","-30","101441","10","0","200","2","0.75","0","1","1034","-120"
"100","1.2","3","-15","bgm_M64","1","1.1","1","10340103","101161","-10","-30","101441","0","-10","200","3","0.8","0","1","1034","50"
"150","1","4","0","bgm_M64","1","1","1","10340104","101161","180","-30","101441","0","0","200","4","0.9","43","1","1034","-100"
"100","1.2","5","-20","bgm_M55","1","1.1","1","10340105","101162","470","-30","101442","10","-30","230","5","0.95","-35","1","1034","-70"
"100","0.8","1","0","bgm_M64","1","0.7","1","10350101","101451","-450","-30","101451","10","-30","210","1","0.58","0","1","1035","-130"
"100","1.2","2","0","bgm_M64","1","1","1","10350102","101451","-250","-30","101451","10","0","200","2","0.9","0","1","1035","-120"
"100","1.4","3","-15","bgm_M64","1","1","1","10350103","101451","-20","-30","101451","0","-10","200","3","0.9","-30","1","1035","50"
"100","1","4","0","bgm_M64","1","0.85","1","10350104","101451","200","-30","101451","0","0","200","4","0.8","0","1","1035","-100"
"100","1.55","5","0","bgm_M55","1","1.4","1.2","10350105","101452","510","-30","101452","0","-50","290","5","1.25","-35","1","1035","-70"
"100","0.8","1","0","bgm_M64","1","0.7","1","10360101","101451","-450","-30","101561","10","-30","210","1","0.58","0","1","1036","-130"
"100","1.2","2","0","bgm_M64","1","1.1","1","10360102","101451","-240","-30","101561","0","0","240","2","0.75","0","1","1036","-120"
"100","1.1","3","-5","bgm_M64","1","1","1","10360103","101451","-30","-30","101561","5","-10","200","3","0.65","0","1","1036","60"
"100","1.2","4","0","bgm_M64","1","1","1","10360104","101451","180","-30","101561","0","0","200","4","1.1","0","1","1036","-100"
"400","1.55","5","0","bgm_M55","1","1.35","1.4","10360105","101452","460","-30","101562","0","-50","290","5","1.25","-60","1","1036","-70"
"100","0.8","1","0","bgm_M64","1","0.7","1","10370101","101451","-480","-30","101001","10","-30","210","1","0.58","0","1","1037","-120"
"100","1.2","2","0","bgm_M64","1","1.1","1","10370102","101451","-260","-30","101001","10","0","200","2","0.75","0","1","1037","-120"
"150","0.9","3","-13","bgm_M64","1","0.55","1.4","10370103","101451","-40","-30","101001","0","-60","200","3","0.6","-50","1","1037","0"
"100","1.3","4","0","bgm_M64","1","1","1","10370104","101451","240","-30","101001","0","0","200","4","0.8","-30","1","1037","-50"
"100","1.3","5","0","bgm_M55","1","1","1.2","10370105","101452","480","-30","101011","0","0","250","5","1.2","0","1","1037","-40"
"170","1","1","0","bgm_M64","1","0.9","1","10380101","101021","-450","-30","101021","10","-30","210","1","0.575","-25","1","1038","-110"
"120","1.2","2","0","bgm_M64","1","1","1","10380102","101021","-250","-30","101021","10","0","200","2","0.75","0","1","1038","-120"
"100","1.2","3","-15","bgm_M64","1","1.1","1","10380103","101021","-50","-30","101021","0","-10","200","3","0.8","0","1","1038","100"
