61ad3ca96f01a4a0932c25f574b4f6e04f3b39e76429b54ea33d75fe8d8f13fb,807850de83f1bc4e18be830c4a7c185278e09f0eff83f57381b22e8f8ce416c6,436aa13d6b82ef5fb19a9d5c9dbe1e39039d967b4cd467aacfe63a58b465fcd6,644a46d77a6ddba9a28161d8a3c19fbaab05c3a27bd55fdbfa25b3bfa0795e94,c0c667867a789a8ee623addf0be2e32a6b676fce9e9521749926a32b8fb2b8cb,c3024e72cf49de396a61f4a4336751fc854dea77d8d2e29c6b6788773c44e884
"234","1","680","250","17","38490"
"235","1","680","250","17","38740"
"236","1","680","250","17","38990"
"237","1","680","250","17","39240"
"238","1","680","250","17","39490"
"239","1","680","250","17","39740"
"240","1","680","250","17","39990"
"241","1","680","250","18","40240"
"242","1","680","250","18","40490"
"243","1","680","250","18","40740"
"244","1","680","250","18","40990"
"245","1","680","250","18","41240"
"246","1","680","250","18","41490"
"247","1","680","250","18","41740"
"248","1","680","250","18","41990"
"249","1","680","250","18","42240"
"250","1","680","250","18","42490"
"251","1","680","250","19","42740"
"252","1","680","250","19","42990"
"253","1","680","250","19","43240"
"254","1","680","250","19","43490"
"255","1","680","250","19","43740"
"256","1","680","250","19","43990"
"257","1","680","250","19","44240"
"258","1","680","250","19","44490"
"259","1","680","250","19","44740"
"260","1","680","250","19","44990"
"261","1","680","250","20","45240"
"262","1","680","250","20","45490"
"263","1","680","250","20","45740"
"264","1","680","250","20","45990"
"265","1","680","250","20","46240"
"266","1","680","250","20","46490"
"267","1","680","250","20","46740"
"268","1","680","250","20","46990"
"269","1","680","250","20","47240"
"270","1","680","250","20","47490"
"271","1","680","250","21","47740"
"272","1","680","250","21","47990"
"273","1","680","250","21","48240"
"274","1","680","250","21","48490"
"275","1","680","250","21","48740"
"276","1","680","250","21","48990"
"277","1","680","250","21","49240"
"278","1","680","250","21","49490"
"279","1","680","250","21","49740"
"280","1","680","250","21","49990"
"281","1","680","250","22","50240"
"282","1","680","250","22","50490"
"283","1","680","250","22","50740"
"284","1","680","250","22","50990"
"285","1","680","250","22","51240"
"286","1","680","250","22","51490"
"287","1","680","250","22","51740"
"288","1","680","250","22","51990"
"289","1","680","250","22","52240"
"290","1","680","250","22","52490"
"291","1","680","250","23","52740"
"292","1","680","250","23","52990"
"293","1","680","250","23","53240"
"294","1","680","250","23","53490"
"295","1","680","250","23","53740"
"296","1","680","250","23","53990"
"297","1","680","250","23","54240"
"298","1","680","250","23","54490"
"299","1","680","250","23","54740"
"300","1","680","250","23","54990"
"301","1","680","250","24","55240"
"302","1","680","250","24","55490"
"303","1","680","250","24","55740"
"304","1","680","250","24","55990"
"305","1","680","250","24","56240"
"306","1","680","250","24","56490"
"307","1","680","250","24","56740"
"308","1","680","250","24","56990"
"309","1","680","250","24","57240"
"310","1","680","250","24","57490"
"311","1","680","250","25","57740"
"312","1","680","250","25","57990"
"313","1","680","250","25","58240"
"314","1","680","250","25","58490"
"315","1","680","250","25","58740"
"316","1","680","250","25","58990"
"317","1","680","250","25","59240"
"318","1","680","250","25","59490"
"319","1","680","250","25","59740"
"320","1","680","250","25","59990"
"0","2","200000","50","1","50"
"1","2","500000","10","1","60"
"2","2","500000","15","1","75"
"3","2","500000","20","1","95"
"4","2","500000","25","1","120"
"5","2","500000","30","1","150"
