35be4e2f10d6ddbb788e6a898c5b43540f920fbf58764e1de323fd74617931dc,05172864f4dbfcac2f5ea58619a40ed1ea99ca55f07c176decb40f7e61a1929e,7d21b0a84cca1882783de13d1c5bb410658455cab9ceace8655275494b7cb27f,b7d4464857cae5fd297ee44b6be1015a253022b8eb09279be9cf521697e22f89,34c6ddc6276c70deb37e4e92d5ba8d5e0c182a794b6b7bddb8c74190ad5e3b81,604152312f56c4e4b75fb1b428e65e1bdb5108d5dedda03f21624ce2800120e9,b9a73a9564370a8c548665f0ceec4c9f96342c1eb2aa0c4a7f05477ccee1f95b,10e16b35b463d45f38f68a83b3c65c2ca8feb4bfdbe552e2ac92ef1ad00d2fd8,47645ed2aa403705bdd9484729f656a851c368f461eafad4f3178c79a4d8cb81,b51fb9762f1de6cecb3cbeb085ed731bd04bfc8da97ff4d1763f3dbe603e4491,8dfd9dd36a1354d4400f7c097619a80abf987fb4083b3c246d47c6de6edd4987,4b1b1b38636dbcbf50ce137b86751daf6ca166750e701a808f581adf3a87d2c9
"23001","1","0","0","0","0","使用於已獲得通關 Rank★3 的冒險時，能夠直接略過戰鬥時間的票券。","掃蕩券","5","2015/12/17 15:00:00","999999","2030/08/01 14:59:59"
"23002","1","0","0","0","0","可縮短探險的冒險之所需時間的票券。","縮時券","5","2015/12/17 15:00:00","999999","2030/08/01 14:59:59"
"23003","1","0","0","0","0","可以玩 1 次專精轉蛋的票券。","專精券","5","2015/12/17 15:00:00","999999","2030/08/01 14:59:59"
"24001","1","0","0","0","0","可以玩 1 次白金轉蛋或精選轉蛋的轉蛋券。","白金轉蛋券","8","2015/12/17 15:00:00","999","2030/08/01 14:59:59"
"24003","1","0","0","0","0","可使共鬥通關的獎勵變得豪華的票券。","共鬥券","10","2015/12/17 15:00:00","999","2030/08/01 14:59:59"
"24004","1","0","0","0","0","可以玩 10 次白金轉蛋或精選轉蛋的轉蛋券。","白金10連轉蛋券","8","2015/12/17 15:00:00","999","2030/08/01 14:59:59"
"24009","1","0","0","0","0","能讓隨機一名對象的★3角色成為夥伴的特殊轉蛋券。","★3必中3周年轉蛋券","17","2021/02/21 12:00:00","999","2030/08/01 14:59:59"
"24010","1","0","0","0","0","能讓隨機一名對象的★3角色成為夥伴的特殊轉蛋券。","★3必中4周年轉蛋券","17","2022/02/14 12:00:00","999","2030/08/01 14:59:59"
"24014","1","0","0","0","0","能讓隨機一名對象的★3角色成為夥伴的特殊轉蛋券。","★3必中 公主連結慶典2023紀念轉蛋券","17","2023/09/01 16:00:00","999","2030/08/01 14:59:59"
"24015","1","0","0","0","0","能讓隨機一名對象的★3角色成為夥伴的特殊轉蛋券。","★3必中 5周年紀念轉蛋券","17","2023/08/01 16:00:00","999","2030/08/01 14:59:59"
"24016","1","0","0","0","0","能讓隨機一名對象的★3角色成為夥伴的特殊轉蛋券。","★3必中 新手衝刺轉蛋券","17","2023/08/01 05:00:00","999","2030/08/01 14:59:59"
"24017","1","0","0","0","0","能讓隨機一名對象的★3角色成為夥伴的特殊轉蛋券。","★3必中 公主連結慶典2024紀念轉蛋券","17","2024/08/23 16:00:00","999","2030/08/01 14:59:59"
"24018","1","0","0","0","0","能讓隨機一名對象的★3角色成為夥伴的特殊轉蛋券。","★3必中 公主連結慶典2025紀念轉蛋券","17","2025/02/09 12:00:00","999","2030/08/01 14:59:59"
"24027","1","0","0","0","0","能讓隨機一名對象的★3角色成為夥伴的特殊轉蛋券。","★3必中 新手衝刺任務轉蛋券","17","2025/08/15 15:00:00","999","2030/08/01 14:59:59"
"24028","1","0","0","0","0","可以10連抽專用轉蛋的轉蛋券。第10名角色必中★3角色。","回歸10連轉蛋券","17","2026/02/01 05:00:00","999","2030/08/01 14:59:59"
"24029","1","0","0","0","0","可以10連抽專用轉蛋的轉蛋券。第10名角色必中★3角色。","回歸SP10連轉蛋券","17","2026/02/01 05:00:00","999","2030/08/01 14:59:59"
"24030","1","0","0","0","0","可以10連抽專用轉蛋的轉蛋券。","佐賀偶像是傳奇合作紀念 10連轉蛋券","17","2026/02/22 16:00:00","999","2026/03/04 15:59:59"
"24031","1","0","0","0","0","能讓隨機一名對象的★3角色成為夥伴的特殊轉蛋券。","2026 七夕紀念★3必中轉蛋券","17","2026/08/19 16:00:00","999","2030/08/01 14:59:59"
"24034","1","0","0","0","0","能讓隨機一名對象的★3角色成為夥伴的特殊轉蛋券。","8th Anniv. 線下活動★3必中轉蛋券","17","2026/08/22 00:00:00","999","2030/08/01 14:59:59"
"25001","1","0","0","0","0","喚醒角色所潛藏極大力量的道具。","公主寶珠","20","2020/01/02 16:00:00","99999","2030/08/01 14:59:59"
"25011","1","30","0","0","0","由構成世界的屬性之力，星素中的火屬性結晶化後形成的寶玉。使用後可活化相對應的屬性。","星素水晶球（火）","29","2015/12/17 15:00:00","999999999","2030/08/01 14:59:59"
"25012","1","50","0","0","0","由構成世界的屬性之力，星素中的水屬性結晶化後形成的寶玉。使用後可活化相對應的屬性。","星素水晶球（水）","29","2015/12/17 15:00:00","999999999","2030/08/01 14:59:59"
"25013","1","20","0","0","0","由構成世界的屬性之力，星素中的風屬性結晶化後形成的寶玉。使用後可活化相對應的屬性。","星素水晶球（風）","29","2015/12/17 15:00:00","999999999","2030/08/01 14:59:59"
"25014","1","40","0","0","0","由構成世界的屬性之力，星素中的光屬性結晶化後形成的寶玉。使用後可活化相對應的屬性。","星素水晶球（光）","29","2015/12/17 15:00:00","999999999","2030/08/01 14:59:59"
"25015","1","60","0","0","0","由構成世界的屬性之力，星素中的闇屬性結晶化後形成的寶玉。使用後可活化相對應的屬性。","星素水晶球（闇）","29","2015/12/17 15:00:00","999999999","2030/08/01 14:59:59"
"25021","1","10","0","0","0","由構成世界的屬性之力，星素形成的結晶。因其內蘊含的屬性還尚未被分化，因此相當不穩定，可透過激發的方式使其釋出龐大的屬性之力。","星素碎片","29","2015/12/17 15:00:00","999999999","2030/08/01 14:59:59"
"25101","1","0","0","0","0","伴隨著星素顯現而出現的寶珠。以不明物質所組成，不知道為何使用後能夠提升公主騎士的權能。","大師碎片","29","2015/12/17 15:00:00","9999","2030/08/01 14:59:59"
"25102","1","0","0","0","0","大師碎片的碎片。","大師碎片（碎片）","29","2015/12/17 15:00:00","99999","2030/08/01 14:59:59"
"25201","1","100","0","0","0","能夠喚醒角色體內沉睡的才氣之力，讓技術更加純熟的小魔珠。使用後可強化連結RANK。","連結魔珠‧技藝","38","2015/12/17 15:00:00","9999999","2030/08/01 14:59:59"
"25202","1","200","0","0","0","古代王所遺留的女神聖像。因其內蘊的祈禱而點燃微弱的恩惠之光。為解放連結RANK強化上限所必需的道具。","青銅冠冕","38","2015/12/17 15:00:00","9999999","2030/08/01 14:59:59"
"25203","1","110","0","0","0","能夠喚醒角色體內沉睡的鬥志之力，讓其湧出迎難而上的勇氣的小魔珠。使用後可強化連結RANK。","連結魔珠‧靈魂","38","2015/12/17 15:00:00","9999999","2030/08/01 14:59:59"
"25204","1","210","0","0","0","古代王所遺留，閃耀銀色光芒的女神聖像。能夠澄澈心靈的白色光輝中，寄宿著純潔的祝福。為解放連結RANK強化上限所必需的道具。","白銀冠冕","38","2015/12/17 15:00:00","9999999","2030/08/01 14:59:59"
"25205","1","120","0","0","0","能夠喚醒角色體內沉睡的庇護之力，讓防禦更加強化的小魔珠。使用後可強化連結RANK。","連結魔珠‧防禦","38","2015/12/17 15:00:00","9999999","2030/08/01 14:59:59"
"25206","1","220","0","0","0","古代王所遺留，閃耀金色光芒的女神聖像。閃耀星辰的恩寵指引著應行的道路。為解放連結RANK強化上限所必需的道具。","黃金冠冕","38","2015/12/17 15:00:00","9999999","2030/08/01 14:59:59"
"26101","1","0","0","0","0","只有挑戰過露娜之塔的人可以獲得，阿斯特朗的商店內並不流通的珍稀錢幣。","露娜幣","9","2015/12/17 15:00:00","999","2030/08/01 14:59:59"
"26201","1","0","0","0","0","用來強化EX裝備，使用後增加 1 點強化值。","EX裝備強化Pt","25","2015/12/17 15:00:00","999999999","2030/08/01 14:59:59"
"26202","1","0","0","0","0","能用來鍊成EX裝備。","EX裝備鍊成Pt","25","2015/12/17 15:00:00","999999999","2030/08/01 14:59:59"
"26203","1","0","0","0","0","阿爾克絲鍊金堂最厲害的秘術，究極鍊成所使用的寶玉。將裝備效果實體化，並可施加在特殊的武具上。","鍊成水晶球","33","2015/12/17 15:00:00","999999999","2030/08/01 14:59:59"
"27001","1","0","0","0","0","可以交換特定角色的券。","特別交換券","17","2020/06/22 16:00:00","999","2030/08/01 14:59:59"
"27002","1","0","0","0","0","可以交換特定角色的券。","特別交換券","17","2020/08/03 16:00:00","999","2030/08/01 14:59:59"
"27003","1","0","0","0","0","可以交換特定角色的券。","特別交換券","17","2021/08/02 16:00:00","999","2030/08/01 14:59:59"
"27004","1","0","0","0","0","可以交換特定角色的券。","特別交換券","17","2022/02/01 16:00:00","999","2030/08/01 14:59:59"
"27005","1","0","0","0","0","可以交換特定角色的券。","特別交換券","17","2022/05/02 16:00:00","999","2030/08/01 14:59:59"
"27006","1","0","0","0","0","可以交換特定角色的券。","4th Anniv. 特別交換券","17","2022/08/01 16:00:00","999","2030/08/01 14:59:59"
"27007","1","0","0","0","0","可以交換特定角色的券。","特別交換券","17","2023/01/20 16:00:00","999","2030/08/01 14:59:59"
"27008","1","0","0","0","0","可以交換特定角色的券。","特別交換券","17","2023/05/11 16:00:00","999","2030/08/01 14:59:59"
"27009","1","0","0","0","0","可以交換特定角色的券。","5th Anniv. 特別交換券","17","2023/08/01 16:00:00","999","2030/08/01 14:59:59"
"27010","1","0","0","0","0","可以交換特定角色的券。","合作紀念 特別交換券","17","2023/09/01 16:00:00","999","2030/08/01 14:59:59"
"27011","1","0","0","0","0","可以交換特定角色的券。","特別交換券","17","2024/02/07 16:00:00","999","2030/08/01 14:59:59"
"27012","1","0","0","0","0","可以交換特定角色的券。","新手衝刺 特別交換券","17","2024/02/07 16:00:00","999","2030/08/01 14:59:59"
"27013","1","0","0","0","0","可以交換特定角色的券。","特別交換券（限定+）","17","2024/05/01 16:00:00","999","2030/08/01 14:59:59"
"27014","1","0","0","0","0","可以交換特定角色的券。","6th Anniv. 特別交換券","17","2024/08/15 16:00:00","999","2030/08/01 14:59:59"
"27015","1","0","0","0","0","可以交換特定角色的券。","特別交換券（限定+）","17","2024/10/01 00:00:00","999","2030/08/01 14:59:59"
"27016","1","0","0","0","0","可以交換特定角色的券。","特別交換券（限定+）","17","2025/02/01 00:00:00","999","2030/08/01 14:59:59"
"27017","1","0","0","0","0","可以交換特定角色的券。","特別交換券（限定+）","17","2026/07/06 11:00:00","999","2030/08/01 14:59:59"
"27018","1","0","0","0","0","可以交換特定角色的券。","特別交換券（限定+）","17","2025/05/01 00:00:00","999","2030/08/01 14:59:59"
"27019","1","0","0","0","0","可以交換特定角色的券。","特別交換券（祭典限定+）","17","2025/08/01 00:00:00","999","2030/08/01 14:59:59"
"27020","1","0","0","0","0","可以交換特定角色的券。","特別交換券（限定+）","17","2025/08/01 00:00:00","999","2030/08/01 14:59:59"
"27021","1","0","0","0","0","可以交換特定角色的券。","特別交換券（限定+）","17","2025/10/01 00:00:00","999","2030/08/01 14:59:59"
"27022","1","0","0","0","0","可以交換特定角色的券。","新手衝刺角色交換券","17","2025/12/15 16:00:00","999","2030/08/01 14:59:59"
"27023","1","0","0","0","0","可以交換特定角色的券。","新手衝刺公主角色交換券","17","2025/12/15 16:00:00","999","2030/08/01 14:59:59"
"27024","1","0","0","0","0","可以交換特定角色的券。","特別交換券（限定+）","17","2026/02/01 00:00:00","999","2030/08/01 14:59:59"
"27026","1","0","0","0","0","可以交換特定角色的券。","特別交換券（限定+）","17","2026/05/01 00:00:00","999","2030/08/01 14:59:59"
"27027","1","0","0","0","0","可以交換特定角色的券。","新手衝刺限定角色交換券","17","2026/08/01 16:00:00","999","2030/08/01 14:59:59"
"27028","1","0","0","0","0","可以交換特定角色的券。","新手衝刺公主角色交換券＋","17","2026/08/01 16:00:00","999","2030/08/01 14:59:59"
"27029","1","0","0","0","0","可以交換特定角色的券。","特別交換券（祭典限定+）","17","2026/08/01 16:00:00","999","2030/08/01 14:59:59"
"27030","1","0","0","0","0","可以交換特定角色的券。","特別交換券（限定+）","17","2026/08/01 16:00:00","999","2030/08/01 14:59:59"
"28016","1","0","0","0","0","能夠交換特定角色記憶碎片的交換券。","千歌的記憶碎片交換券","17","2022/04/18 00:00:00","999","2030/08/01 14:59:59"
"28017","1","0","0","0","0","能夠交換特定角色記憶碎片的交換券。","霞的記憶碎片交換券","17","2022/04/18 00:00:00","999","2030/08/01 14:59:59"
"28018","1","0","0","0","0","能夠交換特定角色記憶碎片的交換券。","莫妮卡的記憶碎片交換券","17","2022/04/18 00:00:00","999","2030/08/01 14:59:59"
"28025","1","0","0","0","0","能夠交換特定角色記憶碎片的交換券。","秋季特賣 記憶碎片交換券2024","17","2024/10/01 00:00:00","999","2030/08/01 14:59:59"
"28026","1","0","0","0","0","能夠交換特定角色純淨記憶碎片的交換券。","秋季特賣 純淨記憶碎片交換券2024","17","2024/10/01 00:00:00","999","2030/08/01 14:59:59"
"28027","1","0","0","0","0","能夠交換特定角色記憶碎片的交換券。","6.5周年記憶碎片交換券","17","2025/02/01 00:00:00","999","2030/08/01 14:59:59"
"28028","1","0","0","0","0","能夠交換特定角色純淨記憶碎片的交換券。","6.5周年純淨記憶碎片交換券","17","2025/02/01 00:00:00","999","2030/08/01 14:59:59"
"28029","1","0","0","0","0","能夠交換特定角色記憶碎片的交換券。","春夏特賣記憶碎片交換券","17","2025/05/01 00:00:00","999","2030/08/01 14:59:59"
"28030","1","0","0","0","0","能夠交換特定角色純淨記憶碎片的交換券。","春夏特賣純淨記憶碎片交換券","17","2025/05/01 00:00:00","999","2030/08/01 14:59:59"
"28031","1","0","0","0","0","能夠交換特定角色記憶碎片的交換券。","7周年記憶碎片交換券","17","2025/08/01 00:00:00","999","2030/08/01 14:59:59"
"28032","1","0","0","0","0","能夠交換特定角色純淨記憶碎片的交換券。","7周年純淨記憶碎片交換券","17","2025/08/01 00:00:00","999","2030/08/01 14:59:59"
"28033","1","0","0","0","0","能夠交換特定角色記憶碎片的交換券。","秋冬特賣 記憶碎片交換券2025","17","2025/10/01 00:00:00","999","2030/08/01 14:59:59"
"28034","1","0","0","0","0","能夠交換特定角色純淨記憶碎片的交換券。","秋冬特賣 純淨記憶碎片交換券2025","17","2025/10/01 00:00:00","999","2030/08/01 14:59:59"
"28035","1","0","0","0","0","能夠交換特定角色純淨記憶碎片的交換券。","回歸純淨記憶碎片交換券","17","2026/02/01 05:00:00","999","2030/08/01 14:59:59"
"28036","1","0","0","0","0","能夠交換特定角色記憶碎片的交換券。","7.5th Anniv. 記憶碎片交換券","17","2026/02/01 00:00:00","999","2030/08/01 14:59:59"
"28037","1","0","0","0","0","能夠交換特定角色純淨記憶碎片的交換券。","7.5th Anniv. 純淨記憶碎片交換券","17","2026/02/01 00:00:00","999","2030/08/01 14:59:59"
"28038","1","0","0","0","0","能夠交換特定角色記憶碎片的交換券。","春夏特賣 記憶碎片交換券","17","2026/05/01 00:00:00","999","2030/08/01 14:59:59"
"28039","1","0","0","0","0","能夠交換特定角色純淨記憶碎片的交換券。","春夏特賣 純淨記憶碎片交換券","17","2026/05/01 00:00:00","999","2030/08/01 14:59:59"
"28040","1","0","0","0","0","能夠交換特定角色記憶碎片的交換券。","2026年記憶碎片交換券","17","2026/08/01 16:00:00","999","2030/08/01 14:59:59"
"28041","1","0","0","0","0","能夠交換特定角色純淨記憶碎片的交換券。","2026年純淨記憶碎片交換券","17","2026/08/01 16:00:00","999","2030/08/01 14:59:59"
"28501","1","0","0","0","0","能夠交換特定EX★5武器的交換券。","EX★5武器交換券","17","2025/02/15 16:00:00","999","2030/08/01 14:59:59"
"28502","1","0","0","0","0","能夠交換特定EX★5配件的交換券。","EX★5迷宮配件交換券","17","2026/08/13 16:00:00","999","2030/08/01 14:59:59"
"28503","1","0","0","0","0","能夠交換特定EX★5防具的交換券。","EX★5防具交換券","17","2025/12/25 16:00:00","999","2030/08/01 14:59:59"
"28504","1","0","0","0","0","能夠交換特定EX★5配件的交換券。","EX★5配件交換券","17","2026/07/06 11:00:00","999","2030/08/01 14:59:59"
"31001","1","5174112","0","0","31001","封印有日和的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","日和的記憶碎片","11","2015/12/17 15:00:00","99999","2030/08/01 14:59:59"
"31002","1","7201112","0","0","31002","封印有優衣的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","優衣的記憶碎片","11","2015/12/17 15:00:00","99999","2030/08/01 14:59:59"
"31003","1","8301112","0","0","31003","封印有怜的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","怜的記憶碎片","11","2015/12/17 15:00:00","99999","2030/08/01 14:59:59"
"31004","1","6124112","0","0","31004","封印有禊的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","禊的記憶碎片","11","2015/12/17 15:00:00","99999","2030/08/01 14:59:59"
"31005","1","6032112","0","0","31005","封印有茉莉的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","茉莉的記憶碎片","11","2019/01/22 16:00:00","99999","2030/08/01 14:59:59"
"31006","1","10112","0","0","31006","封印有茜里的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","茜里的記憶碎片","11","2015/12/17 15:00:00","99999","2030/08/01 14:59:59"
"31007","1","6170112","0","0","31007","封印有宮子的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。","宮子的記憶碎片","11","2015/12/17 15:00:00","99999","2030/08/01 14:59:59"
