eb941c35cab6a0f96a655d352c78be28d056eae744626d100f32921db897fbec,ceea5246956655ea1d3fc88ac2a8ab21b254e47edb1bdfc80f743ee607e9b90d,caf9e35deb0d3c42f9ade4307261718f155f6c0e9b8f96823e0a5e068c9f022e,89ab32c789fe7ef207d37ef67c7c60904af95f5d531c454fe47532d454b02c6d,e2153efe3feac989d6fd1592b22c0a9b191513220bf5041e139ab0a3eaeec52c,be1c130f83d2d7294393fb45eec0a2dbcf23e54a1535846c9c85a9ad35f5c1b8,f31baf59f5fdc782a6c92a2af65d11491235980f8f9da94cf4007044c879d7d5,b30eb4441b3b23fd911f299207d832ada01bbf1f189e9d2d8cea360c3dd12099,f73b91c23ef54d6fc32d566d54eb3cc9a9f5529a454c5b603b444609eb271dbd,236552095a2725a8a99c48c6fddfe89a7aad70c521fa1ee94e6a0f35b1006cef,79ea3e9c567af9dd22f83d0c00e65c642f057a0ff2867245d16fd6034545aa3d
"6020","0","0","0","0","0","105801","0","0","118001","0"
"6021","0","0","0","0","0","0","0","0","102201","0"
"6024","0","0","0","0","0","0","0","0","110901","0"
"6025","0","0","0","0","0","0","0","0","100901","0"
"6028","0","0","0","0","0","0","0","0","101501","0"
"6041","0","0","0","0","0","0","0","0","106001","0"
"6042","105501","0","0","0","0","104301","0","0","101401","0"
"6043","0","0","0","0","0","0","0","0","101101","0"
"6044","101301","0","0","0","0","100901","0","0","105601","0"
"6045","106001","0","0","0","0","105801","0","0","105901","0"
"6046","105401","0","0","0","0","104201","0","0","102901","0"
"6047","104901","0","0","0","0","101801","0","0","104501","0"
"6048","0","0","0","0","0","0","0","0","105001","0"
"6055","0","0","0","0","0","0","0","0","105301","0"
"6056","0","0","0","0","0","0","0","0","105101","0"
"6057","0","0","0","0","0","0","0","0","101301","0"
"6058","0","0","0","0","0","0","0","0","105701","0"
"6065","0","0","0","0","0","0","0","0","106101","0"
"6066","0","0","0","0","0","0","0","0","100901","0"
"6067","0","0","0","0","0","0","0","0","105801","0"
"6070","0","0","0","0","0","0","0","0","101801","0"
"6071","0","0","0","0","0","0","0","0","118001","0"
"6074","0","0","0","0","0","0","0","0","106001","0"
"6080","0","0","0","0","0","0","0","0","106401","0"
"6085","0","0","0","0","0","0","0","0","102901","0"
"6086","0","0","0","0","0","0","0","0","104201","0"
"6088","0","0","0","0","0","0","0","0","100501","0"
"6091","0","0","0","0","0","0","0","0","107001","0"
"6092","0","0","0","0","0","0","0","0","106501","0"
"6094","0","0","0","0","0","0","0","0","103201","0"
"6095","0","0","0","0","0","0","0","0","106101","0"
"6096","0","0","0","0","0","0","0","0","118001","0"
"6097","0","0","0","0","0","107001","0","0","107101","0"
"6100","0","0","0","0","0","0","0","0","106601","0"
"6102","0","0","0","0","0","0","0","0","104401","0"
"6104","103601","0","0","0","0","100401","0","0","102001","0"
"6105","0","0","0","0","0","0","0","0","102701","0"
"6112","0","0","0","0","0","0","0","0","105801","0"
"6114","0","0","0","0","0","0","0","0","106801","0"
"6115","0","0","0","0","0","0","0","0","106801","0"
"6117","0","0","0","0","0","0","0","0","104401","0"
"6132","0","0","0","0","0","0","0","0","101101","0"
"6135","0","0","0","0","0","100601","0","0","102201","0"
"6136","0","0","0","0","0","0","0","0","104601","0"
"6138","0","0","0","0","0","0","0","0","104001","0"
"6139","0","0","0","0","0","0","0","0","101001","0"
"6140","0","0","0","0","0","0","0","0","105001","0"
"6141","0","0","0","0","0","0","0","0","101001","0"
"6142","0","0","0","0","0","0","0","0","105901","0"
"6143","0","0","0","0","0","0","0","0","104501","0"
"6144","0","0","0","0","0","0","0","0","111001","0"
"6151","0","0","0","0","0","0","0","0","103801","0"
"6153","0","0","0","0","0","0","0","0","103701","0"
"6161","0","0","0","0","0","0","0","0","101401","0"
"6165","0","0","0","0","0","0","0","0","100101","0"
"6166","0","0","0","0","0","0","0","0","106001","0"
"6169","0","0","0","0","0","0","0","0","103601","0"
"6173","0","0","0","0","0","0","0","0","101201","0"
"6176","0","0","0","0","0","0","0","0","100301","0"
"6184","0","0","0","0","0","0","0","0","104301","0"
"6185","0","0","0","0","0","0","0","0","101401","0"
"6186","0","0","0","0","0","0","0","0","103301","0"
"6187","0","0","0","0","0","0","0","0","100301","0"
"6188","0","0","0","0","0","0","0","0","105201","0"
"6189","0","0","0","0","0","0","0","0","105601","0"
"6224","0","0","0","0","0","0","0","0","104501","0"
"6230","0","0","0","0","0","106601","0","0","106501","0"
"6234","0","0","0","0","0","0","0","0","100801","0"
"6235","0","0","0","0","0","0","0","0","102101","0"
"6252","0","0","0","0","0","0","0","0","104401","0"
"6253","0","0","0","0","0","0","0","0","100701","0"
"6254","0","0","0","0","0","0","0","0","104701","0"
"6255","0","0","0","0","0","106101","0","0","100201","0"
"6256","0","0","0","0","0","0","0","0","102801","0"
