8e4f9a78753cd90d1a804cfc01593c9bd60be4144da780d4e1e586cbf630771a,9bcef28905eb261aecc7168967c5f2a0dfdb49dc30fde613b1de21e96e827c9f,6b7ea7f4e8cf009ba873974a322855ea65769c4e8bcc7f00e1c0865340cab70a,aa64d399eba788d445c5040124ca18a47f977559affe93ff8f0993cad94bfe8f,b4122a68c49486c7f60e5712c7cc5ab6a18fdc8519ff187ca093259235fd2e7e,f1c4c3210490ec32c8727d5ed6e3c97d6723c41030339613644f0c4397bef19c,c6244d8dc8e4aa7fa802363775e4d310c2586db9de4a88bcf1c8014617a4a5b1,80751c3b3230ae5e50f395f87c1bd5002250ccbd784349e85cecec268ca04d2a,29ee57b1145f8b25bc5584b7caa93f8d2aafe1dd9dbfe2a816dbbc33ce0f335a,0f17dfcbfa4805898cec2c2b09890026048737ffac4c3eeff336b87e9b993b63,cf96b3ad2f01e59f17c88759eb6e9e977ecfc09d15882fa1f112de1c5c2c3e61
"10","0","2","2","疾風之翼鞋","在迷宮內發現、長有羽翼的鞋形\n遺物。能給予裝備者疾風之力，\n加速行動。","2800","1","可重複的行動速度＋20％","21005","21005"
"10","0","2","2","闇至寶阿諾瑪里拉","在迷宮內發現的首飾形遺物。\n據說會透過寶石的光芒俘獲敵人，\n帶來異樣。","2800","2","狀態異常命中＋40","22001","22001"
"10","0","2","2","邪眼杖末日","在迷宮內發現的法杖形遺物。\n法杖前端核心流淌的\n邪氣會對敵人施加詛咒。","2800","2","對敵方全體施加詛咒（每秒【弱化】數×1000傷害）","22002","22002"
"10","0","2","2","影刃劍普拉爾","在迷宮內發現的短劍形遺物。\n藏在刀刃中的毒會氣化，\n在與敵人交鋒的瞬間使對方中毒。","2800","2","對敵方全體施加中毒（每秒【弱化】數×1000傷害）","22003","22003"
"10","0","2","2","薔薇飾帽消除","在迷宮內發現的帽形遺物。\n如同糾纏的荊棘般，\n阻隔敵人的攻擊力。","2800","2","敵人的物理/魔法攻擊力－20％","22004","22004"
"10","0","2","2","斬赤刃分割","在迷宮內發現的刀遺物。\n被血染紅的刀身，\n能夠輕易割開敵人的裝甲。","2800","2","敵人的物理/魔法防禦力－20％","22005","22005"
"10","0","2","2","死亡之槍","在迷宮內發現的槍遺物。\n外型特殊的槍尖能對敵人\n造成更深的傷。","2800","3","敵人的物理/魔法被暴擊傷害＋20％","23001","23001"
"10","0","2","2","焰紅太刀","在迷宮內發現的刀形遺物。\n映照出秋日艷紅的美麗刀刃，\n將更進一步地強化致命攻擊。","2800","3","物理/魔法暴擊傷害＋20％","23002","23002"
"10","0","2","2","破空拳套","在迷宮內發現的護手遺物。\n裝備者能施展出凌厲的\n強力一擊。","2800","3","普通攻擊強化＋60","23003","23003"
"10","0","2","2","天擊之弓","在迷宮內發現的弓遺物。\n裝備者能獲烈風之力，\n更容易貫穿獵物的要害。","2800","3","物理/魔法暴擊率＋20％","23004","23004"
"10","0","2","2","吸收戰斧","在迷宮內發現的斧遺物。\n施展的一擊光是劃過，\n就能吸收獵物的靈魂。","2800","3","ＨＰ吸收＋20","23005","23005"
"10","0","2","2","進化耳環","在迷宮內發現的耳飾形遺物。\n魔石內蘊含的魔力\n會增幅強化之力。","2800","4","增益強化＋60","24001","24001"
"10","0","2","2","紅反鋼盔甲","在迷宮內發現的鎧甲遺物。\n紅鋼的加持擁有把守備力\n轉換成攻擊力的力量。","2800","4","提升物理/魔法攻擊力\n（前方角色的物理防禦力×10）","24002","24002"
"10","0","2","2","聖減術大地禮服","在迷宮內發現的禮服遺物。\n精靈的加持會從防魔結界\n收集力量。","2800","4","提升物理/魔法攻擊力\n（前方角色的魔法防禦力×10）","24003","24003"
"10","0","2","2","炎王絕劍","在迷宮內發現的大劍形遺物。\n湧出的火焰之力能極大\n提高攻擊能力。","2800","4","物理/魔法攻擊力＋40％","24004","24004"
"10","0","2","2","櫻監牢戰衣","在迷宮內發現的鎧甲遺物。\n能如同綻放千年的櫻花，\n給予裝備者堅如磐石的監牢。","2800","4","物理/魔法防禦力＋20％","24005","24005"
"10","0","2","2","創世綠杖","在迷宮內發現的法杖遺物。\n會給予裝備者大樹的恩惠，\n傳授治癒術的才能。","2800","5","恢復強化+20","25001","25001"
"10","0","2","2","空命護珠","在迷宮內發現的戒指形遺物。\n會用天空的守護圍繞裝備者，\n增幅生命力。","2800","5","ＨＰ＋20％","25002","25002"
"10","0","2","2","鋼裝堅鎧","在迷宮內發現的鎧甲形遺物。\n經過高等技術精鍊出的鋼鐵，\n能在物理攻擊間保護裝備者。","2800","5","每20秒展開物理無效護盾（【守備】數×1000無效）","25003","25003"
"10","0","2","2","魔護靈裝","在迷宮內發現的長袍遺物。\n其中編入神樹的藤蔓，\n能在魔法間保護裝備者。","2800","5","每20秒展開魔法無效護盾（【守備】數×1000無效）","25004","25004"
"10","0","2","2","綠護盾環","在迷宮內發現的手鐲遺物。\n滿溢而出的自然之力\n會給裝備者帶來生命的氣息。","2800","5","持續恢復ＨＰ（每秒【守備】數×1000恢復）","25005","25005"
"10","0","3","0","元素激流寶珠","藏在迷宮中樞部分的黎明秘寶。\n為了保管檔案，其中封有屬性的\n力量碎片，會讓內部的\n星素顯著上升。","3800","0","屬性獎勵＋100％","30001","30001"
"10","0","3","3","瞬閃蝶之月飾","沉眠於迷宮深處，仿照月亮的\n耳飾。出自內部的魔力\n能給予裝備者如同蝴蝶般的\n短暫美麗，大幅提升活力加速。","3800","1","ＴＰ上升+15","31001","31001"
"10","0","3","3","海寶華之煌盾","沉眠於迷宮深處，鑲有寶石裝飾\n的圓盾。如大海般的湛藍魔力\n會庇護裝備者，連逼近的威脅\n都能將其昇華為能量。","3800","1","每受到傷害時恢復ＴＰ100（最多３次）","31002","31002"
"10","0","3","3","碧貴石之聖輪","沉眠於迷宮深處的神聖手環。\n以失落技術鑲嵌的寶石\n會給裝備者帶來加持，一旦危機\n逼近，還會分出龐大的力量。","3800","1","戰鬥開始時恢復ＴＰ300","31003","31003"
"10","0","3","3","永天鏡之王笏","沉眠於迷宮深處，昔日天界所傳\n的法杖。只要朝天上舉起，\n灌輸於鏡玉的祈禱便會滿溢而出，\n給予裝備者無盡的力量。","3800","1","ＴＰ消耗減輕＋6","31004","31004"
"10","0","3","3","熾天使之翔鞋","沉眠於迷宮深處，宿有天使加持\n的戰鞋。光是裝備就會被授予\n神性，能如同天使般\n自由地在空中飛翔。","3800","1","可重複的行動速度＋30％","31005","31005"
"10","0","3","5","風神的護風恩寵","被鎮祀於迷宮最深處，神明\n技藝的遺物。裡頭附有掌控風的\n諸神恩寵，無盡的活力會以如同\n疾風的速度傳遍裝備者的身體。","9999","1","ＴＰ上升＋100","31006","31006"
"10","0","3","3","幻獸飾誘惑","沉眠於迷宮深處，仿照幻獸的\n首飾。被這顆寶石之神祕吸引\n的人會變得無法反抗所有\n異變和威脅。","3800","2","狀態異常命中＋60","32001","32001"
"10","1","3","3","深淵蝕杖詛咒","沉眠於迷宮深處，侵蝕月亮的\n法杖。光是存在，咒力的激流\n便會源源不絕地溢出，透過詛咒\n侵蝕所有靠近的敵人。","3800","2","對敵方全體施加詛咒（每秒【弱化】數×1500傷害）","32002","32002"
"10","0","3","3","滅刻凶刃猛毒","沉眠於迷宮深處的黑刃刺劍。\n鑲嵌在刀刃上的寶玉\n會不斷散播邪毒，\n時刻靠近破滅。","3800","2","對敵方全體施加中毒（每秒【弱化】數×1500傷害）","32003","32003"
"10","0","3","3","燦然御纏阿諾拉‧貝拉","沉眠於迷宮深處，點綴寶石的\n面紗。從遮蓋布下滲出的\n氣息會舒緩對方的敵意，\n使其無力化。","3800","2","敵人的物理/魔法攻擊力－30％","32004","32004"
"10","0","3","3","斷壁鎖刃碎片","沉眠於迷宮深處，刀身纏繞著鎖鏈\n的妖刀。違反主人意志的狂暴鎖鏈\n會打破怨敵的防禦，\n以紫黑的凶刃斬卻萬物。","3800","2","敵人的物理/魔法防禦力－30％","32005","32005"
"10","0","3","5","霜影虛裝深淵大帝","靜靜沉眠於迷宮深層的虛影衣裝。\n來自深淵的侵影會如同霜雪般\n凍結一切存在，將抗敵的劍盾\n雙雙崩解於虛無之中。","9999","2","敵方物理/魔法造成的傷害－25％\n敵方受到的物理/魔法傷害＋25%","32006","32006"
"10","0","3","3","致命長鉞","沉眠於迷宮深處，寄宿地神之力的\n烈槍。以大地之力為糧施放、\n絕無僅有的一閃，會給立於地上\n的所有敵人帶來莫大的傷害。","3800","3","敵人的物理/魔法被暴擊傷害＋30％","33001","33001"
"10","0","3","3","終局之刀","沉眠於迷宮深處，被傳說歌頌的\n極致一刀。寄宿鳳凰之力的鮮紅\n刀刃會如同火焰般，給予\n強烈的一擊。","3800","3","物理/魔法暴擊傷害＋30％","33002","33002"
"10","0","3","3","大地解構函式","沉眠於迷宮深處，封住地核能量\n的護甲。使出的一擊將會\n彷彿破壞世界般，大幅強化\n普通攻擊。","3800","3","普通攻擊強化＋90","33003","33003"
"10","0","3","3","審判之弓","沉眠於迷宮深處，制裁咎人的\n聖弓。被這把弓選上的裝備者\n將會得到神風的加持，不會\n給予目標慈悲，瞬間貫穿要害。","3800","3","物理/魔法暴擊率＋30％","33004","33004"
"10","0","3","3","收割之斧","沉眠於迷宮深處的金色大戰斧。\n會拿收割的獵物靈魂為糧，\n讓那絢麗的刀刃光輝\n更顯燦爛。","3800","3","ＨＰ吸收＋30","33005","33005"
"10","0","3","5","天堂拳套","被留在迷宮最深處的久遠遺物。\n自神代大戰以來由聖騎士代代\n相傳，會將不滅的力量連同戰鬥的\n力量一起分給裝備者。","9999","3","普通攻擊強化＋500\nＨＰ吸收＋50","33006","33006"
"10","0","3","3","極醒護身符","沉眠於迷宮深處，封印炎天魔力\n的耳飾。會喚醒潛在能力\n到極致，大幅度提升\n強化之力。","3800","4","增益強化＋90","34001","34001"
"10","0","3","3","拒絕斷刃的白銀","沉眠於迷宮深處的白金鎧甲。\n由白龍鱗片交織而成的外裝\n擁有集結盟友之力的效果，\n能釋放無比強大的一擊。","3800","4","提升物理/魔法攻擊力\n（前方角色的物理防禦力×15）","34002","34002"
"10","0","3","3","緋華榮華的石榴","沉眠於迷宮深處，作為榮華象徵\n被打造而成的禮服。盛開的鮮紅\n之花加持，會將裝備者的絕魔\n之力轉換為攻擊力。","3800","4","提升物理/魔法攻擊力\n（前方角色的魔法防禦力×15）","34003","34003"
"10","0","3","3","霸光帝龍的榮光","沉眠於迷宮深處，承載光龍之力\n的大劍。這把劍會令人回想起\n過去榮光的振翅，向世界\n釋放出極限的霸氣。","3800","4","物理/魔法攻擊力＋60％","34004","34004"
"10","0","3","3","華舞玲瓏的花之撫子","沉眠於迷宮深處，在東國內傳承的\n聖鎧。鎧甲如玉般散發出通透\n的光輝，授予裝備者華之加持，\n提高守護之力。","3800","4","物理/魔法防禦力＋30％","34005","34005"
"10","0","3","5","天戴冠的頂點之劍","佇立於迷宮深淵部，百戰不殆的\n大劍。從台座上拔出劍的人會得到\n如同為上天本身戴冠的全能感，\n以及輕易擊退千軍的剛猛之力。","9999","4","戰鬥開始時，展開提升物理/魔法攻擊力的領域\n（目前數值＋50％）","34006","34006"
"10","0","3","3","妖精靈杖‧癒光","沉眠於迷宮深處，封印妖精光輝的\n法杖。寶玉會溢出無限的\n生命力，以增幅的快速痊癒之力\n去除各種痛苦。","3800","5","恢復強化＋30","35001","35001"
"10","0","3","3","泉湧命環‧豐穰","沉眠於迷宮深處，被翠綠點綴的\n戒指。會令裝備者想起過去\n滿是豐饒的光景，給予\n無盡的生命力。","3800","5","ＨＰ＋30％","35002","35002"
"10","0","3","3","白光輝鎧‧斷壁","沉眠於迷宮深處，散發白金光輝\n的鎧甲。顯現出的翅膀彷彿\n擁有自我意志，會呼應裝備者\n展開隔絕物理攻擊的屏障。","3800","5","每20秒展開物理無效護盾（【守備】數×1500無效）","35003","35003"
"10","0","3","3","幽玄煌裝‧絕魔","沉眠於迷宮深處，宿有幽闇光輝\n的鎧甲。顯現出的翅膀彷彿\n擁有自我意志，會呼應裝備者\n展開隔絕魔法攻擊的屏障。","3800","5","每20秒展開魔法無效護盾（【守備】數×1500無效）","35004","35004"
"10","0","3","3","輪迴之翡翠珠輪","沉眠於迷宮深處，鑲嵌翠綠寶玉\n的手鐲。持續滾滾湧出的瑪那，\n並不斷蓄積生命力。","3800","5","持續恢復ＨＰ（每秒【守備】數×1500恢復）","35005","35005"
"10","0","3","5","天命授環‧伊邪那","被供奉在迷宮最下層的傳承之環。\n據傳被選上之人一旦握住它，\n便能如同創造神話般，\n帶來無窮的生命力。","9999","5","ＨＰ＋100％","35006","35006"
"10","0","3","1","公主之力","為與【美食殿堂】一同進迷宮冒險\n打造的遺物。細緻地模仿\n皇家裝備，能大幅提升\n我方的身體能力。","3200","5","ＨＰ＋15％\n物理/魔法造成的傷害＋15％","40001","40001"
"10","0","3","1","星素爆發","為與【破曉之星】一同進迷宮\n冒險打造的遺物。能呼應\n３人的星素，增幅屬性\n之力。","3200","4","屬性獎勵＋50％","40002","40002"
"10","0","3","1","咲戀育幼院戰鬥狀態","為與【咲戀育幼院】一同進迷宮\n冒險打造的遺物。\n多虧主人建立的信賴關係，\n能夠享有商品的價格優惠。","3200","1","商店的販售價格－10％","40003","40003"
"10","0","3","1","信仰騎士","為與【王宮騎士團】一同進迷宮\n冒險打造的遺物。\n模仿團長的常用物品，犧牲會心率，\n提高會心時的威力。","3200","3","物理/魔法暴擊傷害＋50%\n物理/魔法暴擊率－25%","40004","40004"
"10","0","3","1","拉比林斯專家","為與【拉比林斯】一同進迷宮\n冒險打造的遺物。迷宮女王\n會透過此權能，讓騎士無論\n身在何處都能立刻參戰。","3200","2","挑戰開始時拉比林斯達加入","40005","40005"
"10","0","3","1","公主附魔","為與【美食殿堂】一同進迷宮\n冒險打造的遺物。在冒險途中\n締結愈多羈絆，我方的攻擊力\n便會愈高。","3200","4","物理/魔法攻擊力提升（加入角色人數×4％，最大100％）","50001","50001"
"10","1","3","1","破曉吐息","為與【破曉之星】一同進迷宮\n冒險打造的遺物。公會長\n不放棄的心，能保護我方避免\n一次敗北。","3200","5","除卻Boss戰，可免去一次戰鬥的敗北","50002","50002"
"10","0","3","1","咲戀育幼院之崇高","為與【咲戀育幼院】一同進迷宮\n冒險打造的遺物。散發出主人\n高雅的劍，擁有將積累財富轉換\n為力量的效果。","3200","3","提升普通攻擊強化（始源盧幣持有數×0.01，最大100）","50003","50003"
"10","0","3","1","誓約慶典","為與【王宮騎士團】一同進迷宮\n冒險打造的遺物。副團長舉辦的\n鬥爭之宴，能使敵我方所受的\n傷害悉數增加。","3200","2","敵方受到的物理/魔法傷害＋25％\n我方受到的物理/魔法傷害＋25%","50004","50004"
"10","0","3","1","拉比林斯之主","為與【拉比林斯】一同進迷宮\n冒險打造的遺物。冠以主人\n之力的劍可解放部分開發者\n權限，立刻獲得遺物。","3200","1","挑戰開始時隨機獲得1個★1迷宮遺物","50005","50005"
