529b488d119399dec3d043373213bf735380ff82efe8fd5d102a249952f79e40,2ef8d1c0ef29298b3cc3ad7463360827e7d394a724085a8717b4a13e4bfd4c02,37aa81bb4067a8f720042d9722b0aa2b120031acd4199644d056a1e818b7db4b,0d2b96a7135a57058185d88ae473e52b12b71f62e86a7665771b012518fde3d9,cf32fdd9b15150c8ced43058c443ea4469ab45953ab1ac0f8aef36ea6caa1433,840323bf5000a3884c5873f0a67666a64b9c86754240a882a872783d5328586e,5bb8bdec3b3ab572bcf25ccc503b5390c14b302aad3ee292d4a8c596221a6f4f,5caed3e0595fcabbd9da3f3a3d653b4e460927c6530e9df0d06f7e04fd128e2c,1516641d388be79b66922ace1bf49012ad7409de615817ff6aab10f548d44880,0394db82d081626d399d94e34bb97c53c6a6e7d453473f12cb20f29d508fe641,640e6029a7dd0343eddcabce9f72a127c2eab9fde77f9b5f5ffdb575bc2ba44f,59228d21c1c4f66a5265cc1b86614d81a287e5402954ee1d1aed2b611263733c,d90bd93587e66680afc527cec645b4f18228e2c6575de45bd82266025a725175,429e6b4a58f941ccab54efe0d4874b013dfe84cad96b349fa535a23da35a1442,3ac89afbcf7ad5c490b7b9f80346be3fb64581420e7be2667ce008fab226a036,7e5799e96d998c01379a22e42244f49e4636559bf769681399949d63c86f086c,261a3153e9b22454b796ccec40fb4895f0d9d8a6545c189cac1622f9c104974c,0d8755f4eec054838a9d23b665197e70777cec0abdc16e049f18a4707e6824ca,38b569537df8d15bf49330b6fd668a6eef1d230db74a0867340ce8dbabe96288,4a2c97e3905681828853aba6a59381b47dcced94d76834b028b72548b9b6e540,36415621a3ddeb219e5b8b1acc4e7fea013161a064023b0c1c0d350e4004ad04
"0","0","0","-1","0","0","0","0","0","0","0","0","0","0.05","0","4.75","1303311","130331","261","0","0.05"
"0","0","0","-1","0","0","0","0","0","0","70","0","0","0","0","700","1303320","130332","1","0","0"
"0","0","0","-1","0.6","0","0","0","0","0","0","0","0","0.15","0","3.2","1303410","130341","2","0","0"
"0","0","0","-1","0","0","0","0","0.9","0","0","4.4","0","0","0","0","1303610","130361","2","0","0"
"0","0","0","-1","0","0","0","0","0","0","1.2","0","0","0","0","3","1303710","130371","2","0","0"
"0.15","0","0","260","0","0","0","0","0","0","1.2","0","0","0","0","3.75","1303810","130381","2","0","0"
"0","0","0","-1","0","0","0","0","0","0","1.2","0","0","0","0","4.5","1303811","130381","261","0","0"
"0","0","0","-1","0","0","0","0","0","0","0","0","0","0.25","0","3","1304010","130401","2","0","0.25"
"0","0","0","-1","0.3","0","0","0","0","0","0","2.2","0","0.25","0","0","1304210","130421","2","0","0.25"
"0","0","0","-1","0","0","0","0","0","0","0.6","0","0","0","0","5","1304310","130431","2","0","0"
"0","0","0","-1","0","0","0.05","0","0","0","0","4","0","0.2","0","0","1304410","130441","2","0","0"
"0","0","0","-1","0.6","0","0","0","0","0","0","0","0","0.45","0","0","1304510","130451","2","0","0.35"
"0","0","0","-1","0","0","0","0","0","0","0.25","0","0","0.25","0","3.75","1304610","130461","2","0","0"
"0","0","0","-1","0","0","0","0","0","0","0","0","0","0.45","0","1","1304710","130471","2","0","0.4"
"0","0","0","-1","0","0","0","0","0","0","0","0","0","0.15","0","3.75","1304810","130481","2","0","0.15"
"0","0","0","-1","0.25","0","0","0","0","0","0","0","0","0","0","3.2","1304910","130491","2","0","0.3"
"0","1250","0","-1","0","0","0","0","0","0","0","0","0","50","0","0","1304920","130492","1","0","50"
"0","0","0","-1","0","0","0","0","0.4","0","0","4.85","0","0","0","0","1305010","130501","2","0","0"
"0.1","5","0","260","0","0","0","0","0","0","0.25","0","0","0","0","4","1305110","130511","2","0","0"
"0","5","0","-1","0","0","0","0","0","0","0.25","0","0","0","0","4.5","1305111","130511","261","0","0"
"0","0","0","-1","0","0","0","0","0","0","0","0","0","0.35","0","1.25","1305210","130521","2","0","0.45"
"0","0","0","-1","0","0","0","0","0","0","0.2","0","0","0.2","0","2.6","1305310","130531","2","0","0.3"
"0","0","0","-1","0","0","0","0","0","0","0.2","0","0","0.2","0","2.5","1305410","130541","2","0","0.3"
"0","0","0","-1","0","0","0","0","0","0","0","0","0","0.45","0","0.7","1305510","130551","2","0","0.45"
"0","0","0","-1","0","0","0","0","0","0","0","0","0","0.4","0","1","1305610","130561","2","0","0.45"
"0.05","0","0","260","0","0","0","0","0","0","1.1","0","0","0","0","4.5","1305710","130571","2","0","0"
"0","0","0","-1","0","0","0","0","0","0","1.1","0","0","0","0","4.75","1305711","130571","261","0","0"
"0","0","0","-1","0.25","0","0","0","0","0","0","0","0","0.45","0","0","1305810","130581","2","0","0.5"
"0","1500","0","-1","0","0","0","0","0","0","0","0","0","40","0","800","1305820","130582","1","0","50"
"0","0","0","-1","0.25","0","0","0","0","0","0","0","0","0.25","0","2.5","1305910","130591","2","0","0.25"
"0","0","0","-1","0","0","0","0","0.5","0","0","4.7","0","0","0","0","1306010","130601","2","0","0"
"0","1000","0","-1","0","0","0","0","0","0","0","400","0","20","0","0","1306020","130602","1","0","20"
"0.05","0","0","260","0","0","0","0","0","0","0.45","0","0","0","0","4.95","1306110","130611","2","0","0"
"0","0","0","-1","0","0","0","0","0","0","0.45","0","0","0","0","5.2","1306111","130611","261","0","0"
"0","0","0","-1","0","0","0","0","0","0","0.8","0","0","0","0","4.75","1306310","130631","2","0","0"
"0.05","0","0","260","0","0","0","0","0","0","1.25","0","0","0","0","4.3","1306410","130641","2","0","0"
"0","0","0","-1","0","0","0","0","0","0","1.25","0","0","0","0","4.55","1306411","130641","261","0","0"
"0","0","0","-1","0","0","0","0","0","0","1.55","0","0","0","0","4.8","1306510","130651","2","0","0"
"0.05","0","0","260","0","0","0","0","0","0","0","0","0","0","0","3.2","1306610","130661","2","0","0"
"0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","3.45","1306611","130661","261","0","0"
"0.15","0","0","260","0","0","0","0","0","0","2.5","0","0","0","0","3.5","1306810","130681","2","0","0"
"0","0","0","-1","0","0","0","0","0","0","2.5","0","0","0","0","4.25","1306811","130681","261","0","0"
"0.05","0","0","260","0","0","0","0","0.7","0","0","4.55","0","0","0","0","1307010","130701","2","0","0"
"0","0","0","-1","0","0","0","0","0.7","0","0","4.8","0","0","0","0","1307011","130701","261","0","0"
"0.1","0","0","260","0","0","0","0","0","0","0","0","0","0","0","5","1307110","130711","2","0","0"
"0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","5.5","1307111","130711","261","0","0"
"0","0","0","260","0","0.05","0","0","0","0","1.25","0","0","0","0","4","1307510","130751","2","0","0"
"0","0","0","-1","0","0","0","0","0","0","1.25","0","0","0","0","4.4","1307511","130751","261","0","0"
"0","0","0","-1","0.25","0","0","0","0","0","0","0","0","0.25","0","2.1","1307610","130761","2","0","0.25"
"0","0","0","-1","0","0","0","0","0","0","0","2","0","0.3","0","0","1307710","130771","2","0","0.3"
"0","1000","0","-1","0","0","0","0","0","0","0","0","0","45","0","0","1307720","130772","1","0","35"
"0","0","0","-1","0","0","0","0","0.75","0","0","4.25","0","0","0","0","1307810","130781","2","0","0"
"0.05","0","0","260","0","0","0","0","0","0","1.5","0","0","0","0","4","1307910","130791","2","0","0"
"0","0","0","-1","0","0","0","0","0","0","1.5","0","0","0","0","4.25","1307911","130791","261","0","0"
"0","500","0","-1","0","0","0","0","0","0","0","0","0","8","0","800","1307920","130792","1","0","8"
"0.15","0","0","260","0","0","0","0","0","0","0","0","0","0","0","4.3","1308010","130801","2","0","0"
"0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","5.05","1308011","130801","261","0","0"
"0","800","0","-1","0","0","0","0","0","0","0","0","0","18","0","550","1308020","130802","1","0","18"
"0.05","0","0","260","0","0","0","0","0","0","1.75","0","0","0","0","3.75","1308110","130811","2","0","0"
"0","0","0","-1","0","0","0","0","0","0","1.75","0","0","0","0","4","1308111","130811","261","0","0"
"0","500","0","-1","0","0","0","0","0","0","0","0","0","10","0","600","1308120","130812","1","0","10"
"0","0","0","-1","0","0","0","0","0","0","0.5","0","0","0.15","0","3.3","1308210","130821","2","0","0.15"
"0","0","0","-1","0","0","0","0","0","0","50","0","0","0","0","750","1308220","130822","1","0","0"
"0","0","0","260","0","0.05","0.05","0","0","0","0","3","0","0.25","0","0","1308310","130831","2","0","0"
"0","0","0","-1","0","0","0.05","0","0","0","0","3.4","0","0.25","0","0","1308311","130831","261","0","0"
"0","1000","0","-1","0","0","0","0","0","0","0","500","0","15","0","0","1308320","130832","1","0","15"
"0","4","0","-1","0","0","0","0","0","0","0","2.3","0","0.25","0","0","1308410","130841","2","0","0.25"
"0","700","0","-1","0","0","0","0","0","0","0","700","0","0","0","0","1308420","130842","1","0","0"
"0","6.25","0","-1","0","0","0","0","0","0","0","0","0","0.4","0","0","1308510","130851","2","0","0.5"
"0","1500","0","-1","0","0","0","0","0","0","0","0","0","50","0","0","1308520","130852","1","0","50"
"0","2.5","0","-1","0","0","0.05","0","0","0","0","0","0","0","0","4","1308610","130861","2","0","0.15"
"0","1000","0","-1","0","0","0","0","0","0","125","0","0","0","0","500","1308620","130862","1","0","0"
"0","0","0","260","0","0.05","0","0","0","0","1","0","0","0","0","4.3","1308710","130871","2","0","0"
"0","0","0","-1","0","0","0","0","0","0","1","0","0","0","0","4.7","1308711","130871","261","0","0"
"0.05","0","0","260","0","0","0","0","0","0","0","2.5","0","0.25","0","0","1308810","130881","2","1.5","0"
"0","0","0","-1","0","0","0","0","0","0","0","2.75","0","0.25","0","0","1308811","130881","261","1.5","0"
"0","0","0","-1","0","0","0","0","0","0","0","0","0","0.65","0","1.2","1308910","130891","2","0","0.15"
"0.1","0","0","260","0","0","0","0","0","0","1.25","0","0","0","0","4","1309010","130901","2","0","0"
"0","0","0","-1","0","0","0","0","0","0","1.25","0","0","0","0","4.5","1309011","130901","261","0","0"
"0","2000","0","-1","0","0","0","0","0","0","0","0","0","0","0","500","1309020","130902","1","0","0"
"0","5","0","-1","0.25","0","0","0","0","0","0","0","0","0","0","4","1309110","130911","2","0","0"
"2","1000","0","-1","0","0","0","0","0","0","0","0","0","20","0","0","1309120","130912","1","0","20"
"0.1","0","0","260","0","0.05","0","0","0","0","0","4.4","0","0","0","0","1309210","130921","2","0","0"
"0","0","0","-1","0","0","0","0","0","0","0","5.3","0","0","0","0","1309211","130921","261","0","0"
"0","0","0","-1","0","0","0","0","1.75","0","0","3.5","0","0","0","0","1309310","130931","2","0","0"
"0.15","0","0","260","0","0","0","0","0","0","0","4.6","0","0","0","0","1309410","130941","2","0","0"
"0","0","0","-1","0","0","0","0","0","0","0","5.35","0","0","0","0","1309411","130941","261","0","0"
"0","0","0","-1","0.25","0","0","0","0","0","0","0","0","0.6","0","0","1309510","130951","2","0","0.35"
"0","1600","0","-1","0","0","0","0","0","0","0","0","0","40","0","0","1309520","130952","1","0","40"
"0","0","0","-1","0","0","0","0","0","0","2","0","0","0","0","4.25","1309610","130961","2","0","0"
"2","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","600","1309620","130962","1","0","0"
"0","0","0","-1","0.25","0","0","0","0","0","2","0","0","0","0","1.65","1309710","130971","2","0","0"
"0.05","0","0","260","0","0","0","0","0","0","0","2.6","0","0.1","0","0","1309810","130981","2","0","0.4"
"0","0","0","-1","0","0","0","0","0","0","0","2.85","0","0.1","0","0","1309811","130981","261","0","0.4"
"0.05","0","0","260","0.3","0","0","0","0","0","0","4.8","0","0","0","0","1309910","130991","2","0","0"
"0","0","0","-1","0.3","0","0","0","0","0","0","5.05","0","0","0","0","1309911","130991","261","0","0"
"0","0","0","260","0","0.05","0","0","0","0","0","0","0","0","0","4.8","1310010","131001","2","0","0"
"0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","5.2","1310011","131001","261","0","0"
"0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","1200","1310020","131002","1","0","0"
"0","0","0","-1","0.3","0","0","0","0","0","0","4","0","0.05","0","0","1310110","131011","2","0","0.05"
"0","0","0","-1","0","0","0","0","150","0","0","350","0","0","0","0","1310120","131012","1","0","0"
"0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","4","1310310","131031","2","1.5","0"
"2","900","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","1310320","131032","1","0","0"
"0.05","0","0","260","0","0","0","0","0","0","1","0","0","0","0","4.4","1310410","131041","2","0","0"
"0","0","0","-1","0","0","0","0","0","0","1","0","0","0","0","4.65","1310411","131041","261","0","0"
"0","500","0","-1","0","0","0","0","0","0","0","0","0","30","0","500","1310420","131042","1","0","30"
"0","0","0","-1","0","0","0","0","0","0","1.4","0","0","0","0","4.5","1310510","131051","2","0","0"
"0","0","0","-1","0","0","0","0","0","0","0","0","0","10","0","900","1310520","131052","1","0","30"
"0","0","0","260","0","0.05","0","0","0.9","0","0","3.9","0","0","0","0","1310610","131061","2","0","0"
"0","0","0","-1","0","0","0","0","0.9","0","0","4.3","0","0","0","0","1310611","131061","261","0","0"
"0","0","0","-1","0","0","0","0","0","0","0","900","0","10","0","0","1310620","131062","1","0","30"
"0","0","0","-1","0","0","0","0","0","0","1.2","0","0","0","0","4.55","1310710","131071","2","0","0"
"0","500","0","-1","0","0","0","0","0","0","80","0","0","30","0","0","1310720","131072","1","0","30"
"0.1","0","0","260","0","0","0","0","0","0","1.75","0","0","0","0","3.85","1310810","131081","2","0","0"
"0","0","0","-1","0","0","0","0","0","0","1.75","0","0","0","0","4.35","1310811","131081","261","0","0"
"0.05","0","0","260","0","0","0","0","0","0","2","0","0","0","0","3.95","1310910","131091","2","0","0"
"0","0","0","-1","0","0","0","0","0","0","2","0","0","0","0","4.2","1310911","131091","261","0","0"
"0","0","0","260","0","0.05","0","0","0","10","0","2.8","0","0","0","0","1311010","131101","2","1.5","0"
"0","0","0","-1","0","0","0","0","0","10","0","3.2","0","0","0","0","1311011","131101","261","1.5","0"
"0","0","0","260","0","0.05","0","0","0","0","0","4.8","0","0","0","0","1311110","131111","2","0","0"
"0","0","0","-1","0","0","0","0","0","0","0","5.2","0","0","0","0","1311111","131111","261","0","0"
"0","0","0","300","0","0","0","0","0","0","0","0","0","0","0.05","2.5","1311210","131121","2","0","0.2"
"0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","2.5","1311211","131121","301","0","0.3"
"0.1","0","0","260","0","0","0","0","0","0","0","0","0","0.6","0","1.65","1311310","131131","2","0","0"
"0","0","0","-1","0","0","0","0","0","0","0","0","0","0.6","0","2.15","1311311","131131","261","0","0"
"0","0","0","260","0","0.05","0","0","0","0","0","3.75","0","0","0","0","1311410","131141","2","1.5","0"
"0","0","0","-1","0","0","0","0","0","0","0","4.15","0","0","0","0","1311411","131141","261","1.5","0"
"0","0","0","260","0","0.05","0","0","0","0","1","0","0","0","0","4.3","1311510","131151","2","0","0"
"0","0","0","-1","0","0","0","0","0","0","1","0","0","0","0","4.7","1311511","131151","261","0","0"
"0","14.5","0","-1","0.2","0","0","0","0","0","0","0","0","0","0","0","1311610","131161","2","0","0.6"
"0.1","5","0","260","0","0","0","0","0.4","0","0","3.75","0","0","0","0","1311710","131171","2","0","0"
"0","5","0","-1","0","0","0","0","0.4","0","0","4.25","0","0","0","0","1311711","131171","261","0","0"
"0.05","10","0","260","0","0","0","0","0","0","0.75","0","0","0","0","3.5","1311810","131181","2","0","0"
"0","10","0","-1","0","0","0","0","0","0","0.75","0","0","0","0","3.75","1311811","131181","261","0","0"
"0.05","1.5","0","260","0","0","0","0","0","0","0","0","0","0.5","0","0","1311910","131191","2","0","0.45"
"0","3.6","0","-1","0","0","0","0","0","0","0","0","0","0.5","0","0","1311911","131191","261","0","0.45"
"0","0","0","-1","0","0","0","0","0.5","0","0","3.7","0","0","0","0","1312010","131201","2","1.25","0"
"0.15","0","0","260","0.5","0","0","0","0","0","0","3.35","0","0","0","0","1312110","131211","2","0","0"
"0","0","0","-1","0.5","0","0","0","0","0","0","4.1","0","0","0","0","1312111","131211","261","0","0"
"0","0","0","-1","0","0","0","0","0","0","0","2.6","0","0.3","0","0","1312210","131221","2","0","0.2"
"0","0","0","-1","0","0","0","0","0","0","2","0","0","0","0","4.2","1312310","131231","2","0","0"
"0.05","0","0","260","0","0","0","0","0","0","1.7","0","0","0","0","4.1","1312410","131241","2","0","0"
"0","0","0","-1","0","0","0","0","0","0","1.7","0","0","0","0","4.35","1312411","131241","261","0","0"
"0","11","0","-1","0","0","0","0","0","0","0","0","0","0.4","0","0","1312510","131251","2","0","0.4"
"0","0","0","-1","0","0","0","0","0.8","0","0","4.5","0","0","0","0","1312610","131261","2","0","0"
"0.1","0","0","260","0","0","0","0","0","0","1.25","0","0","0","0","3.9","1312710","131271","2","0","0"
"0","0","0","-1","0","0","0","0","0","0","1.25","0","0","0","0","4.4","1312711","131271","261","0","0"
"0","0","0","-1","0","0","0","0","0","0","1.3","0","0","0","0","4.35","1312810","131281","2","0","0"
"0.05","0","0","260","0","0","0","0","0","0","1.5","0","0","0","0","4","1312910","131291","2","0","0"
"0","0","0","-1","0","0","0","0","0","0","1.5","0","0","0","0","4.25","1312911","131291","261","0","0"
"0","10.5","0","260","0","0.05","0","0","0","0","0","0","0","0","0.15","0","1313010","131301","2","0","0.5"
"0","13.85","0","300","0","0","0","0","0","0","0","0","0","0","0.15","0","1313011","131301","261","0","0.5"
"0","13.85","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","1313012","131301","301","0","0.7"
"0","0","0","-1","0","0","0","0","0","0","0.65","0","0","0","0","4.7","1313110","131311","2","0","0"
"0.1","0","0","260","0","0","0","0","0.4","0","0","4.1","0","0","0","0","1313210","131321","2","0","0"
"0","0","0","-1","0","0","0","0","0.4","0","0","4.6","0","0","0","0","1313211","131321","261","0","0"
"0.1","0","0","260","0","0","0","0","0","0","0","4.55","0","0","0","0","1313310","131331","2","0","0"
"0","0","0","-1","0","0","0","0","0","0","0","5.05","0","0","0","0","1313311","131331","261","0","0"
"0","0","0","-1","0","0","0","0","0.65","0","0","4.4","0","0","0","0","1313410","131341","2","0","0"
"0.1","0","0","260","0","0","0","0","0","0","0","1.5","0","0.6","0","0","1313510","131351","2","0","0"
"0","0","0","-1","0","0","0","0","0","0","0","2","0","0.6","0","0","1313511","131351","261","0","0"
"0","5","0","-1","0","0","0","0","0","0","0","0","0","0","0","4.45","1313610","131361","2","0","0"
"0.1","0","0","260","0","0","0","0","0.65","0","0","4","0","0","0","0","1313710","131371","2","0","0"
"0","0","0","-1","0","0","0","0","0.65","0","0","4.5","0","0","0","0","1313711","131371","261","0","0"
"0.05","15","0","260","0","0","0","0","0","0","0","3.2","0","0","0","0","1313810","131381","2","0","0"
"0","15","0","-1","0","0","0","0","0","0","0","3.45","0","0","0","0","1313811","131381","261","0","0"
"0.05","3.75","0","260","0","0","0","0","0","0","0","0","0","0.45","0","0","1313910","131391","2","0","0.45"
"0","5.85","0","-1","0","0","0","0","0","0","0","0","0","0.45","0","0","1313911","131391","261","0","0.45"
"0.05","0","0","260","0","0","0","0","0","0","0.6","0","0","0","0","4.75","1314010","131401","2","0","0"
"0","0","0","-1","0","0","0","0","0","0","0.6","0","0","0","0","5","1314011","131401","261","0","0"
"0","0","0","-1","0","0","0","0","0","0","1","0","0","0","0","4.7","1314110","131411","2","0","0"
"0","0","0","-1","0","0","0","0","0","0","0.6","0","0","0","0","4.9","1314210","131421","2","0","0"
"0","0","0","-1","0","0","0","0","3.75","0","0","0","0","0","0","3.5","1314310","131431","2","0","0"
"0","0","0","-1","0","0","0","0","0","0","0.75","0","0","0","0","4.6","1314410","131441","2","0","0"
"0","0","0","-1","0.3","0","0","0","0","0","0.75","0","0","0","0","4.25","1314510","131451","2","0","0"
"0.05","5","0","260","0","0","0","0","0","0","0","0","0","0","0","4.2","1314610","131461","2","0","0"
"0","5","0","-1","0","0","0","0","0","0","0","0","0","0","0","4.45","1314611","131461","261","0","0"
"0","0","0","-1","0","0","0","0","0","0","0","0","0","0.2","0","3.05","1314710","131471","2","0","0.2"
"0.05","0","0","260","0.3","0","0","0","0","0","0","4.25","0","0","0","0","1315010","131501","2","0","0"
"0","0","0","-1","0.3","0","0","0","0","0","0","4.5","0","0","0","0","1315011","131501","261","0","0"
"0.1","0","0","260","0","0","0","0","0","0","1.9","0","0","0","0","3.75","1315510","131551","2","0","0"
"0","0","0","-1","0","0","0","0","0","0","1.9","0","0","0","0","4.25","1315511","131551","261","0","0"
"0","0","0","-1","0.4","0","0","0","0","0","0","4.4","0","0","0","0","1315610","131561","2","0","0"
"0","0","0","260","0","0.05","0","0","1.2","0","0","3.6","0","0","0","0","1315710","131571","2","0","0"
"0","0","0","-1","0","0","0","0","1.2","0","0","4","0","0","0","0","1315711","131571","261","0","0"
"0","0","0","-1","0","0","0","0","0","0","1.2","0","0","0","0","4.4","1315810","131581","2","0","0"
"0.05","0","0","260","0","0","0","0","0","0","1.35","0","0","0","0","4.1","1315910","131591","2","0","0"
"0","0","0","-1","0","0","0","0","0","0","1.35","0","0","0","0","4.35","1315911","131591","261","0","0"
"0","0","0","-1","0","0","0","0","0","0","0","4.6","0","0","0","0","1316010","131601","2","0.5","0"
"0","0","0","-1","0","0","0","0","0","0","0.5","0","0","0","0","4.9","1316210","131621","2","0","0"
"0","0","0","-1","0","0","0","0","0","0","1","0","0","0","0","4.6","1316310","131631","2","0","0"
"0.05","15","0","260","0","0","0","0","0","0","0","0","0","0.3","0","0","1316410","131641","2","0","0.3"
"0","17.1","0","-1","0","0","0","0","0","0","0","0","0","0.3","0","0","1316411","131641","261","0","0.3"
"0","10","0","-1","0","0","0","0","0","0","0.5","0","0","0","0","3.65","1316510","131651","2","0","0"
"0","0","0","-1","0","0","0","0","0","0","0.75","0","0","0","0","4.65","1316610","131661","2","0","0"
"0","0","0","-1","0","0","0","0","0","0","0.25","0","0","0","0","5","1316710","131671","2","0","0"
