891cdfad27f1d6592468d5a4c77025dc90f5ecb40262d0d4450f58063ff81c86,e5bb7b4f17006c8d56d39a0cea5117ecc540899c92e640b9cf78987884555af2,173f0c59da19e70d31495151c0fabebb3c00401fcad693180a69f5520d5a16f5,00425eecd8b70f3efe2b11f8c1625cc6b6f7d650b8d488ba3e9931a9948cde58,96e644d86b60aa22896aea22133de304b89e9df237d0207ab5a51f88b5d5ed2f,cb62269e5b62d2e10890945e4b8cb01d85275b96256dc60ed938dd7eba7a0ea0,50f16e79d92d34a35ed61091c5a0d77c2359c8e17ec584766375f3e2c38a87d2,3a0aa9cbac61b41c5e0d27254203396f5210bda5dc08edff829832c90ad3b6ad,2bf3ce5336a984a880b7003330f6bd14fee6b6177ae44a197a3e815e1aad8d42,163856355e7003e7180e753adbcb66005cea6f6313fdc7296425e27d6e0d5dfe,acb8a6a8c1b6f2d41a728fdf8bc7b12513d66011d1c4c16622ee9a2487a90480,0d9cf2272cf4975059e963c90ac29ce8dc2f88d14591024176c179683c86814f,5cd692b4bd67f58377135f49bb048fb56b1f6802abb03e4b35c67ad8c0648be4,04029d98091d325c7cf66c7917c57d0d9bfffc5269c3723a3e138a9e8190de46,ae9b627456984cd961d083c7480dc94d58e97f1b99244359665a59dd72110ab5,f353b2fedd232650d9156239bb6fc9a25fc49b1cc99548743bbbeeeb85e1190f,2131077c04fbc0d8017034b6dd3c4b7977b92c0055177d12cca8e935acc2db5c,403c5adf34bd81e234162c5c248716d524c0cb9ebf5752b9ac646f6646932e53,e74c22bf6ce8e4ffbfef2e2d96d94e3c7f384caa42310629831ebadea6018cfa,a9a17037019171d890acab1a6cbbed8a4e5a17e82c58a443ba5ad5f9a3d5410b,b14cada65935a1c7ba0a1116ced72453e7031dc25ab60b1265566d1bd2ff6c90,7862149be1eae3f7b6f004a5220c409ac5290588755dc2919cbe634f9238f8a5,9b5b5f7356a9062b3498901c0adfa2c6704843198abbb2063e8675e0d4a1717b,251c15ac98b76309d021aee6e56eb8a906c3da5a11f9c496d4abef427bb088f5
"0","在背面世界野餐？","2","8","91002","5","0","31028","5","300010","30","58","2015/12/17 15:00:00","0","31021","570","11064","15064005","2","5","在戰鬥中獲得勝利。","1","31023","2"
"0","《EX》危險暗影與怪鳥獸","0","8","91002","0","0","0","0","300020","150","-18","2015/12/17 15:00:00","0","0","905","11064","15064006","0","0","在戰鬥中獲得勝利。","2","0","0"
"0","妹妹們的照顧之戰","2","8","91002","5","0","31006","5","300010","30","-123","2015/12/17 15:00:00","0","31022","-442","11065","15065001","2","5","在戰鬥中獲得勝利。","1","31011","2"
"1","背面世界開拓記","2","8","91002","5","2","31052","5","300010","30","117","2015/12/17 15:00:00","51011","31033","-289","11065","15065002","2","5","在戰鬥中獲得勝利。","1","31026","2"
"0","《EX》成群的危險暗影","0","8","91002","0","0","0","0","300020","150","-162","2015/12/17 15:00:00","0","0","-150","11065","15065003","0","0","在戰鬥中獲得勝利。","2","0","0"
"0","令人興奮的森林野餐！","2","8","91002","5","0","31037","5","300010","30","-109","2015/12/17 15:00:00","0","31049","141","11065","15065004","2","0","在戰鬥中獲得勝利。","1","0","0"
"0","在甘海高舉大漁旗","2","8","91002","5","0","31030","5","300010","30","-34","2015/12/17 15:00:00","0","31055","332","11065","15065005","2","1","在戰鬥中獲得勝利。","1","51012","2"
"0","《EX》危險的魔物‧狂熊與翼龍","0","8","91002","0","0","0","0","300020","150","77","2015/12/17 15:00:00","0","0","640","11065","15065006","0","0","在戰鬥中獲得勝利。","2","0","0"
"0","支援背面世界復興總部","2","8","91002","5","0","31180","5","300010","30","-56","2015/12/17 15:00:00","0","31185","-701","11066","15066001","2","1","在戰鬥中獲得勝利。","1","51013","2"
"0","公主們的泡澡外交","2","8","91002","5","0","31010","5","300010","30","109","2015/12/17 15:00:00","0","31017","-427","11066","15066002","2","0","在戰鬥中獲得勝利。","1","0","0"
"0","《EX》天才發明家三女，襲來","0","8","91002","0","0","4102402","1","300020","150","-180","2015/12/17 15:00:00","0","0","-573","11066","15066003","18","0","在戰鬥中獲得勝利。","2","0","0"
"1","背面世界安全講習會","2","8","91002","5","2","31015","5","300010","30","-25","2015/12/17 15:00:00","51016","31012","-165","11066","15066004","2","5","在戰鬥中獲得勝利。","1","31040","2"
"0","背面世界登台！","2","8","91002","5","0","31029","5","300010","30","-88","2015/12/17 15:00:00","0","31054","110","11066","15066005","2","5","在戰鬥中獲得勝利。","1","31042","2"
"0","龍族姊妹的請求","0","8","91002","0","0","90005","10","300010","30","97","2015/12/17 15:00:00","0","0","135","11066","15066006","2","0","在戰鬥中獲得勝利。","1","0","0"
"0","《EX》危險暗影與魔物‧雷雷傲M","0","8","91002","0","0","0","0","300020","150","42","2015/12/17 15:00:00","0","0","443","11066","15066007","0","0","在戰鬥中獲得勝利。","2","0","0"
"0","甜蜜又美味的美容法","2","8","91002","5","0","31258","5","300010","30","-32","2015/12/17 15:00:00","0","31008","-208","11067","15067001","2","0","在戰鬥中獲得勝利。","1","0","0"
"0","確保被虐狂與正太","2","8","91002","5","0","31233","5","300010","30","44","2015/12/17 15:00:00","0","31045","-58","11067","15067002","2","1","在戰鬥中獲得勝利。","1","51017","2"
"0","《EX》受難體質的次女，遇難","0","8","91002","0","0","4105402","1","300020","150","-165","2015/12/17 15:00:00","0","0","-84","11067","15067003","18","0","在戰鬥中獲得勝利。","2","0","0"
"1","寵溺的人是誰","2","8","91002","5","2","31181","5","300010","30","90","2015/12/17 15:00:00","51018","31034","425","11067","15067004","2","5","在戰鬥中獲得勝利。","1","31059","2"
"0","餓肚子咕嚕咕嚕二重奏","0","8","91002","0","0","90005","10","300010","30","36","2015/12/17 15:00:00","0","0","551","11067","15067005","2","0","在戰鬥中獲得勝利。","1","0","0"
"0","《EX》危險的魔物‧大鬼與雷鳥","0","8","91002","0","0","0","0","300020","150","-120","2015/12/17 15:00:00","0","0","602","11067","15067006","0","0","在戰鬥中獲得勝利。","2","0","0"
"0","背面世界也有發生事件的預感","2","8","91002","5","0","31093","5","300010","30","-20","2015/12/17 15:00:00","0","31014","-40","11068","15068001","2","1","在戰鬥中獲得勝利。","1","51021","2"
"0","如煉獄中盛開的花朵般","2","8","91002","5","0","31027","5","300010","30","-179","2015/12/17 15:00:00","0","31051","90","11068","15068002","2","0","在戰鬥中獲得勝利。","1","0","0"
"0","《EX》心胸開闊的長女，狂醉","0","8","91002","0","0","4101403","1","300020","150","-171","2015/12/17 15:00:00","0","0","245","11068","15068003","18","0","在戰鬥中獲得勝利。","2","0","0"
"0","當心泡昏頭","2","8","91002","5","0","31032","5","300010","30","44","2015/12/17 15:00:00","0","31033","643","11068","15068004","2","1","在戰鬥中獲得勝利。","1","51022","2"
"0","在吉歐‧格黑納追兔子","0","8","91002","0","0","90005","10","300010","30","-93","2015/12/17 15:00:00","0","0","768","11068","15068005","2","0","在戰鬥中獲得勝利。","1","0","0"
"0","《EX》成群的危險暗影","0","8","91002","0","0","0","0","300020","150","91","2015/12/17 15:00:00","0","0","814","11068","15068006","0","0","在戰鬥中獲得勝利。","2","0","0"
"0","背面世界的走失兒童","2","8","91002","5","0","31047","5","300010","30","0","2015/12/17 15:00:00","0","31020","-324","11069","15069001","2","1","在戰鬥中獲得勝利。","1","51023","2"
"0","吉歐‧格黑納的魔法研究","2","8","91002","5","0","31016","5","300010","30","-78","2015/12/17 15:00:00","0","31060","-175","11069","15069002","2","0","在戰鬥中獲得勝利。","1","0","0"
"0","《EX》成群的危險暗影","0","8","91002","0","0","0","0","300020","150","-136","2015/12/17 15:00:00","0","0","0","11069","15069003","0","0","在戰鬥中獲得勝利。","2","0","0"
"0","活躍於吉歐‧格黑納的忍者們","2","8","91002","5","0","31096","5","300010","30","-9","2015/12/17 15:00:00","0","31055","411","11069","15069004","2","1","在戰鬥中獲得勝利。","1","51024","2"
"0","特別讓你成為眷屬！","2","8","91002","5","0","31223","5","300010","30","-167","2015/12/17 15:00:00","0","31063","522","11069","15069005","2","0","在戰鬥中獲得勝利。","1","0","0"
"0","《EX》成群的危險暗影","0","8","91002","0","0","0","0","300020","150","-39","2015/12/17 15:00:00","0","0","859","11069","15069006","0","0","在戰鬥中獲得勝利。","2","0","0"
"0","在吉歐‧格黑納採集植物","2","8","91002","1","0","31040","5","300010","30","128","2015/12/17 15:00:00","0","51025","-291","11070","15070001","2","0","在戰鬥中獲得勝利。","1","0","0"
"0","灼熱的打架時間","2","8","91002","5","0","31066","5","300010","30","38","2015/12/17 15:00:00","0","31065","-143","11070","15070002","2","0","在戰鬥中獲得勝利。","1","0","0"
"0","《EX》成群的危險暗影‧偶像","0","8","91002","0","0","0","0","300020","150","-14","2015/12/17 15:00:00","0","0","0","11070","15070003","0","0","在戰鬥中獲得勝利。","2","0","0"
"0","在深淵般的煉獄中邂逅","2","8","91002","1","0","31009","5","300010","30","38","2015/12/17 15:00:00","0","51026","434","11070","15070004","2","0","在戰鬥中獲得勝利。","1","0","0"
"0","展現大人的從容吧","2","8","91002","5","0","31004","5","300010","30","22","2015/12/17 15:00:00","0","31261","575","11070","15070005","2","5","在戰鬥中獲得勝利。","1","31050","2"
"0","《EX》成群的危險暗影‧財團","0","8","91002","0","0","0","0","300020","150","-180","2015/12/17 15:00:00","0","0","546","11070","15070006","0","0","在戰鬥中獲得勝利。","2","0","0"
"1","輕快的少女們","2","8","91002","5","2","31028","5","300010","30","90","2015/12/17 15:00:00","51027","31180","15","11071","15071001","2","5","在戰鬥中獲得勝利。","1","31002","2"
"0","伊緒老師的背面世界教室","0","8","91002","0","0","31018","5","300010","30","-81","2015/12/17 15:00:00","0","0","-89","11071","15071002","2","0","在戰鬥中獲得勝利。","1","0","0"
"0","《EX》成群的危險暗影‧遊戲","0","8","91002","0","0","0","0","300020","150","-135","2015/12/17 15:00:00","0","0","-408","11071","15071003","0","0","在戰鬥中獲得勝利。","2","0","0"
"1","清除傀儡的絲線","2","8","91002","5","2","31026","5","300010","30","-73","2015/12/17 15:00:00","51028","31006","253","11071","15071004","2","5","在戰鬥中獲得勝利。","1","31093","2"
"0","花瓣與刀刃舞動","2","8","91002","5","0","31056","5","300010","30","-173","2015/12/17 15:00:00","0","31296","383","11071","15071005","2","0","在戰鬥中獲得勝利。","1","0","0"
"0","《EX》成群的危險暗影‧獸苑","0","8","91002","0","0","0","0","300020","150","-173","2015/12/17 15:00:00","0","0","622","11071","15071006","0","0","在戰鬥中獲得勝利。","2","0","0"
"0","降臨煉獄的冰龍","2","8","91002","1","0","31064","5","300010","30","94","2015/12/17 15:00:00","0","51029","-252","11072","15072001","2","0","在戰鬥中獲得勝利。","1","0","0"
"0","美麗的黑天使群","2","8","91002","5","0","31258","5","300010","30","-111","2015/12/17 15:00:00","0","31008","-193","11072","15072002","2","0","在戰鬥中獲得勝利。","1","0","0"
"0","《EX》成群的危險暗影‧美食","0","8","91002","0","0","0","0","300020","150","94","2015/12/17 15:00:00","0","0","84","11072","15072003","0","0","在戰鬥中獲得勝利。","2","0","0"
"0","展現魅力，灼熱的表現風格","2","8","91002","1","0","31022","5","300010","30","-120","2015/12/17 15:00:00","0","51030","277","11072","15072004","2","0","在戰鬥中獲得勝利。","1","0","0"
"0","又冷又熱的散步","0","8","91002","0","0","31064","5","300010","30","-106","2015/12/17 15:00:00","0","0","510","11072","15072005","2","0","在戰鬥中獲得勝利。","1","0","0"
"0","《EX》成群的危險暗影‧救護","0","8","91002","0","0","0","0","300020","150","-100","2015/12/17 15:00:00","0","0","703","11072","15072006","0","0","在戰鬥中獲得勝利。","2","0","0"
"0","背面世界超級英雄秀","2","8","91002","1","0","31309","5","300010","30","-188","2015/12/17 15:00:00","0","51031","-487","11073","15073001","2","0","在戰鬥中獲得勝利。","1","0","0"
"0","冥府的被虐狂","2","8","91002","5","0","31045","5","300010","30","-190","2015/12/17 15:00:00","0","31185","-208","11073","15073002","2","0","在戰鬥中獲得勝利。","1","0","0"
"0","《EX》成群的危險暗影‧森精","0","8","91002","0","0","0","0","300020","150","33","2015/12/17 15:00:00","0","0","-133","11073","15073003","0","0","在戰鬥中獲得勝利。","2","0","0"
"0","冥界的魔物調查","0","8","91002","0","0","51032","1","300010","30","37","2015/12/17 15:00:00","0","0","508","11073","15073004","2","0","在戰鬥中獲得勝利。","1","0","0"
"0","《EX》成群的危險暗影‧黃昏","0","8","91002","0","0","0","0","300020","150","-117","2015/12/17 15:00:00","0","0","670","11073","15073005","0","0","在戰鬥中獲得勝利。","2","0","0"
"0","歡迎來到成熟女子聚會","2","8","91002","5","0","31034","5","300010","30","-46","2015/12/17 15:00:00","0","31056","-182","11074","15074001","2","1","在戰鬥中獲得勝利。","1","51033","2"
"0","我來讓冥界露出笑容了！　","2","8","91002","5","0","31052","5","300010","30","-179","2015/12/17 15:00:00","0","31033","-76","11074","15074002","2","0","在戰鬥中獲得勝利。","1","0","0"
"0","《EX》成群的危險暗影‧學院","0","8","91002","0","0","0","0","300020","150","87","2015/12/17 15:00:00","0","0","102","11074","15074003","0","0","在戰鬥中獲得勝利。","2","0","0"
"0","白劍與黑盾","2","8","91002","5","0","31057","5","300010","30","-148","2015/12/17 15:00:00","0","31260","391","11074","15074004","2","1","在戰鬥中獲得勝利。","1","51034","2"
"0","《EX》成群的危險暗影‧光願","0","8","91002","0","0","0","0","300020","150","12","2015/12/17 15:00:00","0","0","694","11074","15074005","0","0","在戰鬥中獲得勝利。","2","0","0"
"0","小惡魔妹妹與墮天使妹妹","2","8","91002","5","0","31258","5","300010","30","92","2015/12/17 15:00:00","0","31006","-237","11075","15075001","2","1","在戰鬥中獲得勝利。","1","51035","2"
"0","《EX》成群的危險暗影‧友好","0","8","91002","0","0","0","0","300020","150","93","2015/12/17 15:00:00","0","0","96","11075","15075002","0","0","在戰鬥中獲得勝利。","2","0","0"
"0","為迷路的鳥兒帶路！","2","8","91002","1","0","31001","5","300010","30","-58","2015/12/17 15:00:00","0","51036","591","11075","15075003","2","0","在戰鬥中獲得勝利。","1","0","0"
"0","《EX》成群的危險暗影‧龍巢","0","8","91002","0","0","0","0","300020","150","76","2015/12/17 15:00:00","0","0","808","11075","15075004","0","0","在戰鬥中獲得勝利。","2","0","0"
"0","冥界時裝秀☆","2","8","91002","5","0","31023","5","300010","30","39","2015/12/17 15:00:00","0","31020","-380","11076","15076001","2","5","在戰鬥中獲得勝利。","1","31016","2"
"0","忍者冥劍傳","2","8","91002","5","0","31030","5","300010","30","-196","2015/12/17 15:00:00","0","31013","-486","11076","15076002","2","1","在戰鬥中獲得勝利。","1","51037","2"
"0","《EX》成群的危險暗影‧光願","0","8","91002","0","0","0","0","300020","150","-31","2015/12/17 15:00:00","0","0","69","11076","15076003","0","0","在戰鬥中獲得勝利。","2","0","0"
"0","魔與黑暗的大小姐","2","8","91002","1","0","31003","5","300010","30","-186","2015/12/17 15:00:00","0","51043","521","11076","15076004","2","0","在戰鬥中獲得勝利。","1","0","0"
"0","《EX》成群的危險暗影‧魔軍","0","8","91002","0","0","0","0","300020","150","-69","2015/12/17 15:00:00","0","0","718","11076","15076005","0","0","在戰鬥中獲得勝利。","2","0","0"
"0","徬徨於背面世界的神祕巨女","2","8","91002","1","0","31063","5","300010","30","-185","2015/12/17 15:00:00","0","51038","-420","11077","15077001","2","0","在戰鬥中獲得勝利。","1","0","0"
"0","《EX》成群的危險暗影‧魔學","0","8","91002","0","0","0","0","300020","150","-191","2015/12/17 15:00:00","0","0","74","11077","15077002","0","0","在戰鬥中獲得勝利。","2","0","0"
"1","瀰漫於冥界的魔性香氣","2","8","91002","5","2","31021","5","300010","30","62","2015/12/17 15:00:00","51039","31301","561","11077","15077003","2","5","在戰鬥中獲得勝利。","1","31044","2"
"0","衝突，母性vs經商精神！？","2","8","91002","5","0","31180","5","300010","30","33","2015/12/17 15:00:00","0","31015","741","11077","15077004","2","0","在戰鬥中獲得勝利。","1","0","0"
"0","《EX》成群的危險暗影‧墮天","0","8","91002","0","0","0","0","300020","150","-125","2015/12/17 15:00:00","0","0","517","11077","15077005","0","0","在戰鬥中獲得勝利。","2","0","0"
"0","幫派成員與英雄","2","8","91002","5","0","31005","5","300010","30","118","2015/12/17 15:00:00","0","31066","-440","11078","15078001","2","1","在戰鬥中獲得勝利。","1","51040","2"
"0","《EX》危險的魔物‧大鬼再現","0","8","91002","0","0","0","0","300020","400","-78","2015/12/17 15:00:00","0","0","-124","11078","15078002","0","0","在戰鬥中獲得勝利。","2","0","0"
"1","活屍中的迷霧","2","8","91002","5","2","31094","5","300010","30","-184","2015/12/17 15:00:00","51041","31092","86","11078","15078003","2","5","在戰鬥中獲得勝利。","1","31093","2"
"0","《EX》危險的魔物‧懶獸","0","8","91002","0","0","0","0","300020","400","-187","2015/12/17 15:00:00","0","0","477","11078","15078004","0","0","在戰鬥中獲得勝利。","2","0","0"
"1","來襲！紅髮盜賊三姊妹！？","2","8","91002","5","2","31300","5","300010","30","-146","2015/12/17 15:00:00","51042","31355","687","11078","15078005","2","5","在戰鬥中獲得勝利。","1","31302","2"
"0","《EX》危險的魔物‧獅鷲","0","8","91002","0","0","0","0","300020","400","30","2015/12/17 15:00:00","0","0","760","11078","15078006","0","0","在戰鬥中獲得勝利。","2","0","0"
"1","性格迥異樂團三重奏","2","8","91002","5","2","31358","5","300010","30","100","2015/12/17 15:00:00","51044","31050","-414","11079","15079001","2","5","在戰鬥中獲得勝利。","1","31181","2"
"0","《EX》危險的魔物‧雷鳥再現","0","8","91002","0","0","0","0","300020","400","-163","2015/12/17 15:00:00","0","0","-861","11079","15079002","0","0","在戰鬥中獲得勝利。","2","0","0"
"1","炒麵麵包，我收下了！","2","8","91002","5","2","31046","5","300010","30","-6","2015/12/17 15:00:00","51045","31028","-160","11079","15079003","2","5","在戰鬥中獲得勝利。","1","31032","2"
"0","《EX》危險的魔物‧眼蔓再現","0","8","91002","0","0","0","0","300020","400","-65","2015/12/17 15:00:00","0","0","17","11079","15079004","0","0","在戰鬥中獲得勝利。","2","0","0"
"0","顯眼的女人與不起眼的少女","2","8","91002","5","0","31360","5","300010","30","-26","2015/12/17 15:00:00","0","31055","311","11079","15079005","2","1","在戰鬥中獲得勝利。","1","51046","2"
"0","《EX》危險的魔物‧翼龍再現","0","8","91002","0","0","0","0","300020","400","-94","2015/12/17 15:00:00","0","0","682","11079","15079006","0","0","在戰鬥中獲得勝利。","2","0","0"
"0","《EX》危險的魔物‧深海龍","0","8","91002","0","0","0","0","300020","400","-165","2015/12/17 15:00:00","0","0","-450","11080","15080001","0","0","在戰鬥中獲得勝利。","2","0","0"
"0","《EX》危險的魔物‧鬼騎兵","0","8","91002","0","0","0","0","300020","400","81","2015/12/17 15:00:00","0","0","-135","11080","15080002","0","0","在戰鬥中獲得勝利。","2","0","0"
"1","劍士們的大亂舞","2","8","91002","5","2","31356","5","300010","30","-169","2015/12/17 15:00:00","51047","31071","166","11080","15080003","2","5","在戰鬥中獲得勝利。","1","31324","2"
"0","《EX》危險的魔物‧魔狼","0","8","91002","0","0","0","0","300020","400","-106","2015/12/17 15:00:00","0","0","661","11080","15080004","0","0","在戰鬥中獲得勝利。","2","0","0"
