050cd5c20e37613987ca3853dcf1fd91e626a94cd49a49eea2c23014fca6327a,24661497dbeca6ef1a3d3b0c594b2ce6375576074faa3fc3f8fe76ed41572909,e4abc44a4699cfc95e254d3b34e9a0a336cde12b35c9b300dc02bd302431ed7d,fcfc90e45556fed56943feab435970f7fab8834a2785041e3c4d6340e56f03f1,81cb773fb1da6b324870c63ed1c6cb933497489fddde3c2fc8b0350e1b7d06a2,c9b6fa05d40ff3b41dc7e7b5979f8b5bae8db860e33d2b4267173bee775a2b4e,ab3884375d6820c352661f8fef9475133ee18950c98aedbf277b9b5ea2f87673,9361c7c583896191f28fae7205dc53a047d7c16af8f03b90006c5ea2c2c82a38,4a0f85ff7327728e6269c9e24954da484699315905cee53d70afac60e0fc5e1a,1dcb4921d6ec4c9c8a5fbf3a2e557cf64e0d890a70cfc1673d4d2d74fbb63d36,78db209633764d525f536a6d587175aeb09ef41e436aec48896d966cae989b1d,5bba52b4465ce6377457bb5857cf25b9f85487c5bc0950f381afd7051f4ba546,a43ff0cf9ed8f5624bf0943f31355644d80a650ef00e3642f51f973a9a2a6111,5477559a4d4dc2744d9ab484bfb1aec36111b90465be0b4552b0be07d585585f,e8b9b043b156f543dbfbdcaa448c23bb61ac9187866d1ccd9fc88f1102bf6eb2,00544d7836bb84ddb458dacce426b93ed3b426a522fb1378b783646a6001012b
"2","400","25011","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1004001"
"2","400","25012","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1004002"
"2","400","25013","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1004003"
"2","400","25014","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1004004"
"2","400","25015","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1004005"
"2","400","25011","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1004006"
"2","400","25012","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1004007"
"2","400","25013","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1004008"
"2","400","25014","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1004009"
"2","400","25015","10","91002","500000","2","200","2","90008","12","10","25001","8","94002","1004010"
"2","400","25011","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1004011"
"2","400","25012","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1004012"
"2","400","25013","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1004013"
"2","400","25014","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1004014"
"2","400","25015","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1004015"
"2","0","0","10","91002","500000","0","200","2","90008","12","50","25021","8","94002","1004016"
"2","0","0","10","91002","500000","0","200","2","90008","12","50","25021","8","94002","1004017"
"2","0","0","10","91002","500000","0","200","2","90008","12","50","25021","8","94002","1004018"
"2","400","25011","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1005001"
"2","400","25012","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1005002"
"2","400","25013","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1005003"
"2","400","25014","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1005004"
"2","400","25015","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1005005"
"2","400","25011","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1005006"
"2","400","25012","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1005007"
"2","400","25013","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1005008"
"2","400","25014","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1005009"
"2","400","25015","10","91002","500000","2","200","2","90008","12","10","25001","8","94002","1005010"
"2","400","25011","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1005011"
"2","400","25012","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1005012"
"2","400","25013","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1005013"
"2","400","25014","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1005014"
"2","400","25015","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1005015"
"2","0","0","10","91002","500000","0","200","2","90008","12","50","25021","8","94002","1005016"
"2","0","0","10","91002","500000","0","200","2","90008","12","50","25021","8","94002","1005017"
"2","0","0","10","91002","500000","0","200","2","90008","12","50","25021","8","94002","1005018"
"2","400","25011","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1006001"
"2","400","25012","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1006002"
"2","400","25013","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1006003"
"2","400","25014","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1006004"
"2","400","25015","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1006005"
"2","400","25011","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1006006"
"2","400","25012","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1006007"
"2","400","25013","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1006008"
"2","400","25014","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1006009"
"2","400","25015","10","91002","500000","2","200","2","90008","12","10","25001","8","94002","1006010"
"2","400","25011","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1006011"
"2","400","25012","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1006012"
"2","400","25013","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1006013"
"2","400","25014","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1006014"
"2","400","25015","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1006015"
"2","0","0","10","91002","500000","0","200","2","90008","12","50","25021","8","94002","1006016"
"2","0","0","10","91002","500000","0","200","2","90008","12","50","25021","8","94002","1006017"
"2","0","0","10","91002","500000","0","200","2","90008","12","50","25021","8","94002","1006018"
"2","400","25011","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1007001"
"2","400","25012","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1007002"
"2","400","25013","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1007003"
"2","400","25014","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1007004"
"2","400","25015","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1007005"
"2","400","25011","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1007006"
"2","400","25012","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1007007"
"2","400","25013","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1007008"
"2","400","25014","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1007009"
"2","400","25015","10","91002","500000","2","200","2","90008","12","10","25001","8","94002","1007010"
"2","400","25011","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1007011"
"2","400","25012","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1007012"
"2","400","25013","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1007013"
"2","400","25014","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1007014"
"2","400","25015","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1007015"
"2","0","0","10","91002","500000","0","200","2","90008","12","50","25021","8","94002","1007016"
"2","0","0","10","91002","500000","0","200","2","90008","12","50","25021","8","94002","1007017"
"2","0","0","10","91002","500000","0","200","2","90008","12","50","25021","8","94002","1007018"
"2","400","25011","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1008001"
"2","400","25012","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1008002"
"2","400","25013","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1008003"
"2","400","25014","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1008004"
"2","400","25015","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1008005"
"2","400","25011","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1008006"
"2","400","25012","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1008007"
"2","400","25013","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1008008"
"2","400","25014","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1008009"
"2","400","25015","10","91002","500000","2","200","2","90008","12","10","25001","8","94002","1008010"
"2","400","25011","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1008011"
"2","400","25012","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1008012"
"2","400","25013","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1008013"
"2","400","25014","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1008014"
"2","400","25015","10","91002","500000","2","200","2","90008","12","50","25021","8","94002","1008015"
"2","0","0","10","91002","500000","0","200","2","90008","12","50","25021","8","94002","1008016"
"2","0","0","10","91002","500000","0","200","2","90008","12","50","25021","8","94002","1008017"
"2","0","0","10","91002","500000","0","200","2","90008","12","50","25021","8","94002","1008018"
"2","1000","25011","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1009001"
"2","1000","25012","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1009002"
"2","1000","25013","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1009003"
"2","1000","25014","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1009004"
"2","1000","25015","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1009005"
"2","1000","25011","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1009006"
"2","1000","25012","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1009007"
"2","1000","25013","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1009008"
"2","1000","25014","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1009009"
"2","1000","25015","10","91002","500000","2","200","2","90008","12","10","25001","8","94002","1009010"
"2","1000","25011","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1009011"
"2","1000","25012","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1009012"
"2","1000","25013","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1009013"
"2","1000","25014","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1009014"
"2","1000","25015","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1009015"
"2","0","0","10","91002","500000","0","200","2","90008","12","125","25021","8","94002","1009016"
"2","0","0","10","91002","500000","0","200","2","90008","12","125","25021","8","94002","1009017"
"2","0","0","10","91002","500000","0","200","2","90008","12","125","25021","8","94002","1009018"
"2","1000","25011","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1010001"
"2","1000","25012","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1010002"
"2","1000","25013","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1010003"
"2","1000","25014","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1010004"
"2","1000","25015","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1010005"
"2","1000","25011","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1010006"
"2","1000","25012","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1010007"
"2","1000","25013","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1010008"
"2","1000","25014","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1010009"
"2","1000","25015","10","91002","500000","2","200","2","90008","12","10","25001","8","94002","1010010"
"2","1000","25011","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1010011"
"2","1000","25012","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1010012"
"2","1000","25013","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1010013"
"2","1000","25014","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1010014"
"2","1000","25015","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1010015"
"2","0","0","10","91002","500000","0","200","2","90008","12","125","25021","8","94002","1010016"
"2","0","0","10","91002","500000","0","200","2","90008","12","125","25021","8","94002","1010017"
"2","0","0","10","91002","500000","0","200","2","90008","12","125","25021","8","94002","1010018"
"2","1000","25011","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1011001"
"2","1000","25012","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1011002"
"2","1000","25013","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1011003"
"2","1000","25014","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1011004"
"2","1000","25015","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1011005"
"2","1000","25011","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1011006"
"2","1000","25012","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1011007"
"2","1000","25013","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1011008"
"2","1000","25014","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1011009"
"2","1000","25015","10","91002","500000","2","200","2","90008","12","10","25001","8","94002","1011010"
"2","1000","25011","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1011011"
"2","1000","25012","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1011012"
"2","1000","25013","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1011013"
"2","1000","25014","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1011014"
"2","1000","25015","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1011015"
"2","0","0","10","91002","500000","0","200","2","90008","12","125","25021","8","94002","1011016"
"2","0","0","10","91002","500000","0","200","2","90008","12","125","25021","8","94002","1011017"
"2","0","0","10","91002","500000","0","200","2","90008","12","125","25021","8","94002","1011018"
"2","1000","25011","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1012001"
"2","1000","25012","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1012002"
"2","1000","25013","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1012003"
"2","1000","25014","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1012004"
"2","1000","25015","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1012005"
"2","1000","25011","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1012006"
"2","1000","25012","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1012007"
"2","1000","25013","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1012008"
"2","1000","25014","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1012009"
"2","1000","25015","10","91002","500000","2","200","2","90008","12","10","25001","8","94002","1012010"
"2","1000","25011","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1012011"
"2","1000","25012","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1012012"
"2","1000","25013","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1012013"
"2","1000","25014","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1012014"
"2","1000","25015","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1012015"
"2","0","0","10","91002","500000","0","200","2","90008","12","125","25021","8","94002","1012016"
"2","0","0","10","91002","500000","0","200","2","90008","12","125","25021","8","94002","1012017"
"2","0","0","10","91002","500000","0","200","2","90008","12","125","25021","8","94002","1012018"
"2","1000","25011","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1013001"
"2","1000","25012","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1013002"
"2","1000","25013","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1013003"
"2","1000","25014","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1013004"
"2","1000","25015","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1013005"
"2","1000","25011","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1013006"
"2","1000","25012","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1013007"
"2","1000","25013","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1013008"
"2","1000","25014","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1013009"
"2","1000","25015","10","91002","500000","2","200","2","90008","12","10","25001","8","94002","1013010"
"2","1000","25011","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1013011"
"2","1000","25012","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1013012"
"2","1000","25013","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1013013"
"2","1000","25014","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1013014"
"2","1000","25015","10","91002","500000","2","200","2","90008","12","125","25021","8","94002","1013015"
"2","0","0","10","91002","500000","0","200","2","90008","12","125","25021","8","94002","1013016"
"2","0","0","10","91002","500000","0","200","2","90008","12","125","25021","8","94002","1013017"
"2","0","0","10","91002","500000","0","200","2","90008","12","125","25021","8","94002","1013018"
