511108697187ad011254e51d636c9abe49ac294bd73515609ac65b33d760b196,d643cb7690b7b521c4d3117ed52b92fef8ed58516e64f7143ef52f26a05781c6,a9d6708fd3b6467bf39bf3945f30af78f8ce7d3b1f4a14679a300c364095f756,2e1f830fb67a96542171f62cd542a488d70d7bcf6bfd25ab47cd34d3ea1f99f4,7f3e738bbd155ec8385b9c924512a8dc3f4ddfd402bf89b7546730af24986f4e,0aeb13e89bb360aeeab91cb5acbe0b8dde42af6ff069ef8de59fbfc0cdb0ac4e,1c798a872b89dd10d13abb1c534a8b7312a0a3c181cab35a7de079dc4a1bb05c,09f8c49331bd7d7252737b5d0817eb43c420fbf3ef0188c791c6050255095eae,ff6c6180ab515754bd38df2c27676833d00e5e935b86d0f45c3c1fe01edccce4,ef4bbe0198d27062ce11edfe320bfca354577a73ac45835d0ec214ca39c741e0,5bb39f00447b92d7471d2315f8de7bb556f4e182f99457a4b0a16d4c2392f9ab
"1010020003","0","-575","1","1002","-200","travel_exdrama_r_100_run","2","1","1.46","1000002"
"1010020004","0","-750","1","1002","-250","travel_exdrama_r_100_run","3","1","1.46","1000003"
"1010020005","1","575","1","1002","-175","travel_exdrama_r_100_run","4","1","1.46","1000004"
"1010020006","1","750","1","1002","-250","travel_exdrama_r_100_run","5","1","1.46","1000005"
"1010020007","","20","10000","1002","1","","-40","31","0","10000"
"1010020008","","1","1000001","1002","0","","-160","2","","-100"
"1010020009","","1","1000002","1002","0","","-200","2","","-275"
"1010020010","","1","1000003","1002","0","","-250","2","","-450"
"1010020011","","1","1000004","1002","0","","-175","2","","275"
"1010020012","","1","1000005","1002","0","","-250","2","","450"
"1010020013","","0","1","1002","0","","0","93","","0"
"1010020014","0","","1000001","1002","0","","0","3","0.2","travel_exdrama_r_100_raiseup"
"1010020015","0","","1000002","1002","0","","1","3","0","travel_exdrama_r_100_idle"
"1010020016","0","","1000003","1002","0","","1","3","0","travel_exdrama_r_100_idle"
"1010020017","0","","1000004","1002","0","","1","3","0","travel_exdrama_r_100_idle"
"1010020018","0","","1000005","1002","0","","1","3","0","travel_exdrama_r_100_idle"
"1010020019","0","-100","1","1002","-160","travel_exdrama_r_100_raiseup","11","5","1.46","1"
"1010020020","","0","0.4","1002","0","","0","93","0","0"
"1010020021","","","10000","1002","0","","","32","","1"
"1010020022","","","0.6","1002","","","","93","","0"
"1010020023","","","1000001","1002","0","","","6","0.12",""
"1010020024","","","1000002","1002","0","","","6","0.12",""
"1010020025","","","1000003","1002","0","","","6","0.12",""
"1010020026","","","1000004","1002","0","","","6","0.12",""
"1010020027","","","1000005","1002","0","","","6","0.12",""
"1010020028","","","1","1002","0","","","6","0.12",""
"1010020029","","","0.12","1002","","","","93","","0"
"1010020030","","","0","1002","","","","91","",""
"1010110001","","5","10100","1011","1","","-350","31","1","10100"
"1010110002","","50","10002","1011","1","","-525","31","0","10002"
"1010110003","","-121","10101","1011","1","","-184","31","1","10101"
"1010110004","","5","10102","1011","1","","-350","31","0","10102"
"1010110005","","5","10103","1011","1","","-350","31","0","10103"
"1010110006","","5","10104","1011","1","","-350","31","0","10104"
"1010110007","0","-470","1","1011","-200","travel_exdrama_r_101_walk","11","1","1.46","1000001"
"1010110008","0","-320","1","1011","-150","travel_exdrama_r_101_walk","1","1","1.46","1000002"
"1010110009","0","-470","1","1011","-200","travel_exdrama_r_101_walk","12","5","1.46","1"
"1010110010","0","-320","1","1011","-150","travel_exdrama_r_101_walk","2","5","1.46","2"
"1010120001","","","se_travel","1012","","","0","23","","se_travel_finish_cave_rare"
"1010120002","","0.1","1000001","1012","0","","-200","2","","-500"
"1010120003","","0.1","1000002","1012","0","","-150","2","","-350"
"1010120004","","0.1","1","1012","0","","-200","2","","-500"
"1010120005","","0.1","2","1012","0","","-150","2","","-350"
"1010120006","0.2","travel_exdrama_r_101_walk","1000001","1012","1","","0","3","0.2","travel_exdrama_r_101_joy"
"1010120007","0.2","travel_exdrama_r_101_walk","1000002","1012","1","","0","3","0.2","travel_exdrama_r_101_joy"
"1010120008","0.2","travel_exdrama_r_101_walk","1","1012","1","","0","3","0.2","travel_exdrama_r_101_joy"
"1010120009","0.2","travel_exdrama_r_101_walk","2","1012","1","","0","3","0.2","travel_exdrama_r_101_joy"
"1010120010","","","10101","1012","","","0","32","","0"
"1010120011","","","10102","1012","","","0","32","","1"
"1010120012","","","1.66","1012","","","","93","","0"
"1010120013","","","10101","1012","","","0","32","","1"
"1010120014","","","10102","1012","","","0","32","","0"
"1010120015","","0.2","1000001","1012","0","","-200","2","","-470"
"1010120016","","0.2","1000002","1012","0","","-150","2","","-320"
"1010120017","","0.2","1","1012","0","","-200","2","","-470"
"1010120018","","0.2","2","1012","0","","-150","2","","-320"
"1010130001","","","se_travel","1013","","","0","23","","se_travel_finish_cave_event"
"1010130002","0","travel_exdrama_r_101_walk","1000001","1013","1","","0","3","0.2","travel_exdrama_r_101_panic_A"
"1010130003","0","travel_exdrama_r_101_walk","1000002","1013","1","","0","3","0.2","travel_exdrama_r_101_panic_B"
"1010130004","0","travel_exdrama_r_101_walk","1","1013","1","","0","3","0.2","travel_exdrama_r_101_panic_A"
"1010130005","0","travel_exdrama_r_101_walk","2","1013","1","","0","3","0.2","travel_exdrama_r_101_panic_B"
"1010130006","","","10002","1013","","","","32","","1"
"1010130007","","","10103","1013","","","","32","","1"
"1010130008","","","3","1013","","","","93","","0"
"1010130009","","","10002","1013","","","","32","","0"
"1010130010","","","10103","1013","","","","32","","0"
"1010140001","0","0.1","1000001","1014","0","","-200","2","0","-500"
"1010140002","0","0.1","1000002","1014","0","","-150","2","0","-350"
"1010140003","0","0.1","1","1014","0","","-200","2","0","-500"
"1010140004","0","0.1","2","1014","0","","-150","2","0","-350"
"1010140005","0","","1000001","1014","0","","0","3","0","travel_exdrama_r_finish_B_hand"
"1010140006","0","","1000002","1014","0","","0","3","0","travel_exdrama_r_finish_B_hand"
"1010140007","0","","1","1014","0","","0","3","0","travel_exdrama_r_101_finish"
"1010140008","0","","2","1014","0","","0","3","0","travel_exdrama_r_101_finish"
"1010140009","","","10101","1014","","","0","32","","0"
"1010140010","","","10104","1014","","","0","32","","1"
"1010210001","","5","10200","1021","1","","-350","31","1","10200"
"1010210002","","5","10201","1021","1","","-350","31","0","10201"
"1010210003","","5","10202","1021","1","","-350","31","0","10202"
"1010210004","","86","10203","1021","1","","-490","31","0","10203"
"1010210005","","105","10204","1021","1","","-200","31","0","10204"
"1010210006","","50","10001","1021","1","","-525","31","0","10001"
"1010210007","0","-490","1","1021","-180","travel_exdrama_r_102_book","1","1","1.46","1000001"
"1010210008","0","-200","1","1021","-180","travel_exdrama_r_102_loupe","2","1","1.46","1000002"
"1010210009","0","-490","1","1021","-180","travel_exdrama_r_102_book","11","5","1.46","1"
"1010210010","0","-200","1","1021","-180","travel_exdrama_r_102_loupe","12","5","1.46","2"
"1010210011","0","-339","5","1021","-136","reliclight_none","13","5","2","5"
"1010220001","","","se_travel","1022","","","0","23","","se_travel_finish_ruins_rare"
"1010220002","0.2","travel_exdrama_r_102_book","1000001","1022","1","","0","3","0.2","travel_exdrama_r_102_bookFind_A"
"1010220003","0.2","travel_exdrama_r_102_loupe","1000002","1022","1","","0","3","0.2","travel_exdrama_r_102_loupeFind_A"
"1010220004","0.2","travel_exdrama_r_102_book","1","1022","1","","0","3","0.2","travel_exdrama_r_102_bookFind_A"
"1010220005","0.2","travel_exdrama_r_102_loupe","2","1022","1","","0","3","0.2","travel_exdrama_r_102_loupeFind_A"
"1010220006","","","10202","1022","","","","32","","1"
"1010220007","","","10203","1022","","","","32","","1"
"1010220008","","","10204","1022","","","","32","","1"
"1010220009","","","1.66","1022","","","","93","","0"
"1010220010","","","10202","1022","","","","32","","0"
"1010220011","","","10203","1022","","","","32","","0"
"1010220012","","","10204","1022","","","","32","","0"
"1010230001","","","se_travel","1023","","","0","23","","se_travel_finish_ruins_event"
"1010230002","0","travel_exdrama_r_102_book","1000001","1023","1","","0","3","0.2","travel_exdrama_r_102_bookFind_B"
"1010230003","0","travel_exdrama_r_102_loupe","1000002","1023","1","","0","3","0.2","travel_exdrama_r_102_loupeFind_B"
"1010230004","0","travel_exdrama_r_102_book","1","1023","1","","0","3","0.2","travel_exdrama_r_102_bookFind_B"
"1010230005","0","travel_exdrama_r_102_loupe","2","1023","1","","0","3","0.2","travel_exdrama_r_102_loupeFind_B"
"1010230006","","","5","1023","","","0","3","","reliclight_on"
"1010230007","","","10201","1023","","","","32","","1"
"1010230008","","","10001","1023","","","","32","","1"
"1010230009","","","3","1023","","","","93","","0"
"1010230010","","","10201","1023","","","","32","","0"
"1010230011","","","10001","1023","","","","32","","0"
"1010230012","","","5","1023","","","0","3","","reliclight_none"
"1010240001","0","","1000002","1024","0","","0","4","0","1"
"1010240002","0","","2","1024","0","","0","4","0","1"
"1010240003","0","","1000001","1024","0","","0","3","0","travel_exdrama_r_finish_A"
"1010240004","0","","1000002","1024","0","","0","3","0","travel_exdrama_r_finish_A_front"
"1010240005","0","","1","1024","0","","0","3","0","travel_exdrama_r_102_book_finish"
"1010240006","0","","2","1024","0","","0","3","0","travel_exdrama_r_102_loupe_finish"
"1010240007","","","5","1024","","","0","3","","reliclight_none"
"1010310001","","5","10300","1031","1","","-350","31","1","10300"
"1010310002","","5","10301","1031","1","","-350","31","0","10301"
"1010310003","","5","10302","1031","1","","-350","31","0","10302"
"1010310004","","50","10002","1031","1","","-525","31","0","10002"
"1010310005","0","-510","1","1031","-200","travel_exdrama_r_103_dig_A","5","1","1.46","1000001"
"1010310006","0","-400","1","1031","-175","travel_exdrama_r_103_dig_B","3","1","1.46","1000002"
"1010310007","0","-190","1","1031","-140","travel_exdrama_r_103_map","1","1","1.46","1000003"
"1010310008","0","-510","1","1031","-200","travel_exdrama_r_103_dig_A","6","5","1.46","1"
"1010310009","0","-400","1","1031","-175","travel_exdrama_r_103_dig_B","4","5","1.46","2"
"1010310010","0","-190","1","1031","-140","travel_exdrama_r_103_map","2","5","1.46","3"
"1010320001","","","se_travel","1032","","","0","23","","se_travel_finish_dig_rare"
"1010320002","0.2","travel_exdrama_r_103_dig_A","1000001","1032","1","","0","3","0.2","travel_exdrama_r_103_surprise_A"
"1010320003","0.2","travel_exdrama_r_103_dig_B","1000002","1032","1","","0","3","0.2","travel_exdrama_r_103_surprise_A"
"1010320004","0.2","travel_exdrama_r_103_map","1000003","1032","1","","0","3","0.2","travel_exdrama_r_103_mapSurprise_A"
"1010320005","0.2","travel_exdrama_r_103_dig_A","1","1032","1","","0","3","0.2","travel_exdrama_r_103_surprise_A"
"1010320006","0.2","travel_exdrama_r_103_dig_B","2","1032","1","","0","3","0.2","travel_exdrama_r_103_surprise_A"
"1010320007","0.2","travel_exdrama_r_103_map","3","1032","1","","0","3","0.2","travel_exdrama_r_103_mapSurprise_A"
"1010320008","","","10302","1032","","","","32","","1"
"1010320009","","","1.25","1032","","","","93","","0"
"1010320010","","","10302","1032","","","","32","","0"
"1010330001","","","se_travel","1033","","","0","23","","se_travel_finish_dig_event"
"1010330002","0","travel_exdrama_r_103_dig_A","1000001","1033","1","","0","3","0.2","travel_exdrama_r_103_surprise_B"
"1010330003","0","travel_exdrama_r_103_dig_B","1000002","1033","1","","0","3","0.2","travel_exdrama_r_103_surprise_B"
"1010330004","0","travel_exdrama_r_103_map","1000003","1033","1","","0","3","0.2","travel_exdrama_r_103_mapSurprise_B"
"1010330005","0","travel_exdrama_r_103_dig_A","1","1033","1","","0","3","0.2","travel_exdrama_r_103_surprise_B"
"1010330006","0","travel_exdrama_r_103_dig_B","2","1033","1","","0","3","0.2","travel_exdrama_r_103_surprise_B"
"1010330007","0","travel_exdrama_r_103_map","3","1033","1","","0","3","0.2","travel_exdrama_r_103_mapSurprise_B"
"1010330008","","","10301","1033","","","","32","","1"
"1010330009","","","10002","1033","","","","32","","1"
"1010330010","","","3","1033","","","","93","","0"
"1010330011","","","10301","1033","","","","32","","0"
"1010330012","","","10002","1033","","","","32","","0"
"1010340001","","","1000003","1034","","","","4","","1"
"1010340002","","","3","1034","","","","4","","1"
"1010340003","0","","1000001","1034","0","","0","3","0","travel_exdrama_r_finish_B"
"1010340004","0","","1000002","1034","0","","0","3","0","travel_exdrama_r_finish_B"
"1010340005","0","","1000003","1034","0","","0","3","0","travel_exdrama_r_finish_A_front"
"1010340006","0","","1","1034","0","","0","3","0","travel_exdrama_r_103_shovel"
"1010340007","0","","2","1034","0","","0","3","0","travel_exdrama_r_103_shovel"
"1010340008","0","","3","1034","0","","0","3","0","travel_exdrama_r_103_map_finish"
"1010410001","","5","10400","1041","1","","-350","31","1","10400"
"1010410002","","5","10401","1041","1","","-350","31","1","10401"
"1010410003","","5","10402","1041","1","","-350","31","0","10402"
"1010410004","","5","10403","1041","1","","-350","31","0","10403"
"1010410005","","50","10001","1041","1","","-525","31","0","10001"
"1010410006","0","-450","1","1041","-150","travel_exdrama_r_104_fishingIdle","12","1","1.46","1000001"
"1010410007","0","-200","1","1041","-125","travel_exdrama_r_104_idle_B","10","1","1.46","1000002"
"1010410008","0","-450","2","1041","-150","travel_exdrama_r_104_fishingIdle","11","5","1.46","1"
"1010410009","0","-350","4","1041","-150","none","20","5","1","10"
"1010420001","","","se_travel","1042","","","0","23","","se_travel_finish_bridge_rare"
"1010420002","0.2","travel_exdrama_r_104_fishingIdle","1000001","1042","1","","0","3","0.2","travel_exdrama_r_104_fishingCatch"
"1010420003","0.2","travel_exdrama_r_104_idle_B","1000002","1042","1","","0","3","0.2","travel_exdrama_r_104_glad_B"
"1010420004","0.2","travel_exdrama_r_104_fishingIdle","1","1042","1","","0","3","0.2","travel_exdrama_r_104_fishingCatch"
"1010420005","0","none","10","1042","1","","0","3","0","fish"
"1010420006","","","10402","1042","","","","32","","1"
"1010420007","","","1.25","1042","","","","93","","0"
"1010420008","","","10402","1042","","","","32","","0"
"1010430001","","","se_travel","1043","","","0","23","","se_travel_finish_bridge_event"
"1010430002","0","travel_exdrama_r_104_fishingIdle","1000001","1043","1","","0","3","0","travel_exdrama_r_104_fishingBig"
"1010430003","0","travel_exdrama_r_104_idle_B","1000002","1043","1","","0","3","0","travel_exdrama_r_104_surprise_B"
"1010430004","0","travel_exdrama_r_104_fishingIdle","1","1043","1","","0","3","0","travel_exdrama_r_104_fishingBig"
"1010430005","","","10403","1043","","","","32","","1"
"1010430006","","","10001","1043","","","","32","","1"
"1010430007","","","3","1043","","","","93","","0"
"1010430008","","","10403","1043","","","","32","","0"
"1010430009","","","10001","1043","","","","32","","0"
"1010440001","","","1000002","1044","","","","4","","1"
"1010440002","0","","1000001","1044","0","","0","3","0","travel_exdrama_r_104_fishing_finish"
"1010440003","0","","1000002","1044","0","","0","3","0","travel_exdrama_r_finish_A_front"
"1010440004","0","","1","1044","0","","0","3","0.2","travel_exdrama_r_104_fishing_finish"
"1010510001","","5","10500","1051","1","","-350","31","1","10500"
"1010510002","","-200","10501","1051","1","","-350","31","0","10501"
"1010510003","","50","10001","1051","1","","-525","31","0","10001"
"1010510004","0","-470","1","1051","-200","travel_exdrama_r_105_netSearch","1","1","1.46","1000001"
"1010510005","0","-200","1","1051","-220","travel_exdrama_r_105_binoculars","2","1","1.46","1000002"
"1010510006","0","-470","1","1051","-200","travel_exdrama_r_105_netSearch","5","5","1.46","1"
"1010510007","0","-200","1","1051","-220","travel_exdrama_r_105_binoculars","3","5","1.46","2"
"1010510008","0","-350","3","1051","-230","idle","4","5","1.46","10"
"1010520001","0.1","travel_exdrama_r_105_netSearch","1000001","1052","1","","0","3","0.2","travel_exdrama_r_105_netFind_A"
"1010520002","0.2","travel_exdrama_r_105_binoculars","1000002","1052","1","","0","3","0.2","travel_exdrama_r_105_binocularsFind_A"
"1010520003","0.1","travel_exdrama_r_105_netSearch","1","1052","1","","0","3","0.2","travel_exdrama_r_105_netFind_A"
"1010520004","0.2","travel_exdrama_r_105_binoculars","2","1052","1","","0","3","0.2","travel_exdrama_r_105_binocularsFind_A"
"1010520005","0.2","idle","10","1052","1","","0","3","0.2","beetle"
"1010520006","","","10501","1052","","","","32","","1"
"1010520007","","","1.2","1052","","","","93","","0"
"1010520008","","","10501","1052","","","","32","","0"
"1010530001","","","se_travel","1053","","","0","23","","se_travel_finish_insects_event"
"1010530002","0","travel_exdrama_r_105_netSearch","1000001","1053","1","","0","3","0.2","travel_exdrama_r_105_netFind_B"
"1010530003","0","travel_exdrama_r_105_binoculars","1000002","1053","1","","0","3","0.2","travel_exdrama_r_105_binocularsFind_B"
"1010530004","0","travel_exdrama_r_105_netSearch","1","1053","1","","0","3","0.2","travel_exdrama_r_105_netFind_B"
"1010530005","0","travel_exdrama_r_105_binoculars","2","1053","1","","0","3","0.2","travel_exdrama_r_105_binocularsFind_B"
"1010530006","0","idle","10","1053","1","","0","3","0.2","butterfly"
"1010530007","","","10501","1053","","","","32","","1"
"1010530008","","","10001","1053","","","","32","","1"
"1010530009","","","2.6","1053","","","","93","","0"
"1010530010","","","10501","1053","","","","32","","0"
"1010530011","","","10501","1053","","","","32","","1"
"1010530012","","","0.4","1053","","","","93","","0"
"1010530013","","","10501","1053","","","","32","","0"
"1010530014","","","10001","1053","","","","32","","0"
"1010540001","","","1000002","1054","","","","4","","1"
"1010540002","","","2","1054","","","","4","","1"
"1010540003","0","","1000001","1054","0","","0","3","0","travel_exdrama_r_finish_B_hand"
"1010540004","0","","1000002","1054","0","","0","3","0","travel_exdrama_r_finish_B"
"1010540005","0","","1","1054","0","","0","3","0","travel_exdrama_r_105_net_finish"
"1010540006","0","","2","1054","0","","0","3","0","travel_exdrama_r_105_binoculars_finish"
"1010540007","0","","10","1054","0","","0","3","0","stop"
"1010610001","","5","10600","1061","1","","-350","31","1","10600"
"1010610002","","5","10601","1061","1","","-350","31","0","10601"
"1010610003","","5","10602","1061","1","","-350","31","0","10602"
"1010610004","","5","10603","1061","1","","-350","31","0","10603"
"1010610005","","5","10604","1061","1","","-350","31","1","10604"
"1010610006","","5","10605","1061","1","","-350","31","1","10605"
"1010610007","","50","10001","1061","1","","-525","31","0","10001"
"1010610008","0","-497","1","1061","-224","travel_exdrama_r_106_idle_A","18","1","1.46","1000001"
"1010610009","0","-208","1","1061","-116","travel_exdrama_r_106_idle_B","2","1","1.46","1000002"
"1010610010","0","-497","1","1061","-224","travel_exdrama_r_106_idle_A","30","5","1.46","1"
"1010610011","0","-208","1","1061","-116","travel_exdrama_r_000_none","3","5","1.46","2"
"1010620001","","","se_travel","1062","","","0","23","","se_travel_finish_beach_rare"
"1010620002","0.2","travel_exdrama_r_106_idle_A","1000001","1062","1","","0","3","0","travel_exdrama_r_106_rare_A"
"1010620003","0.2","travel_exdrama_r_106_idle_B","1000002","1062","1","","0","3","0","travel_exdrama_r_106_rare_B"
"1010620004","0.2","travel_exdrama_r_106_idle_A","1","1062","1","","0","3","0","travel_exdrama_r_106_rare_A"
"1010620005","0.2","travel_exdrama_r_000_none","2","1062","0","","0","3","0","travel_exdrama_r_106_rare_B"
"1010620006","","","10603","1062","","","","32","","1"
"1010620007","","","1.2","1062","","","","93","","0"
"1010620008","","","10603","1062","","","","32","","0"
"1010630001","","","se_travel","1063","","","0","23","","se_travel_finish_beach_event"
"1010630002","0","travel_exdrama_r_106_idle_A","1000001","1063","1","","0","3","0","travel_exdrama_r_106_memory_A"
"1010630003","0","travel_exdrama_r_106_idle_B","1000002","1063","1","","0","3","0","travel_exdrama_r_106_memory_B"
"1010630004","0","travel_exdrama_r_106_idle_A","1","1063","1","","0","3","0","travel_exdrama_r_106_memory_A"
"1010630005","","","10601","1063","","","","32","","1"
"1010630006","","","10602","1063","","","","32","","1"
"1010630007","","","10001","1063","","","","32","","1"
"1010630008","","","3","1063","","","","93","","0"
"1010630009","","","10601","1063","","","","32","","0"
"1010630010","","","10602","1063","","","","32","","0"
"1010630011","","","10001","1063","","","","32","","0"
"1010640001","","","1000002","1064","","","","4","","1"
"1010640002","","","1000001","1064","","","","4","","1"
"1010640003","","","2","1064","","","","4","","1"
"1010640004","0","","1000001","1064","","","0","3","0","travel_exdrama_r_106_finish_A"
"1010640005","0","","1000002","1064","","","0","3","0","travel_exdrama_r_106_finish_B"
"1010640006","0","","1","1064","","","0","3","0","travel_exdrama_r_106_rare_A"
"1010640007","0","","2","1064","","","0","3","0","travel_exdrama_r_000_none"
"1010710001","","5","10700","1071","1","","-350","31","1","10700"
"1010710002","","5","10701","1071","1","","-350","31","1","10701"
"1010710003","","5","10702","1071","1","","-350","31","0","10702"
"1010710004","","5","10703","1071","1","","-350","31","0","10703"
"1010710005","","50","10001","1071","1","","-525","31","0","10001"
"1010710006","0","-470","1","1071","-170","travel_exdrama_r_107_dig_A","32","1","1.46","1000001"
"1010710007","1","-215","1","1071","-170","travel_exdrama_r_107_dig_B","30","1","1.46","1000002"
"1010710008","0","-470","1","1071","-170","travel_exdrama_r_107_dig_A","33","5","1.46","1"
"1010710009","1","-215","1","1071","-170","travel_exdrama_r_107_dig_B","31","5","1.46","10"
"1010720001","","","se_travel","1072","","","0","23","","se_travel_finish_raredrop"
"1010720002","0.2","travel_exdrama_r_107_dig_A","1000001","1072","1","","0","3","0.2","travel_exdrama_r_107_joy"
"1010720003","0.2","travel_exdrama_r_107_dig_B","1000002","1072","1","","0","3","0.2","travel_exdrama_r_107_joy"
"1010720004","0.2","travel_exdrama_r_107_dig_A","1","1072","1","","0","3","0.2","travel_exdrama_r_107_joy"
"1010720005","0.2","travel_exdrama_r_107_dig_B","10","1072","1","","0","3","0.2","travel_exdrama_r_107_joy"
"1010720006","","","10701","1072","","","","32","","0"
"1010720007","","","10702","1072","","","","32","","1"
"1010720008","","","1.4","1072","","","","93","","0"
"1010720009","","","10701","1072","","","","32","","1"
"1010720010","","","10702","1072","","","","32","","0"
"1010730001","","","se_travel","1073","","","0","23","","se_travel_finish_memory_event"
"1010730002","0","travel_exdrama_r_107_dig_A","1000001","1073","1","","0","3","0.2","travel_exdrama_r_107_surprise_A"
"1010730003","0","travel_exdrama_r_107_dig_B","1000002","1073","1","","0","3","0.2","travel_exdrama_r_107_surprise_B"
"1010730004","0","travel_exdrama_r_107_dig_A","1","1073","1","","0","3","0.2","travel_exdrama_r_107_surprise_A"
"1010730005","0","travel_exdrama_r_107_dig_B","10","1073","1","","0","3","0.2","travel_exdrama_r_107_surprise_B"
"1010730006","","","10703","1073","","","","32","","1"
"1010730007","","","10001","1073","","","","32","","1"
"1010730008","","","10701","1073","","","","32","","0"
"1010730009","","","3","1073","","","","93","","0"
"1010730010","","","10703","1073","","","","32","","0"
"1010730011","","","10001","1073","","","","32","","0"
"1010730012","","","10701","1073","","","","32","","1"
"1010740001","","","1000002","1074","","","","4","","1"
"1010740002","","","10","1074","","","","4","","1"
"1010740003","0","","1000001","1074","0","","0","3","0","travel_exdrama_r_finish_B_hand"
"1010740004","0","","1000002","1074","0","","0","3","0","travel_exdrama_r_finish_B_hand"
"1010740005","0","","1","1074","0","","0","3","0","travel_exdrama_r_107_finish_A"
"1010740006","0","","10","1074","0","","0","3","0","travel_exdrama_r_107_finish_A"
"1010740007","","","10701","1074","","","","32","","0"
"1010810001","","5","10800","1081","1","","-350","31","1","10800"
"1010810002","","5","10401","1081","1","","-350","31","1","10401"
"1010810003","","5","10402","1081","1","","-350","31","0","10402"
"1010810004","","5","10403","1081","1","","-350","31","0","10403"
"1010810005","","50","10001","1081","1","","-525","31","0","10001"
"1010810006","0","-450","1","1081","-150","travel_exdrama_r_104_fishingIdle","12","1","1.46","1000001"
"1010810007","0","-200","1","1081","-125","travel_exdrama_r_104_idle_B","10","1","1.46","1000002"
"1010810008","0","-450","2","1081","-150","travel_exdrama_r_104_fishingIdle","11","5","1.46","1"
"1010810009","0","-350","4","1081","-150","none","20","5","1","10"
"1010820001","","","se_travel","1082","","","0","23","","se_travel_finish_bridge_rare"
"1010820002","0.2","travel_exdrama_r_104_fishingIdle","1000001","1082","1","","0","3","0.2","travel_exdrama_r_104_fishingCatch"
"1010820003","0.2","travel_exdrama_r_104_idle_B","1000002","1082","1","","0","3","0.2","travel_exdrama_r_104_glad_B"
"1010820004","0.2","travel_exdrama_r_104_fishingIdle","1","1082","1","","0","3","0.2","travel_exdrama_r_104_fishingCatch"
"1010820005","0","none","10","1082","1","","0","3","0","fish"
"1010820006","","","10402","1082","","","","32","","1"
"1010820007","","","1.25","1082","","","","93","","0"
"1010820008","","","10402","1082","","","","32","","0"
"1010830001","","","se_travel","1083","","","0","23","","se_travel_finish_bridge_event"
"1010830002","0","travel_exdrama_r_104_fishingIdle","1000001","1083","1","","0","3","0","travel_exdrama_r_104_fishingBig"
"1010830003","0","travel_exdrama_r_104_idle_B","1000002","1083","1","","0","3","0","travel_exdrama_r_104_surprise_B"
