c8ef1db1c3a43f53ca49b6b1ca473c65c39992c82bdb4dbedc6888cbe668d01e,b2ec0f194fc45a5e83054128f7d7e4891815a7b228ff8bd6d119cbbfedc4ec8a,1b8c7ae7999bd632f12edd9203dfaabdd99856399b9a72f46ad2a00f613652bf,25e9edaa9b7f058874de8972951ad482ec00b145358e386a6dedcc3b80f4fe4b,886be814b41fc9f5f07e6b0c239ed36ff0f58e234df8c01ee2c967486a939162,b08225c2941761cf2d0206d8c219d9fc62eb3b2cc0e0eb2c76316039e2ce6cb0,9e34948a589cf1e8812ebaaa3c4290cf0125263ce7d79d9b34e253f343f349bf,9aeae70a43f178219f648cccef79cc907031f507ec93222b8dc8436cc8cfc23b,75302f951c6047cefcb898a9bb6ab12fe9c8e1f5a8cc175eebf4c332f1cdb0d4,937e79f180d8f6c282c074a37263f81a5da1f93647576d7038601d754f8b5a29,81425fe1135ee850a88e8603a8cc2f9656c1553a3a8ee5cd0886bd33d866f78d,a838125e59e0d442ce14083576f15d52ebe6b8167f7b4be19bc5a3ef8ada557a,e440306bef1250c001219668b355cb1e1495ea1b66ce27daf8e9def48350207f,ab5ee74ac4edf9cd6109256cc94c4b04f51cb000beb594e51360c504507769c0,ed8abddcb1977dadf74827345ea6d1d59089b0c92c21761dce65958d04a95f15,6e09da93bf1348c2381ad2935d49f88ed1992136f647d7e1138404e5c51deeb5,164c991db7fb186ba4cccbe66de2b236c368c148fd7fa5d9b5bfc1b00963341e
"0","2018/09/10 16:00:00","18001001","120000","0","1","18001001","1","2019/01/30 04:59:59","0","8001","106","45959","0","在 12:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2018/09/10 16:00:00","18001002","180000","0","1","18001002","1","2019/01/30 04:59:59","0","8001","106","45959","0","在 18:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2019/01/30 05:00:00","18001003","120000","0","1","18001003","1","2019/02/14 04:59:59","0","8001","106","45959","0","在 12:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2019/01/30 05:00:00","18001004","180000","0","1","18001004","1","2019/02/14 04:59:59","0","8001","106","45959","0","在 18:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2019/02/14 05:00:00","18001005","120000","0","1","18001001","1","2019/07/01 04:59:59","0","8001","106","45959","0","在 12:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2019/02/14 05:00:00","18001006","180000","0","1","18001002","1","2019/07/01 04:59:59","0","8001","106","45959","0","在 18:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2019/07/01 05:00:00","18001007","120000","0","1","18001003","1","2019/07/15 04:59:59","0","8001","106","45959","0","在 12:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2019/07/01 05:00:00","18001008","180000","0","1","18001004","1","2019/07/15 04:59:59","0","8001","106","45959","0","在 18:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2019/07/15 05:00:00","18001009","120000","0","1","18001001","1","2019/08/01 04:59:59","0","8001","106","45959","0","在 12:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2019/07/15 05:00:00","18001010","180000","0","1","18001002","1","2019/08/01 04:59:59","0","8001","106","45959","0","在 18:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2019/08/01 05:00:00","18001011","120000","0","1","18001003","1","2019/08/15 04:59:59","0","8001","106","45959","0","在 12:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2019/08/01 05:00:00","18001012","180000","0","1","18001004","1","2019/08/15 04:59:59","0","8001","106","45959","0","在 18:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2019/08/15 05:00:00","18001013","120000","0","1","18001001","1","2020/01/21 04:59:59","0","8001","106","45959","0","在 12:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2019/08/15 05:00:00","18001014","180000","0","1","18001002","1","2020/01/21 04:59:59","0","8001","106","45959","0","在 18:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2020/01/21 05:00:00","18001015","120000","0","1","18001003","1","2020/02/10 04:59:59","0","8001","106","45959","0","在 12:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2020/01/21 05:00:00","18001016","180000","0","1","18001004","1","2020/02/10 04:59:59","0","8001","106","45959","0","在 18:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2020/02/10 05:00:00","18001017","120000","0","1","18001001","1","2020/06/22 04:59:59","0","8001","106","45959","0","在 12:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2020/02/10 05:00:00","18001018","180000","0","1","18001002","1","2020/06/22 04:59:59","0","8001","106","45959","0","在 18:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2020/06/22 05:00:00","18001019","120000","0","1","18001003","1","2020/07/08 04:59:59","0","8001","106","45959","0","在 12:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2020/06/22 05:00:00","18001020","180000","0","1","18001004","1","2020/07/08 04:59:59","0","8001","106","45959","0","在 18:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2020/07/08 05:00:00","18001021","120000","0","1","18001001","1","2020/08/03 04:59:59","0","8001","106","45959","0","在 12:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2020/07/08 05:00:00","18001022","180000","0","1","18001002","1","2020/08/03 04:59:59","0","8001","106","45959","0","在 18:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2020/08/03 05:00:00","18001023","120000","0","1","18001003","1","2020/08/18 04:59:59","0","8001","106","45959","0","在 12:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2020/08/03 05:00:00","18001024","180000","0","1","18001004","1","2020/08/18 04:59:59","0","8001","106","45959","0","在 18:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2020/08/18 05:00:00","18001025","120000","0","1","18001001","1","2020/10/22 04:59:59","0","8001","106","45959","0","在 12:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2020/08/18 05:00:00","18001026","180000","0","1","18001002","1","2020/10/22 04:59:59","0","8001","106","45959","0","在 18:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2020/10/22 05:00:00","18001027","120000","0","1","18001003","1","2020/11/01 04:59:59","0","8001","106","45959","0","在 12:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2020/10/22 05:00:00","18001028","180000","0","1","18001004","1","2020/11/01 04:59:59","0","8001","106","45959","0","在 18:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2020/11/01 05:00:00","18001029","120000","0","1","18001001","1","2021/02/09 04:59:59","0","8001","106","45959","0","在 12:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2020/11/01 05:00:00","18001030","180000","0","1","18001002","1","2021/02/09 04:59:59","0","8001","106","45959","0","在 18:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2021/02/09 05:00:00","18001031","120000","0","1","18001003","1","2021/02/26 04:59:59","0","8001","106","45959","0","在 12:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2021/02/09 05:00:00","18001032","180000","0","1","18001004","1","2021/02/26 04:59:59","0","8001","106","45959","0","在 18:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2021/02/26 05:00:00","18001033","120000","0","1","18001001","1","2021/04/16 04:59:59","0","8001","106","45959","0","在 12:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2021/02/26 05:00:00","18001034","180000","0","1","18001002","1","2021/04/16 04:59:59","0","8001","106","45959","0","在 18:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2021/04/16 05:00:00","18001035","120000","0","1","18001003","1","2021/04/28 04:59:59","0","8001","106","45959","0","在 12:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2021/04/16 05:00:00","18001036","180000","0","1","18001004","1","2021/04/28 04:59:59","0","8001","106","45959","0","在 18:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2021/04/28 05:00:00","18001037","120000","0","1","18001001","1","2021/08/01 04:59:59","0","8001","106","45959","0","在 12:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2021/04/28 05:00:00","18001038","180000","0","1","18001002","1","2021/08/01 04:59:59","0","8001","106","45959","0","在 18:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2021/08/01 05:00:00","18001039","120000","0","1","18001003","1","2021/08/24 04:59:59","0","8001","106","45959","0","在 12:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2021/08/01 05:00:00","18001040","180000","0","1","18001004","1","2021/08/24 04:59:59","0","8001","106","45959","0","在 18:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2021/08/24 05:00:00","18001041","120000","0","1","18001001","1","2021/09/01 04:59:59","0","8001","106","45959","0","在 12:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2021/08/24 05:00:00","18001042","180000","0","1","18001002","1","2021/09/01 04:59:59","0","8001","106","45959","0","在 18:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2021/09/01 05:00:00","18001043","120000","0","1","18001003","1","2021/09/10 04:59:59","0","8001","106","45959","0","在 12:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2021/09/01 05:00:00","18001044","180000","0","1","18001004","1","2021/09/10 04:59:59","0","8001","106","45959","0","在 18:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2021/09/10 05:00:00","18001045","120000","0","1","18001001","1","2022/02/01 04:59:59","0","8001","106","45959","0","在 12:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2021/09/10 05:00:00","18001046","180000","0","1","18001002","1","2022/02/01 04:59:59","0","8001","106","45959","0","在 18:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2022/02/01 05:00:00","18001047","120000","0","1","18001003","1","2022/02/18 04:59:59","0","8001","106","45959","0","在 12:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2022/02/01 05:00:00","18001048","180000","0","1","18001004","1","2022/02/18 04:59:59","0","8001","106","45959","0","在 18:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2022/02/18 05:00:00","18001049","120000","0","1","18001001","1","2022/08/01 04:59:59","0","8001","106","45959","0","在 12:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2022/02/18 05:00:00","18001050","180000","0","1","18001002","1","2022/08/01 04:59:59","0","8001","106","45959","0","在 18:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2022/08/01 05:00:00","18001055","120000","0","1","18001003","1","2022/08/15 04:59:59","0","8001","106","45959","0","在 12:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2022/08/01 05:00:00","18001056","180000","0","1","18001004","1","2022/08/15 04:59:59","0","8001","106","45959","0","在 18:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2022/08/15 05:00:00","18001057","120000","0","1","18001001","1","2022/09/09 04:59:59","0","8001","106","45959","0","在 12:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2022/08/15 05:00:00","18001058","180000","0","1","18001002","1","2022/09/09 04:59:59","0","8001","106","45959","0","在 18:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2022/09/09 05:00:00","18001059","120000","0","1","18001003","1","2022/09/20 04:59:59","0","8001","106","45959","0","在 12:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2022/09/09 05:00:00","18001060","180000","0","1","18001004","1","2022/09/20 04:59:59","0","8001","106","45959","0","在 18:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2022/09/20 05:00:00","18001061","120000","0","1","18001001","1","2023/01/16 04:59:59","0","8001","106","45959","0","在 12:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2022/09/20 05:00:00","18001062","180000","0","1","18001002","1","2023/01/16 04:59:59","0","8001","106","45959","0","在 18:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2023/01/16 05:00:00","18001063","120000","0","1","18001003","1","2023/02/02 04:59:59","0","8001","106","45959","0","在 12:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2023/01/16 05:00:00","18001064","180000","0","1","18001004","1","2023/02/02 04:59:59","0","8001","106","45959","0","在 18:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2023/02/02 05:00:00","18001065","120000","0","1","18001001","1","2023/04/17 04:59:59","0","8001","106","45959","0","在 12:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2023/02/02 05:00:00","18001066","180000","0","1","18001002","1","2023/04/17 04:59:59","0","8001","106","45959","0","在 18:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2023/04/17 05:00:00","18001071","120000","0","1","18001003","1","2023/04/25 04:59:59","0","8001","106","45959","0","在 12:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2023/04/17 05:00:00","18001072","180000","0","1","18001004","1","2023/04/25 04:59:59","0","8001","106","45959","0","在 18:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2023/04/25 05:00:00","18001073","120000","0","1","18001001","1","2023/08/01 04:59:59","0","8001","106","45959","0","在 12:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2023/04/25 05:00:00","18001074","180000","0","1","18001002","1","2023/08/01 04:59:59","0","8001","106","45959","0","在 18:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2023/08/01 05:00:00","18001075","120000","0","1","18001005","1","2023/08/15 04:59:59","0","8001","106","45959","0","在 12:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2023/08/01 05:00:00","18001076","180000","0","1","18001006","1","2023/08/15 04:59:59","0","8001","106","45959","0","在 18:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2023/08/15 05:00:00","18001077","120000","0","1","18001003","1","2023/08/26 04:59:59","0","8001","106","45959","0","在 12:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2023/08/15 05:00:00","18001078","180000","0","1","18001004","1","2023/08/26 04:59:59","0","8001","106","45959","0","在 18:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2023/08/26 05:00:00","18001079","120000","0","1","18001001","1","2023/09/16 04:59:59","0","8001","106","45959","0","在 12:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2023/08/26 05:00:00","18001080","180000","0","1","18001002","1","2023/09/16 04:59:59","0","8001","106","45959","0","在 18:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2023/09/16 05:00:00","18001081","120000","0","1","18001003","1","2023/10/01 04:59:59","0","8001","106","45959","0","在 12:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2023/09/16 05:00:00","18001082","180000","0","1","18001004","1","2023/10/01 04:59:59","0","8001","106","45959","0","在 18:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2023/10/01 05:00:00","18001083","120000","0","1","18001001","1","2024/02/07 04:59:59","0","8001","106","45959","0","在 12:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2023/10/01 05:00:00","18001084","180000","0","1","18001002","1","2024/02/07 04:59:59","0","8001","106","45959","0","在 18:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2024/02/07 05:00:00","18001085","120000","0","1","18001003","1","2024/02/24 04:59:59","0","8001","106","45959","0","在 12:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2024/02/07 05:00:00","18001086","180000","0","1","18001004","1","2024/02/24 04:59:59","0","8001","106","45959","0","在 18:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2024/02/24 05:00:00","18001087","120000","0","1","18001001","1","2024/05/15 04:59:59","0","8001","106","45959","0","在 12:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2024/02/24 05:00:00","18001088","180000","0","1","18001002","1","2024/05/15 04:59:59","0","8001","106","45959","0","在 18:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2024/05/15 05:00:00","18001089","120000","0","1","18001003","1","2024/05/26 04:59:59","0","8001","106","45959","0","在 12:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2024/05/15 05:00:00","18001090","180000","0","1","18001004","1","2024/05/26 04:59:59","0","8001","106","45959","0","在 18:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2024/05/26 05:00:00","18001091","120000","0","1","18001001","1","2024/08/15 04:59:59","0","8001","106","45959","0","在 12:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2024/05/26 05:00:00","18001092","180000","0","1","18001002","1","2024/08/15 04:59:59","0","8001","106","45959","0","在 18:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2024/08/15 05:00:00","18001093","120000","0","1","18001003","1","2024/08/30 04:59:59","0","8001","106","45959","0","在 12:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2024/08/15 05:00:00","18001094","180000","0","1","18001004","1","2024/08/30 04:59:59","0","8001","106","45959","0","在 18:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2024/08/30 05:00:00","18001095","120000","0","1","18001001","1","2024/10/15 04:59:59","0","8001","106","45959","0","在 12:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2024/08/30 05:00:00","18001096","180000","0","1","18001002","1","2024/10/15 04:59:59","0","8001","106","45959","0","在 18:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2024/10/15 05:00:00","18001097","120000","0","1","18001003","1","2024/10/30 04:59:59","0","8001","106","45959","0","在 12:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2024/10/15 05:00:00","18001098","180000","0","1","18001004","1","2024/10/30 04:59:59","0","8001","106","45959","0","在 18:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2024/10/30 05:00:00","18001099","120000","0","1","18001001","1","2025/02/12 04:59:59","0","8001","106","45959","0","在 12:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2024/10/30 05:00:00","18001100","180000","0","1","18001002","1","2025/02/12 04:59:59","0","8001","106","45959","0","在 18:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2025/02/12 05:00:00","18001101","120000","0","1","18001003","1","2025/03/01 04:59:59","0","8001","106","45959","0","在 12:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2025/02/12 05:00:00","18001102","180000","0","1","18001004","1","2025/03/01 04:59:59","0","8001","106","45959","0","在 18:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2025/03/01 05:00:00","18001103","120000","0","1","18001001","1","2025/05/15 04:59:59","0","8001","106","45959","0","在 12:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2025/03/01 05:00:00","18001104","180000","0","1","18001002","1","2025/05/15 04:59:59","0","8001","106","45959","0","在 18:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2025/05/15 05:00:00","18001105","120000","0","1","18001003","1","2025/05/26 04:59:59","0","8001","106","45959","0","在 12:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2025/05/15 05:00:00","18001106","180000","0","1","18001004","1","2025/05/26 04:59:59","0","8001","106","45959","0","在 18:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2025/05/26 05:00:00","18001107","120000","0","1","18001001","1","2025/08/15 04:59:59","0","8001","106","45959","0","在 12:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2025/05/26 05:00:00","18001108","180000","0","1","18001002","1","2025/08/15 04:59:59","0","8001","106","45959","0","在 18:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2025/08/15 05:00:00","18001109","120000","0","1","18001003","1","2025/08/29 04:59:59","0","8001","106","45959","0","在 12:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2025/08/15 05:00:00","18001110","180000","0","1","18001004","1","2025/08/29 04:59:59","0","8001","106","45959","0","在 18:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2025/08/29 05:00:00","18001111","120000","0","1","18001001","1","2025/10/01 04:59:59","0","8001","106","45959","0","在 12:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2025/08/29 05:00:00","18001112","180000","0","1","18001002","1","2025/10/01 04:59:59","0","8001","106","45959","0","在 18:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2025/10/01 05:00:00","18001113","120000","0","1","18001003","1","2025/10/24 04:59:59","0","8001","106","45959","0","在 12:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2025/10/01 05:00:00","18001114","180000","0","1","18001004","1","2025/10/24 04:59:59","0","8001","106","45959","0","在 18:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2025/10/24 05:00:00","18001115","120000","0","1","18001001","1","2026/01/08 09:59:59","0","8001","106","45959","0","在 12:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2025/10/24 05:00:00","18001116","180000","0","1","18001002","1","2026/01/08 09:59:59","0","8001","106","45959","0","在 18:00～隔天早晨 04:59 之間登入遊戲","1","0"
"0","2026/01/08 10:00:00","18001119","50000","0","1","18001007","1","2026/02/01 04:59:59","0","8001","106","45959","0","登入遊戲","1","0"
"0","2026/02/01 05:00:00","18001120","50000","0","1","18001008","1","2026/02/18 04:59:59","0","8001","106","45959","0","登入遊戲","1","0"
"0","2026/02/18 05:00:00","18001121","50000","0","1","18001007","1","2026/03/15 04:59:59","0","8001","106","45959","0","登入遊戲","1","0"
"0","2026/03/15 05:00:00","18001122","50000","0","1","18001008","1","2026/03/25 04:59:59","0","8001","106","45959","0","登入遊戲","1","0"
"0","2026/03/25 05:00:00","18001123","50000","0","1","18001007","1","2026/04/11 04:59:59","0","8001","106","45959","0","登入遊戲","1","0"
"0","2026/04/11 05:00:00","18001124","50000","0","1","18001008","1","2026/04/22 04:59:59","0","8001","106","45959","0","登入遊戲","1","0"
"0","2026/04/22 05:00:00","18001125","50000","0","1","18001007","1","2026/05/15 04:59:59","0","8001","106","45959","0","登入遊戲","1","0"
"0","2026/05/15 05:00:00","18001126","50000","0","1","18001008","1","2026/05/31 04:59:59","0","8001","106","45959","0","登入遊戲","1","0"
"0","2026/05/31 05:00:00","18001127","50000","0","1","18001007","1","2026/08/01 04:59:59","0","8001","106","45959","0","登入遊戲","1","0"
"0","2026/08/01 05:00:00","18001128","50000","0","1","18001008","1","2026/08/23 04:59:59","0","8001","106","45959","0","登入遊戲","1","0"
"0","2026/08/23 05:00:00","18001129","50000","0","1","18001007","1","2030/02/15 04:59:59","0","8001","106","45959","0","登入遊戲","1","0"
"0","2025/06/16 05:00:00","18002001","50000","0","1","18002001","1","2026/03/13 04:59:59","0","8001","106","45959","0","在 05:00～隔天早晨 04:59 之間登入遊戲","1","0"
"208","2015/04/01 15:00:00","18004001","0","0","4","18004001","1","2026/03/13 04:59:59","0","8004","404","0","0","購買 1 次瑪那","1","0"
"208","2026/03/13 05:00:00","18004002","0","0","5","18004001","1","2030/04/01 14:59:59","0","8004","404","0","0","購買 1 次瑪那","1","0"
