c72913c17f155c2bc38cf88a8db15c31f22b8c30ca10d59782c43accfb5fc410,f0527df5dacab67bffaa0ca96b1a393b799430f025f5775f35f62effddd70c4a,d16ece8eb896be3013a8087a64e57aad40b0d3875f5a0c54da04bb3d30886a91,38b950bf4f963e633c68a45aee17882a283bf93081f242be7f807abd8b9697b3,45e14ddb661bcb4fc2e72f39ae05ebefc61e5aecd83b4fec3fa37285425c3ae8,2397dbdba7f72e6ade2e15792b2e28cc023e10a9333e7984bc51f1b68ce1121a,20a8cdc0f86ccb948150f14280a67dc0c3ef2bbd2298aceb7ebb302eb96bc7ea,b2dc62038e9002278195c15210974aa58aa71476d96299296b2a1dc5e5a752ad,1f84c4db69e8ba6a51fbc1bc2c593d3898b0f379e07bb61a53a83381a3f7f395,b399c3f32976a00723e2a25ece4a70094945c3fa855af4772c8ad541c9b9927c
"220","2","0","0","651","500000","605","25021","0","0"
"220","2","0","0","711","500000","701","25021","0","0"
"220","2","0","0","721","500000","702","25021","0","0"
"220","2","0","0","731","500000","703","25021","0","0"
"220","2","0","0","741","500000","704","25021","0","0"
"220","2","0","0","751","500000","705","25021","0","0"
"1100","2","0","0","811","500000","801","25021","0","0"
"220","2","0","0","911","500000","901","25021","0","0"
"220","2","0","0","921","500000","902","25021","0","0"
"220","2","0","0","931","500000","903","25021","0","0"
"220","2","0","0","941","500000","904","25021","0","0"
"220","2","0","0","951","500000","905","25021","0","0"
"1100","2","0","0","1011","500000","1001","25021","0","0"
"220","2","0","0","1111","500000","1101","25021","0","0"
"220","2","0","0","1121","500000","1102","25021","0","0"
"220","2","0","0","1131","500000","1103","25021","0","0"
"220","2","0","0","1141","500000","1104","25021","0","0"
"220","2","0","0","1151","500000","1105","25021","0","0"
"220","2","0","0","1211","500000","1201","25021","0","0"
"220","2","0","0","1221","500000","1202","25021","0","0"
"220","2","0","0","1231","500000","1203","25021","0","0"
"220","2","0","0","1241","500000","1204","25021","0","0"
"220","2","0","0","1251","500000","1205","25021","0","0"
"220","2","0","0","1311","500000","1301","25021","0","0"
"220","2","0","0","1321","500000","1302","25021","0","0"
"220","2","0","0","1331","500000","1303","25021","0","0"
"220","2","0","0","1341","500000","1304","25021","0","0"
"220","2","0","0","1351","500000","1305","25021","0","0"
"220","2","0","0","1411","500000","1401","25021","0","0"
"220","2","0","0","1421","500000","1402","25021","0","0"
"220","2","0","0","1431","500000","1403","25021","0","0"
"220","2","0","0","1441","500000","1404","25021","0","0"
"220","2","0","0","1451","500000","1405","25021","0","0"
"220","2","0","0","1511","500000","1501","25021","0","0"
"220","2","0","0","1521","500000","1502","25021","0","0"
"220","2","0","0","1531","500000","1503","25021","0","0"
"220","2","0","0","1541","500000","1504","25021","0","0"
"220","2","0","0","1551","500000","1505","25021","0","0"
"1100","2","0","0","1611","500000","1601","25021","0","0"
"1100","2","0","0","1711","500000","1701","25021","0","0"
"220","2","0","0","1811","500000","1801","25021","0","0"
"220","2","0","0","1821","500000","1802","25021","0","0"
"220","2","0","0","1831","500000","1803","25021","0","0"
"220","2","0","0","1841","500000","1804","25021","0","0"
"220","2","0","0","1851","500000","1805","25021","0","0"
"220","2","0","0","1911","500000","1901","25021","0","0"
"220","2","0","0","1921","500000","1902","25021","0","0"
"220","2","0","0","1931","500000","1903","25021","0","0"
"220","2","0","0","1941","500000","1904","25021","0","0"
"220","2","0","0","1951","500000","1905","25021","0","0"
"220","2","0","0","2011","500000","2001","25021","0","0"
"220","2","0","0","2021","500000","2002","25021","0","0"
"220","2","0","0","2031","500000","2003","25021","0","0"
"220","2","0","0","2041","500000","2004","25021","0","0"
"220","2","0","0","2051","500000","2005","25021","0","0"
"1100","2","0","0","2111","500000","2101","25021","0","0"
"220","2","0","0","2211","500000","2201","25021","0","0"
"220","2","0","0","2221","500000","2202","25021","0","0"
"220","2","0","0","2231","500000","2203","25021","0","0"
"220","2","0","0","2241","500000","2204","25021","0","0"
"220","2","0","0","2251","500000","2205","25021","0","0"
"220","2","0","0","2311","500000","2301","25021","0","0"
"220","2","0","0","2321","500000","2302","25021","0","0"
"220","2","0","0","2331","500000","2303","25021","0","0"
"220","2","0","0","2341","500000","2304","25021","0","0"
"220","2","0","0","2351","500000","2305","25021","0","0"
"220","2","0","0","2411","500000","2401","25021","0","0"
"220","2","0","0","2421","500000","2402","25021","0","0"
"220","2","0","0","2431","500000","2403","25021","0","0"
"220","2","0","0","2441","500000","2404","25021","0","0"
"220","2","0","0","2451","500000","2405","25021","0","0"
"220","2","0","0","2511","500000","2501","25021","0","0"
"220","2","0","0","2521","500000","2502","25021","0","0"
"220","2","0","0","2531","500000","2503","25021","0","0"
"220","2","0","0","2541","500000","2504","25021","0","0"
"220","2","0","0","2551","500000","2505","25021","0","0"
"470","2","0","0","2611","510000","2601","25021","0","0"
"470","2","0","0","2621","510000","2602","25021","0","0"
"470","2","0","0","2631","510000","2603","25021","0","0"
"280","2","0","0","2711","510000","2701","25021","0","0"
"280","2","0","0","2721","510000","2702","25021","0","0"
"280","2","0","0","2731","510000","2703","25021","0","0"
"280","2","0","0","2741","510000","2704","25021","0","0"
"280","2","0","0","2751","510000","2705","25021","0","0"
"280","2","0","0","2811","510000","2801","25021","0","0"
"280","2","0","0","2821","510000","2802","25021","0","0"
"280","2","0","0","2831","510000","2803","25021","0","0"
"280","2","0","0","2841","510000","2804","25021","0","0"
"280","2","0","0","2851","510000","2805","25021","0","0"
"280","2","0","0","2911","510000","2901","25021","0","0"
"280","2","0","0","2921","510000","2902","25021","0","0"
"280","2","0","0","2931","510000","2903","25021","0","0"
"280","2","0","0","2941","510000","2904","25021","0","0"
"280","2","0","0","2951","510000","2905","25021","0","0"
"280","2","0","0","3011","510000","3001","25021","0","0"
"280","2","0","0","3021","510000","3002","25021","0","0"
"280","2","0","0","3031","510000","3003","25021","0","0"
"280","2","0","0","3041","510000","3004","25021","0","0"
"280","2","0","0","3051","510000","3005","25021","0","0"
"280","2","0","0","3111","510000","3101","25021","0","0"
"280","2","0","0","3121","510000","3102","25021","0","0"
"280","2","0","0","3131","510000","3103","25021","0","0"
"280","2","0","0","3141","510000","3104","25021","0","0"
"280","2","0","0","3151","510000","3105","25021","0","0"
"280","2","0","0","3211","510000","3201","25021","0","0"
"280","2","0","0","3221","510000","3202","25021","0","0"
"280","2","0","0","3231","510000","3203","25021","0","0"
"280","2","0","0","3241","510000","3204","25021","0","0"
"280","2","0","0","3251","510000","3205","25021","0","0"
"280","2","0","0","3311","510000","3301","25021","0","0"
"280","2","0","0","3321","510000","3302","25021","0","0"
"280","2","0","0","3331","510000","3303","25021","0","0"
"280","2","0","0","3341","510000","3304","25021","0","0"
"280","2","0","0","3351","510000","3305","25021","0","0"
"280","2","0","0","3411","510000","3401","25021","0","0"
"280","2","0","0","3421","510000","3402","25021","0","0"
"280","2","0","0","3431","510000","3403","25021","0","0"
"280","2","0","0","3441","510000","3404","25021","0","0"
"280","2","0","0","3451","510000","3405","25021","0","0"
"280","2","0","0","3511","510000","3501","25021","0","0"
"280","2","0","0","3521","510000","3502","25021","0","0"
"280","2","0","0","3531","510000","3503","25021","0","0"
"280","2","0","0","3541","510000","3504","25021","0","0"
"280","2","0","0","3551","510000","3505","25021","0","0"
"280","2","0","0","3611","510000","3601","25021","0","0"
"280","2","0","0","3621","510000","3602","25021","0","0"
"280","2","0","0","3631","510000","3603","25021","0","0"
"280","2","0","0","3641","510000","3604","25021","0","0"
"280","2","0","0","3651","510000","3605","25021","0","0"
"280","2","0","0","3711","510000","3701","25021","0","0"
"280","2","0","0","3721","510000","3702","25021","0","0"
"280","2","0","0","3731","510000","3703","25021","0","0"
"280","2","0","0","3741","510000","3704","25021","0","0"
"280","2","0","0","3751","510000","3705","25021","0","0"
"280","2","0","0","3811","510000","3801","25021","0","0"
"280","2","0","0","3821","510000","3802","25021","0","0"
"280","2","0","0","3831","510000","3803","25021","0","0"
"280","2","0","0","3841","510000","3804","25021","0","0"
"280","2","0","0","3851","510000","3805","25021","0","0"
"280","2","0","0","3911","510000","3901","25021","0","0"
"280","2","0","0","3921","510000","3902","25021","0","0"
"280","2","0","0","3931","510000","3903","25021","0","0"
"280","2","0","0","3941","510000","3904","25021","0","0"
"280","2","0","0","3951","510000","3905","25021","0","0"
"280","2","0","0","4011","510000","4001","25021","0","0"
"280","2","0","0","4021","510000","4002","25021","0","0"
"280","2","0","0","4031","510000","4003","25021","0","0"
"280","2","0","0","4041","510000","4004","25021","0","0"
"280","2","0","0","4051","510000","4005","25021","0","0"
"280","2","0","0","4111","510000","4101","25021","0","0"
"280","2","0","0","4121","510000","4102","25021","0","0"
"280","2","0","0","4131","510000","4103","25021","0","0"
"280","2","0","0","4141","510000","4104","25021","0","0"
"280","2","0","0","4151","510000","4105","25021","0","0"
"280","2","0","0","4211","510000","4201","25021","0","0"
"280","2","0","0","4221","510000","4202","25021","0","0"
"280","2","0","0","4231","510000","4203","25021","0","0"
"280","2","0","0","4241","510000","4204","25021","0","0"
"280","2","0","0","4251","510000","4205","25021","0","0"
"280","2","0","0","4311","510000","4301","25021","0","0"
"280","2","0","0","4321","510000","4302","25021","0","0"
"280","2","0","0","4331","510000","4303","25021","0","0"
"280","2","0","0","4341","510000","4304","25021","0","0"
"280","2","0","0","4351","510000","4305","25021","0","0"
"280","2","0","0","4411","510000","4401","25021","0","0"
"280","2","0","0","4421","510000","4402","25021","0","0"
"280","2","0","0","4431","510000","4403","25021","0","0"
"280","2","0","0","4441","510000","4404","25021","0","0"
"280","2","0","0","4451","510000","4405","25021","0","0"
"280","2","0","0","4511","510000","4501","25021","0","0"
"280","2","0","0","4521","510000","4502","25021","0","0"
"280","2","0","0","4531","510000","4503","25021","0","0"
"280","2","0","0","4541","510000","4504","25021","0","0"
"280","2","0","0","4551","510000","4505","25021","0","0"
"280","2","0","0","4611","510000","4601","25021","0","0"
"280","2","0","0","4621","510000","4602","25021","0","0"
"280","2","0","0","4631","510000","4603","25021","0","0"
"280","2","0","0","4641","510000","4604","25021","0","0"
"280","2","0","0","4651","510000","4605","25021","0","0"
"280","2","0","0","4711","510000","4701","25021","0","0"
"280","2","0","0","4721","510000","4702","25021","0","0"
"280","2","0","0","4731","510000","4703","25021","0","0"
"280","2","0","0","4741","510000","4704","25021","0","0"
"280","2","0","0","4751","510000","4705","25021","0","0"
"280","2","0","0","4811","510000","4801","25021","0","0"
"280","2","0","0","4821","510000","4802","25021","0","0"
"280","2","0","0","4831","510000","4803","25021","0","0"
"280","2","0","0","4841","510000","4804","25021","0","0"
"280","2","0","0","4851","510000","4805","25021","0","0"
"280","2","0","0","4911","510000","4901","25021","0","0"
"280","2","0","0","4921","510000","4902","25021","0","0"
"280","2","0","0","4931","510000","4903","25021","0","0"
"280","2","0","0","4941","510000","4904","25021","0","0"
"280","2","0","0","4951","510000","4905","25021","0","0"
"280","2","0","0","5011","510000","5001","25021","0","0"
"280","2","0","0","5021","510000","5002","25021","0","0"
"280","2","0","0","5031","510000","5003","25021","0","0"
"280","2","0","0","5041","510000","5004","25021","0","0"
"280","2","0","0","5051","510000","5005","25021","0","0"
"280","2","0","0","5111","510000","5101","25021","0","0"
"280","2","0","0","5121","510000","5102","25021","0","0"
"280","2","0","0","5131","510000","5103","25021","0","0"
"280","2","0","0","5141","510000","5104","25021","0","0"
"280","2","0","0","5151","510000","5105","25021","0","0"
"280","2","0","0","5211","510000","5201","25021","0","0"
"280","2","0","0","5221","510000","5202","25021","0","0"
"280","2","0","0","5231","510000","5203","25021","0","0"
"280","2","0","0","5241","510000","5204","25021","0","0"
"280","2","0","0","5251","510000","5205","25021","0","0"
"280","2","0","0","5311","510000","5301","25021","0","0"
"280","2","0","0","5321","510000","5302","25021","0","0"
"280","2","0","0","5331","510000","5303","25021","0","0"
"280","2","0","0","5341","510000","5304","25021","0","0"
"280","2","0","0","5351","510000","5305","25021","0","0"
"640","2","0","0","5411","520000","5401","25021","0","0"
"640","2","0","0","5421","520000","5402","25021","0","0"
"640","2","0","0","5431","520000","5403","25021","0","0"
"380","2","0","0","5511","520000","5501","25021","0","0"
"380","2","0","0","5521","520000","5502","25021","0","0"
"380","2","0","0","5531","520000","5503","25021","0","0"
"380","2","0","0","5541","520000","5504","25021","0","0"
"380","2","0","0","5551","520000","5505","25021","0","0"
"950","2","0","0","5611","520000","5601","25021","0","0"
"950","2","0","0","5621","520000","5602","25021","0","0"
"380","2","0","0","5711","520000","5701","25021","0","0"
"380","2","0","0","5721","520000","5702","25021","0","0"
"380","2","0","0","5731","520000","5703","25021","0","0"
"380","2","0","0","5741","520000","5704","25021","0","0"
"380","2","0","0","5751","520000","5705","25021","0","0"
"380","2","0","0","5811","520000","5801","25021","0","0"
"380","2","0","0","5821","520000","5802","25021","0","0"
"380","2","0","0","5831","520000","5803","25021","0","0"
"380","2","0","0","5841","520000","5804","25021","0","0"
"380","2","0","0","5851","520000","5805","25021","0","0"
"380","2","0","0","5911","520000","5901","25021","0","0"
"380","2","0","0","5921","520000","5902","25021","0","0"
"380","2","0","0","5931","520000","5903","25021","0","0"
"380","2","0","0","5941","520000","5904","25021","0","0"
"380","2","0","0","5951","520000","5905","25021","0","0"
"950","2","0","0","6011","520000","6001","25021","0","0"
"950","2","0","0","6021","520000","6002","25021","0","0"
"380","2","0","0","6111","520000","6101","25021","0","0"
"380","2","0","0","6121","520000","6102","25021","0","0"
"380","2","0","0","6131","520000","6103","25021","0","0"
"380","2","0","0","6141","520000","6104","25021","0","0"
"380","2","0","0","6151","520000","6105","25021","0","0"
"380","2","0","0","6211","520000","6201","25021","0","0"
"380","2","0","0","6221","520000","6202","25021","0","0"
"380","2","0","0","6231","520000","6203","25021","0","0"
"380","2","0","0","6241","520000","6204","25021","0","0"
"380","2","0","0","6251","520000","6205","25021","0","0"
"380","2","0","0","6311","520000","6301","25021","0","0"
"380","2","0","0","6321","520000","6302","25021","0","0"
"380","2","0","0","6331","520000","6303","25021","0","0"
"380","2","0","0","6341","520000","6304","25021","0","0"
"380","2","0","0","6351","520000","6305","25021","0","0"
"380","2","0","0","6411","520000","6401","25021","0","0"
"380","2","0","0","6421","520000","6402","25021","0","0"
"380","2","0","0","6431","520000","6403","25021","0","0"
"380","2","0","0","6441","520000","6404","25021","0","0"
"380","2","0","0","6451","520000","6405","25021","0","0"
"380","2","0","0","6511","520000","6501","25021","0","0"
"380","2","0","0","6521","520000","6502","25021","0","0"
"380","2","0","0","6531","520000","6503","25021","0","0"
"380","2","0","0","6541","520000","6504","25021","0","0"
"380","2","0","0","6551","520000","6505","25021","0","0"
"1900","2","0","0","6611","520000","6601","25021","0","0"
"380","2","0","0","6711","520000","6701","25021","0","0"
"380","2","0","0","6721","520000","6702","25021","0","0"
"380","2","0","0","6731","520000","6703","25021","0","0"
"380","2","0","0","6741","520000","6704","25021","0","0"
"380","2","0","0","6751","520000","6705","25021","0","0"
"380","2","0","0","6811","520000","6801","25021","0","0"
"380","2","0","0","6821","520000","6802","25021","0","0"
"380","2","0","0","6831","520000","6803","25021","0","0"
"380","2","0","0","6841","520000","6804","25021","0","0"
"380","2","0","0","6851","520000","6805","25021","0","0"
"380","2","0","0","6911","520000","6901","25021","0","0"
"380","2","0","0","6921","520000","6902","25021","0","0"
"380","2","0","0","6931","520000","6903","25021","0","0"
"380","2","0","0","6941","520000","6904","25021","0","0"
"380","2","0","0","6951","520000","6905","25021","0","0"
"380","2","0","0","7011","520000","7001","25021","0","0"
"380","2","0","0","7021","520000","7002","25021","0","0"
"380","2","0","0","7031","520000","7003","25021","0","0"
"380","2","0","0","7041","520000","7004","25021","0","0"
"380","2","0","0","7051","520000","7005","25021","0","0"
"380","2","0","0","7111","520000","7101","25021","0","0"
"380","2","0","0","7121","520000","7102","25021","0","0"
"380","2","0","0","7131","520000","7103","25021","0","0"
"380","2","0","0","7141","520000","7104","25021","0","0"
"380","2","0","0","7151","520000","7105","25021","0","0"
"1900","2","0","0","7211","520000","7201","25021","0","0"
"380","2","0","0","7311","520000","7301","25021","0","0"
"380","2","0","0","7321","520000","7302","25021","0","0"
"380","2","0","0","7331","520000","7303","25021","0","0"
"380","2","0","0","7341","520000","7304","25021","0","0"
"380","2","0","0","7351","520000","7305","25021","0","0"
"380","2","0","0","7411","520000","7401","25021","0","0"
"380","2","0","0","7421","520000","7402","25021","0","0"
"380","2","0","0","7431","520000","7403","25021","0","0"
"380","2","0","0","7441","520000","7404","25021","0","0"
"380","2","0","0","7451","520000","7405","25021","0","0"
"380","2","0","0","7511","520000","7501","25021","0","0"
"380","2","0","0","7521","520000","7502","25021","0","0"
"380","2","0","0","7531","520000","7503","25021","0","0"
"380","2","0","0","7541","520000","7504","25021","0","0"
"380","2","0","0","7551","520000","7505","25021","0","0"
"380","2","0","0","7611","520000","7601","25021","0","0"
"380","2","0","0","7621","520000","7602","25021","0","0"
"380","2","0","0","7631","520000","7603","25021","0","0"
"380","2","0","0","7641","520000","7604","25021","0","0"
"380","2","0","0","7651","520000","7605","25021","0","0"
"1900","2","0","0","7711","520000","7701","25021","0","0"
"950","2","0","0","7811","520000","7801","25021","0","0"
"950","2","0","0","7821","520000","7802","25021","0","0"
"380","2","0","0","7911","520000","7901","25021","0","0"
"380","2","0","0","7921","520000","7902","25021","0","0"
"380","2","0","0","7931","520000","7903","25021","0","0"
"380","2","0","0","7941","520000","7904","25021","0","0"
"380","2","0","0","7951","520000","7905","25021","0","0"
"380","2","0","0","8011","520000","8001","25021","0","0"
"380","2","0","0","8021","520000","8002","25021","0","0"
"380","2","0","0","8031","520000","8003","25021","0","0"
"380","2","0","0","8041","520000","8004","25021","0","0"
"380","2","0","0","8051","520000","8005","25021","0","0"
"380","2","0","0","8111","520000","8101","25021","0","0"
"380","2","0","0","8121","520000","8102","25021","0","0"
"380","2","0","0","8131","520000","8103","25021","0","0"
"380","2","0","0","8141","520000","8104","25021","0","0"
"380","2","0","0","8151","520000","8105","25021","0","0"
"460","2","0","0","8211","530000","8201","25021","0","0"
"460","2","0","0","8221","530000","8202","25021","0","0"
"460","2","0","0","8231","530000","8203","25021","0","0"
"460","2","0","0","8241","530000","8204","25021","0","0"
"460","2","0","0","8251","530000","8205","25021","0","0"
"460","2","0","0","8311","530000","8301","25021","0","0"
"460","2","0","0","8321","530000","8302","25021","0","0"
"460","2","0","0","8331","530000","8303","25021","0","0"
"460","2","0","0","8341","530000","8304","25021","0","0"
"460","2","0","0","8351","530000","8305","25021","0","0"
"460","2","0","0","8411","530000","8401","25021","0","0"
"460","2","0","0","8421","530000","8402","25021","0","0"
"460","2","0","0","8431","530000","8403","25021","0","0"
"460","2","0","0","8441","530000","8404","25021","0","0"
"460","2","0","0","8451","530000","8405","25021","0","0"
"460","2","0","0","8511","530000","8501","25021","0","0"
"460","2","0","0","8521","530000","8502","25021","0","0"
"460","2","0","0","8531","530000","8503","25021","0","0"
"460","2","0","0","8541","530000","8504","25021","0","0"
"460","2","0","0","8551","530000","8505","25021","0","0"
"460","2","0","0","8611","530000","8601","25021","0","0"
"460","2","0","0","8621","530000","8602","25021","0","0"
"460","2","0","0","8631","530000","8603","25021","0","0"
"460","2","0","0","8641","530000","8604","25021","0","0"
"460","2","0","0","8651","530000","8605","25021","0","0"
"460","2","0","0","8711","530000","8701","25021","0","0"
"460","2","0","0","8721","530000","8702","25021","0","0"
"460","2","0","0","8731","530000","8703","25021","0","0"
"460","2","0","0","8741","530000","8704","25021","0","0"
"460","2","0","0","8751","530000","8705","25021","0","0"
"460","2","0","0","8811","530000","8801","25021","0","0"
"460","2","0","0","8821","530000","8802","25021","0","0"
"460","2","0","0","8831","530000","8803","25021","0","0"
"460","2","0","0","8841","530000","8804","25021","0","0"
"460","2","0","0","8851","530000","8805","25021","0","0"
"460","2","0","0","8911","530000","8901","25021","0","0"
"460","2","0","0","8921","530000","8902","25021","0","0"
"460","2","0","0","8931","530000","8903","25021","0","0"
"460","2","0","0","8941","530000","8904","25021","0","0"
"460","2","0","0","8951","530000","8905","25021","0","0"
"460","2","0","0","9011","530000","9001","25021","0","0"
"460","2","0","0","9021","530000","9002","25021","0","0"
"460","2","0","0","9031","530000","9003","25021","0","0"
"460","2","0","0","9041","530000","9004","25021","0","0"
"460","2","0","0","9051","530000","9005","25021","0","0"
"460","2","0","0","9111","530000","9101","25021","0","0"
"460","2","0","0","9121","530000","9102","25021","0","0"
"460","2","0","0","9131","530000","9103","25021","0","0"
"460","2","0","0","9141","530000","9104","25021","0","0"
"460","2","0","0","9151","530000","9105","25021","0","0"
"460","2","0","0","9211","530000","9201","25021","0","0"
"460","2","0","0","9221","530000","9202","25021","0","0"
"460","2","0","0","9231","530000","9203","25021","0","0"
"460","2","0","0","9241","530000","9204","25021","0","0"
"460","2","0","0","9251","530000","9205","25021","0","0"
"460","2","0","0","9311","530000","9301","25021","0","0"
"460","2","0","0","9321","530000","9302","25021","0","0"
"460","2","0","0","9331","530000","9303","25021","0","0"
"460","2","0","0","9341","530000","9304","25021","0","0"
"460","2","0","0","9351","530000","9305","25021","0","0"
"460","2","0","0","9411","530000","9401","25021","0","0"
"460","2","0","0","9421","530000","9402","25021","0","0"
"460","2","0","0","9431","530000","9403","25021","0","0"
"460","2","0","0","9441","530000","9404","25021","0","0"
"460","2","0","0","9451","530000","9405","25021","0","0"
"460","2","0","0","9511","530000","9501","25021","0","0"
"460","2","0","0","9521","530000","9502","25021","0","0"
"460","2","0","0","9531","530000","9503","25021","0","0"
"460","2","0","0","9541","530000","9504","25021","0","0"
"460","2","0","0","9551","530000","9505","25021","0","0"
"460","2","0","0","9611","530000","9601","25021","0","0"
"460","2","0","0","9621","530000","9602","25021","0","0"
"460","2","0","0","9631","530000","9603","25021","0","0"
"460","2","0","0","9641","530000","9604","25021","0","0"
"460","2","0","0","9651","530000","9605","25021","0","0"
"460","2","0","0","9711","530000","9701","25021","0","0"
"460","2","0","0","9721","530000","9702","25021","0","0"
"460","2","0","0","9731","530000","9703","25021","0","0"
"460","2","0","0","9741","530000","9704","25021","0","0"
"460","2","0","0","9751","530000","9705","25021","0","0"
"460","2","0","0","9811","530000","9801","25021","0","0"
"460","2","0","0","9821","530000","9802","25021","0","0"
"460","2","0","0","9831","530000","9803","25021","0","0"
"460","2","0","0","9841","530000","9804","25021","0","0"
"460","2","0","0","9851","530000","9805","25021","0","0"
"460","2","0","0","9911","530000","9901","25021","0","0"
"460","2","0","0","9921","530000","9902","25021","0","0"
"460","2","0","0","9931","530000","9903","25021","0","0"
"460","2","0","0","9941","530000","9904","25021","0","0"
"460","2","0","0","9951","530000","9905","25021","0","0"
"460","2","0","0","10011","530000","10001","25021","0","0"
"460","2","0","0","10021","530000","10002","25021","0","0"
"460","2","0","0","10031","530000","10003","25021","0","0"
"460","2","0","0","10041","530000","10004","25021","0","0"
"460","2","0","0","10051","530000","10005","25021","0","0"
"460","2","0","0","10111","530000","10101","25021","0","0"
"460","2","0","0","10121","530000","10102","25021","0","0"
"460","2","0","0","10131","530000","10103","25021","0","0"
"460","2","0","0","10141","530000","10104","25021","0","0"
"460","2","0","0","10151","530000","10105","25021","0","0"
"460","2","0","0","10211","530000","10201","25021","0","0"
"460","2","0","0","10221","530000","10202","25021","0","0"
"460","2","0","0","10231","530000","10203","25021","0","0"
"460","2","0","0","10241","530000","10204","25021","0","0"
"460","2","0","0","10251","530000","10205","25021","0","0"
"460","2","0","0","10311","530000","10301","25021","0","0"
"460","2","0","0","10321","530000","10302","25021","0","0"
"460","2","0","0","10331","530000","10303","25021","0","0"
"460","2","0","0","10341","530000","10304","25021","0","0"
"460","2","0","0","10351","530000","10305","25021","0","0"
"460","2","0","0","10411","530000","10401","25021","0","0"
"460","2","0","0","10421","530000","10402","25021","0","0"
"460","2","0","0","10431","530000","10403","25021","0","0"
"460","2","0","0","10441","530000","10404","25021","0","0"
"460","2","0","0","10451","530000","10405","25021","0","0"
"460","2","0","0","10511","530000","10501","25021","0","0"
"460","2","0","0","10521","530000","10502","25021","0","0"
"460","2","0","0","10531","530000","10503","25021","0","0"
"460","2","0","0","10541","530000","10504","25021","0","0"
"460","2","0","0","10551","530000","10505","25021","0","0"
"460","2","0","0","10611","530000","10601","25021","0","0"
"460","2","0","0","10621","530000","10602","25021","0","0"
"460","2","0","0","10631","530000","10603","25021","0","0"
"460","2","0","0","10641","530000","10604","25021","0","0"
"460","2","0","0","10651","530000","10605","25021","0","0"
"460","2","0","0","10711","530000","10701","25021","0","0"
"460","2","0","0","10721","530000","10702","25021","0","0"
"460","2","0","0","10731","530000","10703","25021","0","0"
"460","2","0","0","10741","530000","10704","25021","0","0"
"460","2","0","0","10751","530000","10705","25021","0","0"
"460","2","0","0","10811","530000","10801","25021","0","0"
"460","2","0","0","10821","530000","10802","25021","0","0"
"460","2","0","0","10831","530000","10803","25021","0","0"
"460","2","0","0","10841","530000","10804","25021","0","0"
"460","2","0","0","10851","530000","10805","25021","0","0"
"460","2","0","0","10911","530000","10901","25021","0","0"
"460","2","0","0","10921","530000","10902","25021","0","0"
"460","2","0","0","10931","530000","10903","25021","0","0"
"460","2","0","0","10941","530000","10904","25021","0","0"
"460","2","0","0","10951","530000","10905","25021","0","0"
"580","2","0","0","11011","540000","11001","25021","0","0"
"580","2","0","0","11021","540000","11002","25021","0","0"
"580","2","0","0","11031","540000","11003","25021","0","0"
"580","2","0","0","11041","540000","11004","25021","0","0"
"580","2","0","0","11051","540000","11005","25021","0","0"
"580","2","0","0","11111","540000","11101","25021","0","0"
"580","2","0","0","11121","540000","11102","25021","0","0"
