ebcef787858518b5e665a086408c8fcd51e949ffc0a0f5d158ce53ba1b30f11f,54d25edce5a92e5c9f1f6244712ca4296cf71272dc131ddb5a48f1002e35b376,c27c1fe4208e71c943839da40b69001d36a720608a581a8ae5a2c67a521e2911,3c3dcbf42a2ddccb6cebd41c009d665a16516fb45c11b8e955c2066f49d310d6,7a7a71258d8bb683cf613f4ac6525ef5a797fc8a5457fd9122a92794964a0256,753c10317718a426e596bb18ac5b35c3f81666f20a8ad9250a401e905b245616,64a3ee38a72accd6741171a60cda2336c512f7be4b42a002b4091ff9eb32e35e,5a0ba4227157fccf0de6173fea3378814decc08d29b73c8b8a10c5b97319d303,687a27a57bf981ffb29799599b949edca90b60be6f48da4669560d7151332a72,1e7fa26533c7e2932b4e4ecfc2e01fa27a08f7c2c5b50a6c355d4cb5851544c3,80210130f009214d5421385de73c7b35e82145c75b04a4bc594e7f2b42bcecb0,7720997d62640d98048b8afdd5b10dfb06938214960a23aabc5128517b8f7db0
"100980325","1","0","25","350","0","0","8","0","2.453","0","1009803"
"100980326","4","0","26","0","0","0","0","2.453","0","1","1009803"
"100980327","1","0","27","350","0","0","9","0","1.547","0","1009803"
"100980328","4","0","28","0","0","0","0","2.547","0","1","1009803"
"100980329","2","vo_lsv_0306","29","0","0","vo_lsv","0","0","0","0","1009803"
"100980330","1","0","30","350","0","0","10","0","1.95","0","1009803"
"100980331","4","0","31","0","0","0","0","2.95","0","1","1009803"
"100980332","2","vo_lsv_0307","32","0","0","vo_lsv","0","0","0","0","1009803"
"100980333","1","0","33","240","0","0","11","0","1.39","0","1009803"
"100980401","4","0","1","0","0","0","0","0.8","0","1","1009804"
"100980402","2","vo_lsv_0401","2","0","0","vo_lsv","0","0","0","0","1009804"
"100980403","1","0","3","300","0","0","1","0","1.2","0","1009804"
"100980404","4","0","4","0","0","0","0","1.2","0","1","1009804"
"100980405","1","0","5","300","0","0","2","0","1.8","0","1009804"
"100980406","4","0","6","0","0","0","0","2.8","0","1","1009804"
"100980407","2","vo_lsv_0402","7","0","0","vo_lsv","0","0","0","0","1009804"
"100980408","1","0","8","355","0","0","3","0","2.35","0","1009804"
"100980409","4","0","9","0","0","0","0","3.35","0","1","1009804"
"100980410","2","vo_lsv_0403","10","0","0","vo_lsv","0","0","0","0","1009804"
"100980411","1","0","11","300","0","0","4","0","1.669","0","1009804"
"100980412","4","0","12","0","0","0","0","2.1","0","1","1009804"
"100980413","1","0","13","230","0","0","5","0","1.7","0","1009804"
"100980414","4","0","14","0","0","0","0","2","0","1","1009804"
"100980415","1","0","15","230","0","0","6","0","1.35","0","1009804"
"100980416","4","0","16","0","0","0","0","2.85","0","1","1009804"
"100980417","2","vo_lsv_0404","17","0","0","vo_lsv","0","0","0","0","1009804"
"100980418","1","0","18","327","0","0","7","0","1.51","0","1009804"
"100980419","4","0","19","0","0","0","0","1.61","0","1","1009804"
"100980420","1","0","20","327","327","0","7","0","1.29","0","1009804"
"100980421","4","0","21","0","0","0","0","1.949","0","1","1009804"
"100980422","1","0","22","300","0","0","8","0","1.925","0","1009804"
"100980501","4","0","1","0","0","0","0","0.8","0","1","1009805"
"100980502","2","vo_lsv_0501","2","0","0","vo_lsv","0","0","0","0","1009805"
"100980503","1","0","3","300","0","0","1","0","2.115","0","1009805"
"100980504","4","0","4","0","0","0","0","3.115","0","1","1009805"
"100980505","2","vo_lsv_0502","5","0","0","vo_lsv","0","0","0","0","1009805"
"100980506","1","0","6","310","0","0","2","0","1.743","0","1009805"
"100980507","4","0","7","0","0","0","0","2.743","0","1","1009805"
"100980508","2","vo_lsv_0503","8","0","0","vo_lsv","0","0","0","0","1009805"
"100980509","1","0","9","300","0","0","3","0","1.86","0","1009805"
"100980510","4","0","10","0","0","0","0","2.26","0","1","1009805"
"100980511","1","0","11","350","0","0","4","0","1.667","0","1009805"
"100980512","4","0","12","0","0","0","0","2.324","0","1","1009805"
"100980513","1","0","13","310","0","0","5","0","2.168","0","1009805"
"100980514","4","0","14","0","0","0","0","3.168","0","1","1009805"
"100980515","2","vo_lsv_0504","15","0","0","vo_lsv","0","0","0","0","1009805"
"100980516","1","0","16","300","0","0","6","0","1.752","0","1009805"
"100980517","4","0","17","0","0","0","0","2.276","0","1","1009805"
"100980518","1","0","18","300","0","0","7","0","1.43","0","1009805"
"100980519","4","0","19","0","0","0","0","1.43","0","1","1009805"
"100980520","1","0","20","300","300","0","7","0","0.749","0","1009805"
"100980521","4","0","21","0","0","0","0","1.749","0","1","1009805"
"100980522","2","vo_lsv_0505","22","0","0","vo_lsv","0","0","0","0","1009805"
"100980523","1","0","23","300","0","0","8","0","0.65","0","1009805"
"100980524","4","0","24","0","0","0","0","0.65","0","1","1009805"
"100980525","1","0","25","300","300","0","8","0","1.753","0","1009805"
"100980526","4","0","26","0","0","0","0","1.753","0","1","1009805"
"100980527","1","0","27","300","0","0","9","0","0.929","0","1009805"
"100980528","4","0","28","0","0","0","0","1.929","0","1","1009805"
"100980529","2","vo_lsv_0506","29","0","0","vo_lsv","0","0","0","0","1009805"
"100980530","1","0","30","300","0","0","10","0","0.536","0","1009805"
"100980531","4","0","31","0","0","0","0","0.536","0","1","1009805"
"100980532","1","0","32","300","300","0","10","0","1.438","0","1009805"
"100980533","4","0","33","0","0","0","0","1.438","0","1","1009805"
"100980534","1","0","34","327","0","0","11","0","2.426","0","1009805"
"100980601","4","0","1","0","0","0","0","0.8","0","1","1009806"
"100980602","2","vo_lsv_0601","2","0","0","vo_lsv","0","0","0","0","1009806"
"100980603","1","0","3","330","0","0","1","0","2.5","0","1009806"
"100980604","4","0","4","0","0","0","0","2.5","0","1","1009806"
"100980605","1","0","5","350","0","0","2","0","1.5","0","1009806"
"100980606","4","0","6","0","0","0","0","2.5","0","1","1009806"
"100980607","2","vo_lsv_0602","7","0","0","vo_lsv","0","0","0","0","1009806"
"100980608","1","0","8","325","0","0","3","0","1.9","0","1009806"
"100980609","4","0","9","0","0","0","0","1.9","0","1","1009806"
"100980610","1","0","10","300","0","0","4","0","1.744","0","1009806"
"100980611","4","0","11","0","0","0","0","2.329","0","1","1009806"
"100980612","1","0","12","300","0","0","5","0","1.049","0","1009806"
"100980613","4","0","13","0","0","0","0","1.049","0","1","1009806"
"100980614","1","0","14","210","0","0","6","0","1.093","0","1009806"
"100980615","4","0","15","0","0","0","0","2.093","0","1","1009806"
"100980616","2","vo_lsv_0603","16","0","0","vo_lsv","0","0","0","0","1009806"
"100980617","1","0","17","300","0","0","7","0","1.9","0","1009806"
"100980618","4","0","18","0","0","0","0","1.9","0","1","1009806"
"100980619","1","0","19","300","0","0","8","0","2.4","0","1009806"
"100980620","4","0","20","0","0","0","0","2.4","0","1","1009806"
"100980621","1","0","21","300","0","0","9","0","1.65","0","1009806"
"100980622","4","0","22","0","0","0","0","2.65","0","1","1009806"
"100980623","2","vo_lsv_0604","23","0","0","vo_lsv","0","0","0","0","1009806"
"100980624","1","0","24","300","0","0","10","0","1.763","0","1009806"
"100980625","4","0","25","0","0","0","0","1.763","0","1","1009806"
"100980626","1","0","26","320","0","0","11","0","1.308","0","1009806"
"100980627","4","0","27","0","0","0","0","2.308","0","1","1009806"
"100980628","2","vo_lsv_0605","28","0","0","vo_lsv","0","0","0","0","1009806"
"100980629","1","0","29","320","0","0","12","0","1","0","1009806"
"100980630","4","0","30","0","0","0","0","1","0","1","1009806"
"100980631","1","0","31","320","320","0","12","0","1.853","0","1009806"
"100980701","4","0","1","0","0","0","0","0.8","0","1","1009807"
"100980702","2","vo_lsv_0701","2","0","0","vo_lsv","0","0","0","0","1009807"
"100980703","1","0","3","300","0","0","1","0","1.355","0","1009807"
"100980704","4","0","4","0","0","0","0","1.355","0","1","1009807"
"100980705","1","0","5","300","0","0","2","0","1.126","0","1009807"
"100980706","4","0","6","0","0","0","0","1.126","0","1","1009807"
"100980707","1","0","7","300","0","0","3","0","1.641","0","1009807"
"100980708","4","0","8","0","0","0","0","2","0","1","1009807"
"100980709","2","vo_lsv_0702","9","0","0","vo_lsv","0","0","0","0","1009807"
"100980710","1","0","10","300","0","0","4","0","1.325","0","1009807"
"100980711","4","0","11","0","0","0","0","1.325","0","1","1009807"
"100980712","1","0","12","327","0","0","5","0","1.891","0","1009807"
"100980713","4","0","13","0","0","0","0","2.437","0","1","1009807"
"100980714","1","0","14","327","0","0","6","0","1.93","0","1009807"
"100980715","4","0","15","0","0","0","0","2.93","0","1","1009807"
"100980716","2","vo_lsv_0703","16","0","0","vo_lsv","0","0","0","0","1009807"
"100980717","1","0","17","300","0","0","7","0","1.84","0","1009807"
"100980718","4","0","18","0","0","0","0","2.361","0","1","1009807"
"100980719","1","0","19","300","0","0","8","0","1.38","0","1009807"
"100980720","4","0","20","0","0","0","0","1.38","0","1","1009807"
"100980721","1","0","21","300","0","0","9","0","1.399","0","1009807"
"100980722","4","0","22","0","0","0","0","2.399","0","1","1009807"
"100980723","2","vo_lsv_0704","23","0","0","vo_lsv","0","0","0","0","1009807"
"100980724","1","0","24","300","0","0","10","0","2.268","0","1009807"
"100980725","4","0","25","0","0","0","0","2.268","0","1","1009807"
"100980726","1","0","26","300","0","0","11","0","1.299","0","1009807"
"100980801","4","0","1","0","0","0","0","0.8","0","1","1009808"
"100980802","2","vo_lsv_0801","2","0","0","vo_lsv","0","0","0","0","1009808"
"100980803","1","0","3","300","0","0","1","0","1.4","0","1009808"
"100980804","4","0","4","0","0","0","0","1.4","0","1","1009808"
"100980805","1","0","5","300","0","0","2","0","1","0","1009808"
"100980806","4","0","6","0","0","0","0","2","0","1","1009808"
"100980807","2","vo_lsv_0802","7","0","0","vo_lsv","0","0","0","0","1009808"
"100980808","1","0","8","300","0","0","3","0","1.6","0","1009808"
"100980809","4","0","9","0","0","0","0","1.8","0","1","1009808"
"100980810","1","0","10","300","0","0","4","0","1","0","1009808"
"100980811","4","0","11","0","0","0","0","1","0","1","1009808"
"100980812","1","0","12","300","300","0","4","0","1.5","0","1009808"
"100980813","4","0","13","0","0","0","0","2.5","0","1","1009808"
"100980814","2","vo_lsv_0803","14","0","0","vo_lsv","0","0","0","0","1009808"
"100980815","1","0","15","320","0","0","5","0","1.9","0","1009808"
"100980816","4","0","16","0","0","0","0","2.5","0","1","1009808"
"100980817","1","0","17","350","0","0","6","0","1.3","0","1009808"
"100980818","4","0","18","0","0","0","0","2.3","0","1","1009808"
"100980819","2","vo_lsv_0804","19","0","0","vo_lsv","0","0","0","0","1009808"
"100980820","1","0","20","300","0","0","7","0","1.3","0","1009808"
"100980821","4","0","21","0","0","0","0","1.3","0","1","1009808"
"100980822","1","0","22","300","0","0","8","0","1.5","0","1009808"
"100980823","4","0","23","0","0","0","0","2.5","0","1","1009808"
"100980824","2","vo_lsv_0805","24","0","0","vo_lsv","0","0","0","0","1009808"
"100980825","1","0","25","300","0","0","9","0","1.4","0","1009808"
"100980826","4","0","26","0","0","0","0","2.6","0","1","1009808"
"100980827","2","vo_lsv_0806","27","0","0","vo_lsv","0","0","0","0","1009808"
"100980828","1","0","28","327","15","0","10","0","1.363","0","1009808"
"100980901","4","0","1","0","0","0","0","0.8","0","1","1009809"
"100980902","2","vo_lsv_0901","2","0","0","vo_lsv","0","0","0","0","1009809"
"100980903","1","0","3","300","0","0","1","0","2.1","0","1009809"
"100980904","4","0","4","0","0","0","0","2.9","0","1","1009809"
"100980905","2","vo_lsv_0902","5","0","0","vo_lsv","0","0","0","0","1009809"
"100980906","1","0","6","327","0","0","2","0","2.46","0","1009809"
"100980907","4","0","7","0","0","0","0","2.64","0","1","1009809"
"100980908","1","0","8","327","327","0","2","0","1.845","0","1009809"
"100980909","4","0","9","0","0","0","0","1.85","0","1","1009809"
"100980910","1","0","10","300","0","0","3","0","1.735","0","1009809"
"100980911","4","0","11","0","0","0","0","2","0","1","1009809"
"100980912","2","vo_lsv_0903","12","0","0","vo_lsv","0","0","0","0","1009809"
"100980913","1","0","13","327","0","0","4","0","2.484","0","1009809"
"100980914","4","0","14","0","0","0","0","2.663","0","1","1009809"
"100980915","1","0","15","327","327","0","4","0","1.546","0","1009809"
"100980916","4","0","16","0","0","0","0","1.55","0","1","1009809"
"100980917","1","0","17","327","0","0","5","0","1.205","0","1009809"
"100980918","4","0","18","0","0","0","0","1.5","0","1","1009809"
"100980919","2","vo_lsv_0904","19","0","0","vo_lsv","0","0","0","0","1009809"
"100980920","1","0","20","327","0","0","6","0","2.079","0","1009809"
"100980921","4","0","21","0","0","0","0","2.4","0","1","1009809"
"100980922","1","0","22","327","0","0","7","0","2.05","0","1009809"
"100980923","4","0","23","0","0","0","0","2.35","0","1","1009809"
"100980924","1","0","24","327","0","0","8","0","2.55","0","1009809"
"100981001","4","0","1","0","0","0","0","0.8","0","1","1009810"
"100981002","2","vo_lsv_1001","2","0","0","vo_lsv","0","0","0","0","1009810"
"100981003","1","0","3","300","0","0","1","0","1.707","0","1009810"
"100981004","4","0","4","0","0","0","0","1.717","0","1","1009810"
"100981005","1","0","5","120","0","0","2","0","0.75","0","1009810"
"100981006","4","0","6","0","0","0","0","1.15","0","1","1009810"
"100981007","1","0","7","327","120","0","2","0","1.46","0","1009810"
"100981008","4","0","8","0","0","0","0","1.66","0","1","1009810"
"100981009","1","0","9","327","0","0","3","0","2.03","0","1009810"
"100981010","4","0","10","0","0","0","0","2.23","0","1","1009810"
"100981011","1","0","11","327","327","0","3","0","1.732","0","1009810"
"100981012","4","0","12","0","0","0","0","2.5","0","1","1009810"
"100981013","2","vo_lsv_1002","13","0","0","vo_lsv","0","0","0","0","1009810"
"100981014","1","0","14","300","0","0","4","0","1.9","0","1009810"
"100981015","4","0","15","0","0","0","0","1.949","0","1","1009810"
"100981016","1","0","16","327","0","0","5","0","2.05","0","1009810"
"100981017","4","0","17","0","0","0","0","2.08","0","1","1009810"
"100981018","1","0","18","327","327","0","5","0","0.8","0","1009810"
"100981019","4","0","19","0","0","0","0","2","0","1","1009810"
"100981020","2","vo_lsv_1003","20","0","0","vo_lsv","0","0","0","0","1009810"
"100981021","1","0","21","116","0","0","6","0","1.575","0","1009810"
"100981022","4","0","22","0","0","0","0","1.6","0","1","1009810"
"100981023","1","0","23","300","116","0","6","0","1.243","0","1009810"
"100981024","4","0","24","0","0","0","0","3","0","1","1009810"
"100981025","2","vo_lsv_1004","25","0","0","vo_lsv","0","0","0","0","1009810"
"100981026","1","0","26","300","0","0","7","0","1.867","0","1009810"
"100981027","4","0","27","0","0","0","0","2.067","0","1","1009810"
"100981028","1","0","28","327","0","0","8","0","0.956","0","1009810"
"100981029","4","0","29","0","0","0","0","1","0","1","1009810"
"100981030","1","0","30","160","0","0","9","0","1.851","0","1009810"
"100981031","4","0","31","0","0","0","0","1.88","0","1","1009810"
"100981032","1","0","32","160","160","0","9","0","1.172","0","1009810"
"100981033","4","0","33","0","0","0","0","2.5","0","1","1009810"
"100981034","2","vo_lsv_1005","34","0","0","vo_lsv","0","0","0","0","1009810"
"100981035","1","0","35","52","0","0","10","0","0.95","0","1009810"
"100981036","4","0","36","0","0","0","0","1.1","0","1","1009810"
"100981037","1","0","37","300","52","0","10","0","1.392","0","1009810"
"100981101","4","0","1","0","0","0","0","0.8","0","1","1009811"
"100981102","2","vo_lsv_1101","2","0","0","vo_lsv","0","0","0","0","1009811"
"100981103","1","0","3","300","0","0","1","0","1.813","0","1009811"
"100981104","4","0","4","0","0","0","0","2","0","1","1009811"
"100981105","1","0","5","280","0","0","2","0","1.065","0","1009811"
"100981106","4","0","6","0","0","0","0","1.095","0","1","1009811"
"100981107","1","0","7","327","0","0","3","0","2.176","0","1009811"
"100981108","4","0","8","0","0","0","0","3.1","0","1","1009811"
"100981109","2","vo_lsv_1102","9","0","0","vo_lsv","0","0","0","0","1009811"
"100981110","1","0","10","327","0","0","4","0","1.283","0","1009811"
"100981111","4","0","11","0","0","0","0","1.31","0","1","1009811"
"100981112","1","0","12","327","0","0","5","0","2.351","0","1009811"
"100981113","4","0","13","0","0","0","0","2.381","0","1","1009811"
"100981114","1","0","14","327","0","0","6","0","2.037","0","1009811"
"100981115","4","0","15","0","0","0","0","3","0","1","1009811"
"100981116","2","vo_lsv_1103","16","0","0","vo_lsv","0","0","0","0","1009811"
"100981117","1","0","17","327","0","0","7","0","2.637","0","1009811"
"100981118","4","0","18","0","0","0","0","3.23","0","1","1009811"
"100981119","1","0","19","327","0","0","8","0","1.789","0","1009811"
"100981120","4","0","20","0","0","0","0","1.81","0","1","1009811"
"100981121","1","0","21","167","0","0","9","0","0.763","0","1009811"
"100981122","4","0","22","0","0","0","0","0.893","0","1","1009811"
"100981123","1","0","23","327","167","0","9","0","1.079","0","1009811"
"100981124","4","0","24","0","0","0","0","1.1","0","1","1009811"
"100981125","1","0","25","327","327","0","9","0","1.424","0","1009811"
"100981126","4","0","26","0","0","0","0","2.5","0","1","1009811"
"100981127","2","vo_lsv_1104","27","0","0","vo_lsv","0","0","0","0","1009811"
"100981128","1","0","28","350","0","0","10","0","2.2","0","1009811"
"100981129","4","0","29","0","0","0","0","2.25","0","1","1009811"
"100981130","1","0","30","350","350","0","10","0","0.85","0","1009811"
"100981131","4","0","31","0","0","0","0","1.05","0","1","1009811"
"100981132","1","0","32","300","0","0","11","0","1.6","0","1009811"
"100981201","4","0","1","0","0","0","0","0.8","0","1","1009812"
"100981202","2","vo_lsv_1201","2","0","0","vo_lsv","0","0","0","0","1009812"
"100981203","1","0","3","300","0","0","1","0","2.379","0","1009812"
"100981204","4","0","4","0","0","0","0","3.5","0","1","1009812"
"100981205","2","vo_lsv_1202","5","0","0","vo_lsv","0","0","0","0","1009812"
"100981206","1","0","6","327","0","0","2","0","1.623","0","1009812"
"100981207","4","0","7","0","0","0","0","1.63","0","1","1009812"
"100981208","1","0","8","327","0","0","3","0","2.644","0","1009812"
"100981209","4","0","9","0","0","0","0","3.5","0","1","1009812"
"100981210","2","vo_lsv_1203","10","0","0","vo_lsv","0","0","0","0","1009812"
"100981211","1","0","11","300","0","0","4","0","1.502","0","1009812"
"100981212","4","0","12","0","0","0","0","1.51","0","1","1009812"
"100981213","1","0","13","327","0","0","5","0","2.171","0","1009812"
"100981214","4","0","14","0","0","0","0","2.2","0","1","1009812"
"100981215","1","0","15","155","0","0","6","0","1.319","0","1009812"
"100981216","4","0","16","0","0","0","0","1.8","0","1","1009812"
"100981217","2","vo_lsv_1204","17","0","0","vo_lsv","0","0","0","0","1009812"
"100981218","1","0","18","300","155","0","6","0","1.03","0","1009812"
"100981219","4","0","19","0","0","0","0","2","0","1","1009812"
"100981220","2","vo_lsv_1205","20","0","0","vo_lsv","0","0","0","0","1009812"
"100981221","1","0","21","300","0","0","7","0","3.21","0","1009812"
"100981222","4","0","22","0","0","0","0","3.25","0","1","1009812"
"100981223","1","0","23","327","0","0","8","0","0.887","0","1009812"
"100981224","4","0","24","0","0","0","0","2.25","0","1","1009812"
"100981225","2","vo_lsv_1206","25","0","0","vo_lsv","0","0","0","0","1009812"
"100981226","1","0","26","300","0","0","9","0","1.602","0","1009812"
"100981227","4","0","27","0","0","0","0","1.7","0","1","1009812"
"100981228","1","0","28","327","0","0","10","0","2.476","0","1009812"
"100981229","4","0","29","0","0","0","0","3.5","0","1","1009812"
"100981230","2","vo_lsv_1207","30","0","0","vo_lsv","0","0","0","0","1009812"
"100981231","1","0","31","355","0","0","11","0","1.155","0","1009812"
"100981232","4","0","32","0","0","0","0","1.18","0","1","1009812"
"100981233","1","0","33","355","355","0","11","0","1.28","0","1009812"
"100981301","4","0","1","0","0","0","0","0.8","0","1","1009813"
"100981302","2","vo_lsv_1301","2","0","0","vo_lsv","0","0","0","0","1009813"
"100981303","1","0","3","300","0","0","1","0","2.09","0","1009813"
"100981304","4","0","4","0","0","0","0","2.12","0","1","1009813"
"100981305","1","0","5","340","0","0","2","0","2.649","0","1009813"
"100981306","4","0","6","0","0","0","0","3.6","0","1","1009813"
"100981307","2","vo_lsv_1302","7","0","0","vo_lsv","0","0","0","0","1009813"
"100981308","1","0","8","300","0","0","3","0","2.138","0","1009813"
"100981309","4","0","9","0","0","0","0","2.17","0","1","1009813"
"100981310","1","0","10","327","0","0","4","0","2.111","0","1009813"
"100981311","4","0","11","0","0","0","0","2.45","0","1","1009813"
"100981312","1","0","12","327","0","0","5","0","2","0","1009813"
"100981313","4","0","13","0","0","0","0","2.3","0","1","1009813"
"100981314","1","0","14","290","0","0","6","0","1.354","0","1009813"
"100981315","4","0","15","0","0","0","0","3","0","1","1009813"
"100981316","2","vo_lsv_1303","16","0","0","vo_lsv","0","0","0","0","1009813"
"100981317","1","0","17","300","0","0","7","0","1.539","0","1009813"
"100981318","4","0","18","0","0","0","0","1.569","0","1","1009813"
"100981319","1","0","19","0","0","0","8","0","0.732","0","1009813"
"100981320","4","0","20","0","0","0","0","1.08","0","1","1009813"
"100981321","1","0","21","300","0","0","8","0","1.207","0","1009813"
"100981322","4","0","22","0","0","0","0","1.407","0","1","1009813"
"100981323","1","0","23","327","0","0","9","0","1.798","0","1009813"
"100981324","4","0","24","0","0","0","0","2.7","0","1","1009813"
"100981325","2","vo_lsv_1304","25","0","0","vo_lsv","0","0","0","0","1009813"
"100981326","1","0","26","300","0","0","10","0","1.633","0","1009813"
"100981401","4","0","1","0","0","0","0","0.8","0","1","1009814"
