4af32c4c3cc7ae357225d361ce34ad1d77b998dac2eeee014d403fa9b34caa91,493d41d315a43ed38443fbbd7989482bfcb070524a2d04b81114cc4a2387c294,83332fff587f14adb04c6992d6269b18ebe7fa0eed0ef591105dbd1a42ca11a9,27618e1d2e6cba1182cb5e9b65523efb620fc43b6842cfe3c52d728cfb46dc36,be5835e9800679983f86e3af4ff34e16c1a0b542af243fa2001bd62b5e4a732a,e00057eec473e3c4e737cd4861694413940578ec4be37e604cb88199b2882d67,f160e2a292b94617a1a6074714dd69828203a2014fb3a1048f3c7cba0d350b0d,10a82b128c653ab1f0713e2b505910b7e4585738ad3eca91fd48fd297f26b323,eda78c01bd41c0ad655aa5aa9b18dbbb2808bc0ab4abb6179f1836876fb98545,a2400ed6eb3239454d76dea2a96d33f2d43347f76633cad2050d3c5e6851e666,f9d308ba06b5d1e6b7aa7c57d82d5f8e422620d4f22072ca78d637d2a1917276,efddc98341ef03c0c37edf8534f3454683059b2b4e7b31d8f9e30f2c435ceddb,18fba93497ea9cfdf347609fd91723d0699ff1d2a30d9e2993b08bd2c3c1416d,fd9d5864203bde9e45cd25d0869cb8d47dd9116aedd3d134f8e12dd2a7359bd8,5f157a787acc3edfb24db3f67d03d89566ba6fbb1b07e56ddf73e761b310ce36,e1bb72be4901b61dff1865d204d7f0c41ceb3cfe13c192c7ef2b514e3626bbfe
"3","44","阿澄佳奈","156","裁縫","101101","人族","25","15","0","璃乃","A","拉比林斯","雖然我想你可能已經不記得了……\n但我是妹妹啊！\n所以可以叫你哥哥嗎？","8","親人又多話的妹系少女"
"6","46","大橋彩香","156","和妹妹一起玩、回籠覺、午睡、早睡","101201","精靈族","24","17","0","初音","A","森林守衛","我是初音！　是遇到麻煩的人的夥伴呦！\n有困擾時，隨時都可以跟我說喔♪\n會用我的超……魔，魔法來幫忙的！","12","為了大家使用超能力的睡美人"
"13","55","佳村はるか","166","讀書、魔法","101301","魔族","21","18","0","七七香","O","暮光流星群","","8","宅宅暴走的魔法少女"
"10","41","水瀬いのり","152","讀書、推理","101401","獸人族","3","15","0","霞","AB","哞哞自衛隊","test","11","頭腦聰明的美少女名偵探"
"6","54","國府田マリ子","165","製作繪本","101501","精靈族","5","21","0","美里","O","森林守衛","test","9","充滿母性又溫柔，大家的「美里老師」"
"14","48","上坂すみれ","167","時尚","101601","魔族","10","18","0","鈴奈","O","月光學院","秀才，哈嚕～！人家對寫字和算數\n有點……不是有點，是超不擅長耶～\n不過不過，時尚流行的事就交給人家吧～！","4","天真浪漫的人氣超級名模"
"10","53","高森奈津美","158","跳舞、空手道","101701","獸人族","7","19","0","香織","A","哞哞自衛隊","嗨呵～！我要又唱又跳\n讓氣氛嗨到最高點喲～！\n來嘛來嘛，你也一起跳吧～！","7","隨時都「船到橋頭自然直」的天真少女"
"14","52","伊藤静","162","看戀愛小說、戀愛劇、戀愛漫畫","101801","魔族","14","23","0","伊緒","B","月光學院","謝謝你總是幫我喔。\n明明我才是年長的一方，卻老是依賴你，真對不起～","8","魅惑眾多男性的純潔女老師"
"5","21","日高里菜","117","蒐集可愛的東西","102001","獸人族","3","10","0","美美","O","小小甜心","蹦蹦跳，好想變成小兔子呢～♪\n美美如果能變成小兔子，\n會最先來給哥哥看喔！","4","唱歌、紅蘿蔔或是兔子先生，我全都喜歡♪"
"9","40","植田佳奈","150","看戲、扮家家酒","102101","人族","9","12","0","胡桃","B","咲戀育幼院","這個、那個……我叫胡、胡桃……嗚、嗚嗚嗚……怎、怎麼辦……太、太害羞了……對、對不起──！","6","愛哭又膽小，令人想去保護的女孩"
"7","40","原紗友里","150","所有遊戲","102201","魔族","22","13","0","依里","O","惡魔偽王國軍","那、那個……這、這種時候，\n該說什麼才好啊……\n嗚嗚，為什麼我不能好好說話呢。","11","怕生的任性女孩"
"9","38","芹澤優","148","能在房間裡玩的遊戲","102301","人族","10","14","0","綾音","B","咲戀育幼院","這孩子啊，名叫噗吉。\n雖然是武器，但是會說話呦♪\n是我最重要最重要的朋友～！","5","永遠跟噗吉在一起！"
"9","43","悠木碧","154","服侍","102501","人族","12","15","0","鈴莓","O","咲戀育幼院","嗚嗚……對不起～\n我又讓廚房爆炸了～\n這樣沒有資格當女僕……","12","為了大小姐而努力的冒失女僕"
"11","42","小岩井ことり","144","紅豆麵包","102601","獸人族","1","17","0","鈴","B","伊麗莎白牧場","test","1","視玩樂與睡眠為第一的懶惰少女"
"13","43","橋本ちなみ","154","實驗、裁縫、料理","102701","魔族","30","16","0","惠理子","B","暮光流星群","我擁有「破壞者」的名號……\n但是，您無須害怕我哦。\n因為您是我重要的命中注定之人呀……","7","專情於命中注定對象的少女"
"9","43","堀江由衣","156","經營、茶會","102801","精靈族","4","17","0","咲戀","A","咲戀育幼院","吝嗇？　不是的，\n我只是秉持著「不浪費」的精神\n過每一天喔！","10","經營育幼院的庶民派溫柔大小姐"
"4","40","日笠陽子","157","看舞台劇，跳舞","102901","人族","24","17","0","望","B","慈樂之音","總有一天要讓世界上所有的人成為我的粉絲！\n在成為超級偶像的那天之前，\n還請你繼續支持我喔♪","1","能歌善舞的超人氣偶像"
"15","51","佐藤聡美","163","忍法開發","103001","人族","31","16","0","妮諾","O","純白之翼 蘭德索爾分部","壽司，藝伎，天婦羅……\n嗯~！\n東國的文化真是太美好了~！","8","東國的神祕，請告訴我！"
"7","42","大坪由佳","157","占卜","103101","魔族","22","18","0","忍","AB","惡魔偽王國軍","我從小就能看見\n其他人看不到的事物。現在你身後也有\n一個人、兩個人、三個人……真熱鬧呢。","12","擅長占卜的靈能少女"
"12","45","松嵜麗","157","慈善事業","103201","人族","12","18","0","秋乃","AB","墨丘利財團","只要跟本小姐在一起，\n就絕不會讓你煩惱錢的事情！","3","目標成為頂尖商人的元氣大小姐"
"11","35","新田恵海","142","相聲","103301","人族","3","20","0","真陽","B","伊麗莎白牧場","我的目標是，\n成為無論何時都能為大家帶來笑容的，最棒的搞笑藝人！\n一起加油的啦！","3","令大家歡笑的歡樂牧場主人"
"12","55","今井麻美","164","隨意逛街","103401","精靈族","16","22","0","優花梨","A","墨丘利財團","雖然總是讓你看到我\n沒用的那一面，但是這些\n可不會讓你之外的人看到喔？","3","既純情又放心不下的成熟女性"
"5","21","小倉唯","118","讀書","103601","精靈族","2","8","0","鏡華","A","小小甜心","test","2","端莊正直的嬌小優等生"
"8","43","茅原実里","149","劍術、戲弄長輩","103701","人族","11","13","0","智","A","王宮騎士團","test","8","重情義愛捉弄人的劍術少女"
"11","40","小清水亜美","153","讀書、散步","103801","獸人族","3","14","0","栞","A","伊麗莎白牧場","咳咳，咳咳……雖、雖然身體孱弱，\n至少在心境上要積極向前……！\n啊，但是不行……一站起來就一陣暈眩……","11","喜愛讀書的體弱少女"
"6","44","花澤香菜","158","交朋友的想像訓練","104001","精靈族","6","13","0","碧","AB","森林守衛","在交到新朋友之前……\n就先在BB團\n進行特訓吧！","6","嚮往「朋友」的精靈之森女孩"
"4","46","福原綾香","163","各種樂器","104201","人族","3","17","0","千歌","O","慈樂之音","為了守護人們的和平，\n我使用唱喚術來戰鬥。……最近，還作為偶、偶像開始了演藝活動，\n雖然還有點不太習慣……","6","守護人們而歌唱的唱喚士少女"
"10","54","小松未可子","168","做點心","104301","獸人族","9","17","0","真琴","O","哞哞自衛隊","肚子餓了的話就告訴我哦。\n不介意粗茶淡飯的話，\n讓你試試超級好吃的東西吧！","8","不輸男人的狂野義氣少女"
"7","50","丹下桜","172","征服世界","104401","魔族","5","??","0","伊莉亞","A","惡魔偽王國軍","test","5","曾經支配黑夜的最強吸血鬼"
"15","49","長妻樹里","157","閱讀小說","104501","人族","19","18","0","空花","AB","純白之翼 蘭德索爾分部","空花正在想著你的事。\n……想著你對無法抵抗的空花這樣又那樣、那樣又這樣，嘻嘻、嘻嘻嘻嘻……","11","最愛妄想！其實是個害羞少女"
"12","48","沼倉愛美","158","與貓咪玩耍","104601","獸人族","1","18","0","珠希","AB","墨丘利財團","有能賺錢的事，\n務必來找我談喵！能賺的錢即使是１盧幣也不會放過，這就是我的準則喵～♪","3","鋤強扶弱的貓娘"
"8","50","川澄綾子","171","格鬥技、入浴","104701","人族","25","25","0","純","A","王宮騎士團","？？？","10","看不見面容的沉著女騎士"
"12","49","田所あずさ","163","傭兵等等的打工","104801","人族","11","20","0","美冬","O","墨丘利財團","我來當你的師傅吧！\n當然這可不能是免費的。\n我會算清楚時薪喔。","11","公事私事都效率至上的傭兵少女"
"3","54","生天目仁美","168","所有家事","104901","人族","24","18","0","靜流","O","拉比林斯","就讓姐姐我來照料你的生活起居吧！\n無論是做菜，洗衣，或是打掃都行。\n也可以在浴室裡幫你搓背喔！","10","姐姐會照顧你的呦！"
"14","22","久野美咲","120","閱讀流行雜誌、蒐集化妝品","105001","魔族","3","11","0","美咲","A","月光學院","你剛才叫我了對吧？\n我會用成熟淑女的魅力擄獲你的心哦！","1","稍微有點差距的少女戀情"
"13","53","三石琴乃","166","研究、實驗","105101","人族","7","27","0","深月","A","暮光流星群","雖然我是個科學家，\n但平常也有在醫治病人哦。\n生病的時候就讓我來幫你看診吧。","3","興趣是實驗的危險科學家"
"11","100","徳井青空","150","理毛、聊天","105201","獸人族","14","18","0","莉瑪","A","伊麗莎白牧場","我是個很平凡、隨處可見的女孩子喔！\n除、除了外表之外……","3","少女心的毛茸茸生物"
"15","33","辻あゆみ","140","逛點心店","105301","人族","28","18","0","莫妮卡","A","純白之翼 蘭德索爾分部","將「白色翅膀」命名為純白之翼……\n為了不讓這個名字丟臉，\n我會振翅高飛，華麗的打倒敵人！","7","外表與內心都是孩子的異國軍人"
"4","45","木戸衣吹","153","裁縫","105401","人族","7","14","0","紡希","AB","慈樂之音","test","9","最愛時尚的可愛女孩"
"15","43","大関英里","155","觀察","105501","精靈族","7","16","0","步未","O","純白之翼 蘭德索爾分部","test","4","何時都會一見鍾情，純情少女"
"13","54","佐藤利奈","167","釣魚","105601","人族","11","25","0","流夏","B","暮光流星群","test","7","散發人情味的帥氣「大姐頭」"
"","45","金元寿子","156","冒險、聊天","105701","人族","10","17","0","吉塔","O","？？？","我呢，想要成為獨當一面的騎空士。\n有朝一日變成像父親那樣的騎空士，\n旅行直到天空的盡頭。這是我的夢想喔！","3","夢想前往天空冒險的騎空士少女"
"1","46","M・A・O","156","邊走邊吃、料理","105801","人族","31","17","0","貪吃佩可","O","美食殿堂","那、那個……你身上有帶著吃的東西嗎？\n我的肚子餓得咕嚕咕嚕叫了……","3","元氣滿點的空腹少女"
"1","35","伊藤美来","140","冥想、養育動植物","105901","精靈族","11","11","0","可可蘿","B","美食殿堂","在下奉命成為了主人您的嚮導。\n為了讓主人滿意，\n在下將會誠心誠意地侍奉您。","5","仰慕主人，小小嚮導"
"1","39","立花理香","152","和貓咪玩耍","106001","獸人族","2","14","0","凱留","A","美食殿堂","怎麼慢吞吞的啦。\n真沒辦法，我來助你一臂之力吧。　給我好好感謝哦！","9","倒在路旁的謎之貓耳魔法師"
"","40","潘めぐみ","148","冒險、回憶故事","106101","人族","11","16","0","矛依未","O","？？？","沒關係的，即使……只有我一個人。不要緊的，反正我已經習慣了","8","徬徨的謎樣少女"
"","42","優木かな","155","蒐集漂亮的葉子","106301","精靈族","17","15","0","亞里莎","O","？？？","","6","目標成為森林守護者的精靈族少女"
"1","???","近藤玲奈","147","讀書、伸展運動","106401","龍人族","14","14","0","雪菲","B","美食殿堂","","12","失去記憶的龍人族少女"
"17","???","小市眞琴","156","格鬥技","106501","龍人族","25","16","0","嘉夜","B","龍族巢穴","","6","專門用拳頭來交朋友的打手龍少女"
"17","???","藤田茜","145","遊戲","106601","龍人族","29","13","0","祈梨","AB","龍族巢穴","","9","嘴上功夫一流的廢材龍娘"
"17","???","大西沙織","168","繪畫、讀書","106701","龍人族","17","25","0","帆稀","O","龍族巢穴","","4","面帶詭譎的笑容看透一切的臥龍首領。"
"3","??","沢城みゆき","160","觀察人類","106801","人族","25","25","0","拉比林斯達","AB","拉比林斯","","7","祕密結社拉比林斯的「迷宮女王」"
"","??","蒼井翔太","166","占卜、支配","106901","獸人族","1","29","0","霸瞳皇帝","AB","？？？","","7","謎團重重的蘭德索爾之主"
"","??","井口裕香","149","模仿、藝術欣賞","107001","精靈族","24","24","0","似似花","O","？？？","","3","隱居在研究所，相當文靜的大姊姊"
"8","??","たかはし智秋","165","和強敵之間的競爭","107101","人族","7","27","0","克莉絲提娜","O","王宮騎士團","","2","自視甚高的王宮騎士團副團長"
"1","46","M・A・O","156","邊走邊吃、料理","107501","人族","31","17","0","貪吃佩可（夏日）","O","美食殿堂","那、那個……你身上有帶著吃的東西嗎？\n我的肚子餓得咕嚕咕嚕叫了……","3","元氣滿點的空腹少女"
"1","35","伊藤美来","140","冥想、養育動植物","107601","精靈族","11","11","0","可可蘿（夏日）","B","美食殿堂","在下奉命成為了主人您的嚮導。\n為了讓主人滿意，\n在下將會誠心誠意地侍奉您。","5","仰慕主人，小小嚮導"
"9","43","悠木碧","154","服侍","107701","人族","12","15","0","鈴莓（夏日）","O","咲戀育幼院","嗚嗚……對不起～\n我又讓廚房爆炸了～\n這樣沒有資格當女僕……","12","為了大小姐而努力的冒失女僕"
"1","39","立花理香","152","和貓咪玩耍","107801","獸人族","2","14","0","凱留（夏日）","A","美食殿堂","怎麼慢吞吞的啦。\n真沒辦法，我來助你一臂之力吧。　給我好好感謝哦！","9","倒在路旁的謎之貓耳魔法師"
"12","48","沼倉愛美","158","與貓咪玩耍","107901","獸人族","1","18","0","珠希（夏日）","AB","墨丘利財團","有能賺錢的事，\n務必來找我談喵！能賺的錢即使是１盧幣也不會放過，這就是我的準則喵～♪","3","鋤強扶弱的貓娘"
"12","49","田所あずさ","163","傭兵等等的打工","108001","人族","11","20","0","美冬（夏日）","O","墨丘利財團","我來當你的師傅吧！\n當然這可不能是免費的。\n我會算清楚時薪喔。","11","公事私事都效率至上的傭兵少女"
"7","42","大坪由佳","157","占卜","108101","魔族","22","18","0","忍（萬聖節）","AB","惡魔偽王國軍","我從小就能看見\n其他人看不到的事物。現在你身後也有\n一個人、兩個人、三個人……真熱鬧呢。","12","擅長占卜的靈能少女"
"7","32","雨宮天","130","吃布丁","108201","魔族","23","14","0","宮子（萬聖節）","B","惡魔偽王國軍","太難的事情人家不懂來的～\n只要每天都能吃到布丁的話，\n宮子也可以繼續當幽靈喲～","1","最愛布丁的幽靈少女"
"14","22","久野美咲","120","閱讀流行雜誌、蒐集化妝品","108301","魔族","3","11","0","美咲（萬聖節）","A","月光學院","你剛才叫我了對吧？\n我會用成熟淑女的魅力擄獲你的心哦！","1","稍微有點差距的少女戀情"
"4","46","福原綾香","163","各種樂器","108401","人族","3","17","0","千歌（聖誕節）","O","慈樂之音","為了守護人們的和平，\n我使用唱喚術來戰鬥。……最近，還作為偶、偶像開始了演藝活動，\n雖然還有點不太習慣……","6","守護人們而歌唱的唱喚士少女"
"9","40","植田佳奈","150","看戲、扮家家酒","108501","人族","9","12","0","胡桃（聖誕節）","B","咲戀育幼院","這個、那個……我叫胡、胡桃……嗚、嗚嗚嗚……怎、怎麼辦……太、太害羞了……對、對不起──！","6","愛哭又膽小，令人想去保護的女孩"
"9","38","芹澤優","148","能在房間裡玩的遊戲","108601","人族","10","14","0","綾音（聖誕節）","B","咲戀育幼院","這孩子啊，名叫噗吉。\n雖然是武器，但是會說話呦♪\n是我最重要最重要的朋友～！","5","永遠跟噗吉在一起！"
"2","44","東山奈央","155","助人、打氣加油","108701","獸人族","27","16","0","日和（新年）","A","破曉之星","你好！我是日和！\n碰到有困難的人我會去幫助他們！\n你如果樂意要不要一起來呢？","8","最愛幫助別人！　正向思考的格鬥少女"
"2","47","種田梨沙","158","料理、觀察人類","108801","人族","5","17","0","優衣（新年）","O","破曉之星","雖然不曉得能不能幫上忙……但我也會盡全力地\n支援大家哦！","4","擅長支援戰鬥，心地善良的少女"
"2","46","早見沙織","163","讀書、騎馬、茶","108901","魔族","12","18","0","怜（新年）","B","破曉之星","能與你相遇一定是因為某種緣份。\n作為同樣以索爾之塔塔頂為目標的同伴，\n一起加油吧。請多指教。","1","冷酷又率直的劍士"
"13","43","橋本ちなみ","154","實驗、裁縫、料理","109001","魔族","30","16","0","惠理子（情人節）","B","暮光流星群","我擁有「破壞者」的名號……\n但是，您無須害怕我哦。\n因為您是我重要的命中注定之人呀……","7","專情於命中注定對象的少女"
"3","54","生天目仁美","168","所有家事","109101","人族","24","18","0","靜流（情人節）","O","拉比林斯","就讓姐姐我來照料你的生活起居吧！\n無論是做菜，洗衣，或是打掃都行。\n也可以在浴室裡幫你搓背喔！","10","姐姐會照顧你的呦！"
"","55","日笠陽子","156","讀書","109201","人族","1","17","0","安","AB","？？？","我是安！總之算是馬納歷亞王國的\n第一公主…不過別太拘謹，\n如果能輕鬆地和我變成好朋友的話，我會很開心的！","12","和英靈締結契約的馬納歷亞天才公主"
"","45","こやまきみこ","144","吃飯，睡覺","109301","人族","4","15","0","露","O","？？？","我叫做露！正在就讀\n馬納歷亞魔法學院。你也願意成為\n露的好朋友嗎？","2","馬納歷亞魔法學院新生"
"","67","福原綾香","167","鋼琴","109401","半人半龍","3","17","0","古蕾婭","B","？？？","我是古蕾婭。同時繼承了\n龍與人的血統…\n那個…請、請多指教","11","擁有超越人類力量的善良龍人公主"
"15","49","長妻樹里","157","閱讀小說","109501","人族","19","18","0","空花（大江戶）","AB","純白之翼 蘭德索爾分部","空花正在想著你的事。\n……想著你對無法抵抗的空花這樣又那樣、那樣又這樣，嘻嘻、嘻嘻嘻嘻……","11","最愛妄想！其實是個害羞少女"
"15","51","佐藤聡美","163","忍法開發","109601","人族","31","16","0","妮諾（大江戶）","O","純白之翼 蘭德索爾分部","壽司，藝伎，天婦羅……\n嗯~！\n東國的文化真是太美好了~！","8","東國的神祕，請告訴我！"
"","??","水瀬いのり","154","戲劇欣賞、詩和散文","109701","鬼族","2","17","0","雷姆","?","？？？","","2","有如鬼助的萬能妹妹女僕"
"","??","村川梨衣","154","讀書","109801","鬼族","2","17","0","拉姆","?","？？？","","2","毒舌系魔鬼姐姐女僕"
"","??","高橋李依","164","幫帕克梳理毛髮、念書","109901","半妖精族","23","114","0","愛蜜莉雅","?","？？？","","9","穩重成熟的銀髮半妖精"
"14","48","上坂すみれ","167","時尚","110001","魔族","10","18","0","鈴奈（夏日）","O","月光學院","秀才，哈嚕～！人家對寫字和算數\n有點……不是有點，是超不擅長耶～\n不過不過，時尚流行的事就交給人家吧～！","4","天真浪漫的人氣超級名模"
"14","52","伊藤静","162","看戀愛小說、戀愛劇、戀愛漫畫","110101","魔族","14","23","0","伊緒（夏日）","B","月光學院","謝謝你總是幫我喔。\n明明我才是年長的一方，卻老是依賴你，真對不起～","8","魅惑眾多男性的純潔女老師"
"14","22","久野美咲","120","閱讀流行雜誌、蒐集化妝品","110201","魔族","3","11","0","美咲（夏日）","A","月光學院","","1","稍微有點差距的少女戀情"
"9","43","堀江由衣","156","經營、茶會","110301","精靈族","4","17","0","咲戀（夏日）","A","咲戀育幼院","吝嗇？　不是的，\n我只是秉持著「不浪費」的精神\n過每一天喔！","10","經營育幼院的庶民派溫柔大小姐"
"10","54","小松未可子","168","做點心","110401","獸人族","9","17","0","真琴（夏日）","O","哞哞自衛隊","肚子餓了的話就告訴我哦。\n不介意粗茶淡飯的話，\n讓你試試超級好吃的東西吧！","8","不輸男人的狂野義氣少女"
"10","53","高森奈津美","158","跳舞、空手道","110501","獸人族","7","19","0","香織（夏日）","A","哞哞自衛隊","嗨呵～！我要又唱又跳\n讓氣氛嗨到最高點喲～！\n來嘛來嘛，你也一起跳吧～！","7","隨時都「船到橋頭自然直」的天真少女"
"10","42","内田真礼","155","幻想、蒐集玩偶","110601","獸人族","22","16","0","真步（夏日）","O","哞哞自衛隊","人家是真步真步王國的公主，真步公主！\n這奇怪的表情是怎麼了呢？\n真步真步王國是非常遙遠的國家？","9","真步真步王國的公主"
"6","44","花澤香菜","158","交朋友的想像訓練","110701","精靈族","6","13","0","碧（插班生）","AB","森林守衛","","6","嚮往「朋友」的精靈之森女孩"
"16","42","種﨑敦美","154","飛鏢","110801","精靈族","7","17","0","克蘿依","O","聖德蕾莎女子學院（好朋友社）","","8","生長在市區的陰暗系精靈族"
"16","46","佐倉綾音","156","跳舞、卡拉OK","110901","人族","15","16","0","琪愛兒","O","聖德蕾莎女子學院（好朋友社）","","9","天生自由奔放的失禮現代小孩"
"16","36","小原好美","142","讀書","111001","人族","28","18","0","優妮","O","聖德蕾莎女子學院（好朋友社）","","2","沉睡於書庫的小小賢人"
"5","21","小倉唯","118","讀書","111101","精靈族","2","8","0","鏡華（萬聖節）","A","小小甜心","","2","端莊正直的嬌小優等生"
"5","27","諸星すみれ","128","惡作劇、探險","111201","人族","10","9","0","禊（萬聖節）","O","小小甜心","惡作劇就交給禊吧！\n哥哥，小心別上鉤了唷──♪","8","愛好冒險的搗蛋鬼"
"5","21","日高里菜","117","蒐集可愛的東西","111301","獸人族","3","10","0","美美（萬聖節）","O","小小甜心","蹦蹦跳，好想變成小兔子呢～♪\n美美如果能變成小兔子，\n會最先來給哥哥看喔！","4","唱歌、紅蘿蔔或是兔子先生，我全都喜歡♪"
"","28","小倉唯","142","找「朋友」之事","111401","人族","?","??","0","露娜","?","？？？","","?","到處找人做朋友的死靈術師少女"
"8","??","たかはし智秋","165","和強敵之間的競爭","111501","人族","7","27","0","克莉絲提娜（聖誕節）","O","王宮騎士團","","2","自視甚高的王宮騎士團副團長"
"4","40","日笠陽子","157","看舞台劇，跳舞","111601","人族","24","17","0","望（聖誕節）","B","慈樂之音","","1","能歌善舞的超人氣偶像"
"7","50","丹下桜","172","征服世界","111701","魔族","5","??","0","伊莉亞（聖誕節）","A","惡魔偽王國軍","","5","曾經支配黑夜的最強吸血鬼"
"1","46","M・A・O","156","邊走邊吃、料理","111801","人族","31","17","0","貪吃佩可（新年）","O","美食殿堂","那、那個……你身上有帶著吃的東西嗎？\n我的肚子餓得咕嚕咕嚕叫了……","3","元氣滿點的空腹少女"
"1","35","伊藤美来","140","冥想、養育動植物","111901","精靈族","11","11","0","可可蘿（新年）","B","美食殿堂","在下奉命成為了主人您的嚮導。\n為了讓主人滿意，\n在下將會誠心誠意地侍奉您。","5","仰慕主人，小小嚮導"
"1","39","立花理香","152","和貓咪玩耍","112001","獸人族","2","14","0","凱留（新年）","A","美食殿堂","怎麼慢吞吞的啦。\n真沒辦法，我來助你一臂之力吧。　給我好好感謝哦！","9","倒在路旁的謎之貓耳魔法師"
"9","43","悠木碧","154","服侍","112101","人族","12","15","0","鈴莓（新年）","O","咲戀育幼院","嗚嗚……對不起～\n我又讓廚房爆炸了～\n這樣沒有資格當女僕……","12","為了大小姐而努力的冒失女僕"
"10","41","水瀬いのり","152","讀書、推理","112201","獸人族","3","15","0","霞（魔法少女）","AB","哞哞自衛隊","","11","頭腦聰明的美少女名偵探"
"11","40","小清水亜美","153","讀書、散步","112301","獸人族","3","14","0","栞（魔法少女）","A","伊麗莎白牧場","咳咳，咳咳……雖、雖然身體孱弱，\n至少在心境上要積極向前……！\n啊，但是不行……一站起來就一陣暈眩……","11","喜愛讀書的體弱少女"
"100","45","大橋彩香","159","與好友長談","112401","人族","24","17","0","卯月（NGs）","O","new generations","","4","燦爛的笑容！　夢想成為偶像的女孩"
"100","44","福原綾香","165","遛狗","112501","人族","10","15","0","凜（NGs）","B","new generations","","8","冷酷又美麗的「蒼藍劍士」"
"100","46","原紗友里","161","購物","112601","人族","1","15","0","未央（NGs）","B","new generations","","12","目標成為超級巨星的活力女孩☆☆★"
"11","42","小岩井ことり","144","紅豆麵包","112701","獸人族","1","17","0","鈴（遊俠）","B","伊麗莎白牧場","","1","視玩樂與睡眠為第一的懶惰少女"
"11","35","新田恵海","142","相聲","112801","人族","3","20","0","真陽（遊俠）","B","伊麗莎白牧場","我的目標是，\n成為無論何時都能為大家帶來笑容的，最棒的搞笑藝人！\n一起加油的啦！","3","令大家歡笑的歡樂牧場主人"
