7bd94bacdf579a2923f1fea037e883f1fdb8f6e75b30255d15fc2ffb2c6c9cfd,181d5e4c665ddddbc1d7b28b8fae0dc850ed569226e4a1b5c3de2e3a8e9fbbad,1f45d05e6f57c029b750a093e4eb6fa6a5eb61845a511ca21ceac9b4ba885306,c74a312d4157eed4fc14a7dff9dfab15880a2a341688fefbf4046af31c18772a,20e85058e47ae95778449390950e9e81c2d9c9a4fb3747268486b1a777e98d3e,e60ca86dc8b342eb7f15b43217829f38d13b4753ad30b299c5317d99cbd7d62b,505f6519a8aff493fd544cd2e39b4603d699f043800860debe869f96288a90c8,658e11276cebd11891e67ab89ffc43f0e802ed0d1846877bbe3afb95cc720999,8ae574267521af385afa6e5e8bf866a9bb36d3ee0e5c52c25b8615a595e3ba04,32dc48c4030f43dda0f9be5a1b22358f501c3513d987a975faf202d06c8ad827,b438665db4927645656c2411d38ccc32e00244befedb03e93b3b4d94b47a3d1c
"1010801035","","dsb_idle_doya_blink","","","2","1","0.5","","3","1010801"
"1010801036","","dsb_talk_sad2_talkjoy2","","","1","1","0.5","","3","1010801"
"1010801037","","vo_dsb_1004","","0","vo_dsb_1010801","0","","","21","1010801"
"1010801038","1","祈梨……\n妳剛才說什麼？","0","1","1","10","0","0.2","11","1010801"
"1010801039","","","","","0","","","","91","1010801"
"1010801040","","dsb_idle_normal","","","1","1","0.5","","3","1010801"
"1010801041","1","dsb_surprise_inori","0.5","dsb_talk_surprise1_2","2","0","0.2","","3","1010801"
"1010801042","","vo_dsb_1005","","0","vo_dsb_1010801","0","","","21","1010801"
"1010801043","1","沒沒沒、沒有，我什麼都沒說喔～\n倒是這座溫泉！\n這熱度不尋常……\n裡頭肯定有危險的東西！","0","1","2","10","0","0.2","11","1010801"
"1010801044","","","","","0","","","","91","1010801"
"1010801045","","dsb_idle_surprise1_normal","","","2","1","0.5","","3","1010801"
"1010801046","","dsb_talk_bitter","","","1","1","0.5","","3","1010801"
"1010801047","","vo_dsb_1006","","0","vo_dsb_1010801","0","","","21","1010801"
"1010801048","1","說得真難聽～\n裡面沒有危險的東西哦～\n……應該說這東西\n祈梨也很熟呀。","0","1","1","10","0","0.2","11","1010801"
"1010801049","","","","","0","","","","91","1010801"
"1010801050","","dsb_idle_normal","","","1","1","0.5","","3","1010801"
"1010801051","","dsb_sniff","","","2","1","0.5","","3","1010801"
"1010801052","","vo_dsb_1007","","0","vo_dsb_1010801","0","","","21","1010801"
"1010801053","1","這麼說來……嗅嗅。\n我好像在哪裡聞過\n這泉水的味道。","0","1","2","10","0","0.2","11","1010801"
"1010801054","","","","","0","","","","91","1010801"
"1010801055","","dsb_idle_normal","","","2","1","0.5","","3","1010801"
"1010801056","","dsb_talk_joy3","","","1","1","0.5","","3","1010801"
"1010801057","","vo_dsb_1008","","0","vo_dsb_1010801","0","","","21","1010801"
"1010801058","1","對吧～？\n正確答案是……\n吃了會噴火的樹果，\n我向似龍生物拿來的～☆","0","1","1","10","0","0.2","11","1010801"
"1010801059","","","","","0","","","","91","1010801"
"1010801060","","dsb_idle_normal","","","1","1","0.5","","3","1010801"
"1010801061","1","dsb_talk_guts2","0.5","dsb_talk_guts2_loop","2","0","0.5","","3","1010801"
"1010801062","","vo_dsb_1009","","0","vo_dsb_1010801","0","","","21","1010801"
"1010801063","1","喔喔！？\n是那個火焰果實啊！\n那水這麼熱也說得通了！\n那傢伙還好嗎？","0","1","2","10","0","0.2","11","1010801"
"1010801064","","","","","0","","","","91","1010801"
"1010801065","","dsb_idle_guts2","","","2","1","0.5","","3","1010801"
"1010801066","","dsb_talk_normal","","","1","1","0.5","","3","1010801"
"1010801067","","vo_dsb_1010","","0","vo_dsb_1010801","0","","","21","1010801"
"1010801068","1","嗯☆\n牠好像還記得我呢？\n馬上就把果實分給我了～♪\n心甘情願～地喔？","0","1","1","10","0","0.2","11","1010801"
"1010801069","","","","","0","","","","91","1010801"
"1010801070","","dsb_hot","","","1","1","0.5","","3","1010801"
"1010801071","","vo_dsb_1011","","0","vo_dsb_1010801","0","","","21","1010801"
"1010801072","1","不過……\n呼。\n是我果實加太多了嗎～？\n感覺有點發熱了～","0","1","1","10","0","0.2","11","1010801"
"1010801073","","","","","0","","","","91","1010801"
"1010801074","","dsb_hot_loop","","","1","1","0.5","","3","1010801"
"1010801075","","dsb_talk_thinking_Ex9","","","2","1","0.3","","3","1010801"
"1010801076","","vo_dsb_1012","","0","vo_dsb_1010801","0","","","21","1010801"
"1010801077","1","（這、這是……好機會！\n如果老大比我先泡到頭昏，\n到時候老大就比我還遜了！\n就等於是我贏了！The‧以下犯上！）","0","1","2","10","0","0.2","11","1010801"
"1010801078","","","","","0","","","","91","1010801"
"1010801079","1","dsb_talk_arm_crossed_Ex10","0.5","dsb_talk_arm_crossed_Ex10_loop","2","0","0.5","","3","1010801"
"1010801080","","vo_dsb_1013","","0","vo_dsb_1010801","0","","","21","1010801"
"1010801081","1","呵呵呵……\n這場比賽我贏定了──！\n啊──哈哈哈哈！","0","1","2","10","0","0.2","11","1010801"
"1010801082","","1","","","5.6","","","","93","1010801"
"1010801083","1","dsb_ahaha_in","0","dsb_ahaha_loop","2","0","0.5","","3","1010801"
"1010801084","","","","","1010801081","","","","91","1010801"
"1010801085","","1","","","40","","","","32","1010801"
"1010801086","","0","","","1.5","","","","93","1010801"
"1010801087","","dsb_inori_dizzy","","","2","1","0","","3","1010801"
"1010801088","","dsb_idle_normal","","","1","1","0","","3","1010801"
"1010801089","","0","","","0.5","","","","93","1010801"
"1010801090","","0","","","0","","","","22","1010801"
"1010801091","","0","","","1","","","","93","1010801"
"1010801092","1","dsb_smile4","0.2","dsb_talk_joy3","1","0","0.5","","3","1010801"
"1010801093","","vo_dsb_1014","","0","vo_dsb_1010801","0","","","21","1010801"
"1010801094","1","嗯──♪\n終於暖和起來了～\n祈梨，對吧？","0","1","1","10","0","0.2","11","1010801"
"1010801095","","","","","0","","","","91","1010801"
"1010801096","","dsb_idle_normal","","","1","1","0.5","","3","1010801"
"1010801097","","vo_dsb_1015","","0","vo_dsb_1010801","0","","","21","1010801"
"1010801098","1","噫……\n噫噫噫噫……\n我要變成水煮龍人族了～！","0","1","2","10","0","0.2","11","1010801"
"1010801099","","","","","0","","","","91","1010801"
"1010801100","","0","","","0","","","","22","1010801"
"1010801101","","se_10044200_get_out_water","","","se_10044200","0","","","23","1010801"
"1010801102","1","dsb_inori_stand_up_in","0.2","dsb_inori_stand_up_loop","2","0","0.2","","3","1010801"
"1010801103","1","dsb_smile2","0.2","dsb_idle_normal","1","0","0.3","","3","1010801"
"1010801104","","0","","","0.3","","","","93","1010801"
"1010801105","","se_adv_emote_sweat_02","","","se_adv_emote_sweat_02","0","","","23","1010801"
"1010801106","0","2","0","0","2","1.4","0","0","12","1010801"
"1010801107","0","10","0","0","1","1.4","0","0","12","1010801"
"1010801108","","0","","","2.5","","","","93","1010801"
"1010802001","-345","1","0","-165","12","70","2","dsb_idle_normal","5","1010802"
"1010802002","-345","2","1","165","6","70","2","dsb_idle_normal","5","1010802"
"1010802003","1","1","","0","1","0","1","","31","1010802"
"1010802004","1","3","","0","3","0","1","","31","1010802"
"1010802005","1","4","","0","4","0","1","","31","1010802"
"1010802006","1","10","","0","16","0","1","","31","1010802"
"1010802007","1","20","","0","26","0","1","","31","1010802"
"1010802008","1","30","","-168","36","155","1","","31","1010802"
"1010802009","1","31","","-168","36","-155","1","","31","1010802"
"1010802010","","170","","","1","","","","13","1010802"
"1010802011","","170","","","2","","","","13","1010802"
"1010802012","","","","","0","","","","91","1010802"
"1010802013","","se_10044200_cmn_amb","","","se_10044200","1","","","23","1010802"
"1010802014","","se_10044200_cmn_steam","","","se_10044200","0","","","23","1010802"
"1010802015","","0","","","6","","","","93","1010802"
"1010802016","","se_10044200_hotspring_06","","","se_10044200","1","","","23","1010802"
"1010802017","","0","","","1.5","","","","93","1010802"
"1010802018","1","dsb_smile3_joy","0.5","dsb_talk_joy1","2","0","0.5","","3","1010802"
"1010802019","","vo_dsb_2001","","0","vo_dsb_1010802","0","","","21","1010802"
"1010802020","1","太讚了──！浴池好寬敞～☆\n「泡溫泉感」真誇張！\n而且還能見到美里妳們，超好玩！\n好嗨喔～♪","0","1","2","10","0","0.2","11","1010802"
"1010802021","","","","","0","","","","91","1010802"
"1010802022","","dsb_idle_joy1","","","2","1","0.5","","3","1010802"
"1010802023","","dsb_talk_normal_joy","","","1","1","0.5","","3","1010802"
"1010802024","","vo_dsb_2002","","0","vo_dsb_1010802","0","","","21","1010802"
"1010802025","1","好久不見～鈴奈♪\n今天我準備的溫泉\n是鮮花的香芬浴池。\n味道很香，對皮膚也很好喔～","0","1","1","10","0","0.2","11","1010802"
"1010802026","","","","","0","","","","91","1010802"
"1010802027","","dsb_idle_normal","","","1","1","0.5","","3","1010802"
"1010802028","1","dsb_surprise2","0.5","dsb_talk_surprise1_2","2","0","0.5","","3","1010802"
"1010802029","","vo_dsb_2003","","0","vo_dsb_1010802","0","","","21","1010802"
"1010802030","1","超讚，妳真是溫泉天才！\n泡了還有助於美容，嚇死了！\n要感謝小伊緒\n告訴我這個地方♪","0","1","2","10","0","0.2","11","1010802"
"1010802031","","1","","","6.5","","","","93","1010802"
"1010802032","","dsb_talk_joy3","","","2","1","0.5","","3","1010802"
"1010802033","","","","","1010802030","","","","91","1010802"
"1010802034","1","dsb_talk_guts2_doya","0.5","dsb_talk_guts2_doya_loop","2","0","0.3","","3","1010802"
"1010802035","","vo_dsb_2004","","0","vo_dsb_1010802","0","","","21","1010802"
"1010802036","1","好──！\n那我要盡～情泡──\n讓肌膚變得很光滑──\n叫秀才大吃一驚☆","0","1","2","10","0","0.2","11","1010802"
"1010802037","","","","","0","","","","91","1010802"
"1010802038","","dsb_talk_worry_normal2","","","2","1","0.5","","3","1010802"
"1010802039","","vo_dsb_2005","","0","vo_dsb_1010802","0","","","21","1010802"
"1010802040","1","啊，對了！\n說到大吃一驚──\n讓這裡再多一些\n厲害感怎麼樣？","0","1","2","10","0","0.2","11","1010802"
"1010802041","","","","","0","","","","91","1010802"
"1010802042","","dsb_idle_normal","","","2","1","0.5","","3","1010802"
"1010802043","","dsb_talk_surprise1","","","1","1","0.5","","3","1010802"
"1010802044","","vo_dsb_2006","","0","vo_dsb_1010802","0","","","21","1010802"
"1010802045","1","厲害感？","0","1","1","10","0","0.2","11","1010802"
"1010802046","","","","","0","","","","91","1010802"
"1010802047","","dsb_idle_wish_normal","","","1","1","0.2","","3","1010802"
"1010802048","","dsb_talk_surprise1_normal2","","","2","1","0.5","","3","1010802"
"1010802049","","vo_dsb_2007","","0","vo_dsb_1010802","0","","","21","1010802"
"1010802050","1","對哇！\n要一眼就讓大家明白！\n這裡超讚！","0","1","2","10","0","0.2","11","1010802"
"1010802051","","","","","0","","","","91","1010802"
"1010802052","","dsb_talk_surprise1_talkjoy2","","","2","1","0.5","","3","1010802"
"1010802053","","vo_dsb_2008","","0","vo_dsb_1010802","0","","","21","1010802"
"1010802054","1","只要氣氛調整一下搞不好就會爆紅！\n弄成超可愛的浴池，\n就會有一大堆客人唷！","0","1","2","10","0","0.2","11","1010802"
"1010802055","","","","","0","","","","91","1010802"
"1010802056","","dsb_idle_joy1","","","2","1","0.5","","3","1010802"
"1010802057","","dsb_talk_joy3","","","1","1","0.5","","3","1010802"
"1010802058","","vo_dsb_2009","","0","vo_dsb_1010802","0","","","21","1010802"
"1010802059","1","可愛的浴池……\n真好奇～♪\n會是什麼樣的呢～？","0","1","1","10","0","0.2","11","1010802"
"1010802060","","","","","0","","","","91","1010802"
"1010802061","","dsb_idle_sad_talkjoy2","","","1","1","0.5","","3","1010802"
"1010802062","","dsb_talk_worry_normal2","","","2","1","0.5","","3","1010802"
"1010802063","","vo_dsb_2010","","0","vo_dsb_1010802","0","","","21","1010802"
"1010802064","1","我想想──\n少不了要有更多花在水上漂漂吧！\n當然要有各式各樣的！\n如果變成彩色的看起來就超有feel♪","0","1","2","10","0","0.2","11","1010802"
"1010802065","","","","","0","","","","91","1010802"
"1010802066","","dsb_idle_normal","","","2","1","0.5","","3","1010802"
"1010802067","","dsb_talk_memory","","","1","1","0.5","","3","1010802"
"1010802068","","vo_dsb_2011","","0","vo_dsb_1010802","0","","","21","1010802"
"1010802069","1","就像一片溫泉裡的花海呢～♪\n在五顏六色的花圍繞下\n泡溫泉……嗯呵呵♪\n光用想像的心情就很雀躍～","0","1","1","10","0","0.2","11","1010802"
"1010802070","","","","","0","","","","91","1010802"
"1010802071","","dsb_talk_normal","","","1","1","0.5","","3","1010802"
"1010802072","","vo_dsb_2012","","0","vo_dsb_1010802","0","","","21","1010802"
"1010802073","1","對了，既然如此……\n花香的搭配也要講究一下。\n還有花語的意思。","0","1","1","10","0","0.2","11","1010802"
"1010802074","","","","","0","","","","91","1010802"
"1010802075","","dsb_idle_normal","","","1","1","0.5","","3","1010802"
"1010802076","1","dsb_surprise","0.5","dsb_talk_surprise1","2","0","0.5","","3","1010802"
"1010802077","","vo_dsb_2013","","0","vo_dsb_1010802","0","","","21","1010802"
"1010802078","1","咦？\n花語？","0","1","2","10","0","0.2","11","1010802"
"1010802079","","","","","0","","","","91","1010802"
"1010802080","","dsb_idle_surprise1","","","2","1","0.5","","3","1010802"
"1010802081","","dsb_talk_worry_normal2","","","1","1","0.5","","3","1010802"
"1010802082","","vo_dsb_2014","","0","vo_dsb_1010802","0","","","21","1010802"
"1010802083","1","每種花都有\n它各自的含義。\n送花給別人時\n也能當作訊息傳遞給對方喔～","0","1","1","10","0","0.2","11","1010802"
"1010802084","","","","","0","","","","91","1010802"
"1010802085","","dsb_talk_wish_dere","","","1","1","0.3","","3","1010802"
"1010802086","","vo_dsb_2015","","0","vo_dsb_1010802","0","","","21","1010802"
"1010802087","1","順便一提，今天的花的意義是……\n「為了我愛的你」，\n呵呵呵，很棒吧♪","0","1","1","10","0","0.2","11","1010802"
"1010802088","","","","","0","","","","91","1010802"
"1010802089","","dsb_idle_wish_normal","","","1","1","0.5","","3","1010802"
"1010802090","","dsb_talk_anger_shy2","","","2","1","0.5","","3","1010802"
"1010802091","","vo_dsb_2016","","0","vo_dsb_1010802","0","","","21","1010802"
"1010802092","1","啊，愛……！\n等等，認真嗎……？\n這麼直接……\n好像有點…………太犯規了。","0","1","2","10","0","0.2","11","1010802"
"1010802093","","","","","0","","","","91","1010802"
"1010802094","","dsb_talk_sad2_dead","","","2","1","0.5","","3","1010802"
"1010802095","","vo_dsb_2017","","0","vo_dsb_1010802","0","","","21","1010802"
"1010802096","1","呃……\n爆紅計畫，當我沒說。\n……啊──好熱。","0","1","2","10","0","0.2","11","1010802"
"1010802097","","","","","0","","","","91","1010802"
"1010802098","","dsb_hot_dead_loop","","","2","1","0.2","","3","1010802"
"1010802099","1","dsb_smile2_dere2","0.5","dsb_talk_normal_dere2","1","0","0.5","","3","1010802"
"1010802100","","vo_dsb_2018","","0","vo_dsb_1010802","0","","","21","1010802"
"1010802101","1","嗯呵呵♪\n小心別泡過頭囉。","0","1","1","10","0","0.2","11","1010802"
"1010802102","","","","","0","","","","91","1010802"
"1010802103","","0","","","0.3","","","","93","1010802"
"1010803001","-345","1","0","-165","11","70","2","dsb_idle_normal","5","1010803"
"1010803002","-345","2","1","165","2","70","2","dsb_idle_normal","5","1010803"
"1010803003","1","1","","0","1","0","1","","31","1010803"
"1010803004","1","3","","0","3","0","1","","31","1010803"
"1010803005","1","4","","0","4","0","1","","31","1010803"
"1010803006","1","10","","0","12","0","1","","31","1010803"
"1010803007","1","20","","0","22","0","1","","31","1010803"
"1010803008","1","30","","-168","32","155","1","","31","1010803"
"1010803009","1","31","","-168","32","-155","1","","31","1010803"
"1010803010","","170","","","1","","","","13","1010803"
"1010803011","","170","","","2","","","","13","1010803"
"1010803012","","","","","0","","","","91","1010803"
"1010803013","","se_10044200_cmn_amb","","","se_10044200","1","","","23","1010803"
"1010803014","","se_10044200_cmn_steam","","","se_10044200","0","","","23","1010803"
"1010803015","","0","","","6.2","","","","93","1010803"
"1010803016","","se_10044200_hotspring_02","","","se_10044200","1","","","23","1010803"
"1010803017","","0","","","1.3","","","","93","1010803"
"1010803018","1","dsb_smile3_kyouka","0.5","dsb_talk_anger_dere2","2","0","0.5","","3","1010803"
"1010803019","","vo_dsb_3001","","0","vo_dsb_1010803","0","","","21","1010803"
"1010803020","1","哇哇……\n好厲害，水在冒泡泡……！\n好像真的在泡\n哈蜜瓜汽水……♪","0","1","2","10","0","0.2","11","1010803"
"1010803021","","","","","0","","","","91","1010803"
"1010803022","","dsb_idle_joy1_Ex2","","","2","1","0.5","","3","1010803"
"1010803023","","dsb_talk_normal_dere","","","1","1","0.5","","3","1010803"
"1010803024","","vo_dsb_3002","","0","vo_dsb_1010803","0","","","21","1010803"
"1010803025","1","呵呵呵，很棒吧？\n我想要做出小孩們會喜歡的溫泉，\n所以特地打造的。","0","1","1","10","0","0.2","11","1010803"
"1010803026","","","","","0","","","","91","1010803"
"1010803027","","dsb_idle_normal","","","1","1","0.5","","3","1010803"
"1010803028","","dsb_talk_surprise1","","","2","1","0.5","","3","1010803"
"1010803029","","vo_dsb_3003","","0","vo_dsb_1010803","0","","","21","1010803"
"1010803030","1","這樣啊……","0","1","2","10","0","0.2","11","1010803"
"1010803031","","","","","0","","","","91","1010803"
"1010803032","","dsb_idle_surprise1_look","","","2","1","0.5","","3","1010803"
"1010803033","","vo_dsb_3004","","0","vo_dsb_1010803","0","","","21","1010803"
"1010803034","1","（本來以為她是個可疑的人，\n其實人很好嗎……）","0","1","2","10","0","0.2","11","1010803"
"1010803035","","","","","0","","","","91","1010803"
"1010803036","","dsb_talk_thinking","","","2","1","0.3","","3","1010803"
"1010803037","","vo_dsb_3005","","0","vo_dsb_1010803","0","","","21","1010803"
"1010803038","1","小孩的確會很高興。\n……我、我也不禁\n重返童心了。","0","1","2","10","0","0.2","11","1010803"
"1010803039","","","","","0","","","","91","1010803"
"1010803040","","dsb_idle_arm_crossed","","","2","1","0.5","","3","1010803"
"1010803041","","dsb_talk_thinking_normal2","","","1","1","0.5","","3","1010803"
"1010803042","","vo_dsb_3006","","0","vo_dsb_1010803","0","","","21","1010803"
"1010803043","1","童心……？\n啊，原來如此。\n那就好♪","0","1","1","10","0","0.2","11","1010803"
"1010803044","","","","","0","","","","91","1010803"
"1010803045","","dsb_idle_arm_crossed","","","1","1","0.5","","3","1010803"
"1010803046","","dsb_talk_sad2_Ex5","","","2","1","0.5","","3","1010803"
"1010803047","","0","","","0","","","","22","1010803"
"1010803048","","vo_dsb_3007","","0.9","vo_dsb_1010803","0","","","21","1010803"
"1010803049","1","……有什麼奇怪的嗎？","0","1","2","10","0","0.2","11","1010803"
"1010803050","","","","","0","","","","91","1010803"
"1010803051","","dsb_idle_sad_blink","","","2","1","0.5","","3","1010803"
"1010803052","","dsb_talk_sad_dere","","","1","1","0.5","","3","1010803"
"1010803053","","vo_dsb_3008","","0","vo_dsb_1010803","0","","","21","1010803"
"1010803054","1","不，沒什麼♪","0","1","1","10","0","0.2","11","1010803"
"1010803055","","","","","0","","","","91","1010803"
"1010803056","","dsb_idle_normal","","","2","1","0.5","","3","1010803"
"1010803057","","dsb_talk_normal_joy","","","1","1","0.5","","3","1010803"
"1010803058","","vo_dsb_3009","","0","vo_dsb_1010803","0","","","21","1010803"
"1010803059","1","對了……\n要是重返童心的話，\n應該會想在大浴池裡游泳吧？\n鏡華覺得如何？","0","1","1","10","0","0.2","11","1010803"
"1010803060","","","","","0","","","","91","1010803"
"1010803061","","dsb_idle_normal","","","1","1","0.5","","3","1010803"
"1010803062","","dsb_talk_tsun_shy","","","2","1","0.5","","3","1010803"
"1010803063","","vo_dsb_3010","","0","vo_dsb_1010803","0","","","21","1010803"
"1010803064","1","游泳……！\n我才不做那種事！\n太不像話了……","0","1","2","10","0","0.2","11","1010803"
"1010803065","","","","","0","","","","91","1010803"
"1010803066","","dsb_idle_anger","","","2","1","0.5","","3","1010803"
"1010803067","","dsb_talk_normal","","","1","1","0.5","","3","1010803"
"1010803068","","vo_dsb_3011","","0","vo_dsb_1010803","0","","","21","1010803"
"1010803069","1","怎麼會不像話……\n現在只有我們兩個人呀。\n我覺得在哈蜜瓜汽水裡游泳\n一定會很好玩的……","0","1","1","10","0","0.2","11","1010803"
"1010803070","","","","","0","","","","91","1010803"
"1010803071","","dsb_idle_normal","","","1","1","0.5","","3","1010803"
"1010803072","","dsb_talk_surprise1_shy","","","2","1","0.5","","3","1010803"
"1010803073","","vo_dsb_3012","","0","vo_dsb_1010803","0","","","21","1010803"
"1010803074","1","這、這個……\n雖然感覺很好玩……\n而且我現在也稍微會游了……\n可是就禮儀來說……唔……","0","1","2","10","0","0.2","11","1010803"
"1010803075","","","","","0","","","","91","1010803"
"1010803076","","dsb_idle_surprise1_normal","","","2","1","0.5","","3","1010803"
"1010803077","","dsb_talk_thinking_joy","","","1","1","0.5","","3","1010803"
"1010803078","","0","","","0","","","","22","1010803"
"1010803079","","vo_dsb_3013","","0.9","vo_dsb_1010803","0","","","21","1010803"
"1010803080","1","……呵呵呵。\n那我來游好了～？","0","1","1","10","0","0.2","11","1010803"
"1010803081","","","","","0","","","","91","1010803"
"1010803082","","dsb_idle_joy1","","","1","1","0.5","","3","1010803"
"1010803083","1","dsb_surprise2","0.5","dsb_talk_surprise1_2","2","0","0.5","","3","1010803"
"1010803084","","vo_dsb_3014","","0","vo_dsb_1010803","0","","","21","1010803"
"1010803085","1","咦咦！？\n說這種話太狡猾了。\n那……我、我也要游！","0","1","2","10","0","0.2","11","1010803"
"1010803086","","1","","","3.5","","","","93","1010803"
"1010803087","","dsb_talk_anger_shy2","","","2","1","0.5","","3","1010803"
"1010803088","","","","","1010803085","","","","91","1010803"
"1010803089","","0","","","0","","","","22","1010803"
"1010803090","","dsb_surprise_kyouka","","","2","1","0.2","","3","1010803"
"1010803091","","dsb_surprise_mitsuki","","","1","1","0.2","","3","1010803"
"1010803092","","0","","","0.7","","","","93","1010803"
"1010803093","1","dsb_smile2_kyouka","0.2","dsb_idle_normal_Ex1","2","0","0.3","","3","1010803"
"1010803094","1","dsb_smile2_mitsuki2","0.2","dsb_idle_normal","1","0","0.3","","3","1010803"
"1010803095","","0","","","0.3","","","","93","1010803"
"1010803096","","se_adv_emote_common_01","","","se_adv_emote_common_01","0","","","23","1010803"
"1010803097","0","10","0","0","2","1.4","0","0","12","1010803"
"1010803098","0","10","0","0","1","1.4","0","0","12","1010803"
"1010803099","","0","","","2","","","","93","1010803"
"1010804001","-219","124531","0","-475","1","70","2","dsb_idle_normal","1","1010804"
"1010804002","-360","2","1","0","7","70","2","dsb_idle_relax_Ex2","5","1010804"
"1010804003","-219","99","0","-345","10","71","2","dsb_empty","5","1010804"
"1010804004","1","1","","0","1","0","1","","31","1010804"
"1010804005","1","3","","0","3","0","1","","31","1010804"
"1010804006","1","4","","0","4","0","1","","31","1010804"
"1010804007","1","10","","0","17","0","1","","31","1010804"
"1010804008","1","20","","0","27","0","1","","31","1010804"
"1010804009","1","30","","-183","37","-10","1","","31","1010804"
"1010804010","1","43","","0","43","0","1","","31","1010804"
"1010804011","1","44","","0","44","130","0","","31","1010804"
"1010804012","1","45","","-141","45","133","0","","31","1010804"
"1010804013","1","46","","0","46","130","0","","31","1010804"
"1010804014","1","47","","-212","47","142","0","","31","1010804"
"1010804015","1","48","","-212","48","142","0","","31","1010804"
"1010804016","","170","","","124531","","","","13","1010804"
"1010804017","","170","","","2","","","","13","1010804"
"1010804018","","","","","0","","","","91","1010804"
"1010804019","","se_10044200_cmn_amb","","","se_10044200","1","","","23","1010804"
"1010804020","","se_10044200_cmn_steam","","","se_10044200","0","","","23","1010804"
"1010804021","","0","","","6","","","","93","1010804"
"1010804022","","se_10044200_hotspring_07","","","se_10044200","1","","","23","1010804"
"1010804023","","0","","","1.5","","","","93","1010804"
"1010804024","","dsb_idle_relax_blink","","","2","1","0.5","","3","1010804"
"1010804025","","vo_dsb_4001","","0","vo_dsb_1010804","0","","","21","1010804"
"1010804026","1","…………","0","1","2","10","0","0.2","11","1010804"
"1010804027","","","","","0","","","","91","1010804"
"1010804028","","dsb_idle_relax_Ex2","","","2","1","0.5","","3","1010804"
"1010804029","12","130","","2","3","0","","","33","1010804"
"1010804030","12","130","","2","4","0","","","33","1010804"
"1010804031","12","130","","2","20","0","","","33","1010804"
"1010804032","12","120","","2","30","-183","","","33","1010804"
