80d0ac449933ec5cac83ba9eec1977b1cf3452a796a1e6738b06944b5dbb6ee8,6c5acdacef8c8c8afebd5f528f2b3a76ffcb515f5c1de68757bcb783e1949a8e,7c71cfa9625430229a9ea1aca299ec1a2a60ed6beefdde46e945eca629d2d8d0,95c0017e2efadffbfaeb3798b5060131547114226ca3ebba3ad671590accd232,4d197f2e4f73e2e127a58d58b0418cb4154220fe481853ab56827d738dedb06e
"star6_shadow","74002205","對紡希（萬聖節）、真陽（聖誕節）、霞（魔法少女）的闇影追加專用裝備，且深月的闇影變成★6。","強化闇影","67"
"add_shadow","74002205","追加嘉夜（解放者）的闇影。","追加1隻闇影","68"
"add_shadow","74002302","追加望的闇影。","追加1隻闇影","69"
"add_shadow","74002303","追加望與凱留（公主）的闇影。","追加2隻闇影","70"
"limit_chara_num","74002304","可以編組的角色變成4個。","編組角色人數限制","71"
"star6_shadow","74002304","望的闇影變成★6。對凱留（公主）的闇影追加專用裝備。","強化闇影","72"
"add_shadow","74002304","追加望與凱留（公主）的闇影。","追加2隻闇影","73"
"limit_chara_num","74002305","可以編組的角色變成4個。","編組角色人數限制","74"
"boss_def_up","74002305","戰鬥開始時，Boss怪物特大幅度提升敵人全體的物理防禦力。","開始時提升物理防禦力","75"
"boss_magic_def_up","74002305","戰鬥開始時，Boss怪物特大幅度提升敵人全體的魔法防禦力。","開始時提升魔法防禦力","76"
"star6_shadow","74002305","望的闇影變成★6。對凱留（公主）的闇影追加專用裝備。","強化闇影","77"
"add_shadow","74002305","追加望與凱留（公主）的闇影。","追加2隻闇影","78"
"add_shadow","74002402","追加綾音的闇影。","追加1隻闇影","79"
"add_shadow","74002403","追加綾音與貪吃佩可（夏日）的闇影。","追加2隻闇影","80"
"limit_chara_num","74002404","可以編組的角色變成4個。","編組角色人數限制","81"
"star6_shadow","74002404","綾音與貪吃佩可（夏日）的闇影變成★6。","強化闇影","82"
"add_shadow","74002404","追加綾音與貪吃佩可（夏日）的闇影。","追加2隻闇影","83"
"limit_chara_num","74002405","可以編組的角色變成4個。","編組角色人數限制","84"
"boss_def_up","74002405","戰鬥開始時，Boss怪物特大幅度提升敵人全體的物理防禦力。","開始時提升物理防禦力","85"
"boss_magic_def_up","74002405","戰鬥開始時，Boss怪物特大幅度提升敵人全體的魔法防禦力。","開始時提升魔法防禦力","86"
"star6_shadow","74002405","綾音與貪吃佩可（夏日）的闇影變成★6。","強化闇影","87"
"add_shadow","74002405","追加綾音與貪吃佩可（夏日）的闇影。","追加2隻闇影","88"
"limit_time","74002502","戰鬥時間變成70秒。","戰鬥時間限制","89"
"limit_time","74002503","戰鬥時間變成60秒。","戰鬥時間限制","90"
"limit_time","74002504","戰鬥時間變成60秒。","戰鬥時間限制","91"
"boss_ub_enhance","74002504","Boss怪物的必殺技會受到強化。","Boss UB強化","92"
"limit_time","74002505","戰鬥時間變成45秒。","戰鬥時間限制","93"
"boss_ub_enhance","74002505","Boss怪物的必殺技會受到強化。","Boss UB強化","94"
"star6_shadow","74003102","對霞、初音、優衣（公主）的闇影追加專用裝備。","強化闇影","95"
"add_shadow","74003103","追加雪的闇影。","追加1隻闇影","96"
"star6_shadow","74003103","初音、雪的闇影變成★6。","強化闇影","97"
"limit_chara_num","74003104","可以編組的角色變成4個。","編組角色人數限制","98"
"limit_chara_num","74003105","可以編組的角色變成4個。","編組角色人數限制","99"
"max_hp_up","74003105","所有闇影的最大HP大幅度提升。","闇影提升最大HP","100"
"add_shadow","74003202","追加詛咒‧遠古遺物。","追加1隻怪物","101"
"star6_shadow","74003203","碧的闇影變成★6。","強化闇影","102"
"boss_magic_cut","74003204","戰鬥開始時，詛咒‧遠古遺物將使我方全體的魔法傷害變為減少50%的狀態。","開始時魔法傷害降低","103"
"boss_ub_enhance","74003204","強化詛咒‧遠古遺物的技能。","強化怪物","104"
"boss_magic_cut","74003205","戰鬥開始時，詛咒‧遠古遺物將使我方全體的魔法傷害變為減少75%的狀態。","開始時魔法傷害降低","105"
"limit_chara_num","74003205","可以編組的角色變成4個。","編組角色人數限制","106"
"add_shadow","74003302","追加治癒‧遠古遺物。","追加1隻怪物","107"
"star6_shadow","74003303","對凱留（新年）的闇影追加專用裝備。","強化闇影","108"
"boss_physics_cut","74003304","戰鬥開始時，治癒‧遠古遺物將使我方全體的物理傷害變為減少50%的狀態。","開始時物理傷害降低","109"
"boss_ub_enhance","74003304","強化治癒‧遠古遺物的技能。","強化怪物","110"
"boss_physics_cut","74003305","戰鬥開始時，治癒‧遠古遺物將使我方全體的物理傷害變為減少75%的狀態。","開始時物理傷害降低","111"
"limit_chara_num","74003305","可以編組的角色變成4個。","編組角色人數限制","112"
"boss_def_lower_limit","74003402","戰鬥開始時，小幅度提升Boss怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升Boss物理防禦力（不可降低）","113"
"boss_magic_def_lower_limit","74003402","戰鬥開始時，小幅度提升Boss怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升Boss魔法防禦力（不可降低）","114"
"limit_time","74003403","戰鬥時間變成70秒。","戰鬥時間限制","115"
"boss_def_lower_limit","74003403","戰鬥開始時，小幅度提升Boss怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升Boss物理防禦力（不可降低）","116"
"boss_magic_def_lower_limit","74003403","戰鬥開始時，小幅度提升Boss怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升Boss魔法防禦力（不可降低）","117"
"limit_time","74003404","戰鬥時間變成70秒。","戰鬥時間限制","118"
"boss_ub_enhance","74003404","Boss怪物的必殺技會受到強化。","Boss UB強化","119"
"boss_tp_down_cut","74003404","戰鬥開始時，Boss怪物的TP下降為減少100%的狀態。","減少降低Boss TP","120"
"boss_def_lower_limit","74003404","戰鬥開始時，中幅度提升Boss怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升Boss物理防禦力（不可降低）","121"
"boss_magic_def_lower_limit","74003404","戰鬥開始時，中幅度提升Boss怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升Boss魔法防禦力（不可降低）","122"
"limit_time","74003405","戰鬥時間變成50秒。","戰鬥時間限制","123"
"boss_ub_enhance","74003405","Boss怪物的必殺技會受到強化。","Boss UB強化","124"
"boss_tp_down_cut","74003405","戰鬥開始時，Boss怪物的TP下降為減少100%的狀態。","減少降低Boss TP","125"
"boss_def_lower_limit","74003405","戰鬥開始時，中幅度提升Boss怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升Boss物理防禦力（不可降低）","126"
"boss_magic_def_lower_limit","74003405","戰鬥開始時，中幅度提升Boss怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升Boss魔法防禦力（不可降低）","127"
"boss_def_lower_limit","74003502","戰鬥開始時，小幅度提升Boss怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升Boss物理防禦力（不可降低）","128"
"boss_magic_def_lower_limit","74003502","戰鬥開始時，小幅度提升Boss怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升Boss魔法防禦力（不可降低）","129"
"boss_def_lower_limit","74003503","戰鬥開始時，中幅度提升Boss怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升Boss物理防禦力（不可降低）","130"
"boss_magic_def_lower_limit","74003503","戰鬥開始時，中幅度提升Boss怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升Boss魔法防禦力（不可降低）","131"
"add_shadow","74003504","追加露娜聚光燈。","追加1隻怪物","132"
"boss_def_lower_limit","74003504","戰鬥開始時，中幅度提升Boss怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升Boss物理防禦力（不可降低）","133"
"boss_magic_def_lower_limit","74003504","戰鬥開始時，中幅度提升Boss怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升Boss魔法防禦力（不可降低）","134"
"add_shadow","74003505","追加霸瞳皇帝的闇影。","追加1隻闇影","135"
"boss_def_lower_limit","74003505","戰鬥開始時，中幅度提升Boss怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升Boss物理防禦力（不可降低）","136"
"boss_magic_def_lower_limit","74003505","戰鬥開始時，中幅度提升Boss怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升Boss魔法防禦力（不可降低）","137"
"star6_shadow","74004102","對祈梨、咲戀、依里、優妮的闇影追加專用裝備。","強化闇影","138"
"add_shadow","74004103","追加咲戀（夏日）的闇影。","追加1隻闇影","139"
"star6_shadow","74004103","咲戀、依里的闇影變成★6。","強化闇影","140"
"limit_chara_num","74004104","可以編組的角色變成4個。","編組角色人數限制","141"
"limit_chara_num","74004105","可以編組的角色變成4個。","編組角色人數限制","142"
"max_hp_up","74004105","所有闇影的最大HP大幅度提升。","闇影提升最大HP","143"
"add_shadow","74004202","追加守護‧遠古遺物。","追加1隻怪物","144"
"star6_shadow","74004203","對似似花（新年）的闇影追加專用裝備。","強化闇影","145"
"boss_ub_enhance","74004204","強化守護‧遠古遺物的技能。","強化怪物","146"
"hp_recover","74004204","戰鬥開始時，守護‧遠古遺物將特大幅度恢復我方全體的HP。","開始時恢復HP","147"
"hp_recover","74004205","戰鬥開始時，守護‧遠古遺物將特大幅度恢復我方全體的HP。","開始時恢復HP","148"
"energy_recover","74004205","戰鬥開始時，守護‧遠古遺物將賦予我方全體持續恢復TP的狀態。","開始時賦予持續恢復TP","149"
"add_shadow","74004302","追加戰鬥‧遠古遺物。","追加1隻怪物","150"
"star6_shadow","74004303","莉瑪的闇影變成★6。","強化闇影","151"
"boss_ub_enhance","74004304","強化戰鬥‧遠古遺物的技能。","強化怪物","152"
"boss_haste","74004305","戰鬥開始時，戰鬥‧遠古遺物將展開特大幅度提升我方全體行動速度的領域。","開始時展開提升行動速度領域","153"
"max_hp_down","74004402","隊伍角色的最大HP降低20%。","降低角色的最大HP","154"
"limit_time","74004403","戰鬥時間變成75秒。","戰鬥時間限制","155"
"max_hp_down","74004403","隊伍角色的最大HP降低20%。","降低角色的最大HP","156"
"limit_time","74004404","戰鬥時間變成75秒。","戰鬥時間限制","157"
"limit_chara_num","74004404","可以編組的角色變成4個。","編組角色人數限制","158"
"max_hp_down","74004404","隊伍角色的最大HP降低20%。","降低角色的最大HP","159"
"limit_time","74004405","戰鬥時間變成60秒。","戰鬥時間限制","160"
"limit_chara_num","74004405","可以編組的角色變成4個。","編組角色人數限制","161"
"max_hp_down","74004405","隊伍角色的最大HP降低20%。","降低角色的最大HP","162"
"max_hp_down","74004502","隊伍角色的最大HP降低20%。","降低角色的最大HP","163"
"boss_ub_enhance","74004503","Boss怪物的必殺技與技能會受到強化。","BossUB、技能強化","164"
"boss_tp_down_cut","74004503","戰鬥開始時，Boss怪物的TP下降為減少50%的狀態。","減少降低Boss TP","165"
"max_hp_down","74004503","隊伍角色的最大HP降低20%。","降低角色的最大HP","166"
"add_shadow","74004504","追加露娜聚光燈。","追加1隻怪物","167"
"boss_tp_down_cut","74004504","戰鬥開始時，Boss怪物的TP下降為減少50%的狀態。","減少降低Boss TP","168"
"max_hp_down","74004504","隊伍角色的最大HP降低20%。","降低角色的最大HP","169"
"add_shadow","74004505","追加綾音的闇影。","追加1隻闇影","170"
"boss_tp_down_cut","74004505","戰鬥開始時，Boss怪物的TP下降為減少50%的狀態。","減少降低Boss TP","171"
"max_hp_down","74004505","隊伍角色的最大HP降低20%。","降低角色的最大HP","172"
"star6_shadow","74005102","對莉瑪、嘉夜、祈梨、咲戀（夏日）的闇影追加專用裝備。","強化闇影","173"
"star6_shadow","74005103","莉瑪、嘉夜、祈梨的闇影變成★6。","強化闇影","174"
"boss_physics_cut","74005103","戰鬥開始時，所有怪物的物理傷害為減少50％的狀態。","物理傷害降低","175"
"limit_chara_num","74005104","可以編組的角色變成4個。","編組角色人數限制","176"
"boss_physics_cut","74005104","戰鬥開始時，所有怪物的物理傷害為減少50％的狀態。","物理傷害降低","177"
"limit_chara_num","74005105","可以編組的角色變成4個。","編組角色人數限制","178"
"boss_physics_cut","74005105","戰鬥開始時，所有怪物的物理傷害為減少100％的狀態。","物理傷害降低","179"
"star6_shadow","74005202","對宮子、怜（新年）、優花梨、初音、美咲（萬聖節）的闇影追加專用裝備。","強化闇影","180"
"star6_shadow","74005203","宮子、怜（新年）、優花梨、初音的闇影變成★6。","強化闇影","181"
"boss_magic_cut","74005203","戰鬥開始時，所有怪物的魔法傷害為減少50％的狀態。","魔法傷害降低","182"
"limit_chara_num","74005204","可以編組的角色變成4個。","編組角色人數限制","183"
"boss_magic_cut","74005204","戰鬥開始時，所有怪物的魔法傷害為減少50％的狀態。","魔法傷害降低","184"
"limit_chara_num","74005205","可以編組的角色變成4個。","編組角色人數限制","185"
"boss_magic_cut","74005205","戰鬥開始時，所有怪物的魔法傷害為減少100％的狀態。","魔法傷害降低","186"
"18","74005301","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","傷害值衰減","187"
"17","74005301","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升的上限","188"
"boss_def_lower_limit","74005301","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","189"
"boss_magic_def_lower_limit","74005301","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","190"
"9","74005301","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","191"
"add_shadow","74005302","追加軟泥怪、雷雲長老。","追加怪物","192"
"18","74005302","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","傷害值衰減","193"
"17","74005302","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升的上限","194"
"boss_def_lower_limit","74005302","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","195"
"boss_magic_def_lower_limit","74005302","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","196"
"9","74005302","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","197"
"add_shadow","74005303","追加優花梨、帆稀（新年）。","追加怪物","198"
"18","74005303","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","傷害值衰減","199"
"17","74005303","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升的上限","200"
"boss_def_lower_limit","74005303","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","201"
"boss_magic_def_lower_limit","74005303","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","202"
"9","74005303","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","203"
"add_shadow","74005304","追加露娜聚光燈。","追加怪物","204"
"18","74005304","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","傷害值衰減","205"
"17","74005304","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升的上限","206"
"boss_def_lower_limit","74005304","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","207"
"boss_magic_def_lower_limit","74005304","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","208"
"9","74005304","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","209"
"limit_time","74005305","戰鬥時間變成60秒。","戰鬥時間限制","210"
"18","74005305","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","傷害值衰減","211"
"17","74005305","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升的上限","212"
"boss_def_lower_limit","74005305","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","213"
"boss_magic_def_lower_limit","74005305","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","214"
"9","74005305","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","215"
"18","74005401","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","傷害值衰減","216"
"17","74005401","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升的上限","217"
"boss_def_lower_limit","74005401","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","218"
"boss_magic_def_lower_limit","74005401","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","219"
"9","74005401","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","220"
"add_shadow","74005402","追加岩龜暴君、鬼燈螢。","追加怪物","221"
"18","74005402","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","傷害值衰減","222"
"17","74005402","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升的上限","223"
"boss_def_lower_limit","74005402","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","224"
"boss_magic_def_lower_limit","74005402","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","225"
"9","74005402","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","226"
"add_shadow","74005403","追加靜流（黑暗）、可可蘿（夏日）。","追加怪物","227"
"18","74005403","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","傷害值衰減","228"
"17","74005403","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升的上限","229"
"boss_def_lower_limit","74005403","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","230"
"boss_magic_def_lower_limit","74005403","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","231"
"9","74005403","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","232"
"add_shadow","74005404","追加露娜聚光燈。","追加怪物","233"
"18","74005404","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","傷害值衰減","234"
"17","74005404","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升的上限","235"
"boss_def_lower_limit","74005404","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","236"
"boss_magic_def_lower_limit","74005404","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","237"
"9","74005404","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","238"
"limit_time","74005405","戰鬥時間變成60秒。","戰鬥時間限制","239"
"18","74005405","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","傷害值衰減","240"
"17","74005405","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升的上限","241"
"boss_def_lower_limit","74005405","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","242"
"boss_magic_def_lower_limit","74005405","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","243"
"9","74005405","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","244"
"18","74005501","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","傷害值衰減","245"
"17","74005501","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升的上限","246"
"boss_def_lower_limit","74005501","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","247"
"boss_magic_def_lower_limit","74005501","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","248"
"9","74005501","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","249"
"boss_tp_down_cut","74005501","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","減少降低TP","250"
"add_shadow","74005502","追加魔像、烏帕魯帕。","追加怪物","251"
"18","74005502","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","傷害值衰減","252"
"17","74005502","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升的上限","253"
