0f19efab2f12b7feadfa50ae4ca81b0f45ebc641613988bd9fea9e7ed0e8438a,d691bbf8e813b33ad38794797cb14617d0ba442a1a3333d6b243b124d25412a4,7d04045800d73b7e3c14b345694a745457f4393d158850a9b371073af5f99f54,85ca38a5801067bd51e83060e08f26770605ea7840eeac18e9d2a2364abbebe7,3487db7fda772ff2656dea5b45fdb8294587232482625da525704497314698ee,b534c13c7dbb43ead88db2bc5b09f2a5adc429d2d48c9b702a1b3fba802da352,86d6f3e952de3edfb579d435cdf2121c7e92e7464cf6257201bced7537a0a40a
"3","123","2024/07/24 04:59:59","80010","2024/07/23 05:00:00","9008007","0"
"3","124","2024/07/25 04:59:59","80010","2024/07/24 05:00:00","9008008","0"
"3","125","2024/07/26 04:59:59","80010","2024/07/25 05:00:00","9008009","0"
"3","126","2024/07/27 04:59:59","80010","2024/07/26 05:00:00","9008010","0"
"3","127","2024/07/28 04:59:59","80010","2024/07/27 05:00:00","9008011","0"
"3","128","2024/07/29 04:59:59","80010","2024/07/28 05:00:00","9008012","1"
"3","129","2024/07/30 04:59:59","80010","2024/07/29 05:00:00","9008013","1"
"3","130","2024/07/31 04:59:59","80010","2024/07/30 05:00:00","9008014","1"
"3","131","2024/08/01 04:59:59","80010","2024/07/31 05:00:00","9008015","1"
"3","132","2024/08/02 04:59:59","80010","2024/08/01 05:00:00","9008016","1"
"3","133","2025/01/19 04:59:59","80011","2025/01/18 05:00:00","9009001","0"
"3","134","2025/01/20 04:59:59","80011","2025/01/19 05:00:00","9009002","0"
"3","135","2025/01/21 04:59:59","80011","2025/01/20 05:00:00","9009003","0"
"3","136","2025/01/22 04:59:59","80011","2025/01/21 05:00:00","9009004","0"
"3","137","2025/01/23 04:59:59","80011","2025/01/22 05:00:00","9009005","0"
"3","138","2025/01/24 04:59:59","80011","2025/01/23 05:00:00","9009006","0"
"3","139","2025/01/25 04:59:59","80011","2025/01/24 05:00:00","9009007","0"
"3","140","2025/01/26 04:59:59","80011","2025/01/25 05:00:00","9009008","0"
"3","141","2025/01/27 04:59:59","80011","2025/01/26 05:00:00","9009009","0"
"3","142","2025/01/28 04:59:59","80011","2025/01/27 05:00:00","9009010","0"
"3","143","2025/01/29 04:59:59","80011","2025/01/28 05:00:00","9009011","0"
"3","144","2025/01/30 04:59:59","80011","2025/01/29 05:00:00","9009012","0"
"3","145","2025/01/31 04:59:59","80011","2025/01/30 05:00:00","9009013","0"
"3","146","2025/02/01 04:59:59","80011","2025/01/31 05:00:00","9009014","0"
"3","147","2025/02/02 04:59:59","80011","2025/02/01 05:00:00","9009015","1"
"0","148","2025/04/04 04:59:59","70014","2025/04/03 05:00:00","400","0"
"0","149","2025/04/05 04:59:59","70015","2025/04/04 05:00:00","401","0"
"1","150","0","70013","0","441","0"
"3","151","2025/07/25 04:59:59","80012","2025/07/24 05:00:00","9010001","0"
"3","152","2025/07/26 04:59:59","80012","2025/07/25 05:00:00","9010002","0"
"3","153","2025/07/27 04:59:59","80012","2025/07/26 05:00:00","9010003","0"
"3","154","2025/07/28 04:59:59","80012","2025/07/27 05:00:00","9010004","0"
"3","155","2025/07/29 04:59:59","80012","2025/07/28 05:00:00","9010005","0"
"3","156","2025/07/30 04:59:59","80012","2025/07/29 05:00:00","9010006","0"
"3","157","2025/07/31 04:59:59","80012","2025/07/30 05:00:00","9010007","0"
"3","158","2025/08/01 04:59:59","80012","2025/07/31 05:00:00","9010008","0"
"0","159","2025/08/24 04:59:59","70016","2025/08/01 16:00:00","442","0"
"3","160","2026/01/31 04:59:59","80014","2026/01/30 05:00:00","9012001","0"
"3","161","2026/02/01 04:59:59","80014","2026/01/31 05:00:00","9012002","0"
"3","162","2026/02/02 04:59:59","80014","2026/02/01 05:00:00","9012003","0"
"0","163","2026/04/04 04:59:59","70017","2026/04/03 05:00:00","400","0"
"0","164","2026/04/05 04:59:59","70018","2026/04/04 05:00:00","401","0"
"1","165","0","70019","0","443","0"
"3","166","2026/07/30 04:59:59","80016","2026/07/29 05:00:00","9013001","0"
"3","167","2026/07/31 04:59:59","80016","2026/07/30 05:00:00","9013002","0"
"3","168","2026/08/01 04:59:59","80016","2026/07/31 05:00:00","9013003","0"
"3","169","2026/08/02 04:59:59","80016","2026/08/01 05:00:00","9013004","0"
