6e8ba77ba443e6ae3676462504b07a1adaa197f4c21c990ee047aa32b4b239ec,84a6f57bd15edbcfb2588a1ef96f73dcf0384970506857b15fe150be2e56e0b9,e3a4d41fa53e0b3c2172dd902bdffa368a82f070e76106231e5e7e00119a0705,6d5106a2a0bf47f9bf5232d97bc5fae26975e3eaf6abd3cb94670876b30b55da,df83b13c6f7f8804fd95e63e1aa4ac56803074a7aac5de85ae698a475c33d3ce,845485245b2bf29dc05f346854d091b6bf2c5f5510307ddca070181468be8f5f
"2731","1","2816","-803","-866","10"
"2741","1","2816","-740","-803","10"
"2751","1","2816","-677","-740","10"
"2761","1","2816","-614","-677","10"
"2771","1","2816","-551","-614","10"
"2781","1","2816","-551","-551","10"
"2791","1","2816","-551","-551","10"
"2801","1","2816","-551","-551","10"
"2811","1","2816","-551","-551","10"
"2821","1","2816","-551","-551","10"
"2831","1","2816","-551","-551","10"
"2841","1","2816","-551","-551","10"
"2851","1","2816","-488","-551","10"
"2861","1","2816","-425","-488","10"
"2871","1","2816","-361","-425","10"
"2881","1","2816","-296","-361","10"
"2891","1","2816","-230","-296","10"
"2901","2","2816","-1240","-1240","11"
"2911","2","2816","-1203","-1240","11"
"2921","2","2816","-1168","-1203","11"
"2931","2","2816","-1133","-1168","11"
"2941","2","2816","-1098","-1133","11"
"2951","2","2816","-1063","-1098","11"
"2961","2","2816","-1028","-1063","11"
"2971","2","2816","-993","-1028","11"
"2981","2","2816","-958","-993","11"
"2991","2","2816","-923","-958","11"
"3001","2","2816","-888","-923","11"
"3011","2","2816","-888","-888","11"
"3021","2","2816","-853","-888","11"
"3031","2","2816","-853","-853","11"
"3041","2","2816","-818","-853","11"
"3051","2","2816","-783","-818","11"
"3061","2","2816","-748","-783","11"
"3071","2","2816","-713","-748","11"
"3081","2","2816","-678","-713","11"
"3091","2","2816","-643","-678","11"
"3101","2","2816","-608","-643","11"
"3111","2","2816","-608","-608","11"
"3121","2","2816","-573","-608","11"
"3131","2","2816","-573","-573","11"
"3141","2","2816","-573","-573","11"
"3151","2","2816","-573","-573","11"
"3161","2","2816","-538","-573","11"
"3171","2","2816","-538","-538","11"
"3181","2","2816","-503","-538","11"
"3191","2","2816","-468","-503","11"
"3201","2","2816","-430","-468","11"
"3211","2","2816","-1240","-1240","12"
"3221","2","2816","-1240","-1240","12"
"3231","2","2816","-1240","-1240","12"
"3241","2","2816","-1194","-1240","12"
"3251","2","2816","-1150","-1194","12"
"3261","2","2816","-1108","-1150","12"
"3271","2","2816","-1066","-1108","12"
"3281","2","2816","-1024","-1066","12"
"3291","2","2816","-982","-1024","12"
"3301","2","2816","-940","-982","12"
"3311","2","2816","-898","-940","12"
"3321","2","2816","-898","-898","12"
"3331","2","2816","-856","-898","12"
"3341","2","2816","-814","-856","12"
"3351","2","2816","-772","-814","12"
"3361","2","2816","-730","-772","12"
"3371","2","2816","-688","-730","12"
"3381","2","2816","-688","-688","12"
"3391","2","2816","-688","-688","12"
"3401","2","2816","-646","-688","12"
"3411","2","2816","-604","-646","12"
"3421","2","2816","-562","-604","12"
"3431","2","2816","-562","-562","12"
"3441","2","2816","-562","-562","12"
"3451","2","2816","-519","-562","12"
"3461","2","2816","-519","-519","12"
"3471","2","2816","-519","-519","12"
"3481","2","2816","-475","-519","12"
"3491","2","2816","-475","-475","12"
"3501","2","2816","-475","-475","12"
"3511","2","2816","-430","-475","12"
"3521","2","2816","-1190","-1240","13"
"3531","2","2816","-1190","-1190","13"
"3541","2","2816","-1190","-1190","13"
"3551","2","2816","-1190","-1190","13"
"3561","2","2816","-1190","-1190","13"
"3571","2","2816","-1190","-1190","13"
"3581","2","2816","-1190","-1190","13"
"3591","2","2816","-1141","-1190","13"
"3601","2","2816","-1094","-1141","13"
"3611","2","2816","-1047","-1094","13"
"3621","2","2816","-1000","-1047","13"
"3631","2","2816","-953","-1000","13"
"3641","2","2816","-906","-953","13"
"3651","2","2816","-859","-906","13"
"3661","2","2816","-812","-859","13"
"3671","2","2816","-765","-812","13"
"3681","2","2816","-718","-765","13"
"3691","2","2816","-718","-718","13"
"3701","2","2816","-718","-718","13"
"3711","2","2816","-671","-718","13"
"3721","2","2816","-624","-671","13"
"3731","2","2816","-577","-624","13"
"3741","2","2816","-577","-577","13"
"3751","2","2816","-577","-577","13"
"3761","2","2816","-529","-577","13"
"3771","2","2816","-480","-529","13"
"3781","2","2816","-430","-480","13"
"3791","2","2816","-430","-430","13"
"3801","1","2816","-1440","-1440","14"
"3811","1","2816","-1440","-1440","14"
"3821","1","2816","-1440","-1440","14"
"3831","1","2816","-1362","-1440","14"
"3841","1","2816","-1285","-1362","14"
"3851","1","2816","-1209","-1285","14"
"3861","1","2816","-1209","-1209","14"
"3871","1","2816","-1134","-1209","14"
"3881","1","2816","-1059","-1134","14"
"3891","1","2816","-1059","-1059","14"
"3901","1","2816","-984","-1059","14"
"3911","1","2816","-984","-984","14"
"3921","1","2816","-984","-984","14"
"3931","1","2816","-984","-984","14"
"3941","1","2816","-984","-984","14"
"3951","1","2816","-984","-984","14"
"3961","1","2816","-984","-984","14"
"3971","1","2816","-984","-984","14"
"3981","1","2816","-909","-984","14"
"3991","1","2816","-834","-909","14"
"4001","1","2816","-759","-834","14"
"4011","1","2816","-684","-759","14"
"4021","1","2816","-684","-684","14"
"4031","1","2816","-684","-684","14"
"4041","1","2816","-609","-684","14"
"4051","1","2816","-534","-609","14"
"4061","1","2816","-459","-534","14"
"4071","1","2816","-384","-459","14"
"4081","1","2816","-308","-384","14"
"4091","1","2816","-230","-308","14"
"4092","1","2816","-200","-200","1"
