154354229d04bf59a72268748366e78ac1c237f98c1c648e77a103e3437ee12f,36db4943d6c29165d67c3b7187e75ee8855e650afcc4d7da6c9ee0a88b52c4ed,f6c09f191b2d40af0f8cdb973c6bccae3075c79fd7a1d50bb0e8f4d9d9564c73,c4854c86fd55bab1bc08c9ebceb9239d9633b5dfa7d5b86290d70ba1d6ce2f8b,95a0376a0d6c46b0e31cb33b843641d84a55d17dd77bd343cf6b7d2268c28fc0,20d7b948036d0f6e6417398a24b1d74f5f8e5ec20bfb55e6bc5ff26738f8acc8,1cfb811d6b74d2a173a0b66ff97bbc95e553043781527e33656a5e4347d7dbb7,173b7af2f6dd8f69348891330e58d3777fba066bbd50b0d429001e705325f9d8,72d7d35f07064c4f622e7200c2cf3c28893c9560d4b7462b43cdb5ab1b1f4645,1c6669c67080ba4d9e68d7750b5dee00901b1a40bd0cd30754470a0f48f056b8,a63e66f2e785d7682d3e80f180770f3b77d6a38811e2252afdf145a9667ed216
"","","wac_birthday_idle_smile","102011","3","1","4814","","","4814057","0.2"
"","","wac_birthday_talk_doya","103611","3","1","4814","","","4814058","0.2"
"","0","vo_wac_04814_001","vo_wac_04814","21","0","4814","","","4814059",""
"0.5","1","這是我們偷偷做的喔！\n雖然中途禊跑來搗蛋，\n弄得一團亂就是了……\n美美，祝妳生日快樂喔♪","103611","11","10","4814","0","1","4814060","0"
"","","","0","91","","4814","","","4814061",""
"","","wac_birthday_idle_doya","103611","3","1","4814","","","4814062","0.2"
"","","wac_birthday_talk_smile","102011","3","1","4814","","","4814063","0.2"
"","0","vo_wac_04814_002","vo_wac_04814","21","0","4814","","","4814064",""
"0.5","1","欸嘿嘿，謝謝你們～\n沒想到能從爸爸媽媽，還有大家那裡\n收到蛋糕，就像做夢一樣……","102011","11","10","4814","0","1","4814065","0"
"","","","0","91","","4814","","","4814066",""
"","","wac_birthday_talk_kyapi","102011","3","1","4814","","","4814067","0.2"
"","0","vo_wac_04814_003","vo_wac_04814","21","0","4814","","","4814068",""
"0.5","1","美美非常幸福呢～♪\n哥哥，也謝謝你！\n等大家生日的時候，\n美美一～定也會幫你們慶祝的♪","102011","11","10","4814","0","1","4814069","0"
"","","","0","91","","4814","","","4814070",""
"","","","0","22","","4814","","","4814071",""
"","","bgm_M321_2C","bgm_M321","25","","5014","","","5014001",""
"wac_birthday_idle_normal","-1000","100211","1","1","250","5014","0","-70","5014002","2"
"wac_birthday_idle_normal","230","100311","1","1","256","5014","1","-270","5014003","2"
"wac_birthday_idle_smile","410","100111","1","1","257","5014","1","-310","5014004","2"
"","","300","100211","13","","5014","","","5014005",""
"","","300","100311","13","","5014","","","5014006",""
"","0","600","600","31","0","5014","","1","5014007","1"
"","0","602","602","31","0","5014","","1","5014008","0"
"","0","603","603","31","0","5014","","1","5014009","0"
"","60","604","604","31","30","5014","","1","5014010","1"
"","0","611","611","31","0","5014","","1","5014011","1"
"","0","700","700","31","0","5014","","1","5014012","0"
"","0","701","701","31","0","5014","","1","5014013","0"
"","0","702","702","31","0","5014","","1","5014014","0"
"","0","800","800","31","0","5014","","1","5014015","0"
"","60","902","902","31","30","5014","","1","5014016","1"
"","","","1","93","","5014","","","5014017",""
"","wac_birthday_reaction_03","wac_birthday_reaction_02","100111","3","0","5014","0.2","1","5014018","0.2"
"","","","0.1","93","","5014","","","5014019",""
"","wac_birthday_reaction_04","wac_birthday_reaction_01","100311","3","0","5014","0.2","1","5014020","0.2"
"","","","0.3","93","","5014","","","5014021",""
"","","wac_birthday_run_01","100211","3","1","5014","","","5014022","0.2"
"","3","0","100211","2","-70","5014","","","5014023",""
"","","","2.5","93","","5014","","","5014024",""
"","","1","602","32","","5014","","","5014025",""
"","","","0.6","93","","5014","","","5014026",""
"","","0","600","32","","5014","","","5014027",""
"","","0","611","32","","5014","","","5014028",""
"","","0","604","32","","5014","","","5014029",""
"","","1","701","32","","5014","","","5014030",""
"","0.01","0","902","33","0","5014","","","5014031",""
"","wac_birthday_wish_04","wac_birthday_blowout_01","100211","3","0","5014","0.2","1","5014032","0.2"
"","0.01","-200","100211","2","-330","5014","","","5014033",""
"","","wac_birthday_idle_normal","100311","3","1","5014","","","5014034","0.2"
"","0.01","180","100311","2","-320","5014","","","5014035",""
"","","wac_birthday_idle_smile","100111","3","1","5014","","","5014036","0.2"
"","0.01","320","100111","2","-340","5014","","","5014037",""
"","","","0","93","","5014","","","5014038",""
"","","1","800","32","","5014","","","5014039",""
"","","","0.7","93","","5014","","","5014040",""
"","","1","702","32","","5014","","","5014041",""
"","","","0.5","93","","5014","","","5014042",""
"","","se_sys_login_birthday_blow_candle","se_common","23","0","5014","","","5014043",""
"","","0","701","32","","5014","","","5014044",""
"","","","0.4","93","","5014","","","5014045",""
"","","se_sys_login_birthday_cracker","se_common","23","0","5014","","","5014046",""
"","","1","700","32","","5014","","","5014047",""
"","","se_sys_login_birthday_calendar_applause","se_common","23","0","5014","","","5014048",""
"","wac_birthday_idle_normal","wac_birthday_clap","100311","3","0","5014","0.2","1","5014049","0.2"
"","","","0.1","93","","5014","","","5014050",""
"","wac_birthday_idle_smile","wac_birthday_clap","100111","3","0","5014","0.2","1","5014051","0.2"
"","","","2","93","","5014","","","5014052",""
"","","","1","131","","5014","","","5014053",""
"","0","vo_wac_05014_000","vo_wac_05014","21","0","5014","","","5014054",""
"0.5","1","這是給我的生日蛋糕嗎！？\n謝、謝謝……！\n……這該不會，\n是你們兩位親手做的吧？","100211","11","10","5014","0","1","5014055","0"
"","","","0","91","","5014","","","5014056",""
"","","wac_birthday_idle_wish","100211","3","1","5014","","","5014057","0.2"
"","","wac_birthday_talk_normal","100311","3","1","5014","","","5014058","0.2"
"","0","vo_wac_05014_001","vo_wac_05014","21","0","5014","","","5014059",""
"0.5","1","嗯，是我跟日和一起做的。\n我們總是受到優衣的幫助，\n想說至少要回個禮給妳。\n……生日快樂，優衣。","100311","11","10","5014","0","1","5014060","0"
"","","","0","91","","5014","","","5014061",""
"","","wac_birthday_idle_normal","100311","3","1","5014","","","5014062","0.2"
"","","wac_birthday_talk_sad","100211","3","1","5014","","","5014063","0.2"
"","0","vo_wac_05014_002","vo_wac_05014","21","0","5014","","","5014064",""
"0.5","1","哪、哪有……我才是老是\n受到你們的幫助……對、對不起！\n你們特地為我慶祝，\n我都開心到要哭了……！","100211","11","10","5014","0","1","5014065","0"
"","","","0","91","","5014","","","5014066",""
"","","wac_birthday_talk_smile","100211","3","1","5014","","","5014067","0.2"
"","0","vo_wac_05014_003","vo_wac_05014","21","0","5014","","","5014068",""
"0.5","1","騎士先生，也很謝謝你。\n能收到大家的祝福，\n我超級幸福的……！\n我會用心品嚐喔！","100211","11","10","5014","0","1","5014069","0"
"","","","0","91","","5014","","","5014070",""
"","","","0","22","","5014","","","5014071",""
"","","bgm_M321_2C","bgm_M321","25","","5214","","","5214001",""
"wac_birthday_idle_normal","-1000","105511","1","1","250","5214","0","-70","5214002","2"
"wac_birthday_idle_doya","170","105311","1","1","256","5214","1","-260","5214003","2"
"wac_birthday_idle_normal","270","104511","1","1","259","5214","1","-310","5214004","2"
"wac_birthday_idle_wish","410","100811","1","1","257","5214","1","-270","5214005","2"
"wac_birthday_idle_kyapi","510","103011","1","1","258","5214","1","-310","5214006","2"
"","","300","105511","13","","5214","","","5214007",""
"","","300","105311","13","","5214","","","5214008",""
"","0","600","600","31","0","5214","","1","5214009","1"
"","0","602","602","31","0","5214","","1","5214010","0"
"","0","603","603","31","0","5214","","1","5214011","0"
"","60","604","604","31","30","5214","","1","5214012","1"
"","0","611","611","31","0","5214","","1","5214013","1"
"","0","700","700","31","0","5214","","1","5214014","0"
"","0","701","701","31","0","5214","","1","5214015","0"
"","0","702","702","31","0","5214","","1","5214016","0"
"","0","800","800","31","0","5214","","1","5214017","0"
"","60","903","903","31","30","5214","","1","5214018","1"
"","","","1","93","","5214","","","5214019",""
"","wac_birthday_reaction_03","wac_birthday_reaction_05","104511","3","0","5214","0.2","1","5214020","0.2"
"","wac_birthday_reaction_03","wac_birthday_reaction_01","105311","3","0","5214","0.2","1","5214021","0.2"
"","","","0.1","93","","5214","","","5214022",""
"","wac_birthday_reaction_04","wac_birthday_reaction_01","100811","3","0","5214","0.2","1","5214023","0.2"
"","wac_birthday_reaction_03","wac_birthday_reaction_02","103011","3","0","5214","0.2","1","5214024","0.2"
"","","","0.3","93","","5214","","","5214025",""
"","","wac_birthday_run_01","105511","3","1","5214","","","5214026","0.2"
"","3","0","105511","2","-70","5214","","","5214027",""
"","","","2.5","93","","5214","","","5214028",""
"","","1","602","32","","5214","","","5214029",""
"","","","0.6","93","","5214","","","5214030",""
"","","0","600","32","","5214","","","5214031",""
"","","0","611","32","","5214","","","5214032",""
"","","0","604","32","","5214","","","5214033",""
"","","1","701","32","","5214","","","5214034",""
"","0.01","0","903","33","0","5214","","","5214035",""
"","wac_birthday_wish_04","wac_birthday_blowout_03","105511","3","0","5214","0.2","1","5214036","0.2"
"","0.01","-200","105511","2","-330","5214","","","5214037",""
"","","wac_birthday_idle_doya","105311","3","1","5214","","","5214038","0.2"
"","0.01","150","105311","2","-320","5214","","","5214039",""
"","","wac_birthday_idle_normal","104511","3","1","5214","","","5214040","0.2"
"","0.01","260","104511","2","-360","5214","","","5214041",""
"","","wac_birthday_idle_wish","100811","3","1","5214","","","5214042","0.2"
"","0.01","400","100811","2","-320","5214","","","5214043",""
"","","wac_birthday_idle_kyapi","103011","3","1","5214","","","5214044","0.2"
"","0.01","500","103011","2","-340","5214","","","5214045",""
"","","","0","93","","5214","","","5214046",""
"","","1","800","32","","5214","","","5214047",""
"","","","0.7","93","","5214","","","5214048",""
"","","1","702","32","","5214","","","5214049",""
"","","","0.5","93","","5214","","","5214050",""
"","","se_sys_login_birthday_blow_candle","se_common","23","0","5214","","","5214051",""
"","","0","701","32","","5214","","","5214052",""
"","","","0.4","93","","5214","","","5214053",""
"","","se_sys_login_birthday_cracker","se_common","23","0","5214","","","5214054",""
"","","1","700","32","","5214","","","5214055",""
"","","se_sys_login_birthday_calendar_applause","se_common","23","0","5214","","","5214056",""
"","wac_birthday_idle_doya","wac_birthday_clap","105311","3","0","5214","0.2","1","5214057","0.2"
"","wac_birthday_idle_wish","wac_birthday_clap_to_wish","100811","3","0","5214","0.2","1","5214058","0.2"
"","","","0.1","93","","5214","","","5214059",""
"","wac_birthday_idle_normal","wac_birthday_clap","104511","3","0","5214","0.2","1","5214060","0.2"
"","","","0.1","93","","5214","","","5214061",""
"","wac_birthday_idle_kyapi","wac_birthday_clap","103011","3","0","5214","0.2","1","5214062","0.2"
"","","","2","93","","5214","","","5214063",""
"","","","1","131","","5214","","","5214064",""
"","0","vo_wac_05214_000","vo_wac_05214","21","0","5214","","","5214065",""
"0.5","1","哇，這是生日蛋糕嗎？\n生日快樂～\n不過是誰的……咦，我、我！？\n你們記得我的生日嗎……？","105511","11","10","5214","0","1","5214066","0"
"","","","0","91","","5214","","","5214067",""
"","","wac_birthday_idle_wish","105511","3","1","5214","","","5214068","0.2"
"","","wac_birthday_talk_smile","105311","3","1","5214","","","5214069","0.2"
"","0","vo_wac_05214_001","vo_wac_05214","21","0","5214","","","5214070",""
"0.5","1","怎麼可能會忘啊！\n步未可是本公會少數的良心……\n不，是重要的存在啊！\n讓我替妳大肆慶祝吧！生日快樂！","105311","11","10","5214","0","1","5214071","0"
"","","","0","91","","5214","","","5214072",""
"","","wac_birthday_idle_doya","105311","3","1","5214","","","5214073","0.2"
"","","wac_birthday_talk_wish","105511","3","1","5214","","","5214074","0.2"
"","0","vo_wac_05214_002","vo_wac_05214","21","0","5214","","","5214075",""
"0.5","1","咦、呃……\n我不是在作夢吧？\n我捏一下臉頰……好痛！\n果然不是夢！","105511","11","10","5214","0","1","5214076","0"
"","","","0","91","","5214","","","5214077",""
"","","wac_birthday_talk_smile","105511","3","1","5214","","","5214078","0.2"
"","0","vo_wac_05214_003","vo_wac_05214","21","0","5214","","","5214079",""
"0.5","1","嗚……謝、謝謝你們！\n還能收到前輩的祝福，\n我真的很開心！\n嘿嘿，我會用心品嚐的……♪","105511","11","10","5214","0","1","5214080","0"
"","","","0","91","","5214","","","5214081",""
"","","","0","22","","5214","","","5214082",""
"","","bgm_M321_2C","bgm_M321","25","","5514","","","5514001",""
"wac_birthday_idle_normal","-1000","101611","1","1","250","5514","0","-70","5514002","2"
"wac_birthday_idle_normal","230","105011","1","1","256","5514","1","-270","5514003","2"
"wac_birthday_idle_smile","410","101811","1","1","257","5514","1","-310","5514004","2"
"","","300","101611","13","","5514","","","5514005",""
"","","300","105011","13","","5514","","","5514006",""
"","0","600","600","31","0","5514","","1","5514007","1"
"","0","602","602","31","0","5514","","1","5514008","0"
"","0","603","603","31","0","5514","","1","5514009","0"
"","60","604","604","31","30","5514","","1","5514010","1"
"","0","611","611","31","0","5514","","1","5514011","1"
"","0","700","700","31","0","5514","","1","5514012","0"
"","0","701","701","31","0","5514","","1","5514013","0"
"","0","702","702","31","0","5514","","1","5514014","0"
"","0","800","800","31","0","5514","","1","5514015","0"
"","60","904","904","31","30","5514","","1","5514016","1"
"","","","1","93","","5514","","","5514017",""
"","wac_birthday_reaction_04","wac_birthday_reaction_01","101811","3","0","5514","0.2","1","5514018","0.2"
"","","","0.1","93","","5514","","","5514019",""
"","wac_birthday_reaction_03","wac_birthday_reaction_05","105011","3","0","5514","0.2","1","5514020","0.2"
"","","","0.3","93","","5514","","","5514021",""
"","","wac_birthday_run_01","101611","3","1","5514","","","5514022","0.2"
"","3","0","101611","2","-70","5514","","","5514023",""
"","","","2.5","93","","5514","","","5514024",""
"","","1","602","32","","5514","","","5514025",""
"","","","0.6","93","","5514","","","5514026",""
"","","0","600","32","","5514","","","5514027",""
"","","0","611","32","","5514","","","5514028",""
"","","0","604","32","","5514","","","5514029",""
"","","1","701","32","","5514","","","5514030",""
"","0.01","0","904","33","0","5514","","","5514031",""
"","wac_birthday_wish_03","wac_birthday_blowout_02","101611","3","0","5514","0.2","1","5514032","0.2"
"","0.01","-200","101611","2","-330","5514","","","5514033",""
"","","wac_birthday_idle_smile","105011","3","1","5514","","","5514034","0.2"
"","0.01","180","105011","2","-320","5514","","","5514035",""
"","","wac_birthday_idle_wish","101811","3","1","5514","","","5514036","0.2"
"","0.01","320","101811","2","-340","5514","","","5514037",""
"","","","0","93","","5514","","","5514038",""
"","","1","800","32","","5514","","","5514039",""
"","","","0.7","93","","5514","","","5514040",""
"","","1","702","32","","5514","","","5514041",""
"","","","0.5","93","","5514","","","5514042",""
"","","se_sys_login_birthday_blow_candle","se_common","23","0","5514","","","5514043",""
"","","0","701","32","","5514","","","5514044",""
"","","","0.4","93","","5514","","","5514045",""
"","","se_sys_login_birthday_cracker","se_common","23","0","5514","","","5514046",""
"","","1","700","32","","5514","","","5514047",""
"","","se_sys_login_birthday_calendar_applause","se_common","23","0","5514","","","5514048",""
"","wac_birthday_idle_smile","wac_birthday_clap","105011","3","0","5514","0.2","1","5514049","0.2"
"","","","0.1","93","","5514","","","5514050",""
"","wac_birthday_idle_wish","wac_birthday_clap_to_wish","101811","3","0","5514","0.2","1","5514051","0.2"
"","","","2","93","","5514","","","5514052",""
"","","","1","131","","5514","","","5514053",""
"","0","vo_wac_05514_000","vo_wac_05514","21","0","5514","","","5514054",""
"0.5","1","哇哇，這是給人家的生日蛋糕？\n沒聽說你們有準備這個啊～！\n人家要感動到哭了啦！","101611","11","10","5514","0","1","5514055","0"
"","","","0","91","","5514","","","5514056",""
"","","wac_birthday_idle_kyapi","101611","3","1","5514","","","5514057","0.2"
"","","wac_birthday_talk_smile","105011","3","1","5514","","","5514058","0.2"
"","0","vo_wac_05514_001","vo_wac_05514","21","0","5514","","","5514059",""
"0.5","1","哼哼，妳可要好好感謝我們啊～\n這可是我跟伊緒熬夜做……不！\n做蛋糕沒花我們什麼力氣啦！\n那個……生日快樂，鈴奈。","105011","11","10","5514","0","1","5514060","0"
"","","","0","91","","5514","","","5514061",""
"","","wac_birthday_idle_smile","105011","3","1","5514","","","5514062","0.2"
"","","wac_birthday_talk_smile","101611","3","1","5514","","","5514063","0.2"
"","0","vo_wac_05514_002","vo_wac_05514","21","0","5514","","","5514064",""
"0.5","1","啊哈哈，嗯，謝謝妳！\n難怪美咲跟小伊緒\n一大早就有一股甜～甜的味道呢～","101611","11","10","5514","0","1","5514065","0"
"","","","0","91","","5514","","","5514066",""
"","","wac_birthday_talk_kyapi","101611","3","1","5514","","","5514067","0.2"
"","0","vo_wac_05514_003","vo_wac_05514","21","0","5514","","","5514068",""
"0.5","1","朋友果然是\n不可或缺的……♪\n好，大家來開派對吧！\n秀才當然也要一起囉！","101611","11","10","5514","0","1","5514069","0"
"","","","0","91","","5514","","","5514070",""
"","","","0","22","","5514","","","5514071",""
"","","bgm_M321_2C","bgm_M321","25","","6214","","","6214001",""
"wac_birthday_idle_normal","-1000","106731","1","1","250","6214","0","-70","6214002","2"
"wac_birthday_idle_doya","230","106611","1","1","256","6214","1","-270","6214003","2"
"wac_birthday_idle_normal","410","106511","1","1","257","6214","1","-310","6214004","2"
"","","300","106731","13","","6214","","","6214005",""
"","","300","106611","13","","6214","","","6214006",""
"","0","600","600","31","0","6214","","1","6214007","1"
"","0","602","602","31","0","6214","","1","6214008","0"
"","0","603","603","31","0","6214","","1","6214009","0"
"","60","604","604","31","30","6214","","1","6214010","1"
"","0","611","611","31","0","6214","","1","6214011","1"
"","0","700","700","31","0","6214","","1","6214012","0"
"","0","701","701","31","0","6214","","1","6214013","0"
"","0","702","702","31","0","6214","","1","6214014","0"
"","0","800","800","31","0","6214","","1","6214015","0"
"","60","905","905","31","30","6214","","1","6214016","1"
"","","","1","93","","6214","","","6214017",""
"","wac_birthday_reaction_03","wac_birthday_reaction_02","106511","3","0","6214","0.2","1","6214018","0.2"
"","","","0.1","93","","6214","","","6214019",""
"","wac_birthday_reaction_03","wac_birthday_reaction_01","106611","3","0","6214","0.2","1","6214020","0.2"
"","","","0.3","93","","6214","","","6214021",""
"","","wac_birthday_run_01","106731","3","1","6214","","","6214022","0.2"
"","3","0","106731","2","-70","6214","","","6214023",""
"","","","2.5","93","","6214","","","6214024",""
"","","1","602","32","","6214","","","6214025",""
"","","","0.6","93","","6214","","","6214026",""
"","","0","600","32","","6214","","","6214027",""
"","","0","611","32","","6214","","","6214028",""
"","","0","604","32","","6214","","","6214029",""
"","","1","701","32","","6214","","","6214030",""
"","0.01","0","905","33","0","6214","","","6214031",""
