dfb4ebc47b16176c8cba16d3426d80a2dccbbc3152a920fff5c35bca63b35762,d77a9601fc6430e7577ac6e14525d611bafe0ceffedffeefbb552e308a4f8eaf,55319ebe7e3488d8b030d221df05175fec17c0ad9bca9e54fc31fa20eb884042,81a54fc1c832c609af8ff3c7aa7e250782ad9b2af2e72e6b967e7717ce335064,1ee4bb25d220f876591be30e3dc2ec59b810efe918ee8e99b3a2acaa5ae20c6a,186d7823e40886569a51ff400375be319a9e4c4f37eb9f43f52c70b680620bae,c9082127d786b4527f5f69b245fe395fb90084eb3801f76b4f8e9b07202a4f05,d2af7a8da03dcd64b8ee382c6026fa16ea7eced5a4b18658bcb92c149b10a349,1a83cf76a0a55a57e2af5070dcda787b961ec5fd9bea889bde2c791dbb6a4615,ee0281924ff31a87f2cf6253b2f324dd1162a53861a5bdd78c3e82e1de6f4f5b,0c921401d70077911d77ca520e1772804c98119b1a5635ecf7ba4489b9cf007c,69190ee7641e5e6602d1cc37aac6db0069da6dd45f855d4a1fd824bb374506d5,109541f9d9cc6fc04c94238b71517e3b686958c9eee07904aec9d33b2a670e86,70c141c88d19722662d19d01b6d354e2cd67e717f0e98323d305d5ed65b3003a
"挑戰 1 次哀嘆之女神吧（全難易度共通） ","2019/08/03 15:59:59","9012","0","101","2019/07/17 16:00:00","0","601","0","10012","61012001","6008","1","61012001"
"完成10次活動冒險","2019/08/03 15:59:59","9004","0","102","2019/07/17 16:00:00","0","601","0","10012","61012002","6004","10","61012002"
"挑戰 1 次元核‧巨靈吧（全難易度皆可） ","2019/08/19 15:59:59","9012","0","101","2019/08/01 16:00:00","0","601","0","10013","61013001","6008","1","61013001"
"完成10次活動冒險","2019/08/19 15:59:59","9004","0","102","2019/08/01 16:00:00","0","601","0","10013","61013002","6004","10","61013002"
"挑戰1次席茲吧（全難易度皆可） ","2019/08/26 15:59:59","9012","0","101","2019/08/16 16:00:00","0","601","0","10014","61014001","6008","1","61014001"
"完成10次活動冒險","2019/08/26 15:59:59","9004","0","102","2019/08/16 16:00:00","0","601","0","10014","61014002","6004","10","61014002"
"挑戰 1 次惡代官吧（全難易度皆可） ","2019/09/18 15:59:59","9012","0","101","2019/09/03 16:00:00","0","601","0","10015","61015001","6008","1","61015001"
"完成10次活動冒險","2019/09/18 15:59:59","9004","0","102","2019/09/03 16:00:00","0","601","0","10015","61015002","6004","10","61015002"
"挑戰1次阿爾瑪吧（全難易度皆可）","2019/09/27 15:59:59","9012","0","101","2019/09/17 16:00:00","0","601","0","10016","61016001","6008","1","61016001"
"完成10次活動冒險","2019/09/27 15:59:59","9004","0","102","2019/09/17 16:00:00","0","601","0","10016","61016002","6004","10","61016002"
"挑戰 1 次貝特魯吉烏斯吧（全難易度皆可） ","2019/10/18 15:59:59","9012","0","101","2019/10/01 16:00:00","0","601","0","10017","61017001","6008","1","61017001"
"完成10次活動冒險","2019/10/18 15:59:59","9004","0","102","2019/10/01 16:00:00","0","601","0","10017","61017002","6004","10","61017002"
"挑戰食屍巨狼1次（全難易度皆可）","2019/10/27 15:59:59","9012","0","101","2019/10/17 16:00:00","0","601","0","10018","61018001","6008","1","61018001"
"完成10次活動冒險","2019/10/27 15:59:59","9004","0","102","2019/10/17 16:00:00","0","601","0","10018","61018002","6004","10","61018002"
"挑戰 1 次雨神大人吧（全難易度皆可）","2019/11/18 15:59:59","9012","0","101","2019/11/01 16:00:00","0","601","0","10019","61019001","6008","1","61019001"
"完成10次活動冒險","2019/11/18 15:59:59","9004","0","102","2019/11/01 16:00:00","0","601","0","10019","61019002","6004","10","61019002"
"挑戰1次天塔帕斯（全難易度皆可）","2019/11/27 15:59:59","9012","0","101","2019/11/17 16:00:00","0","601","0","10020","61020001","6008","1","61020001"
"完成10次活動冒險","2019/11/27 15:59:59","9004","0","102","2019/11/17 16:00:00","0","601","0","10020","61020002","6004","10","61020002"
"挑戰 1 次奄美魔物吧（全難易度皆可）","2019/12/17 15:59:59","9012","0","101","2019/12/02 16:00:00","0","601","0","10021","61021001","6008","1","61021001"
"完成10次活動冒險","2019/12/17 15:59:59","9004","0","102","2019/12/02 16:00:00","0","601","0","10021","61021002","6004","10","61021002"
"挑戰1次島鯨（全難易度皆可）","2019/12/26 15:59:59","9012","0","101","2019/12/17 16:00:00","0","601","0","10022","61022001","6008","1","61022001"
"完成10次活動冒險","2019/12/26 15:59:59","9004","0","102","2019/12/17 16:00:00","0","601","0","10022","61022002","6004","10","61022002"
"挑戰 1 次劇毒曼德拉草吧（全難易度皆可）","2020/01/19 15:59:59","9012","0","101","2020/01/02 16:00:00","0","601","0","10023","61023001","6008","1","61023001"
"完成10次活動冒險","2020/01/19 15:59:59","9004","0","102","2020/01/02 16:00:00","0","601","0","10023","61023002","6004","10","61023002"
"挑戰1次亡靈鎧甲（全難度共通）","2020/01/26 15:59:59","9012","0","101","2020/01/16 16:00:00","0","601","0","10024","61024001","6008","1","61024001"
"完成10次活動冒險","2020/01/26 15:59:59","9004","0","102","2020/01/16 16:00:00","0","601","0","10024","61024002","6004","10","61024002"
"挑戰 1 次幻影男爵吧（全難易度共通） ","2020/02/21 15:59:59","9012","0","101","2020/02/04 16:00:00","0","601","0","10025","61025001","6008","1","61025001"
"完成10次活動冒險","2020/02/21 15:59:59","9004","0","102","2020/02/04 16:00:00","0","601","0","10025","61025002","6004","10","61025002"
"挑戰 1 次傑克南瓜布丁吧（全難易度皆可） ","2020/02/28 15:59:59","9012","0","101","2020/02/18 16:00:00","0","601","0","10026","61026001","6008","1","61026001"
"完成10次活動冒險","2020/02/28 15:59:59","9004","0","102","2020/02/18 16:00:00","0","601","0","10026","61026002","6004","10","61026002"
"挑戰 1 次似龍生物吧（全難易度共通） ","2020/03/19 15:59:59","9012","0","101","2020/03/02 16:00:00","0","601","0","10027","61027001","6008","1","61027001"
"完成10次活動冒險","2020/03/19 15:59:59","9004","0","102","2020/03/02 16:00:00","0","601","0","10027","61027002","6004","10","61027002"
"挑戰 1 次奧拉姆吧（全難易度皆可） ","2020/03/26 15:59:59","9012","0","101","2020/03/16 16:00:00","0","601","0","10028","61028001","6008","1","61028001"
"完成10次活動冒險","2020/03/26 15:59:59","9004","0","102","2020/03/16 16:00:00","0","601","0","10028","61028002","6004","10","61028002"
"挑戰 1 次復仇者馴鹿吧（全難易度共通） ","2020/04/19 15:59:59","9012","0","101","2020/04/01 16:00:00","0","601","0","10029","61029001","6008","1","61029001"
"完成10次活動冒險","2020/04/19 15:59:59","9004","0","102","2020/04/01 16:00:00","0","601","0","10029","61029002","6004","10","61029002"
"挑戰 1 次霧奇吧（全難易度皆可） ","2020/04/26 15:59:59","9012","0","101","2020/04/15 16:00:00","0","601","0","10030","61030001","6008","1","61030001"
"完成10次活動冒險","2020/04/26 15:59:59","9004","0","102","2020/04/15 16:00:00","0","601","0","10030","61030002","6004","10","61030002"
"挑戰 1 次山神大人吧（全難易度共通） ","2020/05/22 15:59:59","9012","0","101","2020/05/05 16:00:00","0","601","0","10031","61031001","6008","1","61031001"
"完成10次活動冒險","2020/05/22 15:59:59","9004","0","102","2020/05/05 16:00:00","0","601","0","10031","61031002","6004","10","61031002"
"挑戰 1 次邪餅神鏡餅吧（全難易度共通） ","2020/05/29 15:59:59","9012","0","101","2020/05/19 16:00:00","0","601","0","10032","61032001","6008","1","61032001"
"完成10次活動冒險","2020/05/29 15:59:59","9004","0","102","2020/05/19 16:00:00","0","601","0","10032","61032002","6004","10","61032002"
"挑戰 1 次反逆獸吧（全難易度共通） ","2020/06/21 15:59:59","9012","0","101","2020/06/03 16:00:00","0","601","0","10033","61033001","6008","1","61033001"
"完成10次活動冒險","2020/06/21 15:59:59","9004","0","102","2020/06/03 16:00:00","0","601","0","10033","61033002","6004","10","61033002"
"挑戰 1 次醜陋可愛吧（全難易度共通） ","2020/06/28 15:59:59","9012","0","10034101","2020/06/17 16:00:00","0","601","0","10034","61034001","6008","1","61034001"
"完成10次活動冒險","2020/06/28 15:59:59","9004","0","10034102","2020/06/17 16:00:00","0","601","0","10034","61034002","6004","10","61034002"
"挑戰 1 次Boss吧（前後篇的全難易度共通）","2020/10/26 15:59:59","9012","0","10035101","2020/09/30 16:00:00","0","601","0","10035","61035001","6008","1","61035001"
"完成10次活動冒險（前後篇共通）","2020/10/26 15:59:59","9004","0","10035102","2020/09/30 16:00:00","0","601","0","10035","61035002","6004","10","61035002"
"挑戰 1 次哀嘆之女神吧（全難易度共通） ","2020/08/28 15:59:59","9012","0","10037101","2020/08/17 16:00:00","0","601","0","10037","61037001","6008","1","61037001"
"完成10次活動冒險","2020/08/28 15:59:59","9004","0","10037102","2020/08/17 16:00:00","0","601","0","10037","61037002","6004","10","61037002"
"挑戰 1 次好朋友X吧（全難易度共通） ","2020/07/19 15:59:59","9012","0","10038101","2020/07/02 16:00:00","0","601","0","10038","61038001","6008","1","61038001"
"完成10次活動冒險","2020/07/19 15:59:59","9004","0","10038102","2020/07/02 16:00:00","0","601","0","10038","61038002","6004","10","61038002"
"挑戰 1 次元核‧巨靈吧（全難易度皆可） ","2020/07/26 15:59:59","9012","0","10039101","2020/07/16 16:00:00","0","601","0","10039","61039001","6008","1","61039001"
"完成10次活動冒險","2020/07/26 15:59:59","9004","0","10039102","2020/07/16 16:00:00","0","601","0","10039","61039002","6004","10","61039002"
"挑戰 1 次忍者首領半藏吧（全難易度共通） ","2020/08/21 15:59:59","9012","0","101","2020/08/03 16:00:00","0","601","0","10040","61040001","6008","1","61040001"
"完成10次活動冒險","2020/08/21 15:59:59","9004","0","102","2020/08/03 16:00:00","0","601","0","10040","61040002","6004","10","61040002"
"挑戰 1 次惡代官吧（全難易度皆可） ","2020/09/28 15:59:59","9012","0","10041101","2020/09/18 16:00:00","0","601","0","10041","61041001","6008","1","61041001"
"完成10次活動冒險","2020/09/28 15:59:59","9004","0","10041102","2020/09/18 16:00:00","0","601","0","10041","61041002","6004","10","61041002"
"挑戰 1 次黑之王賈巴沃克吧（全難易度共通） ","2020/09/18 15:59:59","9012","0","10042101","2020/09/04 16:00:00","0","601","0","10042","61042001","6008","1","61042001"
"完成10次活動冒險","2020/09/18 15:59:59","9004","0","10042102","2020/09/04 16:00:00","0","601","0","10042","61042002","6004","10","61042002"
"挑戰 1 次雨神大人吧（全難易度共通） ","2020/10/28 15:59:59","9012","0","10043101","2020/10/19 16:00:00","0","601","0","10043","61043001","6008","1","61043001"
"完成10次活動冒險","2020/10/28 15:59:59","9004","0","10043102","2020/10/19 16:00:00","0","601","0","10043","61043002","6004","10","61043002"
"挑戰 1 次覺醒‧覺醒‧花心星吧（全難易度共通） ","2020/11/20 15:59:59","9012","0","10044101","2020/11/02 16:00:00","0","601","0","10044","61044001","6008","1","61044001"
"完成10次活動冒險","2020/11/20 15:59:59","9004","0","10044102","2020/11/02 16:00:00","0","601","0","10044","61044002","6004","10","61044002"
"挑戰 1 次奄美魔物吧（全難易度共通） ","2020/11/27 15:59:59","9012","0","10045101","2020/11/17 16:00:00","0","601","0","10045","61045001","6008","1","61045001"
"完成10次活動冒險","2020/11/27 15:59:59","9004","0","10045102","2020/11/17 16:00:00","0","601","0","10045","61045002","6004","10","61045002"
"挑戰 1 次海岸暴君‧鮫吉吧（全難易度共通） ","2020/12/22 15:59:59","9012","0","10046101","2020/12/04 16:00:00","0","601","0","10046","61046001","6008","1","61046001"
"完成10次活動冒險","2020/12/22 15:59:59","9004","0","10046102","2020/12/04 16:00:00","0","601","0","10046","61046002","6004","10","61046002"
"挑戰 1 次劇毒曼德拉草吧（全難易度共通） ","2020/12/27 15:59:59","9012","0","101","2020/12/18 16:00:00","0","601","0","10047","61047001","6008","1","61047001"
"完成10次活動冒險","2020/12/27 15:59:59","9004","0","102","2020/12/18 16:00:00","0","601","0","10047","61047002","6004","10","61047002"
"挑戰 1 次失控的純潔之弓吧（全難易度共通） ","2021/01/18 15:59:59","9012","0","10048101","2020/12/31 16:00:00","0","601","0","10048","61048001","6008","1","61048001"
"完成10次活動冒險","2021/01/18 15:59:59","9004","0","10048102","2020/12/31 16:00:00","0","601","0","10048","61048002","6004","10","61048002"
"挑戰 1 次幻影男爵吧（全難易度共通） ","2021/01/27 15:59:59","9012","0","10049101","2021/01/18 16:00:00","0","601","0","10049","61049001","6008","1","61049001"
"完成10次活動冒險","2021/01/27 15:59:59","9004","0","10049102","2021/01/18 16:00:00","0","601","0","10049","61049002","6004","10","61049002"
"挑戰1次驚叫鬼魂教父吧（全難易度共通） ","2021/02/19 15:59:59","9012","0","10050101","2021/02/01 16:00:00","0","601","0","10050","61050001","6008","1","61050001"
"完成10次活動冒險","2021/02/19 15:59:59","9004","0","10050102","2021/02/01 16:00:00","0","601","0","10050","61050002","6004","10","61050002"
"挑戰 1 次似龍生物吧（全難易度共通） ","2021/02/28 15:59:59","9012","0","10051101","2021/02/19 16:00:00","0","601","0","10051","61051001","6008","1","61051001"
"完成10次活動冒險","2021/02/28 15:59:59","9004","0","10051102","2021/02/19 16:00:00","0","601","0","10051","61051002","6004","10","61051002"
"挑戰1次反逆獸 de M吧（全難易度共通） ","2021/03/20 15:59:59","9012","0","10052101","2021/03/02 16:00:00","0","601","0","10052","61052001","6008","1","61052001"
"完成10次活動冒險","2021/03/20 15:59:59","9004","0","10052102","2021/03/02 16:00:00","0","601","0","10052","61052002","6004","10","61052002"
"挑戰 1 次貝特魯吉烏斯吧（全難易度皆可） ","2021/04/30 15:59:59","9012","0","10053101","2021/04/16 16:00:00","0","601","0","10053","61053001","6008","1","61053001"
"完成10次活動冒險","2021/04/30 15:59:59","9004","0","10053102","2021/04/16 16:00:00","0","601","0","10053","61053002","6004","10","61053002"
"挑戰1次被操控的雪人（全難易度共通） ","2021/04/19 15:59:59","9012","0","10054101","2021/04/01 16:00:00","0","601","0","10054","61054001","6008","1","61054001"
"完成10次活動冒險","2021/04/19 15:59:59","9004","0","10054102","2021/04/01 16:00:00","0","601","0","10054","61054002","6004","10","61054002"
"挑戰 1 次復仇者馴鹿吧（全難易度共通） ","2021/03/26 15:59:59","9012","0","10055101","2021/03/17 16:00:00","0","601","0","10055","61055001","6008","1","61055001"
"完成10次活動冒險","2021/03/26 15:59:59","9004","0","10055102","2021/03/17 16:00:00","0","601","0","10055","61055002","6004","10","61055002"
"挑戰1次究極金槍鮪（全難易度共通） ","2021/05/22 15:59:59","9012","0","10056101","2021/05/04 16:00:00","0","601","0","10056","61056001","6008","1","61056001"
"完成10次活動冒險","2021/05/22 15:59:59","9004","0","10056102","2021/05/04 16:00:00","0","601","0","10056","61056002","6004","10","61056002"
"挑戰 1 次山神大人吧（全難易度共通） ","2021/05/28 14:59:59","9012","0","10057101","2021/05/19 16:00:00","0","601","0","10057","61057001","6008","1","61057001"
"完成10次活動冒險","2021/05/28 14:59:59","9004","0","10057102","2021/05/19 16:00:00","0","601","0","10057","61057002","6004","10","61057002"
"挑戰 1 次Boss吧（前後篇的全難易度共通）","2021/06/26 15:59:59","9012","0","10058101","2021/06/02 16:00:00","0","601","0","10058","61058001","6008","1","61058001"
"完成10次活動冒險（前後篇共通）","2021/06/26 15:59:59","9004","0","10058102","2021/06/02 16:00:00","0","601","0","10058","61058002","6004","10","61058002"
"挑戰 1 次反逆獸吧（全難易度共通） ","2021/06/27 15:59:59","9012","0","10060101","2021/06/18 16:00:00","0","601","0","10060","61060001","6008","1","61060001"
"完成10次活動冒險","2021/06/27 15:59:59","9004","0","10060102","2021/06/18 16:00:00","0","601","0","10060","61060002","6004","10","61060002"
"挑戰 1 次魔物的公主吧（全難易度共通） ","2021/07/23 15:59:59","9012","0","10061101","2021/07/05 16:00:00","0","601","0","10061","61061001","6008","1","61061001"
"完成10次活動冒險","2021/07/23 15:59:59","9004","0","10061102","2021/07/05 16:00:00","0","601","0","10061","61061002","6004","10","61061002"
"挑戰 1 次Boss吧（前後篇的全難易度共通）","2021/08/27 15:59:59","9012","0","10062101","2021/08/09 16:00:00","0","601","0","10062","61062001","6008","1","61062001"
"完成10次活動冒險（前後篇共通）","2021/08/27 15:59:59","9004","0","10062102","2021/08/09 16:00:00","0","601","0","10062","61062002","6004","10","61062002"
"挑戰 1 次無名的藝術吧（全難易度共通）","2021/08/20 15:59:59","9012","0","10064101","2021/08/02 16:00:00","0","601","0","10064","61064001","6008","1","61064001"
"完成10次活動冒險","2021/08/20 15:59:59","9004","0","10064102","2021/08/02 16:00:00","0","601","0","10064","61064002","6004","10","61064002"
"挑戰 1 次好朋友X吧（全難易度共通） ","2021/07/28 15:59:59","9012","0","10065101","2021/07/19 16:00:00","0","601","0","10065","61065001","6008","1","61065001"
"完成10次活動冒險","2021/07/28 15:59:59","9004","0","10065102","2021/07/19 16:00:00","0","601","0","10065","61065002","6004","10","61065002"
"挑戰 1 次爆裂‧時間儀吧（全難易度共通） ","2021/09/19 15:59:59","9012","0","10066101","2021/09/01 16:00:00","0","601","0","10066","61066001","6008","1","61066001"
"完成10次活動冒險","2021/09/19 15:59:59","9004","0","10066102","2021/09/01 16:00:00","0","601","0","10066","61066002","6004","10","61066002"
"挑戰 1 次忍者首領半藏吧（全難易度共通） ","2021/09/26 15:59:59","9012","0","10067101","2021/09/17 16:00:00","0","601","0","10067","61067001","6008","1","61067001"
"完成10次活動冒險","2021/09/26 15:59:59","9004","0","10067102","2021/09/17 16:00:00","0","601","0","10067","61067002","6004","10","61067002"
"挑戰 1 次究極機械玩具王吧（全難易度共通） ","2021/10/19 15:59:59","9012","0","10068101","2021/10/01 16:00:00","0","601","0","10068","61068001","6008","1","61068001"
"完成10次活動冒險","2021/10/19 15:59:59","9004","0","10068102","2021/10/01 16:00:00","0","601","0","10068","61068002","6004","10","61068002"
"挑戰 1 次黑之王賈巴沃克吧（全難易度共通） ","2021/10/27 15:59:59","9012","0","10069101","2021/10/18 16:00:00","0","601","0","10069","61069001","6008","1","61069001"
"完成10次活動冒險","2021/10/27 15:59:59","9004","0","10069102","2021/10/18 16:00:00","0","601","0","10069","61069002","6004","10","61069002"
"挑戰 1 次作業吧（全難易度皆可） ","2021/11/19 15:59:59","9012","0","10070101","2021/11/01 16:00:00","0","601","0","10070","61070001","6008","1","61070001"
"完成10次活動冒險","2021/11/19 15:59:59","9004","0","10070102","2021/11/01 16:00:00","0","601","0","10070","61070002","6004","10","61070002"
"挑戰 1 次覺醒‧花心星吧（全難易度共通） ","2021/11/27 15:59:59","9012","0","10071101","2021/11/18 16:00:00","0","601","0","10071","61071001","6008","1","61071001"
"完成10次活動冒險","2021/11/27 15:59:59","9004","0","10071102","2021/11/18 16:00:00","0","601","0","10071","61071002","6004","10","61071002"
"挑戰 1 次女王歌唱水母吧（全難易度共通） ","2021/12/20 15:59:59","9012","0","10072101","2021/12/02 16:00:00","0","601","0","10072","61072001","6008","1","61072001"
"完成10次活動冒險","2021/12/20 15:59:59","9004","0","10072102","2021/12/02 16:00:00","0","601","0","10072","61072002","6004","10","61072002"
"挑戰 1 次海岸暴君‧鮫吉吧（全難易度共通） ","2021/12/26 15:59:59","9012","0","10073101","2021/12/17 16:00:00","0","601","0","10073","61073001","6008","1","61073001"
"完成10次活動冒險","2021/12/26 15:59:59","9004","0","10073102","2021/12/17 16:00:00","0","601","0","10073","61073002","6004","10","61073002"
"挑戰 1 次基古魯博士吧（全難易度共通） ","2022/01/21 15:59:59","9012","0","10074101","2022/01/03 16:00:00","0","601","0","10074","61074001","6008","1","61074001"
"完成10次活動冒險","2022/01/21 15:59:59","9004","0","10074102","2022/01/03 16:00:00","0","601","0","10074","61074002","6004","10","61074002"
"挑戰 1 次失控的純潔之弓吧（全難易度共通） ","2022/01/28 15:59:59","9012","0","10075101","2022/01/19 16:00:00","0","601","0","10075","61075001","6008","1","61075001"
"完成10次活動冒險","2022/01/28 15:59:59","9004","0","10075102","2022/01/19 16:00:00","0","601","0","10075","61075002","6004","10","61075002"
"挑戰 1 次哀暴小棉花糖吧（全難易度共通） ","2022/02/19 15:59:59","9012","0","10076101","2022/02/01 16:00:00","0","601","0","10076","61076001","6008","1","61076001"
"完成10次活動冒險","2022/02/19 15:59:59","9004","0","10076102","2022/02/01 16:00:00","0","601","0","10076","61076002","6004","10","61076002"
"挑戰1次驚叫鬼魂教父吧（全難易度共通） ","2022/02/25 15:59:59","9012","0","10077101","2022/02/16 16:00:00","0","601","0","10077","61077001","6008","1","61077001"
"完成10次活動冒險","2022/02/25 15:59:59","9004","0","10077102","2022/02/16 16:00:00","0","601","0","10077","61077002","6004","10","61077002"
"挑戰 1 次反逆獸‧三重吧（全難易度共通） ","2022/03/19 15:59:59","9012","0","10078101","2022/03/01 16:00:00","0","601","0","10078","61078001","6008","1","61078001"
"完成10次活動冒險","2022/03/19 15:59:59","9004","0","10078102","2022/03/01 16:00:00","0","601","0","10078","61078002","6004","10","61078002"
"挑戰1次反逆獸 de M吧（全難易度共通） ","2022/03/27 15:59:59","9012","0","10079101","2022/03/18 16:00:00","0","601","0","10079","61079001","6008","1","61079001"
"完成10次活動冒險","2022/03/27 15:59:59","9004","0","10079102","2022/03/18 16:00:00","0","601","0","10079","61079002","6004","10","61079002"
"挑戰 1 次孤伶伶的聖誕夜妖精吧（全難易度皆可） ","2022/04/19 15:59:59","9012","0","10080101","2022/04/01 16:00:00","0","601","0","10080","61080001","6008","1","61080001"
"完成10次活動冒險","2022/04/19 15:59:59","9004","0","10080102","2022/04/01 16:00:00","0","601","0","10080","61080002","6004","10","61080002"
"挑戰1次被操控的雪人（全難易度共通） ","2022/04/27 15:59:59","9012","0","10081101","2022/04/18 16:00:00","0","601","0","10081","61081001","6008","1","61081001"
"完成10次活動冒險","2022/04/27 15:59:59","9004","0","10081102","2022/04/18 16:00:00","0","601","0","10081","61081002","6004","10","61081002"
"挑戰 1 次邪牛神哞猛吧（全難易度皆可） ","2022/05/20 15:59:59","9012","0","10082101","2022/05/02 16:00:00","0","601","0","10082","61082001","6008","1","61082001"
"完成10次活動冒險","2022/05/20 15:59:59","9004","0","10082102","2022/05/02 16:00:00","0","601","0","10082","61082002","6004","10","61082002"
"挑戰1次究極金槍鮪（全難易度共通） ","2022/05/28 15:59:59","9012","0","10083101","2022/05/19 16:00:00","0","601","0","10083","61083001","6008","1","61083001"
"完成10次活動冒險","2022/05/28 15:59:59","9004","0","10083102","2022/05/19 16:00:00","0","601","0","10083","61083002","6004","10","61083002"
"【前篇】挑戰 1 次Boss吧（前後篇的全難易度皆可）","2022/06/25 15:59:59","9012","0","10084101","2022/06/01 16:00:00","0","601","0","10084","61084001","6008","1","61084001"
"【前篇】完成 10 次活動冒險吧（前後篇皆可）","2022/06/25 15:59:59","9004","0","10084102","2022/06/01 16:00:00","0","601","0","10084","61084002","6004","10","61084002"
"【後篇】挑戰 1 次Boss吧（前後篇的全難易度皆可）","2022/06/25 15:59:59","9012","0","10085101","2022/06/08 16:00:00","0","601","0","10084","61085001","6008","1","61085001"
"【後篇】完成 10 次活動冒險吧（前後篇皆可）","2022/06/25 15:59:59","9004","0","10085102","2022/06/08 16:00:00","0","601","0","10084","61085002","6004","10","61085002"
