21b875d758476d0d317b152f6fb1e846b9ca06897b01d7c4dc1692f7b9cef1b3,1aeb254da9e06e4520b88739ad6b249134b998e3c374b503e8990422bf3ddbf4,907e80b3c79d45c40ef705809aa05bca8e5f98d63f2401337c61f8d83f44ba0a,8e3c5b14f2ed1fa6065f108499e1b5d00090d7bd813867149efd9c190e44b6b5,60aae2fe86d53ecc3e31ec8cd1d829b5f30722fa53180539ad338515e8479b11,ee1f27568daec2228c0ce275d31dcfe23525b313b122f3b46fc5032b4929f672
"-775","2816","2","2","661","-746"
"-746","2816","2","2","671","-717"
"-717","2816","2","2","681","-688"
"-688","2816","2","2","691","-659"
"-659","2816","2","2","701","-630"
"-630","2816","2","2","711","-601"
"-601","2816","2","2","721","-572"
"-572","2816","2","2","731","-543"
"-543","2816","2","2","741","-514"
"-514","2816","2","2","751","-449"
"-1226","2816","2","3","761","-1153"
"-1153","2816","2","3","771","-1115"
"-1115","2816","2","3","781","-1115"
"-1115","2816","2","3","791","-1077"
"-1077","2816","2","3","801","-1077"
"-1077","2816","2","3","811","-1039"
"-1039","2816","2","3","821","-1001"
"-1001","2816","2","3","831","-1001"
"-1001","2816","2","3","841","-963"
"-963","2816","2","3","851","-963"
"-963","2816","2","3","861","-963"
"-963","2816","2","3","871","-925"
"-925","2816","2","3","881","-887"
"-887","2816","2","3","891","-887"
"-887","2816","2","3","901","-887"
"-887","2816","2","3","911","-849"
"-849","2816","2","3","921","-811"
"-811","2816","2","3","931","-773"
"-773","2816","2","3","941","-735"
"-735","2816","2","3","951","-697"
"-697","2816","2","3","961","-659"
"-659","2816","2","3","971","-621"
"-621","2816","2","3","981","-583"
"-583","2816","2","3","991","-583"
"-583","2816","2","3","1001","-583"
"-583","2816","2","3","1011","-583"
"-583","2816","2","3","1021","-545"
"-545","2816","2","3","1031","-507"
"-507","2816","2","3","1041","-507"
"-507","2816","2","3","1051","-507"
"-507","2816","2","3","1061","-434"
"-1220","2816","2","4","1071","-1137"
"-1137","2816","2","4","1081","-1096"
"-1096","2816","2","4","1091","-1096"
"-1096","2816","2","4","1101","-1096"
"-1096","2816","2","4","1111","-1096"
"-1096","2816","2","4","1121","-1096"
"-1096","2816","2","4","1131","-1055"
"-1055","2816","2","4","1141","-1014"
"-1014","2816","2","4","1151","-1014"
"-1014","2816","2","4","1161","-1014"
"-1014","2816","2","4","1171","-1014"
"-1014","2816","2","4","1181","-973"
"-973","2816","2","4","1191","-932"
"-932","2816","2","4","1201","-891"
"-891","2816","2","4","1211","-891"
"-891","2816","2","4","1221","-891"
"-891","2816","2","4","1231","-891"
"-891","2816","2","4","1241","-850"
"-850","2816","2","4","1251","-809"
"-809","2816","2","4","1261","-809"
"-809","2816","2","4","1271","-809"
"-809","2816","2","4","1281","-768"
"-768","2816","2","4","1291","-727"
"-727","2816","2","4","1301","-686"
"-686","2816","2","4","1311","-686"
"-686","2816","2","4","1321","-645"
"-645","2816","2","4","1331","-604"
"-604","2816","2","4","1341","-563"
"-563","2816","2","4","1351","-522"
"-522","2816","2","4","1361","-439"
"-1230","2816","2","5","1371","-1166"
"-1166","2816","2","5","1381","-1129"
"-1129","2816","2","5","1391","-1129"
"-1129","2816","2","5","1401","-1129"
"-1129","2816","2","5","1411","-1129"
"-1129","2816","2","5","1421","-1092"
"-1092","2816","2","5","1431","-1092"
"-1092","2816","2","5","1441","-1055"
"-1055","2816","2","5","1451","-1018"
"-1018","2816","2","5","1461","-981"
"-981","2816","2","5","1471","-981"
"-981","2816","2","5","1481","-944"
"-944","2816","2","5","1491","-907"
"-907","2816","2","5","1501","-870"
"-870","2816","2","5","1511","-833"
"-833","2816","2","5","1521","-796"
"-796","2816","2","5","1531","-759"
"-759","2816","2","5","1541","-722"
"-722","2816","2","5","1551","-722"
"-722","2816","2","5","1561","-722"
"-722","2816","2","5","1571","-685"
"-685","2816","2","5","1581","-648"
"-648","2816","2","5","1591","-611"
"-611","2816","2","5","1601","-574"
"-574","2816","2","5","1611","-574"
"-574","2816","2","5","1621","-537"
"-537","2816","2","5","1631","-500"
"-500","2816","2","5","1641","-500"
"-500","2816","2","5","1651","-500"
"-500","2816","2","5","1661","-500"
"-500","2816","2","5","1671","-436"
"-1230","2816","2","6","1681","-1115"
"-1115","2816","2","6","1691","-1035"
"-1035","2816","2","6","1701","-955"
"-955","2816","2","6","1711","-875"
"-875","2816","2","6","1721","-795"
"-795","2816","2","6","1731","-715"
"-715","2816","2","6","1741","-715"
"-715","2816","2","6","1751","-635"
"-635","2816","2","6","1761","-635"
"-635","2816","2","6","1771","-635"
"-635","2816","2","6","1781","-635"
"-635","2816","2","6","1782","-635"
"-635","2816","2","6","1791","-555"
"-555","2816","2","6","1801","-440"
"-1225","2816","2","7","1811","-1225"
"-1225","2816","2","7","1821","-1135"
"-1135","2816","2","7","1831","-1080"
"-1080","2816","2","7","1841","-1025"
"-1025","2816","2","7","1851","-970"
"-970","2816","2","7","1861","-915"
"-915","2816","2","7","1871","-860"
"-860","2816","2","7","1881","-860"
"-860","2816","2","7","1891","-805"
"-805","2816","2","7","1901","-750"
"-750","2816","2","7","1911","-695"
"-695","2816","2","7","1921","-695"
"-695","2816","2","7","1931","-640"
"-640","2816","2","7","1941","-640"
"-640","2816","2","7","1951","-585"
"-585","2816","2","7","1961","-530"
"-530","2816","2","7","1971","-440"
"-440","2816","2","7","1981","-440"
"-1480","2816","1","8","1991","-1380"
"-1380","2816","1","8","2001","-1380"
"-1380","2816","1","8","2011","-1325"
"-1325","2816","1","8","2021","-1270"
"-1270","2816","1","8","2031","-1270"
"-1270","2816","1","8","2041","-1215"
"-1215","2816","1","8","2051","-1215"
"-1215","2816","1","8","2061","-1160"
"-1160","2816","1","8","2071","-1105"
"-1105","2816","1","8","2081","-1050"
"-1050","2816","1","8","2091","-995"
"-995","2816","1","8","2101","-995"
"-995","2816","1","8","2111","-940"
"-940","2816","1","8","2121","-885"
"-885","2816","1","8","2131","-885"
"-885","2816","1","8","2141","-830"
"-830","2816","1","8","2151","-775"
"-775","2816","1","8","2161","-720"
"-720","2816","1","8","2171","-720"
"-720","2816","1","8","2181","-665"
"-665","2816","1","8","2191","-610"
"-610","2816","1","8","2201","-610"
"-610","2816","1","8","2211","-555"
"-555","2816","1","8","2221","-500"
"-500","2816","1","8","2231","-445"
"-445","2816","1","8","2241","-390"
"-390","2816","1","8","2251","-335"
"-335","2816","1","8","2261","-280"
"-280","2816","1","8","2271","-280"
"-280","2816","1","8","2281","-230"
"-1240","2816","2","9","2291","-1192"
"-1192","2816","2","9","2301","-1148"
"-1148","2816","2","9","2311","-1105"
"-1105","2816","2","9","2321","-1105"
"-1105","2816","2","9","2331","-1062"
"-1062","2816","2","9","2341","-1019"
"-1019","2816","2","9","2351","-976"
"-976","2816","2","9","2361","-976"
"-976","2816","2","9","2371","-976"
"-976","2816","2","9","2381","-976"
"-976","2816","2","9","2391","-934"
"-934","2816","2","9","2401","-892"
"-892","2816","2","9","2411","-892"
"-892","2816","2","9","2421","-892"
"-892","2816","2","9","2431","-850"
"-850","2816","2","9","2441","-808"
"-808","2816","2","9","2451","-766"
"-766","2816","2","9","2461","-766"
"-766","2816","2","9","2471","-766"
"-766","2816","2","9","2481","-766"
"-766","2816","2","9","2491","-766"
"-766","2816","2","9","2501","-724"
"-724","2816","2","9","2511","-682"
"-682","2816","2","9","2521","-682"
"-682","2816","2","9","2531","-682"
"-682","2816","2","9","2541","-640"
"-640","2816","2","9","2551","-598"
"-598","2816","2","9","2561","-556"
"-556","2816","2","9","2571","-514"
"-514","2816","2","9","2581","-472"
"-472","2816","2","9","2591","-430"
"-1440","2816","1","10","2601","-1440"
"-1440","2816","1","10","2611","-1440"
"-1440","2816","1","10","2621","-1440"
"-1440","2816","1","10","2622","-1440"
"-1440","2816","1","10","2623","-1440"
"-1440","2816","1","10","2631","-1373"
"-1373","2816","1","10","2641","-1308"
"-1308","2816","1","10","2651","-1244"
"-1244","2816","1","10","2661","-1181"
"-1181","2816","1","10","2671","-1118"
"-1118","2816","1","10","2681","-1055"
"-1055","2816","1","10","2691","-992"
"-992","2816","1","10","2701","-992"
"-992","2816","1","10","2711","-929"
"-929","2816","1","10","2721","-866"
"-866","2816","1","10","2731","-803"
"-803","2816","1","10","2741","-740"
"-740","2816","1","10","2751","-677"
"-677","2816","1","10","2761","-614"
"-614","2816","1","10","2771","-551"
"-551","2816","1","10","2781","-551"
"-551","2816","1","10","2791","-551"
"-551","2816","1","10","2801","-551"
"-551","2816","1","10","2811","-551"
"-551","2816","1","10","2821","-551"
"-551","2816","1","10","2831","-551"
"-551","2816","1","10","2841","-551"
"-551","2816","1","10","2851","-488"
"-488","2816","1","10","2861","-425"
"-425","2816","1","10","2871","-361"
"-361","2816","1","10","2881","-296"
"-296","2816","1","10","2891","-230"
"-1240","2816","2","11","2901","-1240"
"-1240","2816","2","11","2911","-1203"
"-1203","2816","2","11","2921","-1168"
"-1168","2816","2","11","2931","-1133"
"-1133","2816","2","11","2941","-1098"
"-1098","2816","2","11","2951","-1063"
"-1063","2816","2","11","2961","-1028"
"-1028","2816","2","11","2971","-993"
"-993","2816","2","11","2981","-958"
"-958","2816","2","11","2991","-923"
"-923","2816","2","11","3001","-888"
"-888","2816","2","11","3011","-888"
"-888","2816","2","11","3021","-853"
"-853","2816","2","11","3031","-853"
"-853","2816","2","11","3041","-818"
"-818","2816","2","11","3051","-783"
"-783","2816","2","11","3061","-748"
"-748","2816","2","11","3071","-713"
"-713","2816","2","11","3081","-678"
"-678","2816","2","11","3091","-643"
"-643","2816","2","11","3101","-608"
"-608","2816","2","11","3111","-608"
"-608","2816","2","11","3121","-573"
"-573","2816","2","11","3131","-573"
"-573","2816","2","11","3141","-573"
"-573","2816","2","11","3151","-573"
"-573","2816","2","11","3161","-538"
"-538","2816","2","11","3171","-538"
"-538","2816","2","11","3181","-503"
"-503","2816","2","11","3191","-468"
"-468","2816","2","11","3201","-430"
"-1240","2816","2","12","3211","-1240"
"-1240","2816","2","12","3221","-1240"
"-1240","2816","2","12","3231","-1240"
"-1240","2816","2","12","3241","-1194"
"-1194","2816","2","12","3251","-1150"
"-1150","2816","2","12","3261","-1108"
"-1108","2816","2","12","3271","-1066"
"-1066","2816","2","12","3281","-1024"
"-1024","2816","2","12","3291","-982"
"-982","2816","2","12","3301","-940"
"-940","2816","2","12","3311","-898"
"-898","2816","2","12","3321","-898"
"-898","2816","2","12","3331","-856"
"-856","2816","2","12","3341","-814"
"-814","2816","2","12","3351","-772"
"-772","2816","2","12","3361","-730"
"-730","2816","2","12","3371","-688"
"-688","2816","2","12","3381","-688"
"-688","2816","2","12","3391","-688"
"-688","2816","2","12","3401","-646"
"-646","2816","2","12","3411","-604"
"-604","2816","2","12","3421","-562"
"-562","2816","2","12","3431","-562"
"-562","2816","2","12","3441","-562"
"-562","2816","2","12","3451","-519"
"-519","2816","2","12","3461","-519"
"-519","2816","2","12","3471","-519"
"-519","2816","2","12","3481","-475"
"-475","2816","2","12","3491","-475"
"-475","2816","2","12","3501","-475"
"-475","2816","2","12","3511","-430"
"-1240","2816","2","13","3521","-1190"
"-1190","2816","2","13","3531","-1190"
"-1190","2816","2","13","3541","-1190"
"-1190","2816","2","13","3551","-1190"
"-1190","2816","2","13","3561","-1190"
"-1190","2816","2","13","3571","-1190"
"-1190","2816","2","13","3581","-1190"
"-1190","2816","2","13","3591","-1141"
"-1141","2816","2","13","3601","-1094"
"-1094","2816","2","13","3611","-1047"
"-1047","2816","2","13","3621","-1000"
"-1000","2816","2","13","3631","-953"
"-953","2816","2","13","3641","-906"
"-906","2816","2","13","3651","-859"
"-859","2816","2","13","3661","-812"
"-812","2816","2","13","3671","-765"
"-765","2816","2","13","3681","-718"
"-718","2816","2","13","3691","-718"
"-718","2816","2","13","3701","-718"
"-718","2816","2","13","3711","-671"
"-671","2816","2","13","3721","-624"
"-624","2816","2","13","3731","-577"
"-577","2816","2","13","3741","-577"
"-577","2816","2","13","3751","-577"
"-577","2816","2","13","3761","-529"
"-529","2816","2","13","3771","-480"
"-480","2816","2","13","3781","-430"
"-430","2816","2","13","3791","-430"
"-1440","2816","1","14","3801","-1440"
"-1440","2816","1","14","3811","-1440"
"-1440","2816","1","14","3821","-1440"
"-1440","2816","1","14","3831","-1362"
"-1362","2816","1","14","3841","-1285"
"-1285","2816","1","14","3851","-1209"
"-1209","2816","1","14","3861","-1209"
"-1209","2816","1","14","3871","-1134"
"-1134","2816","1","14","3881","-1059"
"-1059","2816","1","14","3891","-1059"
"-1059","2816","1","14","3901","-984"
"-984","2816","1","14","3911","-984"
"-984","2816","1","14","3921","-984"
"-984","2816","1","14","3931","-984"
"-984","2816","1","14","3941","-984"
"-984","2816","1","14","3951","-984"
"-984","2816","1","14","3961","-984"
"-984","2816","1","14","3971","-984"
"-984","2816","1","14","3981","-909"
"-909","2816","1","14","3991","-834"
"-834","2816","1","14","4001","-759"
"-759","2816","1","14","4011","-684"
"-684","2816","1","14","4021","-684"
"-684","2816","1","14","4031","-684"
"-684","2816","1","14","4041","-609"
"-609","2816","1","14","4051","-534"
"-534","2816","1","14","4061","-459"
"-459","2816","1","14","4071","-384"
"-384","2816","1","14","4081","-308"
"-308","2816","1","14","4091","-230"
"-200","2816","1","1","4092","-200"
