c00eacb33eb503b7f9eccc7c102e26419fa4f8fb9bc5f8fa7dde6b9bc9713203,e79291e2690607bd1b2b1d7a6a33ec6e99a9e65300c2d230db78c3fbdf82fab7,03c2446644e606f21507ea1e0fc2f3ea38cc37415c2ba24f1bc622c5ff2d4edd,b7995f38dbf18265cdee5182d6aaafa2685b280bbeae6ca45e40ce6ddf01656f,32548735fbc973f328dd063ab8caeaaeb315c9dba9dab4f61ef7f56eecfb90be
"78","80000","11001002","4204202","18"
"79","80000","11001002","4204203","18"
"80","44250","11001002","4204301","18"
"81","44250","11001002","4204302","18"
"82","44250","11001002","4204303","18"
"83","2000","11001002","4204401","18"
"84","333332","11001002","4305101","18"
"85","80000","11001002","4305201","18"
"86","80000","11001002","4305202","18"
"87","44250","11001002","4305301","18"
"88","44250","11001002","4305302","18"
"89","2000","11001002","4305401","18"
"90","0","11001002","99006","2"
"91","0","11001002","94002","12"
"92","0","11001002","90008","2"
"93","0","11001002","26201","2"
"94","0","11001002","23002","2"
"95","750000","11001003","4102101","18"
"96","120000","11001003","4102201","18"
"97","120000","11001003","4102202","18"
"98","120000","11001003","4102203","18"
"99","120000","11001003","4102251","18"
"100","66374","11001003","4102301","18"
"101","66374","11001003","4102302","18"
"102","66374","11001003","4102303","18"
"103","66374","11001003","4102351","18"
"104","4500","11001003","4102401","18"
"105","750000","11001003","4105101","18"
"106","120000","11001003","4105201","18"
"107","120000","11001003","4105202","18"
"108","120000","11001003","4105203","18"
"109","120000","11001003","4105251","18"
"110","66374","11001003","4105301","18"
"111","66374","11001003","4105302","18"
"112","66374","11001003","4105303","18"
"113","66374","11001003","4105351","18"
"114","4500","11001003","4105401","18"
"115","333334","11001003","4201101","18"
"116","80000","11001003","4201201","18"
"117","80000","11001003","4201202","18"
"118","80000","11001003","4201203","18"
"119","44250","11001003","4201301","18"
"120","44250","11001003","4201302","18"
"121","44250","11001003","4201303","18"
"122","2000","11001003","4201401","18"
"123","333334","11001003","4202101","18"
"124","80000","11001003","4202201","18"
"125","80000","11001003","4202202","18"
"126","80000","11001003","4202203","18"
"127","44250","11001003","4202301","18"
"128","44250","11001003","4202302","18"
"129","44250","11001003","4202303","18"
"130","2000","11001003","4202401","18"
"131","333332","11001003","4302101","18"
"132","80000","11001003","4302201","18"
"133","80000","11001003","4302202","18"
"134","44250","11001003","4302301","18"
"135","44250","11001003","4302302","18"
"136","2000","11001003","4302401","18"
"137","0","11001003","99006","2"
"138","0","11001003","94002","12"
"139","0","11001003","90008","2"
"140","0","11001003","26201","2"
"141","0","11001003","23002","2"
"142","750000","11001004","4108101","18"
"143","120000","11001004","4108201","18"
"144","120000","11001004","4108202","18"
"145","120000","11001004","4108203","18"
"146","120000","11001004","4108251","18"
"147","66374","11001004","4108301","18"
"148","66374","11001004","4108302","18"
"149","66374","11001004","4108303","18"
"150","66374","11001004","4108351","18"
"151","4500","11001004","4108401","18"
"152","750000","11001004","4109101","18"
"153","120000","11001004","4109201","18"
"154","120000","11001004","4109202","18"
"155","120000","11001004","4109203","18"
"156","120000","11001004","4109251","18"
"157","66374","11001004","4109301","18"
"158","66374","11001004","4109302","18"
"159","66374","11001004","4109303","18"
"160","66374","11001004","4109351","18"
"161","4500","11001004","4109401","18"
"162","333334","11001004","4203101","18"
"163","80000","11001004","4203201","18"
"164","80000","11001004","4203202","18"
"165","80000","11001004","4203203","18"
"166","44250","11001004","4203301","18"
"167","44250","11001004","4203302","18"
"168","44250","11001004","4203303","18"
"169","2000","11001004","4203401","18"
"170","333334","11001004","4204101","18"
"171","80000","11001004","4204201","18"
"172","80000","11001004","4204202","18"
"173","80000","11001004","4204203","18"
"174","44250","11001004","4204301","18"
"175","44250","11001004","4204302","18"
"176","44250","11001004","4204303","18"
"177","2000","11001004","4204401","18"
"178","333332","11001004","4304101","18"
"179","80000","11001004","4304201","18"
"180","80000","11001004","4304202","18"
"181","44250","11001004","4304301","18"
"182","44250","11001004","4304302","18"
"183","2000","11001004","4304401","18"
"184","0","11001004","99006","2"
"185","0","11001004","94002","12"
"186","0","11001004","90008","2"
"187","0","11001004","26201","2"
"188","0","11001004","23002","2"
"189","750000","11001005","4103101","18"
"190","120000","11001005","4103201","18"
"191","120000","11001005","4103202","18"
"192","120000","11001005","4103203","18"
"193","120000","11001005","4103251","18"
"194","66374","11001005","4103301","18"
"195","66374","11001005","4103302","18"
"196","66374","11001005","4103303","18"
"197","66374","11001005","4103351","18"
"198","4500","11001005","4103401","18"
"199","750000","11001005","4107101","18"
"200","120000","11001005","4107201","18"
"201","120000","11001005","4107202","18"
"202","120000","11001005","4107203","18"
"203","120000","11001005","4107251","18"
"204","66374","11001005","4107301","18"
"205","66374","11001005","4107302","18"
"206","66374","11001005","4107303","18"
"207","66374","11001005","4107351","18"
"208","4500","11001005","4107401","18"
"209","333334","11001005","4201101","18"
"210","80000","11001005","4201201","18"
"211","80000","11001005","4201202","18"
"212","80000","11001005","4201203","18"
"213","44250","11001005","4201301","18"
"214","44250","11001005","4201302","18"
"215","44250","11001005","4201303","18"
"216","2000","11001005","4201401","18"
"217","333334","11001005","4202101","18"
"218","80000","11001005","4202201","18"
"219","80000","11001005","4202202","18"
"220","80000","11001005","4202203","18"
"221","44250","11001005","4202301","18"
"222","44250","11001005","4202302","18"
"223","44250","11001005","4202303","18"
"224","2000","11001005","4202401","18"
"225","333332","11001005","4303101","18"
"226","80000","11001005","4303201","18"
"227","80000","11001005","4303202","18"
"228","44250","11001005","4303301","18"
"229","44250","11001005","4303302","18"
"230","2000","11001005","4303401","18"
"231","0","11001005","99006","2"
"232","0","11001005","94002","12"
"233","0","11001005","90008","2"
"234","0","11001005","26201","2"
"235","0","11001005","23002","2"
"236","500000","11002001","4101101","18"
"237","80000","11002001","4101201","18"
"238","80000","11002001","4101202","18"
"239","80000","11002001","4101203","18"
"240","80000","11002001","4101251","18"
"241","44250","11002001","4101301","18"
"242","44250","11002001","4101302","18"
"243","44250","11002001","4101303","18"
"244","44250","11002001","4101351","18"
"245","3000","11002001","4101401","18"
"246","500000","11002001","4104101","18"
"247","80000","11002001","4104201","18"
"248","80000","11002001","4104202","18"
"249","80000","11002001","4104203","18"
"250","80000","11002001","4104251","18"
"251","44250","11002001","4104301","18"
"252","44250","11002001","4104302","18"
"253","44250","11002001","4104303","18"
"254","44250","11002001","4104351","18"
"255","3000","11002001","4104401","18"
"256","300000","11002001","4201101","18"
"257","63945","11002001","4201201","18"
"258","63945","11002001","4201202","18"
"259","63945","11002001","4201203","18"
"260","35376","11002001","4201301","18"
"261","35379","11002001","4201302","18"
"262","35379","11002001","4201303","18"
"263","1800","11002001","4201401","18"
"264","300000","11002001","4202101","18"
"265","63948","11002001","4202201","18"
"266","63948","11002001","4202202","18"
"267","63948","11002001","4202203","18"
"268","35379","11002001","4202301","18"
"269","35379","11002001","4202302","18"
"270","35379","11002001","4202303","18"
"271","1800","11002001","4202401","18"
"272","899999","11002001","4301101","18"
"273","215999","11002001","4301201","18"
"274","215999","11002001","4301202","18"
"275","144000","11002001","4301251","18"
"276","119700","11002001","4301301","18"
"277","119700","11002001","4301302","18"
"278","79650","11002001","4301351","18"
"279","5400","11002001","4301401","18"
"280","0","11002001","99006","2"
"281","0","11002001","94002","12"
"282","0","11002001","90008","2"
"283","0","11002001","26201","2"
"284","0","11002001","23002","2"
"285","500000","11002002","4106101","18"
"286","80000","11002002","4106201","18"
"287","80000","11002002","4106202","18"
"288","80000","11002002","4106203","18"
"289","80000","11002002","4106251","18"
"290","44250","11002002","4106301","18"
"291","44250","11002002","4106302","18"
"292","44250","11002002","4106303","18"
"293","44250","11002002","4106351","18"
"294","3000","11002002","4106401","18"
"295","500000","11002002","4110101","18"
"296","80000","11002002","4110201","18"
"297","80000","11002002","4110202","18"
"298","80000","11002002","4110203","18"
"299","80000","11002002","4110251","18"
"300","44250","11002002","4110301","18"
"301","44250","11002002","4110302","18"
"302","44250","11002002","4110303","18"
"303","44250","11002002","4110351","18"
"304","3000","11002002","4110401","18"
"305","300000","11002002","4203101","18"
"306","63945","11002002","4203201","18"
"307","63945","11002002","4203202","18"
"308","63945","11002002","4203203","18"
"309","35376","11002002","4203301","18"
"310","35379","11002002","4203302","18"
"311","35379","11002002","4203303","18"
"312","1800","11002002","4203401","18"
"313","300000","11002002","4204101","18"
"314","63948","11002002","4204201","18"
"315","63948","11002002","4204202","18"
"316","63948","11002002","4204203","18"
"317","35379","11002002","4204301","18"
"318","35379","11002002","4204302","18"
"319","35379","11002002","4204303","18"
"320","1800","11002002","4204401","18"
"321","899999","11002002","4305101","18"
"322","215999","11002002","4305201","18"
"323","215999","11002002","4305202","18"
"324","144000","11002002","4305251","18"
"325","119700","11002002","4305301","18"
"326","119700","11002002","4305302","18"
"327","79650","11002002","4305351","18"
"328","5400","11002002","4305401","18"
"329","0","11002002","99006","2"
"330","0","11002002","94002","12"
"331","0","11002002","90008","2"
"332","0","11002002","26201","2"
"333","0","11002002","23002","2"
"334","500000","11002003","4102101","18"
"335","80000","11002003","4102201","18"
"336","80000","11002003","4102202","18"
"337","80000","11002003","4102203","18"
"338","80000","11002003","4102251","18"
"339","44250","11002003","4102301","18"
"340","44250","11002003","4102302","18"
"341","44250","11002003","4102303","18"
"342","44250","11002003","4102351","18"
"343","3000","11002003","4102401","18"
"344","500000","11002003","4105101","18"
"345","80000","11002003","4105201","18"
"346","80000","11002003","4105202","18"
"347","80000","11002003","4105203","18"
"348","80000","11002003","4105251","18"
"349","44250","11002003","4105301","18"
"350","44250","11002003","4105302","18"
"351","44250","11002003","4105303","18"
"352","44250","11002003","4105351","18"
"353","3000","11002003","4105401","18"
"354","300000","11002003","4201101","18"
"355","63945","11002003","4201201","18"
"356","63945","11002003","4201202","18"
"357","63945","11002003","4201203","18"
"358","35376","11002003","4201301","18"
"359","35379","11002003","4201302","18"
"360","35379","11002003","4201303","18"
"361","1800","11002003","4201401","18"
"362","300000","11002003","4202101","18"
"363","63948","11002003","4202201","18"
"364","63948","11002003","4202202","18"
"365","63948","11002003","4202203","18"
"366","35379","11002003","4202301","18"
"367","35379","11002003","4202302","18"
"368","35379","11002003","4202303","18"
"369","1800","11002003","4202401","18"
"370","899999","11002003","4302101","18"
"371","215999","11002003","4302201","18"
"372","215999","11002003","4302202","18"
"373","144000","11002003","4302251","18"
"374","119700","11002003","4302301","18"
"375","119700","11002003","4302302","18"
"376","79650","11002003","4302351","18"
"377","5400","11002003","4302401","18"
"378","0","11002003","99006","2"
"379","0","11002003","94002","12"
"380","0","11002003","90008","2"
"381","0","11002003","26201","2"
"382","0","11002003","23002","2"
"383","500000","11002004","4108101","18"
"384","80000","11002004","4108201","18"
"385","80000","11002004","4108202","18"
"386","80000","11002004","4108203","18"
"387","80000","11002004","4108251","18"
"388","44250","11002004","4108301","18"
"389","44250","11002004","4108302","18"
"390","44250","11002004","4108303","18"
"391","44250","11002004","4108351","18"
"392","3000","11002004","4108401","18"
"393","500000","11002004","4109101","18"
"394","80000","11002004","4109201","18"
"395","80000","11002004","4109202","18"
"396","80000","11002004","4109203","18"
"397","80000","11002004","4109251","18"
"398","44250","11002004","4109301","18"
"399","44250","11002004","4109302","18"
"400","44250","11002004","4109303","18"
"401","44250","11002004","4109351","18"
"402","3000","11002004","4109401","18"
"403","300000","11002004","4203101","18"
"404","63945","11002004","4203201","18"
"405","63945","11002004","4203202","18"
"406","63945","11002004","4203203","18"
"407","35376","11002004","4203301","18"
"408","35379","11002004","4203302","18"
"409","35379","11002004","4203303","18"
"410","1800","11002004","4203401","18"
"411","300000","11002004","4204101","18"
"412","63948","11002004","4204201","18"
"413","63948","11002004","4204202","18"
"414","63948","11002004","4204203","18"
"415","35379","11002004","4204301","18"
"416","35379","11002004","4204302","18"
"417","35379","11002004","4204303","18"
"418","1800","11002004","4204401","18"
"419","899999","11002004","4304101","18"
"420","215999","11002004","4304201","18"
"421","215999","11002004","4304202","18"
"422","144000","11002004","4304251","18"
"423","119700","11002004","4304301","18"
"424","119700","11002004","4304302","18"
"425","79650","11002004","4304351","18"
"426","5400","11002004","4304401","18"
"427","0","11002004","99006","2"
"428","0","11002004","94002","12"
"429","0","11002004","90008","2"
"430","0","11002004","26201","2"
"431","0","11002004","23002","2"
"432","500000","11002005","4103101","18"
"433","80000","11002005","4103201","18"
"434","80000","11002005","4103202","18"
"435","80000","11002005","4103203","18"
"436","80000","11002005","4103251","18"
"437","44250","11002005","4103301","18"
"438","44250","11002005","4103302","18"
"439","44250","11002005","4103303","18"
"440","44250","11002005","4103351","18"
"441","3000","11002005","4103401","18"
"442","500000","11002005","4107101","18"
"443","80000","11002005","4107201","18"
"444","80000","11002005","4107202","18"
"445","80000","11002005","4107203","18"
"446","80000","11002005","4107251","18"
"447","44250","11002005","4107301","18"
"448","44250","11002005","4107302","18"
"449","44250","11002005","4107303","18"
"450","44250","11002005","4107351","18"
"451","3000","11002005","4107401","18"
"452","300000","11002005","4201101","18"
"453","63945","11002005","4201201","18"
"454","63945","11002005","4201202","18"
"455","63945","11002005","4201203","18"
"456","35376","11002005","4201301","18"
"457","35379","11002005","4201302","18"
"458","35379","11002005","4201303","18"
"459","1800","11002005","4201401","18"
"460","300000","11002005","4202101","18"
"461","63948","11002005","4202201","18"
"462","63948","11002005","4202202","18"
"463","63948","11002005","4202203","18"
"464","35379","11002005","4202301","18"
"465","35379","11002005","4202302","18"
"466","35379","11002005","4202303","18"
"467","1800","11002005","4202401","18"
"468","899999","11002005","4303101","18"
"469","215999","11002005","4303201","18"
"470","215999","11002005","4303202","18"
"471","144000","11002005","4303251","18"
"472","119700","11002005","4303301","18"
"473","119700","11002005","4303302","18"
"474","79650","11002005","4303351","18"
"475","5400","11002005","4303401","18"
"476","0","11002005","99006","2"
"477","0","11002005","94002","12"
"478","0","11002005","90008","2"
"479","0","11002005","26201","2"
"480","0","11002005","23002","2"
"481","167000","11003001","4101101","18"
"482","26500","11003001","4101201","18"
"483","26500","11003001","4101202","18"
"484","26500","11003001","4101203","18"
"485","27000","11003001","4101251","18"
"486","14700","11003001","4101301","18"
"487","14700","11003001","4101302","18"
"488","14700","11003001","4101303","18"
"489","14700","11003001","4101351","18"
"490","1000","11003001","4101401","18"
"491","167000","11003001","4104101","18"
"492","26500","11003001","4104201","18"
"493","26500","11003001","4104202","18"
"494","26500","11003001","4104203","18"
"495","27000","11003001","4104251","18"
"496","14700","11003001","4104301","18"
"497","14700","11003001","4104302","18"
"498","14700","11003001","4104303","18"
"499","14700","11003001","4104351","18"
"500","1000","11003001","4104401","18"
"501","167000","11003001","4109101","18"
"502","26500","11003001","4109201","18"
"503","26500","11003001","4109202","18"
"504","26500","11003001","4109203","18"
"505","27000","11003001","4109251","18"
"506","14700","11003001","4109301","18"
"507","14700","11003001","4109302","18"
"508","14700","11003001","4109303","18"
"509","14800","11003001","4109351","18"
"510","1000","11003001","4109401","18"
"511","800000","11003001","4201101","18"
"512","128000","11003001","4201201","18"
"513","128000","11003001","4201202","18"
"514","128000","11003001","4201203","18"
"515","128000","11003001","4201251","18"
"516","70800","11003001","4201301","18"
"517","70800","11003001","4201302","18"
"518","70800","11003001","4201303","18"
"519","70800","11003001","4201351","18"
"520","4800","11003001","4201401","18"
"521","600000","11003001","4301101","18"
"522","144000","11003001","4301201","18"
"523","144000","11003001","4301202","18"
"524","96000","11003001","4301251","18"
"525","79800","11003001","4301301","18"
"526","79800","11003001","4301302","18"
"527","52800","11003001","4301351","18"
"528","3600","11003001","4301401","18"
"529","600000","11003001","4303101","18"
"530","144000","11003001","4303201","18"
"531","144000","11003001","4303202","18"
"532","96000","11003001","4303251","18"
"533","79800","11003001","4303301","18"
"534","79800","11003001","4303302","18"
"535","52800","11003001","4303351","18"
"536","3600","11003001","4303401","18"
"537","0","11003001","99006","2"
"538","0","11003001","94002","12"
"539","0","11003001","90008","2"
"540","0","11003001","26201","2"
"541","0","11003001","23002","2"
"542","167000","11003002","4102101","18"
"543","26500","11003002","4102201","18"
"544","26500","11003002","4102202","18"
"545","26500","11003002","4102203","18"
"546","27000","11003002","4102251","18"
"547","14700","11003002","4102301","18"
"548","14700","11003002","4102302","18"
"549","14700","11003002","4102303","18"
"550","14700","11003002","4102351","18"
"551","1000","11003002","4102401","18"
"552","167000","11003002","4108101","18"
"553","26500","11003002","4108201","18"
"554","26500","11003002","4108202","18"
"555","26500","11003002","4108203","18"
"556","27000","11003002","4108251","18"
"557","14700","11003002","4108301","18"
"558","14700","11003002","4108302","18"
"559","14700","11003002","4108303","18"
"560","14700","11003002","4108351","18"
"561","1000","11003002","4108401","18"
"562","167000","11003002","4110101","18"
"563","26500","11003002","4110201","18"
"564","26500","11003002","4110202","18"
"565","26500","11003002","4110203","18"
"566","27000","11003002","4110251","18"
"567","14700","11003002","4110301","18"
"568","14700","11003002","4110302","18"
"569","14700","11003002","4110303","18"
"570","14800","11003002","4110351","18"
"571","1000","11003002","4110401","18"
"572","800000","11003002","4202101","18"
"573","128000","11003002","4202201","18"
"574","128000","11003002","4202202","18"
"575","128000","11003002","4202203","18"
"576","128000","11003002","4202251","18"
"577","70800","11003002","4202301","18"
"578","70800","11003002","4202302","18"
"579","70800","11003002","4202303","18"
"580","70800","11003002","4202351","18"
"581","4800","11003002","4202401","18"
"582","600000","11003002","4301101","18"
"583","144000","11003002","4301201","18"
"584","144000","11003002","4301202","18"
"585","96000","11003002","4301251","18"
"586","79800","11003002","4301301","18"
"587","79800","11003002","4301302","18"
"588","52800","11003002","4301351","18"
"589","3600","11003002","4301401","18"
"590","600000","11003002","4302101","18"
"591","144000","11003002","4302201","18"
"592","144000","11003002","4302202","18"
"593","96000","11003002","4302251","18"
"594","79800","11003002","4302301","18"
"595","79800","11003002","4302302","18"
"596","52800","11003002","4302351","18"
"597","3600","11003002","4302401","18"
"598","0","11003002","99006","2"
"599","0","11003002","94002","12"
"600","0","11003002","90008","2"
"601","0","11003002","26201","2"
"602","0","11003002","23002","2"
"603","167000","11003003","4103101","18"
"604","26500","11003003","4103201","18"
"605","26500","11003003","4103202","18"
"606","26500","11003003","4103203","18"
"607","27000","11003003","4103251","18"
"608","14700","11003003","4103301","18"
"609","14700","11003003","4103302","18"
"610","14700","11003003","4103303","18"
"611","14700","11003003","4103351","18"
"612","1000","11003003","4103401","18"
"613","167000","11003003","4105101","18"
"614","26500","11003003","4105201","18"
"615","26500","11003003","4105202","18"
"616","26500","11003003","4105203","18"
"617","27000","11003003","4105251","18"
"618","14700","11003003","4105301","18"
"619","14700","11003003","4105302","18"
"620","14700","11003003","4105303","18"
"621","14700","11003003","4105351","18"
"622","1000","11003003","4105401","18"
"623","167000","11003003","4109101","18"
"624","26500","11003003","4109201","18"
"625","26500","11003003","4109202","18"
"626","26500","11003003","4109203","18"
"627","27000","11003003","4109251","18"
"628","14700","11003003","4109301","18"
"629","14700","11003003","4109302","18"
"630","14700","11003003","4109303","18"
"631","14800","11003003","4109351","18"
"632","1000","11003003","4109401","18"
"633","800000","11003003","4203101","18"
"634","128000","11003003","4203201","18"
"635","128000","11003003","4203202","18"
"636","128000","11003003","4203203","18"
"637","128000","11003003","4203251","18"
"638","70800","11003003","4203301","18"
"639","70800","11003003","4203302","18"
"640","70800","11003003","4203303","18"
"641","70800","11003003","4203351","18"
"642","4800","11003003","4203401","18"
"643","600000","11003003","4304101","18"
"644","144000","11003003","4304201","18"
"645","144000","11003003","4304202","18"
"646","96000","11003003","4304251","18"
"647","79800","11003003","4304301","18"
"648","79800","11003003","4304302","18"
"649","52800","11003003","4304351","18"
"650","3600","11003003","4304401","18"
"651","600000","11003003","4305101","18"
"652","144000","11003003","4305201","18"
"653","144000","11003003","4305202","18"
"654","96000","11003003","4305251","18"
"655","79800","11003003","4305301","18"
"656","79800","11003003","4305302","18"
"657","52800","11003003","4305351","18"
"658","3600","11003003","4305401","18"
"659","0","11003003","99006","2"
"660","0","11003003","94002","12"
"661","0","11003003","90008","2"
"662","0","11003003","26201","2"
"663","0","11003003","23002","2"
"664","167000","11003004","4106101","18"
"665","26500","11003004","4106201","18"
"666","26500","11003004","4106202","18"
"667","26500","11003004","4106203","18"
"668","27000","11003004","4106251","18"
"669","14700","11003004","4106301","18"
"670","14700","11003004","4106302","18"
"671","14700","11003004","4106303","18"
"672","14700","11003004","4106351","18"
"673","1000","11003004","4106401","18"
"674","167000","11003004","4107101","18"
"675","26500","11003004","4107201","18"
"676","26500","11003004","4107202","18"
"677","26500","11003004","4107203","18"
"678","27000","11003004","4107251","18"
"679","14700","11003004","4107301","18"
"680","14700","11003004","4107302","18"
"681","14700","11003004","4107303","18"
"682","14700","11003004","4107351","18"
"683","1000","11003004","4107401","18"
"684","167000","11003004","4110101","18"
"685","26500","11003004","4110201","18"
"686","26500","11003004","4110202","18"
"687","26500","11003004","4110203","18"
"688","27000","11003004","4110251","18"
"689","14700","11003004","4110301","18"
"690","14700","11003004","4110302","18"
"691","14700","11003004","4110303","18"
"692","14800","11003004","4110351","18"
"693","1000","11003004","4110401","18"
"694","800000","11003004","4204101","18"
"695","128000","11003004","4204201","18"
"696","128000","11003004","4204202","18"
"697","128000","11003004","4204203","18"
"698","128000","11003004","4204251","18"
"699","70800","11003004","4204301","18"
"700","70800","11003004","4204302","18"
"701","70800","11003004","4204303","18"
"702","70800","11003004","4204351","18"
"703","4800","11003004","4204401","18"
"704","600000","11003004","4304101","18"
"705","144000","11003004","4304201","18"
"706","144000","11003004","4304202","18"
"707","96000","11003004","4304251","18"
"708","79800","11003004","4304301","18"
"709","79800","11003004","4304302","18"
"710","52800","11003004","4304351","18"
"711","3600","11003004","4304401","18"
"712","600000","11003004","4305101","18"
"713","144000","11003004","4305201","18"
"714","144000","11003004","4305202","18"
"715","96000","11003004","4305251","18"
"716","79800","11003004","4305301","18"
"717","79800","11003004","4305302","18"
"718","52800","11003004","4305351","18"
"719","3600","11003004","4305401","18"
"720","0","11003004","99006","2"
"721","0","11003004","94002","12"
"722","0","11003004","90008","2"
"723","0","11003004","26201","2"
"724","0","11003004","23002","2"
