eae3615a26ae5706ed1a340e8edfff5c766fbc70a157e9678f24664e173a9c1b,263cd58cb782c2a6daaf2beaaa6347118c90139362159c2e7d1edc6cd19c509d,979d032ae9a617d6169158f515858a51302a7739a25355344a8c282f7a02fd28,1687cd5018f04313a2e0cb00be9c764cc221ff7289c840660a62dca7d28dcdb5,9041955812c077df4bbdeb87457ecc0937382a37d01b3e04b6ae46a3fae9ac90,8c19a7bbc9543074a1112f13b5aa672499ad0ae54d543889372e23c8d4589cde,996d6f9512a009888a4d86bd706c3dc2f882bd39fd206c19bf2e47683b3b8bdf,86f3ff816fcfeff2546745fcf516aa71da9a5ad787232ebc9fc2cad0b3a07057,3a5aa02d6c60952dee9cac7445063b142cfdbc0b719bc35b5a6ebe6cff1c26bb,ba6a246a88fdae1b3b5a0ab94bbcaef24422bf984ffee43582bdf84d6e5db589,92c41ecece56e91842a2fadcc208bf858665b7dbc06fc39ecfe1d9190e64289c
"25013","283001064","8","36","2","64","10","180","25021","2","91002"
"25013","283001065","8","36","2","65","10","182","25021","2","91002"
"25013","283001066","8","37","2","66","10","185","25021","2","91002"
"25013","283001067","8","37","2","67","10","187","25021","2","91002"
"25013","283001068","8","37","2","68","10","190","25021","2","91002"
"25013","283001069","8","38","2","69","10","193","25021","2","91002"
"25013","283001070","8","38","2","70","30","196","25021","2","91002"
"25013","283001071","8","39","2","71","10","200","25021","2","91002"
"25013","283001072","8","39","2","72","10","204","25021","2","91002"
"25013","283001073","8","40","2","73","10","208","25021","2","91002"
"25013","283001074","8","40","2","74","10","212","25021","2","91002"
"25013","283001075","8","41","2","75","10","216","25021","2","91002"
"25013","283001076","8","41","2","76","10","220","25021","2","91002"
"25013","283001077","8","42","2","77","10","224","25021","2","91002"
"25013","283001078","8","42","2","78","10","228","25021","2","91002"
"25013","283001079","8","43","2","79","10","232","25021","2","91002"
"25013","283001080","8","43","2","80","30","236","25021","2","91002"
"25013","283001081","8","44","2","81","10","240","25021","2","91002"
"25013","283001082","8","44","2","82","10","244","25021","2","91002"
"25013","283001083","8","45","2","83","10","248","25021","2","91002"
"25013","283001084","8","45","2","84","10","252","25021","2","91002"
"25013","283001085","8","46","2","85","10","256","25021","2","91002"
"25013","283001086","8","46","2","86","10","260","25021","2","91002"
"25013","283001087","8","47","2","87","10","264","25021","2","91002"
"25013","283001088","8","47","2","88","10","268","25021","2","91002"
"25013","283001089","8","48","2","89","10","272","25021","2","91002"
"25013","283001090","8","48","2","90","30","276","25021","2","91002"
