472251b93a01dec6e48d70fca65647bd178d96370c4a7d426bb0053e39166e5c,22f79a5189749740f4669d70665397003a44f0711bb3a67beae41c912d37e9c1,c0de5926a300ed05ad0fb234e844b3dc7cd6605c599f5e281d62626529e30ffa,fad762c56da6cecc51a1185e7b980e0be16fde6ed393c3557789e86627eca551,0c1d7b1926f0e47eca3f28b87d384d5c3ef4a093dee1900521ceaa15a488e95e,fc2a1660d0338a269bc63c687138e8ca3df164aebf2da9d521cf50172823644b,271cab0ebb3054acb1424445da7edb4a20fc252846c85e44a3cc724474345877,d4300093bfbef5e58b1afdd91f2a809d11d30a2365bb473c925c3d7642d9bc31,dd8179d557288efff80e909b1c93f47e18e56b7620157d1d8a044807da7b4b11,e339fb4a54c43bdf34dc4c73a80912b867a2f8327007e80c8bd37e67809d9405,a9e424e62ee96bdda0e1b7b38a6ee228654abd7916392b0c90ffbbe02fbacadc,ac711a09fdc25aa18e8e9853a99af1939e5d3fa53ee2ee0c7ace814545d0b71f,1539b23e121a12b0ba05354c247c400613ad979f8d1017ea19caf55f29cff383,3c8caeb2b439620edb69128be8d716c132ff4c55f54d53ef79ffe9c4b8da1f49,e0786986579e67a3ddabd2c3d624702106e480ef4ee11739761936b361def766,6c6982249a12303e016e219b45a482de32dac92203696e826e77c11f2d941603,5f4d2daf47650e47e32368f828a7ee02377b5224e9a82b060c95268f7ebfde4e,7ff9b7561b68d1667b5b7575c15770b93810520686ee529d6274805d28bbc798,8fee942a9ddda66b46a6a2ad9da01d3346b97d4aa607f0dadf219c9a860b121e,9090777c5d8c49a6d8e5f10ee84e191c1b6e424e1ceedc40b08dca99b91a5fcf,aee461881d491bf0fc3756e49d4b583328844d1799586c1afa7188e492ba18e3,ecb38f22d9330d1a313cb7b7c71fa6558bfa658b36e85257d4884a102f38d405,db0720a8a6d8a39ac7a4095b260d12b929c06342be8e7ef1a431d80fa90c471c,284495915becf633a1c740d1b97b143453db56128b1f98dc71ac77620cc57724,d40fc9370ba723ed9fdddd3edffc0b94260a3158b2d67ef5a4045fd52cf06861,bc3c10e655b781e157947f4507c31107128372e0a13deff6176b4f174fc620ea,6284d59deedfbab3148723486c15c0ea7407bd98bc389da2613d10f92b04654b,7fe9f05e37e53889d31e0c337f43994f626ba5fab7d0e1c3f959bd7e3b82dca8,4d13b2e885f84a6be2841dd0123a1a824c5884e0770599ad3a9328f7cd867ca1,2513c7ad92f98ce60b560f4f726faa21f56e9b632abf025c686d670d9ae98ec8,286072431ab578900acdd75404232df54e24b95465ad82d6e17ca451794fc15b,ca9261784ad286363e6b92ee33aed8d14e54b0e25d7bde220a4d0c33b0cc94a5,c16c9c083551a8df85ca7ba57354582ccc2b27b81684726408d4b7cb3703cd8f,7529728b2bda15eb19b8cb531f8960600d4282efb7076f641761413b1b76fb02,faf18eb3e0a2ab0a23dd35b7fc6864eb955097872cdb86cf7ffcd9ec07849cbf,78627759422311082cb338644f3b49c7456e9889c05f73dd1fa1b4f112ef74aa,4e2ba04ddcdcc988048783150d321532a871a2cd3125b7d8e8d5bd59d6220219,9d46db081b68283a08a623f5bfe1d8a5acd69125c9256f7f2cdeb6ddccd542d3
"94002","201011105","500","0","0","0","bgm_M06","0","2021/08/01 16:00:00","90","21001011","201011104","201011106","210010111","221001011","bgm_M06","0","100052","瑪那冒險Lv11","100051","100052","201011102","0","210010112","21001","bgm_M06","1","210010113","23001","201011107","bgm_M06","100053","bgm_M06","0","bgm_M06","2030/12/17 14:59:59","11025001","21001010"
"94002","201011205","550","0","0","0","bgm_M06","0","2022/02/01 16:00:00","90","21001012","201011207","201011206","210010121","221001012","bgm_M06","0","100052","瑪那冒險Lv12","100051","100052","201011202","0","210010122","21001","bgm_M06","1","210010123","23001","201011208","bgm_M06","100053","bgm_M06","0","bgm_M06","2030/12/17 14:59:59","11030001","21001011"
"94002","201011305","600","0","0","0","bgm_M06","0","2022/08/01 16:00:00","90","21001013","201011306","201011304","210010131","221001013","bgm_M06","0","100052","瑪那冒險Lv13","100051","100052","201011302","0","210010132","21001","bgm_M06","1","210010133","23001","201011307","bgm_M06","100053","bgm_M06","0","bgm_M06","2030/12/17 14:59:59","11036001","21001012"
"94002","201011405","600","0","0","0","bgm_M06","0","2023/01/20 16:00:00","90","21001014","201011402","201011406","210010141","221001014","bgm_M06","0","100052","瑪那冒險Lv14","100051","100052","201011404","0","210010142","21001","bgm_M06","1","210010143","23001","201011407","bgm_M06","100053","bgm_M06","0","bgm_M06","2030/12/17 14:59:59","11041001","21001013"
"94002","201011501","600","0","0","0","bgm_M06","0","2023/08/01 16:00:00","90","21001015","201011504","201011505","210010151","221001015","bgm_M06","0","100052","瑪那冒險Lv15","100051","100052","201011506","0","210010152","21001","bgm_M06","1","210010153","23001","201011508","bgm_M06","100053","bgm_M06","0","bgm_M06","2030/12/17 14:59:59","11045001","21001014"
"94002","201011601","600","0","0","0","bgm_M06","0","2024/02/07 16:00:00","90","21001016","201011605","201011604","210010161","221001016","bgm_M06","0","100052","瑪那冒險Lv16","100051","100052","201011602","0","210010162","21001","bgm_M06","1","210010163","23001","201011608","bgm_M06","100053","bgm_M06","0","bgm_M06","2030/12/17 14:59:59","11051001","21001015"
"94002","201011701","600","0","0","0","bgm_M06","0","2024/08/01 16:00:00","90","21001017","201011707","201011705","210010171","221001017","bgm_M06","0","100052","瑪那冒險Lv17","100051","100052","201011704","0","210010172","21001","bgm_M06","1","210010173","23001","201011708","bgm_M06","100053","bgm_M06","0","bgm_M06","2030/12/17 14:59:59","11056001","21001016"
"94002","201011801","600","0","0","0","bgm_M06","0","2025/02/01 16:00:00","90","21001018","201011806","201011805","210010181","221001018","bgm_M06","0","100052","瑪那冒險Lv18","100051","100052","201011803","0","210010182","21001","bgm_M06","1","210010183","23001","201011808","bgm_M06","100053","bgm_M06","0","bgm_M06","2030/12/17 14:59:59","11061001","21001017"
"94002","201011901","600","0","0","0","bgm_M06","0","2025/08/01 16:00:00","90","21001019","201011907","201011905","210010191","221001019","bgm_M06","0","100052","瑪那冒險Lv19","100051","100052","201011904","0","210010192","21001","bgm_M06","1","210010193","23001","201011908","bgm_M06","100053","bgm_M06","0","bgm_M06","2030/12/17 14:59:59","11066001","21001018"
"94002","201012002","600","0","0","0","bgm_M06","0","2026/02/01 16:00:00","90","21001020","201012007","201012004","210010201","221001020","bgm_M06","0","100052","瑪那冒險Lv20","100051","100052","201012003","0","210010202","21001","bgm_M06","1","210010203","23001","201012008","bgm_M06","100053","bgm_M06","0","bgm_M06","2030/12/17 14:59:59","11071001","21001019"
"20001","202020104","80","0","0","0","bgm_M06","0","2015/12/17 15:00:00","90","21002001","202020102","202020105","210020011","221002001","bgm_M06","0","100392","經驗值冒險 Lv1","100391","100392","202020101","0","210020012","21002","bgm_M06","1","210020013","20002","0","bgm_M06","100393","bgm_M06","23001","bgm_M06","2030/12/17 14:59:59","0","0"
"20001","202020204","100","0","23001","0","bgm_M06","0","2015/12/17 15:00:00","90","21002002","202020205","202020202","210020021","221002002","bgm_M06","0","100392","經驗值冒險 Lv2","100391","100392","202020201","0","210020022","21002","bgm_M06","1","210020023","20002","202020206","bgm_M06","100393","bgm_M06","20003","bgm_M06","2030/12/17 14:59:59","11004001","21002001"
"20001","202020304","140","0","23001","0","bgm_M06","0","2015/12/17 15:00:00","90","21002003","202020307","202020306","210020031","221002003","bgm_M06","0","100392","經驗值冒險 Lv3","100391","100392","202020305","0","210020032","21002","bgm_M06","1","210020033","20002","0","bgm_M06","100393","bgm_M06","20003","bgm_M06","2030/12/17 14:59:59","11006001","21002002"
"20001","202020404","180","0","23001","0","bgm_M06","0","2015/12/17 15:00:00","90","21002004","202020402","202020401","210020041","221002004","bgm_M06","0","100392","經驗值冒險 Lv4","100391","100392","202020406","0","210020042","21002","bgm_M06","1","210020043","20002","0","bgm_M06","100393","bgm_M06","20003","bgm_M06","2030/12/17 14:59:59","11007001","21002003"
"20001","202020504","200","0","23001","0","bgm_M06","0","2015/12/17 15:00:00","90","21002005","202020508","202020502","210020051","221002005","bgm_M06","0","100392","經驗值冒險 Lv5","100391","100392","202020507","0","210020052","21002","bgm_M06","1","210020053","20002","202020506","bgm_M06","100393","bgm_M06","20003","bgm_M06","2030/12/17 14:59:59","11008001","21002004"
"20002","202020607","250","0","23001","0","bgm_M06","0","2019/03/06 16:00:00","90","21002006","202020603","202020605","210020061","221002006","bgm_M06","0","100392","經驗值冒險 Lv6","100391","100392","202020608","0","210020062","21002","bgm_M06","1","210020063","20003","0","bgm_M06","100393","bgm_M06","20004","bgm_M06","2030/12/17 14:59:59","11010001","21002005"
"20002","202020705","300","0","23001","0","bgm_M06","0","2019/08/01 16:00:00","90","21002007","202020707","202020706","210020071","221002007","bgm_M06","0","100392","經驗值冒險 Lv7","100391","100392","202020701","0","210020072","21002","bgm_M06","1","210020073","20003","202020704","bgm_M06","100393","bgm_M06","20004","bgm_M06","2030/12/17 14:59:59","11011001","21002006"
"20002","202020808","350","0","23001","0","bgm_M06","0","2020/02/18 16:00:00","90","21002008","202020803","202020806","210020081","221002008","bgm_M06","0","100392","經驗值冒險 Lv8","100391","100392","202020809","0","210020082","21002","bgm_M06","1","210020083","20003","202020804","bgm_M06","100393","bgm_M06","20004","bgm_M06","2030/12/17 14:59:59","11013001","21002007"
"20002","202020908","400","0","23001","0","bgm_M06","0","2020/08/03 16:00:00","90","21002009","202020903","202020902","210020091","221002009","bgm_M06","0","100392","經驗值冒險 Lv9","100391","100392","202020901","0","210020092","21002","bgm_M06","1","210020093","20003","202020909","bgm_M06","100393","bgm_M06","20004","bgm_M06","2030/12/17 14:59:59","11015001","21002008"
"20002","202021004","450","0","23001","0","bgm_M06","0","2021/02/09 05:00:00","90","21002010","202021006","202021002","210020101","221002010","bgm_M06","0","100392","經驗值冒險Lv10","100391","100392","202021001","0","210020102","21002","bgm_M06","1","210020103","20003","202021009","bgm_M06","100393","bgm_M06","20004","bgm_M06","2030/12/17 14:59:59","11020001","21002009"
"20002","202021105","500","0","23001","0","bgm_M06","0","2021/08/01 16:00:00","90","21002011","202021107","202021104","210020111","221002011","bgm_M06","0","100392","經驗值冒險Lv11","100391","100392","202021108","0","210020112","21002","bgm_M06","1","210020113","20003","202021109","bgm_M06","100393","bgm_M06","20004","bgm_M06","2030/12/17 14:59:59","11025001","21002010"
"20003","202021205","550","0","23001","0","bgm_M06","0","2022/02/01 16:00:00","90","21002012","202021207","202021206","210020121","221002012","bgm_M06","0","100392","經驗值冒險Lv12","100391","100392","202021201","0","210020122","21002","bgm_M06","1","210020123","20004","202021208","bgm_M06","100393","bgm_M06","20005","bgm_M06","2030/12/17 14:59:59","11030001","21002011"
"20003","202021301","600","0","23001","0","bgm_M06","0","2022/08/01 16:00:00","90","21002013","202021305","202021304","210020131","221002013","bgm_M06","0","100392","經驗值冒險Lv13","100391","100392","202021307","0","210020132","21002","bgm_M06","1","210020133","20004","202021303","bgm_M06","100393","bgm_M06","20005","bgm_M06","2030/12/17 14:59:59","11036001","21002012"
"20003","202021406","600","0","23001","0","bgm_M06","0","2023/01/20 16:00:00","90","21002014","202021405","202021404","210020141","221002014","bgm_M06","0","100392","經驗值冒險Lv14","100391","100392","202021407","0","210020142","21002","bgm_M06","1","210020143","20004","202021408","bgm_M06","100393","bgm_M06","20005","bgm_M06","2030/12/17 14:59:59","11041001","21002013"
"20003","202021502","600","0","23001","0","bgm_M06","0","2023/08/01 16:00:00","90","21002015","202021505","202021507","210020151","221002015","bgm_M06","0","100392","經驗值冒險Lv15","100391","100392","202021508","0","210020152","21002","bgm_M06","1","210020153","20004","202021503","bgm_M06","100393","bgm_M06","20005","bgm_M06","2030/12/17 14:59:59","11045001","21002014"
"20003","202021601","600","0","23001","0","bgm_M06","0","2024/02/07 16:00:00","90","21002016","202021606","202021605","210020161","221002016","bgm_M06","0","100392","經驗值冒險Lv16","100391","100392","202021602","0","210020162","21002","bgm_M06","1","210020163","20004","202021608","bgm_M06","100393","bgm_M06","20005","bgm_M06","2030/12/17 14:59:59","11051001","21002015"
"20003","202021701","600","0","23001","0","bgm_M06","0","2024/08/01 16:00:00","90","21002017","202021707","202021706","210020171","221002017","bgm_M06","0","100392","經驗值冒險Lv17","100391","100392","202021705","0","210020172","21002","bgm_M06","1","210020173","20004","202021708","bgm_M06","100393","bgm_M06","20005","bgm_M06","2030/12/17 14:59:59","11056001","21002016"
"20004","202021801","600","0","0","0","bgm_M06","0","2025/02/01 16:00:00","90","21002018","202021807","202021805","210020181","221002018","bgm_M06","0","100392","經驗值冒險Lv18","100391","100392","202021803","0","210020182","21002","bgm_M06","1","210020183","20005","202021808","bgm_M06","100393","bgm_M06","23001","bgm_M06","2030/12/17 14:59:59","11061001","21002017"
"20004","202021901","600","0","0","0","bgm_M06","0","2025/08/01 16:00:00","90","21002019","202021906","202021904","210020191","221002019","bgm_M06","0","100392","經驗值冒險Lv19","100391","100392","202021902","0","210020192","21002","bgm_M06","1","210020193","20005","202021908","bgm_M06","100393","bgm_M06","23001","bgm_M06","2030/12/17 14:59:59","11066001","21002018"
"20004","202022001","600","0","0","0","bgm_M06","0","2026/02/01 16:00:00","90","21002020","202022006","202022005","210020201","221002020","bgm_M06","0","100392","經驗值冒險Lv20","100391","100392","202022004","0","210020202","21002","bgm_M06","1","210020203","20005","202022008","bgm_M06","100393","bgm_M06","23001","bgm_M06","2030/12/17 14:59:59","11071001","21002019"
